orf	hap alpha | abundance of calcium | hypotonic shock (sodium 2-(N-morpholino)ethanesulfonate [10 mM], minimal complete-leu [standard]) | Loukin SH~Saimi Y, 2007
YBR220C	0.711864406779661
YBR221C	1.135135135135135
YBR221W-A	1.05
YBR222C	1.75
YBR223C	1.5
YBR224W	0.30434782608695654
YBR225W	1.5555555555555556
YBR226C	0.21649484536082475
YBR227C	1.9090909090909092
YBR228W	1.5555555555555556
YBR229C	1.2727272727272727
YBR230C	0.84
YBR231C	2.3333333333333335
YBR232C	0.2937062937062937
YBR233W	1.5
YBR235W	0.65625
YBR238C	0.9333333333333333
YBR239C	0.14788732394366197
YBR240C	1.4482758620689655
YBR241C	1.4
YBR242W	2.210526315789474
YBR244W	0.46153846153846156
YBR245C	0.6363636363636364
YBR246W	1.9090909090909092
YBR248C	2.210526315789474
YBR249C	1.6153846153846154
YBR250W	2.625
YBR251W	2.3333333333333335
YBR255W	0.10096153846153846
YBR258C	0.3684210526315789
YBR259W	0.5316455696202531
YBR260C	0.6666666666666666
YBR261C	0.75
YBR262C	1.4482758620689655
YBR263W	0.42
YBR264C	1.75
YBR266C	0.65625
YBR267W	0.09130434782608696
YBR268W	1.05
YBR269C	1.2727272727272727
YBR270C	0.38181818181818183
YBR271W	0.32558139534883723
YBR272C	1.135135135135135
YBR273C	0.8936170212765957
YBR274W	0.2896551724137931
YBR275C	0.42424242424242425
YBR276C	0.5915492957746479
YBR277C	0.5753424657534246
YBR278W	0.20192307692307693
YBR279W	0.0911062906724512
YBR280C	0.31343283582089554
YBR281C	0.3111111111111111
YBR282W	14.0
YBR283C	0.25
YBR284W	0.6086956521739131
YBR285W	0.21
YBR286W	0.3
YBR287W	0.4077669902912621
YBR288C	0.6363636363636364
YBR289W	0.525
YBR290W	0.2781456953642384
YBR291C	0.49411764705882355
YBR292C	0.8571428571428571
YBR293W	0.39622641509433965
YBR294W	1.3125
YBR295W	0.25609756097560976
YBR296C	0.6086956521739131
YBR296C-A	0.7636363636363637
YBR297W	0.1935483870967742
YBR298C	0.7636363636363637
YBR299W	1.9090909090909092
YBR300C	0.525
YBR301W	1.105263157894737
YCL001W	1.1666666666666667
YCL001W-A	0.7241379310344828
YCL001W-B	0.5316455696202531
YCL002C	1.2352941176470589
YCL004W	0.9333333333333333
YCL005W	0.3853211009174312
YCL007C	0.07381370826010544
YCL008C	0.5060240963855421
YCL009C	0.46153846153846156
YCL010C	1.135135135135135
YCL011C	0.45161290322580644
YCL014W	0.8147773279352226
YCL016C	0.4375
YCL022C	1.5555555555555556
YCL023C	0.6979995029821073
YCL024W	1.4482758620689655
YCL025C	1.3548387096774193
YCL026C-A	1.1666666666666667
YCL027W	0.75
YCL028W	1.0769230769230769
YCL029C	0.302158273381295
YCL030C	0.9545454545454546
YCL032W	1.105263157894737
YCL033C	0.3925233644859813
YCL034W	0.9767441860465116
YCL035C	0.17721518987341772
YCL036W	0.8936170212765957
YCL037C	2.625
YCL038C	0.1317391935718089
YCL039W	2.0
YCL040W	2.210526315789474
YCL042W	1.0769230769230769
YCL044C	0.5185185185185185
YCL045C	0.8936170212765957
YCL046W	0.6268656716417911
YCL047C	0.45652173913043476
YCL048W	0.5526315789473685
YCL049C	0.5121951219512195
YCL050C	0.5915492957746479
YCL051W	0.6268656716417911
YCL055W	0.4
YCL056C	0.7
YCL057C-A	0.336
YCL057W	0.8571428571428571
YCL058C	0.07526881720430108
YCL061C	0.8350877192982455
YCL063W	0.17329244494006135
YCL064C	0.1891891891891892
YCL069W	0.4883720930232558
YCL076W	1.4482758620689655
YCR001W	0.40384615384615385
YCR002C	0.84
YCR003W	0.9545454545454546
YCR004C	0.27450980392156865
YCR005C	0.6363636363636364
YCR006C	0.5060240963855421
YCR007C	0.18834080717488788
YCR008W	0.875
YCR009C	0.11475409836065574
YCR010C	1.5
YCR011C	0.7368421052631579
YCR014C	1.135135135135135
YCR015C	0.9767441860465116
YCR016W	0.3853211009174312
YCR017C	0.44680851063829785
YCR019W	0.45161290322580644
YCR020C	0.5060240963855421
YCR020C-A	0.7636363636363637
YCR020W-B	0.3888888888888889
YCR021C	0.5
YCR022C	0.9767441860465116
YCR023C	0.30434782608695654
YCR024C	4.2
YCR024C-A	0.2545454545454545
YCR025C	0.7241379310344828
YCR026C	0.7924528301886793
YCR027C	0.24
YCR028C	0.004843173431734318
YCR028C-A	14.0
YCR030C	1.135135135135135
YCR031C	0.1453287197231834
YCR032W	0.4772727272727273
YCR033W	1.0769230769230769
YCR034W	0.01810344827586207
YCR036W	0.9767441860465116
YCR037C	0.5
YCR043C	0.65625
YCR044C	0.30434782608695654
YCR045C	1.4482758620689655
YCR046C	10.5
YCR047C	0.08677685950413223
YCR048W	0.8571428571428571
YCR049C	1.2727272727272727
YCR050C	0.711864406779661
YCR051W	0.5915492957746479
YCR053W	0.5675675675675675
YCR059C	0.9545454545454546
YCR060W	2.1
YCR061W	0.5263157894736842
YCR063W	0.12804878048780488
YCR065W	0.8076923076923077
YCR066W	0.30656934306569344
YCR067C	1.2727272727272727
YCR068W	0.8571428571428571
YCR069W	1.68
YCR071C	2.210526315789474
YCR073C	1.5
YCR073W-A	0.6885245901639344
YCR075C	0.9545454545454546
YCR075W-A	0.25925925925925924
YCR076C	1.6153846153846154
YCR077C	0.40384615384615385
YCR079W	2.3333333333333335
YCR081W	1.2352941176470589
YCR082W	0.9767441860465116
YCR083W	1.68
YCR084C	0.8936170212765957
YCR085W	0.6885245901639344
YCR086W	0.375
YCR087C-A	2.8
YCR087W	2.1
YCR088W	1.3125
YCR089W	1.2
YCR090C	0.9333333333333333
YCR091W	1.4482758620689655
YCR092C	1.3548387096774193
YCR094W	0.007539041464728056
YCR095C	6.0
YCR098C	1.6153846153846154
YCR099C	1.0769230769230769
YCR100C	1.135135135135135
YCR101C	4.2
YCR102C	1.5555555555555556
YCR102W-A	0.7636363636363637
YCR105W	1.4
YCR106W	1.4
YCR107W	0.6268656716417911
YDL001W	0.9130434782608695
YDL002C	1.3125
YDL005C	2.210526315789474
YDL006W	0.1590909090909091
YDL009C	1.3548387096774193
YDL010W	0.6885245901639344
YDL011C	0.5833333333333334
YDL012C	3.5
YDL013W	0.44680851063829785
YDL018C	0.6774193548387096
YDL019C	0.6363636363636364
YDL020C	0.21
YDL021W	0.6086956521739131
YDL022W	0.9130434782608695
YDL023C	0.4421052631578947
YDL024C	0.6774193548387096
YDL025C	2.0
YDL026W	1.2
YDL027C	1.5555555555555556
YDL032W	1.4
YDL033C	0.6363636363636364
YDL034W	0.6268656716417911
YDL035C	2.3333333333333335
YDL036C	0.7924528301886793
YDL037C	1.135135135135135
YDL039C	11.41304347826087
YDL040C	0.75
YDL041W	0.6666666666666666
YDL042C	1.3125
YDL044C	1.75
YDL045W-A	3.8181818181818183
YDL046W	1.05
YDL047W	0.30656934306569344
YDL048C	0.6268656716417911
YDL049C	1.0
YDL050C	0.8235294117647058
YDL051W	0.6885245901639344
YDL052C	0.07381370826010544
YDL053C	0.375
YDL054C	0.39622641509433965
YDL056W	7.0
YDL057W	1.0769230769230769
YDL059C	0.7368421052631579
YDL062W	0.32558139534883723
YDL063C	0.29577464788732394
YDL065C	0.8076923076923077
YDL066W	0.711864406779661
YDL067C	0.6176470588235294
YDL068W	0.7636363636363637
YDL069C	0.8571428571428571
YDL070W	0.28378378378378377
YDL071C	1.826086956521739
YDL072C	0.65625
YDL073W	0.6268656716417911
YDL074C	0.5526315789473685
YDL075W	0.24277456647398843
YDL076C	0.711864406779661
YDL077C	0.47191011235955055
YDL078C	0.7777777777777778
YDL079C	0.7636363636363637
YDL080C	0.3333333333333333
YDL081C	2.8
YDL082W	0.28187919463087246
YDL083C	0.208955223880597
YDL085C-A	0.42857142857142855
YDL085W	0.7777777777777778
YDL086W	0.7
YDL088C	0.2727272727272727
YDL089W	0.5316455696202531
YDL090C	0.1016949152542373
YDL091C	1.1666666666666667
YDL093W	0.65625
YDL094C	0.5384615384615384
YDL095W	0.2198952879581152
YDL096C	0.7368421052631579
YDL099W	0.5185185185185185
YDL100C	0.1206896551724138
YDL101C	0.5384615384615384
YDL104C	0.40384615384615385
YDL106C	0.9333333333333333
YDL107W	14.0
YDL109C	0.39622641509433965
YDL110C	0.42
YDL112W	0.9333333333333333
YDL113C	0.4158415841584158
YDL114W	3.230769230769231
YDL115C	0.33070866141732286
YDL116W	0.5384615384615384
YDL117W	0.6
YDL118W	0.25925925925925924
YDL119C	0.3783783783783784
YDL121C	0.5121951219512195
YDL122W	0.22105263157894736
YDL123W	0.7
YDL124W	0.4883720930232558
YDL125C	1.0
YDL127W	0.8571428571428571
YDL128W	0.7241379310344828
YDL129W	8.4
YDL130W	0.4827586206896552
YDL130W-A	1.3125
YDL131W	0.3620689655172414
YDL133C-A	0.4735537190082645
YDL133W	14.0
YDL134C	0.5915492957746479
YDL135C	0.5454545454545454
YDL136W	0.11602209944751381
YDL137W	1.75
YDL138W	0.44680851063829785
YDL142C	0.65625
YDL144C	0.5675675675675675
YDL146W	0.22580645161290322
YDL149W	0.15441176470588236
YDL151C	0.3888888888888889
YDL154W	1.2352941176470589
YDL155W	0.6885245901639344
YDL156W	0.5675675675675675
YDL157C	21.0
YDL158C	0.65625
YDL159W	0.9767441860465116
YDL159W-A	0.34710743801652894
YDL160C	0.2346368715083799
YDL160C-A	0.45652173913043476
YDL161W	1.105263157894737
YDL162C	0.4666666666666667
YDL167C	0.45161290322580644
YDL168W	0.49411764705882355
YDL169C	1.024390243902439
YDL170W	0.5316455696202531
YDL171C	0.25609756097560976
YDL172C	1.3125
YDL173W	0.8235294117647058
YDL174C	0.7924528301886793
YDL175C	0.6
YDL176W	0.65625
YDL177C	1.0
YDL178W	0.7368421052631579
YDL179W	0.4077669902912621
YDL180W	0.4827586206896552
YDL181W	0.37168141592920356
YDL182W	1.05
YDL183C	0.8076923076923077
YDL184C	0.6176470588235294
YDL185W	0.18834080717488788
YDL186W	0.6363636363636364
YDL187C	0.47191011235955055
YDL188C	0.75
YDL189W	0.25301204819277107
YDL190C	1.2352941176470589
YDL191W	0.23076923076923078
YDL192W	0.1037037037037037
YDL194W	0.5316455696202531
YDL197C	0.30434782608695654
YDL198C	0.06919275123558484
YDL199C	0.3684210526315789
YDL200C	0.84
YDL201W	0.14482758620689656
YDL202W	0.2153846153846154
YDL203C	0.2857142857142857
YDL204W	0.2857142857142857
YDL206W	0.22340425531914893
YDL210W	0.49411764705882355
YDL211C	0.3230769230769231
YDL213C	0.4827586206896552
YDL214C	0.6
YDL215C	0.3333333333333333
YDL216C	0.1917808219178082
YDL218W	0.302158273381295
YDL219W	0.375
YDL222C	0.17427385892116182
YDL223C	0.24561403508771928
YDL224C	0.42
YDL225W	0.4077669902912621
YDL226C	0.02626641651031895
YDL227C	0.3620689655172414
YDL229W	0.2896551724137931
YDL230W	0.26582278481012656
YDL231C	1.05
YDL232W	0.03896103896103896
YDL233W	0.37168141592920356
YDL234C	0.37168141592920356
YDL236W	0.2545454545454545
YDL237W	0.25301204819277107
YDL238C	0.4158415841584158
YDL239C	0.6
YDL240W	0.6461538461538462
YDL241W	0.37168141592920356
YDL242W	0.4375
YDL243C	0.6461538461538462
YDR001C	0.4421052631578947
YDR003W	1.105263157894737
YDR003W-A	0.5185185185185185
YDR004W	0.26582278481012656
YDR005C	3.230769230769231
YDR006C	0.37168141592920356
YDR007W	0.11140583554376658
YDR008C	0.30434782608695654
YDR009W	0.45161290322580644
YDR010C	14.0
YDR011W	0.5060240963855421
YDR014W	0.5
YDR015C	1.2352941176470589
YDR017C	0.3111111111111111
YDR018C	0.875
YDR019C	0.3783783783783784
YDR020C	0.4
YDR022C	0.6086956521739131
YDR024W	0.3783783783783784
YDR025W	0.328125
YDR026C	0.40384615384615385
YDR027C	0.0077907623817473565
YDR028C	0.09438202247191012
YDR029W	0.6666666666666666
YDR030C	0.6268656716417911
YDR031W	0.40384615384615385
YDR032C	0.49411764705882355
YDR033W	0.35
YDR034C	0.45161290322580644
YDR034W-B	0.7924528301886793
YDR035W	0.3888888888888889
YDR036C	0.336
YDR042C	0.302158273381295
YDR043C	0.6666666666666666
YDR046C	0.3652173913043478
YDR048C	0.09502262443438914
YDR049W	1.3548387096774193
YDR051C	0.8936170212765957
YDR055W	0.2608695652173913
YDR056C	1.024390243902439
YDR057W	0.42857142857142855
YDR058C	0.875
YDR059C	2.3333333333333335
YDR061W	0.3888888888888889
YDR063W	0.23595505617977527
YDR065W	0.31343283582089554
YDR066C	0.9333333333333333
YDR067C	0.65625
YDR068W	1.5
YDR069C	0.24277456647398843
YDR070C	0.38181818181818183
YDR071C	0.65625
YDR072C	0.7636363636363637
YDR073W	0.06930693069306931
YDR074W	4.666666666666667
YDR075W	0.7924528301886793
YDR076W	0.13680781758957655
YDR077W	1.0
YDR078C	0.5915492957746479
YDR079C-A	1.135135135135135
YDR079W	0.14685314685314685
YDR080W	0.04183266932270916
YDR083W	0.56
YDR084C	21.0
YDR085C	1.75
YDR089W	0.9130434782608695
YDR090C	0.1700404858299595
YDR092W	0.358974358974359
YDR093W	0.3333333333333333
YDR094W	0.6774193548387096
YDR095C	0.25925925925925924
YDR096W	0.0821917808219178
YDR097C	0.30656934306569344
YDR098C	1.2
YDR099W	0.9130434782608695
YDR100W	1.2727272727272727
YDR101C	0.12962962962962962
YDR102C	1.68
YDR103W	1.68
YDR104C	0.0673076923076923
YDR105C	1.9090909090909092
YDR107C	0.5454545454545454
YDR108W	0.5316455696202531
YDR109C	0.875
YDR110W	0.4421052631578947
YDR111C	1.68
YDR112W	0.5316455696202531
YDR114C	0.14893617021276595
YDR115W	2.210526315789474
YDR116C	1.75
YDR117C	0.9333333333333333
YDR119W	0.6885245901639344
YDR120C	1.9090909090909092
YDR121W	0.9130434782608695
YDR122W	0.18181818181818182
YDR123C	0.0038461538461538464
YDR124W	0.6774193548387096
YDR125C	1.3125
YDR126W	0.4883720930232558
YDR127W	0.525
YDR128W	0.3888888888888889
YDR129C	0.04946996466431095
YDR130C	1.05
YDR131C	0.14634146341463414
YDR132C	0.049586776859504134
YDR133C	0.07106598984771574
YDR135C	0.42857142857142855
YDR136C	0.32061068702290074
YDR137W	0.34710743801652894
YDR138W	0.13592233009708737
YDR139C	0.5454545454545454
YDR140W	0.23863636363636365
YDR142C	0.35
YDR143C	0.8235294117647058
YDR144C	0.7
YDR146C	0.5454545454545454
YDR147W	1.826086956521739
YDR148C	1.3548387096774193
YDR149C	0.3888888888888889
YDR150W	0.4375
YDR151C	1.3548387096774193
YDR152W	1.75
YDR153C	1.6153846153846154
YDR154C	1.1666666666666667
YDR155C	2.3333333333333335
YDR156W	1.105263157894737
YDR157W	1.024390243902439
YDR158W	0.328125
YDR159W	0.2079207920792079
YDR161W	1.4
YDR162C	1.05
YDR163W	2.1
YDR165W	1.3125
YDR169C	1.68
YDR169C-A	0.9333333333333333
YDR171W	1.6153846153846154
YDR173C	0.17427385892116182
YDR174W	0.13953488372093023
YDR175C	0.2048780487804878
YDR176W	0.8571428571428571
YDR178W	1.2727272727272727
YDR179C	1.2
YDR179W-A	1.0
YDR181C	0.711864406779661
YDR182W-A	0.6666666666666666
YDR183W	0.75
YDR184C	1.2352941176470589
YDR185C	2.210526315789474
YDR186C	0.65625
YDR191W	1.68
YDR192C	1.5
YDR193W	1.6153846153846154
YDR194C	1.6153846153846154
YDR194W-A	0.3559322033898305
YDR195W	6.0
YDR197W	2.4705882352941178
YDR198C	1.6153846153846154
YDR199W	1.4482758620689655
YDR200C	0.14893617021276595
YDR202C	0.5060240963855421
YDR203W	1.2
YDR204W	10.5
YDR205W	0.5454545454545454
YDR206W	1.2
YDR207C	0.358974358974359
YDR209C	1.9090909090909092
YDR210W	0.75
YDR213W	1.68
YDR214W	2.210526315789474
YDR215C	1.0
YDR216W	0.8936170212765957
YDR217C	1.2352941176470589
YDR218C	1.0769230769230769
YDR219C	2.3333333333333335
YDR220C	1.2352941176470589
YDR221W	1.4482758620689655
YDR222W	1.4482758620689655
YDR223W	0.6
YDR225W	1.5555555555555556
YDR226W	1.05
YDR227W	0.8235294117647058
YDR229W	2.0
YDR230W	0.1206896551724138
YDR231C	3.8181818181818183
YDR233C	0.8235294117647058
YDR234W	1.0769230769230769
YDR237W	1.2352941176470589
YDR239C	1.5555555555555556
YDR241W	1.105263157894737
YDR242W	0.6309210526315789
YDR244W	14.0
YDR245W	0.8076923076923077
YDR246W-A	0.16666666666666666
YDR247W	0.4375
YDR248C	0.39622641509433965
YDR249C	0.4883720930232558
YDR250C	0.5526315789473685
YDR251W	0.5185185185185185
YDR252W	0.42857142857142855
YDR253C	0.5
YDR254W	0.2978723404255319
YDR255C	0.9130434782608695
YDR256C	0.711864406779661
YDR257C	0.5060240963855421
YDR258C	0.6885245901639344
YDR259C	0.6666666666666666
YDR260C	0.711864406779661
YDR261C	0.1794871794871795
YDR262W	0.7
YDR263C	0.375
YDR264C	0.40384615384615385
YDR265W	0.47191011235955055
YDR266C	0.5060240963855421
YDR268W	0.5753424657534246
YDR269C	0.05570291777188329
YDR270W	0.358974358974359
YDR271C	0.4421052631578947
YDR272W	0.2153846153846154
YDR273W	0.8076923076923077
YDR274C	0.5316455696202531
YDR275W	0.7777777777777778
YDR276C	0.22702702702702704
YDR277C	0.7777777777777778
YDR278C	0.28187919463087246
YDR279W	0.75
YDR281C	0.7241379310344828
YDR282C	0.16535433070866143
YDR283C	0.5121951219512195
YDR284C	0.6
YDR285W	0.4421052631578947
YDR286C	0.42857142857142855
YDR287W	0.2781456953642384
YDR289C	0.4883720930232558
YDR290W	0.875
YDR291W	0.5915492957746479
YDR293C	0.3620689655172414
YDR294C	1.0
YDR295C	1.6153846153846154
YDR296W	14.0
YDR297W	0.7777777777777778
YDR298C	7.0
