ORF	hom | cell size | standard [standard] | Zhang J~Schneider BL, 2002	het | cell size | standard [standard] | Zhang J~Schneider BL, 2002
YGL255W	56.506	NaN
YGL256W	54.535	NaN
YGL257C	63.330	NaN
YGL258W	49.126	NaN
YGL259W	48.803	NaN
YGL260W	48.674	NaN
YGL261C	47.936	NaN
YGL262W	48.224	NaN
YGL263W	52.408	NaN
YGR001C	51.265	NaN
YGR003W	54.327	NaN
YGR004W	55.620	NaN
YGR006W	71.470	NaN
YGR007W	48.032	NaN
YGR008C	45.459	NaN
YGR010W	48.641	NaN
YGR012W	50.435	NaN
YGR014W	51.198	NaN
YGR015C	51.032	NaN
YGR016W	51.834	NaN
YGR017W	51.935	NaN
YGR019W	48.964	NaN
YGR020C	56.151	NaN
YGR021W	72.390	NaN
YGR023W	53.054	NaN
YGR026W	46.765	NaN
YPL091W	54.085	NaN
YPL090C	47.269	NaN
YPL089C	47.459	NaN
YPL088W	51.733	NaN
YPL087W	49.549	NaN
YPL086C	58.160	NaN
YPL084W	37.207	NaN
YPL081W	45.892	NaN
YPL080C	48.320	NaN
YPL079W	51.499	NaN
YPL077C	53.430	NaN
YPL074W	48.609	NaN
YPL073W	NaN	50.899
YPL072C	NaN	48.352
YPL071C	54.500	NaN
YPL070W	48.964	NaN
YPL069C	46.954	NaN
YPL068C	46.016	NaN
YPL067C	57.410	NaN
YPL066W	57.220	NaN
YPL065W	55.830	NaN
YPL064C	53.602	NaN
YPL062W	68.900	NaN
YPL061W	49.094	NaN
YPL060W	49.484	NaN
YPL059W	52.747	NaN
YPL058C	54.327	NaN
YPL057C	43.967	NaN
YPL056C	49.062	NaN
YPL055C	48.770	NaN
YPL054W	47.238	NaN
YPL053C	53.225	NaN
YPL052W	59.882	NaN
YPL051W	58.700	NaN
YGR096W	53.259	NaN
YPL049C	73.880	NaN
YPL048W	46.640	NaN
YPL047W	44.968	NaN
YPL046C	46.327	NaN
YGR088W	49.354	NaN
YPL041C	50.534	NaN
YPL039W	50.832	NaN
YPL038W	48.481	NaN
YPL037C	45.305	NaN
YPL035C	56.151	NaN
YPL033C	56.470	NaN
YPL032C	64.357	NaN
YPL030W	52.340	NaN
YPL026C	53.720	NaN
YPL025C	55.762	NaN
YPL023C	59.513	NaN
YPL022W	54.501	NaN
YPL021W	57.006	NaN
YPL019C	54.779	NaN
YPL018W	65.686	NaN
YPL015C	42.862	NaN
YPL014W	46.734	NaN
YPL009C	68.250	NaN
YPL008W	65.670	NaN
YPL006W	49.712	NaN
YPL003W	51.666	NaN
YPL002C	40.308	NaN
YPL001W	57.257	NaN
YPR001W	52.070	NaN
YPR002W	61.601	NaN
YPR003C	52.374	NaN
YPR004C	56.630	NaN
YPR005C	48.352	NaN
YPR106W	57.942	NaN
YPR109W	56.470	NaN
YPR111W	48.674	NaN
YPR114W	47.840	NaN
YPR115W	53.190	NaN
YPR117W	48.400	NaN
YPR119W	68.926	NaN
YPR120C	62.140	NaN
YPR121W	50.534	NaN
YPR122W	56.044	NaN
YPR125W	52.205	NaN
YPR126C	52.205	NaN
YPR127W	74.430	NaN
YPR128C	52.611	NaN
YPR129W	47.427	NaN
YPR130C	70.450	NaN
YPR131C	53.122	NaN
YPR132W	42.596	NaN
YPR134W	72.720	NaN
YPR135W	86.300	NaN
YPR138C	53.671	NaN
YPR139C	67.630	NaN
YPR140W	46.577	NaN
YPR145W	47.809	NaN
YPR146C	55.810	NaN
YPR147C	49.974	NaN
YPR148C	53.671	NaN
YPR149W	54.396	NaN
YPR150W	69.300	NaN
YPR152C	53.650	NaN
YPR153W	62.320	NaN
YPR154W	51.700	NaN
YPR155C	75.460	NaN
YPR156C	48.990	NaN
YPR157W	67.310	NaN
YPR158W	51.065	NaN
YPR159W	76.440	NaN
YPR160W	55.164	NaN
YPR164W	63.737	NaN
YPR167C	51.065	NaN
YPR170C	75.480	NaN
YPR171W	54.884	NaN
YPR172W	52.611	NaN
YPR173C	45.275	NaN
YPR174C	54.675	NaN
YPR179C	51.165	NaN
YPR184W	53.981	NaN
YPR185W	50.700	NaN
YPR188C	50.534	NaN
YPR189W	51.332	NaN
YPR191W	36.858	NaN
YPR192W	68.480	NaN
YPR193C	53.705	NaN
YPR194C	54.396	NaN
YPR195C	48.770	NaN
YPR196W	48.641	NaN
YPR197C	46.016	NaN
YPR198W	46.630	NaN
YPR199C	51.198	NaN
YPR200C	49.321	NaN
YPR201W	68.830	NaN
YCR090C	59.109	NaN
YCR091W	55.409	NaN
YCR092C	48.224	NaN
YCR094W	43.756	NaN
YCR098C	54.605	NaN
YCR099C	55.656	NaN
YCR100C	54.919	NaN
YCR101C	53.190	NaN
YCR102C	65.340	NaN
YCR105W	50.073	NaN
YCR106W	49.778	NaN
YDL130W-A	53.088	NaN
YDR363W-A	49.549	NaN
YDR525W-A	47.713	NaN
YDR535C	50.172	NaN
YDR536W	54.849	NaN
YDR538W	53.259	NaN
YDR539W	49.029	NaN
YDR540C	52.543	NaN
YDR541C	56.720	NaN
YER039C-A	44.602	NaN
YER091C-A	51.365	NaN
YER144C	53.465	NaN
YER188W	59.587	NaN
YFL034C-A	57.725	NaN
YFR032C	50.633	NaN
YFR032C-A	45.613	NaN
YFR033C	54.258	NaN
YFR034C	56.613	NaN
YFR035C	54.989	NaN
YFR036W	49.712	NaN
YFR038W	52.239	NaN
YFR040W	56.863	NaN
YFR041C	54.466	NaN
YFR043C	52.002	NaN
YFR044C	53.981	NaN
YFR045W	59.550	NaN
YFR046C	58.560	NaN
YFR047C	62.396	NaN
YFR048W	50.172	NaN
YFR049W	57.042	NaN
YFR053C	48.641	NaN
YFR054C	51.733	NaN
YFR055W	51.935	NaN
YFR056C	44.694	NaN
YFR057W	51.969	NaN
YGR221C	53.568	NaN
YGR223C	55.797	NaN
YGR224W	59.550	NaN
YGR225W	52.713	NaN
YGR226C	58.852	NaN
YGR227W	52.611	NaN
YGR228W	45.620	NaN
YGR230W	51.132	NaN
YGR231C	48.224	NaN
YGR232W	57.545	NaN
YGR233C	57.942	NaN
YGR234W	50.799	NaN
YGR235C	52.645	NaN
YGR236C	55.656	NaN
YGR237C	56.720	NaN
YGR240C	58.341	NaN
YGR241C	49.909	NaN
YGR242W	49.778	NaN
YGR243W	53.396	NaN
YGR244C	49.126	NaN
YGR247W	49.419	NaN
YGR249W	53.362	NaN
YBL001C	54.431	NaN
YBL002W	56.899	NaN
YBL003C	52.917	NaN
YBL005W	46.078	NaN
YBL006C	75.162	NaN
YBL008W	47.459	NaN
YBL009W	50.998	NaN
YBL010C	54.535	NaN
YBL011W	52.611	NaN
YBL012C	53.259	NaN
YBL013W	53.259	NaN
YBL015W	51.666	NaN
YBL017C	58.815	NaN
YBL019W	52.002	NaN
YBL022C	63.820	NaN
YBL024W	57.834	NaN
YBL027W	60.514	NaN
YBL028C	62.168	NaN
YBL029W	58.451	NaN
YBL031W	54.860	NaN
YBL032W	53.602	NaN
YGR097W	55.094	NaN
YBL036C	49.549	NaN
YBL037W	50.402	NaN
YBL039C	57.473	NaN
YBL042C	58.810	NaN
YBL043W	51.198	NaN
YBL044W	52.340	NaN
YBL046W	74.620	NaN
YBL047C	54.709	NaN
YBL048W	50.832	NaN
YBL049W	51.733	NaN
YBL051C	52.951	NaN
YBL052C	52.171	NaN
YBL053W	50.965	NaN
YBL054W	51.901	NaN
YBL055C	49.484	NaN
YBL056W	49.876	NaN
YBL057C	47.809	NaN
YBL058W	44.999	NaN
YBL059W	51.633	NaN
YBL060W	51.065	NaN
YBL061C	48.256	NaN
YBL062W	50.633	NaN
YBL063W	51.231	NaN
YBL064C	51.032	NaN
YBL065W	53.000	NaN
YBL066C	46.514	NaN
YBL067C	52.002	NaN
YBL068W	53.774	NaN
YBL069W	53.705	NaN
YBL070C	53.912	NaN
YBL071C	50.172	NaN
YBL072C	41.863	NaN
YBL075C	54.954	NaN
YBL078C	56.827	NaN
YBL079W	59.808	NaN
YBL081W	60.105	NaN
YBL082C	54.501	NaN
YBL083C	62.625	NaN
YBL085W	54.396	NaN
YBL086C	51.432	NaN
YBL087C	43.218	NaN
YBL088C	55.460	NaN
YBL089W	53.327	NaN
YBL091C	45.521	NaN
YBL094C	51.332	NaN
YGL002W	46.514	NaN
YGL003C	43.278	NaN
YGL005C	58.414	NaN
YGL006W	58.580	NaN
YGL007W	51.198	NaN
YGL010W	55.550	NaN
YGL012W	55.094	NaN
YGL013C	51.935	NaN
YGL014W	50.073	NaN
YGL015C	51.165	NaN
YGL016W	47.649	NaN
YGL019W	48.224	NaN
YGL021W	59.661	NaN
YGL025C	48.964	NaN
YGL027C	61.075	NaN
YGL028C	58.560	NaN
YGL031C	57.581	NaN
YGL032C	46.078	NaN
YGL034C	59.513	NaN
YGL039W	53.430	NaN
YGL041C	53.499	NaN
YGL043W	45.121	NaN
YGL045W	44.999	NaN
YGL046W	NaN	46.797
YGL050W	44.420	NaN
YGL053W	49.191	NaN
YGL054C	52.104	NaN
YGL056C	50.990	NaN
YGL058W	65.310	NaN
YGL059W	50.534	NaN
YGL060W	64.863	NaN
YGL062W	50.965	NaN
YGL066W	44.785	NaN
YGL067W	46.171	NaN
YGL070C	76.760	NaN
YGL072C	50.730	NaN
YGL077C	55.691	NaN
YGL078C	44.359	NaN
YGL079W	47.745	NaN
YGL080W	51.465	NaN
YGL082W	53.190	NaN
YGL084C	52.408	NaN
YGL085W	60.925	NaN
YGL086W	50.139	NaN
YGL087C	48.674	NaN
YGL089C	48.964	NaN
YGL090W	48.481	NaN
YNL242W	49.942	NaN
YNL239W	48.416	NaN
YNL237W	51.365	NaN
YNL236W	58.123	NaN
YNL235C	50.303	NaN
YNL233W	48.160	NaN
YNL231C	51.935	NaN
YNL230C	49.386	NaN
YNL229C	51.398	NaN
YNL228W	46.577	NaN
YNL226W	49.680	NaN
YNL227C	48.384	NaN
YNL225C	67.560	NaN
YNL224C	43.907	NaN
YNL219C	56.542	NaN
YNL217W	49.094	NaN
YNL215W	59.439	NaN
YNL214W	51.532	NaN
YNL212W	49.029	NaN
YNL211C	55.903	NaN
YNL206C	52.002	NaN
YNL205C	58.051	NaN
YNL204C	56.399	NaN
YNL202W	47.017	NaN
YNL203C	55.094	NaN
YNL201C	51.868	NaN
YNL200C	49.909	NaN
YNL199C	49.386	NaN
YNL198C	49.811	NaN
YNL197C	42.400	NaN
YNL196C	54.849	NaN
YNL195C	50.336	NaN
YNL194C	49.614	NaN
YNL193W	51.032	NaN
YNL191W	48.738	NaN
YNL190W	48.096	NaN
YNL187W	45.799	NaN
YNL183C	41.834	NaN
YNL179C	53.020	NaN
YNL176C	47.777	NaN
YNL175C	48.674	NaN
YNL173C	45.954	NaN
YNL170W	46.109	NaN
YNL168C	46.171	NaN
YNL160W	44.938	NaN
YNL159C	45.305	NaN
YNL157W	59.109	NaN
YNL155W	46.358	NaN
YNL154C	47.840	NaN
YNL148C	51.198	NaN
YKL191W	45.244	NaN
YKL197C	46.859	NaN
YKL198C	47.238	NaN
YKL199C	NaN	45.923
YKL200C	NaN	48.448
YKL205W	43.367	NaN
YKL206C	46.671	NaN
YKL207W	44.572	NaN
YKL208W	41.834	NaN
YKL212W	28.011	NaN
YKL213C	40.138	NaN
YKL214C	48.770	NaN
YKL216W	47.649	NaN
YKL217W	42.714	NaN
YKL218C	45.954	NaN
YKL221W	44.208	NaN
YKL222C	44.511	NaN
YKR003W	44.238	NaN
YKR005C	45.152	NaN
YKR007W	49.159	NaN
YKR009C	41.138	NaN
YKR011C	44.329	NaN
YKR012C	45.183	NaN
YKR013W	50.700	NaN
YKR014C	50.139	NaN
YKR015C	58.451	NaN
YKR016W	50.204	NaN
YKR017C	44.542	NaN
YKR018C	57.090	NaN
YKR020W	37.803	NaN
YKR021W	53.912	NaN
YKR024C	43.846	NaN
YKR026C	46.296	NaN
YKR030W	45.213	NaN
YKR031C	45.490	NaN
YKR032W	44.299	NaN
YKR033C	54.501	NaN
YKR035C	46.640	NaN
YKR042W	47.618	NaN
YKR043C	53.465	NaN
YKR044W	50.468	NaN
YKR045C	52.543	NaN
YKR047W	45.121	NaN
YKR048C	53.362	NaN
YKR049C	52.577	NaN
YKR050W	56.150	NaN
YKR051W	46.514	NaN
YKR052C	50.435	NaN
YKR054C	61.760	NaN
YKR055W	52.430	NaN
YKR056W	60.962	NaN
YKR057W	56.399	NaN
YKR058W	61.000	NaN
YKR059W	51.970	NaN
YKR060W	47.070	NaN
YKR061W	61.676	NaN
YKR064W	55.540	NaN
YKR065C	57.581	NaN
YDR244W	55.515	NaN
YDR247W	52.720	NaN
YDR248C	52.920	NaN
YDR249C	61.225	NaN
YDR250C	53.690	NaN
YDR251W	49.050	NaN
YDR252W	61.337	NaN
YDR253C	97.660	NaN
YDR254W	64.670	NaN
YDR255C	64.785	NaN
YDR256C	46.800	NaN
YDR257C	60.800	NaN
YDR258C	63.720	NaN
YDR259C	49.289	NaN
YDR260C	49.289	NaN
YDR261C	52.104	NaN
YDR262W	58.451	NaN
YDR263C	58.123	NaN
YDR264C	83.120	NaN
YDR265W	57.906	NaN
YDR266C	52.890	NaN
YDR270W	56.115	NaN
YDR272W	49.224	NaN
YDR273W	58.742	NaN
YDR274C	66.357	NaN
YDR275W	60.105	NaN
YDR276C	61.037	NaN
YDR277C	52.883	NaN
YDR278C	50.899	NaN
YDR279W	51.834	NaN
YDR282C	49.712	NaN
YDR283C	51.165	NaN
YDR284C	50.998	NaN
YDR285W	51.700	NaN
YDR286C	49.778	NaN
YDR287W	55.480	NaN
YDR289C	51.901	NaN
YDR291W	58.669	NaN
YDR293C	69.600	NaN
YDR294C	54.849	NaN
YDR295C	56.970	NaN
YDR297W	47.904	NaN
YDR300C	56.160	NaN
YDR304C	55.550	NaN
YDR305C	71.620	NaN
YDR306C	53.465	NaN
YDR307W	54.085	NaN
YDR309C	58.852	NaN
YDR310C	59.145	NaN
YDR312W	70.220	NaN
YDR313C	54.954	NaN
YDR314C	53.499	NaN
YDR315C	51.767	NaN
YDR316W	50.600	NaN
YDR317W	70.610	NaN
YDR318W	64.785	NaN
YDR319C	52.272	NaN
YDR320C	51.231	NaN
YDR321W	56.934	NaN
YDR323C	61.676	NaN
YDR329C	57.437	NaN
YDR330W	57.006	NaN
YDR333C	54.466	NaN
YDR334W	53.088	NaN
YDR335W	75.897	NaN
YDR336W	54.849	NaN
YIL001W	50.237	NaN
YIL002C	52.137	NaN
YIL005W	56.115	NaN
YIL011W	57.185	NaN
YIL012W	58.051	NaN
YIL013C	79.540	NaN
YIL014W	57.761	NaN
YIL015W	53.020	NaN
YIL016W	53.020	NaN
YIL017C	49.484	NaN
YIL020C	59.993	NaN
YIL023C	55.199	NaN
YIL024C	52.408	NaN
YIL025C	52.306	NaN
YIL027C	50.865	NaN
YIL028W	50.899	NaN
YIL029C	53.156	NaN
YIL032C	76.320	NaN
YIL034C	58.815	NaN
YIL035C	61.979	NaN
YIL036W	57.725	NaN
YIL037C	58.633	NaN
YIL040W	60.031	NaN
YIL041W	50.667	NaN
YIL043C	57.581	NaN
YIL044C	52.986	NaN
YIL045W	54.954	NaN
YIL049W	53.671	NaN
YIL050W	50.865	NaN
YIL053W	51.032	NaN
YIL057C	63.391	NaN
YIL064W	57.006	NaN
YIL065C	52.917	NaN
YIL072W	58.196	NaN
YIL073C	55.515	NaN
YIL076W	45.250	NaN
YIL077C	55.480	NaN
YIL079C	53.088	NaN
YIL084C	58.378	NaN
YIL086C	58.341	NaN
YIL087C	47.364	NaN
YIL088C	50.172	NaN
YIL090W	48.803	NaN
YIL095W	48.997	NaN
YIL096C	51.901	NaN
YFL006W	NaN	49.549
YFL011W	51.801	NaN
YFL015C	51.298	NaN
YFL018C	39.911	NaN
YFL020C	48.997	NaN
YFL021W	52.883	NaN
YFL023W	48.481	NaN
YFL025C	51.801	NaN
YFL027C	49.549	NaN
YFL028C	50.799	NaN
YFL030W	52.509	NaN
YFL031W	55.850	NaN
YFL032W	48.997	NaN
YFL034W	45.213	NaN
YFL035C-B	NaN	49.094
YFL040W	51.065	NaN
YFL041W	50.667	NaN
YFL043C	NaN	52.002
YFL044C	50.567	NaN
YFL046W	48.224	NaN
YFL047W	53.259	NaN
YFL048C	54.154	NaN
YFL049W	48.320	NaN
YFL050C	58.560	NaN
YFL051C	51.065	NaN
YFL052W	48.900	NaN
YFL053W	52.509	NaN
YFL054C	54.258	NaN
YFL055W	53.020	NaN
YFL056C	53.740	NaN
YFR001W	46.577	NaN
YFR006W	49.582	NaN
YFR007W	46.202	NaN
YFR008W	51.801	NaN
YFR009W	47.111	NaN
YFR010W	46.671	NaN
YFR012W	53.259	NaN
YFR014C	53.293	NaN
YFR015C	48.803	NaN
YFR016C	46.078	NaN
YFR017C	49.647	NaN
YFR018C	49.484	NaN
YFR020W	63.314	NaN
YFR021W	55.409	NaN
YFR022W	49.094	NaN
YFR023W	50.468	NaN
YFR024C-A	48.448	NaN
YFR026C	47.174	NaN
YFR031C-A	47.554	NaN
YGR256W	59.292	NaN
YGR259C	51.198	NaN
YGR260W	52.781	NaN
YGR261C	49.354	NaN
YGR263C	48.609	NaN
YGR266W	45.336	NaN
YGR268C	53.156	NaN
YGR269W	54.814	NaN
YGR270W	51.332	NaN
YGR275W	54.188	NaN
YGR279C	47.840	NaN
YGR281W	56.791	NaN
YGR282C	58.487	NaN
YGR283C	53.877	NaN
YGR284C	53.981	NaN
YGR285C	44.846	NaN
YGR286C	47.143	NaN
YGR287C	51.165	NaN
YGR288W	56.044	NaN
YGR290W	55.304	NaN
YHR021W-A	59.145	NaN
YHR039C-B	NaN	64.318
YHR079C-B	NaN	58.815
YIL009C-A	59.660	NaN
YIR017C	50.106	NaN
YIR018W	55.059	NaN
YIR019C	51.231	NaN
YIR020C	55.762	NaN
YIR020W-B	NaN	57.437
YIR024C	59.734	NaN
YIR025W	53.327	NaN
YIR026C	42.951	NaN
YIR027C	56.648	NaN
YIR028W	58.051	NaN
YIR029W	47.618	NaN
YIR031C	66.874	NaN
YIR033W	63.199	NaN
YIR035C	56.186	NaN
YIR036C	53.225	NaN
YIR037W	61.112	NaN
YIR038C	46.702	NaN
YIR039C	62.434	NaN
YIR042C	63.237	NaN
YKL033W-A	63.390	NaN
YKL162C-A	56.863	NaN
YKR035W-A	57.473	NaN
YKR066C	55.480	NaN
YKR067W	56.613	NaN
YKR069W	54.223	NaN
YKR070W	48.096	NaN
YKR072C	56.684	NaN
YKR073C	63.110	NaN
YKR074W	51.767	NaN
YKR075C	58.852	NaN
YKR076W	53.602	NaN
YKR077W	62.969	NaN
YKR078W	50.237	NaN
YKR080W	57.329	NaN
YKR082W	59.630	NaN
YKR084C	56.470	NaN
YMR062C	61.413	NaN
YMR063W	51.132	NaN
YMR065W	56.791	NaN
YMR067C	53.740	NaN
YMR068W	53.300	NaN
YMR069W	52.543	NaN
YMR070W	51.599	NaN
YMR071C	60.290	NaN
YMR072W	37.722	NaN
YMR073C	62.854	NaN
YMR075C-A	54.884	NaN
YMR075W	53.327	NaN
YMR077C	45.861	NaN
YMR078C	55.515	NaN
YMR080C	63.352	NaN
YMR081C	58.560	NaN
YMR082C	52.679	NaN
YMR083W	54.919	NaN
YMR084W	51.499	NaN
YMR085W	51.969	NaN
YMR086C-A	50.733	NaN
YMR086W	60.850	NaN
YMR087W	52.476	NaN
YMR088C	54.085	NaN
YMR090W	51.633	NaN
YMR092C	61.828	NaN
YNR070W	51.231	NaN
YNR071C	70.420	NaN
YNR072W	51.767	NaN
YNR073C	58.123	NaN
YNR075W	60.680	NaN
YOL013W-A	48.609	NaN
YOL087C	53.877	NaN
YOL088C	45.459	NaN
YOL089C	63.506	NaN
YOL090W	52.137	NaN
YOL091W	46.514	NaN
YOL092W	39.120	NaN
YOL093W	48.932	NaN
YOL096C	48.256	NaN
YOL098C	56.684	NaN
YOL099C	51.969	NaN
YOL100W	32.460	NaN
YOL101C	58.680	NaN
YOL103W	47.872	NaN
YOL104C	51.032	NaN
YOL105C	53.568	NaN
YOL106W	48.964	NaN
YOL107W	50.007	NaN
YOL108C	48.032	NaN
YOL109W	54.501	NaN
YOL110W	63.290	NaN
YOL111C	49.354	NaN
YOL112W	45.923	NaN
YOL113W	55.480	NaN
YOL114C	56.222	NaN
YOL115W	73.570	NaN
YOL116W	55.480	NaN
YOL117W	47.301	NaN
YOL118C	46.140	NaN
YOL119C	51.198	NaN
YOL121C	59.100	NaN
YOL122C	57.329	NaN
YOL124C	49.354	NaN
YOL126C	49.517	NaN
YOL128C	48.900	NaN
YOL129W	49.778	NaN
YOL131W	49.843	NaN
YOL132W	64.700	NaN
YOL136C	49.549	NaN
YOL137W	45.768	NaN
YOL138C	52.645	NaN
YBR232C	46.671	NaN
YDR424C	51.220	NaN
YEL011W	54.675	NaN
YER064C	53.054	NaN
YER078C	52.781	NaN
YER088C	62.055	NaN
YER092W	52.239	NaN
YER093C-A	57.365	NaN
YER095W	76.060	NaN
YER096W	55.903	NaN
YER097W	50.733	NaN
YER098W	48.738	NaN
YGR134W	47.332	NaN
YGR210C	49.451	NaN
YHL024W	54.709	NaN
YHL025W	53.010	NaN
YHR016C	47.809	NaN
YHR017W	53.671	NaN
YHR032W	53.293	NaN
YHR045W	52.239	NaN
YHR064C	42.331	NaN
YHR140W	48.384	NaN
YHR162W	47.777	NaN
YHR181W	50.007	NaN
YHR193C	64.460	NaN
YLL030C	50.733	NaN
YLL044W	47.777	NaN
YLL048C	50.932	NaN
YLL049W	59.882	NaN
YLL059C	45.459	NaN
YLR030W	48.997	NaN
YLR031W	51.767	NaN
YLR032W	57.365	NaN
YLR034C	48.706	NaN
YLR035C	48.609	NaN
YLR036C	49.094	NaN
YLR037C	50.040	NaN
YLR039C	48.835	NaN
YLR040C	49.549	NaN
YLR041W	47.968	NaN
YLR050C	49.062	NaN
YLR052W	47.681	NaN
YMR142C	50.270	NaN
YMR171C	46.577	NaN
YMR181C	53.568	NaN
YMR209C	67.740	NaN
YMR271C	46.671	NaN
YMR279C	58.760	NaN
YMR306W	48.964	NaN
YMR311C	53.156	NaN
YMR312W	53.000	NaN
YMR313C	66.874	NaN
YMR315W	61.330	NaN
YMR316C-A	51.767	NaN
YMR316C-B	48.900	NaN
YMR316W	44.329	NaN
YMR317W	54.814	NaN
YMR318C	50.567	NaN
YMR319C	47.522	NaN
YMR320W	53.225	NaN
YNL250W	67.080	NaN
YNL279W	59.734	NaN
YNL300W	52.476	NaN
YNL316C	50.865	NaN
YOL016C	51.969	NaN
YOR096W	54.085	NaN
YOR306C	52.960	NaN
YOR317W	57.978	NaN
YPL134C	54.779	NaN
YML070W	58.015	NaN
YML071C	49.460	NaN
YML074C	65.930	NaN
YML090W	53.860	NaN
YML094W	50.237	NaN
YML095C	58.925	NaN
YML095C-A	NaN	65.720
YML096W	46.358	NaN
YML097C	52.205	NaN
YML099C	47.936	NaN
YML100W	56.080	NaN
YML100W-A	NaN	49.289
YML101C	48.416	NaN
YML102C-A	NaN	52.002
YML102W	51.532	NaN
YML103C	53.362	NaN
YML104C	49.843	NaN
YML106W	48.224	NaN
YML107C	49.354	NaN
YML108W	46.954	NaN
YML109W	50.667	NaN
YML111W	48.674	NaN
YML112W	59.020	NaN
YML113W	47.968	NaN
YML116W	52.340	NaN
YML117W	70.140	NaN
YML117W-A	NaN	45.706
YML118W	52.137	NaN
YML119W	50.832	NaN
YML120C	55.762	NaN
YML121W	47.904	NaN
YML122C	51.265	NaN
YML123C	75.200	NaN
YML124C	57.545	NaN
YML128C	49.321	NaN
YML131W	46.390	NaN
YMR004W	55.199	NaN
YMR095C	46.016	NaN
YMR096W	59.930	NaN
YMR099C	50.600	NaN
YMR100W	48.932	NaN
YMR101C	49.843	NaN
YMR102C	45.737	NaN
YMR103C	43.876	NaN
YMR105C	51.432	NaN
YMR106C	51.532	NaN
YMR107W	50.501	NaN
YMR109W	46.421	NaN
YMR110C	62.080	NaN
YMR111C	42.684	NaN
YMR114C	50.998	NaN
YMR115W	48.288	NaN
YMR116C	61.676	NaN
YMR119W-A	51.532	NaN
YMR120C	49.549	NaN
YMR121C	54.570	NaN
YMR122C	46.234	NaN
YMR123W	53.327	NaN
YMR124W	45.029	NaN
YMR125W	58.232	NaN
YMR127C	57.920	NaN
YMR129W	50.369	NaN
YMR130W	51.132	NaN
YMR132C	50.932	NaN
YMR133W	51.935	NaN
YMR135C	51.265	NaN
YPR006C	51.733	NaN
YPR009W	52.239	NaN
YPR012W	49.159	NaN
YPR014C	45.398	NaN
YPR015C	57.140	NaN
YPR017C	48.050	NaN
YPR018W	56.684	NaN
YPR020W	50.766	NaN
YPR027C	48.416	NaN
YPR028W	56.222	NaN
YPR029C	50.435	NaN
YPR030W	50.270	NaN
YPR032W	51.165	NaN
YPR036W	53.774	NaN
YPR038W	49.909	NaN
YPR039W	51.298	NaN
YPR040W	54.849	NaN
YPR042C	51.332	NaN
YPR044C	53.156	NaN
YPR045C	50.766	NaN
YPR046W	50.733	NaN
YPR049C	53.568	NaN
YPR051W	53.465	NaN
YPR052C	60.420	NaN
YPR053C	51.868	NaN
YPR054W	57.942	NaN
YPR057W	50.402	NaN
YPR058W	52.239	NaN
YPR059C	49.745	NaN
YPR061C	67.080	NaN
YPR062W	52.002	NaN
YPR063C	61.375	NaN
YPR065W	55.800	NaN
YPR066W	55.269	NaN
YPR068C	57.221	NaN
YPR069C	57.509	NaN
YPR070W	60.216	NaN
YPR071W	55.374	NaN
YPR073C	54.709	NaN
YPR074C	59.255	NaN
YPR075C	51.935	NaN
YPR076W	65.450	NaN
YPR077C	51.969	NaN
YPR079W	58.310	NaN
YPR084W	63.660	NaN
YPR087W	66.690	NaN
YPR089W	59.329	NaN
YPR090W	NaN	59.860
YPR092W	42.140	NaN
YPR093C	57.329	NaN
YPR095C	62.320	NaN
YPR096C	50.534	NaN
YPR097W	49.745	NaN
YPR098C	56.648	NaN
YPR101W	71.020	NaN
YJL127C	113.800	NaN
YJL126W	56.506	NaN
YJL124C	56.151	NaN
YJL123C	54.779	NaN
YJL122W	57.078	NaN
YJL120W	57.797	NaN
YJL121C	64.046	NaN
YJL118W	46.797	NaN
YJL119C	47.048	NaN
YJL117W	48.997	NaN
YJL116C	52.408	NaN
YJL115W	68.723	NaN
YJL112W	57.365	NaN
YJL110C	55.024	NaN
YJL108C	49.778	NaN
YJL107C	46.985	NaN
YJL106W	46.734	NaN
YJL100W	53.020	NaN
YJL099W	56.470	NaN
YJL098W	60.340	NaN
YJL095W	34.710	NaN
YJL093C	57.437	NaN
YJL092W	56.934	NaN
YJL089W	56.328	NaN
YJL084C	51.065	NaN
YJL083W	52.645	NaN
YJL082W	50.766	NaN
YJL080C	73.665	NaN
YJL079C	56.899	NaN
YJL077C	52.509	NaN
YJL073W	60.216	NaN
YJL071W	54.154	NaN
YJL068C	53.327	NaN
YJL067W	55.938	NaN
YJL066C	54.884	NaN
YJL064W	50.270	NaN
YJL065C	52.747	NaN
YJL062W	60.887	NaN
YJL060W	50.932	NaN
YJL059W	55.726	NaN
YJL058C	54.015	NaN
YJL057C	49.549	NaN
YJL056C	63.590	NaN
YJL055W	60.820	NaN
YJL053W	52.272	NaN
YJL052W	45.644	NaN
YJL051W	53.740	NaN
YJL049W	49.811	NaN
YJL048C	47.364	NaN
YJL047C	58.889	NaN
YJL045W	54.223	NaN
YJL044C	49.224	NaN
YJL043W	55.938	NaN
YJL038C	49.647	NaN
YJL037W	49.778	NaN
YJL036W	51.532	NaN
YJL030W	57.006	NaN
YEL012W	68.070	NaN
YER031C	52.815	NaN
YER046W	46.765	NaN
YER063W	52.509	NaN
YER066W	52.340	NaN
YGR188C	49.094	NaN
YGR201C	55.691	NaN
YHL002W	53.533	NaN
YHL011C	44.542	NaN
YHL039W	47.713	NaN
YHR003C	56.506	NaN
