ORF	hom | cell size | standard [standard] | Zhang J~Schneider BL, 2002	het | cell size | standard [standard] | Zhang J~Schneider BL, 2002
YDR401W	52.408	NaN
YDR402C	62.060	NaN
YDR403W	47.872	NaN
YDR406W	49.811	NaN
YDR409W	52.951	NaN
YDR411C	48.448	NaN
YDR414C	72.790	NaN
YDR415C	51.165	NaN
YDR418W	42.566	NaN
YDR419W	54.919	NaN
YDR420W	51.032	NaN
YDR421W	52.577	NaN
YDR422C	53.946	NaN
YDR423C	50.204	NaN
YDR425W	50.667	NaN
YDR426C	49.094	NaN
YDR428C	70.710	NaN
YDR430C	51.132	NaN
YDR431W	65.660	NaN
YDR432W	50.932	NaN
YDR433W	59.330	NaN
YDR435C	60.700	NaN
YDR436W	45.010	NaN
YEL001C	74.340	NaN
YEL003W	52.300	NaN
YEL004W	49.230	NaN
YEL005C	53.070	NaN
YEL006W	49.990	NaN
YEL007W	57.140	NaN
YEL008W	46.720	NaN
YEL009C	48.850	NaN
YEL010W	48.230	NaN
YEL013W	43.278	NaN
YEL014C	59.690	NaN
YEL015W	50.700	NaN
YEL016C	49.094	NaN
YEL017C-A	58.670	NaN
YEL017W	49.712	NaN
YEL018W	60.190	NaN
YEL020C	48.128	NaN
YEL023C	48.674	NaN
YEL025C	48.867	NaN
YEL027W	53.054	NaN
YEL028W	51.499	NaN
YEL029C	60.514	NaN
YEL030W	50.007	NaN
YEL031W	51.733	NaN
YEL033W	47.174	NaN
YGR108W	50.998	NaN
YEL037C	47.427	NaN
YEL038W	48.900	NaN
YEL039C	49.386	NaN
YEL040W	49.386	NaN
YEL041W	58.620	NaN
YEL042W	57.630	NaN
YEL043W	50.040	NaN
YEL044W	64.090	NaN
YEL045C	51.666	NaN
YEL046C	66.880	NaN
YEL047C	52.442	NaN
YEL048C	50.369	NaN
YEL049W	54.292	NaN
YEL051W	56.435	NaN
YEL052W	50.799	NaN
YEL053C	55.691	NaN
YEL054C	69.960	NaN
YEL056W	51.398	NaN
YEL057C	58.087	NaN
YEL059W	52.645	NaN
YEL060C	50.073	NaN
YEL061C	83.510	NaN
YEL062W	49.191	NaN
YEL063C	51.065	NaN
YEL064C	50.700	NaN
YEL065W	50.402	NaN
YEL066W	53.156	NaN
YEL067C	51.298	NaN
YEL068C	62.150	NaN
YEL071W	54.327	NaN
YER001W	54.989	NaN
YER002W	53.293	NaN
YER004W	56.009	NaN
YER005W	57.581	NaN
YER007C-A	50.260	NaN
YER007W	54.431	NaN
YER011W	49.942	NaN
YGR109C	53.843	NaN
YER019W	67.580	NaN
YER019C-A	51.499	NaN
YER020W	55.024	NaN
YER024W	53.912	NaN
YER028C	50.172	NaN
YER030W	49.843	NaN
YER033C	60.812	NaN
YER034W	47.554	NaN
YER038W-A	48.867	NaN
YER039C	51.098	NaN
YER040W	53.088	NaN
YER041W	51.298	NaN
YER042W	51.032	NaN
YER044C	54.570	NaN
YER044C-A	50.932	NaN
YER045C	50.567	NaN
YER046W-A	49.745	NaN
YER047C	51.666	NaN
YER048C	46.171	NaN
YER049W	48.674	NaN
YER051W	49.451	NaN
YER053C	44.481	NaN
YER055C	53.156	NaN
YER056C	52.951	NaN
YER056C-A	52.104	NaN
YER057C	52.408	NaN
YER059W	47.745	NaN
YER060W	51.432	NaN
YER060W-A	50.106	NaN
YER062C	49.029	NaN
YER065C	45.367	NaN
YER066C-A	51.801	NaN
YER067W	50.799	NaN
YER067C-A	47.777	NaN
YGR080W	51.666	NaN
YER071C	48.674	NaN
YER072W	48.674	NaN
YER073W	49.942	NaN
YER074W	51.566	NaN
YER075C	51.901	NaN
YER079W	52.442	NaN
YER080W	49.942	NaN
YER081W	52.883	NaN
YER083C	46.734	NaN
YER084W	48.064	NaN
YER085C	50.172	NaN
YER087C-A	NaN	48.416
YGR123C	55.656	NaN
YGR124W	53.568	NaN
YGR125W	49.224	NaN
YGR126W	51.599	NaN
YGR127W	58.341	NaN
YGR129W	53.430	NaN
YGR130C	48.481	NaN
YGR131W	56.328	NaN
YGR132C	55.164	NaN
YGR133W	55.445	NaN
YGR135W	42.951	NaN
YGR136W	52.070	NaN
YGR137W	49.712	NaN
YGR138C	53.602	NaN
YGR139W	53.533	NaN
YGR141W	57.078	NaN
YGR142W	55.903	NaN
YGR143W	54.570	NaN
YGR144W	51.132	NaN
YGR146C	43.790	NaN
YGR148C	61.488	NaN
YGR149W	51.969	NaN
YGR151C	72.790	NaN
YGR152C	51.599	NaN
YGR153W	52.104	NaN
YGR154C	56.115	NaN
YGR157W	55.129	NaN
YGR159C	49.876	NaN
YGR160W	52.104	NaN
YGR161C	52.747	NaN
YGR163W	57.185	NaN
YGR164W	57.078	NaN
YGR166W	47.649	NaN
YGR168C	51.868	NaN
YGR169C	53.088	NaN
YGR170W	70.060	NaN
YGR173W	49.460	NaN
YGR174C	60.962	NaN
YGR176W	55.903	NaN
YGR177C	54.919	NaN
YGR178C	48.448	NaN
YGR181W	55.832	NaN
YGR182C	52.205	NaN
YGR183C	45.521	NaN
YGR184C	50.402	NaN
YGR187C	54.292	NaN
YGR189C	49.614	NaN
YGR192C	50.534	NaN
YGR193C	58.706	NaN
YGR194C	51.499	NaN
YGR196C	51.032	NaN
YGR197C	49.321	NaN
YGR199W	50.040	NaN
YGR200C	53.912	NaN
YGR202C	55.903	NaN
YGR203W	53.705	NaN
YGR205W	51.633	NaN
YGR206W	63.622	NaN
YGR207C	49.386	NaN
YGR208W	47.809	NaN
YGR209C	48.577	NaN
YGR212W	53.465	NaN
YGR213C	53.533	NaN
YGR214W	49.321	NaN
YGR217W	50.700	NaN
YHL047C	52.272	NaN
YHL046C	56.399	NaN
YHL045W	51.398	NaN
YHL044W	78.090	NaN
YHL043W	42.600	NaN
YHL042W	52.917	NaN
YHL041W	52.815	NaN
YHL040C	49.321	NaN
YHL037C	54.814	NaN
YHL036W	56.080	NaN
YHL035C	50.073	NaN
YHL034C	60.514	NaN
YHL033C	49.126	NaN
YHL032C	51.098	NaN
YHL030W	49.680	NaN
YHL029C	50.139	NaN
YHL028W	52.137	NaN
YHL027W	46.202	NaN
YHL026C	56.044	NaN
YHL023C	63.200	NaN
YHL022C	68.210	NaN
YHL021C	66.070	NaN
YHL020C	63.600	NaN
YHL019C	55.445	NaN
YHL017W	52.442	NaN
YHL016C	53.981	NaN
YHL014C	59.145	NaN
YHL013C	53.843	NaN
YHL012W	57.257	NaN
YHL010C	50.965	NaN
YHL009C	68.790	NaN
YHL008C	57.257	NaN
YHL007C	54.188	NaN
YHL006C	53.499	NaN
YHL005C	55.974	NaN
YHL003C	56.044	NaN
YHR001W-A	54.362	NaN
YHR010W	50.600	NaN
YHR012W	56.257	NaN
YHR013C	47.554	NaN
YHR014W	61.930	NaN
YHR015W	47.936	NaN
YHR018C	49.876	NaN
YHR021C	54.258	NaN
YHR022C	49.159	NaN
YHR028C	51.532	NaN
YHR029C	49.712	NaN
YHR030C	33.640	NaN
YHR031C	64.824	NaN
YHR033W	48.900	NaN
YHR034C	59.580	NaN
YHR035W	50.290	NaN
YHR037W	61.210	NaN
YHR039C	47.904	NaN
YHR043C	49.451	NaN
YHR044C	48.577	NaN
YHR046C	51.332	NaN
YHR047C	48.160	NaN
YHR048W	50.733	NaN
YHR049W	49.062	NaN
YHR049C-A	53.499	NaN
YHR050W	50.336	NaN
YHR057C	49.094	NaN
YHR060W	55.304	NaN
YHR061C	65.850	NaN
YHR066W	49.321	NaN
YHR073W	49.419	NaN
YHR075C	54.640	NaN
YHR076W	51.065	NaN
YHR077C	61.640	NaN
YHR078W	54.258	NaN
YHR079C	47.396	NaN
YHR080C	47.586	NaN
YHR081W	50.600	NaN
YHR082C	50.402	NaN
YHR086W	48.835	NaN
YHR087W	51.298	NaN
YHR092C	50.600	NaN
YHR093W	50.007	NaN
YHR094C	51.165	NaN
YHR095W	48.000	NaN
YHR096C	49.712	NaN
YHR097C	48.964	NaN
YHR100C	48.288	NaN
YHR103W	49.062	NaN
YHR104W	67.060	NaN
YHR105W	47.649	NaN
YHR106W	52.104	NaN
YHR108W	52.239	NaN
YHR109W	51.801	NaN
YHR110W	48.481	NaN
YHR111W	66.520	NaN
YHR112C	55.480	NaN
YHR113W	48.000	NaN
YHR114W	49.745	NaN
YHR115C	48.835	NaN
YHR116W	38.022	NaN
YHR117W	47.872	NaN
YHR121W	52.374	NaN
YHR123W	48.770	NaN
YHR124W	50.865	NaN
YHR125W	46.514	NaN
YHR126C	49.614	NaN
YHR129C	76.150	NaN
YHR130C	50.204	NaN
YHR132C	47.459	NaN
YHR133C	45.768	NaN
YHR134W	58.742	NaN
YHR135C	50.468	NaN
YHR136C	52.645	NaN
YHR137W	58.290	NaN
YHR138C	54.340	NaN
YHR139C	50.865	NaN
YHR139C-A	49.289	NaN
YHR142W	50.237	NaN
YHR143W	48.089	NaN
YHR150W	53.156	NaN
YHR151C	43.786	NaN
YHR152W	51.298	NaN
YHR153C	50.899	NaN
YHR154W	60.920	NaN
YHR155W	47.396	NaN
YHR156C	50.007	NaN
YHR157W	57.365	NaN
YHR158C	39.154	NaN
YHR159W	47.491	NaN
YHR160C	47.427	NaN
YHR161C	47.968	NaN
YHR163W	48.867	NaN
YHR167W	49.876	NaN
YHR176W	46.421	NaN
YHR177W	50.402	NaN
YHR178W	52.747	NaN
YHR179W	45.644	NaN
YHR182W	47.048	NaN
YHR183W	56.257	NaN
YHR184W	49.484	NaN
YHR189W	47.840	NaN
YHR195W	49.778	NaN
YHR198C	52.781	NaN
YHR199C	52.205	NaN
YHR200W	65.430	NaN
YHR202W	51.801	NaN
YHR203C	47.840	NaN
YHR204W	66.580	NaN
YHR206W	47.872	NaN
YHR207C	48.256	NaN
YHR209W	48.674	NaN
YHR210C	47.840	NaN
YCL001W	49.647	NaN
YCL002C	54.814	NaN
YCL005W	75.530	NaN
YCL007C	54.814	NaN
YCL008C	45.521	NaN
YCL009C	54.050	NaN
YCL010C	50.965	NaN
YCL011C	54.501	NaN
YCL012W	NaN	45.954
YCL013W	49.974	NaN
YCL014W	49.778	NaN
YCL016C	80.584	NaN
YCL024W	49.549	NaN
YCL025C	47.777	NaN
YCL026C	48.609	NaN
YCL027W	46.734	NaN
YCL028W	47.840	NaN
YCL029C	64.890	NaN
YCL032W	45.367	NaN
YCL033C	50.865	NaN
YCL034W	53.671	NaN
YCL036W	53.156	NaN
YCL037C	51.265	NaN
YCL039W	48.096	NaN
YCL040W	44.057	NaN
YCL042W	45.091	NaN
YCL044C	48.706	NaN
YCL045C	46.765	NaN
YCL046W	49.942	NaN
YCL047C	50.633	NaN
YCL048W	50.336	NaN
YCL049C	58.596	NaN
YCL050C	59.040	NaN
YCL051W	56.934	NaN
YCL055W	51.935	NaN
YCL056C	51.231	NaN
YCL057W	57.257	NaN
YCL060C	NaN	65.590
YCL061C	56.430	NaN
YCL062W	NaN	57.460
YCL063W	52.205	NaN
YCL064C	47.618	NaN
YCL069W	50.172	NaN
YCR001W	47.586	NaN
YCR004C	62.511	NaN
YCR005C	57.810	NaN
YCR006C	47.048	NaN
YCR007C	47.491	NaN
YCR008W	46.016	NaN
YCR009C	62.090	NaN
YCR010C	49.549	NaN
YCR011C	49.159	NaN
YCR014C	51.198	NaN
YCR015C	53.396	NaN
YCR016W	45.060	NaN
YCR017C	48.096	NaN
YCR019W	47.427	NaN
YCR020C	50.073	NaN
YCR020C-A	50.204	NaN
YCR021C	48.964	NaN
YCR022C	49.224	NaN
YCR023C	48.128	NaN
YLR420W	48.128	NaN
YLR451W	48.900	NaN
YLR126C	48.545	NaN
YLR128W	52.883	NaN
YLR130C	48.320	NaN
YLR131C	115.400	NaN
YLR133W	59.403	NaN
YLR134W	45.183	NaN
YLR135W	50.633	NaN
YLR136C	51.700	NaN
YLR137W	48.609	NaN
YLR138W	46.234	NaN
YLR142W	52.137	NaN
YLR143W	47.586	NaN
YLR144C	45.613	NaN
YGR111W	54.050	NaN
YLR150W	50.899	NaN
YLR151C	49.517	NaN
YLR152C	51.465	NaN
YLR154C	50.468	NaN
YLR164W	49.680	NaN
YLR165C	49.811	NaN
YLR168C	48.997	NaN
YLR169W	65.170	NaN
YLR170C	49.419	NaN
YLR171W	57.149	NaN
YLR172C	54.605	NaN
YLR173W	51.566	NaN
YLR174W	52.272	NaN
YLR176C	55.797	NaN
YLR177W	64.340	NaN
YLR178C	50.270	NaN
YLR179C	49.321	NaN
YLR180W	48.738	NaN
YLR181C	60.105	NaN
YLR183C	46.765	NaN
YLR184W	47.936	NaN
YLR185W	43.937	NaN
YLR187W	47.840	NaN
YLR188W	50.106	NaN
YLR189C	51.065	NaN
YLR190W	48.738	NaN
YLR191W	59.080	NaN
YLR193C	47.554	NaN
YLR194C	52.543	NaN
YLR199C	62.240	NaN
YLR200W	57.185	NaN
YLR204W	56.151	NaN
YLR205C	53.740	NaN
YLR206W	51.935	NaN
YLR207W	50.106	NaN
YLR209C	50.139	NaN
YLR210W	48.545	NaN
YLR211C	48.770	NaN
YLR213C	51.432	NaN
YLR214W	51.532	NaN
YLR216C	48.256	NaN
YLR217W	53.671	NaN
YLR218C	48.256	NaN
YLR219W	46.514	NaN
YLR220W	50.336	NaN
YLR221C	50.667	NaN
YLR224W	51.666	NaN
YLR225C	46.280	NaN
YLR227C	49.224	NaN
YKL001C	48.416	NaN
YKL002W	49.745	NaN
YKL006W	54.849	NaN
YKL007W	51.633	NaN
YKL008C	62.190	NaN
YKL009W	46.859	NaN
YKL010C	46.202	NaN
YKL011C	48.770	NaN
YKL015W	47.618	NaN
YKL017C	39.770	NaN
YKL020C	48.288	NaN
YKL023W	54.327	NaN
YKL025C	48.609	NaN
YKL026C	48.224	NaN
YKL027W	49.451	NaN
YKL029C	49.712	NaN
YKL031W	48.738	NaN
YKL032C	46.171	NaN
YKL034W	48.064	NaN
YKL037W	33.860	NaN
YKL038W	41.225	NaN
YKL039W	45.428	NaN
YKL040C	46.702	NaN
YKL041W	49.745	NaN
YKL043W	58.962	NaN
YKL044W	61.700	NaN
YKL046C	65.765	NaN
YKL047W	50.007	NaN
YKL048C	67.050	NaN
YKL050C	61.720	NaN
YKL051W	51.165	NaN
YKL053W	59.145	NaN
YKL055C	39.574	NaN
YKL056C	54.396	NaN
YKL057C	47.396	NaN
YKL061W	56.009	NaN
YKL062W	52.340	NaN
YKL063C	56.293	NaN
YKL064W	51.901	NaN
YKL065C	48.900	NaN
YKL066W	53.327	NaN
YKL067W	51.733	NaN
YKL068W	51.231	NaN
YKL069W	57.113	NaN
YKL070W	46.265	NaN
YKL071W	49.974	NaN
YKL072W	63.853	NaN
YKL073W	64.080	NaN
YKL074C	62.440	NaN
YKL075C	54.501	NaN
YKL076C	59.960	NaN
YKL077W	52.272	NaN
YKL079W	54.954	NaN
YKL081W	52.645	NaN
YKL084W	52.104	NaN
YKL085W	42.478	NaN
YKL086W	49.811	NaN
YKL087C	46.891	NaN
YKL090W	51.733	NaN
YKL091C	48.641	NaN
YKL092C	49.484	NaN
YKL093W	56.435	NaN
YKL094W	49.876	NaN
YKL096W	49.909	NaN
YKL097C	51.868	NaN
YKL098W	45.060	NaN
YKL100C	45.892	NaN
YKL101W	61.563	NaN
YKL102C	51.198	NaN
YKL103C	50.204	NaN
YKL105C	53.259	NaN
YKL106W	46.954	NaN
YKL107W	49.094	NaN
YKL109W	35.020	NaN
YKL110C	54.605	NaN
YKL113C	61.337	NaN
YKL114C	82.320	NaN
YKL116C	48.000	NaN
YKL117W	50.237	NaN
YKL118W	52.986	NaN
YKL119C	53.465	NaN
YKL120W	47.269	NaN
YKL121W	53.912	NaN
YKL123W	47.301	NaN
YKL124W	48.803	NaN
YKL126W	73.070	NaN
YKL127W	50.998	NaN
YKL128C	48.706	NaN
YKL129C	45.244	NaN
YKL130C	47.554	NaN
YKL131W	47.554	NaN
YKL132C	50.733	NaN
YKL133C	49.256	NaN
YKL135C	52.713	NaN
YKL136W	52.476	NaN
YKL137W	49.843	NaN
YKL140W	75.500	NaN
YKL142W	49.062	NaN
YKL143W	50.106	NaN
YKL146W	49.778	NaN
YKL147C	51.532	NaN
YKL148C	47.649	NaN
YKL149C	56.542	NaN
YKL150W	48.545	NaN
YKL151C	49.224	NaN
YKL156W	47.206	NaN
YKL157W	49.159	NaN
YKL158W	NaN	47.618
YKL159C	49.876	NaN
YKL160W	47.459	NaN
YKL161C	49.029	NaN
YKL162C	48.867	NaN
YKL163W	47.396	NaN
YKL164C	61.630	NaN
YKL166C	50.567	NaN
YKL167C	51.532	NaN
YKL168C	50.932	NaN
YKL171W	49.712	NaN
YKL174C	53.225	NaN
YKL175W	53.740	NaN
YKL176C	53.533	NaN
YKL179C	52.509	NaN
YKL183W	51.801	NaN
YKL184W	49.549	NaN
YKL185W	46.109	NaN
YKL187C	51.132	NaN
YKL188C	47.080	NaN
YKL190W	44.542	NaN
YOR097C	48.320	NaN
YOR099W	49.094	NaN
YOR100C	48.706	NaN
YOR101W	49.094	NaN
YOR105W	47.681	NaN
YOR106W	51.231	NaN
YOR107W	51.801	NaN
YOR108W	47.713	NaN
YOR109W	53.054	NaN
YOR111W	48.416	NaN
YOR112W	50.501	NaN
YOR113W	53.225	NaN
YOR114W	50.402	NaN
YOR115C	55.974	NaN
YOR118W	47.777	NaN
YOR120W	48.288	NaN
YOR121C	51.532	NaN
YOR123C	52.171	NaN
YOR124C	51.599	NaN
YOR127W	49.712	NaN
YOR129C	50.567	NaN
YOR130C	48.641	NaN
YOR131C	48.384	NaN
YOR132W	49.094	NaN
YOR133W	48.384	NaN
YOR134W	41.590	NaN
YOR135C	52.239	NaN
YOR136W	57.401	NaN
YOR137C	50.501	NaN
YOR138C	49.256	NaN
YOR139C	48.706	NaN
YOR140W	47.968	NaN
YOR144C	53.122	NaN
YOR153W	53.774	NaN
YOR154W	52.951	NaN
YOR162C	60.860	NaN
YOR163W	51.132	NaN
YOR164C	47.681	NaN
YOR165W	52.036	NaN
YOR166C	47.332	NaN
YOR167C	54.431	NaN
YOR170W	62.590	NaN
YOR171C	50.204	NaN
YOR172W	43.726	NaN
YOR173W	47.206	NaN
YOR175C	53.636	NaN
YOR177C	51.231	NaN
YOR178C	48.096	NaN
YOR183W	48.096	NaN
YOR185C	52.577	NaN
YOR186W	49.159	NaN
YOR189W	54.570	NaN
YOR190W	52.272	NaN
YOR191W	49.289	NaN
YOR192C	53.259	NaN
YOR193W	48.320	NaN
YOR195W	51.532	NaN
YOR196C	39.042	NaN
YOR197W	65.460	NaN
YOR199W	49.942	NaN
YOR202W	49.354	NaN
YOR208W	57.725	NaN
YOR209C	64.512	NaN
YOR213C	57.113	NaN
YOR214C	52.340	NaN
YOR215C	53.774	NaN
YOR216C	49.062	NaN
YOR219C	47.809	NaN
YOR220W	48.932	NaN
YOR221C	43.726	NaN
YOR222W	47.618	NaN
YOR223W	47.904	NaN
YOR225W	48.964	NaN
YOR226C	53.293	NaN
YOR227W	48.545	NaN
YOR228C	51.165	NaN
YOR229W	49.549	NaN
YOR230W	48.674	NaN
YOR231W	48.096	NaN
YOR233W	48.513	NaN
YOR234C	48.320	NaN
YOR235W	44.511	NaN
YOR237W	46.640	NaN
YOR238W	50.832	NaN
YOR239W	50.073	NaN
YOR240W	NaN	47.936
YOR242C	48.448	NaN
YOR243C	51.499	NaN
YOR245C	52.476	NaN
YOR246C	47.968	NaN
YOR247W	51.398	NaN
YOR248W	49.484	NaN
YOR251C	52.104	NaN
YOR252W	47.111	NaN
YOR253W	49.745	NaN
YOR255W	53.946	NaN
YOR258W	84.000	NaN
YOR263C	49.484	NaN
YOR264W	50.998	NaN
YOR277C	52.917	NaN
YOR279C	57.080	NaN
YOR280C	60.060	NaN
YOR283W	50.139	NaN
YOR284W	47.840	NaN
YOR285W	51.332	NaN
YOR286W	62.480	NaN
YOR288C	48.706	NaN
YJL218W	50.007	NaN
YJL217W	46.702	NaN
YJL216C	49.062	NaN
YJL215C	46.390	NaN
YJL214W	47.427	NaN
YJL212C	47.459	NaN
YJL210W	48.256	NaN
YJL211C	48.192	NaN
YJL208C	48.641	NaN
YJL207C	49.909	NaN
YJL206C-A	NaN	46.765
YJL204C	62.820	NaN
YJL199C	45.029	NaN
YJL198W	48.032	NaN
YJL197W	68.120	NaN
YJL193W	48.192	NaN
YJL192C	56.293	NaN
YJL190C	69.230	NaN
YJL188C	45.183	NaN
YJL187C	48.577	NaN
YJL186W	48.192	NaN
YJL185C	49.062	NaN
YJL183W	77.850	NaN
YJL181W	47.777	NaN
YJL182C	71.920	NaN
YJL179W	65.860	NaN
YJL178C	57.990	NaN
YJL176C	88.140	NaN
YJL171C	48.000	NaN
YJL170C	48.835	NaN
YJL169W	50.998	NaN
YJL168C	56.550	NaN
YJL164C	61.010	NaN
YJL162C	45.398	NaN
YJL159W	53.000	NaN
YJL158C	50.402	NaN
YJL157C	49.029	NaN
YJL155C	55.374	NaN
YJL154C	50.336	NaN
YJL153C	47.522	NaN
YJL152W	46.954	NaN
YJL150W	44.572	NaN
YJL149W	60.490	NaN
YJL148W	47.936	NaN
YJL147C	50.172	NaN
YJL146W	47.554	NaN
YJL145W	46.234	NaN
YJL144W	54.327	NaN
YJL142C	49.354	NaN
YJL135W	49.582	NaN
YJL134W	49.029	NaN
YJL133W	48.932	NaN
YJL132W	56.963	NaN
YJL131C	44.238	NaN
YJL130C	50.865	NaN
YLR324W	50.865	NaN
YLR325C	49.517	NaN
YLR326W	47.111	NaN
YLR327C	49.942	NaN
YLR328W	48.064	NaN
YLR329W	48.128	NaN
YLR330W	45.091	NaN
YLR331C	49.321	NaN
YLR332W	44.999	NaN
YLR333C	50.865	NaN
YLR335W	63.760	NaN
YGR084C	49.811	NaN
YGR081C	47.840	NaN
YLR341W	49.289	NaN
YLR344W	47.872	NaN
YLR345W	50.369	NaN
YLR348C	48.416	NaN
YLR349W	48.997	NaN
YLR351C	46.202	NaN
YLR352W	48.096	NaN
YLR353W	48.964	NaN
YLR354C	48.641	NaN
YLR356W	47.459	NaN
YLR357W	77.770	NaN
YLR360W	45.613	NaN
YLR363C	48.416	NaN
YLR364W	45.830	NaN
YLR365W	49.942	NaN
YLR366W	46.296	NaN
YLR367W	43.726	NaN
YLR368W	46.265	NaN
YLR371W	53.808	NaN
YGR071C	45.367	NaN
YLR373C	49.451	NaN
YLR374C	48.900	NaN
YLR375W	47.968	NaN
YLR376C	49.419	NaN
YLR377C	47.777	NaN
YLR380W	44.938	NaN
YLR381W	48.674	NaN
YLR384C	52.205	NaN
YLR385C	47.745	NaN
YLR386W	74.680	NaN
YLR387C	46.327	NaN
YLR388W	42.684	NaN
YLR389C	48.192	NaN
YLR390W	46.421	NaN
YLR391W	NaN	46.828
YLR392C	45.398	NaN
YLR393W	45.152	NaN
YLR395C	44.560	NaN
YLR398C	48.288	NaN
YGR070W	47.427	NaN
YLR400W	47.554	NaN
YLR401C	47.427	NaN
YLR402W	41.717	NaN
YLR403W	36.272	NaN
YLR404W	49.094	NaN
YLR405W	52.137	NaN
YLR407W	56.399	NaN
YLR408C	51.198	NaN
YLR410W	61.280	NaN
YGR085C	46.016	NaN
YLR413W	56.934	NaN
YLR415C	52.679	NaN
YLR416C	47.872	NaN
YLR417W	44.816	NaN
YLR418C	51.599	NaN
YLR421C	46.702	NaN
YLR228C	46.483	NaN
YLR231C	48.867	NaN
YLR232W	52.104	NaN
YLR233C	64.530	NaN
YLR235C	76.140	NaN
YLR236C	53.671	NaN
YLR238W	65.760	NaN
YGR087C	46.797	NaN
YLR241W	47.713	NaN
YLR242C	64.400	NaN
YGR069W	47.904	NaN
YLR247C	57.240	NaN
YLR248W	49.745	NaN
YLR251W	50.172	NaN
YLR252W	50.600	NaN
YLR253W	50.667	NaN
YLR254C	53.225	NaN
YLR255C	49.909	NaN
YLR257W	50.832	NaN
YLR258W	48.706	NaN
YLR261C	51.398	NaN
YLR262C	61.413	NaN
YLR263W	52.036	NaN
YLR264W	51.265	NaN
YLR265C	47.554	NaN
YLR266C	45.121	NaN
YLR267W	53.225	NaN
YLR268W	65.019	NaN
YLR269C	52.577	NaN
YLR271W	50.799	NaN
YLR273C	49.517	NaN
YLR278C	47.017	NaN
YLR279W	50.501	NaN
YLR280C	48.032	NaN
YLR281C	50.965	NaN
YLR282C	52.917	NaN
YLR283W	51.499	NaN
YLR284C	52.509	NaN
YLR285W	53.671	NaN
YLR287C	49.029	NaN
YLR287C-A	50.303	NaN
YLR288C	57.042	NaN
YLR289W	57.330	NaN
YLR290C	54.501	NaN
YLR292C	50.899	NaN
YLR294C	75.370	NaN
YLR296W	70.360	NaN
YLR297W	51.566	NaN
YLR299W	53.327	NaN
YLR300W	47.396	NaN
YLR306W	49.549	NaN
YLR307W	63.700	NaN
YLR308W	49.778	NaN
YLR309C	62.690	NaN
YLR311C	47.522	NaN
YLR312C	48.545	NaN
YLR313C	48.609	NaN
YLR315W	56.899	NaN
YLR318W	50.899	NaN
YLR319C	54.814	NaN
YLR320W	99.600	NaN
YLR322W	45.861	NaN
YDR147W	55.129	NaN
YDR148C	47.618	NaN
YDR149C	75.910	NaN
YDR150W	69.290	NaN
YDR151C	53.259	NaN
YDR152W	54.954	NaN
YDR153C	51.566	NaN
YDR154C	73.310	NaN
YDR155C	51.165	NaN
YDR156W	51.365	NaN
YDR157W	74.030	NaN
YDR159W	42.773	NaN
YDR161W	47.427	NaN
YDR162C	42.921	NaN
YDR163W	56.613	NaN
YDR165W	54.223	NaN
YDR169C	51.633	NaN
YDR171W	59.780	NaN
YDR173C	38.626	NaN
YDR176W	45.799	NaN
YDR178W	48.032	NaN
YDR179C	48.867	NaN
YDR179W-A	48.738	NaN
YDR181C	51.231	NaN
YDR183W	49.680	NaN
YDR184C	52.239	NaN
YDR185C	48.481	NaN
YDR186C	45.768	NaN
YDR191W	49.230	NaN
YDR192C	43.967	NaN
YDR193W	46.296	NaN
YDR195W	55.762	NaN
YDR198C	48.288	NaN
YDR199W	42.390	NaN
YDR200C	57.978	NaN
YDR203W	45.213	NaN
YDR206W	49.942	NaN
YDR207C	60.290	NaN
YDR209C	49.517	NaN
YDR210W	60.439	NaN
YDR213W	46.640	NaN
YDR214W	43.756	NaN
YDR215C	46.171	NaN
YDR216W	49.354	NaN
YDR217C	47.968	NaN
YDR218C	42.655	NaN
YDR219C	49.745	NaN
YDR220C	47.586	NaN
YDR221W	48.352	NaN
YDR222W	44.238	NaN
YDR223W	52.781	NaN
YDR225W	68.870	NaN
YDR226W	51.265	NaN
YDR229W	51.901	NaN
YDR233C	49.582	NaN
YDR239C	46.640	NaN
YDR241W	39.742	NaN
YGL194C	44.999	NaN
YGL195W	41.196	NaN
YGL196W	54.744	NaN
YGL197W	52.713	NaN
YGL198W	54.130	NaN
YGL200C	48.064	NaN
YGL202W	48.900	NaN
YGL203C	43.696	NaN
YGL204W	NaN	49.582
YJR030C	50.336	NaN
YGL208W	45.613	NaN
YGL209W	42.213	NaN
YGL210W	47.143	NaN
YGL211W	54.960	NaN
YGL212W	49.062	NaN
YGL213C	47.017	NaN
YGL215W	48.964	NaN
YGL216W	48.706	NaN
YGL220W	42.566	NaN
YGL221C	52.645	NaN
YGL222C	47.713	NaN
YGL224C	51.432	NaN
YGL226C-A	49.321	NaN
YGL226W	52.543	NaN
YGL227W	59.366	NaN
YGL228W	50.040	NaN
YGL229C	52.747	NaN
YGL230C	47.364	NaN
YGL231C	49.386	NaN
YGL232W	49.289	NaN
YGL237C	36.270	NaN
YGL240W	46.234	NaN
YGL241W	53.499	NaN
YGL242C	52.340	NaN
YGL243W	74.640	NaN
YGL244W	48.448	NaN
YGL246C	59.072	NaN
YGL248W	53.912	NaN
YGL249W	53.671	NaN
YGL250W	53.636	NaN
YGL252C	44.511	NaN
YGL253W	55.164	NaN
YGL254W	53.602	NaN
