orf	hom | cell size | standard [standard] | Zhang J~Schneider BL, 2002	het | cell size | standard [standard] | Zhang J~Schneider BL, 2002
YBR154C		39.32
YBR155W		44.7
YBR156C	46.326959943839576	
YBR157C	51.398283948311885	
YBR158W	48.31981684908846	
YBR159W	48.609092148790594	
YBR160W		48.18
YBR161W	42.62505736032821	
YBR162C	32.86108084024903	
YBR162W-A	50.79895783830853	
YBR164C	45.55158630196261	
YBR165W		44.57
YBR167C		45.56
YBR168W	50.63330919343499	
YBR169C	48.70577318774543	
YBR170C	48.03169149384832	
YBR172C	48.38400079047166	
YBR173C	62.57	
YBR174C	45.8918220097568	
YBR175W	58.22	
YBR176W	58.48	
YBR177C	48.80273768117439	
YBR178W	47.808539731537195	
YBR179C	48.480537551846396	
YBR180W	46.92224219374999	
YBR181C	43.396939801600006	
YBR182C	48.159758682358415	
YBR183W	47.14278057276481	
YBR184W	48.512693556250014	
YBR185C	47.2059182169344	
YBR186W	60.64	
YBR187W	61.17	
YBR188C	49.353748584663606	
YBR189W	43.49151048795659	
YBR190W		48.3841548016596
YBR191W	45.61499789975743	
YBR192W		50.3032531232
YBR193C		51.666321661939605
YBR194W	53.49885454374999	
YBR195C	50.56731165713921	
YBR196C		63.583077710028796
YBR197C	45.798902713348404	
YBR198C		52.57726561669119
YBR199W	48.480537551846396	
YBR200W	68.22	
YBR201W	47.87227028045	
YBR202W		51.666321661939605
YBR203W	51.56576007795521	
YBR204C	50.50121060452161	
YBR205W	52.407771016185194	
YBR206W	48.19177270215	
YBR207W	49.321221949999995	
YBR208C	69.53	
YBR210W	51.49879156674559	
YBR211C		48.60924687646718
YBR212W	48.319970655972405	
YBR213W	48.899675335310796	
YBR214W	52.8832760973748	
YBR215W	46.60838208564999	
YBR216C	49.19125832272962	
YBR217W	46.953705475353594	
YBR218C	48.0638016975116	
YBR219C	48.0638016975116	
YBR220C	49.45141428575041	
YBR221C	48.86734853468159	
YBR222C	48.54486377639359	
YBR223C	50.237382437827215	
YBR224W	53.842897573849974	
YBR225W	52.74712527111719	
YBR226C	52.679137577743596	
YBR227C	51.90147361118719	
YBR228W	51.365028538700805	
YBR229C	45.737026248790805	
YBR230C	51.19815073391481	
YBR231C	49.321221949999995	
YBR232C	46.67104178878679	
YBR233W	50.204468670078796	
YBR234C		50.138684268750005
YBR235W	52.71312411706881	
YBR236C		48.86734853468159
YBR237W		55.33909359390719
YBR238C	51.131500947450014	
YBR239C	49.843365554505596	
YBR240C	50.435167181414386	
YBR241C	49.38628951674878	
YBR242W	47.55418314955	
YBR243C		52.03616594964479
YBR244W	44.7	
YBR245C	50.96512959999998	
YBR246W	47.23750816785	
YBR247C		51.90147361118719
YBR248C	51.0981977563904	
YBR249C	50.4021670730732	
YBR250W	49.15880312805	
YBR252W		53.56754555339879
YBR253W		48.0638016975116
YBR254C		45.27472828697279
YBR255W	46.07803747205122	
YBR256C		53.4302222820212
YBR257W		51.16481860557759
YBR258C	53.0537938384608	
YBR259W	49.90889144299519	
YBR260C	50.94	
YBR261C	49.777897044198404	
YBR262C	50.89868224253119	
YBR263W	50.699686751436786	
YBR264C	52.407771016185194	
YBR265W		46.2024605484288
YBR266C	48.095773183180775	
YBR267W	47.17434235295318	
YBR269C	61.65	
YBR270C	60.5135517868591	
YBR271W	53.73953026460481	
YBR272C	52.67896989523284	
YBR273C	49.9416759119124	
YBR274W	50.63347036439999	
YBR275C	58.51	
YBR276C	49.35359148717002	
YBR277C	60.29040089765001	
YBR278W	62.81	
YBR279W	73.93	
YBR280C	49.19110174245738	
YBR281C	63.3906739340028	
YBR283C	72.39	
YBR284W	55.44450136292759	
YBR285W	53.27321933314245	
YBR286W	53.4302222820212	
YBR287W	49.22357111549725	
YBR288C	49.19110174245738	
YBR289W	51.23133426106366	
YBR290W	57.041717341593596	
YBR291C	58.414127693398406	
YBR292C	68.21	
YBR293W	51.666321661939605	
YBR294W	52.17092505300917	
YBR295W	57.9059712	
YBR296C	57.72520347054999	
YBR297W	70.84	
YBR298C	65.7252750255948	
YBR299W	47.04802994488334	
YBR300C	67.14	
YBR301W	50.20430886466541	
YCL001W	49.6471320576	
YCL001W-A	62.01681241223159	
YCL002C	54.814058272789204	
YCL004W		50.4165588350886
YCL005W	75.53	
YCL007C	54.814058272789204	
YCL008C	45.52089754519999	
YCL009C	54.0500296738556	
YCL010C	50.96512959999998	
YCL011C	54.500636845670385	
YCL014W	47.8658675106304	
YCL016C	80.5843874448844	
YCL017C		47.14278057276481
YCL022C	52.84921645301759	
YCL023C	49.400303515625	
YCL024W	49.54920874845481	
YCL025C	47.776695678588794	
YCL026C-A	47.30057978050196	
YCL027W	46.73375762603241	
YCL028W	47.840397931110395	
YCL029C	64.89	
YCL030C	45.47	
YCL031C		48.2238009062656
YCL032W	45.36693748125	
YCL033C	50.86548023298281	
YCL034W	53.67069227519999	
YCL035C	44.7849129008919	
YCL036W	53.15628021165	
YCL037C	51.2648584137844	
YCL038C	49.12515529391019	
YCL039W	48.095773183180775	
YCL040W	44.05718629484479	
YCL041C		44.45
YCL042W	45.09068490178561	
YCL043C		51.76701390192639
YCL044C	48.70592822316758	
YCL045C	46.76513660279999	
YCL046W	49.9416759119124	
YCL047C	50.63347036439999	
YCL048W	50.33621004710761	
YCL049C	58.59633008161239	
YCL050C	59.04	
YCL051W	56.934294173341186	
YCL052C		51.62
YCL054W		52.64516565000002
YCL055W	51.93512487896038	
YCL056C	51.23149733560319	
YCL057W	57.256968878524795	
YCL058C	52.57726561669119	
YCL059C		51.33162401219159
YCL061C	61.010000000000005	
YCL063W	54.832429406915395	
YCL064C	47.61768750326279	
YCL069W	50.171569281433584	
YCL076W	50.56731165713921	
YCR001W	47.58592826408961	
YCR004C	62.51061485616642	
YCR005C	57.81	
YCR006C	47.048179703540406	
YCR007C	47.49073528180521	
YCR008W	46.01590978944959	
YCR009C	62.09	
YCR010C	49.54920874845481	
YCR011C	49.15880312805	
YCR012W		47.160155293910194
YCR013C		47.973140105824996
YCR014C	51.19815073391481	
YCR015C	53.395928173772795	
YCR016W	45.06005957915	
YCR017C	48.095773183180775	
YCR019W	47.42734387489559	
YCR020C	50.07295735870121	
YCR020C-A	50.204468670078796	
YCR020W-B	70.87	
YCR021C	48.96437170002839	
YCR022C	49.22372779912279	
YCR023C	48.1277588437492	
YCR024C	41.22443912390549	
YCR024C-A	72.57	
YCR025C	53.63629533610041	
YCR026C	58.77891095408639	
YCR027C	59.95641708277759	
YCR028C	56.6128340515584	
YCR030C	53.84272618698477	
YCR031C	48.83503598435001	
YCR032W	49.35359148717002	
YCR033W	47.30057978050196	
YCR034W	50.36918136268479	
YCR035C		49.97
YCR036W	58.1233901393376	
YCR037C	47.543620608017214	
YCR043C	53.0537938384608	
YCR045C	46.92	
YCR047C	58.34116691988193	
YCR048W	53.15611101035062	
YCR049C	59.14520972261439	
YCR050C	60.66294609375	
YCR051W	52.103599417654415	
YCR052W		46.63
YCR054C		42.02
YCR057C		43.38
YCR059C	53.464531070966416	
YCR060W	50.56715069676341	
YCR061W	49.14882099894069	
YCR063W	54.36172280000002	
YCR065W	65.68590285709762	
YCR066W	55.2688960205536	
YCR067C	51.264695233053516	
YCR068W	55.03	
YCR069W	52.81500332043104	
YCR071C	49.843365554505596	
YCR072C		42.48
YCR073C	49.451256877377965	
YCR073W-A	56.221584440837205	
YCR075C	48.31981684908846	
YCR076C	58.52340373020681	
YCR077C	73.2830758381568	
YCR079W	58.23230339674441	
YCR081W	91.89	
YCR082W	55.2688960205536	
YCR083W	49.32106495604165	
YCR085W	57.8336188911712	
YCR086W	60.68	
YCR087C-A	64.3954252599812	
YCR087W	57.93	
YCR088W	50.83213086153503	
YCR089W	48.96421584195702	
YCR090C	59.1085115583732	
YCR091W	55.409350581200016	
YCR092C	48.2238009062656	
YCR093W		54.1537946342624
YCR094W	43.7562502736128	
YCR095C	44.329064555501475	
YCR098C	54.604977538834795	
YCR099C	55.6557182843508	
YCR100C	54.91879848322561	
YCR101C	53.190471642985614	
YCR102C	65.34	
YCR102W-A	46.89064371312569	
YCR105W	50.07295735870121	
YCR106W	49.777897044198404	
YCR107W	47.585776793729714	
YDL001W	49.12620583824041	
YDL002C	53.808255812751895	
YDL003W		46.06
YDL004W		44.62
YDL006W	41.80423995779657	
YDL007W		85.01
YDL008W		51.15
YDL009C	47.840245650750276	
YDL010W	48.576893590233496	
YDL011C	49.38613231567444	
YDL012C	48.41611406428505	
YDL013W	61.19	
YDL014W		44.11
YDL015C		45.01
YDL016C		46.06
YDL017W		46.59
YDL018C	45.92267683780133	
YDL019C	51.666157203314505	
YDL020C	46.45183038870666	
YDL021W	64.08494471176311	
YDL022W	49.54905102879365	
YDL023C	39.77026634255355	
YDL024C	47.52230088819275	
YDL025C	52.577098258448196	
YDL026W	50.53409307042078	
YDL027C	49.19110174245738	
YDL028C		45.84
YDL029W		48.2
YDL030W		46.48
YDL031W		46.11
YDL032W	36.219107123353965	
YDL033C	50.13852467273438	
YDL034W	48.99658530929332	
YDL035C	51.3314606189397	
YDL036C	45.213181038653325	
YDL037C	53.77380015372654	
YDL039C	50.43987419607984	
YDL040C	47.967819572042345	
YDL041W	46.60823372690895	
YDL043C		44.5
YDL045C		45.2
YDL046W	49.64697402623999	
YDL047W	64.31755771460192	
YDL048C	52.00230551642829	
YDL049C	47.49058411445328	
YDL050C	50.53409307042078	
YDL052C	52.78097303583329	
YDL053C	44.48066861232436	
YDL054C	50.732655095532095	
YDL055C		45.64
YDL058W		47.72
YDL059C	49.94151694299238	
YDL060W		44.91
YDL061C	48.31981684908846	
YDL062W	43.60615872183536	
YDL063C	51.03147232455013	
YDL064W		41.19
YDL065C	51.83404969742965	
YDL066W	81.53518904441331	
YDL070W	52.33990869987106	
YDL071C	51.197987765520566	
YDL072C	42.418854953255824	
YDL073W	50.66641007004716	
YDL074C	58.63262933118667	
YDL075W	72.22933894030601	
YDL076C	58.41394175588983	
YDL077C	55.51467080941846	
YDL078C	49.093779300780184	
YDL079C	48.802582337598885	
YDL080C	51.83404969742965	
YDL081C	43.81618802535035	
YDL082W	54.22287240574036	
YDL083C	50.600222736720966	
YDL084W		42.79
YDL085W	49.974315661478336	
YDL086W	53.60174247675761	
YDL087C		44.86
YDL088C	45.30530657732958	
YDL089W	48.28774617523547	
YDL090C	34.44883216857971	
YDL091C	46.015763316602026	
YDL092W		47.36
YDL093W	47.49058411445328	
YDL094C	41.339967611084994	
YDL095W	47.17419219270887	
YDL096C	49.4188447493972	
YDL097C		45.09
YDL098C		42.8
YDL099W	51.56576007795521	
YDL100C	50.799119536549995	
YDL101C	59.4761769700252	
YDL102W		42.85
YDL103C		40.73
YDL104C	49.54920874845481	
YDL105W		42.3
YDL106C	68.92628171817078	
YDL108W		44.82
YDL109C	51.46532906515001	
YDL110C	52.64516565000002	
YDL111C		44.79
YDL112W	53.87738277620161	
YDL113C	50.468181690849995	
YDL114W	52.57726561669119	
YDL115C	80.74	
YDL116W	68.76381559367321	
YDL117W	78.57	
YDL118W	43.4566877599008	
YDL120W		43.06
YDL121C	44.1173981662959	
YDL122W	52.1710911183616	
YDL123W	50.4021670730732	
YDL124W	51.131500947450014	
YDL125C	55.93817434205001	
YDL126C		44.61
YDL127W	49.516596282137606	
YDL128W	50.931898697156406	
YDL129W	49.0939355712652	
YDL130W	51.064909029257194	
YDL130W-A	53.0879413125292	
YDL131W	51.5992660938524	
YDL132W		44.96
YDL133C-A	49.09403609733448	
YDL133W	60.178935517500804	
YDL134C	58.925248424627206	
YDL135C	52.7811410430304	
YDL136W	58.88	
YDL137W	67.81	
YDL138W	57.149275548380395	
YDL139C		43.31
YDL140C		43.74
YDL141W		42.96
YDL142C	79.81	
YDL143W		46.98
YDL144C	58.08711592144999	
YDL145C		42.5
YDL146W	64.08514870065	
YDL147W		43.25
YDL148C		44.07
YDL149W	65.69	
YDL150W		42.24
YDL151C	46.42073952956439	
YDL152W		40.17
YDL153C		43.31
YDL154W	56.07976003577639	
YDL155W	74.42	
YDL156W	51.73343529936121	
YDL157C	80.67	
YDL158C		45.74
YDL160C	59.76	
YDL161W	69.52	
YDL162C	62.13053514507839	
YDL163W		42.85
YDL164C		42.2
YDL165W		44.23
YDL166C		45.1
YDL167C	54.292354382851215	
YDL168W	51.699871220412795	
YDL169C	49.45141428575041	
YDL170W	48.73818380372481	
YDL171C	55.12867901513281	
YDL172C	51.76701390192639	
YDL173W	54.32703121023639	
YDL174C	50.3032531232	
YDL175C	53.15628021165	
YDL177C	76.8	
YDL178W	52.37391586799681	
YDL179W	50.435167181414386	
YDL180W	47.61768750326279	
YDL182W	48.86734853468159	
YDL183C	50.00728791479958	
YDL184C	49.256211560371206	
YDL185W	59.7714046119036	
YDL186W	51.031634762908816	
YDL187C	62.58681632871361	
YDL188C	58.7058331618528	
YDL189W	61.63873900544359	
YDL190C	49.22372779912279	
YDL191W	46.56	
YDL192W	51.93512487896038	
YDL193W		39.87
YDL194W	54.77900011910057	
YDL195W		43.54
YDL196W		41.86
YDL197C	53.56754555339879	
YDL199C	50.040115455052806	
YDL200C	54.53540229445	
YDL201W	56.6841647874656	
YDL203C	51.0981977563904	
YDL204W	57.256968878524795	
YDL205C	43.64	
YDL206W	61.67647700786881	
YDL207W		48.25
YDL208W		44.22
YDL209C		42.96
YDL210W	54.7094513196	
YDL211C	60.62562270712638	
YDL212W		42.11
YDL213C	60.5883146326612	
YDL214C	53.0879413125292	
YDL215C	54.848956865718414	
YDL216C	54.848956865718414	
YDL217C		42.13
YDL218W	57.6169236256768	
YDL219W	53.0537938384608	
YDL220C		45.17
YDL221W		42.7
YDL222C	52.9855428256	
YDL223C	48.77045362201321	
YDL224C	54.015470832400005	
YDL225W	53.27	
YDL226C	39.237510460825604	
YDL227C	53.4302222820212	
YDL229W	56.363647758294796	
YDL230W	47.87227028045	
YDL231C	55.30398738205881	
YDL232W	49.777897044198404	
YDL233W	44.937696958831594	
YDL234C	57.256968878524795	
YDL235C		43.07
YDL236W	55.44450136292759	
YDL237W	50.040115455052806	
YDL238C	53.36164874307962	
YDL239C	50.89868224253119	
YDL240W	50.66657134637561	
YDL241W	56.3281095198976	
YDL242W	46.07803747205122	
YDL243C	52.54333750484281	
YDR001C	48.93201638937921	
YDR002W		38.67
YDR003W	46.79652962251961	
YDR004W	61.9789356956	
YDR005C	58.59633008161239	
YDR006C	57.5448123404	
YDR008C	45.767957509859194	
YDR009W	52.509423992009594	
YDR010C	54.2576923147028	
YDR011W	52.81517143595	
YDR013W		42.54
YDR014W	70.36	
YDR015C	59.439342014236786	
YDR016C		43.74
YDR017C	67.82	
YDR018C	49.8761213249068	
YDR019C	53.56754555339879	
YDR020C	50.00728791479958	
YDR021W		43.72
YDR022C	57.7974653484228	
YDR023W		39.76
YDR024W	48.255843297846816	
YDR025W	48.480537551846396	
YDR026C	50.97	
YDR027C	66.5160258720188	
YDR028C	47.45903252231679	
YDR029W	47.936057440994794	
YDR030C	55.832141605116796	
YDR031W	47.395669336400005	
YDR032C	56.221584440837205	
YDR033W	55.51484751825319	
YDR034C	47.840397931110395	
YDR035W	49.321221949999995	
YDR036C	50.138684268750005	
YDR037W		40.86
YDR041W		44.97
YDR042C	45.45927178974719	
YDR043C	54.814058272789204	
YDR044W		44.74
YDR045C		45.05
YDR046C	45.33618718576641	
YDR047W		41.77
YDR048C	47.142630512984525	
YDR049W	57.11	
YDR050C		43.5
YDR051C	50.8322926653696	
YDR052C		53.464531070966416
YDR053W		48.480537551846396
YDR054C		52.54333750484281
YDR055W	48.031844383599996	
YDR056C	50.4021670730732	
YDR057W	56.5771911350492	
YDR058C	49.38613231567444	
YDR059C	48.1277588437492	
YDR060W		47.649460870211215
YDR061W	60.44	
YDR062W		51.90147361118719
YDR063W	50.07295735870121	
YDR064W		48.60924687646718
YDR066C	49.90889144299519	
YDR067C	49.38628951674878	
YDR068W	56.75555541483519	
YDR069C	51.73343529936121	
YDR070C	46.14022105	
YDR071C	40.30795009361194	
YDR072C	49.28870960961641	
YDR073W	46.04696664540279	
YDR074W	58.0506720177663	
YDR075W	49.06152320287679	
YDR076W	55.6557182843508	
YDR077W	47.07969925120002	
YDR078C	50.204468670078796	
YDR080W	48.41626817769281	
YDR081C		52.8832760973748
YDR082W		45.67520554134999
YDR083W	44.81555606007479	
YDR084C	44.450461682549985	
YDR085C	48.159758682358415	
YDR086C		47.36400890368841
YDR087C		40.2796590722372
YDR088C		45.244019677379605
YDR089W	47.01667422710719	
YDR090C	51.76701390192639	
YDR091C		43.666237444152394
YDR092W	49.19125832272962	
YDR093W	49.974474734800005	
YDR094W	46.92224219374999	
YDR095C	48.77045362201321	
YDR096W	50.36918136268479	
YDR097C	50.435167181414386	
YDR098C	60.23	
YDR099W	47.61768750326279	
YDR100W	51.5992660938524	
YDR101C	45.8918220097568	
YDR102C	49.321221949999995	
YDR104C	49.15880312805	
YDR105C	65.38	
YDR107C	49.256211560371206	
YDR108W	49.5818355310432	
YDR109C	53.464531070966416	
YDR110W	50.27031058782038	
YDR111C	49.843365554505596	
YDR112W	49.974474734800005	
YDR113C		42.832063272675605
YDR116C	53.70510391698761	
YDR117C	49.974474734800005	
YDR118W		46.29592470195001
YDR119W	47.90415678269761	
YDR120C	51.86783688273878	
YDR121W	57.11340780326719	
YDR122W	48.1277588437492	
YDR123C	51.33162401219159	
YDR124W	49.04	
YDR125C	46.34	
YDR126W	52.79	
YDR128W	62.02	
YDR129C	47.86	
YDR130C	70.87	
YDR131C	45.53	
YDR132C	48.59	
YDR133C	74.62	
YDR135C	59.7714046119036	
YDR136C	51.21	
YDR138W	75.07	
YDR139C	56.04434124101121	
YDR140W	52.9514392805244	
YDR141C		40.05278520705
YDR142C	49.19125832272962	
YDR143C	51.39844755426922	
YDR144C	48.83503598435001	
YDR145W		40.0810977308896
YDR146C	60.82	
YDR147W	55.12867901513281	
YDR148C	47.61768750326279	
YDR149C	75.91	
YDR150W	69.29	
YDR151C	53.258898484915214	
YDR152W	54.95374151408679	
YDR153C	51.56576007795521	
YDR154C	73.31	
YDR155C	51.16481860557759	
YDR156W	51.365028538700805	
YDR157W	74.03	
YDR159W	42.77288935066841	
YDR160W		50.00728791479958
YDR161W	47.42734387489559	
YDR162C	42.9209264461824	
YDR163W	56.6128340515584	
YDR164C		50.07295735870121
YDR165W	54.22304500264959	
YDR166C		50.00728791479958
YDR167W		44.66319142626881
YDR168W		52.7811410430304
YDR169C	51.632786620800005	
YDR170C		40.76460729879999
YDR171W	59.78	
YDR172W		45.8918220097568
YDR173C	38.62646071986239	
YDR174W	43.516352015870815	
YDR176W	45.798902713348404	
YDR177W		49.974474734800005
YDR178W	48.031844383599996	
YDR179C	48.86734853468159	
YDR179W-A	48.73818380372481	
YDR180W		43.307420586614796
YDR181C	51.23149733560319	
YDR182W		46.04696664540279
YDR183W	49.6798018078516	
YDR184C	52.23864107689919	
YDR185C	48.480537551846396	
YDR186C	45.767957509859194	
YDR187C		50.50121060452161
