orf	hom | cell size | standard [standard] | Zhang J~Schneider BL, 2002	het | cell size | standard [standard] | Zhang J~Schneider BL, 2002
YAL001C		-1.6136512183563447
YAL002W	0.6396092766369258	
YAL003W		-2.058204969805627
YAL004W	0.47161701670650513	
YAL005C	0.6395851753257104	
YAL007C	0.259332722093409	
YAL008W	-0.05366999725802574	
YAL009W	-0.6008683477658932	
YAL011W	0.01456042528302472	
YAL013W	0.0008740080926062687	
YAL014C	-0.16644973944668043	
YAL015C	-0.6265816343184927	
YAL016W	2.0631780986759285	
YAL017W	0.3484618095186896	
YAL018C	0.21739155552288647	
YAL019W	0.11547826444121044	
YAL020C	0.010018384008894654	
YAL021C	3.0769223558370182	
YAL022C	0.46685478979108913	
YAL023C	1.664143679149857	
YAL024C	0.6811192424489958	
YAL025C		-0.6685234321831394
YAL026C	-0.7075277530622888	
YAL027W	0.4764048684359417	
YAL028W	-0.12149567391306453	
YAL029C	0.4478263033404227	
YAL030W	0.509788416737605	
YAL031C	0.505009833575696	
YAL032C		-0.48643857549213476
YAL033W		-1.1043715164410657
YAL034C	0.668656564460941	
YAL035W	2.519215682920335	
YAL036C	0.12470077614348112	
YAL037W	-0.0036620791744332755	
YAL038W		-1.4382934099830136
YAL040C	4.407249167244746	
YAL041W		1.6334403031848461
YAL042C-A	0.9731736310378372	
YAL042W	0.04658763496621844	
YAL043C		-0.5494944187898628
YAL045C	0.6541236521111901	
YAL046C	0.5961772531716995	
YAL048C	0.9136116467264974	
YAL049C	0.2173687981692752	
YAL051W	0.7074773946620017	
YAL053W	0.42408661014212135	
YAL054C	0.32495890272878164	
YAL055W	-0.7540845675095522	
YAL056C-A	0.20808843345001823	
YAL056W	-1.8809044908471637	
YAL058W	1.1008969576097494	
YAL059W	0.2640283966760932	
YAL060W	-0.11248103182492962	
YAL061W	-0.09440612575387333	
YAL062W	-0.21567024555113867	
YAL064C-A	0.3108676104399784	
YAL065C	-0.26020848466874846	
YAL066W	-0.026444871967905487	
YAL067C	-0.06728848370025257	
YAL068C	-0.03099102967760566	
YAR002C-A	0.6540995045993905	
YAR002W	0.7172092865495152	
YAR003W	-0.23350924925588426	
YAR007C		-0.4990723549320478
YAR008W		-1.0316922628133838
YAR014C	0.40515490832294915	
YAR015W	1.5384483516694358	
YAR018C	0.8937994308026269	
YAR019C		0.03479481777870838
YAR020C	0.5817129898058755	
YAR023C	0.6299433187431566	
YAR027W	0.09705735392593848	
YAR028W	0.5961532901085852	
YAR029W	0.15241657908921824	
YAR030C	0.21273898503311575	
YAR031W	0.005456230569710608	
YAR035W	-0.2690712295566144	
YAR042W	0.3087340184013576	
YAR047C	0.3108445555435393	
YAR050W	0.019148690212127544	
YBL001C	0.6589658959907695	
YBL002W	1.0030673349673398	
YBL003C	0.44784979426367594	
YBL004W		-0.3785940748517504
YBL005W	-0.5059678610447892	
YBL006C	3.5501170526105943	
YBL008W	-0.3133728620917026	
YBL009W	0.1802274964561213	
YBL010C	0.6735049899278001	
YBL011W	0.40515490832294915	
YBL012C	0.4954824475488927	
YBL013W	0.4954824475488927	
YBL014C		0.5885034447465155
YBL015W	0.27338003559983187	
YBL017C	1.2704080217285756	
YBL018C		-0.10862986479261914
YBL019W	0.3202597764615507	
YBL020W		0.39276117653080234
YBL022C	1.968344594918682	
YBL023C		1.1764970504411996
YBL024W	1.1334776899533485	
YBL026W		0.7249342123397594
YBL027W	1.507250768241438	
YBL028C	1.7380210131328457	
YBL029W	1.2195138549519926	
YBL030C		-0.10862986479261914
YBL031W	0.7187737218820197	
YBL032W	0.5433196202856464	
YBL034C		-0.3339491629873939
YBL035C		-0.5997358395314072
YBL036C	-0.021874722393514984	
YBL037W	0.09707972831600428	
YBL039C	1.0831521095967136	
YBL040C		-1.4382934099830136
YBL041W		-0.6872246283698281
YBL042C	1.2696448098836737	
YBL043W	0.20808843345001823	
YBL044W	0.3673424156908947	
YBL046W	3.4745237722396594	
YBL047C	0.6977780471050169	
YBL048W	0.157065488570605	
YBL049W	0.2827397729330442	
YBL050W		-1.3437656523884982
YBL051C	0.4526038687036036	
YBL052C	0.3437757063970948	
YBL053W	0.17559106495203378	
YBL054W	0.3061745698093833	
YBL055C	-0.030969062878548084	
YBL056W	0.023716843852442136	
YBL057C	-0.26463022497583777	
YBL058W	-0.6564723873078491	
YBL059W	0.268703204055844	
YBL060W	0.18950640742168032	
YBL061C	-0.20224880668722994	
YBL062W	0.12933752470880217	
YBL063W	0.21273898503311575	
YBL064C	0.18486594379996182	
YBL065W	0.4593761968989627	
YBL066C	-0.4450986621220273	
YBL067C	0.3202597764615507	
YBL068W	0.5673150383642205	
YBL069W	0.5577107189002772	
YBL070C	0.5865483019948898	
YBL071C	0.06492032163972716	
YBL072C	-1.0938500924671524	
YBL073W		-1.7004140525886482
YBL074C		-2.2634017905471264
YBL075C	0.7318470104531374	
YBL076C		-0.010991195818233834
YBL077W		-1.4735609925358695
YBL078C	0.9930944086237626	
YBL079W	1.4088794456885285	
YBL081W	1.4502052407560084	
YBL082C	0.668656564460941	
YBL083C	1.8016803290954175	
YBL084C		-2.2303728367019993
YBL085W	0.6541236521111901	
YBL086C	0.24068470690632776	
YBL087C	-0.9048282212480632	
YBL088C	0.8024503428442964	
YBL089W	0.5050335065199327	
YBL091C	-0.5836671718482569	
YBL091C-A	-0.2111841582721466	
YBL092W		-0.8359256410929223
YBL094C	0.2267027549749494	
YBL095W	-0.08312722900646327	
YBL096C	-0.032921256429097455	
YBL097W		-0.9927736484117706
YBL098W	-0.9366287628216831	
YBL101C	-0.7427779242590757	
YBL102W	-0.675836627489255	
YBL103C	-0.6158683824662903	
YBL104C	-1.454029202438426	
YBL105C		-0.42041423447752363
YBL106C	-0.677231237838626	
YBL107C	-0.9938077871459058	
YBR001C	-0.14588469472817103	
YBR005W	-0.8292437659200954	
YBR006W	0.47611152109141763	
YBR007C	-0.6214468238637753	
YBR008C	-1.1625556394198302	
YBR009C	-0.08173261865709226	
YBR010W	-1.0705113563613256	
YBR011C		-0.9081289463510719
YBR012C	-0.938023373171055	
YBR013C	-0.9073419454848861	
YBR014C	-0.7985623382339275	
YBR015C	-0.4778019578785338	
YBR016W	-0.9756778526040789	
YBR017C		-1.391812958126491
YBR018C	-0.5628731891901815	
YBR019C	-0.49314267172161774	
YBR020W	-0.37367273507974896	
YBR021W		0.07536187759228145
YBR022W	-0.427595985301168	
YBR023C	-0.8083246106795265	
YBR024W	-0.7734593519452446	
YBR025C	-0.8390060383656944	
YBR026C	-1.6632207548441174	
YBR027C	1.0200095573462156	
YBR028C	-0.7776431829933577	
YBR029C		-1.1832242280483407
YBR031W	-0.949180255966025	
YBR032W	-0.9756778526040789	
YBR033W	-0.5084833855647016	
YBR034C	-1.0454083700726426	
YBR036C	-1.8682284762016945	
YBR038W	-0.7964299943154504	
YBR039W		-1.760622017105248
YBR040W	0.17556844065320498	
YBR041W	-0.7836099917503468	
YBR042C	-0.295696974828104	
YBR043C	0.06031188631144336	
YBR044C	0.7269494398048548	
YBR045C	0.7318226155407817	
YBR046C	-0.47125287551007733	
YBR047W	-0.7920229191981032	
YBR048W	-1.0572018534334657	
YBR049C		-1.0532341498836975
YBR050C	-0.2646514480100556	
YBR051W	-0.8381568738313544	
YBR052C	-0.4494797896198908	
YBR053C	-0.8297861307959193	
YBR054W	-0.8130216551995466	
YBR055C		-0.7650390928675102
YBR056W	0.12931504763922136	
YBR057C	-0.2690924384547058	
YBR058C	-0.3178132474716322	
YBR059C	0.2546619765951973	
YBR060C		-0.906113596302008
YBR061C		-0.6340413396783343
YBR062C	-0.044617530482920525	
YBR063C	-0.19779959838913613	
YBR064W	0.8100747905066454	
YBR065C	0.24999325394039273	
YBR066C	-0.1305023683340158	
YBR067C	0.074076391303533	
YBR068C	-0.08990963255886482	
YBR069C	-0.0036841328941171975	
YBR070C		-0.5655194380101493
YBR071W	-0.2379640591778398	
YBR072W	-0.07181669606815301	
YBR073W	0.27335710002977104	
YBR074W	-0.0670972361554512	
YBR076W	-0.30487027455649546	
YBR077C	0.28271680757008266	
YBR079C		-0.3760765333981104
YBR080C		-0.970604797872064
YBR081C	-0.8166922727757535	
YBR082C		-1.0693569502762112
YBR083W	0.31553960933671893	
YBR084C-A	-0.16644973944668043	
YBR084W	-0.5103214717271154	
YBR085W		-0.45669053536068005
YBR086C		-0.6743483406596185
YBR087W		-0.9625433976758058
YBR088C		-1.1278021016990742
YBR089C-A	0.019126563883679233	
YBR089W		-0.5997803888442418
YBR090C	0.5145690464019014	
YBR091C		-0.1846182787370063
YBR092C	0.11547826444121044	
YBR093C	0.03283698443101046	
YBR094W	-0.1709342348256468	
YBR095C		-0.7650390928675102
YBR096W		-1.4059204084699408
YBR097W		-1.236631004348545
YBR098W	0.1433437464076553	
YBR099C	-0.18437583013082193	
YBR101C	0.586524369581607	
YBR102C		-1.0512187998346336
YBR103W	-0.18885239974907497	
YBR104W	-0.17541674810724023	
YBR105C	-0.32664597998841544	
YBR106W	1.7115603481242048	
YBR107C	-0.06728848370025257	
YBR108W	-0.48863620011111697	
YBR109C		-0.7589930427203172
YBR110W		0.016916726169418445
YBR113W	-0.3486934005978718	
YBR114W	-0.251316637543644	
YBR116C	-0.3222305973305094	
YBR117C		-0.8355763445847592
YBR118W		-0.5433505874704426
YBR119W	1.6273356668821384	
YBR120C	-0.19332698902246678	
YBR121C		0.08745397788666597
YBR123C		-0.9988196985589636
YBR124W		-1.0854797506687262
YBR125C	-0.16644973944668043	
YBR126C	-0.33988032913758703	
YBR127C	-0.2646514480100556	
YBR128C	-0.2646514480100556	
YBR129C	-1.0039681108619318	
YBR130C	-0.609447195252814	
YBR131W	0.1894837388290451	
YBR133C	0.16167128103423142	
YBR134W	2.9378033891303037	
YBR135W		0.035054876610995926
YBR136W		-0.2954625314355408
YBR137W	-0.5750852514283697	
YBR138C	-1.1222816016106885	
YBR139W	-0.5750852514283697	
YBR140C		0.1922521804380075
YBR141C	-0.8923801842119383	
YBR142W		-1.655823814553908
YBR143C		-0.954481997479549
YBR144C	-0.867394186755616	
YBR145W	-0.7583251076798465	
YBR146W	-0.6265816343184927	
YBR147W	-0.2912678125626701	
YBR148W	-1.0857337166972918	
YBR149W	-0.03099102967760566	
YBR150C	-0.5319580343078728	
YBR151W	-0.35309698925065525	
YBR152W		-1.0612955500799544
YBR153W		-0.5453659375195079
YBR154C		-1.9742491223060588
YBR155W		-0.889990795909493
YBR156C	-0.47125287551007733	
YBR157C	0.23599921865512863	
YBR158W	-0.19332698902246678	
YBR159W	-0.15298435634425955	
YBR160W		-0.18864897883513546
YBR161W	-0.9875240410429978	
YBR162C	-2.3492183116350533	
YBR162W-A	0.15241657908921824	
YBR164C	-0.5793872860692089	
YBR165W		-0.9161903465473288
YBR167C		-0.7166706916899678
YBR168W	0.12931504763922136	
YBR169C	-0.1395011185928216	
YBR170C	-0.23350924925588426	
YBR172C	-0.18437583013082193	
YBR173C	1.7940183012472726	
YBR174C	-0.5319376621376647	
YBR175W	1.187362799270768	
YBR176W	1.223622668354421	
YBR177C	-0.1259783499870641	
YBR178W	-0.26463022497583777	
YBR179C	-0.17091271348002274	
YBR180W	-0.38823419685786953	
YBR181C	-0.8798765169334373	
YBR182C	-0.2156488666047783	
YBR183W	-0.3574776862771054	
YBR184W	-0.1664282038264514	
YBR185C	-0.3486724450777228	
YBR186W	1.5248585038186167	
YBR187W	1.5987728523352944	
YBR188C	-0.04913379912481666	
YBR189W	-0.8666875911394336	
YBR190W		-0.14750463988099816
YBR191W	-0.5705438390137266	
YBR192W		0.23926084976655854
YBR193C		0.5139668744092379
YBR194W	0.5289469678534251	
YBR195C	0.12011096292411091	
YBR196C		2.91561036302956
YBR197C	-0.5448962833804093	
YBR198C		0.6975539687995771
YBR199W	-0.17091271348002274	
YBR200W	2.5819731486420427	
YBR201W	-0.25574229666734627	
YBR202W		0.5139668744092379
YBR203W	0.2593556130224514	
YBR204C	0.1108924417156273	
YBR205W	0.3767833298963865	
YBR206W	-0.2111841582721466	
YBR207W	-0.05366999725802574	
YBR208C	2.76466710440968	
YBR210W	0.25001611514095873	
