orf	hap a | growth (pooled culture, microarray) | cordycepin [20 ug/ml], time [12 gen] | SC | Holbein S~Dichtl B, 2009	hap a | growth (pooled culture, microarray) | cordycepin [20 ug/ml], time [18 gen] | SC | Holbein S~Dichtl B, 2009
YBR037C	-0.19900943211949426	-0.448234276597735
YBR040W	0.09856529925982804	-0.1811002188113225
YBR041W	-0.0088930606605542	0.15932156192857744
YBR042C		0.0968887976888424
YBR043C	-0.0858389485968613	-0.02353399534015875
YBR044C	0.0426184688278154	0.761254627903464
YBR045C	0.03182166252138365	-0.0490724101220686
YBR046C	0.03929421215432366	0.043298433329179
YBR047W	-0.0278080857419509	-0.12528243726672286
YBR048W	0.66853549664823	1.085512992358975
YBR050C	0.010917519229866963	0.0674384636399645
YBR051W	-0.3009936524396345	-0.0249099379183485
YBR052C	-0.15296563204442998	-0.024613784837014985
YBR053C	-0.1628292590355815	-0.020773847390849504
YBR054W	-0.06598602581758195	0.11075302385426465
YBR056W	0.0519866868540132	-0.010650254495399442
YBR057C	-0.0935878411389968	0.03139523879492048
YBR058C	0.0965182527731412	0.0797065885341722
YBR059C	-0.09157794551275236	-0.04216902835544151
YBR061C	0.3789995361251795	0.597424425350944
YBR062C	0.001185082210467349	0.204495626423357
YBR063C	-0.1207130160654175	-0.11120750129747689
YBR064W	-0.4285249089928545	-0.174989590440682
YBR065C	-0.1789016242744456	-0.26224891995863797
YBR066C	0.092638858845221	0.10165917306504696
YBR067C	-0.13808126020440098	0.009579908929736494
YBR068C		-1.01007427523401
YBR071W	0.03857389757419095	-0.1396165956338318
YBR072W	0.0401662781947558	-0.05613285712083475
YBR073W	-0.205585613803898	-0.08444353049656844
YBR074W	0.03078634121807417	0.08947396046919079
YBR076W	-0.014853439427050051	-0.1066817609455861
YBR077C	-2.82041400070299	-3.22130167493648
YBR078W	0.582513634647131	1.0373639623695912
YBR083W	-0.310737365979809	-0.3080917874026885
YBR084C-A	1.038508733839163	1.6776796347935599
YBR084W	-0.37129868429463253	-0.6749638902995225
YBR085W	0.8768608938923306	1.0211294038042253
YBR089C-A	-0.4052630551109175	-0.561474874800298
YBR090C	-0.4607767276189285	-0.9404471153259925
YBR092C	-0.1476856995558565	-0.298327504528305
YBR095C	-0.419147744278147	-1.28127169275206
YBR098W	0.058389209901369754	-0.054835354853187177
YBR099C	-0.2499291480599225	-0.459311464496705
YBR101C	-0.6120334837279925	-0.9338743223231576
YBR103W	-0.5500832824606425	-1.09022015285798
YBR104W	-0.27031263993766097	-0.5154781424107865
YBR105C	-0.4131235763608705	-0.865754961891761
YBR106W	0.667990822203189	0.37190058560205197
YBR107C	-0.134499499201278	-0.021894067684369023
YBR108W	0.08025533200492285	0.11770112004423225
YBR111C	-0.5844246341368935	-0.6364227901314145
YBR113W	-0.012203841455971143	0.001141839074254815
YBR114W	0.21527014819614748	0.1458989448691855
YBR115C	0.13031044431964	0.05968939073333685
YBR119W	0.264403237418856	0.377010015914942
YBR120C	-0.515206106341901	-0.8502412554074625
YBR125C	-0.09961117355942936	-0.09863072940543205
YBR126C	0.3014633281917035	0.839176380269121
YBR128C	-0.007610932448648397	0.002495696892052507
YBR129C	-0.06603320760852655	-0.24476613203480502
YBR130C	-0.04873154066528701	-0.22323235126205523
YBR131W	0.10320779468138	0.5261188454675255
YBR133C	0.5233	0.6779052998913575
YBR134W	0.326264448696047	0.6558711597148486
YBR137W	0.042305426848834954	0.079432451858648
YBR138C	0.01169487622518775	-0.015003889400920498
YBR139W	0.0034645906707935006	-0.015540189998518653
YBR141C	0.041279517845440546	-0.015713963595923003
YBR144C	0.23853046551675	0.277582541748526
YBR145W	0.17513712597331849	0.05334129275427115
YBR146W	0.1530117317687099	0.15113727858000198
YBR147W	-1.5928573123450849	-2.07061756823357
YBR148W	0.05028487794405925	0.011391311111809653
YBR149W	0.17173134816325453	0.25579734491372896
YBR150C	-0.1068591085735446	-0.110563485945376
YBR151W	-0.02762493086818235	-0.0285209745383865
YBR156C	-0.1147817735125572	-0.28189817344500745
YBR157C	-0.0469631155712509	0.11363991652802705
YBR158W	0.23892102467064352	0.312596609678316
YBR159W	-0.12310092492926236	0.08428605819402082
YBR161W	0.1241138558908584	0.28745272147347345
YBR162C	-0.08582310034497077	-0.04760549035765499
YBR162W-A	-0.022445898586076426	0.2259466621148795
YBR163W	-0.5326285284145404	-0.7225739756914895
YBR164C	0.673840423966012	0.66955530119585
YBR166C	0.2197720771138405	0.240467216823433
YBR169C	0.019614349808339118	-0.05421100975350395
YBR170C	-0.547106846199056	-0.983488855992807
YBR171W	1.143401066813425	1.3348875256667099
YBR172C	0.09719696497596506	0.369317985101785
YBR173C	-0.03257813753153535	0.403045402419479
YBR174C	-0.4207862447444025	-0.23127555937074568
YBR175W	-0.691576433562935	-1.4892402823887525
YBR176W	-0.0358775196212809	-0.04716011491303225
YBR177C	-0.030367879896326805	-0.27167332667306254
YBR178W		0.273058711021381
YBR180W	-0.128934959852753	-0.1384144535815141
YBR181C	0.985049752980321	1.37925677873736
YBR182C	0.02847972836809003	-0.19655414928930848
YBR183W	0.1334535423130112	0.13141146478293844
YBR184W	0.13862621196160502	0.0916886293673815
YBR185C	-0.0664999461189757	-0.1447817043647609
YBR186W	0.07453996766404095	0.19846193938198348
YBR187W	-0.016271559336466634	-0.1349510553561226
YBR188C	0.06577917144811049	0.020421211283891953
YBR191W		0.0553
YBR194W	0.43175853743172204	0.525092275611746
YBR195C	0.404740453043563	0.9063646687842191
YBR197C	-0.08442612784119395	-0.309201823027704
YBR199W	-0.1923361334251965	-0.18458901415630352
YBR201W	0.03854094897136459	0.01747730786171215
YBR203W	-0.14988361684338902	-0.167498646187938
YBR204C	0.011869262271032598	-0.021374040533060495
YBR205W	-0.036251424230933665	-0.017712845062959587
YBR206W	-0.0550854759604515	0.07083744372826706
YBR207W	0.007061874768917301	-0.00847479347067659
YBR208C	0.15493433017373595	0.12593441266216834
YBR209W	-0.319171168865568	-0.5332356975753234
YBR210W	0.0442463074358828	-0.00021510458983920074
YBR212W	0.351712267907504	0.3404381339348575
YBR213W	0.04222934696705255	0.1039350798796379
YBR214W	0.09862485228013101	0.243042750829547
YBR215W	-1.3774698052674048	-1.4142307238522949
YBR216C	0.302510906525353	0.37005484877155703
YBR217W	-0.093856018869245	-0.08485026739455029
YBR218C	0.2095316809066459	0.1878530772153152
YBR219C	0.3706723965822035	0.3927893709272775
YBR220C	-0.13692117557990222	-0.05861851804040055
YBR221C	-0.6787813251756755	-2.02148692670055
YBR222C	-0.1304903654760135	-0.278835871195109
YBR223C	-0.015350000000000003	-0.1017784398954711
YBR224W	0.08618587578833184	0.26769883916056947
YBR225W	0.0976012740295924	-0.08792222643053775
YBR226C	-0.01612544188315851	-0.1115707285150484
YBR227C	-0.1760929249409045	-0.3206211540325175
YBR228W	-0.13598820547899565	-0.156004413698825
YBR229C	-0.13024649548637102	-0.1682221495601375
YBR230C	0.015076249830547051	0.09269297034292315
YBR231C	-1.5661341816129601	-2.15463743784824
YBR232C	-0.2758903407688475	-0.320934599649657
YBR233W	-0.12001033435682251	0.006714811016474531
YBR235W	-0.079280336036674	-0.06856710577047005
YBR238C	-1.0173584715785835	-1.829537578886225
YBR239C	0.1275725191562418	0.059662916908540004
YBR240C	0.09567842098713555	0.1894323389868655
YBR241C	-0.214913489412729	-0.18754350841567036
YBR242W	0.1125651175943695	0.18514192517555672
YBR244W	-0.278217121012576	-0.449137470546895
YBR245C	0.0768870407010935	0.10941969600034532
YBR246W	0.015133669479247491	-0.10636207125821401
YBR248C	-0.40538137203720404	-1.75690776872331
YBR250W	0.199054909038525	-0.155807102614771
YBR251W	-0.08277693008161649	0.07752252011753949
YBR255W	-0.1696376931134625	-0.17462214738348725
YBR258C	0.2117800347479015	0.10857005445377906
YBR259W	0.148151655778202	0.195098105124292
YBR260C	-0.10263334784517264	-0.049798448813142854
YBR261C	0.5901685448652655	1.0262580413387918
YBR262C	0.242550332968581	0.308398562854712
YBR263W	0.1774386866823084	0.12400601109605303
YBR264C	-0.11484376169335819	-0.13818793877605384
YBR268W	-0.7114292771471475	-1.157736240051125
YBR269C	0.46616565568664503	0.8646363215366806
YBR270C	-0.027957713762764708	-0.23142821301315264
YBR271W	-0.0700419695413235	-0.11953715473166865
YBR272C		0.285317840838535
YBR273C	-0.03170174596208775	0.07364943189505574
YBR275C	0.06774469343750965	0.271928788916868
YBR276C	-0.044743070027429346	-0.1586731696595985
YBR277C	0.8202459489375845	1.53404100581589
YBR278W	1.059912130029252	1.68596020844684
YBR279W	0.8666384322022554	1.24880549550954
YBR280C	-0.12018318181194793	-0.24657674719407352
YBR281C	0.761381986756797	1.0418493953299919
YBR282W	-1.0316999999999998	-1.67765756518683
YBR283C	0.6615305557407605	1.010034720304949
YBR284W	0.6794103001377836	1.0286401220032202
YBR285W	0.07962341773469055	0.3044524998702955
YBR286W	0.7404981952639285	1.15965658282809
YBR287W	-0.10200041251655564	-0.165309050374926
YBR290W	-0.3404752829740895	-0.3886265858641205
YBR291C	0.497973000450001	0.9274663570971335
YBR292C	-0.021139215347620158	0.09990783226147106
YBR293W	0.06032370971864574	0.11021282883861949
YBR294W	0.017138542227529897	0.022407397685033394
YBR295W	0.5526417069402401	0.7915709380036545
YBR296C	0.0227923516600912	0.17964855297075652
YBR297W	0.690425606880403	1.0360730908791125
YBR298C	0.272085970781705	0.6473893098927654
YBR299W	-0.12251756321753796	0.06441125883023599
YBR300C	-0.10397772700493835	-0.15949025388975036
YBR301W	-0.15645791946136633	-0.12458157559553909
YCL001W	-0.2785544088513875	-0.35952076701527247
YCL001W-A	0.5777431147794214	0.9824960392591109
YCL002C	0.08986309233226356	-0.202707230019356
YCL005W	0.7524210221069836	1.195543956091825
YCL008C	0.28246265179080754	-0.167226596782929
YCL009C	0.1895553851618075	0.11400280249001185
YCL010C	-0.01600934633196085	-0.2294545809055935
YCL014W	-0.03143853950600127	-0.18932276343418797
YCL016C	0.333750104838508	0.68719464601579
YCL022C	0.027216237490335048	-0.180585140717086
YCL023C	-0.13660394391671649	-0.3007887709880415
YCL024W	-0.09866236850540261	-0.0286157133546229
YCL025C	-0.0816327461031659	-0.250150005032662
YCL026C-A	-0.1898383500971865	-0.2434968718255385
YCL027W	-0.028734690876278703	-0.1163792089843188
YCL028W	-0.1467807719073425	-0.17368269792106455
YCL029C	-1.580604788322625	-2.442825982241745
YCL030C	0.190470629634457	0.33018685010877546
YCL032W	-0.2669059765975395	-0.519180502087022
YCL033C	0.02122215085507515	-0.111720238940329
YCL034W	-0.033323447065923446	-0.002694618360850349
YCL035C	-0.2171273854035445	0.008023822834958248
YCL036W	-0.013375921456539097	-0.022483956259324978
YCL037C	0.801559249193025	1.484251774455325
YCL038C	0.04914990602154415	0.07239041776627185
YCL039W	0.0554576277408679	-0.04849922134878651
YCL040W	0.0455174707041638	-0.05905082015609865
YCL042W	0.38563884109033697	0.4308923594935775
YCL044C	-0.1614154821750659	-0.17940251721024011
YCL045C	-0.24342730517989053	-0.3631019402929955
YCL046W	-0.2200079697739525	-0.2973636477363135
YCL047C	-0.069370829363379	-0.227257455884804
YCL048W	-0.0214575153953687	-0.051690738069661096
YCL049C	0.041694159219662345	0.0433612369825291
YCL050C	0.2000254068940705	0.18341014688699803
YCL051W	0.07379910640068735	-0.023862099132490752
YCL055W	-0.194217828394167	-0.1968968556603335
YCL056C	0.3727398835542245	0.1842925658043445
YCL057W	0.14753053444445602	0.03960966447640969
YCL058C	0.219578828761529	-0.02183586685953685
YCL061C	0.7259731824507478	0.886590876884511
YCL063W	-0.03938064742731626	-0.08151505900974575
YCL064C		-0.98178306481514
YCL069W	0.12733708192112045	0.14852105323791548
YCL076W	-0.1982241678832285	-0.46654352411424804
YCR001W	0.06508848930185576	-0.2706696481052535
YCR002C	-0.5808642950714951	-0.46196877182930796
YCR003W	-0.12503397073643055	0.03409324047297814
YCR004C	-0.479738153990812	-1.1274563164479405
YCR005C	-0.014136634469014246	0.110967527044572
YCR006C	0.00361108507719597	0.147272244541618
YCR007C	-0.00802225497249295	0.1600058585829215
YCR008W	-0.795021239223429	-0.977482879556021
YCR009C	1.208587523360995	1.612526782125415
YCR010C	0.4262220897883795	0.5857855716481785
YCR011C	-0.01217536344207125	-0.004104090434198501
YCR014C	0.04091965855364854	-0.1369125975014539
YCR015C	0.13664871238950438	0.1337146853908665
YCR016W	0.5040138914023236	0.5194204089002841
YCR017C	0.38676813114578945	0.43045024204794247
YCR019W	0.2437939995581555	0.131095650184081
YCR020C	0.33543928926849553	0.6761423293795494
YCR020C-A	0.0442194946766446	0.362327885259497
YCR021C	0.06424648455483345	-0.11056003402899445
YCR022C	0.02826947032912279	-0.206421098569944
YCR023C	0.026572714505654155	-0.1476597550220295
YCR024C	-1.1506729586823101	-0.5462759752554525
YCR024C-A	0.3644637126336875	0.96181171989914
YCR025C	0.5520830198226985	0.9368946546603305
YCR026C	0.767561065046388	1.0121364939704676
YCR027C	0.70525655277047	0.7380981521203795
YCR030C	0.020925482136544018	0.11329502000886606
YCR031C	-0.05765218939373186	0.3216215202635505
YCR032W	-0.09115873330077576	-0.024656921523669856
YCR033W	-0.6014291246627625	-1.1561525123204204
YCR034W		0.8005
YCR036W	0.5894739078810395	1.03628667830831
YCR037C	-0.220209735312802	-0.32814389784283604
YCR043C	-0.125657305075763	-0.13915885388413415
YCR044C	-0.98628986712275	-1.1248083408872351
YCR045C	0.705746413536436	1.108331495799127
YCR046C	0.09720294736511251	0.34328446735619594
YCR048W	-0.0763903223238126	-0.2166075423970344
YCR049C	0.0539940355318777	0.012645045153815726
YCR050C	0.8565495262264671	1.28843407300518
YCR051W	0.44950523439032	0.27923921445376054
YCR053W	-0.026597842526932508	-0.21660023420458024
YCR059C	0.07984996397150801	0.13947227707060095
YCR060W	0.10613728894445049	0.07751592037746746
YCR061W	0.46529626081882897	0.6042381640693637
YCR065W	0.029173533485707025	-0.007210770411454255
YCR066W	0.583904878985746	0.7432015956602931
YCR067C	-0.1678353377374565	-0.14941148899780085
YCR068W	0.8607626856642085	1.2951455209410652
YCR069W	-0.07828973401848532	-0.15343864503699958
YCR071C	-1.0377083538863265	-1.9912999999999998
YCR073C	-0.00368020507680503	-0.04893934253066235
YCR073W-A	-0.180607262936793	-0.21232087488013124
YCR075C	0.016723583954600604	0.1171113856764841
YCR076C	-0.126000440926147	-0.0878800236944916
YCR077C	0.5913	0.546324013792297
YCR079W	0.2994503893097415	0.6618548811242125
YCR081W	1.320703825372925	1.7659782795047851
YCR082W	-0.21346344819287	-0.2255729352669798
YCR083W		0.383851465370893
YCR084C		0.98379742728566
YCR085W	0.6814809107230371	1.22838185820694
YCR086W	0.10878585005213091	0.335796130364416
YCR087C-A	0.607404546791772	0.968811041132184
YCR087W	0.706253237115955	1.357902811693695
YCR088W	-0.026687113191011497	-0.10386412007160276
YCR089W	0.013393557630731547	0.10921203309656866
YCR090C	-0.07000886475850665	0.12897259777754275
YCR091W	0.0739631621150638	-0.0557546329507064
YCR092C	-0.08225606546447085	-0.07724693873861564
YCR094W	-0.8560166929680519	0.01055000000000006
YCR095C	-0.745900140896534	-1.1707281665320401
YCR098C	-0.020510727669278597	0.07898862276951835
YCR099C	0.0800029739650855	0.180298818728832
YCR100C	-0.0730603651888887	-0.1691773610872429
YCR101C	0.14302801162271644	0.28918558586184906
YCR102C	0.0553285499622594	0.1287136122165905
YCR102W-A	-0.2530081831372185	-0.28197915963888354
YCR105W	0.046617138631410905	-0.0031766306383275017
YCR106W	0.015314858839411482	-0.06620974446093515
YCR107W	0.246784631693774	0.12505341250506302
YDL001W	0.14213382087133694	0.18204659933071604
YDL002C	0.013468650937266	0.31929846709668797
YDL005C	-0.3653	
YDL006W	-1.45607485726625	-1.67310234756375
YDL009C	0.10352827613242416	0.3439195286591965
YDL010W	0.03147675813132501	0.005831920323034145
YDL011C	-0.010078297280074006	-0.030261251608096937
YDL012C	-0.04511904398288161	-0.27373955248412796
YDL018C	-0.06806387666496325	-0.23656732418342402
YDL019C	-0.2345527603774225	-0.4104972597523655
YDL020C	0.737723395080903	1.210007143729245
YDL021W	0.44262524421273297	0.622765432543366
YDL022W	0.030454203710561265	-0.1284284025971493
YDL023C	-0.06680784099988105	-0.1674326536574465
YDL024C	-0.2568108396825935	-0.28827886194382846
YDL025C	-0.050021078733377744	-0.2509750688975325
YDL026W	0.2419517310405735	0.1795686539888181
YDL027C	0.11623992192180156	0.18876144454985422
YDL034W	0.014057604303568047	0.14753026303860545
YDL035C	0.25883837342702065	0.3545764154216685
YDL036C	0.1122105279416315	0.027878339970288754
YDL037C	-0.05288230756260885	-0.22491488050028555
YDL039C	-0.0202415046548474	-0.09767183873593183
YDL041W	0.11052102819432341	0.1578776177769109
YDL042C	-0.052678684063435705	-0.029367476290226513
YDL045W-A	0.015953607548517518	-0.0991381680291161
YDL046W	0.11631751960196936	-0.2172695250467755
YDL048C	0.18358284173398048	0.271722833440569
YDL049C	-0.381699972274113	-0.174871300431296
YDL050C	0.012756535387103848	0.12241626159305036
YDL051W	-0.03030267006063345	-0.1312105748205404
YDL052C	-0.2828667815092845	-0.38265947304916054
YDL053C	-0.299072726414916	-0.291873255675824
YDL054C	-0.1182979253621136	-0.236804644003568
YDL056W	0.287475974304695	0.5178009747379759
YDL057W	-0.21222679763686203	-0.201472164266272
YDL059C	0.17961583620494426	0.308622186079111
YDL061C		0.943235866445186
YDL063C	0.3977432384519385	0.4365932049650515
YDL065C	-1.9652735363256602	-3.7289680629700497
YDL066W	0.16604178937507433	0.16268572441317675
YDL067C	0.7886500240536085	1.373386043493395
YDL069C	-0.607116809479011	-1.219153650454
YDL070W	0.18845178108788152	0.4526774368428125
YDL071C	0.241810017348976	0.33221623276552803
YDL073W	0.8190094151412505	1.28636197280451
YDL074C	0.9276841665374015	1.5138447593877848
YDL075W	1.199635829588534	1.5247872041510395
YDL076C	0.08646628159347405	-0.3087704234095955
YDL078C	0.216670233848657	0.245236010858027
YDL079C	0.10179891903436815	0.14533403648866794
YDL080C	-0.342073873487862	-0.13864827419743697
YDL081C	0.0838067073411073	0.40295370134072067
YDL082W	1.1114931861634552	1.8334412181549
YDL085W	0.09545213662450973	0.15452454850208003
YDL086W	0.07352372383334731	0.030128456279984634
YDL088C	-0.621906194516485	-0.9979519575910105
YDL089W	0.09864681672341535	0.19646593870672852
YDL090C	0.263413551457446	0.514663567399017
YDL091C	-0.10966938954152396	-0.03754497075338329
YDL093W	-0.04548987824591887	0.05669441282695486
YDL094C	0.12968196076506322	0.25727909107036945
YDL095W	0.1666619453375805	0.1888852777675475
YDL096C	0.4713434449294155	1.020747056610007
YDL099W	-1.14923750330736	-2.14964271325282
YDL100C	0.489154018982627	1.1096839948517225
YDL101C	0.598680757306044	0.857351794485806
