orf	hap a | growth (pooled culture, microarray) | cordycepin [20 ug/ml], time [12 gen] | SC | Holbein S~Dichtl B, 2009	hap a | growth (pooled culture, microarray) | cordycepin [20 ug/ml], time [18 gen] | SC | Holbein S~Dichtl B, 2009
YAL004W	0.0706730052601935	-0.12089475949036514
YAL005C	0.3252496417288025	-0.12436943083341266
YAL007C	0.3085353435313253	0.259846936720433
YAL008W	0.43739774435289075	0.33063722342843604
YAL010C	-0.48701860708887984	0.21251446296671994
YAL011W	-3.2703756748476627	-4.5968184524181845
YAL012W	-0.34581654455192473	-0.7231972601553209
YAL013W	-0.6462149862748958	-1.1956240934574573
YAL014C	-0.44391411279348203	-0.5907660063368139
YAL015C	0.23216901152745809	0.13685077990436897
YAL016W	-0.2533940487776719	0.054273906351731294
YAL017W	0.126977122739582	0.01936605023749952
YAL018C	-0.1753384099796018	-0.19504102966573444
YAL019W	0.4262611334092506	0.011090071717991272
YAL020C	0.9172266852306983	1.0156936962341825
YAL022C	-0.07162703340168279	-0.08168583133779143
YAL023C	-0.07344270358978905	0.1696692164037923
YAL024C	0.4808852930492081	0.7315022503112425
YAL026C	-2.9957319557818933	-2.1168276894557114
YAL027W	-0.04390132714287942	0.0615358141325966
YAL028W	0.05615151368464347	-0.2251347676328345
YAL029C	0.040578217479663295	0.14968358475697344
YAL030W	-0.3477227981465711	-0.15341674986625933
YAL031C	0.15157785992233436	-0.24434654699727953
YAL034C	-0.027304762024514023	-0.09361301722757621
YAL036C	0.016905996453016228	-0.22415759937773957
YAL037W	0.21973840861990346	0.18070137612786832
YAL039C	-2.203702572032559	-2.8854391932820818
YAL040C	-0.4850234999945311	0.017992641372204438
YAL042C-A	-1.1033080334087642	-1.0386919199953901
YAL042W	-0.23077658162756873	-0.13377309263425663
YAL044C	-0.9720280493745916	-2.667579492550358
YAL045C	-0.31384139954488355	0.006140420633900211
YAL046C	-0.46040499574832655	0.060645700709372675
YAL047C	0.8905568464322282	0.8141139147223009
YAL049C	-0.2549421524270304	-0.10179879882252217
YAL051W	0.07563041477687418	0.02903580177602447
YAL053W	0.0028268159423975613	0.1613239223874489
YAL054C	-0.0822148345379873	-0.03584045407876239
YAL055W	-5.645013524814938	-7.581154264793604
YAL056C-A	0.35559522777257785	0.6156655124916662
YAL056W	-0.3578970306166002	-0.6436736541625887
YAL058W		1.391884398479374
YAL059W	0.194065813161667	0.2455117082533762
YAL060W	0.3095694156268818	0.1443044684627697
YAL061W	-0.22609486988254518	-0.19127255048274128
YAL062W	-0.47121178845367767	-0.07043826212176922
YAL064C-A	0.21416169083336856	-0.08743444994449806
YAL065C	-0.4415432732111104	0.1369089294702079
YAL066W	0.11077109149314618	-0.12956399594552487
YAL067C	0.2764488628730083	0.27751264585682767
YAL068C	0.13390731881064333	0.3934804273865821
YAR002C-A	0.1973399276973839	0.03759824340441011
YAR003W	-1.5538332383740958	
YAR014C		-2.5033228686406845
YAR020C	0.3194787279400934	0.02306039453882908
YAR023C	0.14356678487551908	0.24227904757034152
YAR027W	0.16074987835614846	-0.19519390236796721
YAR028W	-0.10581279652127547	0.7777007438802187
YAR029W	-0.16057281753643304	-0.44049458705961503
YAR030C	-0.11748277299147887	-0.04611157232790672
YAR031W	0.09810604181967349	-0.18253901005848472
YAR035W	-0.3790054108886758	-0.13063062028574451
YAR042W	-0.17465368604807455	-0.1047765099642316
YAR047C	-0.016786089525171584	0.036124929577783634
YAR050W	-0.0720033571867533	0.16847482608932546
YBL001C	0.3028458867279626	0.4503798858681284
YBL002W	-1.4165248220333961	-1.6371635417876318
YBL003C	-0.32539811258011236	-0.3809627312170771
YBL005W	0.30025143046786756	0.08175920342906405
YBL006C	-4.2695580984541355	-4.945819878234413
YBL007C	-0.48202692739764075	0.16191050357242853
YBL008W	-1.9049974704966464	-1.026306351588274
YBL009W	0.03509042807418226	0.28746355682684505
YBL010C	-0.4230394149781489	-0.6792402192960983
YBL011W	-0.8661472061997901	-0.4432237906089506
YBL012C	-1.4169565298284255	-1.4654247327477767
YBL013W		-0.5026534922179475
YBL015W	0.23300824648336868	-0.08281673423966508
YBL016W	1.6459115204630181	1.525589235315887
YBL017C	-0.43542098814884805	-0.38273162227536944
YBL019W	-0.02854025816834195	-0.016829844849149664
YBL021C	0.615171049922942	0.37641095830730154
