orf	hap a | transport to vacuoles (CPY) | standard | YPD | Schluter C~Conibear E, 2008	hap alpha | transport to vacuoles (CPY) | standard | YPD | Schluter C~Conibear E, 2008	hom | transport to vacuoles (CPY) | standard | YPD | Schluter C~Conibear E, 2008
YDR357C	-0.015674576380236546	-0.03694312938808073	-0.012501062292839262
YDR358W	-0.00616261413161699	-0.019515335641436586	-0.021492308999746773
YDR359C	-0.01645526653995719	-0.052214354043882034	-0.11160506529554265
YDR360W	-0.007573242011969416	-0.01797873091949636	-0.0508455851108813
YDR363W	-0.07799603418325715	-0.03035931331459483	-0.07434473655059297
YDR363W-A	-0.008286989621220962	-0.013032078957777044	-0.042283881425798676
YDR364C	0.0	-0.007623798839568917	
YDR368W	-0.0050385533139797895	-0.013626748860657524	-0.012684180908911961
YDR369C	-0.00046342858270585074	-0.01581180104893125	-0.009374470758006907
YDR370C	-8.874164350491316e-05	-0.007062502583387201	-0.017920702005092798
YDR371W	-7.888146086268952e-05	-0.02884598444264134	-0.022722882466987716
YDR372C	-0.38867767934784075	-0.10641454426300988	-0.34388476211530444
YDR374C	-0.002702622685884026	-0.017002687406102203	-0.022464403571792156
YDR375C	0.0	-0.008693576731170756	-0.0007984371018578549
YDR377W	-0.0029186140527104228	-0.004564099609961184	0.0
YDR378C	-0.0012423830089312341	-0.09681027735781002	-0.04012917481091028
YDR379W	-0.002760851130950656	-0.014023273437927442	-0.01150675618254092
YDR380W	-0.1481169177625578	-0.013811811530705414	-0.01157474292513682
YDR382W	-0.09602206996210708	-0.01274836265037285	-0.00847284779469157
YDR383C	-0.0016269301307400075	-0.01245306827330744	-0.026609600243932562
YDR384C	0.0	-0.015887752676865742	-0.01817876378946592
YDR385W	0.0	-0.01340931016776397	-0.0147076483880326
YDR386W	-9.860182611274935e-05	-0.017103341724653796	-0.011230365318143755
YDR387C	-9.860182607836191e-06	-0.007426075256126365	-0.016920200560891153
YDR388W	0.0	-0.03671773889289958	-0.001742160278764336
YDR389W	-0.09581391783740516	-0.03264686846629721	-0.031361352084796464
YDR391C	-0.011338365441846658	-0.015463073512128396	-0.0046485935242723065
YDR392W	-0.17751791021130742	-0.020676900098758545	-0.003339848729486449
YDR393W	-0.000631051687073453	-0.010769637778610055	-0.00903373842101143
YDR395W	-0.08549651917936289	-0.07487378712672432	-0.03787711396275078
YDR399W	0.0	-0.014688675909677427	-0.002218067476846729
YDR400W		-0.01283929257095193	-0.014913802897285364
YDR401W	-9.860182607836191e-06	-0.011981418714032452	-0.015179084026525045
YDR402C	-1.972036521567238e-05	-0.009299187630026674	-0.005492841307460828
YDR403W	-0.00015776292175976645	-0.010545440605066065	-0.00870120591011515
YDR405W	0.0		-0.0032447124776883995
YDR406W	-0.003372182452842825	-0.013606665379278631	-0.01607036627857576
YDR408C	0.0	-0.005564679542110518	-0.03138925389568826
YDR409W	-0.02084442603877718	-0.011755244827639674	-0.0117022180674782
YDR410C	-0.03601778074905015	-0.004773726404386734	
YDR411C	-0.00046342858270585063	-0.011926185252878582	-0.0046315968386011035
YDR414C	-0.3131433074405609	-0.14409211010402664	-0.17673377903063658
YDR415C	-3.944073043134476e-05	-0.016113321279795142	-0.01470213308404442
YDR417C	-0.02279447880184699	-0.007270685776570277	-0.007771726194750947
YDR418W	0.0	-0.018348811308558456	-0.008710801393732766
YDR419W	0.0	-0.018481326268470245	-0.005982833347490875
YDR420W	-0.0002859452957304118	-0.006364810598246003	-0.003503321735366126
YDR421W	-0.0008972766175538055	-0.0051425374226516515	-0.005359135233626947
YDR422C	-0.0052904309894883286	-0.004508756984499952	-0.008598763221097214
YDR423C	-0.00663590289689629	-0.007628948979381627	-0.006169796889607375
YDR424C		-0.014405677960285367	-0.007803204055963495
YDR425W	-0.054683505404655684	-0.028322553319235437	-0.06440791024824472
YDR426C	-0.14084748598593308	-0.03990228346339952	-0.030237478438421714
YDR428C	-0.04172202338935665	-0.0025769575562732804	-0.010875376427800584
YDR430C	-0.00533435879231804	-0.009441013665013718	-0.015149323123299484
YDR431W	-0.0026326687570143986	-0.010350757291828156	-0.018683739750006822
YDR432W	0.0	-0.023127378284572536	-0.007030223498900459
YDR433W	0.0	-0.01648414010900302	-0.005256252706080395
YDR435C	0.0	-0.022232479793649687	-0.013037017925835026
YDR436W	-0.0003352462087695928	-0.010278935500952983	-0.00760492466291415
YDR438W	0.0	-0.0036774173537648283	-0.00760833318706827
YDR439W	0.0	-0.005984891018720069	-0.016907281818030983
YDR440W	-0.001533150112439799	-0.008840112864101841	-0.004256103339952436
YDR441C	0.0	-0.009429648898508594	-0.0051775277743615605
YDR442W	-0.014957689500411828		-0.0052754599443239686
YDR443C	-1.1356667496326874e-05	-0.004812951409016277	-0.0012548923249603955
YDR444W	-0.010282381565128786	-0.01558385969106406	-0.00486672954710542
YDR445C	-0.014436382038510097	-0.020159878029127536	-0.018853037745116458
YDR446W	-0.00099938673995401	-0.006530904547903884	-0.0038487149523811406
YDR447C	-4.5426669985307496e-05	-0.004372284989131804	-0.003770692540727209
YDR448W	0.0		0.0
YDR450W	0.0	-0.0029550112743526365	-0.003106516664610815
YDR451C	0.0	-0.007894882550720583	-0.24689399378372745
YDR452W	-0.0013079017611018924	-0.0137380053974159	-0.015305055583134792
YDR453C	0.0	-0.007379954309751647	-0.03449009782151244
YDR455C	-0.8497058623117462	-0.6464784859682997	-0.7944297208010858
YDR456W	-0.7447068160443262	-0.8147354116307594	-0.8236594206917889
YDR457W	0.0	-0.011293193238483996	-0.007099355880424495
YDR458C	-0.016082290008199603	-0.00198548215940345	-0.016887861302488375
YDR459C	-0.014150407704344326	-0.001465801530475692	-0.00403146198103123
YDR461W	-0.007529637054302096	-0.016518052242304456	-0.004355598663379166
YDR462W	0.0		-0.0003797293564857991
YDR463W	-0.0007809426391326619	-0.0066466237588222185	-0.0013058020519034453
YDR465C	-0.0015899334499214332	-0.0071061911724416785	-0.005091756090021917
YDR466W	0.0	-0.003607270255085324	-0.002810133681033114
YDR467C	0.0	-0.004703151359182879	-0.00831097066611268
YDR469W	-0.037560004232169	-0.03507834256194432	-0.011047029200943592
YDR470C	0.0		-0.002775578144201974
YDR471W	0.0	-0.008791608310891286	-0.0428401841308578
YDR475C	-0.00024321385651215877	-0.006404250919043606	-0.0015405608913035677
YDR476C	-0.025058817542179763	-0.012324508186716496	-0.003151881286452025
YDR477W	-0.07139872360958899	-0.023648066194975406	-0.01587959127310134
YDR479C	-0.00787017057713288	-0.007969735512407613	-0.000643429255121235
YDR480W	-6.814000497796125e-05	-0.005179892869418758	-0.006250298180567116
YDR481C	-4.5426669985307496e-05	-0.00587803891814281	-0.007172363629096804
YDR482C	-6.0888361172801455e-05	-0.005899067060532512	-0.006930247214264107
YDR483W	-0.03344225397371939	-0.006942282364106605	-0.023121890569692476
YDR484W	-0.7511637389508821	-0.34361752079883223	-0.9198829651738063
YDR485C	-0.21204037622335353	-0.07069879329305671	-0.7928940646066893
YDR486C	-0.40945961576682255	-0.1742988708802627	-0.5337937184091398
YDR488C		-0.02778174205426913	-0.010710144487122016
YDR490C	-3.044418058640073e-05	-0.008164476686570788	-0.002236677657481184
YDR491C	0.0		-0.0015802857402980024
YDR492W	0.0	-0.009200298854501543	-0.0023209114835467514
YDR493W	-0.002301754134441427	-0.02512064846120139	-0.006003789334821076
YDR494W	-0.049898739441312887		-0.004374406337940854
YDR495C	-0.9811093859408827	-0.9571743119266298	-0.9385399347925858
YDR496C	0.0	-0.004122812899165504	-0.010610810326075616
YDR497C	0.0	-0.005757613844173596	-0.0026785016189790397
YDR500C	-0.00439050399035501	-0.01373755933076249	-0.03772888756226729
YDR501W	0.0	-0.006086415098901657	-0.014844348061443295
YDR502C	-0.0003052095454433282	-0.01217032046826147	-0.015552082602178028
YDR503C	-1.1356667496326874e-05	-0.007100909677072645	-0.025107976248846496
YDR504C	0.0		-0.004502586890478134
YDR505C		-0.005495397335746302	-0.0036074288870364627
YDR506C	-0.0005436545028094941		-0.00832266069102136
YDR507C	0.0	-0.0033115961414731743	-0.003175918254584151
YDR508C	-0.013008146570767005	-0.006827683401287742	-0.015532731459128896
YDR509W	-0.0011015967474605586	-0.00974127605657689	
YDR511W	0.0	-0.001802886509036474	-0.006640170312752177
YDR512C	-0.0005913434942694221	-0.01778199497673253	-0.02642504557758886
YDR513W	0.0	-0.008728854347930469	-0.003991601264938014
YDR514C	0.0	-0.006557252956455703	-0.006665104125129124
YDR515W	-0.0011731491902468585	-0.01465650075411476	-0.007660986011908261
YDR516C	0.0	-0.006234662556131786	-0.006242394258729326
YDR517W	0.0	-0.006600752199213321	-0.013263114886610779
YDR518W	-0.000639327792473677		-0.017668605903926802
YDR519W	-0.0010807684111357485	-0.004677394091288331	0.0
YDR520C	-3.044418058640073e-05	-0.007707588791396943	-0.016115420527206197
YDR521W	-0.0034106847694930853	-0.006972959646721062	-0.012578108166347541
YDR522C	0.0	-0.009299987479324916	-0.004875026933839239
YDR523C	-0.0007939678468936019		-0.005971225609542712
YDR524C	-0.001582618189115467	-0.0020754518566401437	-0.008138903470535018
YDR525W	0.0	-0.009827100014796447	-0.032056991184070995
YDR525W-A	-0.14289427770595772	-0.2609233140310523	-0.6029582152226038
YDR528W	0.0	-0.00903133821073024	-0.009242965384392662
YDR529C	0.0		0.0
YDR530C	0.0	-0.0064308544423126906	-0.017462113050370005
YDR532C	-0.00016744299327829117	-0.04963621144011131	-0.254058033469811
YDR533C	0.0	-0.00269960451508097	-0.0033846872082446927
YDR534C	0.0	-0.0032553834968461048	-0.0032949077066628655
YDR535C	-0.010106540795320624	-0.004430994463686666	-0.01443377192227057
YDR536W	-0.009590974591090946	-0.0025453213316780883	-0.027953577402643738
YDR537C	-0.020428622435765674	-0.022463253055530853	-0.011754438094037567
YDR538W	-0.01610890785700228	-0.007194266378716157	-0.02713593745880728
YDR539W	-0.019377440296109216	-0.0033630993560120562	-0.021202296987378445
YDR540C	-0.014732593995913378	-0.0033973059959364195	-0.06780121999462678
YDR541C	-0.023664817130786192	-0.004907219771942805	-0.01571849833590378
YEL001C	0.0	-0.020611496122228394	-0.0050723229505459195
YEL003W	-0.05720940127364054	-0.044639351909522784	-0.018726364577767024
YEL004W	-0.01799483326432161	-0.008006932378348468	-0.003955933551402043
YEL005C	-0.029722320990628274	-0.0226066917160101	-0.009286275537222435
YEL006W	-0.017522166266061512	-0.006321987286197734	-0.022553560829176186
YEL007W	-0.06315543347821773	-0.01977665950757217	-0.00713522420307674
YEL008W	-0.017235599203311903	-0.006370846187743227	-0.007630757920254621
YEL009C	-0.0027411307657349837	-0.006490183156426849	-0.005273277829085895
YEL010W	-0.00270169003530364	-0.004962005756122633	-0.005460797420361056
YEL011W	-0.02572828525403627	-0.011110490223821767	-0.007760092431326971
YEL012W	-0.042181449206206686	-0.011694634594096259	-0.27355667933116956
YEL013W	-0.1013184697572363	-0.005942211900973594	-0.0059868812195087145
YEL014C	-6.902127825485331e-05	-0.0012188939352212708	-0.007646230816931809
YEL015W	0.0	-0.012724706271815744	-0.006854298113283858
YEL016C	-0.0009958784436665546	-0.028884524123026546	-0.010193420582022302
YEL017C-A	-0.001784693052534162	-0.022757782178857013	-0.0076183304241225535
YEL017W	-0.037667493467539434	-0.011666217266982064	-0.002271609763805456
YEL018W		-0.005165218449456885	-0.008729862867172783
YEL020C	-0.03542736157849355	-0.004023545513012015	-0.01872647518326811
YEL023C	-0.0555487922258149	-0.004324801126685783	-0.012323210508913022
YEL024W		-6.231705902067469e-05	
YEL025C	0.0	-0.00025533322759515616	-0.015464057314295619
YEL027W	-0.2973590614646089	-0.18049626635107857	-0.5236557377343616
YEL028W	-9.860182611274935e-05	-0.01758596950362902	-0.013599155211457797
YEL029C	-0.04847466886903155	-0.00034397082196647516	-0.03307847343138749
YEL030W	-0.0008775562523381331	-0.016309849845367822	-0.011564911405900918
YEL031W	-0.6140877246269284		-0.8281024349065664
YEL033W	-0.006290796505553251		-0.0011721736175990467
YEL036C		-0.2900888025864534	-0.5243696112333776
YEL037C	-0.0036482675658966253	-0.01710123185516734	-0.01911153431775648
YEL038W	-0.008874164349528466	-0.021310149606335725	-0.016787641116754723
YEL039C	-0.02742116784002645	-0.010451824933347597	-0.01250982807172896
YEL040W	-0.06630282146458649	-0.009986549933693542	-0.01333106467088981
YEL041W	-0.015749939761442046	-0.008344540223532686	-0.010255213904872598
YEL042W	-0.06352240521262437	-0.01654784414647226	-0.02538874090717949
YEL043W	-0.0669786506501045	-0.03834414778165658	-0.060772069956122964
YEL044W	-0.42690131737288334	-0.19265019113585047	-0.8094356874729192
YEL045C	-0.001488887574230301	-0.006252852942656203	-0.028233278397728497
YEL046C	-0.0044075016269407245	-0.0032401480999038595	-0.029382017092775593
YEL047C	-0.0006704924175047981	-0.012394116601739946	-0.0024870125635403782
YEL048C	-0.014120092381868383	-0.025480007206781535	-0.009352453868131844
YEL049W	-0.00046342858270585074	-0.014092570340032433	-0.02485657974214857
YEL050C	0.0		-0.0026331436337751982
YEL051W	-0.5391698446290842	-0.2052178417562818	-0.5716699197649235
YEL052W	-0.0017156717742449212	-0.01339542483449048	-0.011641386202470256
YEL053C	-0.7720671570215389	-0.3494165742006424	-0.65736439941801
YEL054C	-0.022561113418533646	-0.006020510310051646	-0.231339050918918
YEL056W	-0.0011832219132498296	-0.010212753221979945	-0.009624240007082547
YEL057C	-0.003382042635416274	-0.01601845178638111	-0.007568688083711301
YEL059W	-0.00021692401744117105	-0.09570473682067632	-0.010915861632866675
YEL060C	-0.03955584030222614	-0.015905667484977213	-0.01618904604086264
YEL061C	-0.000867696069764684	-0.027396179804220867	-0.0041985264004655645
YEL062W	-0.006785049170190331	-0.025775611151993862	-0.017983742397931296
YEL063C	0.0	-0.015121325818365127	-0.011421913026770945
YEL064C	-0.0010155988089166146	-0.015814206633772608	-0.01625492208135406
YEL065W	-0.0063302372359845946	-0.016974354710841813	-0.005144438515813914
YEL066W	-0.019996450334262554	-0.012768432278921292	-0.014230953807622685
YEL067C	-0.012473792702507706	-0.01859226701385524	-0.010547321304372154
YEL068C	-0.012597121161396177	-0.008605642727234394	-0.008914098662426522
YEL071W	-0.012667594566506025	-0.013425896801252562	-0.009365417207331962
YEL072W	-0.08412326728737349	-0.011273383194541745	-0.0042998524400633805
YER001W	-0.03081449637941952	-0.019927767215670245	-0.028177094242059705
YER002W	-0.023282651209498767	-0.010521284394092938	-0.009754325506841577
YER004W	-0.021265349988555775	-0.025590903001126573	-0.0046673506085700344
YER005W	-0.03902464807344191	-0.018987079495383332	-0.013041181722890665
YER007C-A		-0.01771559289915233	-0.007087419194938975
YER007W	-0.03749814544293324	-0.011292242256163421	-0.012954779301820957
YER010C	-0.023235200042655915	-0.011204720977755317	-0.0037268312923545354
YER011W	-0.04234933108885746	-0.010802707290715311	-0.004809263866514366
YER014C-A	-0.015302833437483562	-0.0068267934977436235	
YER014W	-0.014171939860724873		
YER016W	-0.08338037200831717	-0.032346821723368495	-0.01068509654198713
YER017C	-1.7618351269781627e-05	-0.0045084474972867435	-0.0005096407032807506
YER019C-A	-0.0250268679856987	-0.01191445304388624	-0.010436761892875044
YER019W	-0.03374517884332507	-0.12380558138539564	-0.14725441396780867
YER020W	-0.021674080249611507	-0.004719082677633078	-0.0023139876039277264
YER024W	-0.023599781532447007	-0.011387775836828087	-0.005579259188466775
YER027C	-0.00706384718469564	-0.04004908409040616	-0.012544094230196947
YER028C	-0.07478221050911917	-0.015309854238100107	-0.004544439937464824
YER030W	-0.019309712997057023	-0.006779279385393128	-0.006718019799185651
YER031C	-0.047851047098545776	-0.01416769731033114	-0.11165046223392602
YER032W	-0.018437604608957058	-0.0037599576711090862	-0.01296813835249882
YER033C	-0.009873783182941555	-0.006801133766256381	-0.004369105697574325
YER034W	-0.012297609189717725	-0.015756079911914387	-0.004091688364045966
YER035W	-0.03780513625165999	-0.017827654309479902	
YER037W	0.0	-0.03517914460254786	-0.02025394640938166
YER038W-A	-0.008950122447537552	-0.008002821931701496	-0.008205441899857158
YER039C	-0.004721718141622524	-0.001817856717143019	-0.00886891381732989
YER039C-A	-0.004691510282991902	-0.01048501091919626	-0.037162220421138516
YER040W	-0.0005461688895168405	-0.004548747535902273	-0.007748462634380631
YER041W	-0.002766081150123767	-0.006992069467154866	-0.006339229715530255
YER042W	-0.012509029405016546	-0.010185409731263435	-0.00589388277399068
YER044C	-0.05733046280459991		-0.0025654057718003513
YER044C-A	-0.019403840905698248	-0.0158247870796576	-0.00474341735214101
YER045C	-0.015010835286032146	-0.014871244789081466	-0.013045770757448963
YER046W	-0.014870936544238201	-0.01944374787609783	-0.025065098553169282
YER046W-A	-0.014658468260544346	-0.01454952177291613	-0.009633592576676063
YER047C	-0.0048274282492719355	-0.0086407927069772	-0.019573685171326922
YER048C	-0.0022903856657167745	-0.006367496349346937	-0.01167794600592816
YER049W	-0.00269560774504464	-0.001614562464578693	-0.010961174267938516
YER050C	-0.0014828821407048567	-0.010297014239367124	0.0
YER051W	-0.009108687609027031	-0.006588063518196626	-0.016522179331388196
YER052C	-0.00424602265718481	-0.0037435854742674476	-0.009380677485256499
YER053C	-0.0049331383569213485	-0.010065984556815774	-0.005727522576720247
YER054C	-0.0018323085325795642	-0.010647748215450612	-0.0054960557345505425
YER055C	-0.030101338684660903	-0.012724382850832085	-0.011528959932611757
YER056C	-0.00488028330308128	-0.0060460984503854075	-0.0032482845798421063
YER056C-A	-0.00976056660616256	-0.010195547452242232	-0.020714168759486756
YER057C	-0.006289751405063195	-0.002449204175785055	-0.014249969829603172
YER058W	0.0		0.0
YER059W	-0.001973255342768539	-0.007874144485997986	-0.0033813429928907556
YER060W	-0.0015504149121708922	-0.04180642644029735	-0.005806175114292263
YER060W-A	-0.0015327965609011102	-0.010554184400506872	-0.00659201326767465
YER061C	-0.002343240719526119	-0.011635546183581959	0.0
YER062C	-0.010623865818627636	-0.015797647705995933	-0.007526846086625591
YER063W	-0.024291555627221663	-0.017203240759873346	-0.02285778337271737
YER064C	-0.02776168327140724	-0.02665057220792524	-0.019055338081375578
YER065C	-0.006994485456038796	-0.019738069787365715	-0.008988630364173486
YER066C-A	-0.013742313994269926	-0.015547119240790054	-0.005164998171840389
YER066W	-0.03123673773134148	-0.01683683639050812	-0.01700322474950691
YER067C-A	-0.0015151782096313286	-0.02172154532875911	-0.008372797546584912
YER067W	-0.004739336492892305	-0.012269480787421162	-0.005432203868453446
YER068C-A	-0.0038231822265871627	-0.0053611711334150824	-0.011384205300684463
YER068W	-1.7618351269781627e-05	-0.00681877388427672	0.0
YER069W	-0.0037703271727778185	-0.009118965531638292	-0.014300352039519997
YER070W	-1.8560795881758967e-05		0.0
YER071C	-0.0063514156345381555	-0.007193540662981555	-0.02012908145805334
YER072W	-0.0033298683909103893	-0.00559506330311484	-0.009728602854973336
YER073W	-0.01705456403387981	-0.004265967062769676	-0.013126664931057182
YER074W	-0.012262372487178161	-0.0022046341409654464	-0.09986151332536283
YER075C	-0.010940996141606596	-0.0008447702185801796	-0.06472947465437716
YER077C	-0.02479258830070576		-0.013641382825101522
YER078C	-0.01632649027410225	-0.019553006389612756	-0.017399851696036653
YER079W	-0.020067302101872686	-0.03072333868664865	-0.00490271332626135
YER080W	-0.052299017559819874	-0.0025156435545822284	-0.007513006495692539
YER081W	-0.009672474849782932	-0.01920280270015281	-0.013278475193883733
YER083C	-0.11628785936474736	-0.046905990148813415	-0.017019154669391988
YER084W	-0.02140393643851226	-0.04779948780845723	-0.02836789762929595
YER085C	-0.006959248753529955	-0.002441831198104699	-0.0075801459070808375
YER086W	-0.012773304674124717	-0.004481280337068888	-0.023884025762030123
YER087C-B	-0.025414149218414887	-0.008144808829064017	-0.046009634707426354
YER087W		-0.0011200987217964695	
YER088C	-0.028582594741866002	-0.032779601139627634	-0.037188546634485266
YER089C	-0.0059095879227251	-0.012938439763177172	-0.01466262435305047
YER090W	-0.009177296464356121	-0.04663905560798419	-0.020193484971286695
YER091C	-0.016119595238570848	-0.015426981569443972	-0.008036006828898495
YER091C-A	-0.01164961167959247	-0.01611095118781109	-0.02356481401647373
YER092W	-0.000969217174021823	-0.0012896680372121085	-0.005699356774567086
YER093C-A	-0.009881480276865428	-0.0037803840894958976	-0.027910465778007206
YER095W	-0.07515941352466202	-0.0041662966761395	-0.023409612167830354
YER096W	-0.0212632388513133	-0.0018471431954132193	-0.008941350945874615
YER097W	-0.03845153880817183	-0.008032141147967319	-0.013399092931414952
YER098W	-0.03121207156096359	-0.0058204847007998104	-0.011183155426041756
YER101C	-0.008990238686529671	-0.00594198291669507	-0.011141636141633205
YER103W	-0.000714530696239117	-0.010446484776907336	-0.011994541406316145
YER106W	-0.011668592407216564	-0.01116827645314429	-0.010540113481329286
YER110C	0.0	-0.0072159757139906595	-0.0018315018315240813
YER111C	-0.003248525335759005	-0.00751519667174977	-0.0036450477627130106
YER113C	-0.009889104835948051	-0.030434269465746653	-0.029815772462856913
YER114C		-0.0029266055046040127	-0.016931239024574482
YER115C	-0.0032201516710496244	-0.005146481789292539	-0.010324642677589256
YER116C	-0.01846152181007866	-0.010604291289175963	-0.018386841916268316
YER117W	-0.012782637603973862	-0.005643384116237411	-0.025811606693973147
YER118C	-0.01340748091714192	-0.0049600398472464955	-0.005117431588035025
YER119C	-0.017353558428535244	-0.009287635558104586	-0.01174315880199975
YER119C-A	-0.0053542166838197805	-0.00873566409711809	-0.00816095669038149
YER120W	-0.004858808734399414	-0.006646569479680722	-0.00885225885226724
YER121W	-0.0035533917661689815	-0.014147302589935856	-0.003537312360858653
YER122C	-0.026238919308325972		
YER123W	-0.12546756145197752	-0.0990413894269172	-0.18067279613616175
YER124C	-0.00023817689874637226	-0.015479857086267182	-0.0025856496445045853
YER128W	-0.005058877329390225	-0.008946995981302632	-0.009879074241981721
YER129W	-0.024547019678559368	-0.0078990593063179	-0.028864109746471536
YER130C	-0.001409176988054642	-0.0057235806066912275	-0.00570997629821834
YER131W	0.0		-0.03434963729082923
YER132C	-0.00546872833021462	-0.003946128655681913	-0.013799109387353157
YER134C	-0.010194656081013616	-0.006197689123368802	-0.02990555196440743
YER135C	-0.012655879732808286	-0.0053193197412477475	-0.021744595274025936
YER137C	-0.006874065400322304	-0.01071368333336559	-0.025641025641055342
YER139C	-0.002115010860842534	-0.012918228730835427	-0.01756087050207245
YER140W	-0.011009563661635455	-0.019986555882530132	-0.03051429012491416
YER141W	-0.10108740242179606		
YER142C	-0.0003048664303767501	-0.01233194009322827	-0.01484177176295096
YER143W	-0.000114324911366362	-0.008004130230689799	-0.008582106909200546
YER144C	-0.02295098400805676	-0.01044253595794942	-0.028160513200784793
YER145C	-0.004315931312167452		-0.012977009337558224
YER149C	-0.006044587103286973	-0.006846953629894053	-0.009726343643640981
YER150W	-0.001248856373806923	-0.004790157598792324	-0.030096423787226115
YER151C	-0.0809814297359136	-0.04152192591446559	-0.22573132032027485
YER152C	-0.010288120897653262	-0.012430185760073426	-0.031201510030957648
YER153C	-0.0009048438239471142	-0.009756937407745832	-0.02155605832077298
YER154W	-0.015339442641700741		-0.005724963900455672
YER155C	-0.040253472721527364	-0.02217147732490273	-0.014982285721061164
YER156C	-0.01864386494445079	-0.006175393403963517	-0.015655993510837445
YER158C	-0.017842261873344735	-0.008720578378235314	-0.011021970309411464
YER161C	-0.02068301112139659	-0.005831269016293664	-0.03844951764913355
YER162C	-0.03598914167586531	-0.003943441382970757	-0.01454048320412778
YER163C	-0.03753487329952321	-0.0014042453571685336	-0.01273852123881224
YER164W		-0.001525576527524847	-0.009517485793173483
YER166W	-0.00683493974989003	-0.0018996426928561299	-0.025078216624811155
YER167W	-0.04622499724317028	-0.019642144590907597	-0.03295805501690581
YER169W	-0.005069939941572999	-0.006718151782200879	-0.013718307835954562
YER170W	-0.040216547312088104	-0.008599939272709125	-0.02479709832652432
YER173W	-0.01974236337527275	-0.017263178042384707	-0.014256984845226351
YER174C	-0.026834804582466388	-0.020662564855171074	-0.006275587157945891
YER175C	-0.024203406713739314	-0.020025095434448057	-0.01569440588147464
YER176W	-0.020414939485069592	-0.024333958781065396	-0.017919566725351846
YER177W	-0.022699914975875552	-0.018427708575660465	-0.012672497152414225
YER178W	-0.052009171527826074	-0.015392035876927517	-0.010234049737623596
YER179W	-0.04493311850369827	-0.019061417198158057	-0.007636394344373339
YER180C	-0.03381351751232637	-0.009369755419236491	-0.009901955963943714
YER181C	-0.015629538744640997	-0.005776432070893644	-0.02667874713130333
YER182W	-0.03661524934616321	-0.006835198175832953	-0.009803921568652622
YER183C	-0.024785024935890736	-0.008131716041190428	-0.012111254758322426
YER184C	-0.014390730159226105	-0.009509359330454464	-0.00975903181786171
YER185W	-0.03099081604717254	-0.015158019243774825	-0.01179702650291127
YER186C	-0.05890574392535076	-0.015052501256797475	-0.008250736191932012
YER187W	-0.036171656308941286	-0.015895561837085632	-0.013226207709021913
YER188W	-0.020714887251418727	-0.01366443183822065	-0.018124126989605516
YFL001W	-0.01709043621237895	-0.00083104656261938	0.0
YFL003C	-0.020167577747587505	-0.013224322039723964	-0.012681837339959858
YFL004W	-0.028928273406237503	-0.021742070543023795	-0.006254586552771101
YFL007W	-0.015053119298310675	-0.030851793456681792	-0.012302346798982795
YFL010C	-0.017336784989193017	-0.02740012603420254	-0.008174586284309608
YFL010W-A	-0.009210474624685551	-0.020588973863230147	-0.017639953049031352
YFL011W	-0.011077488023802477	-0.019562440404938958	-0.008954988171254003
YFL012W	-0.00455897800812893	-0.019585764888342405	-0.07191268364626872
YFL012W-A	0.0	-0.006205626874836809	0.0
YFL013C	-4.768899145992794e-05	-0.013424563367429825	-0.05033415795007841
YFL014W	-0.00028391668748738483	-0.006165705492925028	-0.0167079652373895
YFL015C	-0.02654780946435145	-0.008374660407241484	-0.004426207972554401
YFL016C	-0.008832001220840125		0.0
YFL018C	-0.059805637504681555	-0.00794101451896702	-0.0029644100908602887
YFL019C		-0.006735979052840327	-0.018252172663926886
YFL020C	-0.026625833886007717	-0.00824018760004749	-0.004590582113802045
YFL021W	-0.024090040182570306	-0.01326179950736991	-0.012663335535301683
YFL023W	-0.01664335453423916	-0.002135616609001911	-0.0198816439945401
YFL025C	-0.019233019935224718	-0.008944078432952763	-0.022688949456367284
YFL026W	-0.022373502906404618	-0.02309772195613196	
YFL027C	-0.025004268512614315	-0.02327620744563254	-0.0215363406624632
YFL028C	-0.00882651269846599	-0.01846824088103135	-0.028833216830434535
YFL030W	-0.009765889084647712	-0.03899287419596333	-0.010619517949086147
YFL031W	-0.02839795194706203	-0.03699552959556637	-0.009809637160077385
YFL032W	-0.007077989815352865	-0.018543681571207823	-0.007331488033715009
YFL033C	-0.030183547293775658	-0.010898277313115327	-0.02615893627177577
YFL034C-A	-0.01603401864782812	-0.009451976711972804	-0.008924660923511754
YFL034W	-0.00904517453797503	-0.00736530640125189	-0.006103552365807185
YFL036W	-0.0011508602192343072		-0.005400888140284622
YFL040W	-0.022617329224076197	-0.003284517256650733	-0.008471142080640957
YFL041W	-0.025465220614070624	-0.007866226861677808	-0.008328280083738353
YFL042C	-0.01260383205288958	-0.006106192368179936	-0.011574909193589104
YFL044C	-0.015097725588123027	-0.014155524039631565	-0.0095674990746346
YFL046W	-0.012201068934580676	-0.014180655219996554	-0.010455301123870126
YFL047W	-0.01140131861271452	-0.01153596101333814	-0.015717814288531345
YFL048C	-0.023982815882182894	-0.031386879322264104	-0.017767999189530162
YFL049W	-0.02523336471667441	-0.041726134539927594	-0.007273526691444635
YFL050C	-0.011237160917218308	-0.010933883005668638	-0.005556279646629881
YFL051C	-0.0005646817248319565	-0.0026516193699277803	-0.009114802803968262
YFL052W	-0.02666638776005711	-0.004302046361461986	-0.0061890355739737035
YFL053W		-0.0027163514117851573	-0.005498586225893533
