orf	hap a | transport to vacuoles (CPY) | standard | YPD | Schluter C~Conibear E, 2008	hap alpha | transport to vacuoles (CPY) | standard | YPD | Schluter C~Conibear E, 2008	hom | transport to vacuoles (CPY) | standard | YPD | Schluter C~Conibear E, 2008
YAL002W	-6.199245291487805	-10.74548746420535	-8.346513597977534
YAL004W	-0.1897598085548375	-0.020971175544589805	-0.007050083573402513
YAL005C	0.05801421341954428	-0.1155802935109892	-0.15892317220799895
YAL007C	-0.010967862676433881	0.0389009095721297	0.04581960947887948
YAL008W	0.0792968854339173	0.02721742815084825	0.0845907177170557
YAL009W	0.08059109093939697	-1.3348564435320218	-2.162713112976988
YAL010C	0.08646107909449569	0.01997545619503632	0.08592225072743616
YAL011W	-0.6076703683951421	-0.5329087700098984	-1.5334620472782161
YAL012W	0.08560608909999375	-0.09149556929770938	-0.05694941840381691
YAL013W	0.08646107909449569	0.08340326329579059	0.08592225072743616
YAL014C	-0.6474917006683418	-0.3352891224925369	-1.788919002464079
YAL015C	0.06629240184354276	0.002892779249362459	-0.02467914099708279
YAL016W	-8.085583780028113	-0.44473248084418	
YAL017W	0.07133457115621537	-0.018448523735037477	-0.021696946685675223
YAL018C	0.05929356981224145	-0.31942624639524364	-0.06399270112744616
YAL019W	0.05357409417389975	-0.026517653761258267	0.08592225072743616
YAL020C	0.07901070951292331	-0.013341802273073952	0.08592225072743616
YAL021C	0.07583830918409185	-0.014447468131925698	0.0761315668288654
YAL022C	0.0787472134213014	0.03668957785410491	0.08592225072743616
YAL023C		-0.12668510078033837	-0.9872980388631176
YAL024C	0.04057464922682344	-0.4976212304903347	0.0802695881578664
YAL026C	0.08510646644342001		0.044801378353439066
YAL027W	0.08646107909449569	-0.09399363029260203	0.08380746300538858
YAL028W	0.048983462411498216	0.05244043659103491	0.06422609520797394
YAL029C		0.038677569768377704	0.08592225072743616
YAL030W		0.04858108681762609	0.041903335919451216
YAL031C	0.06380894531626449	0.0660239296397776	-0.03548222961484099
YAL034C	0.07727981556995506	0.05496517972463849	-0.13064767710889388
YAL035W	0.08646107909449569	-0.0481799398930746	0.08592225072743616
YAL036C	0.061626513822762706	0.003567077762994139	0.08592225072743616
YAL037W	0.004083514978774784	0.0008475762527124375	0.08592225072743616
YAL039C	0.08646107909449569		0.06901513393195903
YAL040C	0.08066634719777548	0.03834807664270382	-0.01660579105847306
YAL042C-A	-0.11240259981859585	-0.08678269294355428	-1.3614758866446781
YAL042W	-0.0805061788562753	-0.11408926943270561	-1.1530344979798157
YAL044C	0.08646107909449569	0.07322960375334042	-0.007198982105958674
YAL045C	0.08623531031936015	0.0604558169618561	-0.33368768826611533
YAL046C	0.07419430897538622	0.011770293657886741	-0.026175723198887144
YAL047C	-0.5654873801008636	-0.48287848727921484	-1.290755382499365
YAL048C		0.05440467860730295	0.009006638020144238
YAL049C	0.034985798349158034	0.05043013722164984	-0.021931923099175393
YAL051W	0.05763793212738926	0.037708008761384824	0.08592225072743616
YAL053W	-0.24581448033449455	-0.07568620274198827	0.08592225072743616
YAL054C	-0.052038220120438954	-0.1300500522806952	-0.025226515809158412
YAL055W	-0.17531179718780585	0.06690623158185555	0.08592225072743616
YAL056C-A	-1.171258533744608	-0.23949759302520066	-0.36910516978937985
YAL056W	-0.19621243215946046	0.038624493107416766	0.08592225072743616
YAL058W	-0.6680183088644808	-0.07600944601013679	-0.30486014697079017
YAL059W	0.06750292525058366	0.05913445537330531	0.08592225072743616
YAL060W	0.04135147464426134	0.055025203351549236	0.08592225072743616
YAL061W	-0.04156145391893222	0.054078695134779316	0.08592225072743616
