ORF	hap a | growth (GI50) | methyl methanesulfonate [0.004-0.016%] | Svensson JP~Samson LD, 2011
YLR134W	0.012
YLR135W	0.006
YLR136C	0.012
YLR137W	0.012
YLR138W	0.012
YLR139C	0.010
YLR142W	0.011
YLR143W	0.012
YLR144C	0.011
YMR074C	0.010
YLR149C	0.013
YLR150W	0.011
YLR151C	0.015
YLR152C	0.013
YLR154C	0.013
YLR164W	0.012
YLR165C	0.011
YLR168C	0.011
YLR169W	0.011
YLR170C	0.013
YLR171W	0.012
YLR172C	0.012
YLR173W	0.013
YLR174W	0.012
YLR176C	0.010
YLR177W	0.010
YLR178C	0.012
YLR179C	0.012
YLR180W	0.009
YLR181C	0.014
YLR182W	0.008
YLR185W	0.012
YLR187W	0.011
YLR188W	0.012
YLR189C	0.012
YLR190W	0.010
YLR191W	0.011
YLR193C	0.012
YLR194C	0.012
YLR199C	0.013
YLR200W	0.010
YLR201C	0.014
YLR202C	0.013
YLR203C	0.012
YLR204W	0.013
YLR207W	0.013
YLR209C	0.012
YLR210W	0.011
YLR211C	0.013
YLR213C	0.012
YLR214W	0.011
YLR216C	0.012
YLR217W	0.011
YLR218C	0.012
YLR219W	0.014
YLR220W	0.013
YLR221C	0.013
YLR224W	0.012
YLR225C	0.012
YLR227C	0.011
YKL001C	0.013
YKL002W	0.014
YKL003C	0.014
YKL006W	0.012
YKL007W	0.013
YKL008C	0.013
YKL009W	0.011
YKL010C	0.016
YKL011C	0.013
YKL016C	0.012
YKL017C	0.012
YKL020C	0.012
YKL023W	0.014
YKL025C	0.013
YKL026C	0.014
YKL027W	0.013
YKL029C	0.014
YKL031W	0.015
YKL032C	0.018
YKL034W	0.011
YKL038W	0.012
YKL039W	0.013
YKL040C	0.014
YKL041W	0.013
YKL043W	0.013
YKL044W	0.013
YKL046C	0.014
YKL047W	0.013
YKL048C	0.011
YKL050C	0.014
YKL051W	0.012
YKL053W	0.013
YKL054C	0.004
YKL055C	0.012
YKL056C	0.012
YKL057C	0.009
YKL061W	0.014
YKL062W	0.013
YKL063C	0.014
YKL064W	0.012
YKL065C	0.013
YKL066W	0.012
YKL067W	0.012
YKL068W	0.013
YKL069W	0.013
YKL070W	0.013
YKL071W	0.011
YKL072W	0.014
YKL073W	0.021
YKL074C	0.013
YKL075C	0.014
YKL076C	0.013
YKL077W	0.013
YKL079W	0.000
YKL080W	0.012
YKL081W	0.012
YKL084W	0.012
YKL085W	0.012
YKL086W	0.014
YKL091C	0.014
YKL092C	0.014
YKL093W	0.014
YKL094W	0.013
YKL096W	0.012
YKL097C	0.013
YKL098W	0.007
YKL100C	0.013
YKL101W	0.013
YKL102C	0.011
YKL103C	0.014
YKL105C	0.014
YKL106W	0.011
YKL107W	0.013
YKL113C	0.003
YKL114C	0.008
YKL116C	0.012
YKL117W	0.011
YKL118W	0.011
YKL119C	0.007
YKL120W	0.013
YKL121W	0.015
YKL123W	0.013
YKL124W	0.013
YKL126W	0.013
YKL127W	0.013
YKL128C	0.012
YKL129C	0.013
YKL130C	0.012
YKL131W	0.011
YKL132C	0.014
YKL133C	0.015
YKL134C	0.011
YKL135C	0.011
YKL136W	0.012
YKL137W	0.011
YKL138C	0.013
YKL140W	0.013
YKL143W	0.013
YKL146W	0.014
YKL147C	0.011
YKL148C	0.013
YKL149C	0.013
YKL150W	0.012
YKL151C	0.013
YPR151C	0.013
YKL156W	0.014
YKL157W	0.014
YKL160W	0.013
YKL161C	0.013
YKL162C	0.014
YKL163W	0.013
YKL164C	0.012
YKL166C	0.012
YKL167C	0.011
YKL168C	0.011
YKL169C	0.011
YKL170W	0.011
YKL171W	0.012
YKL174C	0.014
YKL175W	0.015
YKL176C	0.010
YKL177W	0.013
YKL178C	0.012
YKL179C	0.012
YKL183W	0.013
YKL184W	0.013
YKL185W	0.013
YKL187C	0.014
YKL188C	0.014
YKL190W	0.011
YGR027C	0.012
YGR031W	0.012
YGR033C	0.013
YGR034W	0.014
YGR035C	0.013
YGR036C	0.013
YGR037C	0.010
YGR039W	0.010
YGR041W	0.011
YGR042W	0.011
YGR043C	0.000
YGR044C	0.011
YGR045C	0.013
YGR049W	0.012
YGR051C	0.013
YGR052W	0.013
YGR056W	0.011
YGR057C	0.009
YGR058W	0.011
YGR059W	0.011
YGR061C	0.012
YGR062C	0.012
YGR064W	0.010
YGR066C	0.014
YGR067C	0.012
YGR068C	0.012
YGR069W	0.013
YGR070W	0.012
YGR071C	0.012
YGR072W	0.019
YGR078C	0.009
YGR079W	0.011
YGR080W	0.013
YGR081C	0.014
YGR084C	0.013
YGR085C	0.014
YGR087C	0.012
YGR088W	0.012
YGR096W	0.012
YGR097W	0.012
YGR100W	0.013
YGR101W	0.012
YGR102C	0.012
YGR104C	0.009
YGR105W	0.011
YGR107W	0.011
YGR108W	0.012
YGR109C	0.012
YGR111W	0.013
YGR112W	0.013
YGR118W	0.013
YGR121C	0.014
YGR122W	0.009
YOR097C	0.012
YOR100C	0.012
YOR101W	0.012
YOR104W	0.011
YOR105W	0.012
YOR106W	0.010
YOR107W	0.012
YOR108W	0.012
YOR109W	0.011
YOR111W	0.013
YOR112W	0.014
YOR113W	0.011
YOR115C	0.011
YOR118W	0.012
YOR120W	0.013
YOR121C	0.012
YOR123C	0.008
YOR124C	0.011
YOR125C	0.011
YOR126C	0.010
YOR127W	0.011
YOR129C	0.012
YOR130C	0.011
YOR131C	0.011
YOR132W	0.012
YOR133W	0.011
YOR134W	0.012
YOR135C	0.012
YOR136W	0.012
YOR137C	0.011
YOR138C	0.011
YOR139C	0.012
YOR140W	0.011
YOR141C	0.011
YOR142W	0.011
YOR144C	0.008
YOR152C	0.011
YOR153W	0.011
YOR154W	0.011
YOR155C	0.013
YOR156C	0.011
YOR161C	0.011
YOR162C	0.010
YOR163W	0.013
YOR164C	0.012
YOR165W	0.011
YOR166C	0.012
YOR167C	0.013
YOR170W	0.011
YOR171C	0.010
YOR172W	0.012
YOR177C	0.012
YOR178C	0.012
YOR182C	0.012
YOR183W	0.011
YOR184W	0.010
YOR185C	0.011
YOR186W	0.012
YOR187W	0.013
YOR188W	0.013
YOR189W	0.012
YOR190W	0.013
YOR191W	0.012
YOR192C	0.011
YOR193W	0.012
YOR197W	0.012
YOR198C	0.011
YOR199W	0.011
YOR200W	0.009
YOR201C	0.013
YOR202W	0.012
YOR205C	0.012
YOR208W	0.012
YOR209C	0.008
YOR211C	0.010
YOR212W	0.012
YOR213C	0.011
YOR214C	0.011
YOR215C	0.012
YOR216C	0.011
YOR219C	0.010
YOR220W	0.013
YOR221C	0.012
YOR222W	0.010
YOR223W	0.010
YOR225W	0.011
YOR226C	0.011
YOR227W	0.013
YOR228C	0.010
YOR230W	0.012
YOR231W	0.010
YOR233W	0.011
YOR234C	0.012
YOR235W	0.012
YOR237W	0.011
YOR238W	0.012
YOR239W	0.011
YOR241W	0.016
YOR242C	0.011
YOR245C	0.011
YOR246C	0.013
YOR247W	0.012
YOR248W	0.011
YOR251C	0.011
YOR252W	0.012
YOR253W	0.013
YOR255W	0.009
YOR258W	0.012
YOR263C	0.011
YOR264W	0.011
YOR277C	0.011
YOR279C	0.010
YOR280C	0.010
YOR283W	0.010
YOR284W	0.011
YOR285W	0.011
YOR286W	0.011
YOR288C	0.011
YJL218W	0.010
YJL217W	0.010
YJL216C	0.010
YJL215C	0.012
YJL214W	0.011
YJL212C	0.011
YJL210W	0.011
YJL211C	0.010
YJL209W	0.014
YJL208C	0.013
YJL207C	0.012
YJL206C	0.010
YJL204C	0.003
YJL201W	0.014
YJL200C	0.010
YJL199C	0.012
YJL198W	0.012
YJL197W	0.011
YJL196C	0.009
YJL191W	0.009
YJL190C	0.012
YJL189W	0.006
YJL188C	0.016
YJL187C	0.011
YJL186W	0.012
YJL185C	0.012
YJL183W	0.011
YJL181W	0.011
YJL182C	0.013
YJL180C	0.004
YJL179W	0.014
YJL178C	0.011
YJL176C	0.008
YJL170C	0.011
YJL169W	0.011
YJL168C	0.011
YJL166W	0.011
YJL165C	0.011
YJL164C	0.011
YJL163C	0.012
YJL162C	0.015
YJL161W	0.010
YJL159W	0.012
YJL158C	0.014
YJL157C	0.012
YJL155C	0.011
YJL154C	0.010
YJL153C	0.011
YJL152W	0.011
YJL151C	0.012
YJL150W	0.011
YJL149W	0.011
YJL148W	0.014
YJL147C	0.009
YJL146W	0.010
YJL145W	0.009
YJL144W	0.011
YJL140W	0.003
YJL139C	0.012
YJL138C	0.011
YJL135W	0.012
YJL134W	0.012
YJL133W	0.013
YJL132W	0.012
YJL131C	0.011
YJL130C	0.009
YJL129C	0.011
YLR324W	0.011
YLR326W	0.011
YLR327C	0.011
YLR328W	0.010
YLR329W	0.011
YLR330W	0.009
YLR331C	0.013
YLR332W	0.013
YLR333C	0.010
YLR335W	0.011
YLR341W	0.010
YLR342W	0.012
YLR344W	0.011
YLR345W	0.012
YLR348C	0.009
YLR349W	0.009
YLR350W	0.010
YLR351C	0.011
YLR352W	0.012
YLR353W	0.010
YLR354C	0.010
YLR356W	0.011
YLR357W	0.008
YLR360W	0.010
YLR362W	0.011
YLR363C	0.013
YLR364W	0.012
YLR365W	0.013
YLR366W	0.014
YLR367W	0.013
YLR368W	0.010
YLR371W	0.012
YLR372W	0.010
YLR373C	0.012
YLR374C	0.011
YLR375W	0.011
YLR376C	0.007
YLR377C	0.013
YLR380W	0.013
YLR381W	0.012
YLR386W	0.009
YLR387C	0.010
YLR388W	0.012
YLR390W	0.010
YLR392C	0.012
YLR393W	0.011
YLR395C	0.012
YLR398C	0.014
YLR400W	0.012
YLR401C	0.014
YLR402W	0.012
YLR404W	0.015
YLR405W	0.010
YLR407W	0.011
YLR412W	0.010
YLR413W	0.011
YLR414C	0.010
YLR415C	0.011
YLR416C	0.014
YLR417W	0.010
YLR418C	0.008
YLR421C	0.015
YLR228C	0.013
YLR231C	0.012
YLR232W	0.012
YLR233C	0.004
YLR234W	0.004
YLR235C	0.002
YLR236C	0.012
YLR238W	0.013
YLR239C	0.013
YLR241W	0.015
YLR242C	0.012
YLR247C	0.013
YLR248W	0.011
YLR250W	0.012
YLR251W	0.011
YLR252W	0.011
YLR254C	0.012
YLR255C	0.014
YLR257W	0.012
YLR258W	0.012
YLR260W	0.012
YLR261C	0.013
YLR262C	0.014
YLR263W	0.011
YLR264W	0.011
YLR265C	0.010
YLR266C	0.010
YLR268W	0.008
YLR269C	0.011
YLR270W	0.012
YLR271W	0.011
YLR273C	0.012
YLR278C	0.012
YLR279W	0.014
YLR280C	0.009
YLR281C	0.011
YLR282C	0.010
YLR283W	0.010
YLR284C	0.011
YLR285W	0.012
YLR287C	0.011
YLR287C-A	0.014
YLR288C	0.012
YLR289W	0.013
YLR290C	0.015
YLR292C	0.010
YLR294C	0.009
YLR295C	0.011
YLR296W	0.011
YLR297W	0.011
YLR299W	0.013
YLR300W	0.013
YLR303W	0.011
YLR304C	0.013
YLR306W	0.013
YLR307W	0.013
YLR308W	0.011
YLR309C	0.009
YLR311C	0.010
YLR312C	0.010
YLR312W-A	0.013
YLR313C	0.011
YLR315W	0.012
YLR318W	0.012
YLR319C	0.012
YLR320W	0.003
YLR322W	0.010
YDR148C	0.008
YDR149C	0.010
YDR150W	0.010
YDR151C	0.010
YDR152W	0.012
YDR153C	0.011
YDR154C	0.012
YDR155C	0.012
YDR156W	0.013
YDR157W	0.013
YDR158W	0.010
YDR159W	0.012
YDR161W	0.011
YDR162C	0.009
YDR169C	0.010
YDR171W	0.011
YDR173C	0.012
YDR175C	0.016
YDR176W	0.012
YDR178W	0.016
YDR179C	0.013
YDR179W-A	0.013
YDR181C	0.009
YDR183W	0.013
YDR184C	0.011
YDR185C	0.011
YDR186C	0.011
YDR191W	0.011
YDR192C	0.011
YDR193W	0.012
YDR194C	0.014
YDR195W	0.009
YDR197W	0.013
YDR198C	0.014
YDR199W	0.010
YDR200C	0.009
YDR203W	0.011
YDR204W	0.012
YDR207C	0.005
YDR209C	0.011
YDR210W	0.012
YDR213W	0.012
YDR214W	0.014
YDR215C	0.014
YDR216W	0.009
YDR217C	0.007
YDR218C	0.011
YDR219C	0.010
YDR220C	0.011
YDR222W	0.012
YDR223W	0.011
YDR225W	0.012
YDR226W	0.010
YDR227W	0.011
YDR229W	0.013
YDR230W	0.014
YDR231C	0.010
YDR233C	0.009
YDR234W	0.010
YDR237W	0.009
YDR239C	0.012
YDR241W	0.012
YGL194C	0.010
YGL195W	0.012
YGL196W	0.010
YGL197W	0.012
YGL198W	0.011
YGL199C	0.010
YGL200C	0.003
YGL202W	0.013
YGL203C	0.012
YGL204W	0.015
YGL208W	0.014
YGL209W	0.015
YGL210W	0.012
YGL211W	0.011
YGL212W	0.011
YGL213C	0.013
YGL214W	0.009
YGL215W	0.011
YGL216W	0.011
YGL217C	0.010
YGL218W	0.006
YGL220W	0.013
YGL221C	0.016
YGL222C	0.013
YGL224C	0.013
YGL226C-A	0.012
YGL226W	0.015
YGL228W	0.011
YGL229C	0.011
YGL230C	0.011
YGL231C	0.012
YGL232W	0.013
YGL234W	0.011
YGL235W	0.014
YGL236C	0.015
YGL237C	0.013
YGL241W	0.015
YGL242C	0.015
YGL243W	0.013
YGL244W	0.008
YGL246C	0.013
YGL250W	0.013
YGL251C	0.013
YGL252C	0.010
YGL253W	0.015
YGL254W	0.014
YGL255W	0.015
YGL256W	0.011
YGL257C	0.014
YGL258W	0.011
YGL259W	0.013
YGL260W	0.012
YGL261C	0.012
YGL262W	0.014
YGL263W	0.015
YGR001C	0.012
YGR003W	0.014
YGR004W	0.013
YGR006W	0.014
YGR007W	0.014
YGR008C	0.015
YGR010W	0.010
YGR011W	0.014
YGR012W	0.010
YGR014W	0.011
YGR016W	0.012
YGR017W	0.017
YGR018C	0.013
YGR019W	0.013
YGR020C	0.013
YGR021W	0.013
YGR022C	0.013
YGR023W	0.016
YGR025W	0.010
YGR026W	0.010
YPL091W	0.012
YPL089C	0.012
YPL088W	0.012
YPL087W	0.013
YPL086C	0.010
YPL084W	0.009
YPL081W	0.013
YPL080C	0.015
YPL079W	0.010
YPL078C	0.012
YPL077C	0.010
YPL074W	0.010
YPL073W	0.015
YPL072C	0.011
YPL071C	0.012
YPL070W	0.012
YPL069C	0.014
YPL068C	0.013
YPL067C	0.013
YPL066W	0.008
YPL065W	0.008
YPL064C	0.008
YPL062W	0.009
YPL061W	0.011
YPL060W	0.011
YPL058C	0.014
YPL057C	0.014
YPL056C	0.012
YPL055C	0.010
YPL054W	0.012
YPL053C	0.012
YPL052W	0.010
YPL051W	0.009
YPL049C	0.009
YPL048W	0.008
YPL047W	0.010
YPL046C	0.009
YPL042C	0.010
YPL041C	0.005
YPL040C	0.014
YPL039W	0.000
YPL035C	0.009
YPL033C	0.009
YPL032C	0.011
YPL030W	0.010
YPL029W	0.012
YPL026C	0.012
YPL025C	0.013
YPL023C	0.014
YPL022W	0.010
YPL021W	0.014
YPL019C	0.015
YPL018W	0.009
YPL015C	0.010
YPL009C	0.010
YPL008W	0.007
YPL006W	0.011
YPL005W	0.013
YPL003W	0.012
YPL002C	0.009
YPL001W	0.015
YPR001W	0.018
YPR002W	0.010
YPR003C	0.009
YPR004C	0.009
YPR005C	0.011
YPR106W	0.011
YPR109W	0.012
YPR111W	0.012
YPR114W	0.013
YPR115W	0.012
YPR116W	0.013
YPR117W	0.014
YPR119W	0.013
YPR120C	0.008
YPR121W	0.009
YPR122W	0.009
YPR123C	0.008
YPR125W	0.011
YPR126C	0.013
YPR127W	0.012
YPR128C	0.012
YPR129W	0.013
YPR130C	0.011
YOL151W	0.013
YPR132W	0.011
YPR134W	0.011
YPR135W	0.003
YPR138C	0.010
YPR140W	0.011
YPR141C	0.008
YPR145W	0.012
YPR146C	0.013
YPR147C	0.012
YPR148C	0.014
YPR149W	0.011
YPR150W	0.009
YPR152C	0.010
YPR153W	0.006
YPR154W	0.012
YPR155C	0.015
YPR156C	0.015
YPR157W	0.014
YPR158W	0.016
YPR159W	0.016
YPR160W	0.011
YPR163C	0.014
YPR164W	0.006
YPR166C	0.010
YPR167C	0.010
YPR170C	0.011
YPR171W	0.009
YPR172W	0.012
YPR173C	0.011
YPR174C	0.010
YPR179C	0.013
YPR184W	0.014
YPR185W	0.013
YPR188C	0.012
YPR189W	0.011
YPR191W	0.008
YPR192W	0.010
YPR193C	0.011
YPR194C	0.009
YPR195C	0.011
YPR196W	0.009
YPR197C	0.012
YPR198W	0.012
YPR199C	0.013
YCR090C	0.009
YCR091W	0.010
YCR092C	0.010
YCR094W	0.005
YCR098C	0.010
YCR099C	0.011
YCR100C	0.012
YCR101C	0.011
YCR102C	0.012
YCR105W	0.012
YCR106W	0.014
YDL130W-A	0.009
YDR363W-A	0.009
YDR536W	0.010
YDR538W	0.009
YDR539W	0.010
YDR540C	0.011
YDR541C	0.011
YER039C-A	0.012
YER091C-A	0.012
YER144C	0.014
YER188W	0.009
YFL034C-A	0.011
YFR032C	0.010
YFR032C-A	0.012
YFR033C	0.008
YFR034C	0.012
YFR035C	0.011
YFR036W	0.010
YFR038W	0.011
YFR040W	0.014
YFR041C	0.012
YFR043C	0.012
YFR044C	0.009
YFR045W	0.007
YFR046C	0.009
YFR047C	0.010
YFR049W	0.011
YFR053C	0.011
YFR054C	0.011
YFR055W	0.011
YFR056C	0.012
YFR057W	0.013
YGR220C	0.012
YGR221C	0.010
YGR223C	0.008
YGR224W	0.008
YGR225W	0.010
YGR227W	0.010
YGR228W	0.011
YGR230W	0.011
YGR231C	0.011
YGR232W	0.011
YGR233C	0.013
YGR234W	0.014
YGR235C	0.010
YGR236C	0.008
YGR237C	0.009
YGR240C	0.009
YGR241C	0.011
YGR242W	0.009
YGR243W	0.011
YGR244C	0.011
YGR247W	0.014
YGR249W	0.012
YBL001C	0.012
YOL152W	0.010
YBL003C	0.010
YBL005W	0.012
YBL006C	0.010
YBL007C	0.009
YBL008W	0.013
YBL009W	0.015
YBL010C	0.015
YBL011W	0.018
YBL012C	0.015
YBL013W	0.017
YBL015W	0.022
YBL016W	0.011
YBL017C	0.009
YBL019W	0.012
YBL021C	0.010
YBL022C	0.010
YBL024W	0.010
YBL027W	0.010
YBL028C	0.016
YBL029W	0.015
YBL031W	0.019
YBL037W	0.010
YBL038W	0.010
YBL039C	0.010
YBL042C	0.015
YBL043W	0.013
YBL044W	0.013
YBL045C	0.014
YBL046W	0.014
YBL047C	0.020
YBL048W	0.020
YBL049W	0.017
YBL051C	0.009
YBL052C	0.000
YBL055C	0.011
YBL056W	0.012
YBL057C	0.012
YBL058W	0.008
YBL059W	0.014
YBL060W	0.018
YBL061C	0.019
YBL062W	0.016
YBL063W	0.009
YBL064C	0.000
YBL065W	0.000
YBL066C	0.013
YBL067C	0.010
YBL068W	0.015
YBL069W	0.013
YBL070C	0.015
YBL071C	0.018
YBL072C	0.012
YBL075C	0.016
YBL078C	0.018
YBL079W	0.008
YBL080C	0.010
YBL081W	0.009
YBL082C	0.010
YBL085W	0.000
YBL086C	0.011
YBL087C	0.011
YBL088C	0.010
YBL089W	0.014
YBL090W	0.017
YBL091C	0.022
YPL158C	0.010
YBL094C	0.007
YGL002W	0.000
YGL003C	0.008
YGL005C	0.012
YGL006W	0.013
YGL007W	0.010
YGL010W	0.012
YGL012W	0.014
YGL013C	0.012
YGL014W	0.014
YGL015C	0.010
YGL016W	0.007
YGL017W	0.009
YGL019W	0.007
YGL021W	0.013
YGL023C	0.014
YGL024W	0.015
YGL025C	0.000
YGL026C	0.010
YGL027C	0.016
YGL028C	0.000
YPL194W	0.006
YGL031C	0.009
YGL032C	0.009
YGL033W	0.009
YGL034C	0.009
YGL035C	0.010
YGL036W	0.011
YGL037C	0.010
YGL039W	0.011
YGL041C	0.010
YGL042C	0.011
YGL043W	0.010
YGL045W	0.008
YGL049C	0.009
YGL050W	0.011
YGL051W	0.010
YGL053W	0.010
YGL054C	0.010
YGL056C	0.010
YGL057C	0.011
YGL058W	0.009
YGL062W	0.009
YGL063W	0.010
YGL064C	0.010
YGL066W	0.010
YGL067W	0.010
YGL071W	0.006
YGL072C	0.010
YGL076C	0.009
YGL077C	0.010
YGL078C	0.011
YGL079W	0.011
YGL080W	0.008
YGL081W	0.005
YGL084C	0.008
YGL085W	0.009
YGL086W	0.010
YGL087C	0.004
YGL089C	0.011
YGL090W	0.010
YGL094C	0.011
YGL096W	0.010
YNL242W	0.008
YNL241C	0.009
YNL239W	0.009
YNL238W	0.008
YNL237W	0.011
YNL236W	0.009
YNL235C	0.010
YNL234W	0.010
YNL233W	0.011
YNL231C	0.010
YNL230C	0.011
YNL229C	0.005
YNL228W	0.010
YNL226W	0.010
YNL227C	0.009
YNL224C	0.009
YNL219C	0.009
YNL218W	0.010
YNL217W	0.010
YNL215W	0.009
YNL214W	0.009
YNL213C	0.011
YNL212W	0.011
YNL211C	0.009
YNL208W	0.009
YNL206C	0.009
YNL205C	0.009
YNL202W	0.009
YNL203C	0.010
YNL201C	0.007
YNL200C	0.011
YNL199C	0.011
YNL198C	0.011
YNL197C	0.010
YNL196C	0.008
YNL195C	0.009
YNL194C	0.009
YNL193W	0.009
YNL192W	0.010
YNL191W	0.010
YNL190W	0.010
YNL187W	0.010
YNL184C	0.011
YNL183C	0.008
YNL179C	0.009
YNL177C	0.009
YNL176C	0.009
YNL175C	0.009
YNL173C	0.010
YNL170W	0.010
YNL171C	0.007
YNL169C	0.009
YNL168C	0.011
YNL167C	0.013
YNL166C	0.011
YNL165W	0.013
YNL164C	0.010
YNL162W	0.009
YNL160W	0.011
YNL159C	0.010
YNL157W	0.011
YNL156C	0.010
YNL155W	0.012
YNL154C	0.012
YNL148C	0.009
YKL191W	0.010
YKL197C	0.009
YKL201C	0.011
YKL205W	0.009
YKL206C	0.009
YKL207W	0.010
YKL208W	0.009
YKL211C	0.007
YKL212W	0.008
YKL213C	0.007
YKL214C	0.011
YKL216W	0.009
YKL217W	0.011
YKL218C	0.009
YKL221W	0.010
YKR003W	0.009
YKR005C	0.010
YKR007W	0.009
YKR009C	0.011
YKR011C	0.012
YKR012C	0.011
YKR013W	0.010
YKR014C	0.012
YKR015C	0.009
YKR016W	0.010
YKR017C	0.010
YKR018C	0.010
YKR020W	0.008
YKR021W	0.010
YKR024C	0.009
YKR026C	0.011
YKR030W	0.012
YKR031C	0.010
YKR032W	0.011
YKR033C	0.011
YKR035C	0.010
YKR042W	0.010
YKR043C	0.010
YKR044W	0.010
YKR047W	0.010
YKR048C	0.011
YKR049C	0.010
YKR050W	0.011
YKR051W	0.011
YKR052C	0.009
YKR054C	0.011
YKR055W	0.009
YKR056W	0.010
YKR057W	0.011
YKR058W	0.011
YKR060W	0.010
YKR061W	0.010
YKR064W	0.010
YKR065C	0.011
YDR244W	0.010
YDR247W	0.009
YDR248C	0.010
YDR249C	0.009
YDR250C	0.006
YDR251W	0.011
YDR252W	0.011
YDR253C	0.006
YDR254W	0.011
YDR255C	0.010
YDR256C	0.010
YDR257C	0.012
YDR258C	0.011
YDR259C	0.011
YDR260C	0.008
YDR261C	0.009
YDR262W	0.009
YDR263C	0.009
YDR264C	0.010
YDR265W	0.009
YDR266C	0.011
YDR269C	0.010
YDR270W	0.011
YDR271C	0.013
YDR272W	0.011
YDR273W	0.011
YDR274C	0.009
YDR275W	0.010
YDR276C	0.011
YDR277C	0.010
YDR278C	0.011
YDR279W	0.010
YDR281C	0.010
YDR282C	0.011
YDR284C	0.010
YDR285W	0.010
YDR289C	0.008
YDR290W	0.008
YDR291W	0.010
YDR293C	0.008
YDR294C	0.010
YDR295C	0.011
YDR297W	0.010
YDR298C	0.008
YDR304C	0.012
YDR305C	0.011
YDR306C	0.011
YDR307W	0.011
YDR309C	0.011
YDR313C	0.010
YDR314C	0.010
YDR315C	0.009
YDR316W	0.010
YDR317W	0.014
YDR318W	0.011
YDR319C	0.012
YDR320C	0.010
YDR321W	0.011
YDR322W	0.015
YDR323C	0.010
YDR329C	0.009
YDR330W	0.010
YDR332W	0.012
YDR333C	0.011
YDR334W	0.009
YDR335W	0.010
YDR336W	0.012
YDR337W	0.012
YIL001W	0.006
YIL002C	0.011
YIL005W	0.009
YIL011W	0.013
YIL012W	0.012
YIL014W	0.012
YIL015W	0.012
YIL016W	0.011
YIL017C	0.010
YIL020C	0.014
YIL023C	0.013
YIL024C	0.010
YIL025C	0.012
YIL027C	0.011
YIL028W	0.010
YIL029C	0.011
YIL034C	0.012
YIL035C	0.011
YIL036W	0.011
YIL037C	0.012
YIL039W	0.011
YIL040W	0.010
YIL041W	0.010
YIL043C	0.010
YIL044C	0.009
YIL045W	0.010
YIL049W	0.012
YIL050W	0.011
YIL053W	0.012
YIL057C	0.011
YIL064W	0.011
YIL065C	0.009
YIL072W	0.011
YIL073C	0.010
YIL076W	0.007
YIL077C	0.011
YIL079C	0.013
YIL084C	0.010
YIL086C	0.011
YIL087C	0.012
YIL088C	0.012
YIL090W	0.011
YIL093C	0.012
YIL095W	0.012
YIL096C	0.011
YIL097W	0.009
YIL006W	0.009
YIL007C	0.009
YIL008W	0.011
YIL009W	0.014
YIL010W	0.011
YIL014C-A	0.012
YIL038C	0.010
YIL042C	0.011
YIL047C	0.012
YIL052C	0.010
YIL059C	0.011
YIL060W	0.012
YIL067C	0.010
YIL069C	0.011
YIL070C	0.010
YIL071C	0.010
YIL074C	0.011
YIL089W	0.011
YIL092W	0.012
YFL007W	0.012
YFL011W	0.011
YFL015C	0.011
YFL020C	0.010
YFL025C	0.011
YFL026W	0.010
YFL027C	0.010
YFL028C	0.011
YFL030W	0.011
YFL031W	0.011
YFL032W	0.009
YFL034W	0.012
YFL036W	0.008
YFL040W	0.010
YFL041W	0.011
YFL042C	0.011
YFL044C	0.010
YFL046W	0.010
YFL047W	0.010
YFL048C	0.011
YFL049W	0.011
YFL050C	0.011
YFL051C	0.010
YFL052W	0.011
YFL053W	0.011
YFL054C	0.010
YFL055W	0.010
YFR001W	0.010
YFR006W	0.011
YFR007W	0.011
YFR008W	0.011
YFR009W	0.011
YFR010W	0.012
YFR012W	0.007
YFR014C	0.010
YFR015C	0.010
YFR016C	0.009
YFR017C	0.010
YFR020W	0.011
YFR021W	0.010
YFR022W	0.010
YFR023W	0.011
YFR024C-A	0.013
YFR026C	0.012
YFR031C-A	0.010
YGR256W	0.009
YGR259C	0.010
YGR260W	0.011
YGR261C	0.010
YGR263C	0.012
YGR266W	0.012
YGR268C	0.009
YGR269W	0.011
YGR270W	0.010
YGR275W	0.012
YGR279C	0.010
YGR281W	0.010
YGR282C	0.008
YGR283C	0.010
YGR284C	0.010
YGR285C	0.011
YGR286C	0.013
YGR287C	0.013
YGR288W	0.012
YGR290W	0.011
YHR021W-A	0.013
YHR039C-A	0.012
YHR079C-A	0.014
YIL009C-A	0.012
YIR017C	0.012
YIR018W	0.011
YIR019C	0.010
YIR020C	0.013
YIR020W-A	0.012
YIR021W	0.011
YIR024C	0.010
YIR025W	0.012
YIR026C	0.010
YIR029W	0.012
YIR031C	0.010
YIR033W	0.005
YIR034C	0.010
YIR035C	0.011
YIR036C	0.011
YIR037W	0.012
YIR038C	0.013
YIR039C	0.013
YIR042C	0.013
YKL033W-A	0.013
YKL162C-A	0.013
YKR035W-A	0.011
YKR069W	0.012
YKR070W	0.010
YKR072C	0.011
YKR073C	0.011
YKR074W	0.013
YKR075C	0.012
YKR076W	0.013
YKR077W	0.013
YKR078W	0.011
YKR080W	0.010
YKR082W	0.010
YKR084C	0.010
YMR062C	0.012
YMR063W	0.011
YMR065W	0.012
YMR067C	0.010
YMR068W	0.012
YMR069W	0.012
YMR070W	0.012
YMR071C	0.012
YMR072W	0.012
YMR073C	0.006
YMR075C-A	0.010
YMR075W	0.011
YMR078C	0.010
YMR080C	0.013
YMR081C	0.012
YMR082C	0.011
