orf	hap a | growth (GI50) | methyl methanesulfonate [0.004-0.016%] | Svensson JP~Samson LD, 2011
YAL002W	-0.05790612952454469
YAL004W	0.00950681032786375
YAL005C	4.664359050774094e-05
YAL007C	-0.09222772964160007
YAL008W	-0.4441163801841926
YAL009W	-0.02083117922048109
YAL010C	-0.7450782797653842
YAL011W	-0.840656673221902
YAL012W	0.023752907957241536
YAL013W	-0.6944860756546627
YAL014C	-0.002368660864840469
YAL015C	-0.3136172705288723
YAL016W	-3.1824299916061256
YAL017W	0.14928306833078844
YAL018C	0.21569505907806624
YAL019W	0.07261424256135027
YAL020C	-0.12528569543529225
YAL021C	-0.682893206387311
YAL022C	-0.24528358668919548
YAL023C	-0.3236703630200872
YAL024C	-0.24120981264906272
YAL026C	-0.7673263181972978
YAL027W	-0.5767891023625125
YAL028W	-0.15684156470956204
YAL029C	-0.4077218276585025
YAL030W	-0.19202039066685392
YAL031C	-0.3988446283214455
YAL034C	0.07316625832220583
YAL035W	-0.34793160373927534
YAL036C	0.42313429235116345
YAL037W	-0.1722124180018433
YAL039C	-2.0232523376154505
YAL040C	-0.28627324652112157
YAL042C-A	-0.5480603289205334
YAL042W	-0.509780417835704
YAL044C	-0.6248368125662962
YAL045C	-0.3617419561142284
YAL046C	-0.06501800883456446
YAL047C	-0.6160823432082494
YAL048C	0.31980991469307246
YAL049C	-0.20812170264999957
YAL051W	-0.07331493221823057
YAL053W	0.15010180648023896
YAL054C	0.047526996786059775
YAL055W	-0.5701135065962988
YAL056C-A	0.47259824191800087
YAL056W	-0.020411044358123166
YAL058W	-0.005322792991194378
YAL059W	0.019374731271800304
YAL060W	0.08217237796616216
YAL061W	-0.013528745469365777
YAL062W	0.08240545726840512
YAL064C-A	-3.1824299916061256
YAL065C	-0.041267335593847154
YAL066W	0.40914065244176767
YAL067C	0.6564369846878538
YAL068C	0.3529400112639026
YAR002C-A	-0.8663053548222266
YAR002W	-0.38032114869333583
YAR014C	0.41520098344478457
YAR015W	-0.42105444820726334
YAR018C	-1.6118162316647435
YAR020C	-0.32171045138159343
YAR023C	-0.3409957450570465
YAR027W	-0.12437544809096567
YAR028W	-0.20719530662422436
YAR029W	-0.35700823929222425
YAR030C	-0.03661086329810604
YAR031W	0.16327347850389434
YAR035W	0.14387971951804363
YAR042W	-0.09390880738041217
YAR047C	-0.43457062543515856
YAR050W	-0.25330544419885115
YBL001C	0.10249307126716943
YBL002W	-3.1824299916061256
YBL003C	-0.3925264567046304
YBL005W	0.025117202394968265
YBL006C	-0.5395120243956489
YBL007C	-0.6995769474813743
YBL008W	0.21815961701183284
YBL009W	0.8554447222318787
YBL010C	0.9056921519936701
YBL011W	1.5676142239212785
YBL012C	0.8970483011035477
YBL013W	1.3673608847481746
YBL015W	2.6541688351348034
YBL016W	-0.17392390909071798
YBL017C	-0.6312152725938533
YBL019W	-0.027902955971569943
YBL021C	-0.5913934315753608
YBL022C	-0.5455050692259628
YBL024W	-0.47385982911053354
YBL025W	-3.1824299916061256
YBL027W	-0.5788599016136209
YBL028C	1.0091599837719643
YBL029W	0.746531016779692
YBL031W	1.8733755116290316
YBL032W	0.5265447963103143
YBL033C	-3.1824299916061256
YBL036C	-0.049132281748759304
YBL037W	-0.48425581193784334
YBL038W	-0.6091965454385114
YBL039C	-0.5344413384207479
YBL042C	0.8401995595102069
YBL043W	0.4360381654074607
YBL044W	0.42043450195762666
YBL045C	0.6313545835169977
YBL046W	0.681831593700052
YBL047C	2.204987877744601
YBL048W	2.114484207433347
YBL049W	1.2611865339590733
YBL051C	-0.7098205944136843
YBL052C	-3.1824299916061256
YBL053W	0.0034009938720996847
YBL054W	-0.06283147736640661
YBL055C	-0.14477230933947283
YBL056W	-0.005959051040274148
YBL057C	-0.055188844726104996
YBL058W	-0.8980463956437753
YBL059W	0.6533318623899539
YBL060W	1.6994563655837518
YBL061C	1.8200703290349234
YBL062W	1.2381455952680271
YBL063W	-0.733811883007988
YBL064C	-3.1824299916061256
YBL065W	-3.1824299916061256
YBL066C	0.22946450146001543
YBL067C	-0.6117765664446368
YBL068W	0.8798513010841055
YBL069W	0.21238538681514943
YBL070C	0.7483544720599444
YBL071C	1.7898712181470382
YBL072C	-0.08206644098467816
YBL075C	1.2423114167924183
YBL078C	1.764054590259646
YBL079W	-0.9690475725140911
YBL080C	-0.414407112633585
YBL081W	-0.6533042465134966
YBL082C	-0.37127559935217574
YBL083C	-0.3750560056793231
YBL085W	-3.1824299916061256
YBL086C	-0.35462684706791825
YBL087C	-0.19187451424443347
YBL088C	-0.5695935190536499
YBL089W	0.6637270377831913
YBL090W	1.4772844210802878
YBL091C	2.81337249520993
YBL091C-A	-0.8218577240027463
YBL093C	-3.1824299916061256
YBL094C	-1.2588014797357927
YBL095W	-0.8907235068961583
YBL096C	-0.6954778738403055
YBL098W	-0.6107753481948155
YBL099W	-1.4755910687123943
YBL100C	-2.275246321294972
YBL101C	-0.3384388704943314
YBL102W	-0.16347974936375245
YBL103C	0.09678801125602474
YBL104C	0.05754806105906813
YBL106C	0.7593980170133482
YBL107C	-0.28735924534854845
YBR001C	-3.1824299916061256
YBR003W	-0.7404134639842281
YBR005W	-0.8656709807859825
YBR006W	-0.6245959280680192
YBR007C	-0.2642502130507271
YBR008C	-0.22041838528382485
YBR009C	0.7953358309987305
YBR010W	0.0011985828671838765
YBR012C	0.35847362610700007
YBR013C	0.6363340294417129
YBR014C	-0.21244255151629765
YBR015C	-0.782125777310985
YBR016W	-0.7585355143059918
YBR018C	3.0041745494204743
YBR019C	-0.9097872944910733
YBR020W	0.39006421504638455
YBR021W	0.5543565937906964
YBR022W	-0.4132473681608757
YBR023C	1.577244220958537
YBR024W	0.7424416323474924
YBR025C	0.7726017172552102
YBR026C	-0.44906245216724733
YBR027C	-0.6401643335633567
YBR028C	-1.1099604285463152
YBR030W	-1.0504958697029712
YBR031W	-0.5300637000246885
YBR032W	-0.6061304491207797
YBR033W	-0.476465149717595
YBR034C	-0.43950969965625214
YBR035C	-3.1824299916061256
YBR036C	4.612896775278639
YBR037C	0.2986559494293105
