orf	hom | growth (relative abundance in pooled culture) | asperentin [110 uM] | Hoepfner D~Winzeler EA, 2012	het | growth (relative abundance in pooled culture) | asperentin [110 uM] | Hoepfner D~Winzeler EA, 2012
YAL001C	-0.25682317153669787	-0.044292422119133375
YAL002W	1.4780322391281948	-0.5786599977491765
YAL003W		-0.2680335067944868
YAL004W	-0.3780895435914789	-0.8537857626141153
YAL005C	-0.24325339011837693	1.7547467841163606
YAL007C	-0.1375768950875912	-0.07226798799683117
YAL008W	-0.19843924243508426	-1.0000502753677616
YAL009W	1.3407514042308508	0.10734117989552357
YAL010C	-2.1485602669702253	0.061379590960251945
YAL011W	-1.0089250570506363	-0.8453126162831105
YAL012W	-0.09713255225426302	0.1909568897442932
YAL013W	-0.15297543820027074	0.6301285814371885
YAL014C	-0.006730235307839593	-0.09275366251252702
YAL015C	-0.5698648464491071	-0.834162048244259
YAL016W		-0.1648092887817714
YAL017W	0.1919473771394586	-0.4457810958985288
YAL018C	0.8120139581138076	-0.0001636927588045601
YAL019W	0.031501147082846036	-0.48303945804798104
YAL020C	-0.7087337073660294	-0.1842189960521081
YAL021C	10.007267841293308	7.804579917628163
YAL022C	-0.03514786831262396	0.01175828168081518
YAL023C	-0.1729466828032036	1.5511520648398325
YAL024C	0.6865083456360573	-0.18678536419971636
YAL025C		-1.155973513492181
YAL026C	-0.742640578874738	0.1033795940847074
YAL027W	-0.6134575266467445	0.2133295309141301
YAL028W	-0.14043135155239894	0.11325177412689177
YAL029C	0.2384574581837738	-0.20144652371175592
YAL030W	-0.09756475210467526	0.24178250265872972
YAL031C	-0.20437705580539364	-0.06552625811993222
YAL032C		-0.09977368943007471
YAL033W		-0.5135460450168776
YAL034C	1.1775429279803857	0.17774518707655912
YAL034C-B		-0.6791271852029369
YAL034W-A		-0.11390811065430585
YAL035W	-2.819426827235132	2.3497024783949323
YAL036C	-0.1660210660203734	-0.3014425541986457
YAL037W	-0.1109992212539848	0.7948853463636992
YAL038W		-0.3509333489785836
YAL039C	-0.25168862667841124	0.12568783407405187
YAL040C	-1.4908777783574514	-1.3852025578082727
YAL041W		-2.1849068170207406
YAL042C-A	0.5149764092875099	-0.0557599465555818
YAL042W	0.09174570398826332	0.06409163458072269
YAL043C		-1.3578639047842835
YAL044C	-0.35187874918302875	-3.7089852034375443
YAL045C	0.05144354435597667	-2.583653467701004
YAL046C	-0.030495837623130205	-0.026445161474873427
YAL047C	-0.3538068520841809	0.0035375368252480396
YAL048C	-0.28958864537423423	0.5422157185130124
YAL049C	0.011569982104332277	0.37434042115466903
YAL051W	0.19522013242500108	-0.5638296027598056
YAL053W	-0.1605344874831446	0.22524523150264913
YAL054C	-0.03599224667208449	0.2097683637413728
YAL055W	-0.09065803741589941	0.7563473177015643
YAL056C-A	-0.6482585821831369	-0.19592434680680915
YAL056W	-0.1559597871473861	-0.19873130442311845
YAL058W	-0.9102007567544154	-0.07372972751110815
YAL059W	-0.08411367241373792	-0.06258250319769941
YAL060W	-0.12537202365453834	0.15600417072618153
YAL061W	0.04571619763568303	-0.6809060355850011
YAL062W	-0.07604113851545743	-0.08625595649757857
YAL064C-A	-0.3277873430061745	-0.5140485180387555
YAL065C	-0.15341275933955398	-0.15607191211931287
YAL066W	-0.1110170755860237	-0.27495703994598236
YAL067C	-0.261534340761888	1.3766793600479674
YAL068C	-0.36619105340468155	-0.6293378911892958
YAR002C-A	-0.01705328737704432	-0.08573929897816693
YAR002W	-0.6974243006096958	3.039018792432306
YAR003W	-1.643414829579491	-0.0074769491423565156
YAR007C		-0.012926719284007572
YAR008W		-0.7330169366360025
YAR014C	-0.2446684468607016	-0.10743477056019103
