ORF	hom | growth (relative abundance in pooled culture) | asperentin [110 uM] | Hoepfner D~Winzeler EA, 2012	het | growth (relative abundance in pooled culture) | asperentin [110 uM] | Hoepfner D~Winzeler EA, 2012
YLR215C	NaN	0.064
YLR216C	-2.170	-0.118
YLR217W	-1.606	-0.285
YLR218C	-0.768	0.106
YLR219W	-0.241	-0.424
YLR220W	-0.068	-0.374
YLR221C	-0.920	-0.242
YLR222C	NaN	-2.622
YLR223C	NaN	0.935
YLR224W	0.090	0.061
YLR225C	0.296	0.004
YLR226W	-2.962	-0.129
YLR227C	-0.034	0.053
YLR228C	0.015	0.712
YLR229C	NaN	-0.090
YLR230W	0.134	-0.033
YLR231C	-0.026	-0.290
YLR232W	-0.359	0.250
YLR233C	-0.949	0.107
YLR234W	NaN	0.050
YLR235C	NaN	-0.251
YLR236C	0.149	0.058
YLR237W	-0.018	0.175
YLR238W	1.356	-0.296
YLR239C	-1.319	-0.057
YLR240W	-1.438	0.154
YLR241W	0.127	-0.399
YLR242C	NaN	-0.324
YLR243W	NaN	0.101
YLR244C	-5.094	0.254
YLR246W	0.129	-1.722
YLR247C	-0.088	-0.364
YLR248W	0.060	-0.140
YLR249W	NaN	0.114
YLR250W	-0.091	0.189
YLR252W	-0.936	0.348
YLR253W	0.916	0.055
YLR254C	-0.239	-0.015
YLR255C	0.550	0.226
YLR257W	-0.036	-0.135
YLR258W	0.070	0.004
YLR259C	NaN	-0.130
YLR260W	NaN	-0.281
YLR261C	-2.879	-0.943
YLR262C	-3.048	0.292
YLR262C-A	-0.014	0.221
YLR263W	0.026	0.860
YLR264W	-1.557	0.851
YLR265C	-0.378	0.023
YLR266C	0.061	0.165
YLR267W	-0.005	0.700
YLR268W	6.201	-0.031
YLR269C	0.052	0.092
YLR270W	-1.224	0.079
YLR271W	0.262	0.913
YLR272C	NaN	-0.171
YLR273C	-0.058	0.806
YLR274W	NaN	-0.044
YLR275W	NaN	-0.876
YLR276C	NaN	-2.217
YLR277C	0.230	-0.609
YLR278C	0.754	0.195
YLR279W	0.056	1.524
YLR280C	-0.042	0.990
YLR281C	-0.524	2.464
YLR282C	-0.034	1.010
YLR283W	0.157	3.247
YLR284C	0.114	2.522
YLR285W	0.209	2.346
YLR286C	-0.301	-3.630
YLR287C	0.480	1.859
YLR287C-A	-1.098	0.838
YLR288C	0.036	2.585
YLR289W	0.373	3.906
YLR290C	-0.399	2.997
YLR291C	NaN	-0.015
YLR292C	0.346	1.816
YLR293C	NaN	3.440
YLR294C	-1.232	2.164
YLR295C	0.738	1.540
YLR296W	0.717	1.019
YLR297W	0.232	1.379
YLR298C	NaN	-0.095
YLR299W	0.152	1.993
YLR300W	-0.117	1.673
YLR303W	NaN	-0.150
YLR304C	-0.019	-0.500
YLR305C	NaN	0.039
YLR306W	0.020	0.503
YLR307W	0.034	2.082
YLR308W	0.042	3.253
YLR309C	-0.259	0.974
YLR310C	NaN	1.206
YLR311C	-0.171	1.342
YLR312C	0.241	2.640
YLR312W-A	-2.436	1.011
YLR313C	0.434	2.210
YLR314C	NaN	-0.019
YLR315W	-0.898	3.348
YLR316C	NaN	-0.069
YLR317W	NaN	-0.587
YLR318W	-1.231	1.827
YLR319C	-0.780	0.952
YLR320W	-1.651	0.083
YLR321C	NaN	-0.917
YLR322W	-1.275	0.852
YLR323C	NaN	0.128
YLR324W	0.898	-0.268
YLR325C	-0.710	0.087
YLR326W	-0.002	-0.607
YLR327C	0.761	-0.617
YLR328W	0.077	0.265
YLR329W	0.175	NaN
YLR330W	1.298	-0.049
YLR331C	-0.287	-0.015
YLR332W	0.602	NaN
YLR334C	-0.076	0.936
YLR335W	-0.341	-0.352
YLR336C	NaN	0.009
YLR337C	2.024	0.251
YLR338W	3.342	0.232
YLR339C	NaN	0.695
YLR340W	NaN	0.405
YLR341W	0.067	-0.129
YLR342W	NaN	-6.151
YLR343W	-0.055	0.191
YLR344W	-0.538	0.389
YLR345W	0.671	0.469
YLR346C	-0.018	-0.112
YLR347C	NaN	-0.932
YLR348C	0.782	0.638
YLR349W	-0.298	-0.042
YLR350W	-0.055	-0.326
YLR351C	0.476	0.412
YLR352W	-0.075	0.026
YLR353W	-0.179	-0.143
YLR354C	0.815	0.114
YLR355C	NaN	-0.443
YLR356W	-0.149	-0.443
YLR357W	-2.867	-0.043
YLR358C	-1.182	0.241
YLR359W	NaN	0.108
YLR360W	0.692	-0.032
YLR361C	0.739	-0.017
YLR362W	NaN	-0.045
YLR363C	0.129	0.370
YLR364W	0.323	0.414
YLR365W	0.038	0.263
YLR366W	0.316	0.072
YLR367W	-0.227	0.028
YLR368W	-1.593	-0.101
YLR369W	1.535	0.489
YLR370C	2.191	1.193
YLR371W	-5.450	0.085
YLR372W	5.332	0.008
YLR373C	1.445	2.689
YLR374C	0.605	0.544
YLR375W	-0.395	0.190
YLR376C	-0.614	0.389
YLR377C	-0.036	0.524
YLR378C	NaN	-0.357
YLR379W	NaN	-0.375
YLR380W	0.034	0.057
YLR381W	-2.144	1.163
YLR382C	-3.377	0.025
YLR384C	-4.545	0.430
YLR385C	0.032	0.739
YLR386W	-0.308	0.208
YLR387C	-0.282	0.552
YLR388W	-0.801	-1.158
YLR389C	-0.046	0.486
YLR390W	-0.012	0.170
YLR390W-A	0.178	0.459
YLR392C	-0.172	0.351
YLR393W	-1.166	0.196
YLR394W	0.026	0.478
YLR395C	-0.152	0.126
YLR396C	4.656	0.244
YLR397C	NaN	0.077
YLR398C	-1.023	0.150
YLR399C	-1.291	-0.468
YLR400W	0.044	0.306
YLR401C	-0.121	-0.135
YLR402W	-1.763	0.031
YLR403W	-1.471	-0.694
YLR404W	-0.055	-0.197
YLR405W	-0.179	0.427
YLR406C	NaN	-0.076
YLR407W	-0.193	-0.537
YLR408C	0.440	0.420
YLR409C	NaN	1.023
YLR410W	-0.463	0.023
YLR412W	-1.364	0.508
YLR413W	-0.388	0.885
YLR414C	-0.090	-0.586
YLR415C	0.126	0.175
YLR416C	0.002	-0.262
YLR417W	1.400	0.246
YLR418C	-2.744	-3.385
YLR420W	-0.118	0.507
YLR421C	0.159	-1.091
YLR422W	0.712	1.615
YLR423C	-0.066	0.190
YLR424W	NaN	-0.166
YLR425W	2.330	0.064
YLR426W	-3.682	0.127
YLR427W	-0.021	0.041
YLR428C	0.552	0.042
YLR429W	0.826	0.391
YLR430W	NaN	0.044
YLR431C	0.477	0.049
YLR432W	0.375	-0.002
YLR433C	0.010	-0.045
YLR434C	0.252	0.084
YLR435W	0.000	-0.067
YLR436C	0.720	0.285
YLR437C	0.050	0.293
YLR438C-A	NaN	0.463
YLR438W	-0.030	0.089
YLR439W	-3.788	-1.010
YLR440C	NaN	0.009
YLR441C	-0.725	-0.998
YLR442C	NaN	-0.052
YLR443W	0.011	0.102
YLR444C	0.061	0.071
YLR445W	0.651	0.032
YLR446W	0.409	-0.297
YLR447C	NaN	2.603
YLR448W	-2.749	-1.500
YLR449W	0.172	1.022
YLR450W	0.176	-0.355
YLR451W	-0.868	-1.528
YLR452C	0.709	0.836
YLR453C	-0.194	1.295
YLR454W	0.314	0.054
YLR455W	NaN	-0.838
YLR456W	-0.237	-0.324
YLR457C	NaN	0.024
YLR458W	NaN	0.444
YLR459W	NaN	0.559
YLR460C	-0.234	0.712
YLR461W	-0.476	0.416
YML001W	1.767	-0.074
YML002W	0.097	0.034
YML003W	0.082	0.779
YML004C	0.227	0.320
YML005W	1.196	0.513
YML006C	0.301	-0.278
YML007W	2.336	0.486
YML008C	5.196	-0.532
YML009C	-0.620	-0.026
YML009C-A	-3.328	-0.163
YML009W-B	-2.718	0.104
YML010W	NaN	-1.017
YML011C	0.458	-0.698
YML012W	-0.766	-0.980
YML013W	0.132	0.341
YML014W	-0.214	0.190
YML015C	NaN	1.315
YML016C	-0.161	0.080
YML017W	2.238	1.047
YML018C	0.444	0.518
YML019W	0.187	-0.197
YML020W	-0.206	-0.024
YML021C	1.221	-0.850
YML022W	0.492	1.154
YML023C	NaN	0.010
YML024W	-2.007	-1.241
YML025C	NaN	-0.191
YML026C	-1.957	-1.969
YML027W	0.176	0.213
YML028W	-1.053	0.171
YML029W	0.203	0.411
YML030W	-0.558	0.459
YML031W	NaN	-8.645
YML032C	-0.889	0.215
YML034W	0.414	0.962
YML035C	-0.361	0.363
YML036W	NaN	0.211
YML037C	0.315	0.746
YML038C	-0.068	0.824
YML041C	-0.827	-0.073
YML042W	-0.162	0.014
YML043C	NaN	0.641
YML046W	NaN	0.355
YML047C	-0.141	0.019
YML048W	2.407	0.337
YML049C	NaN	0.851
YML050W	0.155	0.463
YML051W	1.108	0.119
YML052W	-0.177	-0.110
YML053C	-0.142	0.032
YML054C	1.967	-0.383
YML055W	1.099	0.333
YML056C	0.140	NaN
YML057W	0.064	-0.239
YML058W	0.098	-1.042
YML059C	0.886	0.154
YML060W	-0.016	0.092
YML061C	NaN	0.064
YML062C	5.676	0.004
YML063W	-0.384	-4.756
YML064C	NaN	0.474
YML065W	NaN	0.025
YML066C	0.231	0.253
YML067C	0.535	0.200
YML068W	-0.111	0.217
YML069W	NaN	-0.931
YML070W	0.246	-0.180
YML071C	-0.389	-0.243
YML072C	-0.037	0.106
YML073C	-3.227	-4.421
YML074C	0.755	-0.275
YML075C	0.126	-0.126
YML076C	0.158	-0.025
YML077W	NaN	0.391
YML078W	-0.938	-0.083
YML079W	1.618	NaN
YML080W	-0.023	-0.100
YML081C-A	-0.430	0.635
YML081W	-0.048	0.583
YML082W	0.853	-0.317
YML083C	0.137	-0.095
YML084W	-0.104	0.581
YML085C	NaN	3.123
YML086C	0.153	0.281
YML087C	-0.052	-0.039
YML088W	0.142	0.721
YML089C	-0.043	-0.009
YML090W	-0.123	0.148
YML091C	NaN	0.282
YML093W	NaN	1.866
YML094C-A	1.294	0.618
YML094W	-0.914	0.346
YML095C	-0.041	0.036
YML096W	1.228	0.078
YML097C	-0.116	-0.001
YML098W	NaN	0.768
YML099C	-0.018	-2.927
YML099W-A	0.121	0.469
YML100W	-0.013	-0.196
YML101C	0.042	0.076
YML101C-A	-2.906	-0.097
YML102W	-0.637	0.036
YML103C	-0.988	0.250
YML104C	0.011	0.054
YML105C	NaN	0.015
YML106W	-0.012	0.285
YML107C	0.334	0.056
YML108W	-0.616	-0.182
YML109W	-0.154	-0.006
YML110C	-0.665	-0.196
YML111W	-0.165	0.121
YML112W	-1.113	0.123
YML113W	-0.684	-1.594
YML114C	NaN	1.857
YML115C	-0.040	0.059
YML116W	-0.054	-0.217
YML117W	-0.442	-0.478
YML118W	-0.142	0.677
YML119W	-1.590	-0.764
YML120C	-0.134	-1.209
YML121W	-2.220	-1.282
YML122C	-0.124	0.001
YML123C	-0.616	0.708
YML124C	-0.291	-0.403
YML125C	NaN	-0.697
YML126C	NaN	-0.543
YML127W	NaN	-2.972
YML128C	0.174	-0.319
YML129C	-1.074	-0.616
YML130C	NaN	-0.145
YML131W	-0.440	-0.719
YMR001C	NaN	-0.289
YMR002W	0.750	0.147
YMR003W	0.881	-0.131
YMR004W	1.762	0.299
YMR005W	NaN	0.949
YMR006C	0.023	0.134
YMR007W	0.187	0.135
YMR008C	-0.023	0.176
YMR009W	0.559	-0.077
YMR010W	-0.335	-0.315
YMR011W	0.004	0.018
YMR012W	0.210	0.449
YMR013C	NaN	0.886
YMR014W	-0.794	NaN
YMR015C	4.058	2.135
YMR016C	0.397	0.971
YMR017W	0.025	-0.419
YMR018W	-0.164	0.098
YMR019W	-0.214	-0.005
YMR020W	0.014	-0.014
YMR021C	0.824	0.928
YMR022W	-0.002	0.027
YMR023C	-0.067	-0.313
YMR025W	-0.273	-0.174
YMR026C	0.922	0.205
YMR027W	1.336	0.235
YMR028W	NaN	1.037
YMR029C	0.907	-0.027
YMR030W	0.023	0.093
YMR031C	0.512	0.965
YMR031W-A	0.021	0.501
YMR033W	0.045	-0.558
YMR034C	-0.155	-0.359
YMR035W	-1.436	-0.049
YMR036C	1.107	4.142
YMR037C	0.105	-0.521
YMR038C	NaN	0.007
YMR039C	-2.331	0.833
YMR040W	0.175	0.078
YMR041C	0.066	0.602
YMR042W	1.586	0.556
YMR043W	NaN	1.106
YMR044W	1.737	0.720
YMR047C	NaN	0.514
YMR048W	-0.948	0.106
YMR049C	NaN	0.007
YMR052C-A	1.100	0.180
YMR052W	0.258	-0.398
YMR053C	0.206	9.639
YMR054W	0.157	0.419
YMR055C	-0.133	-0.468
YMR056C	0.335	0.769
YMR057C	0.241	0.113
YMR058W	0.452	0.067
YMR060C	-1.933	0.099
YMR061W	NaN	-1.850
YMR062C	0.102	-0.358
YMR063W	1.300	0.590
YMR064W	-0.711	-0.931
YMR065W	0.295	-0.989
YMR066W	-2.896	0.077
YMR067C	0.664	-0.085
YMR068W	0.587	-0.046
YMR069W	0.407	0.653
YMR070W	3.105	-0.370
YMR071C	0.364	-0.198
YMR072W	-0.376	-0.225
YMR073C	1.948	0.916
YMR074C	NaN	0.299
YMR075C-A	0.424	0.028
YMR075W	0.383	-0.083
YMR076C	NaN	0.256
YMR077C	3.873	-0.183
YMR078C	NaN	-0.160
YMR079W	NaN	0.664
YMR080C	0.339	0.027
YMR081C	-0.094	-2.917
YMR082C	-0.090	0.042
YMR083W	1.057	0.069
YMR084W	0.006	-0.090
YMR085W	0.341	0.322
YMR086C-A	0.008	-0.307
YMR086W	0.005	-0.561
YMR087W	-0.077	-0.034
YMR088C	1.017	0.797
YMR089C	-2.550	-0.034
YMR090W	0.956	-0.174
YMR091C	NaN	-1.593
YMR092C	0.616	-0.138
YMR093W	NaN	-0.504
YMR094W	NaN	-0.173
YMR095C	0.000	0.159
YMR096W	0.716	-0.006
YMR097C	-5.296	0.900
YMR098C	-2.303	-0.260
YMR099C	0.091	-0.163
YMR100W	1.034	0.473
YMR101C	0.618	0.291
YMR102C	1.569	1.394
YMR103C	1.280	0.307
YMR104C	0.127	0.260
YMR105C	0.256	0.447
YMR106C	0.144	0.065
YMR107W	0.647	0.030
YMR108W	NaN	-0.112
YMR109W	0.246	0.194
YMR110C	0.295	0.298
YMR111C	1.073	-0.038
YMR112C	NaN	0.133
YMR113W	NaN	-0.579
YMR114C	-0.011	0.150
YMR115W	0.725	-0.323
YMR116C	1.528	1.161
YMR117C	NaN	0.233
YMR118C	NaN	0.256
YMR119W	NaN	-0.034
YMR119W-A	0.199	0.450
YMR120C	0.058	-0.044
YMR121C	-2.404	0.862
YMR122C	0.425	-0.068
YMR123W	-0.753	0.490
YMR124W	-0.706	0.545
YMR125W	NaN	0.572
YMR126C	0.374	-0.043
YMR127C	0.028	0.109
YMR128W	NaN	0.611
YMR129W	0.053	0.094
YMR130W	0.484	0.181
YMR131C	NaN	-0.673
YMR132C	0.416	0.940
YMR133W	-0.100	-0.021
YMR134W	NaN	0.438
YMR135C	0.362	0.030
YMR135W-A	0.285	0.594
YMR136W	-0.087	0.333
YMR137C	0.487	0.614
YMR138W	-1.215	-1.141
YMR139W	-0.248	-0.032
YMR140W	0.112	0.702
YMR141C	-0.189	-0.066
YMR142C	-5.682	NaN
YMR143W	-1.032	-1.930
YMR144W	-0.141	-0.352
YMR145C	0.422	0.983
YMR146C	NaN	2.182
YMR147W	-0.403	-0.215
YMR148W	0.239	-0.059
YMR149W	NaN	-0.063
YMR150C	-1.104	0.124
YMR151W	-0.191	-0.105
YMR152W	-0.394	-0.071
YMR153C-A	-0.440	-0.144
YMR153W	0.038	0.143
YMR154C	1.521	0.204
YMR155W	0.393	0.308
YMR156C	-0.892	-0.351
YMR157C	-0.129	0.381
YMR158W	-1.483	-0.262
YMR159C	-0.075	-0.011
YMR160W	-0.051	0.713
YMR161W	0.933	-0.516
YMR162C	0.179	-0.076
YMR163C	0.118	0.588
YMR164C	0.550	-0.238
YMR165C	NaN	0.209
YMR166C	-0.434	-0.170
YMR167W	-0.519	0.267
YMR168C	NaN	-0.002
YMR169C	0.325	0.003
YMR170C	2.656	0.065
YMR171C	-0.215	-0.126
YMR172C-A	0.567	-0.345
YMR172W	-0.020	0.134
YMR173W	0.464	0.108
YMR173W-A	0.160	-0.052
YMR174C	0.233	-0.458
YMR175W	-0.086	-0.167
YMR176W	0.395	0.165
YMR177W	-0.300	0.627
YMR178W	0.192	-0.219
YMR179W	-0.802	-0.080
YMR180C	-0.027	-0.652
YMR181C	0.302	0.934
YMR182C	0.251	-1.573
YMR183C	0.159	0.057
YMR184W	0.048	0.490
YMR185W	NaN	-0.000
YMR186W	0.975	0.119
YMR187C	0.255	-0.279
YMR188C	-2.614	0.117
YMR189W	-0.400	-12.079
YMR190C	-0.105	0.509
YMR191W	0.378	-0.019
YMR192W	0.449	-0.017
YMR193C-A	0.029	0.105
YMR193W	-0.243	-0.292
YMR194C-A	0.705	-0.064
YMR194W	0.039	0.058
YMR195W	0.259	-0.273
YMR196W	0.486	0.337
YMR197C	NaN	-0.100
YMR198W	NaN	1.546
YMR199W	-0.384	-1.987
YMR200W	NaN	0.003
YMR201C	-0.062	0.104
YMR202W	5.338	0.133
YMR203W	NaN	2.164
YMR204C	0.246	0.170
YMR205C	3.789	0.403
YMR206W	0.033	-0.271
YMR207C	-1.209	NaN
YMR208W	NaN	0.025
YMR209C	-0.280	-0.205
YMR210W	0.192	-0.032
YMR211W	NaN	0.018
YMR213W	NaN	0.681
YMR214W	-0.246	1.070
YMR215W	0.118	0.207
YMR216C	0.014	0.412
YMR217W	NaN	0.018
YMR218C	NaN	-0.085
YMR219W	-1.221	-0.172
YMR220W	NaN	1.444
YMR221C	0.403	0.300
YMR222C	0.063	-0.159
YMR223W	-0.916	0.737
YMR224C	NaN	0.404
YMR225C	0.329	-0.095
YMR226C	0.573	0.287
YMR227C	NaN	1.113
YMR228W	-0.182	0.075
YMR229C	NaN	0.282
YMR230W	-0.768	-0.994
YMR231W	NaN	0.624
YMR232W	-0.028	-0.173
YMR233W	0.815	1.015
YMR234W	-0.094	-0.485
YMR235C	NaN	0.169
YMR236W	NaN	1.634
YMR237W	-0.413	-0.634
YMR238W	-0.341	-0.201
YMR239C	NaN	0.262
YMR240C	NaN	-0.361
YMR241W	0.240	0.152
YMR242C	-4.356	-6.296
YMR243C	-0.040	0.016
YMR244C-A	-0.005	-0.460
YMR244W	0.434	-0.041
YMR245W	0.029	0.043
YMR246W	0.378	0.328
YMR247C	0.107	0.803
YMR250W	-0.174	0.006
YMR251W	-0.474	-0.065
YMR251W-A	0.228	-0.110
YMR252C	0.006	-0.305
YMR253C	0.301	-0.025
YMR254C	0.208	-0.344
YMR255W	-0.027	-0.624
YMR256C	0.150	-0.523
YMR257C	-0.994	-0.027
YMR258C	0.408	NaN
YMR259C	0.279	-0.021
YMR260C	NaN	-0.125
YMR261C	1.327	-0.494
YMR262W	0.074	-0.200
YMR263W	-0.132	0.969
YMR264W	-0.019	0.041
YMR265C	0.594	0.079
YMR266W	NaN	3.534
YMR267W	-4.745	-0.020
YMR268C	NaN	-0.351
YMR269W	-5.743	-0.002
YMR270C	NaN	-0.069
YMR271C	0.059	0.534
YMR272C	1.791	-0.215
YMR273C	-0.003	-0.655
YMR274C	-0.349	-0.409
YMR275C	-0.862	-2.849
YMR276W	-0.102	-0.423
YMR277W	NaN	0.811
YMR278W	-0.018	-0.026
YMR279C	0.364	0.384
YMR280C	-0.007	0.442
YMR281W	NaN	0.091
YMR282C	-2.962	-0.381
YMR283C	-1.088	-1.701
YMR284W	0.014	-0.152
YMR285C	-0.304	0.570
YMR286W	-0.489	0.127
YMR287C	-0.575	-0.457
YMR288W	NaN	-0.013
YMR289W	0.630	-0.077
YMR290C	NaN	-0.449
YMR290W-A	NaN	-0.349
YMR291W	0.448	-1.194
YMR292W	0.118	-0.094
YMR293C	-3.635	0.329
YMR294W	0.189	-0.008
YMR294W-A	0.496	0.193
YMR295C	0.002	0.194
YMR296C	NaN	1.357
YMR297W	0.434	0.012
YMR298W	NaN	0.057
YMR299C	-0.579	0.036
YMR300C	NaN	0.497
YMR301C	NaN	0.098
YMR302C	0.084	-0.386
YMR303C	0.221	0.363
YMR304C-A	0.017	0.177
YMR304W	2.554	0.033
YMR305C	-0.080	0.195
YMR306C-A	-0.256	0.493
YMR306W	0.251	0.292
YMR307W	-0.650	-0.273
YMR308C	NaN	0.539
YMR309C	NaN	-0.018
YMR310C	-1.024	0.201
YMR311C	-0.643	-0.381
YMR312W	-3.162	-0.367
YMR313C	-0.347	-0.239
YMR314W	NaN	-1.692
YMR315W	-0.011	0.765
YMR316C-A	-0.261	0.055
YMR316C-B	-0.793	0.053
YMR316W	-0.189	-0.033
YMR317W	-0.260	0.018
YMR318C	-0.830	-0.270
YMR319C	-0.709	-0.737
YMR320W	-1.156	0.424
YMR322C	-0.215	-0.430
YMR326C	0.052	-0.887
YNL001W	1.394	-0.237
YNL002C	NaN	-4.326
YNL003C	-1.023	0.313
YNL004W	-0.181	6.493
YNL005C	-3.273	0.321
YNL006W	NaN	-0.768
YNL007C	NaN	-0.164
YNL008C	NaN	0.363
YNL009W	-0.024	-0.161
YNL010W	0.321	-2.333
YNL011C	0.432	-0.108
YNL012W	0.241	1.038
YNL013C	1.535	-0.153
YNL014W	1.080	2.557
YNL015W	NaN	-0.207
YNL016W	-1.536	-0.590
YNL018C	NaN	0.207
YNL020C	0.111	-1.138
YNL021W	NaN	-0.247
YNL022C	0.100	0.071
YNL023C	1.401	-1.145
YNL024C	-0.626	0.109
YNL025C	2.101	-0.021
YNL026W	NaN	-0.245
YNL027W	-0.023	-0.649
YNL028W	NaN	0.247
YNL029C	NaN	-0.127
YNL030W	NaN	-0.184
YNL031C	-0.172	1.252
YNL032W	5.081	2.051
YNL034W	0.050	0.568
YNL035C	-0.278	0.288
YNL037C	NaN	1.131
YNL038W	NaN	0.245
YNL039W	NaN	0.358
YNL040W	NaN	-0.343
YNL041C	-2.337	-0.121
YNL043C	-0.017	0.561
YNL044W	-0.022	-0.092
YNL045W	-0.830	-0.684
YNL046W	-0.059	0.249
YNL047C	0.049	0.530
YNL049C	0.214	0.475
YNL050C	NaN	0.244
YNL051W	-0.867	0.309
YNL052W	-0.417	-0.308
YNL053W	-0.148	-0.013
YNL054W	0.840	0.792
YNL055C	-2.971	-0.128
YNL056W	4.025	0.157
YNL057W	0.087	-0.121
YNL058C	-0.163	-0.088
YNL059C	-1.082	-0.296
YNL061W	NaN	-6.077
YNL062C	NaN	5.335
YNL063W	0.349	0.035
YNL064C	-1.239	0.064
YNL065W	-0.327	-0.189
YNL066W	0.308	0.038
YNL067W	-1.566	0.672
YNL068C	-0.107	0.042
YNL069C	-1.946	-0.488
YNL070W	0.135	-0.109
YNL071W	-1.102	0.749
YNL072W	0.108	0.040
YNL073W	-1.749	0.607
YNL074C	-0.004	-0.755
YNL075W	NaN	-0.096
YNL076W	0.551	-0.436
YNL077W	0.435	0.148
YNL078W	0.015	0.196
YNL079C	-3.020	-0.918
YNL080C	-0.355	0.496
YNL081C	-2.932	0.383
YNL082W	0.170	0.042
YNL083W	0.460	NaN
YNL084C	NaN	0.217
YNL085W	0.223	0.082
YNL086W	0.988	-0.986
YNL087W	0.180	-0.028
YNL088W	NaN	0.119
YNL089C	0.020	0.062
YNL090W	0.300	-0.204
YNL091W	-3.379	-2.973
YNL092W	-0.033	1.379
YNL093W	0.015	0.323
YNL094W	-0.647	0.322
YNL095C	-0.124	0.518
YNL096C	-0.019	0.038
YNL097C	-1.824	0.020
YNL098C	0.035	0.424
YNL099C	2.650	1.478
YNL100W	0.538	0.584
YNL101W	0.109	0.547
YNL102W	NaN	-0.035
YNL103W	NaN	-0.244
YNL104C	0.052	-0.302
YNL105W	-0.481	0.470
YNL106C	0.187	-0.054
YNL107W	-2.154	-0.409
YNL108C	0.616	-0.090
YNL109W	-3.220	-1.288
YNL110C	NaN	-6.576
YNL111C	1.205	-0.119
YNL113W	NaN	-1.108
YNL114C	NaN	0.033
YNL115C	0.836	-0.161
YNL116W	0.041	1.545
YNL117W	0.636	-1.720
YNL118C	NaN	-2.805
YNL119W	-4.318	0.479
YNL120C	-3.491	-0.441
YNL121C	-3.279	-0.521
YNL122C	0.450	0.802
YNL123W	0.164	-0.279
YNL124W	NaN	0.066
YNL125C	0.324	0.461
YNL126W	NaN	-3.160
YNL127W	0.026	-0.534
YNL128W	0.283	-0.158
YNL129W	0.370	-0.755
YNL130C	0.174	0.045
YNL131W	NaN	0.380
YNL132W	NaN	-0.667
YNL133C	1.958	0.007
YNL134C	0.348	-0.253
YNL135C	-0.166	0.529
YNL136W	-2.537	-1.254
YNL137C	NaN	-0.687
YNL138W	NaN	-0.216
YNL139C	-0.883	-0.540
YNL140C	2.541	-2.167
YNL141W	0.724	-0.542
YNL142W	1.078	0.101
YNL143C	0.752	0.711
YNL144C	-0.011	0.010
YNL145W	0.095	0.677
YNL146W	0.629	-0.575
YNL147W	1.835	0.570
YNL148C	-4.392	-0.184
YNL149C	NaN	0.739
YNL150W	NaN	-0.151
YNL151C	NaN	0.039
YNL152W	NaN	-0.046
YNL153C	NaN	-0.074
YNL154C	-0.026	-0.382
YNL155W	0.215	NaN
YNL156C	NaN	0.021
YNL157W	-0.272	0.353
YNL158W	NaN	-0.021
YNL159C	0.025	0.765
YNL160W	0.572	0.021
YNL161W	NaN	-0.733
YNL163C	NaN	-0.073
YNL164C	NaN	0.727
YNL165W	NaN	-0.036
YNL167C	NaN	0.116
YNL168C	0.283	0.023
YNL169C	NaN	0.546
YNL170W	-1.641	0.776
YNL171C	NaN	-0.028
YNL172W	NaN	0.045
YNL173C	0.159	0.363
YNL175C	1.096	0.391
YNL176C	-0.282	-0.425
YNL177C	-1.352	-0.527
YNL178W	NaN	-1.154
YNL179C	1.907	2.477
YNL180C	NaN	2.405
YNL181W	NaN	-0.053
YNL182C	NaN	-0.351
YNL183C	0.944	0.277
YNL184C	-0.665	0.008
YNL185C	NaN	-0.119
YNL187W	0.896	0.020
YNL188W	NaN	0.557
YNL189W	NaN	-1.095
YNL190W	0.757	1.067
YNL191W	0.302	0.717
YNL192W	NaN	0.022
YNL193W	0.056	-0.025
YNL194C	0.450	-0.024
YNL195C	0.276	0.061
YNL196C	1.405	0.101
YNL197C	5.564	3.052
YNL198C	-0.121	-0.056
YNL199C	4.265	-0.024
YNL200C	-0.078	0.217
YNL201C	0.277	0.200
YNL202W	-0.266	-0.169
YNL203C	1.339	-0.152
YNL204C	2.238	-0.035
YNL205C	1.291	-0.130
YNL206C	-0.029	0.079
YNL207W	NaN	0.642
YNL210W	NaN	-0.031
YNL211C	1.436	-0.371
YNL212W	1.188	0.441
YNL213C	NaN	-0.019
YNL214W	0.408	0.147
YNL215W	-2.052	-2.202
YNL216W	NaN	0.175
YNL217W	0.063	0.120
YNL218W	NaN	0.183
YNL219C	0.665	0.724
YNL220W	6.036	0.357
YNL221C	NaN	14.290
YNL222W	NaN	0.018
YNL224C	-0.424	-0.437
YNL225C	-2.750	0.865
YNL226W	-4.009	0.022
YNL227C	-2.457	0.103
YNL228W	-4.623	-0.015
YNL229C	2.081	0.054
YNL230C	-0.031	0.528
YNL231C	1.089	0.608
YNL232W	NaN	-3.518
YNL233W	-0.427	0.473
YNL235C	0.797	0.006
YNL236W	3.494	0.176
YNL237W	0.862	0.300
YNL238W	NaN	0.713
YNL239W	-0.006	0.128
YNL240C	NaN	-0.277
YNL241C	NaN	0.325
YNL242W	0.526	-0.029
YNL243W	NaN	0.294
YNL244C	NaN	0.632
YNL245C	NaN	-1.002
YNL246W	-0.858	0.409
YNL247W	NaN	0.334
YNL248C	-4.513	0.115
YNL249C	-0.008	-0.148
YNL250W	-4.166	0.325
YNL251C	NaN	-0.564
YNL252C	-2.612	0.144
YNL253W	-0.061	0.735
YNL254C	0.055	0.030
YNL255C	0.016	0.016
YNL256W	NaN	-0.148
