Filter 8: 620 Oct/11 7:00pm HLKU
 0.361	 0.318	 0.346	 0.346	 0.360	 0.331	 0.345	 0.308	 0.377	 0.225	 0.311	 0.302
 0.377	 0.377	 0.395	 0.392	 0.386	 0.380	 0.378	 0.372	 0.070	 0.316	 0.337	 0.243
 0.355	 0.340	 0.132	 0.399	 0.341	 0.377	 0.396	 0.306	 0.367	 0.306	 0.359	 0.354
 0.384	 0.367	 0.368	 0.379	 0.380	 0.360	 0.393	 0.410	 0.323	 0.256	 0.341	 0.332
 0.369	 0.392	 0.378	 0.366	 0.374	 0.321	 0.416	 0.071	 0.363	 0.341	 0.358	 0.322
 0.360	 0.338	 0.389	 0.312	 0.347	 0.382	 0.380	 0.358	 0.382	 0.333	 0.349	 0.370
 0.313	 0.333	 0.325	 0.307	 0.351	 0.333	 0.359	 0.332	 0.365	 0.350	 0.232	 0.309
 0.316	 0.378	 0.391	 0.352	 0.390	 0.394	 0.374	 0.370	 0.371	 0.388	 0.321	 0.346

Filter 8: 620 H-LKU+no Trp
 0.085	 0.078	 0.078	 0.081	 0.081	 0.081	 0.082	 0.087	 0.083	 0.175	 0.187	 0.106
 0.079	 0.075	 0.081	 0.076	 0.080	 0.075	 0.075	 0.076	 0.070	 0.081	 0.082	 0.078
 0.098	 0.074	 0.077	 0.259	 0.075	 0.083	 0.085	 0.077	 0.084	 0.094	 0.101	 0.082
 0.071	 0.259	 0.072	 0.074	 0.076	 0.082	 0.089	 0.075	 0.072	 0.070	 0.069	 0.072
 0.091	 0.081	 0.082	 0.084	 0.089	 0.183	 0.092	 0.078	 0.089	 0.089	 0.082	 0.092
 0.077	 0.128	 0.078	 0.091	 0.077	 0.075	 0.075	 0.075	 0.076	 0.080	 0.073	 0.074
 0.075	 0.073	 0.075	 0.075	 0.079	 0.162	 0.080	 0.082	 0.084	 0.078	 0.157	 0.093
 0.146	 0.109	 0.122	 0.088	 0.085	 0.085	 0.082	 0.131	 0.096	 0.081	 0.079	 0.083

Filter 8: 620 H-LKU+trp
 0.182	 0.100	 0.098	 0.183	 0.189	 0.102	 0.204	 0.159	 0.213	 0.256	 0.183	 0.176
 0.176	 0.182	 0.170	 0.200	 0.192	 0.127	 0.187	 0.144	 0.183	 0.154	 0.172	 0.117
 0.185	 0.124	 0.110	 0.241	 0.103	 0.187	 0.182	 0.136	 0.181	 0.086	 0.175	 0.205
 0.071	 0.189	 0.190	 0.194	 0.183	 0.183	 0.203	 0.133	 0.156	 0.069	 0.077	 0.191
 0.192	 0.202	 0.216	 0.183	 0.186	 0.176	 0.190	 0.073	 0.185	 0.156	 0.138	 0.124
 0.187	 0.182	 0.196	 0.155	 0.193	 0.181	 0.189	 0.168	 0.169	 0.168	 0.183	 0.131
 0.073	 0.071	 0.162	 0.214	 0.209	 0.180	 0.192	 0.219	 0.115	 0.222	 0.271	 0.185
 0.167	 0.203	 0.130	 0.210	 0.187	 0.183	 0.188	 0.211	 0.213	 0.197	 0.171	 0.187


