orf	hap a | protein/peptide metabolism (unfolded protein response (UPR)) | standard [standard] | Jonikas MC~Schuldiner M, 2009
YAL002W	0.9657708658148053
YAL004W	-0.6106095011379084
YAL005C	-0.7313044800430636
YAL007C	0.9985381989785574
YAL008W	0.05941593779790956
YAL009W	0.19131600943560506
YAL010C	-1.540735807209367
YAL011W	0.8248893597816344
YAL012W	2.6485520111471903
YAL013W	-1.05091458864938
YAL014C	-0.09289083377590951
YAL015C	-0.1691217711143141
YAL017W	0.10019711362054542
YAL018C	0.10138346090380385
YAL019W	1.3811624863281995
YAL020C	-0.5429034410970145
YAL021C	2.9841943303621914
YAL022C	-0.0407757436149958
YAL023C	7.442886392375147
YAL024C	0.23018977513645855
YAL026C	1.1037954711532727
YAL027W	-0.17769381586715866
YAL028W	0.051236971749003817
YAL029C	0.3606561749372819
YAL030W	-0.13040502306260815
YAL031C	0.056736095326417324
YAL034C	0.3699663393944169
YAL035W	-0.20883082595300806
YAL036C	-0.05605021663733551
YAL037W	0.007527681573877577
YAL039C	-0.3627685173463893
YAL040C	0.42389512637234067
YAL042C-A	-0.4452876945141465
YAL042W	-0.5016919648094306
YAL044C	-1.113145295322296
YAL045C	-0.014262412227884361
YAL046C	0.12819610796161016
YAL048C	-0.5753960244550532
YAL049C	0.19754111897023316
YAL051W	-0.1215591982092468
YAL053W	0.5122832577609668
YAL054C	0.10480381004622438
YAL055W	-0.1802446626832625
YAL056C-A	3.0215155483147598
YAL056W	-0.03375627147467241
YAL058W	3.5075864941873474
YAL059W	-1.2360226082045975
YAL060W	-0.05219066563354644
YAL061W	0.03740595712675152
YAL062W	0.057490774611758
YAL064C-A	0.043274563248319034
YAL065C	-0.008232238302015854
YAL066W	0.08292731053859503
YAL067C	0.06863763530402839
YAL068C	-0.16246322822102566
YAR002C-A	3.323252995577648
YAR002W	-0.9396811973974498
YAR003W	-0.9666658552385978
YAR014C	2.29831314229924
YAR015W	-1.7401636374529543
YAR018C	2.291317340911409
YAR020C	0.008137467011452229
YAR023C	-0.02210429383189806
YAR027W	0.11723102969735523
YAR028W	0.018037112771198464
YAR029W	0.058028737217768495
YAR030C	-0.10690976234672832
YAR031W	0.28849867075911406
YAR035W	0.1370774886721815
YAR042W	0.15467958983363028
YAR047C	-0.10973478709112197
YAR050W	-0.06638240064325288
YBL001C	0.3159353604073092
YBL002W	1.1674292666530128
YBL003C	0.6660710426766424
YBL005W	0.10368772909336833
YBL006C	-1.3901346227552511
YBL007C	2.1733798057577127
YBL008W	0.64502819126729
YBL009W	0.004308456748510023
YBL010C	0.07691068762124362
YBL011W	0.3769467249560451
YBL012C	0.23394947136922994
YBL013W	-0.038537862935047136
YBL015W	0.03708372906275664
YBL016W	-0.926803761028486
YBL017C	0.06561924139773126
YBL019W	0.19603360035300182
YBL021C	-0.43391230663053565
YBL022C	4.174713832389723
YBL024W	-0.44202799319930197
YBL025W	0.06312503531080522
YBL027W	-2.209798826169642
YBL028C	-0.1350157723587243
YBL029W	-0.09591439944325537
YBL031W	-0.12566905747494692
YBL032W	1.8091674850262431
YBL036C	0.015520041533020485
YBL037W	0.4372094273645067
YBL038W	-0.31909125479341144
YBL039C	-2.4600469166300405
YBL042C	-0.21321481341852636
YBL043W	0.013823925200737852
YBL044W	-0.45751070419656026
YBL045C	-0.5652434596886358
YBL046W	0.15714183294542108
YBL047C	1.0113581989627973
YBL048W	-0.05217798487328274
YBL049W	0.3623108898305153
YBL051C	0.684418859566422
YBL052C	0.052696278612997256
YBL053W	0.473004229880627
YBL054W	0.3437405380302258
YBL055C	-0.05248488413590003
YBL056W	0.003641508432805489
YBL057C	-0.19591676456469448
YBL059W	0.15540623469309384
YBL060W	-0.07302652227977083
YBL061C	0.31911574480991606
YBL062W	0.3265208115191991
YBL063W	-0.23563146358491757
YBL064C	-0.2767153863427903
YBL065W	0.07933368253680645
YBL066C	-0.10594346355039876
YBL067C	0.3414241858220571
YBL068W	-0.07861498305645388
YBL069W	-0.04403047208267813
YBL070C	-0.26355598953972786
YBL071C	-0.4020716635354659
YBL072C	0.4364503222451916
YBL075C	-0.012296521423474106
YBL078C	-0.11494483906299481
YBL079W	-0.7687440517580929
YBL080C	-0.6022844577036119
YBL081W	0.9933477897529753
YBL082C	7.213802242152502
YBL083C	7.104282742675036
YBL085W	-0.008726091753697339
YBL086C	-0.17125778302014438
YBL087C	-2.8316225321546304
YBL088C	-0.4118346057267223
YBL089W	-0.3188463420706714
YBL090W	-0.6777809801088619
YBL091C	-0.2694090306496776
YBL091C-A	-0.5052022976212517
YBL094C	-0.32454870591160545
YBL095W	0.019113967905638806
YBL096C	0.07519841202210731
YBL098W	0.11286019541258105
YBL099W	-1.0516055657625725
YBL100C	-0.0382746998632217
YBL101C	-0.10848588139056264
YBL102W	-0.012269866962684528
YBL103C	-0.38592283966082636
YBL104C	0.2184167086652838
YBL106C	-0.04494487921886976
YBL107C	-0.016016509471655064
YBR001C	0.18912875233976792
YBR003W	-0.3678564859204293
YBR005W	0.020279128373562525
YBR006W	0.21472670688549111
YBR007C	0.15683199970297804
YBR008C	0.11116728905314163
YBR009C	1.8550688534725301
YBR010W	2.1817881443819767
YBR012C	0.033542624272695575
YBR013C	0.10531494414179463
YBR014C	0.02826346961665633
YBR015C	1.3628977159860294
YBR016W	0.10066476016768194
YBR018C	0.2198972744508958
YBR019C	0.15799964908090644
YBR020W	0.0798584173693654
YBR021W	-0.2515716765211014
YBR022W	-0.3612982950828747
YBR023C	0.13926243339408817
YBR024W	0.15103761332530688
YBR025C	-1.0244503392637598
YBR026C	-1.1457801021091742
YBR027C	0.07084625077842731
YBR028C	-0.25189441430193044
YBR030W	0.20846442531832532
YBR031W	-2.334393263177063
YBR032W	0.05430041965059079
YBR033W	0.0014259011352964741
YBR034C	-0.6621068144958577
YBR035C	-0.257678084193967
YBR036C	0.702997167922171
YBR037C	-0.15369488032645193
YBR040W	0.13400499018875925
YBR041W	2.7746136867098286
YBR042C	0.20712871857054918
YBR043C	-0.01715342665412088
YBR044C	0.09526044392141642
YBR045C	-0.015072066338603534
YBR046C	0.09970380718205178
YBR047W	0.019030563313033814
YBR048W	-1.9999914206866811
YBR050C	0.07885917346058606
YBR051W	0.13988998184172632
YBR052C	0.023145095811854654
YBR053C	-0.03382628916271667
YBR054W	0.07377796795868671
YBR056W	-0.09356845879447137
YBR057C	-0.04176770230268248
YBR058C	0.17937928656432117
YBR059C	-0.4838521242572732
YBR061C	-0.8030897666111383
YBR062C	0.07704905709353278
YBR063C	-0.009781876934711296
YBR064W	-0.08610424006819355
YBR065C	-0.048801496242833114
YBR066C	0.08082078761643678
YBR067C	0.12826664779860644
YBR068C	-0.012684552687543243
YBR069C	0.1334228438357123
YBR071W	0.3831309576869996
YBR072W	0.265113384558227
YBR073W	0.15054092535074293
YBR074W	-0.029726164245336615
YBR076W	0.3213962925185167
YBR077C	0.03720439519914826
YBR078W	-0.3541063148744934
YBR081C	-6.5799831598197205
YBR082C	-0.7214798745469956
YBR083W	-0.17104666079387174
YBR084C-A	-3.314272159179601
YBR084W	0.09475995171877336
YBR085W	-0.8578875586306625
YBR086C	0.6081634806842151
YBR089C-A	0.09918496517338007
YBR090C	0.04965565607988494
YBR092C	0.1731087749351019
YBR093C	-0.13627954687229873
YBR094W	-0.1403028537331402
YBR095C	-1.7902178305644234
YBR098W	-0.2244780014380393
YBR099C	-0.3351082982182518
YBR101C	-0.06433137469542516
YBR103W	1.6451667152511287
YBR104W	-0.040586874879774144
YBR105C	0.0903835975736491
YBR106W	2.0904575793274565
YBR107C	-0.052838329247955826
YBR108W	0.11026523944214817
YBR111C	0.43165251930306797
YBR113W	-0.04459869446367082
YBR114W	-0.1790774857258145
YBR116C	0.05944425816249849
YBR118W	-1.1148151773993742
YBR119W	-0.6007600314060291
YBR121C	-0.06466281495878808
YBR122C	-0.11156762936970666
YBR125C	0.07792296038958803
YBR126C	-0.7577647511509541
YBR128C	0.023683171798780454
YBR129C	0.07246294825510548
YBR130C	0.4181706333615347
YBR131W	0.0855088646859257
YBR132C	0.2062333574389889
YBR134W	-0.24034895504537113
YBR137W	-0.0393539320186056
YBR138C	-0.08816451551174301
YBR139W	0.16632320066105416
YBR141C	-0.043329176311624036
YBR144C	0.6981906624975136
YBR145W	0.10178738041455633
YBR146W	-1.0618011456569432
YBR147W	0.4525357423185127
YBR148W	-0.029384467484701585
YBR149W	-0.07483174039236931
YBR150C	0.38213887467813396
YBR151W	0.07213424305768179
YBR156C	-0.2044705341042178
YBR157C	0.17875710879161824
YBR158W	0.1720622641140455
YBR159W	0.0227118720587022
YBR161W	0.08018145352102415
YBR162C	0.7193028851247791
YBR162W-A	1.209496072652501
YBR163W	-0.7160418175327342
YBR164C	0.8933309039178227
YBR165W	-0.2605153421423797
YBR166C	0.058454810762628734
YBR168W	0.06507657945115244
YBR169C	0.5127347922832977
YBR170C	0.09549650497620768
YBR171W	2.600909648909405
YBR172C	-0.5097116754279657
YBR173C	-0.32768856160984017
YBR174C	-1.0249690072227808
YBR175W	-1.3401331418237017
YBR176W	0.04860928449854909
YBR177C	-0.1717439534229602
YBR178W	-0.04559062828712169
YBR179C	-0.9345484731989496
YBR180W	0.0955087630444626
YBR181C	-2.2026615472800453
YBR182C	0.0951021084677709
YBR183W	0.3258624065549193
YBR184W	-0.07522086568281412
YBR185C	-0.1736749597045274
YBR186W	0.015490356121885526
YBR187W	0.11767217096911703
YBR188C	-0.14644688099478806
YBR189W	-1.9856542050332433
YBR191W	-2.7135298441694724
YBR194W	-2.367820493159244
YBR195C	1.5084867677853293
YBR197C	0.1023905121826279
YBR199W	0.14596784537188065
YBR200W	0.1675457751358895
YBR201W	2.4962774636229823
YBR203W	0.06195944966444913
YBR204C	0.03745913675430445
