orf	hap a | protein/peptide metabolism (unfolded protein response (UPR)) | standard [standard] | Jonikas MC~Schuldiner M, 2009
YJL147C	0.02879319
YJL148W	-0.7289831
YJL149W	-0.2095398
YJL150W	-0.05479377
YJL151C	-0.0167006
YJL152W	0.09709419
YJL153C	0.01710076
YJL154C	0.2212606
YJL155C	-0.07059924
YJL157C	-0.1423935
YJL158C	-0.09523966
YJL159W	-0.1036519
YJL160C	-0.0959983
YJL161W	0.004332211
YJL162C	-0.05426749
YJL163C	-0.02463731
YJL164C	-0.01260117
YJL165C	0.0206249
YJL168C	0.3566939
YJL169W	0.3784238
YJL170C	-0.003917564
YJL171C	0.003635986
YJL172W	-0.08947413
YJL175W	-0.9543545
YJL176C	-0.1160019
YJL177W	-0.6303174
YJL178C	-0.1735034
YJL179W	-0.05391949
YJL180C	0.06615015
YJL181W	-0.006208647
YJL182C	-0.06990429
YJL183W	-0.172487
YJL185C	-0.01492979
YJL186W	0.1311848
YJL187C	-0.1970471
YJL188C	-0.1914339
YJL190C	-0.07267971
YJL191W	-0.0161845
YJL192C	-0.01368336
YJL193W	-0.03730682
YJL196C	0.01344038
YJL197W	0.02950022
YJL198W	-0.006764402
YJL199C	-0.04160074
YJL200C	-0.7641588
YJL201W	-0.1127254
YJL204C	-0.01291023
YJL205C	0.1293016
YJL206C	-0.03803712
YJL207C	-0.1744651
YJL208C	-0.0939624
YJL210W	-0.1449846
YJL211C	-0.09221657
YJL212C	-0.1294397
YJL213W	0.001635503
YJL214W	0.1586028
YJL215C	0.01038885
YJL216C	0.04403091
YJL217W	0.001118953
YJL218W	-0.05688105
YJR001W	-0.1099743
YJR003C	-0.01425139
YJR004C	0.174677
YJR005W	0.1144161
YJR008W	0.05025304
YJR009C	0.07239563
YJR010C-A	0.6773954
YJR010W	-0.002379767
YJR011C	-0.08529412
YJR014W	-0.6157629
YJR015W	-0.09303901
YJR019C	0.0135873
YJR020W	0.03862406
YJR021C	-0.01851848
YJR024C	0.002076435
YJR025C	0.04539505
YJR030C	0.08175317
YJR031C	0.0522909
YJR032W	-1.230447
YJR033C	0.4654012
YJR034W	-0.05577667
YJR035W	0.1006834
YJR036C	-0.05010198
YJR038C	-0.03692879
YJR039W	-0.009270734
YJR040W	0.09625703
YJR043C	-0.5416951
YJR044C	-0.1002684
YJR047C	-0.1154914
YJR048W	0.01726434
YJR050W	-0.1318671
YJR051W	0.1266167
YJR052W	-0.02058366
YJR053W	0.1616887
YJR055W	-1.307136
YJR058C	0.08166648
YJR059W	0.1513821
YJR060W	0.2872856
YJR061W	0.0581673
YJR062C	0.09831123
YJR063W	-0.5203696
YJR066W	-0.06990951
YJR069C	-0.1948797
YJR070C	-0.5718414
YJR073C	0.8304473
YJR074W	-0.3264861
YJR075W	0.5033816
YJR077C	-0.06134761
YJR078W	-0.0179938
YJR079W	-0.06374814
YJR080C	-0.08416109
YJR082C	-0.205291
YJR083C	-0.1159464
YJR084W	-0.3098681
YJR087W	0.2358078
YJR088C	0.1461818
YJR090C	0.005774785
YJR091C	0.041887
YJR092W	0.1608312
YJR094C	-0.1664506
YJR094W-A	-0.7856722
YJR095W	-0.01582296
YJR096W	-0.05560524
YJR097W	-0.04658581
YJR098C	0.04064832
YJR099W	0.007944897
YJR100C	0.09047372
YJR102C	0.3638047
YJR103W	0.08909664
YJR106W	-0.0425882
YJR107W	0.02278591
YJR108W	0.2264211
YJR109C	-0.3753353
YJR110W	0.002234622
YJR111C	-0.08982155
YJR115W	0.1491602
YJR116W	0.0547589
YJR117W	3.729102
YJR118C	2.603223
YJR119C	0.09522787
YJR120W	0.03397231
YJR121W	0.04321071
YJR124C	-0.06891768
YJR125C	0.1878626
YJR126C	0.03451451
YJR127C	-0.1659011
YJR128W	-0.06579824
YJR129C	-0.04433712
YJR130C	0.01438163
YJR131W	0.1642447
YJR133W	-0.02845747
YJR134C	0.1069788
YJR135C	0.02712054
YJR139C	0.01534415
YJR140C	0.3673168
YJR142W	-0.0123056
YJR145C	1.749476
YJR146W	0.06467763
YJR147W	0.03020822
YJR148W	-0.06058736
YJR149W	0.08570862
YJR150C	0.01418749
YJR152W	0.03883972
YJR153W	-0.01438577
YJR154W	-0.07790436
YKL001C	0.005679922
YKL002W	0.2093418
YKL003C	-0.1628343
YKL005C	0.05615665
YKL006W	-0.2271285
YKL007W	0.2530986
YKL008C	-0.1730788
YKL009W	-0.9572842
YKL010C	-0.04757298
YKL011C	-0.3616193
YKL015W	0.02906806
YKL016C	-0.5034681
YKL017C	-0.03966711
YKL020C	0.1050962
YKL023W	-0.02803473
YKL025C	0.03845502
YKL026C	-0.02108153
YKL027W	-0.1206676
YKL029C	0.03443071
YKL030W	0.02142968
YKL031W	-0.05941285
YKL032C	-0.3867776
YKL033W-A	-0.02837838
YKL034W	0.0762912
YKL037W	-0.03401885
YKL038W	0.05547073
YKL039W	0.0197388
YKL040C	0.01781655
YKL041W	0.240443
YKL043W	0.05448571
YKL044W	-0.02859741
YKL046C	0.05879441
YKL047W	0.09578193
YKL048C	0.6636429
YKL050C	0.03330555
YKL051W	0.07040421
YKL053C-A	-0.02881619
YKL053W	-0.1231414
YKL055C	-0.2430646
YKL056C	-0.3637964
YKL057C	0.2575003
YKL061W	-0.1119558
YKL062W	-0.0582074
YKL063C	0.02843417
YKL064W	0.02399103
YKL065C	0.06239985
YKL066W	0.1051743
YKL067W	0.007907676
YKL068W	-0.05047865
YKL069W	-0.1584087
YKL070W	-0.008257775
YKL071W	-0.08355958
YKL072W	0.07237726
YKL073W	2.196323
YKL074C	0.3006979
YKL075C	-0.08598001
YKL076C	-0.1465275
YKL077W	0.154835
YKL079W	0.07841349
YKL081W	0.1367394
YKL084W	-0.07868063
YKL085W	-0.02719936
YKL086W	0.1013509
YKL087C	-0.2019419
YKL090W	0.05392471
YKL091C	-0.02467496
YKL092C	0.0334963
YKL093W	0.009062402
YKL094W	0.01503845
YKL096W	0.1060252
YKL096W-A	-0.2656949
YKL097C	-0.1947143
YKL098W	0.0718081
YKL100C	0.06653019
YKL101W	0.004420477
YKL102C	0.09768597
YKL103C	-0.02056083
YKL105C	0.1299651
YKL106W	-0.0654669
YKL107W	0.0483467
YKL109W	-0.04732175
YKL110C	-0.3889087
YKL113C	-0.496575
YKL114C	-0.1378214
YKL115C	-0.007881153
YKL116C	0.04580178
YKL117W	0.005068571
YKL118W	0.5600896
YKL120W	0.09518224
YKL121W	-0.1044807
YKL123W	0.06482794
YKL124W	0.007077294
YKL126W	0.03614801
YKL127W	-0.04032836
YKL128C	-0.01326137
YKL129C	0.0002710585
YKL130C	-0.09644206
YKL131W	-0.03839722
YKL132C	-0.009480175
YKL133C	-0.04599043
YKL134C	-0.2537526
YKL136W	-0.1171924
YKL137W	0.06161192
YKL138C	0.01866573
YKL139W	0.6838835
YKL140W	0.01800807
YKL142W	-0.03137142
YKL143W	-0.8278091
YKL146W	0.0794861
YKL147C	0.07887633
YKL148C	-0.1163406
YKL149C	-0.211318
YKL150W	0.0327342
YKL151C	0.0530809
YKL156W	-0.0503924
YKL157W	-0.06801913
YKL159C	0.04109332
YKL160W	0.4836475
YKL161C	0.07112373
YKL162C	0.001475118
YKL162C-A	0.07152962
YKL163W	0.01436565
YKL164C	0.071007
YKL166C	-0.02871626
YKL167C	-0.1013033
YKL168C	-0.02467214
YKL169C	-0.1389692
YKL170W	-0.2859005
YKL171W	-0.02638087
YKL174C	-0.02794837
YKL175W	-0.03825617
YKL176C	0.05093674
YKL177W	0.1007453
YKL178C	0.08604541
YKL179C	-0.01170233
YKL183W	-0.05149711
YKL184W	-0.04859625
YKL185W	-0.06941138
YKL187C	0.03660511
YKL188C	0.03163983
YKL190W	0.07602566
YKL191W	0.07868363
YKL194C	-0.198444
YKL197C	-0.07271357
YKL198C	0.0495641315
YKL201C	-0.118400225
YKL202W	-0.04469049
YKL204W	-1.464186
YKL205W	-0.1792084
YKL206C	-0.2454404
YKL207W	0.2662748
YKL208W	-0.2760815
YKL211C	-0.205907
YKL212W	1.597052
YKL213C	0.1860814
YKL214C	0.04116969
YKL215C	0.02129204
YKL216W	-0.2130053
YKL217W	0.0274161
YKL218C	0.0007906269
YKL220C	0.02093826
YKL221W	0.02753484
YKL222C	0.007153007
YKR001C	0.9313461
YKR003W	0.09320939
YKR005C	0.02622181
YKR006C	-0.3062453
YKR007W	0.2904564
YKR009C	0.1533309
YKR010C	-0.4324276
YKR011C	0.005264941
YKR012C	0.03476118
YKR013W	0.06081834
YKR014C	-0.03546428
YKR015C	-0.07920077
YKR016W	-0.117502
YKR017C	0.02171907
YKR018C	-0.02499208
YKR019C	0.2550294
YKR020W	1.907993
YKR021W	0.03164893
YKR023W	0.1135093
YKR024C	-0.01072218
YKR026C	0.001921733
YKR027W	-0.1363031
YKR028W	0.409582
YKR029C	0.4479427
YKR030W	-0.002055623
YKR031C	0.07311351
YKR032W	-0.0414788
YKR033C	0.04348964
YKR034W	-0.08212365
YKR035C	0.1769753
YKR035W-A	0.1038465
YKR036C	-0.0211534
YKR039W	-0.024456
YKR040C	-0.09239265
YKR041W	-0.09565791
YKR042W	0.8421118
YKR043C	0.09056047
YKR044W	0.008764525
YKR045C	-0.002800865
YKR046C	0.04529876
YKR047W	0.1059312
YKR048C	0.3177553
YKR049C	-0.02453224
YKR050W	0.02085565
YKR051W	-0.09592471
YKR052C	-0.04932631
YKR053C	-0.01065043
YKR054C	-0.006181467
YKR055W	0.02635262
YKR056W	-0.02028229
YKR057W	-0.5651566
YKR058W	-0.02795765
YKR059W	-0.07777129
YKR060W	-0.06645495
YKR061W	0.1252848
YKR064W	0.004643898
YKR065C	-0.02528274
YKR066C	-0.01665817
YKR067W	0.01417355
YKR069W	-0.05826157
YKR070W	0.04134705
YKR072C	-0.001934568
YKR073C	-0.1340054
YKR074W	-0.9063097
YKR075C	0.01457094
YKR076W	0.01132741
YKR077W	-0.1242013
YKR078W	-0.08426238
YKR080W	0.02621623
YKR082W	-0.5362314
YKR084C	-0.2978089
YKR085C	-0.06940361
YKR087C	0.1074373
YKR088C	0.01588153
YKR089C	0.03884742
YKR090W	0.08205126
YKR091W	-0.01831894
YKR092C	-0.9202483
YKR093W	-0.1896659
YKR094C	-0.7368505
YKR095W	0.02270133
YKR096W	0.1217463
YKR097W	0.07242991
YKR098C	0.0134702
YKR099W	-0.1201678
YKR100C	0.1606339
YKR101W	0.1535615
YKR102W	0.05900373
YKR103W	-0.195187
YKR104W	0.01606995
YKR105C	0.03548011
YKR106W	-0.01791241
YLL001W	0.04393326
YLL002W	-0.6735607
YLL005C	-0.02426581
YLL006W	-0.003541942
YLL007C	0.07797333
YLL009C	-0.07565002
YLL010C	-0.02418727
YLL012W	0.04111043
YLL013C	-0.09906441
YLL014W	0.2483041
YLL015W	-0.01806274
YLL018C-A	-0.1806725
YLL019C	0.02384065
YLL020C	-0.07872637
YLL021W	0.1005932
YLL023C	-0.1023094
YLL024C	-0.4427389
YLL025W	0.003497062
YLL026W	0.008796968
YLL028W	0.0263636
YLL029W	-0.116772
YLL032C	-0.006250669
YLL033W	-0.1117815
YLL038C	-0.01119669
YLL039C	0.131589
YLL040C	0.1467899
YLL041C	-0.04636358
YLL042C	0.07677473
YLL043W	0.01336837
YLL045C	-1.02842
YLL046C	0.03942809
YLL047W	0.08709731
YLL048C	0.0839158
YLL051C	0.07671609
YLL052C	-0.02032658
YLL053C	0.02083095
YLL054C	0.0002189301
YLL055W	-0.02909867
YLL056C	0.01785418
YLL057C	-0.06513582
YLL058W	0.02589526
YLL059C	0.1146068
YLL060C	0.03305658
YLL061W	0.01314205
YLL062C	0.02882723
YLL063C	0.0343476
YLR001C	0.05631468
YLR003C	-0.03737954
YLR004C	0.01291919
YLR006C	-0.1093609
YLR011W	0.01963697
YLR012C	0.01231558
YLR013W	0.03555394
YLR014C	-0.04634091
YLR015W	-0.2188007
YLR016C	-0.1885598
YLR017W	0.08764041
YLR018C	-0.2463092
YLR019W	-0.007761886
YLR020C	-0.2249401
YLR021W	-0.5361116
YLR023C	0.02807156
YLR024C	-0.3502269
YLR025W	0.3866881
YLR027C	-0.372231
YLR028C	-0.01144031
YLR030W	0.0950879
YLR031W	0.08999008
YLR032W	-0.1972011
YLR034C	-0.0876622
YLR035C	0.005500315
YLR036C	-0.04376722
YLR037C	0.004384538
YLR038C	-0.1739514
YLR039C	-0.4355219
YLR040C	0.07986525
YLR041W	0.08751525
YLR042C	0.01557828
YLR043C	0.003132339
YLR044C	-0.1411886
YLR046C	0.1487236
YLR047C	-0.02925876
YLR048W	-1.147732
YLR049C	0.01237844
YLR050C	-0.06635808
YLR052W	-0.3147077
YLR053C	0.02156726
YLR054C	0.06876136
YLR055C	-1.852058
YLR056W	-0.2656851
YLR057W	0.2159676
YLR058C	-0.1185956
YLR059C	-0.1285978
YLR061W	-1.501234
YLR062C	-0.8027727
YLR063W	-0.04161206
YLR064W	0.001713765
YLR065C	0.148135
YLR067C	-0.2072798
YLR070C	-0.002218104
YLR072W	0.0453593
YLR073C	0.09178016
YLR077W	-0.09440435
YLR079W	-0.2774441
YLR080W	-0.1214491
YLR081W	-7.701676e-05
YLR082C	-0.06819167
YLR083C	0.08436463
YLR084C	0.1197871
YLR085C	0.5464926
YLR087C	3.065169
YLR089C	0.003972886
YLR090W	0.05388728
YLR091W	0.04755173
YLR092W	0.03374766
YLR093C	0.02581416
YLR094C	0.1278344
YLR095C	-0.02732049
YLR096W	0.000733368
YLR097C	0.1193609
YLR098C	-0.03639256
YLR099C	0.03224801
YLR102C	0.05019559
YLR104W	0.7766566
YLR107W	0.04060657
YLR108C	0.06610937
YLR109W	0.1826474
YLR110C	1.580814
YLR111W	1.198961
YLR112W	0.07439737
YLR113W	0.01904546
YLR114C	0.1076175
YLR118C	0.06871667
YLR119W	0.3346761
YLR120C	0.005822522
YLR121C	0.00553974
YLR122C	0.03217459
YLR123C	-0.06040062
YLR124W	-0.06691537
YLR125W	-0.002937412
YLR126C	0.04264461
YLR128W	0.08513815
YLR130C	0.08484931
YLR131C	0.09403457
YLR133W	0.333442
YLR134W	0.03719767
YLR135W	-0.0417228
YLR136C	0.03681102
YLR137W	0.08761046
YLR138W	-0.0894748
YLR139C	-0.5956151
YLR142W	0.04056111
YLR143W	0.01449505
YLR144C	0.07311362
YLR146C	0.1307544
YLR149C	0.1105974
YLR150W	-0.4670375
YLR151C	-0.01810018
YLR152C	0.01875813
YLR154C	-0.04330627
YLR164W	-0.09310039
YLR165C	0.02220878
YLR168C	0.0666559
YLR169W	0.03703598
YLR170C	-0.005890665
YLR171W	0.06254831
YLR172C	0.01938421
YLR173W	-0.03974436
YLR174W	-0.0007816044
YLR176C	-0.2166512
YLR177W	-0.1083676
YLR178C	0.111445
YLR179C	0.06737918
YLR180W	0.01954334
YLR181C	-0.2585302
YLR182W	-0.9158908
YLR183C	-0.004841106
YLR184W	-1.446017
YLR185W	-1.477383
YLR187W	0.07200614
YLR188W	0.06387773
YLR189C	-0.01380973
YLR190W	-0.2677755
YLR191W	-0.2617535
YLR192C	-0.8333643
YLR193C	-0.1713954
YLR194C	0.1051604
YLR199C	-0.256593
YLR200W	-0.3893501
YLR201C	-0.1347728
YLR202C	-0.1703878
YLR203C	-0.2033514
YLR204W	-0.1543746
YLR205C	0.01720289
YLR206W	-0.04635604
YLR207W	1.520393
YLR209C	0.001207937
YLR210W	0.01933111
YLR211C	0.05607823
YLR213C	0.0261298
YLR214W	-0.05358167
YLR216C	0.3395906
YLR217W	0.1754867
YLR218C	-0.1075815
YLR219W	0.1064969
YLR220W	0.1435127
YLR221C	-0.7267767
YLR224W	-0.08161828
YLR225C	0.01150366
YLR227C	0.08445946
YLR228C	-0.01460191
YLR231C	-0.1142944
YLR232W	-0.06684958
YLR233C	-0.09576824
YLR235C	-0.1190374
YLR236C	-0.03093364
YLR237W	0.05158315
YLR238W	0.1045121
YLR239C	-0.162335
YLR241W	0.01944658
YLR242C	4.042453
YLR246W	-0.1739919
YLR247C	0.08541487
YLR248W	-0.005737911
YLR250W	0.06739293
YLR251W	-0.02388895
YLR252W	0.06103533
YLR253W	0.03598613
YLR254C	0.009667553
YLR255C	0.08246293
YLR257W	0.04268658
YLR258W	0.05218553
YLR260W	0.0167961
YLR261C	1.12268
YLR262C	0.6317156
YLR262C-A	0.08144928
YLR263W	0.1198521
YLR264W	-0.8030717
YLR265C	0.01486775
YLR266C	0.06622561
YLR267W	0.2439921
YLR268W	1.268643
YLR269C	0.1269763
YLR270W	-0.1018055
YLR271W	0.0542194
YLR273C	0.08233234
YLR278C	0.1984536
YLR279W	0.1397221
YLR280C	0.1011453
YLR281C	-0.01844464
YLR282C	-0.06448035
YLR283W	-0.1139318
YLR284C	0.05700506
YLR285W	-0.09085348
YLR286C	0.01844094
YLR287C	0.01092221
YLR287C-A	-0.65156335
YLR288C	0.04870712
YLR289W	0.0809959
YLR290C	-0.09737153
YLR292C	-0.1322579
YLR294C	-0.02876875
YLR295C	-0.15630549999999999
YLR296W	0.05631357
YLR297W	0.1002275
YLR299W	-0.1097066
YLR300W	-0.001059372
YLR303W	-0.04216556
YLR304C	-0.1798045
YLR306W	-0.2221884
YLR307W	0.01893063
YLR309C	-0.2109445
YLR311C	0.002677529
YLR312C	0.1364886
YLR312W-A	-0.2835046
YLR313C	0.08105195
YLR315W	-0.5910532
YLR318W	0.01757624
YLR319C	-0.1611252
YLR320W	-0.7153615
YLR324W	-0.04726005
YLR325C	-0.1835255
YLR326W	0.05311799
YLR327C	0.08812578
YLR328W	0.07248118
YLR329W	-0.0002644672
YLR330W	0.02145117
YLR331C	0.08052931
YLR332W	-0.07639257
YLR333C	0.01622567
YLR334C	-0.05573773
YLR335W	-0.0949127
YLR337C	0.959166
YLR338W	1.202764
YLR341W	0.003759748
YLR342W	0.1062159
YLR343W	0.06185724
YLR344W	-0.6037151
YLR345W	0.07837462
YLR346C	-0.05749896
YLR348C	0.1143976
YLR349W	0.06699735
YLR350W	0.1533834
YLR351C	0.0976713
YLR352W	0.07584454
YLR353W	-0.0379018
YLR354C	0.07785468
YLR356W	0.06261643
YLR358C	0.05576561
YLR360W	0.5356135
YLR361C	0.05777373
YLR363C	-0.3583363
YLR364W	0.02527592
YLR365W	0.01376448
YLR366W	-0.1683293
YLR367W	-0.2032426
YLR368W	-0.08137381
YLR370C	0.7352577
YLR371W	-0.02245279
YLR372W	1.322415
YLR373C	-1.033967
YLR374C	-0.4105324
YLR375W	-0.03394369
YLR376C	-0.05776968
YLR377C	0.01943762
YLR380W	-0.0456438
YLR381W	0.05790407
YLR384C	-0.5130604
YLR385C	0.04339756
YLR386W	0.4591585
YLR387C	0.01831431
YLR388W	-0.7336707
YLR389C	-0.04239286
YLR390W	-0.01340015
YLR390W-A	-0.0077637745
YLR392C	0.0374122
YLR393W	0.006069832
YLR394W	-0.0230547
YLR395C	-0.05240206
YLR398C	-0.3904429
YLR399C	-0.1331859
YLR400W	0.1157062
YLR401C	0.142594
YLR402W	-0.5950542
YLR404W	0.0686809
YLR405W	-0.1374825
YLR406C	-0.631159
YLR407W	0.01877837
YLR408C	0.08010743
YLR410W	-0.2905622
YLR412W	-0.04043794
YLR413W	-0.02954302
YLR414C	0.02181518
YLR415C	0.04608175
YLR416C	0.01255201
YLR418C	-0.3606231
YLR421C	0.03046903
YLR422W	-0.01998443
YLR423C	-0.09144483
YLR425W	0.266452
YLR426W	0.06355962
YLR427W	0.004139704
YLR428C	0.1325415
YLR429W	0.092688
YLR431C	0.05140053
YLR432W	0.003132005
YLR433C	-0.08331381
YLR434C	-0.2253257
YLR435W	-0.7302718
YLR436C	0.3171535
YLR437C	0.05149223
YLR438W	0.09330789
YLR439W	-0.2316434
YLR441C	-0.5290633
YLR443W	0.03971274
YLR444C	-0.05847343
YLR445W	0.02652459
YLR446W	-0.05454468
YLR447C	-0.04819837
YLR448W	-1.19243
YLR449W	-0.09161729
YLR450W	0.1301731
YLR451W	-0.1929392
YLR452C	0.1393828
YLR453C	0.01507566
YLR454W	-0.04507173
YLR455W	-0.08557877
YLR456W	-0.002554264
YLR460C	-0.00528044
YLR461W	0.01735684
YML001W	-0.05471667
YML002W	0.04111102
YML003W	-0.03579058
YML004C	0.03400801
YML005W	-0.03394718
YML006C	0.007849569
YML007W	-0.1605577
YML008C	0.2860008
YML009C	0.032219380000000006
YML009C-A	0.4701679
YML011C	-0.041168
YML012C-A	2.788478
YML012W	2.991639
YML013W	2.516772
YML016C	-0.06923064
YML017W	-1.004882
YML018C	-0.003213288
YML019W	0.277897
YML020W	-0.002536242
YML021C	-0.1222352
YML022W	-0.02927812
YML024W	-1.344575
YML026C	-0.6424259
YML027W	0.05826685
YML028W	0.2335537
YML029W	1.260004
YML030W	-0.04180916
YML032C	-0.3180285
YML034C-A	-0.1491026
YML034W	0.033725437999999996
YML035C	-0.01634262
YML036W	0.02973562
YML037C	0.04776876
YML038C	0.1735654
YML041C	0.439544
YML042W	-0.01976726
YML047C	0.06132971
YML047W-A	0.05627265
YML048W	0.1357122
YML050W	-0.001138886
YML051W	-0.02801616
YML052W	0.01537111
YML053C	0.02346154
YML054C	0.06965793
YML055W	2.590176
YML056C	-0.03421194
YML057C-A	0.03450294
YML057W	-0.03593413
YML058W	-0.03868135
YML059C	-0.01209815
YML060W	-0.02979413
YML061C	-0.08521609
YML062C	0.3573823
YML063W	-0.2216312
YML066C	0.02332984
YML067C	-0.1746292
YML068W	0.02110086
YML070W	0.02545957
YML071C	0.4293023
YML072C	0.03204384
YML073C	-0.2830189
YML074C	-0.03514552
YML075C	0.2186341
YML076C	0.05724026
YML078W	-0.06685927
YML079W	0.009364907
YML080W	0.1318215
YML081C-A	-0.1077159
YML081W	0.2409871
YML082W	-0.04417084
YML083C	0.0005821485
YML084W	0.02597309
YML086C	0.02283234
YML087C	0.0245433
YML089C	0.04429122
YML090W	-0.07020294
YML094W	-0.1020427
YML095C	-0.1162526
YML096W	-0.0218776
YML097C	0.7531377
YML099C	-0.1103266
YML100W	-0.01408521
YML100W-A	-0.03219384
YML101C	0.01297548
YML101C-A	0.7813414
YML102W	0.302848
YML103C	-0.2821108
YML104C	0.01513373
YML106W	-0.2086343
YML107C	-0.1278779
YML108W	-0.3537007
YML109W	-0.2102018
YML110C	-0.01793469
YML111W	0.02586824
YML112W	0.874487
YML113W	0.2731884
YML115C	2.012902
YML116W	0.01052237
YML116W-A	-0.06588027
YML117W	-0.1129426
YML118W	0.09588333
YML119W	-0.1031216
YML120C	0.04500335
YML121W	0.2377733
YML122C	-0.06513244
YML123C	0.2467341
YML124C	0.001308333
YML128C	0.6751595
YML129C	-0.0394668
YML131W	0.027786
YMR002W	0.07197578
YMR003W	0.117721
YMR004W	0.2398443
YMR006C	-0.2538783
YMR007W	0.1271336
YMR008C	-0.006013274
YMR009W	6.104226e-05
YMR010W	0.1619544
YMR011W	0.0009100717
YMR012W	-0.1439718
YMR015C	0.1135742
YMR016C	0.09751083
YMR017W	0.007899413
YMR018W	-0.02341366
YMR019W	0.04665854
YMR020W	0.00198595
YMR021C	-0.1386652
YMR022W	1.765781
YMR023C	-0.0289481
YMR024W	-0.1638746
YMR025W	-0.04383
YMR026C	-0.09246491
YMR027W	0.04155788
YMR029C	0.002136358
YMR030W	0.01817933
YMR031C	-0.01725384
YMR031W-A	-0.08647735
YMR034C	-0.03037574
YMR035W	-0.1543064
YMR036C	0.3154786
YMR037C	0.03465652
YMR038C	0.1809457
YMR039C	-0.184655
YMR040W	-0.1589377
YMR041C	0.02997311
YMR042W	-0.03938891
YMR044W	-0.04020772
YMR048W	-0.2215998
YMR052C-A	0.120461
YMR052W	0.04394229
YMR053C	0.01487804
YMR054W	0.01071443
YMR055C	0.05895736
YMR056C	-0.1875638
YMR057C	-0.06681375
YMR058W	-0.09787151
YMR060C	-0.07765923
YMR062C	-0.5903288
YMR063W	0.06805748
YMR064W	-0.1840758
YMR065W	0.04422858
YMR066W	-0.07793021
YMR067C	0.5096262
YMR068W	-0.048394
YMR069W	0.2094496
YMR070W	-0.4743524
YMR071C	0.03056615
YMR072W	-0.2457949
YMR073C	0.1509739
YMR074C	0.006330569
YMR075C-A	0.3637388
YMR075W	0.3465199
YMR077C	0.3055318
YMR078C	-0.1190518
YMR080C	-1.96731
YMR081C	-0.0528809
YMR083W	-0.1052631
YMR084W	-0.0482214
YMR085W	-0.07004884
YMR086C-A	0.036550150000000003
YMR086W	-0.09247907
YMR087W	-0.03482559
YMR088C	-0.02737896
YMR089C	-0.4013031
YMR090W	-0.02355931
YMR092C	-0.05070187
YMR095C	0.01182609
YMR096W	0.02430376
YMR097C	-0.06332981
YMR098C	-0.3925596
YMR099C	-0.08422928
YMR100W	-0.412447
YMR101C	0.0357105
YMR102C	-0.009114017
YMR103C	0.07349447
YMR104C	-0.05877241
YMR105C	0.0136274
YMR106C	-0.04843304
YMR107W	0.05805781
YMR109W	0.07065027
YMR110C	0.05783769
YMR111C	-0.04606027
YMR114C	-0.09863628
YMR115W	0.01028766
YMR116C	-1.330382
YMR118C	-0.001321795
YMR119W	0.01404161
YMR119W-A	0.1351972
YMR120C	0.05979872
YMR121C	-0.06463685
YMR122C	-0.08821393
YMR123W	0.5405381
YMR124W	0.02530077
YMR125W	-1.145126
YMR126C	0.04736674
YMR127C	-0.1079829
YMR129W	-0.09174187
YMR130W	0.08673475
YMR132C	0.06847733
YMR133W	0.004768108
YMR135C	-0.131372
YMR135W-A	0.04551312
YMR136W	-0.01075575
YMR137C	0.01285252
YMR138W	0.007694308
YMR139W	-0.03169495
YMR140W	-0.01297635
YMR141C	0.01598999
YMR143W	-1.031674
YMR144W	-0.07817445
YMR145C	-0.03268973
YMR147W	-0.00768874
YMR148W	0.436249
YMR150C	-0.1996359
YMR151W	-0.1598378
YMR152W	-0.02786879
YMR153C-A	-0.2713181
YMR153W	-0.07928887
YMR154C	0.01499662
YMR155W	0.0005230297
YMR156C	-0.1552963
YMR157C	0.03134724
YMR158C-A	-0.01010165
YMR158W-B	0.04540406
YMR159C	0.005423582
YMR160W	0.1015618
YMR161W	1.687234
YMR162C	-0.04024008
YMR163C	0.03617977
YMR164C	-0.02312469
YMR165C	0.5606529
YMR166C	-0.1523847
YMR167W	-0.2294165
YMR169C	-0.050046886205
YMR170C	0.03634702
YMR171C	0.05818124
YMR172C-A	0.1030526
YMR172W	0.1342535
YMR173W	0.02162871
YMR173W-A	-0.01763601
YMR174C	-0.07359194
YMR175W	-0.03612358
YMR176W	0.02151039
YMR177W	-0.03120806
YMR178W	0.02260843
YMR179W	0.8957162
YMR180C	0.004362278
YMR181C	0.01316162
YMR182C	0.07659486
YMR183C	0.03368648
YMR184W	-0.03664731
YMR186W	-0.2862298
YMR187C	0.001518233
YMR188C	-0.006434818
YMR189W	0.05161866
YMR190C	-0.1066035
YMR191W	-0.001679096
YMR192W	0.02579398
YMR193C-A	-0.9099915
YMR193W	0.06843379
YMR194C-A	0.1097765
YMR194W	-0.8717308
YMR195W	-0.03204147
YMR196W	-0.03271738
YMR198W	-0.4993921
YMR199W	-0.02941109
YMR201C	0.04211236
YMR202W	0.4486239
YMR204C	-0.03580616
YMR205C	0.01594461
YMR206W	-0.01993866
YMR207C	-0.1198751
YMR209C	-0.3406495
YMR210W	-0.02476581
YMR214W	4.238204
YMR215W	0.02801342
YMR216C	0.829195
YMR219W	-0.1147565
YMR221C	0.02165966
YMR222C	0.04880781
YMR223W	-0.3782534
YMR224C	0.4396559
YMR225C	-0.02243163
YMR226C	-0.04557562
YMR228W	-0.2582954
YMR230W	-0.6855107
YMR231W	-0.05978164
YMR232W	-0.04710767
YMR233W	-0.003335099
YMR234W	0.05221944
YMR237W	0.03142114
YMR238W	0.2047901
YMR241W	-0.1766959
YMR242C	-1.947314
