orf	hap a | protein/peptide metabolism (unfolded protein response (UPR)) | standard [standard] | Jonikas MC~Schuldiner M, 2009
YDR539W	0.09646591
YDR540C	-0.08738559
YDR541C	0.09197353
YEL001C	0.2396144
YEL003W	-0.008809726
YEL005C	0.02396195
YEL006W	0.006330723
YEL007W	-0.03000306
YEL008W	-0.1294208
YEL009C	-0.04182322
YEL010W	0.0680523
YEL011W	0.03180805
YEL012W	0.006816655
YEL013W	-0.1905718
YEL014C	0.1839302
YEL015W	0.07172365
YEL016C	0.08771507
YEL017C-A	0.01333193
YEL017W	0.05502275
YEL020C	0.07895582
YEL023C	0.1647398
YEL024W	-0.09419764
YEL025C	0.06009185
YEL027W	0.170088
YEL028W	0.03745576
YEL030W	0.09034199
YEL031W	3.784655
YEL033W	-1.325401
YEL036C	1.81347
YEL037C	-0.2400046
YEL038W	-0.05653402
YEL039C	0.005241774
YEL040W	-0.03797598
YEL041W	-0.0990688
YEL042W	0.5645731
YEL043W	-0.2135983
YEL045C	-0.3886065
YEL046C	0.1164936
YEL047C	-0.05389732
YEL048C	0.05682535
YEL049W	0.04936198
YEL050C	-0.4352627
YEL052W	-0.1088506
YEL053C	-0.05574552
YEL054C	-1.235663
YEL056W	-0.3311398
YEL057C	0.105669
YEL059W	-0.1484796
YEL060C	0.1686267
YEL061C	-0.03998784
YEL062W	0.04047813
YEL063C	0.07463064
YEL064C	0.002865389
YEL065W	0.02593545
YEL066W	0.001072089
YEL067C	0.01105554
YEL068C	-0.02624041
YEL071W	-0.002180898
YER001W	-0.02258095
YER002W	-0.822228
YER004W	0.03032028
YER005W	0.2352331
YER007C-A	-0.7734577
YER007W	0.03341053
YER010C	-0.1524928
YER011W	0.05224801
YER016W	0.01036451
YER017C	-0.2907783
YER019C-A	-0.08178824
YER019W	0.8201941
YER020W	-0.02842011
YER024W	0.1411629
YER027C	0.002427119
YER028C	0.003216592
YER030W	0.188144
YER031C	0.2836412
YER032W	-0.04842343
YER033C	0.136383
YER034W	-0.07879352
YER035W	0.1020559
YER037W	-0.3175672
YER038W-A	0.1225855
YER039C	0.03304606
YER039C-A	-0.0412124
YER040W	-1.048609
YER041W	0.06230939
YER042W	0.0284023
YER044C-A	0.05026162
YER045C	0.09312089
YER046W	-0.007932815
YER046W-A	0.06525497
YER047C	-0.02213907
YER048C	-0.1965982
YER049W	0.1298472
YER050C	0.2354805
YER051W	0.09594318
YER052C	0.04484163
YER053C	0.09893604
YER054C	0.04913191
YER055C	-0.04603155
YER056C	0.06639224
YER056C-A	-0.3954265
YER057C	0.07081365
YER058W	-0.2920613
YER059W	0.1052763
YER060W	0.004480218
YER060W-A	-0.06776192
YER061C	-0.4954471
YER062C	0.06238334
YER063W	0.04940256
YER064C	0.3606345
YER065C	0.03610802
YER066C-A	-0.06013414
YER066W	0.01820473
YER067C-A	-0.05267404
YER067W	0.002382096
YER068W	-0.005384297
YER071C	0.0764351
YER072W	0.1813234
YER073W	-0.01381777
YER074W	-0.2531695
YER075C	0.2050567
YER077C	-0.1687432
YER078C	-0.2729008
YER079W	0.08574239
YER080W	0.01318931
YER081W	-0.0005931369
YER083C	1.398022
YER084W	0.9032868
YER085C	-0.04342627
YER086W	-0.04969732
YER087C-B	0.06210211
YER088C	0.06238146
YER089C	-0.09339447
YER090W	-0.156076
YER091C	-0.00405809
YER091C-A	-0.03588812
YER092W	0.3294525
YER093C-A	-0.03093491
YER095W	-0.1567158
YER096W	0.02934178
YER097W	0.02082748
YER098W	0.03900617
YER101C	0.009482702
YER103W	-0.1128035
YER106W	0.02477734
YER111C	-0.723444
YER113C	0.104596
YER114C	0.1866025
YER115C	-0.04249346
YER116C	-0.4406994
YER117W	0.01076789
YER118C	-0.07074784
YER119C	0.02496072
YER120W	0.1707314
YER121W	0.01526078
YER122C	2.228053
YER123W	-0.007699435
YER124C	-0.1064952
YER128W	-0.02766164
YER129W	0.0791321
YER130C	-0.007197884
YER131W	-0.3488549
YER132C	-0.03247799
YER134C	0.04682589
YER135C	0.2120074
YER137C	-0.2993038
YER139C	-1.345255
YER140W	1.139844
YER141W	-1.104621
YER142C	0.02682851
YER143W	0.05683833
YER144C	-0.08145783
YER145C	0.1661185
YER149C	0.2288187
YER150W	-0.02999658
YER151C	0.2826298
YER152C	-0.04089086
YER153C	-0.1739872
YER154W	-0.2293525
YER155C	-0.3705273
YER156C	-0.4279472
YER158C	-0.04016516
YER161C	0.0568759
YER162C	-0.1188249
YER163C	0.03960018
YER164W	0.1444292
YER166W	0.07548826
YER167W	-0.09774501
YER169W	-0.3677097
YER170W	0.05214211
YER173W	0.1250116
YER174C	-0.01032091
YER175C	0.04147649
YER176W	-0.04862547
YER177W	-0.3182299
YER178W	-0.04923104
YER179W	-0.06111192
YER180C	-0.1178235
YER181C	0.02045417
YER182W	-0.04275785
YER183C	-0.02571658
YER184C	0.04329997
YER185W	-0.06135586
YER186C	-0.008995076
YER187W	0.02164495
YER188W	0.07340771
YFL001W	-0.5573146
YFL003C	0.160823
YFL004W	0.04629008
YFL007W	-0.09168803
YFL010C	0.07656581
YFL010W-A	0.1247265
YFL011W	0.1384478
YFL012W	0.07674159
YFL012W-A	0.2763224
YFL013C	0.3047477
YFL014W	-0.08932229
YFL015C	0.05657848
YFL016C	-0.9184256
YFL018C	-0.2799684
YFL019C	0.07551634
YFL020C	0.03715495
YFL021W	0.01571283
YFL023W	-1.057553
YFL025C	3.398601
YFL027C	0.1412117
YFL028C	-0.01909044
YFL030W	0.08385207
YFL031W	-0.7886106
YFL032W	-0.7849863
YFL033C	0.05065132
YFL034C-A	0.065618525
YFL034W	-0.01651215
YFL036W	-0.3112398
YFL040W	0.1067675
YFL041W	-0.03089937
YFL042C	-0.036967275
YFL044C	-0.03203508
YFL046W	0.04226567
YFL047W	0.02918988
YFL048C	0.04283078
YFL049W	-0.3129009
YFL050C	0.0162802
YFL051C	-0.03337129
YFL052W	0.04597869
YFL053W	-0.0149174
YFL054C	0.05461896
YFL055W	-0.02144648
YFL063W	-0.01623933
YFR006W	0.00608454
YFR007W	-0.002692825
YFR008W	-0.004858238
YFR009W	-0.2624499
YFR010W	0.05158229
YFR011C	-0.1125015
YFR012W	0.06186387
YFR013W	0.2125613
YFR014C	-0.09370999
YFR015C	-0.008715148
YFR016C	-0.09806835
YFR017C	0.0380642
YFR018C	0.4200717
YFR019W	0.005903871
YFR020W	-0.1041232
YFR021W	0.05074501
YFR022W	-0.04539105
YFR023W	0.01652346
YFR024C-A	0.015704685
YFR025C	0.034582
YFR026C	-0.008903968
YFR030W	0.04659929
YFR031C-A	-0.773572
YFR032C	0.07627278
YFR032C-A	-1.032481
YFR033C	-0.1446874
YFR034C	-0.04668629
YFR035C	0.05194762
YFR036W	-0.4901245
YFR038W	-0.02465737
YFR039C	-0.001912583
YFR040W	-0.2403173
YFR041C	0.6098622
YFR043C	0.1236831
YFR044C	-0.08115044
YFR045W	0.1907238
YFR046C	0.009313293
YFR047C	0.06563796
YFR048W	-0.1142989
YFR049W	0.05920186
YFR053C	0.02663871
YFR054C	0.06656752
YFR055W	0.00922628
YFR056C	0.01265574
YFR057W	-0.06332509
YGL002W	-0.09166599
YGL003C	-0.6126721
YGL004C	0.02140927
YGL005C	0.3033092
YGL006W	-0.02358124
YGL007W	0.6497185
YGL009C	-0.01948493
YGL010W	-0.05855117
YGL013C	0.05337529
YGL014W	-0.1061965
YGL015C	0.01654507
YGL016W	-0.8926714
YGL017W	-0.03299658
YGL019W	0.3135656
YGL020C	2.00988
YGL021W	0.01848029
YGL023C	-0.04749216
YGL024W	0.06105573
YGL025C	0.04159578
YGL026C	-0.2094859
YGL027C	0.5921051
YGL028C	0.1532673
YGL029W	-0.6636054
YGL031C	-0.9372009
YGL032C	0.06637586
YGL033W	1.491792
YGL034C	0.06887363
YGL035C	0.07857581
YGL036W	0.03936895
YGL037C	-0.10021
YGL039W	0.01839746
YGL041C	0.02891447
YGL042C	-0.6024571
YGL043W	-0.70677
YGL045W	0.048054135
YGL049C	-0.08180317
YGL050W	-0.04940697
YGL051W	-0.03011294
YGL053W	0.02106704
YGL054C	1.955872
YGL056C	0.09682811
YGL057C	0.03975969
YGL058W	-0.2962253
YGL059W	0.1077587
YGL060W	0.08836432
YGL062W	0.08269205
YGL063W	0.09816289
YGL064C	-0.142011
YGL066W	-1.699514
YGL067W	0.08721749
YGL071W	-0.07842426
YGL072C	0.03378503
YGL077C	0.3814229
YGL078C	-1.1106
YGL079W	0.1307951
YGL080W	-0.002896204
YGL081W	0.1739681
YGL082W	0.05157018
YGL083W	-0.0008779462
YGL084C	2.466359
YGL085W	-0.007854669
YGL086W	0.04009589
YGL087C	0.1099354
YGL088W	-0.7818919
YGL089C	0.08426687
YGL090W	0.1288133
YGL094C	0.1050366
YGL096W	0.07937257
YGL101W	0.2305962
YGL104C	-0.01126115
YGL105W	-0.7470777
YGL107C	-0.2774484
YGL108C	0.1122293
YGL109W	0.1950574
YGL110C	0.5138294
YGL114W	0.0004415553
YGL115W	0.5503354
YGL117W	0.04276506
YGL118C	0.04598686
YGL121C	0.001181372
YGL124C	0.01995458
YGL125W	-0.03493325
YGL126W	0.3267326
YGL127C	-1.535314
YGL131C	0.07696199
YGL132W	-0.01072596
YGL133W	0.2508572
YGL136C	-0.3213586
YGL138C	-0.04412729
YGL139W	-0.01246758
YGL140C	-0.1014415
YGL141W	-0.1163287
YGL143C	-0.2559618
YGL144C	0.07930441
YGL146C	0.01132194
YGL147C	-1.243875
YGL148W	-0.2938437
YGL149W	0.7458648
YGL151W	0.05296194
YGL152C	-0.08605033
YGL153W	-0.08363127
YGL154C	0.1439126
YGL156W	-0.02334259
YGL157W	0.06060958
YGL158W	-0.01980368
YGL159W	0.04403201
YGL160W	-0.2023076
YGL161C	0.004551725
YGL162W	0.05553223
YGL163C	-0.165248
YGL164C	-0.006160983
YGL165C	0.0554456
YGL166W	-0.04343163
YGL167C	1.541984
YGL168W	1.595551
YGL170C	0.03072579
YGL173C	0.2330596
YGL174W	-1.755918
YGL175C	-0.06006351
YGL176C	0.002666347
YGL177W	-0.07330934
YGL179C	0.07120593
YGL180W	-0.03771609
YGL181W	-0.04500442
YGL194C	0.5052636
YGL195W	-0.3459633
YGL196W	0.08343384
YGL197W	0.09733089
YGL198W	0.07880689
YGL199C	0.02397421
YGL202W	0.008733807
YGL203C	0.1763361
YGL205W	-0.04254857
YGL208W	0.05081808
YGL209W	0.005931516
YGL210W	-0.07684076
YGL211W	-0.2408981
YGL212W	0.1508249
YGL213C	-0.4652839
YGL214W	-0.4247618
YGL215W	-0.1403138
YGL216W	-0.05463624
YGL217C	0.007900585
YGL218W	-0.8080643
YGL219C	-0.5752887
YGL220W	0.08901661
YGL221C	-0.1275423
YGL222C	0.2376455
YGL224C	-0.01333276
YGL226C-A	0.9075847
YGL226W	-0.009934085
YGL227W	-0.06375174
YGL228W	1.652362
YGL229C	0.1291697
YGL230C	0.09698276
YGL231C	0.2135754
YGL232W	-0.150646
YGL234W	-0.3250978
YGL235W	-0.02080669
YGL236C	-0.05770283
YGL237C	-0.1806193
YGL241W	-0.2580994
YGL242C	-0.06827876
YGL243W	0.0192585
YGL244W	-0.1682472
YGL248W	-0.07391717
YGL249W	-0.09690149
YGL250W	-0.1296485
YGL251C	0.04040875
YGL252C	-0.1523804
YGL253W	0.2717371
YGL254W	-0.08353843
YGL255W	0.02946531
YGL256W	0.1775703
YGL257C	0.05039964
YGL258W	0.03911132
YGL259W	-0.03921888
YGL260W	-0.006156136
YGL261C	-0.02471843
YGL262W	-0.02151911
YGL263W	0.0009121604
YGR001C	-0.04821928
YGR003W	0.03686857
YGR004W	0.1421064
YGR007W	-4.187356e-05
YGR008C	0.1320368
YGR010W	0.04515178
YGR011W	-0.04535043
YGR012W	-0.1225386
YGR014W	-0.03914817
YGR015C	-0.0533448
YGR016W	-0.04989815
YGR017W	0.1681748
YGR018C	0.1063979
YGR019W	-0.002203806
YGR021W	-0.01801338
YGR022C	-0.04278421
YGR023W	-0.007348719
YGR025W	0.02096317
YGR026W	-0.05290899
YGR027C	-0.4014626
YGR028W	-0.06534722
YGR031W	0.01558322
YGR032W	-0.0696782
YGR033C	-0.02930439
YGR034W	-0.7257064
YGR035C	0.02359857
YGR037C	0.2445672
YGR038W	0.06474488
YGR039W	-0.03848957
YGR040W	-0.08480101
YGR041W	0.002369046
YGR042W	0.07694209
YGR043C	0.009513191
YGR044C	-0.03103625
YGR045C	-0.05636924
YGR049W	-0.04938264
YGR050C	-0.03192189
YGR051C	0.05938251
YGR052W	-0.01676437
YGR053C	0.05807958
YGR054W	-0.07202176
YGR055W	0.0978749
YGR057C	0.06271657
YGR058W	0.4111458
YGR059W	-0.02764331
YGR061C	-0.3134644
YGR062C	-0.03830522
YGR063C	1.405982
YGR064W	1.42645
YGR066C	0.02497805
YGR067C	0.1098379
YGR068C	0.03921024
YGR069W	0.01038003
YGR070W	-0.008577104
YGR071C	-0.3840165
YGR072W	-2.0831
YGR076C	-0.3509883
YGR077C	-0.2015887
YGR078C	-0.2594649
YGR079W	-0.1378868
YGR080W	-0.1000229
YGR081C	-0.6106269
YGR084C	-0.1136189
YGR085C	-1.117354
YGR086C	0.1046938
YGR087C	0.02240097
YGR088W	0.04107557
YGR089W	-0.1765133
YGR092W	0.6700468
YGR093W	-0.05077022
YGR096W	0.04253926
YGR097W	0.1115302
YGR100W	0.05922941
YGR101W	-0.3757097
YGR102C	-0.1179928
YGR105W	0.9240466
YGR106C	0.04889221
YGR107W	0.08832432
YGR108W	0.07268099
YGR109C	0.1198776
YGR110W	0.0116404
YGR111W	-0.3744
YGR112W	-0.07141012
YGR117C	-0.06012416
YGR118W	-0.7006141
YGR121C	0.05460941
YGR122C-A	0.08113435
YGR122W	0.04132734
YGR123C	0.3054941
YGR124W	0.02032699
YGR125W	-0.08922019
YGR126W	0.07924237
YGR127W	0.003109888
YGR129W	-0.01995431
YGR130C	0.1077481
YGR131W	0.05568705
YGR132C	-0.09279385
YGR133W	-0.1021091
YGR134W	-0.2478898
YGR135W	-0.6553348
YGR136W	-0.01782589
YGR137W	-0.005495676
YGR138C	-0.0002181806
YGR139W	0.01013407
YGR141W	-0.003172349
YGR142W	-0.03803553
YGR143W	0.1237463
YGR144W	0.04413342
YGR146C	0.1189582
YGR148C	-0.7618854
YGR149W	0.09174062
YGR150C	-0.1623711
YGR151C	0.06439516
YGR152C	0.02337973
YGR153W	0.03369339
YGR154C	0.0538792
YGR155W	0.5409657
YGR157W	-0.3280667
YGR159C	-1.362782
YGR160W	-0.3353147
YGR161C	-0.01432437
YGR162W	-0.3338884
YGR163W	0.236998
YGR164W	0.1086394
YGR165W	-0.09678438
YGR166W	0.3651779
YGR168C	0.02232189
YGR169C	0.001334484
YGR170W	0.3096724
YGR171C	-0.3207726
YGR173W	0.02502767
YGR174C	-0.1254918
YGR176W	0.05217173
YGR177C	-0.01422915
YGR178C	-0.3390167
YGR181W	0.07887464
YGR182C	-0.03075229
YGR183C	-0.1159948
YGR184C	-0.355359
YGR187C	-0.5492446
YGR188C	0.2997698
YGR189C	0.04874333
YGR192C	0.03554327
YGR193C	-0.06037616
YGR194C	0.08870402
YGR196C	0.06706382
YGR197C	0.02512738
YGR199W	0.03445053
YGR200C	-0.5410387
YGR201C	0.03117984
YGR202C	0.6116571
YGR203W	-0.007274021
YGR204W	-0.7665856
YGR205W	0.09216638
YGR206W	0.06547907
YGR207C	-0.0008792875
YGR208W	0.06066564
YGR209C	0.1686312
YGR210C	-0.04373853
YGR212W	0.01707555
YGR213C	0.09456208
YGR214W	-0.6550944
YGR215W	-0.3360241
YGR217W	-0.0195841
YGR219W	-0.2277881
YGR220C	-0.3113123
YGR221C	-0.1067305
YGR222W	-0.1372144
YGR223C	-0.2479759
YGR224W	0.01293508
YGR225W	-0.02193372
YGR226C	0.2327622
YGR227W	1.256861
YGR228W	0.2539694
YGR229C	0.7579594
YGR230W	0.01409644
YGR231C	-0.1332211
YGR232W	-0.001301035
YGR233C	-0.05638467
YGR234W	-0.03230081
YGR235C	-0.04136172
YGR236C	0.03057964
YGR237C	0.05662431
YGR238C	0.05255352
YGR239C	0.01574782
YGR240C	0.0234141
YGR241C	0.03569873
YGR242W	0.04041481
YGR243W	-0.05313666
YGR244C	0.03364483
YGR247W	0.04746827
YGR248W	-0.03088468
YGR249W	0.008981102
YGR250C	-0.06995773
YGR252W	-1.292321
YGR254W	0.09039479
YGR255C	-0.02859091
YGR256W	-0.004491863
YGR257C	-0.2358293
YGR258C	-0.01183423
YGR259C	-0.02690238
YGR260W	-0.09119656
YGR261C	0.02753649
YGR263C	-0.01043752
YGR266W	-0.08135996
YGR268C	0.1850069
YGR269W	0.0107318
YGR270W	-0.213723
YGR271C-A	0.03395617
YGR271W	0.1052207
YGR273C	0.1288226
YGR275W	-0.06099103
YGR276C	-0.1874336
YGR279C	0.1162085
YGR281W	-0.04898454
YGR282C	-0.1125635
YGR283C	-0.06079063
YGR284C	0.7241158
YGR285C	-1.202847
YGR286C	0.06092811
YGR287C	0.01851061
YGR288W	0.04145725
YGR289C	0.01410592
YGR290W	0.009747853
YGR291C	0.02137561
YGR292W	0.0703595
YGR295C	0.0616226
YHL002W	0.08260538
YHL003C	-0.0407708
YHL005C	-0.02156124
YHL006C	-0.03848961
YHL008C	-0.02085827
YHL009C	0.01463665
YHL010C	-0.002307143
YHL012W	0.009432684
YHL013C	-0.1560442
YHL014C	-0.05085314
YHL016C	-0.01590779
YHL017W	0.07887085
YHL019C	-0.008210225
YHL020C	0.2717465
YHL021C	0.01916476
YHL022C	0.04512212
YHL023C	-0.06143886
YHL024W	0.02051415
YHL025W	0.01914619
YHL026C	-0.05194947
YHL027W	-0.07135931
YHL028W	-0.02239953
YHL029C	0.1361119
YHL030W	-0.1490525
YHL031C	0.5575172
YHL032C	0.04275049
YHL033C	-1.178691
YHL034C	-0.1023163
YHL035C	0.02667852
YHL036W	0.03243041
YHL037C	-0.06217666
YHL038C	-0.2072187
YHL039W	-0.1746229
YHL040C	-0.002455596
YHL041W	-0.1234141
YHL042W	-0.05183006
YHL043W	0.04258731
YHL044W	-0.05840187
YHL045W	-0.01779816
YHL046C	0.0790435
YHL047C	-0.01999377
YHR001W-A	0.02354821
YHR003C	0.2534934
YHR004C	0.6756801
YHR006W	-0.104304
YHR008C	0.02358257
YHR009C	-0.1368115
YHR011W	-0.272612
YHR012W	0.3661372
YHR014W	0.01445683
YHR015W	-0.006697598
YHR016C	0.08169631
YHR017W	0.07443446
YHR018C	1.789665
YHR021C	-0.7618171
YHR021W-A	0.1390852
YHR022C	-0.00746098
YHR025W	0.09555419
YHR028C	-0.03264992
YHR029C	-0.0009532887
YHR030C	0.09724333
YHR031C	-0.4152301
YHR032W	0.05661176
YHR033W	0.06552275
YHR034C	-1.009613
YHR035W	0.05006347
YHR037W	-0.03533898
YHR038W	-0.02267264
YHR039C	-0.05698971
YHR039C-A	1.976233
YHR041C	-1.210178
YHR043C	-0.06300397
YHR044C	0.001275047
YHR045W	-0.05191067
YHR046C	-0.0278618
YHR047C	-0.04916684
YHR048W	0.02291641
YHR049C-A	-0.002803554
YHR049W	-0.01849557
YHR050W	0.3847573
YHR051W	-0.1553716
YHR057C	-0.0760481
YHR060W	-0.37738
YHR061C	-0.0537339
YHR064C	-0.9568551
YHR066W	-0.9970035
YHR067W	-0.3318135
YHR073W	-0.03501523
YHR075C	-0.2796159
YHR076W	-0.01685226
YHR077C	-2.116494
YHR078W	0.850568
YHR079C	-0.8539844
YHR079C-A	0.05093168
YHR080C	-0.1182658
YHR081W	-0.943362
YHR082C	-0.4137272
YHR086W	-0.1823554
YHR087W	0.08928207
YHR091C	-0.1771973
YHR092C	0.0427768
YHR093W	0.03334816
YHR094C	-0.0128372
YHR095W	-0.01939727
YHR096C	-0.01482033
YHR097C	0.08409299
YHR100C	-0.4820288
YHR103W	0.04905226
YHR104W	0.009854792
YHR105W	0.03488561
YHR106W	0.03170392
YHR108W	0.2096344
YHR109W	-0.01488047
YHR110W	0.005317937
YHR111W	-0.311239
YHR112C	0.0031936
YHR113W	-0.07950029
YHR114W	0.01883806
YHR115C	0.03095371
YHR116W	-0.2169217
YHR117W	-0.03494148
YHR121W	-0.1997574
YHR123W	-0.1181769
YHR124W	0.02474397
YHR125W	-0.1407946
YHR126C	-0.0005581813
YHR127W	0.04327364
YHR129C	-0.1255235
YHR130C	0.05422656
YHR131C	0.03238167
YHR132C	-0.03437701
YHR132W-A	-0.003118385
YHR133C	0.0694304
YHR134W	-0.107168
YHR135C	0.06971099
YHR136C	-0.07699912
YHR137W	0.03628105
YHR138C	-0.07154854
YHR139C	-0.05987807
YHR139C-A	0.04991963
YHR140W	0.05828328
YHR142W	-0.1306507
YHR143W	-0.109097
YHR146W	-0.05573148
YHR147C	-0.4434261
YHR150W	0.0775286
YHR151C	0.01808495
YHR152W	0.02839658
YHR153C	-0.006751165
YHR154W	-0.2189816
YHR155W	-0.0485228
YHR156C	-0.06691302
YHR157W	-0.04999129
YHR158C	0.4609204
YHR159W	0.0742357
YHR160C	-0.0119711
YHR161C	-0.009300212
YHR162W	0.00268297
YHR163W	0.05906564
YHR167W	0.6319
YHR168W	-0.2277049
YHR171W	-0.007666726
YHR176W	0.06969144
YHR178W	0.3646424
YHR179W	-0.1568394
YHR180W	0.05947971
YHR181W	0.1609615
YHR182W	0.1206941
YHR183W	0.7598984
YHR184W	0.03190328
YHR185C	0.4594083
YHR189W	0.1219253
YHR193C	-0.3896513
YHR195W	-0.1324339
YHR198C	0.01023363
YHR199C	-0.01241659
YHR200W	-0.699521
YHR202W	0.05255437
YHR203C	-0.6064185
YHR204W	0.2105356
YHR206W	-0.4004946
YHR207C	0.03151075
YHR209W	-0.03239436
YHR210C	-0.07861485
YIL001W	-0.05271664
YIL002C	-0.04555024
YIL005W	-0.1072103
YIL006W	-0.08091167
YIL007C	0.03414212
YIL009C-A	-0.156926
YIL010W	0.02718662
YIL013C	-0.09783918
YIL014C-A	-0.08728337
YIL016W	0.05072879
YIL017C	-0.135331
YIL018W	-0.4214975
YIL020C	-0.2091705
YIL023C	0.1550501
YIL024C	-0.01330604
YIL027C	0.1874595
YIL028W	0.01061465
YIL029C	0.133102
YIL030C	0.169775
YIL035C	0.1243347
YIL036W	0.003240876
YIL038C	0.007470501
YIL039W	1.891143
YIL040W	0.3623031
YIL041W	-0.1310891
YIL042C	0.001210291
YIL043C	0.03887524
YIL044C	0.04518779
YIL045W	0.04052324
YIL052C	0.0511595
YIL053W	0.05629219
YIL055C	0.1836183
YIL056W	-0.0588394
YIL057C	0.05498366
YIL058W	0.003887899
YIL059C	0.005896959
YIL060W	0.09612674
YIL065C	-0.06569488
YIL067C	0.03310999
YIL070C	-0.02101779
YIL071C	0.1150534
YIL072W	-0.01227332
YIL073C	0.009718893
YIL074C	0.05796672
YIL076W	-0.144291
YIL077C	0.008986961
YIL079C	-0.05897743
YIL084C	-0.4100181
YIL085C	0.01043056
YIL086C	0.007951233
YIL087C	0.007564696
YIL089W	0.01927018
YIL090W	0.39268
YIL092W	0.1597761
YIL094C	-0.4003155
YIL096C	0.03350112
YIL098C	-0.0552611
YIL099W	0.05309343
YIL100W	0.1201248
YIL101C	0.3460243
YIL103W	0.008958842
YIL105C	0.006309302
YIL107C	0.07117196
YIL108W	0.04079558
YIL110W	-0.9295218
YIL111W	-0.0642944
YIL112W	0.1908765
YIL113W	0.02023778
YIL114C	-0.02423372
YIL116W	0.1414422
YIL117C	0.02758388
YIL119C	0.06441324
YIL120W	0.005794796
YIL121W	0.0382366
YIL122W	-0.1860407
YIL123W	0.227331
YIL124W	0.1556812
YIL125W	-0.2896543
YIL128W	-0.6508571
YIL130W	0.0185987
YIL131C	0.6444089
YIL133C	-0.8723902
YIL134W	-0.3929223
YIL135C	0.1202164
YIL136W	-0.03470353
YIL137C	-0.08757297
YIL138C	-0.07329738
YIL139C	-0.02635335
YIL140W	0.08924014
YIL141W	0.1470266
YIL145C	0.05644347
YIL146C	0.02185356
YIL148W	-0.07611113
YIL149C	-0.07084683
YIL151C	0.08641196
YIL152W	0.002277164
YIL153W	-0.01667614
YIL154C	-0.01245017
YIL155C	-0.01538513
YIL156W	0.04276943
YIL157C	-0.06255731
YIL158W	0.04315517
YIL159W	0.2655274
YIL160C	0.1694618
YIL161W	0.1891932
YIL162W	0.08762699
YIL163C	-0.008731855
YIL164C	0.01501517
YIL165C	0.01995814
YIL166C	-0.003322684
YIL173W	-0.03480673
YIR001C	-0.09737981
YIR002C	-0.07299369
YIR003W	0.2019375
YIR004W	0.3475931
YIR005W	-1.589271
YIR009W	-0.2425173
YIR013C	0.03006739
YIR014W	-0.06370995
YIR016W	0.01896041
YIR017C	0.03754553
YIR018W	0.09961456
YIR019C	0.06446494
YIR020C	0.07381208
YIR020W-A	-0.00696096
YIR021W	0.04076414
YIR023W	-0.391052
YIR024C	-0.0654424
YIR025W	0.03629101
YIR026C	-0.2612007
YIR027C	-0.1338549
YIR028W	0.006836991
YIR029W	0.03100952
YIR030C	0.007442827
YIR031C	0.0489327
YIR032C	0.08204192
YIR033W	2.062077
YIR034C	-0.09208514
YIR035C	0.02053597
YIR036C	0.02366266
YIR037W	-0.2302853
YIR038C	0.078953
YIR039C	0.03269971
YIR042C	0.2014754
YJL003W	0.07676694
YJL004C	0.4481482
YJL007C	0.07951245
YJL012C	0.4320206
YJL013C	-0.02032838
YJL016W	0.01254798
YJL020C	0.036615339999999996
YJL022W	-0.09432871
YJL023C	-0.1964966
YJL024C	-0.1231494
YJL027C	-0.02649866
YJL028W	-0.04849302
YJL029C	1.054587
YJL030W	0.03818606
YJL036W	0.09050451
YJL037W	0.0329159
YJL038C	-0.1144147
YJL042W	0.05543748
YJL043W	-0.0344958
YJL044C	0.02830624
YJL045W	-0.005163445
YJL046W	-0.2568672
YJL047C	-0.1551863
YJL048C	-0.006229108
YJL049W	0.02413132
YJL051W	-0.02981516
YJL052W	-0.04859296
YJL053W	0.2395803
YJL055W	-0.1906512
YJL056C	0.4546055
YJL057C	-0.07275073
YJL058C	0.03979591
YJL059W	-0.04129694
YJL060W	0.07431903
YJL062W	3.371443
YJL063C	-0.4056394
YJL064W	0.0437924
YJL065C	0.03788304
YJL066C	0.05491601
YJL067W	-0.0953526
YJL068C	0.00865022
YJL070C	-0.09266187
YJL071W	-0.4799647
YJL073W	0.2263795
YJL075C	0.2024726
YJL077C	0.04935322
YJL078C	0.05124523
YJL079C	0.04085818
YJL082W	-0.1318336
YJL083W	-0.05098296
YJL084C	0.0719975
YJL089W	0.1462925
YJL092W	-0.113169
YJL093C	0.1499863
YJL094C	-0.04759701
YJL095W	-0.1147634
YJL096W	-0.2156861
YJL098W	0.05651684
YJL099W	0.08341784
YJL100W	0.09954878
YJL101C	-0.3731181
YJL102W	-0.4348781
YJL103C	-0.0406917
YJL105W	0.0261707
YJL106W	0.04152418
YJL107C	-0.04123985
YJL108C	0.08583443
YJL110C	0.1149035
YJL112W	0.08069514
YJL115W	0.1463749
YJL116C	0.06993644
YJL117W	-0.01036956
YJL118W	-0.2303475
YJL119C	0.09046758
YJL120W	-0.08574732
YJL121C	-0.0674137
YJL122W	-0.1233889
YJL123C	0.3642774
YJL124C	0.3431137
YJL126W	0.0204292
YJL127C	0.3447283
YJL128C	-0.05767605
YJL129C	-0.1529189
YJL130C	-0.7984951
YJL131C	-0.0790602
YJL132W	-0.0267848
YJL133W	0.01306042
YJL134W	-0.03005282
YJL135W	-0.02133544
YJL136C	-0.2227792
YJL137C	-0.01140969
YJL138C	-0.1116708
YJL139C	0.7868537
YJL141C	-0.1237546
YJL142C	0.04641273
YJL144W	0.08157981
YJL145W	-0.02637128
YJL146W	-0.01733394
