orf	hom | growth (relative abundance in pooled culture) | Pn-AMP1 [3.2uM] | Kwon Y~Koo JC, 2016	het | growth (relative abundance in pooled culture) | Pn-AMP1 [3.2uM] | Kwon Y~Koo JC, 2016
YAL001C		0.4471973345320066
YAL002W	0.024288162105667914	
YAL003W		0.059906575953758756
YAL004W	0.15519370056056406	
YAL005C	-0.02394019416718856	
YAL007C	0.07940628356036102	
YAL008W	0.0036188665601579943	
YAL009W	0.05184722283301446	
YAL011W	-0.2306331496222877	
YAL012W	-2.015082331717977	
YAL013W	-0.1548457326220847	
YAL014C	0.024288162105667914	
YAL015C	-0.07216855044004503	
YAL017W	0.2860992390154602	
YAL018C	-0.2788615058951442	
YAL019W	-0.02394019416718856	
YAL020C	-0.1755150281675946	
YAL021C	-1.4707908823528826	
YAL022C	-0.1548457326220847	
YAL023C	-0.5682316435322831	
YAL024C	-0.8231529552602386	
YAL025C		-1.0036978953656084
YAL026C	-1.084964032170031	
YAL027W	0.7752725669258614	
YAL028W	-0.05149925489453512	
YAL029C	-0.07216855044004503	
YAL030W	0.21031182201525717	
YAL031C	0.46523313374321273	
YAL032C		2.083067255093859
YAL033W		0.12927208495284792
YAL034C	0.2860992390154602	
YAL034C-B		0.059906575953758756
YAL034W-A		-1.7840598716053613
YAL035W	-1.9117358539904277	
YAL036C	0.21031182201525717	
YAL037W	0.3618866560156632	
YAL038W		-0.18865316462631074
YAL040C	-3.096775465266329	
YAL041W		-1.0036978953656084
YAL042C-A	0.0036188665601579943	
YAL042W	-0.05149925489453512	
YAL043C		1.0888282927735813
YAL044C	0.05184722283301446	
YAL045C	0.024288162105667914	
YAL046C	-0.644019060532486	
YAL047C	-0.1755150281675946	
YAL048C	0.05184722283301446	
YAL049C	-0.7955938945328921	
YAL051W	-0.05149925489453512	
YAL053W	0.7477135061985151	
YAL054C	-0.9816175544424812	
YAL055W	0.1276346398332175	
YAL056C-A	0.21031182201525717	
YAL056W	-0.38220798362269376	
YAL058W	0.10696534428770757	
YAL059W	0.31365829974280673	
YAL060W	-0.1548457326220847	
YAL061W	0.18275276128791057	
YAL062W	0.024288162105667914	
YAL064C-A	0.5203512551979059	
YAL065C	-0.05149925489453512	
YAL066W	-0.9816175544424812	
YAL067C	-0.1755150281675946	
YAL068C	-0.33397962734983727	
YAR002C-A	0.5410205507434157	
YAR002W	1.5538160324734016	
YAR003W	-0.2581922103496343	
YAR007C		0.059906575953758756
YAR008W		0.025223821454214177
YAR014C	-0.1755150281675946	
YAR015W	1.602044388746258	
YAR018C	0.15519370056056406	
YAR019C		-0.11928765562722157
YAR020C	0.2585401782881136	
YAR023C	-0.05149925489453512	
YAR027W	0.18275276128791057	
YAR028W	-0.1548457326220847	
YAR029W	0.15519370056056406	
YAR030C	-0.02394019416718856	
YAR031W	0.05184722283301446	
YAR035W	-0.30642056662249073	
YAR042W	-0.0136055463944336	
YAR047C	-0.2581922103496343	
YAR050W	-2.242444582718586	
YBL001C	0.8786190446534111	
YBL002W	0.07940628356036102	
YBL003C	-0.2581922103496343	
YBL004W		0.2044180530351945
YBL005W	0.024288162105667914	
YBL006C	-1.9324051495359373	
YBL007C	0.5961386721981089	
YBL008W	1.0577529393811638	
YBL009W	1.1128710608358567	
YBL010C	-0.38220798362269376	
YBL011W	-1.0022868499879911	
YBL012C	-0.3615386880771838	
YBL013W	-0.20307408889494116	
YBL014C		-0.5065784142054693
YBL015W	-0.20307408889494116	
YBL017C	-0.9816175544424812	
YBL018C		0.059906575953758756
YBL019W	-0.20307408889494116	
YBL020W		0.3084663165338282
YBL021C	1.4504695547458522	
YBL022C	-1.1883105098975804	
YBL023C		0.34314907103337283
YBL024W	-0.33397962734983727	
YBL026W		-0.22333591912585532
YBL027W	0.07940628356036102	
YBL028C	-0.1755150281675946	
YBL029W	0.07940628356036102	
YBL030C		-0.4025301507068357
YBL031W	-0.4855544613502434	
YBL032W	-0.46488516580473344	
YBL034C		-0.36784739620729107
YBL035C		-0.47189565970592484
