orf	hom | growth (relative abundance in pooled culture) | Pn-AMP1 [3.2uM] | Kwon Y~Koo JC, 2016	het | growth (relative abundance in pooled culture) | Pn-AMP1 [3.2uM] | Kwon Y~Koo JC, 2016
YHR151C	4.35	
YHR152W	-0.19	
YHR153C	0.45	
YHR154W	-0.15	
YHR155W	0.11	
YHR156C	-1.31	
YHR157W	1.65	
YHR158C	0.22	
YHR159W	2.21	
YHR160C	2.14	
YHR161C	-1.16	
YHR162W	-0.75	
YHR163W	0.0	
YHR164C		-0.67
YHR166C		0.37
YHR167W	4.08	
YHR168W	-0.04	
YHR170W		-3.74
YHR171W	1.35	
YHR172W		1.23
YHR176W	0.6	
YHR177W	1.24	
YHR178W	-0.71	
YHR179W	-1.39	
YHR180W	0.19	
YHR181W	0.86	
YHR182W	-0.3	
YHR184W	1.05	
YHR185C	0.04	
YHR186C		0.0
YHR188C		0.89
YHR189W	1.2	
YHR190W		-1.78
YHR191C	-2.06	
YHR193C	0.19	
YHR194W	1.5	
YHR195W	0.07	
YHR196W		-0.61
YHR197W		2.94
YHR198C	-1.95	
YHR199C	0.79	
YHR200W	0.11	
YHR202W	0.19	
YHR203C	-1.05	
YHR204W	2.44	
YHR206W	-2.74	
YHR207C	-3.11	
YHR209W	-1.05	
YHR210C	-0.86	
YIL001W	-0.15	
YIL002C	-2.74	
YIL003W		0.06
YIL004C		-1.59
YIL005W	0.22	
YIL006W	0.56	
YIL007C	0.07	
YIL008W	-0.07	
YIL009C-A	-0.26	
YIL009W	-0.49	
YIL010W	-0.6	
YIL011W	-0.82	
YIL012W	-0.52	
YIL013C	0.49	
YIL014C-A	0.64	
YIL014W	1.76	
YIL015W	0.15	
YIL016W	0.37	
YIL017C	-0.3	
YIL018W	0.04	
YIL019W		2.15
YIL020C	-0.37	
YIL021W		4.17
YIL022W		2.88
YIL023C	0.45	
YIL024C	0.04	
YIL025C	1.12	
YIL026C		-0.49
YIL027C	-1.76	
YIL028W	-0.22	
YIL029C	-1.69	
YIL030C	-0.11	
YIL031W		2.82
YIL032C	-1.01	
YIL034C	0.67	
YIL035C	-1.24	
YIL036W	0.07	
YIL037C	1.91	
YIL038C	1.35	
YIL039W	1.31	
YIL041W	-1.16	
YIL042C	-0.37	
YIL043C	-1.31	
YIL044C	-0.94	
YIL045W	-0.64	
YIL046W		1.17
YIL047C	-0.75	
YIL048W		2.08
YIL050W	-1.57	
YIL051C		0.61
YIL052C	0.94	
YIL053W	1.57	
YIL054W	-0.49	
YIL055C	-1.24	
YIL056W	-0.97	
YIL057C	-1.09	
YIL058W	0.3	
YIL059C	-0.3	
YIL060W	2.51	
YIL061C		2.7
YIL062C		-0.18
YIL063C		0.49
YIL064W	-0.37	
YIL065C	-0.37	
YIL066C	-0.11	
YIL067C	-0.26	
YIL068C		1.17
YIL069C	0.0	
YIL070C	-0.19	
YIL071C	0.86	
YIL072W	0.15	
YIL073C	-1.09	
YIL074C	0.11	
YIL075C		0.49
YIL076W	0.3	
YIL077C	0.41	
YIL078W		1.66
YIL079C	-0.07	
YIL083C		9.26
YIL084C	-0.19	
YIL085C	-0.15	
YIL086C	-0.56	
YIL087C	0.6	
YIL088C	-1.42	
YIL089W	0.52	
YIL090W	-1.39	
YIL091C		-2.02
YIL092W	0.675	
YIL093C	0.86	
YIL094C	0.49	
YIL095W	-0.49	
YIL096C	-0.41	
YIL097W	-3.67	
YIL098C	-2.96	
YIL099W	1.35	
YIL100W	0.34	
YIL101C	1.05	
YIL102C	-0.52	
YIL103W	-0.04	
YIL104C		0.43
YIL105C	0.22	
YIL106W		0.61
YIL107C	-2.25	
YIL108W	-0.41	
YIL109C		3.8
YIL110W	1.42	
YIL111W	0.26	
YIL112W	-1.95	
YIL113W	0.37	
YIL114C	-0.04	
YIL115C		-3.0
YIL116W	-0.22	
YIL117C	-0.86	
YIL118W		-0.43
YIL119C	4.05	
YIL120W	0.19	
YIL121W	3.22	
YIL123W	-0.67	
YIL124W	0.34	
YIL125W	0.22	
YIL126W		-0.37
YIL129C		1.17
YIL130W	-1.01	
YIL131C	2.14	
YIL132C	0.37	
YIL133C	1.12	
YIL135C	-1.2	
YIL136W	0.56	
YIL137C	-1.39	
YIL138C	0.26	
YIL139C	1.99	
YIL140W	1.54	
YIL141W	-0.41	
YIL142W		1.66
YIL143C		-1.04
YIL144W		-0.37
YIL145C	-0.15	
YIL146C	0.9	
YIL147C		-1.9
YIL148W	-1.2	
YIL149C	0.41	
YIL150C		0.61
YIL152W	-1.12	
YIL153W	-1.35	
YIL154C	-5.62	
YIL155C	-0.07	
YIL156W	1.35	
YIL158W	0.56	
YIL159W	-0.49	
YIL160C	-1.72	
YIL161W	-0.75	
YIL162W	-0.34	
YIL163C	-1.24	
YIL164C	0.11	
YIL165C	-1.2	
YIL166C	0.34	
YIL173W	1.12	
YIR001C	-0.71	
YIR002C	0.67	
YIR003W	-0.49	
YIR004W	0.07	
YIR005W	0.56	
YIR006C		-0.06
YIR007W	-1.65	
YIR008C		2.82
YIR010W		-0.18
YIR011C		0.12
YIR012W		3.74
YIR013C	0.22	
YIR014W	-0.15	
YIR015W		0.18
YIR016W	-0.22	
YIR017C	0.22	
YIR018W	3.11	
YIR019C	0.19	
YIR020C	-0.37	
YIR020W-A	1.76	
YIR021W	-0.34	
YIR022W		-2.27
YIR023W	-0.19	
YIR024C	-0.6	
YIR025W	-1.72	
YIR026C	1.61	
YIR027C	-0.3	
YIR028W	0.22	
YIR029W	0.3	
YIR030C	-0.19	
YIR031C	1.01	
YIR032C	-0.67	
YIR033W	1.27	
YIR034C	-0.34	
YIR035C	1.72	
YIR036C	-1.2	
YIR037W	0.07	
YIR038C	-0.49	
YIR039C	0.19	
YIR042C	-1.39	
YJL001W		-0.43
YJL002C		0.0
YJL003W	-0.26	
YJL004C	0.0	
YJL005W		3.62
YJL007C	-0.71	
YJL008C		1.04
YJL009W		-0.37
YJL010C		2.45
YJL011C		0.25
YJL012C	1.05	
YJL013C	-0.15	
YJL014W		0.8
YJL015C		1.29
YJL016W	1.05	
YJL019W		1.87
YJL020C	-0.745	
YJL022W	1.91	
YJL023C	0.79	
YJL024C	0.04	
YJL025W		0.12
YJL026W		3.13
YJL027C	-0.94	
YJL028W	-0.11	
YJL030W	-2.21	
YJL031C		2.88
YJL032W		3.31
YJL033W		0.18
YJL034W		0.25
YJL035C		-0.55
YJL036W	-0.79	
YJL037W	-0.79	
YJL038C	0.86	
YJL039C		-3.25
YJL041W		0.55
YJL042W	-1.39	
YJL043W	-0.71	
YJL044C	-0.22	
YJL045W	-0.79	
YJL046W	3.71	
YJL047C	0.86	
YJL048C	0.52	
YJL049W	-0.86	
YJL050W		-0.37
YJL051W	-1.99	
YJL052W	0.3	
YJL053W	-0.34	
YJL054W		3.43
YJL055W	0.56	
YJL056C	-1.65	
YJL057C	2.14	
YJL058C	-0.19	
YJL060W	0.11	
YJL061W		0.12
YJL062W	-6.41	
YJL063C	1.91	
YJL064W	0.45	
YJL065C	0.6	
YJL066C	1.61	
YJL067W	-0.3	
YJL068C	0.04	
YJL069C		-0.49
YJL070C	-1.46	
YJL071W	-0.97	
YJL072C		0.31
YJL073W	-2.96	
YJL074C		1.23
YJL075C	-2.59	
YJL076W		-0.43
YJL077C	-0.04	
YJL078C	1.01	
YJL079C	-2.59	
YJL080C	-0.19	
YJL081C		-1.04
YJL082W	1.2	
YJL083W	-1.16	
YJL084C	-0.15	
YJL085W		-0.18
YJL086C		1.72
YJL087C		-0.98
YJL088W	2.66	
YJL089W	-0.19	
YJL090C		3.99
YJL091C		-2.51
YJL092W	1.65	
YJL093C	-0.9	
YJL094C	-1.2	
YJL095W	-14.39	
YJL096W	0.04	
YJL097W		-1.72
YJL098W	-1.39	
YJL099W	1.57	
YJL100W	-0.04	
YJL101C	0.9	
YJL102W	0.71	
YJL103C	2.14	
YJL104W		0.67
YJL105W	0.34	
YJL106W	1.09	
YJL107C	0.82	
YJL108C	0.86	
YJL109C		0.43
YJL110C	-1.27	
YJL111W		2.82
YJL112W	0.34	
YJL115W	-2.32	
YJL116C	0.34	
YJL117W	2.96	
YJL118W	0.37	
YJL119C	-0.75	
YJL120W	0.04	
YJL121C	0.15	
YJL122W	-0.19	
YJL123C	-1.35	
YJL124C	1.09	
YJL125C		-1.35
YJL126W	-0.04	
YJL127C	-5.21	
YJL128C	-2.96	
YJL129C	0.52	
YJL130C	0.49	
YJL131C	0.3	
YJL132W	0.185	
YJL133W	-0.22	
YJL134W	2.14	
YJL135W	-0.11	
YJL136C	0.75	
YJL137C	1.42	
YJL138C	0.67	
YJL139C	1.95	
YJL141C	-1.2	
YJL142C	0.52	
YJL143W		-0.12
YJL144W	-0.11	
YJL145W	2.4	
YJL146W	-0.52	
YJL147C	-0.86	
YJL148W	1.05	
YJL149W	-0.37	
YJL150W	0.19	
YJL151C	-0.04	
YJL152W	1.87	
YJL153C	-1.42	
YJL154C	0.15	
YJL155C	-5.77	
YJL156C		2.82
YJL157C	-0.11	
YJL158C	-0.71	
YJL159W	-1.27	
YJL160C	1.2	
YJL161W	-0.26	
YJL162C	-0.79	
YJL163C	-0.9	
YJL164C	0.34	
YJL165C	-2.85	
YJL166W	2.74	
YJL167W		-0.8
YJL168C	-0.75	
YJL169W	-0.11	
YJL170C	-0.37	
YJL171C	0.9	
YJL172W	-1.39	
YJL173C		-0.18
YJL174W		0.74
YJL175W	1.76	
YJL177W	0.64	
YJL178C	-1.57	
YJL179W	-0.41	
YJL180C	0.07	
YJL181W	-0.11	
YJL182C	-0.3	
YJL183W	-4.46	
YJL185C	0.71	
YJL186W	-1.35	
YJL187C	0.6	
YJL188C	1.8	
YJL189W	3.67	
YJL190C	0.82	
YJL191W	-0.82	
YJL192C	-4.61	
YJL193W	-1.61	
YJL194W		0.43
YJL195C		0.3399999999999999
YJL196C	1.65	
YJL197W	-0.64	
YJL198W	1.35	
YJL199C	-0.22	
YJL200C	-1.65	
YJL201W	-0.37	
YJL202C		-0.37
YJL203W		0.06
YJL204C	-1.69	
YJL205C	-0.9	
YJL206C	-2.32	
YJL207C	-1.72	
YJL208C	0.9	
YJL209W	1.12	
YJL210W	-1.05	
YJL211C	0.52	
YJL212C	-0.75	
YJL213W	-0.97	
YJL214W	-0.04	
YJL215C	-1.57	
YJL216C	-0.19	
YJL217W	-1.01	
YJL218W	-1.61	
YJR001W	0.19	
YJR002W		-1.17
YJR003C	-1.2	
YJR004C	-0.07	
YJR005W	-0.07	
YJR006W		0.0
YJR007W		-6.62
YJR008W	-0.75	
YJR009C	-1.84	
YJR010W	0.56	
YJR011C	0.75	
YJR012C		2.51
YJR013W		2.51
YJR014W	0.22	
YJR015W	-1.87	
YJR016C		1.78
YJR017C		0.06
YJR019C	0.52	
YJR020W	-1.87	
YJR021C	1.31	
YJR022W		0.12
YJR023C		1.41
YJR024C	1.12	
YJR025C	0.26	
YJR030C	-3.26	
YJR031C	1.42	
YJR032W	1.61	
YJR033C	-0.26	
YJR034W	0.94	
YJR035W	1.16	
YJR036C	-2.14	
YJR037W	0.15	
YJR038C	-1.31	
YJR039W	-1.35	
YJR040W	0.15	
YJR041C		1.17
YJR042W		-0.67
YJR043C	0.67	
YJR044C	-1.31	
YJR045C		0.06
YJR046W		0.06
YJR047C	1.09	
YJR048W	-0.04	
YJR049C	-0.67	
YJR050W	-0.86	
YJR051W	-0.15	
YJR052W	-1.95	
YJR053W	0.0	
YJR054W	-5.28	
YJR056C	-0.37	
YJR057W		0.74
YJR058C	-0.11	
YJR059W	2.36	
YJR060W	-0.49	
YJR061W	-1.27	
YJR062C	-0.6	
YJR063W	2.36	
YJR064W		0.43
YJR065C		1.04
YJR066W	0.86	
YJR067C		0.0
YJR068W		0.06
YJR069C	0.71	
YJR070C	-0.04	
YJR072C		0.92
YJR073C	-6.48	
YJR074W	-0.3	
YJR075W	0.86	
YJR076C		-0.92
YJR077C	-0.19	
YJR078W	1.24	
YJR079W	2.81	
YJR080C	0.86	
YJR082C	-0.9	
YJR083C	-2.1	
YJR084W	-0.11	
YJR087W	-1.84	
YJR088C	-1.69	
YJR090C	-0.6	
YJR091C	1.31	
YJR092W	-1.16	
YJR093C		0.43
YJR094C	-1.16	
YJR094W-A	-0.19	
YJR095W	-0.37	
YJR096W	0.71	
YJR097W	-0.75	
YJR098C	0.9	
YJR099W	1.31	
YJR100C	-0.71	
YJR102C	-8.09	
YJR103W	0.34	
YJR104C	-1.5	
YJR105W	0.37	
YJR106W	1.46	
YJR107W	-1.84	
YJR108W	0.07	
YJR109C	-0.26	
YJR110W	-0.64	
YJR111C	-0.75	
YJR112W		-0.8
YJR113C	3.07	
YJR115W	-1.12	
YJR116W	0.97	
YJR117W	-0.34	
YJR118C	-2.1	
YJR119C	1.16	
YJR120W	-2.1	
YJR121W	0.0	
YJR122W	-0.15	
YJR123W		-2.7
YJR124C	-0.11	
YJR125C	-0.07	
YJR126C	1.35	
YJR127C	-0.15	
YJR128W	-1.76	
YJR129C	-1.76	
YJR130C	0.22	
YJR131W	-0.6	
YJR133W	-0.26	
YJR134C	0.37	
YJR135C	1.5	
YJR137C	-0.64	
YJR139C	-0.04	
YJR140C	0.22	
YJR141W		0.8
YJR142W	-1.95	
YJR144W	0.97	
YJR145C	1.16	
YJR146W	-0.52	
YJR147W	-0.45	
YJR148W	-0.71	
YJR149W	-1.27	
YJR150C	-0.19	
YJR152W	0.22	
YJR153W	1.16	
YJR154W	1.95	
YKL001C	0.34	
YKL002W	2.02	
YKL004W		1.23
YKL005C	-0.75	
YKL006C-A		0.06
YKL006W	0.22	
YKL007W	-0.22	
YKL008C	1.72	
YKL010C	-0.04	
YKL011C	0.07	
YKL012W		-1.72
YKL013C		-0.25
YKL014C		0.98
YKL015W	0.07	
YKL016C	1.8	
YKL017C	-0.9	
YKL018W		0.67
YKL019W		0.12
YKL020C	0.64	
YKL021C		-0.43
YKL022C		0.25
YKL023W	-0.11	
YKL024C		0.43
YKL025C	0.82	
YKL026C	0.52	
YKL027W	0.9	
YKL028W		2.45
YKL029C	-0.56	
YKL030W	0.3	
YKL031W	0.07	
YKL032C	0.37	
YKL033W		0.8
YKL033W-A	-1.65	
YKL034W	0.49	
YKL035W		0.74
YKL036C		0.67
YKL037W	-9.03	
YKL038W	0.34	
YKL039W	0.94	
YKL040C	0.3	
YKL041W	3.52	
YKL042W		-0.25
YKL043W	-0.26	
YKL044W	-1.01	
YKL045W		-0.67
YKL046C	-1.76	
YKL047W	-0.97	
YKL048C	-6.3	
YKL049C		-0.06
YKL050C	0.0	
YKL051W	0.07	
YKL052C		-0.31
YKL053C-A	0.22	
YKL053W	-0.04	
YKL055C	1.16	
YKL056C	0.34	
YKL057C	2.96	
YKL058W		-0.74
YKL059C		0.06
YKL060C		2.45
YKL061W	0.11	
YKL062W	1.2	
YKL063C	1.65	
YKL064W	-0.22	
YKL065C	-1.16	
YKL066W	-0.26	
YKL067W	-0.41	
YKL068W	-1.05	
YKL069W	-2.02	
YKL070W	0.64	
YKL071W	-0.67	
YKL072W	-0.52	
YKL073W	-1.5	
YKL074C	-0.41	
YKL075C	-0.41	
YKL076C	-2.02	
YKL077W	-0.67	
YKL078W		1.47
YKL079W	-0.19	
YKL081W	1.12	
YKL082C		-0.37
YKL083W		1.17
YKL084W	0.34	
YKL085W	-0.15	
YKL086W	-0.15	
YKL087C	-0.79	
YKL088W		1.23
YKL089W		-0.43
YKL090W	0.45	
YKL091C	0.3	
YKL092C	-1.76	
YKL093W	3.3	
YKL094W	0.0	
YKL095W		-1.47
YKL096W	-0.56	
YKL096W-A	0.49	
YKL097C	0.6	
YKL098W	-2.55	
YKL099C		-1.29
YKL100C	-1.27	
YKL102C	-0.52	
YKL103C	-0.11	
YKL104C		-0.49
YKL105C	-0.97	
YKL106W	2.17	
YKL107W	-1.31	
YKL108W		-0.18
YKL109W	-0.41	
YKL110C	0.22	
YKL111C		0.8
YKL112W		3.86
YKL113C	-0.26	
YKL114C	-2.85	
YKL115C	-0.41	
YKL116C	3.86	
YKL117W	0.04	
YKL118W	-0.45	
YKL119C	-2.25	
YKL120W	-1.35	
YKL121W	1.24	
YKL122C		-0.06
YKL123W	0.3	
YKL124W	0.22	
YKL125W		-0.25
YKL126W	-0.45	
YKL127W	0.15	
YKL128C	-0.37	
YKL129C	0.56	
YKL130C	-0.11	
YKL131W	-0.19	
YKL132C	0.82	
YKL133C	-1.2	
YKL134C	1.42	
YKL135C	-0.94	
YKL136W	-2.02	
YKL138C	1.54	
YKL138C-A		1.41
YKL139W		2.64
YKL140W	-0.45	
YKL141W		-0.18
YKL142W	0.07	
YKL143W	1.42	
YKL144C		0.67
YKL145W		0.31
YKL146W	-1.65	
YKL147C	0.37	
YKL149C	-0.11	
YKL150W	1.27	
YKL151C	0.04	
YKL152C		0.74
YKL153W		-0.86
YKL154W		-0.31
YKL155C	0.0	
YKL156W	0.49	
YKL157W	-0.04	
YKL159C	-0.15	
YKL160W	1.12	
YKL161C	0.3	
YKL162C	-0.41	
YKL162C-A	0.11	
YKL163W	-0.3	
YKL164C	-0.07	
YKL165C		1.53
YKL166C	1.46	
YKL167C	-1.65	
YKL168C	-0.86	
YKL169C	2.96	
YKL170W	0.67	
YKL171W	0.26	
YKL172W		-3.5
YKL173W		-0.31
YKL174C	0.37	
YKL175W	-0.07	
YKL176C	-0.41	
YKL179C	0.22	
YKL180W		4.11
YKL181W	1.2	
YKL182W		-0.67
YKL183W	0.07	
YKL184W	1.05	
YKL185W	-2.17	
YKL186C		-2.08
YKL187C	-0.49	
YKL188C	-0.64	
YKL189W		-0.25
YKL190W	-3.41	
YKL191W	0.75	
YKL192C		1.17
YKL193C		-0.06
YKL195W		-0.43
YKL196C		0.0
YKL197C	1.31	
YKL198C	-1.01	
YKL201C	-0.565	
YKL202W	0.22	
YKL203C		-1.72
YKL205W	0.3	
YKL206C	1.5	
YKL207W	0.86	
YKL208W	-2.02	
YKL210W		0.55
YKL211C	0.41	
YKL212W	-3.97	
YKL213C	1.05	
YKL214C	2.66	
YKL215C	0.22	
YKL216W	3.07	
YKL217W	1.05	
YKL218C	-1.69	
YKL220C	-0.15	
YKL221W	-0.41	
YKL222C	0.34	
YKR001C	-4.68	
YKR002W		0.37
YKR003W	0.0	
YKR004C		-0.31
YKR005C	-1.2	
YKR006C	0.41	
YKR007W	0.04	
YKR008W		-0.98
YKR009C	0.11	
YKR010C	-2.06	
YKR011C	-0.67	
YKR012C	-1.8	
YKR013W	-0.86	
YKR014C	-0.26	
YKR015C	0.22	
YKR016W	-0.07	
YKR017C	-0.22	
YKR018C	0.22	
YKR019C	-6.03	
YKR020W	-3.71	
YKR021W	3.93	
YKR022C		-2.7
YKR023W	-0.79	
YKR024C	0.22	
YKR025W		0.06
YKR026C	1.42	
YKR027W	1.99	
YKR028W	1.99	
YKR029C	1.12	
YKR030W	0.56	
YKR031C	-1.09	
YKR032W	0.37	
YKR033C	-0.11	
YKR034W	-0.11	
YKR035C	1.24	
YKR035W-A	0.94	
YKR036C	-1.46	
YKR037C		0.43
YKR038C		0.18
YKR039W	-0.07	
YKR040C	0.64	
YKR041W	-0.26	
YKR042W	2.89	
YKR043C	0.9	
YKR044W	-0.11	
YKR045C	-0.64	
YKR046C	0.79	
YKR047W	-1.16	
YKR048C	-0.9	
YKR049C	-0.22	
YKR050W	-0.19	
YKR051W	-1.16	
YKR052C	-0.37	
YKR053C	0.15	
YKR054C	-1.91	
YKR055W	-0.52	
YKR056W	-0.22	
YKR057W	1.05	
YKR058W	-1.05	
YKR059W	-0.34	
YKR060W	-0.26	
YKR061W	1.42	
YKR062W		2.39
YKR063C		-0.74
YKR064W	1.5	
YKR065C	1.27	
YKR066C	0.94	
YKR067W	0.94	
YKR068C		-2.51
YKR069W	-1.5	
YKR070W	1.2	
YKR071C		-2.39
YKR072C	-1.35	
YKR073C	0.52	
YKR074W	0.34	
YKR075C	-0.67	
YKR076W	0.71	
YKR077W	-1.16	
YKR078W	0.11	
YKR079C		-0.25
YKR080W	0.82	
YKR081C		-1.29
YKR083C		0.98
YKR084C	1.39	
YKR086W		0.61
YKR087C	0.86	
YKR088C	0.41	
YKR089C	-1.42	
YKR090W	0.34	
YKR092C	0.94	
YKR093W	-0.45	
YKR094C	-0.52	
YKR095W	3.19	
YKR096W	-0.04	
YKR097W	0.49	
YKR098C	-1.87	
YKR099W	0.49	
YKR100C	0.34	
YKR101W	-0.82	
YKR102W	1.27	
YKR103W	0.56	
YKR104W	1.16	
YKR106W	-0.75	
YLL001W	-0.3	
YLL002W	0.04	
YLL003W		0.8
YLL004W		-0.12
YLL005C	0.97	
YLL006W	3.15	
YLL007C	1.39	
YLL008W		-0.18
YLL009C	-0.26	
YLL010C	-1.01	
YLL011W		-0.61
YLL012W	0.67	
YLL013C	0.11	
YLL015W	0.82	
YLL018C		0.0
YLL018C-A	4.01	
YLL019C	-0.3	
YLL020C	1.2	
YLL021W	-1.87	
YLL023C	1.09	
YLL025W	-0.86	
YLL026W	-0.49	
YLL028W	0.67	
YLL029W	1.76	
YLL030C	0.79	
YLL031C		-0.8
YLL032C	-1.05	
YLL033W	1.95	
YLL034C		0.74
YLL035W		0.49
YLL036C		-0.49
YLL037W		-0.25
YLL038C	-0.22	
YLL039C	-0.79	
YLL040C	-2.44	
YLL041C	0.82	
YLL042C	-0.26	
YLL043W	3.71	
YLL044W	0.26	
YLL045C	0.82	
YLL046C	-0.15	
YLL047W	0.11	
YLL048C	0.0	
YLL049W	-1.2	
YLL050C		2.33
YLL051C	-3.19	
YLL052C	0.64	
YLL053C	-1.01	
YLL054C	-0.97	
YLL055W	0.79	
YLL056C	0.07	
YLL057C	-0.49	
YLL058W	0.07	
YLL059C	-1.09	
YLL060C	-0.6	
YLL061W	0.22	
YLL062C	0.22	
YLL063C	-0.64	
YLR001C	0.9	
YLR002C		-0.92
YLR003C	-1.24	
YLR004C	-0.82	
YLR005W		0.92
YLR006C	0.26	
YLR007W		0.55
YLR008C		0.49
YLR009W		-1.66
YLR010C		0.43
YLR011W	0.26	
YLR012C	-0.86	
YLR013W	0.0	
YLR014C	0.26	
YLR015W	-1.99	
YLR016C	-0.11	
YLR017W	-0.15	
YLR018C	1.16	
YLR019W	-0.71	
YLR020C	0.19	
YLR021W	-0.26	
YLR022C		-0.18
YLR023C	-0.26	
YLR024C	0.82	
YLR025W	-3.71	
YLR026C		0.31
YLR027C	-0.9	
YLR028C	-1.54	
YLR029C		-3.31
YLR030W	0.11	
YLR031W	-0.75	
YLR032W	-0.15	
YLR033W		0.98
YLR034C	1.05	
YLR035C	-0.71	
YLR036C	-0.67	
YLR037C	-0.97	
YLR038C	-1.69	
YLR039C	0.34	
YLR040C	-0.86	
YLR041W	-0.64	
YLR042C	-0.37	
YLR043C	0.64	
YLR044C	0.19	
YLR045C		0.74
YLR046C	0.45	
YLR047C	0.82	
YLR048W	-0.04	
YLR049C	-0.75	
YLR050C	-0.75	
YLR051C		-1.53
YLR052W	1.35	
YLR053C	-0.37	
YLR054C	0.04	
YLR055C	1.87	
YLR056W	1.01	
YLR057W	-0.86	
YLR058C	0.6	
YLR059C	2.62	
YLR060W		-1.35
YLR061W	1.95	
YLR062C	2.17	
YLR063W	1.35	
YLR064W	-0.71	
YLR065C	0.86	
YLR066W		-1.29
YLR067C	0.9	
YLR068W	0.9	
YLR069C	1.99	
YLR070C	-0.26	
YLR071C		0.74
YLR072W	0.3	
YLR073C	-0.9	
YLR075W		-5.4
YLR076C		-3.92
YLR077W	-0.64	
YLR078C		-0.61
YLR079W	-1.39	
YLR080W	0.0	
YLR081W	0.26	
YLR082C	1.42	
YLR083C	-0.97	
YLR084C	1.76	
YLR085C	2.36	
YLR086W		-3.13
YLR087C	-2.25	
YLR088W		3.74
YLR089C	-0.34	
YLR090W	-1.72	
YLR091W	2.62	
YLR092W	-0.26	
YLR093C	-1.31	
YLR094C	0.86	
YLR095C	0.15	
YLR096W	2.51	
YLR097C	-0.26	
YLR098C	1.99	
YLR099C	-0.9	
YLR099W-A		-0.06
YLR100W		-0.12
YLR101C		1.96
YLR102C	-0.22	
YLR103C		0.31
YLR104W	1.65	
YLR105C		0.06
YLR106C		-1.04
YLR107W	0.26	
YLR108C	0.41	
YLR109W	-0.56	
YLR110C	1.01	
YLR111W	1.69	
YLR112W	0.79	
YLR113W	-1.84	
YLR114C	3.3	
YLR115W		0.25
YLR116W		-1.17
YLR117C		-1.72
YLR118C	-0.34	
YLR119W	-0.49	
YLR120C	0.75	
YLR121C	0.82	
YLR122C	-0.86	
YLR123C	-1.35	
YLR124W	-0.97	
YLR126C	0.67	
YLR127C		0.37
YLR128W	-1.99	
YLR129W		-0.37
YLR130C	-0.49	
YLR131C	-1.12	
YLR132C		1.04
YLR133W	-1.05	
YLR134W	0.22	
YLR135W	-2.29	
YLR136C	0.41	
YLR137W	0.3	
YLR138W	-1.09	
YLR139C	2.59	
YLR140W		-1.72
YLR141W		-1.72
YLR142W	0.45	
YLR143W	0.04	
YLR144C	1.39	
YLR145W		0.37
YLR146C	-0.71	
YLR147C		-1.66
YLR148W	-3.07	
YLR149C	1.05	
YLR150W	-0.34	
YLR151C	-0.9	
YLR152C	1.09	
YLR153C		0.61
YLR154C	1.09	
YLR163C		-2.82
YLR164W	0.52	
YLR165C	0.37	
YLR166C		0.18
YLR167W		-0.31
YLR168C	0.11	
YLR169W	0.41	
YLR170C	-1.8	
YLR171W	-1.01	
YLR172C	1.46	
YLR173W	0.86	
YLR174W	-0.34	
YLR175W		-0.25
YLR176C	-1.76	
YLR177W	1.09	
YLR178C	-0.9	
YLR179C	0.75	
YLR180W	0.11	
YLR181C	0.3	
YLR182W	-2.02	
YLR183C	0.0	
YLR185W	0.19	
YLR186W		0.39999999999999997
YLR187W	0.26	
YLR188W	0.64	
YLR189C	0.34	
YLR190W	2.1	
YLR191W	-0.67	
YLR192C	0.82	
YLR193C	0.45	
YLR194C	-0.34	
YLR195C		-3.25
YLR196W		-1.66
YLR197W		-0.49
YLR198C		-1.29
YLR199C	0.19	
YLR200W	2.06	
YLR201C	-0.26	
YLR202C	1.12	
YLR203C	-0.07	
YLR204W	-1.05	
YLR205C	-0.19	
YLR206W	1.12	
YLR207W	-0.15	
YLR208W		0.74
YLR209C	-0.26	
YLR210W	0.26	
YLR211C	-1.12	
YLR212C		-0.37
YLR213C	0.9	
YLR214W	3.15	
YLR215C		0.49
YLR216C	0.75	
YLR217W	-0.15	
YLR218C	-1.46	
YLR219W	1.01	
YLR220W	-0.04	
YLR221C	0.64	
YLR222C		-0.74
YLR223C		0.18
YLR224W	1.09	
YLR225C	-1.2	
YLR226W	0.86	
YLR227C	-0.04	
YLR228C	3.07	
YLR229C		-0.25
YLR230W		-1.35
YLR231C	-1.69	
YLR232W	-1.5	
YLR233C	-0.41	
YLR236C	-0.15	
YLR237W	0.04	
YLR238W	-1.5	
YLR239C	0.37	
YLR241W	0.3	
YLR242C	-5.47	
YLR243W		0.06
YLR244C	1.12	
YLR246W	0.94	
YLR247C	-0.11	
YLR248W	-0.49	
YLR249W		-0.92
YLR250W	0.22	
YLR252W	-0.22	
YLR253W	1.05	
YLR254C	-0.3	
YLR255C	0.26	
YLR257W	2.59	
YLR258W	1.76	
YLR259C		-0.06
YLR260W	1.65	
YLR261C	-0.56	
YLR262C	-0.26	
YLR262C-A	1.5	
YLR263W	-0.52	
YLR264W	0.22	
YLR265C	0.37	
YLR266C	1.31	
YLR267W	0.9	
YLR268W	-1.27	
YLR269C	1.61	
YLR270W	2.14	
YLR271W	0.11	
YLR272C		-1.35
YLR273C	0.41	
YLR274W		0.25
YLR275W		-0.37
YLR276C		0.37
YLR277C		0.18
YLR278C	-0.49	
YLR279W	0.9	
YLR280C	0.15	
