orf	hom | growth (relative abundance in pooled culture) | Pn-AMP1 [3.2uM] | Kwon Y~Koo JC, 2016	het | growth (relative abundance in pooled culture) | Pn-AMP1 [3.2uM] | Kwon Y~Koo JC, 2016
YDR326C	-0.19	
YDR327W		-0.67
YDR328C		0.98
YDR329C	0.22	
YDR330W	-0.71	
YDR331W		0.12
YDR332W	2.55	
YDR333C	-0.64	
YDR334W	-0.26	
YDR335W	-0.45	
YDR336W	-2.7	
YDR337W	2.02	
YDR338C	1.01	
YDR339C		0.06
YDR340W	0.82	
YDR341C		-0.12
YDR344C	0.37	
YDR345C	-0.67	
YDR346C	-0.3	
YDR347W	1.46	
YDR348C	0.86	
YDR349C	0.3	
YDR351W	1.65	
YDR352W	0.52	
YDR353W		-0.06
YDR354W	1.39	
YDR355C		0.43
YDR356W		2.39
YDR357C	-0.19	
YDR358W	0.71	
YDR359C	-1.16	
YDR360W	0.56	
YDR361C		-1.29
YDR362C		2.94
YDR363W	-0.45	
YDR363W-A	3.15	
YDR365C		-0.74
YDR367W		-0.98
YDR368W	-0.71	
YDR369C	2.1	
YDR370C	1.46	
YDR371W	0.26	
YDR372C	-0.6	
YDR373W		-1.41
YDR374C	0.22	
YDR375C	-0.97	
YDR376W		0.31
YDR377W	0.19	
YDR378C	1.84	
YDR379W	-1.24	
YDR380W	-1.2	
YDR381W		0.37
YDR383C	-0.71	
YDR384C	4.12	
YDR385W	1.72	
YDR386W	-1.31	
YDR387C	0.11	
YDR389W	-0.94	
YDR390C		0.31
YDR391C	-0.64	
YDR392W	0.52	
YDR393W	1.05	
YDR394W		0.74
YDR395W	-0.3	
YDR396W		-0.61
YDR397C		-1.04
YDR398W		0.86
YDR399W	0.07	
YDR400W	0.15	
YDR401W	-0.26	
YDR402C	0.0	
YDR403W	-0.34	
YDR404C		-1.47
YDR405W	2.7	
YDR406W	-0.34	
YDR407C		2.02
YDR408C	-0.6	
YDR409W	0.22	
YDR411C	0.67	
YDR412W		0.49
YDR413C		1.1
YDR414C	-0.52	
YDR415C	-1.12	
YDR416W		0.37
YDR417C	2.21	
YDR418W	-0.75	
YDR419W	-0.86	
YDR420W	0.6	
YDR421W	-0.94	
YDR422C	0.0	
YDR423C	-0.75	
YDR424C	-1.35	
YDR425W	-0.64	
YDR426C	-0.45	
YDR427W		-0.37
YDR428C	-0.3	
YDR429C		1.41
YDR430C	0.15	
YDR431W	1.54	
YDR432W	0.19	
YDR433W	0.45	
YDR434W		0.31
YDR435C	-0.75	
YDR436W	-1.5	
YDR437W		0.06
YDR438W	-1.61	
YDR439W	-0.11	
YDR440W	0.52	
YDR441C	0.37	
YDR442W	0.45	
YDR443C	-1.31	
YDR444W	0.15	
YDR445C	1.65	
YDR446W	-0.37	
YDR447C	-0.26	
YDR448W	-2.36	
YDR449C		-1.29
YDR450W	0.45	
YDR451C	1.42	
YDR452W	0.56	
YDR453C	2.36	
YDR454C		0.18
YDR455C	0.75	
YDR457W	1.05	
YDR458C	-0.26	
YDR459C	1.05	
YDR460W		-0.55
YDR461W	-0.22	
YDR462W	2.02	
YDR463W	3.41	
YDR464W		-0.61
YDR465C	0.71	
YDR466W	1.27	
YDR467C	-0.26	
YDR469W	-0.86	
YDR471W	0.79	
YDR472W		0.06
YDR473C		0.18
YDR475C	0.935	
YDR476C	0.37	
YDR477W	-6.26	
YDR478W		0.67
YDR479C	-0.49	
YDR480W	0.04	
YDR481C	-0.82	
YDR482C	0.11	
YDR483W	-3.86	
YDR484W	-3.26	
YDR485C	1.69	
YDR486C	0.52	
YDR488C	-0.15	
YDR489W		0.43
YDR490C	0.82	
YDR491C	-2.66	
YDR492W	1.31	
YDR493W	-0.64	
YDR494W	-0.22	
YDR495C	0.97	
YDR496C	1.69	
YDR497C	-0.71	
YDR498C		0.37
YDR500C	-1.01	
YDR501W	1.01	
YDR502C	0.11	
YDR503C	0.07	
YDR504C	-0.67	
YDR505C	0.04	
YDR506C	0.56	
YDR507C	1.09	
YDR508C	0.34	
YDR509W	2.32	
YDR510W		-0.12
YDR511W	0.9	
YDR512C	-0.64	
YDR513W	-0.52	
YDR514C	-0.45	
YDR515W	1.8	
YDR516C	0.71	
YDR517W	-0.41	
YDR519W	3.33	
YDR520C	0.49	
YDR521W	-0.19	
YDR522C	0.26	
YDR523C	0.0	
YDR524C	-0.49	
YDR524C-B	-0.26	
YDR525W	-1.99	
YDR525W-A	0.82	
YDR526C		-1.17
YDR527W		0.8
YDR528W	-0.79	
YDR529C	3.56	
YDR530C	1.8	
YDR531W		-1.9
YDR532C	1.65	
YDR533C	1.8	
YDR534C	0.07	
YDR535C	0.07	
YDR536W	0.34	
YDR537C	-1.35	
YDR538W	-0.3	
YDR539W	0.45	
YDR540C	-1.87	
YDR541C	0.86	
YEL001C	-0.15	
YEL002C		-0.74
YEL003W	0.3	
YEL004W	0.19	
YEL005C	-0.19	
YEL006W	-1.09	
YEL007W	0.04	
YEL008W	-0.15	
YEL009C	-1.27	
YEL010W	0.67	
YEL011W	1.72	
YEL012W	-1.99	
YEL014C	0.9	
YEL015W	-0.19	
YEL016C	0.04	
YEL017C-A	-0.11	
YEL017W	0.04	
YEL018W	-0.11	
YEL019C		0.25
YEL020C	0.94	
YEL023C	0.04	
YEL025C	0.56	
YEL026W		0.67
YEL027W	-3.22	
YEL028W	-0.71	
YEL029C	1.46	
YEL030W	0.07	
YEL031W	-1.84	
YEL032W		0.43
YEL034W		0.18
YEL035C		0.61
YEL037C	0.49	
YEL038W	-0.04	
YEL039C	-0.11	
YEL040W	0.22	
YEL041W	0.26	
YEL042W	-1.84	
YEL043W	-0.37	
YEL046C	-0.11	
YEL047C	-0.26	
YEL048C	-0.04	
YEL049W	-0.6	
YEL050C	1.87	
YEL052W	-0.11	
YEL053C	-3.07	
YEL054C	0.04	
YEL055C		-1.1
YEL056W	0.71	
YEL057C	0.0	
YEL058W		0.12
YEL059W	-0.15	
YEL060C	-1.01	
YEL061C	-1.16	
YEL062W	-1.42	
YEL063C	0.15	
YEL064C	-1.09	
YEL065W	-0.97	
YEL066W	-0.45	
YEL067C	0.37	
YEL068C	-1.24	
YEL071W	-0.22	
YEL072W	0.3	
YER001W	-0.26	
YER002W	0.26	
YER003C		-2.02
YER004W	-0.15	
YER005W	-0.19	
YER006W		-0.55
YER007C-A	-0.34	
YER007W	-0.49	
YER008C		0.74
YER009W		-1.41
YER010C	-0.79	
YER011W	-0.26	
YER012W		-0.49
YER013W		0.61
YER016W	0.34	
YER017C	0.9	
YER018C		0.37
YER019C-A	2.02	
YER019W	1.84	
YER020W	0.22	
YER021W		1.9
YER022W		1.41
YER023W		0.37
YER024W	1.05	
YER025W		-1.04
YER027C	-0.11	
YER028C	1.2	
YER030W	0.75	
YER031C	0.3	
YER032W	-0.45	
YER033C	-0.97	
YER034W	-0.22	
YER036C		-1.04
YER037W	-0.71	
YER038C		-0.49
YER038W-A	0.3	
YER039C	1.27	
YER039C-A	0.45	
YER040W	2.7	
YER041W	-2.47	
YER042W	-0.56	
YER043C		-1.1
YER044C	0.22	
YER044C-A	-2.55	
YER045C	1.31	
YER046W	-0.49	
YER046W-A	-0.97	
YER047C	-0.15	
YER048C	-0.64	
YER048W-A		1.23
YER049W	0.71	
YER050C	0.75	
YER051W	-0.6	
YER052C	2.4	
YER053C	-0.3	
YER055C	0.49	
YER056C	1.16	
YER056C-A	0.0	
YER057C	1.72	
YER058W	1.72	
YER059W	0.19	
YER060W	1.05	
YER060W-A	-0.07	
YER061C	0.6	
YER062C	-0.56	
YER063W	0.79	
YER064C	0.11	
YER065C	-0.9	
YER066C-A	0.86	
YER066W	-0.9	
YER067C-A	-1.5	
YER067W	1.09	
YER068C-A	0.67	
YER069W	-0.07	
YER071C	0.52	
YER072W	0.15	
YER073W	-2.85	
YER074W	-1.5	
YER074W-A		-0.12
YER075C	1.24	
YER077C	0.41	
YER078C	-1.69	
YER079W	0.56	
YER080W	1.84	
YER081W	1.39	
YER082C		-1.29
YER083C	-0.26	
YER084W	0.15	
YER085C	-0.26	
YER086W	-1.84	
YER087C-B	0.37	
YER087W	2.62	
YER088C	0.07	
YER089C	-0.45	
YER090W	1.01	
YER091C	0.52	
YER091C-A	-0.34	
YER092W	-1.87	
YER093C		-1.23
YER093C-A	-0.3	
YER094C		-1.41
YER095W	-2.1	
YER096W	-0.41	
YER097W	-2.32	
YER098W	0.07	
YER101C	0.52	
YER103W	-0.19	
YER104W		1.47
YER106W	-1.39	
YER110C	-0.26	
YER111C	-1.8	
YER112W		-0.74
YER113C	0.15	
YER114C	0.64	
YER115C	0.6	
YER116C	-0.56	
YER117W	4.68	
YER118C	0.26	
YER119C	-0.71	
YER119C-A	0.04	
YER120W	0.86	
YER121W	0.86	
YER122C	1.65	
YER123W	0.97	
YER124C	-0.86	
YER125W		0.25
YER126C		-1.66
YER127W		-0.49
YER128W	0.37	
YER129W	0.04	
YER130C	-0.56	
YER131W	0.6	
YER132C	-0.49	
YER133W		-2.15
YER134C	0.22	
YER135C	0.49	
YER136W		0.43
YER137C	-2.66	
YER139C	-0.26	
YER140W	0.11	
YER142C	-0.45	
YER143W	-1.54	
YER144C	0.52	
YER145C	-0.11	
YER146W		0.18
YER147C		-0.06
YER148W		-0.8
YER149C	0.37	
YER150W	1.87	
YER151C	-1.05	
YER152C	0.07	
YER154W	0.9	
YER156C	0.45	
YER157W		-0.37
YER158C	-0.45	
YER159C		-0.06
YER161C	-1.35	
YER162C	0.67	
YER163C	-0.79	
YER164W	1.42	
YER165W		-2.76
YER166W	0.82	
YER167W	-5.62	
YER168C		-0.67
YER169W	0.22	
YER170W	0.49	
YER171W		-3.31
YER172C		-0.06
YER173W	0.37	
YER174C	-0.94	
YER175C	0.37	
YER176W	-0.34	
YER177W	-2.4	
YER178W	0.15	
YER179W	-0.3	
YER180C	-0.37	
YER181C	-1.01	
YER182W	0.3	
YER183C	-0.52	
YER184C	0.11	
YER185W	0.6	
YER186C	0.26	
YER187W	-0.19	
YER188W	-0.3	
YFL002C		5.76
YFL003C	0.86	
YFL004W	0.15	
YFL005W		0.92
YFL007W	1.5	
YFL008W		-0.18
YFL009W		2.15
YFL010C	0.22	
YFL010W-A	0.45	
YFL011W	2.66	
YFL012W	4.12	
YFL012W-A	1.72	
YFL013C	0.97	
YFL014W	1.76	
YFL015C	4.05	
YFL016C	4.65	
YFL017C		0.55
YFL017W-A		0.43
YFL018C	0.94	
YFL019C	0.86	
YFL020C	2.44	
YFL021W	1.16	
YFL022C		-1.78
YFL023W	1.87	
YFL024C		-1.47
YFL025C	-1.54	
YFL027C	-0.64	
YFL028C	1.65	
YFL029C		0.8
YFL030W	-0.34	
YFL031W	-0.22	
YFL032W	0.22	
YFL033C	-0.07	
YFL034C-A	-0.26	
YFL034C-B		-2.82
YFL034W	-0.6	
YFL036W	5.4	
YFL037W		2.02
YFL038C		1.84
YFL039C		-5.15
YFL040W	0.79	
YFL041W	0.64	
YFL042C	0.56	
YFL044C	-0.56	
YFL045C		-0.49
YFL046W	-1.46	
YFL047W	-0.11	
YFL048C	0.15	
YFL049W	0.19	
YFL050C	1.69	
YFL051C	-2.7	
YFL052W	1.12	
YFL053W	1.54	
YFL054C	0.34	
YFL055W	1.05	
YFL063W	-0.04	
YFR001W	2.36	
YFR002W		-2.76
YFR003C		2.21
YFR004W		0.43
YFR005C		0.98
YFR006W	-0.07	
YFR007W	-0.79	
YFR008W	0.07	
YFR009W	1.01	
YFR010W	0.15	
YFR011C	1.12	
YFR012W	-0.19	
YFR013W	0.52	
YFR014C	0.07	
YFR015C	0.07	
YFR016C	1.39	
YFR017C	0.11	
YFR018C	0.9	
YFR020W	1.91	
YFR021W	-0.94	
YFR022W	-0.19	
YFR023W	0.37	
YFR024C-A	0.0	
YFR025C	-0.34	
YFR026C	1.05	
YFR027W		0.06
YFR028C		-0.31
YFR029W		0.12
YFR030W	-0.52	
YFR031C		0.0
YFR031C-A	1.61	
YFR032C	-0.9	
YFR032C-A	-0.11	
YFR033C	0.56	
YFR034C	1.27	
YFR035C	0.52	
YFR036W	4.46	
YFR037C		0.0
YFR038W	0.82	
YFR039C	0.19	
YFR040W	-0.19	
YFR041C	0.67	
YFR042W		-0.74
YFR043C	-0.37	
YFR044C	0.52	
YFR045W	0.15	
YFR046C	-0.67	
YFR047C	-0.22	
YFR048W	-2.74	
YFR049W	-0.97	
YFR050C		-0.18
YFR051C		0.06
YFR052W		0.49
YFR053C	-0.19	
YFR054C	-0.49	
YFR055W	0.07	
YFR056C	0.19	
YFR057W	-0.37	
YGL001C		-0.18
YGL002W	0.79	
YGL003C	1.09	
YGL004C	-0.11	
YGL005C	-2.96	
YGL006W	0.49	
YGL007W	1.5	
YGL008C		-0.18
YGL009C	-1.69	
YGL010W	-1.46	
YGL011C		-0.12
YGL012W	-1.65	
YGL013C	3.6	
YGL014W	1.35	
YGL015C	-0.11	
YGL016W	-0.3	
YGL017W	-0.79	
YGL018C		0.61
YGL019W	-0.52	
YGL021W	-1.27	
YGL022W		-0.12
YGL023C	-0.67	
YGL025C	-4.46	
YGL026C	-0.37	
YGL027C	-0.34	
YGL028C	-0.49	
YGL030W		-5.27
YGL031C	0.26	
YGL033W	-0.37	
YGL034C	-0.9	
YGL035C	1.05	
YGL037C	-0.11	
YGL039W	-2.36	
YGL040C		-1.41
YGL041C	-1.05	
YGL042C	2.81	
YGL043W	2.74	
YGL044C		-2.39
YGL045W	-5.905	
YGL047W		-1.41
YGL048C		0.37
YGL049C	-0.9	
YGL050W	0.45	
YGL051W	0.67	
YGL053W	-0.67	
YGL054C	1.5	
YGL055W		0.55
YGL056C	-2.92	
YGL057C	0.11	
YGL059W	-0.9	
YGL060W	-0.34	
YGL061C		0.31
YGL062W	-1.5	
YGL063W	2.06	
YGL065C		0.31
YGL066W	0.07	
YGL067W	-0.37	
YGL068W		0.12
YGL069C		-0.12
YGL071W	0.86	
YGL072C	1.2	
YGL073W		1.29
YGL074C		0.98
YGL075C		-2.21
YGL077C	0.75	
YGL078C	0.22	
YGL079W	0.97	
YGL080W	0.37	
YGL081W	0.15	
YGL082W	-0.07	
YGL083W	1.31	
YGL084C	-11.58	
YGL085W	1.12	
YGL086W	-3.56	
YGL087C	0.41	
YGL089C	-0.15	
YGL090W	1.31	
YGL091C		-0.55
YGL092W		-0.25
YGL093W		5.58
YGL094C	-0.15	
YGL096W	0.22	
YGL097W		-0.92
YGL098W		0.25
YGL099W		-2.39
YGL101W	0.67	
YGL102C		-1.66
YGL103W		-0.31
YGL105W	-1.61	
YGL108C	-1.99	
YGL109W	2.32	
YGL110C	0.86	
YGL111W		0.55
YGL112C		1.29
YGL113W		1.04
YGL114W	-0.15	
YGL115W	-7.23	
YGL116W		-3.0
YGL117W	-1.42	
YGL118C	1.16	
YGL120C		0.0
YGL121C	-1.54	
YGL122C		0.61
YGL123W		-2.58
YGL124C	1.99	
YGL126W	-1.5	
YGL127C	3.15	
YGL128C		-0.61
YGL129C	1.61	
YGL130W		-0.74
YGL131C	-0.9	
YGL132W	2.02	
YGL133W	1.91	
YGL136C	1.39	
YGL137W		0.37
YGL138C	0.07	
YGL139W	-0.56	
YGL140C	-0.11	
YGL141W	3.56	
YGL142C		-0.43
YGL143C	0.9	
YGL144C	-2.96	
YGL145W		1.84
YGL146C	0.37	
YGL147C	-0.04	
YGL148W	-0.3	
YGL149W	0.11	
YGL150C		-0.06
YGL151W	0.71	
YGL152C	-0.97	
YGL153W	-0.86	
YGL154C	-0.15	
YGL155W		-0.12
YGL156W	-0.37	
YGL157W	-0.07	
YGL158W	-1.84	
YGL159W	-1.35	
YGL160W	-0.22	
YGL161C	-2.06	
YGL162W	-1.01	
YGL163C	3.3	
YGL164C	0.52	
YGL165C	-0.41	
YGL166W	0.15	
YGL167C	-2.81	
YGL168W	-0.41	
YGL169W		-1.9
YGL170C	-0.26	
YGL171W		-0.25
YGL172W		-0.74
YGL175C	-0.6	
YGL176C	1.2	
YGL177W	-0.86	
YGL179C	-1.8	
YGL180W	-0.9	
YGL181W	0.71	
YGL194C	-0.9	
YGL198W	-2.47	
YGL199C	-0.45	
YGL201C		1.35
YGL202W	-1.05	
YGL203C	2.66	
YGL205W	0.71	
YGL206C	-5.28	
YGL207W		0.61
YGL208W	1.05	
YGL209W	0.15	
YGL210W	1.05	
YGL211W	-2.44	
YGL212W	-0.56	
YGL213C	-0.34	
YGL214W	0.34	
YGL215W	0.19	
YGL216W	0.52	
YGL217C	0.45	
YGL218W	3.22	
YGL219C	0.86	
YGL220W	0.45	
YGL221C	1.39	
YGL222C	1.27	
YGL223C	-2.81	
YGL224C	1.39	
YGL225W		2.21
YGL226C-A	0.22	
YGL226W	-0.07	
YGL227W	1.01	
YGL228W	-1.95	
YGL229C	0.34	
YGL230C	1.12	
YGL231C	1.39	
YGL232W	-0.11	
YGL233W		0.61
YGL235W	-0.71	
YGL236C	0.22	
YGL238W		0.37
YGL239C		-0.49
YGL241W	0.64	
YGL242C	-0.19	
YGL243W	0.56	
YGL244W	-5.28	
YGL245W		-0.61
YGL247W		-0.06
YGL248W	2.85	
YGL249W	0.34	
YGL250W	0.41	
YGL251C	4.42	
YGL252C	-0.64	
YGL253W	1.09	
YGL254W	0.71	
YGL255W	-0.3	
YGL256W	-0.34	
YGL257C	1.39	
YGL258W	-2.51	
YGL259W	0.19	
YGL260W	0.19	
YGL261C	0.71	
YGL262W	0.52	
YGL263W	-0.04	
YGR001C	0.97	
YGR002C		0.49
YGR003W	2.7	
YGR004W	-0.71	
YGR005C		0.25
YGR007W	-0.19	
YGR008C	-0.26	
YGR009C		-0.43
YGR010W	0.94	
YGR011W	0.26	
YGR012W	-0.15	
YGR013W		0.49
YGR014W	-1.24	
YGR015C	0.41	
YGR017W	0.41	
YGR018C	0.6	
YGR019W	0.94	
YGR020C	0.75	
YGR021W	-0.56	
YGR022C	-0.07	
YGR023W	0.11	
YGR024C		-0.06
YGR025W	0.45	
YGR026W	-0.45	
YGR027C	0.37	
YGR028W	0.52	
YGR029W		0.31
YGR030C		1.41
YGR031W	0.41	
YGR032W	-0.45	
YGR033C	0.86	
YGR034W	-0.07	
YGR035C	-0.34	
YGR036C	1.12	
YGR037C	0.15	
YGR038W	-0.07	
YGR039W	0.22	
YGR040W	-1.01	
YGR041W	3.19	
YGR042W	-0.79	
YGR043C	-1.12	
YGR044C	-0.52	
YGR045C	-0.22	
YGR046W		-1.41
YGR047C		-0.43
YGR048W		0.67
YGR049W	0.64	
YGR050C	-0.67	
YGR051C	-0.07	
YGR052W	-0.19	
YGR053C	1.35	
YGR054W	0.34	
YGR055W	3.0	
YGR056W	-3.78	
YGR057C	0.45	
YGR058W	0.52	
YGR059W	1.12	
YGR060W		-0.61
YGR061C	-2.1	
YGR062C	2.85	
YGR063C	0.45	
YGR064W	0.9	
YGR065C		1.84
YGR066C	1.31	
YGR067C	0.41	
YGR068C	2.14	
YGR069W	0.19	
YGR070W	0.37	
YGR071C	0.22	
YGR072W	1.09	
YGR073C		3.68
YGR074W		-0.92
YGR075C		0.37
YGR077C	-0.22	
YGR078C	2.21	
YGR079W	0.15	
YGR080W	0.0	
YGR081C	1.24	
YGR082W		0.0
YGR083C		-0.49
YGR084C	-0.82	
YGR085C	0.04	
YGR086C	-1.39	
YGR087C	0.0	
YGR088W	0.79	
YGR089W	-0.67	
YGR090W		-1.29
YGR091W		-0.74
YGR092W	-11.69	
YGR093W	0.45	
YGR094W		-0.12
YGR095C		-0.31
YGR096W	0.19	
YGR097W	0.41	
YGR098C		2.88
YGR099W		-1.1
YGR100W	-0.26	
YGR101W	2.1	
YGR102C	2.02	
YGR103W		-0.31
YGR104C	-0.37	
YGR106C	-4.01	
YGR107W	-0.26	
YGR108W	0.0	
YGR109C	-0.3	
YGR110W	-0.41	
YGR111W	-0.56	
YGR112W	-1.35	
YGR113W		0.31
YGR114C		3.99
YGR115C		4.66
YGR116W		-1.9
YGR117C	2.14	
YGR118W	0.75	
YGR119C		-1.23
YGR120C		0.49
YGR121C	0.37	
YGR122C-A	-0.64	
YGR122W	-6.33	
YGR123C	0.26	
YGR124W	-1.76	
YGR125W	0.6	
YGR126W	2.25	
YGR127W	0.86	
YGR128C		0.49
YGR129W	0.04	
YGR130C	-0.71	
YGR131W	-0.86	
YGR132C	0.11	
YGR133W	-0.45	
YGR134W	-0.71	
YGR135W	0.79	
YGR136W	0.86	
YGR137W	-1.27	
YGR138C	-1.5	
YGR139W	0.19	
YGR140W		0.31
YGR141W	1.01	
YGR142W	-0.11	
YGR143W	-0.64	
YGR144W	-0.22	
YGR145W		-0.06
YGR146C	1.2	
YGR147C		0.98
YGR148C	1.72	
YGR149W	0.64	
YGR150C	2.14	
YGR151C	0.41	
YGR152C	1.69	
YGR153W	-0.07	
YGR154C	-0.56	
YGR155W	0.11	
YGR156W		0.49
YGR157W	-0.86	
YGR158C		-1.78
YGR159C	2.32	
YGR160W	2.17	
YGR161C	-0.22	
YGR162W	0.82	
YGR163W	-0.67	
YGR164W	-0.94	
YGR165W	3.93	
YGR166W	-1.01	
YGR168C	0.6	
YGR169C	0.04	
YGR170W	-0.79	
YGR171C	1.87	
YGR172C		2.21
YGR173W	0.9	
YGR174C	-1.54	
YGR175C		0.31
YGR176W	0.49	
YGR177C	-0.07	
YGR178C	1.05	
YGR179C		-0.25
YGR181W	0.56	
YGR182C	0.11	
YGR184C	-2.81	
YGR185C		-0.37
YGR186W		0.25
YGR187C	0.56	
YGR189C	-0.71	
YGR190C		-0.06
YGR191W		0.06
YGR192C	-0.37	
YGR193C	-0.45	
YGR194C	1.24	
YGR195W		-2.21
YGR196C	-1.12	
YGR197C	-1.42	
YGR198W		-0.92
YGR199W	-2.29	
YGR200C	1.54	
YGR201C	-2.21	
YGR202C	-0.07	
YGR203W	0.82	
YGR204W	0.04	
YGR205W	0.34	
YGR206W	1.39	
YGR207C	1.16	
YGR208W	-1.57	
YGR209C	-0.75	
YGR210C	-0.19	
YGR211W		0.12
YGR212W	-1.2	
YGR213C	-1.09	
YGR214W	0.67	
YGR215W	1.95	
YGR216C		-0.18
YGR217W	0.82	
YGR218W		1.53
YGR219W	4.61	
YGR220C	1.24	
YGR221C	0.71	
YGR222W	0.11	
YGR223C	-0.07	
YGR224W	0.11	
YGR225W	1.42	
YGR226C	0.0	
YGR227W	-0.82	
YGR228W	-0.19	
YGR229C	-0.9	
YGR230W	-0.64	
YGR231C	-0.15	
YGR232W	-0.11	
YGR233C	-1.12	
YGR234W	-1.24	
YGR235C	0.11	
YGR236C	0.04	
YGR237C	-0.19	
YGR238C	0.94	
YGR239C	0.75	
YGR240C	-1.35	
YGR241C	-0.07	
YGR242W	-0.22	
YGR243W	-1.31	
YGR244C	-0.6	
YGR245C		-0.67
YGR246C		0.18
YGR247W	0.19	
YGR248W	-0.71	
YGR249W	0.0	
YGR250C	-1.05	
YGR251W		-0.8
YGR252W	0.41	
YGR253C		1.84
YGR254W	0.45	
YGR256W	-0.52	
YGR257C	1.8	
YGR258C	-1.99	
YGR259C	-0.37	
YGR260W	2.81	
YGR261C	0.3	
YGR263C	1.39	
YGR264C		0.0
YGR265W		-0.31
YGR266W	0.52	
YGR267C		0.98
YGR268C	-1.91	
YGR269W	2.51	
YGR270W	0.37	
YGR271W	0.37	
YGR273C	-0.9	
YGR274C		-0.61
YGR275W	-1.8	
YGR276C	0.97	
YGR277C		1.84
YGR278W		0.31
YGR279C	-0.41	
YGR280C		-1.23
YGR281W	-0.94	
YGR282C	-1.46	
YGR283C	-0.3	
YGR284C	0.67	
YGR285C	-1.31	
YGR286C	1.91	
YGR287C	0.82	
YGR288W	-0.34	
YGR289C	-0.79	
YGR290W	-0.71	
YGR291C	-1.5	
YGR292W	0.82	
YGR295C	0.41	
YHL002W	-0.52	
YHL003C	-1.65	
YHL005C	0.56	
YHL006C	1.35	
YHL007C	-0.26	
YHL008C	2.14	
YHL009C	-4.5	
YHL010C	-0.19	
YHL011C	0.0	
YHL012W	1.84	
YHL013C	-1.31	
YHL014C	0.11	
YHL015W		-0.8
YHL016C	-2.66	
YHL017W	1.05	
YHL019C	-0.41	
YHL020C	-0.97	
YHL021C	0.49	
YHL022C	-2.21	
YHL023C	-0.15	
YHL024W	0.49	
YHL026C	1.35	
YHL027W	-7.01	
YHL028W	1.95	
YHL029C	2.47	
YHL030W	-2.25	
YHL031C	-0.15	
YHL032C	-2.36	
YHL033C	-0.56	
YHL034C	0.64	
YHL035C	0.19	
YHL036W	-1.24	
YHL037C	0.56	
YHL038C	0.37	
YHL039W	-0.15	
YHL040C	1.72	
YHL041W	-0.52	
YHL042W	1.01	
YHL043W	-0.11	
YHL044W	-0.56	
YHL045W	0.3	
YHL046C	-0.04	
YHL047C	-0.04	
YHR001W-A	-1.24	
YHR003C	-0.19	
YHR004C	0.07	
YHR005C-A		0.37
YHR006W	1.01	
YHR007C		-0.49
YHR008C	3.82	
YHR009C	-2.1	
YHR010W	0.3	
YHR011W	-1.84	
YHR012W	-0.22	
YHR013C	0.07	
YHR014W	0.34	
YHR015W	0.64	
YHR016C	0.37	
YHR017W	0.9	
YHR018C	-0.86	
YHR019C		1.53
YHR020W		0.12
YHR021C	-2.29	
YHR021W-A	0.11	
YHR022C	-0.75	
YHR023W		0.74
YHR024C		0.43
YHR025W	0.79	
YHR026W	-3.15	
YHR028C	-0.97	
YHR029C	-0.97	
YHR030C	-16.41	
YHR031C	-1.46	
YHR032W	-0.22	
YHR033W	-0.15	
YHR034C	0.67	
YHR035W	0.67	
YHR036W		6.07
YHR037W	-0.79	
YHR039C	0.52	
YHR040W		1.17
YHR041C	1.76	
YHR042W		-0.12
YHR043C	0.41	
YHR044C	0.19	
YHR045W	0.67	
YHR046C	-0.34	
YHR047C	-0.22	
YHR048W	0.9	
YHR049C-A	-1.35	
YHR049W	1.27	
YHR050W	-1.99	
YHR051W	1.8	
YHR057C	0.52	
YHR058C		4.84
YHR059W	0.3	
YHR060W	-0.34	
YHR061C	-0.15	
YHR062C		2.51
YHR064C	1.27	
YHR065C		-0.74
YHR066W	2.59	
YHR067W	0.67	
YHR068W		-1.1
YHR069C		-0.98
YHR070W		-0.61
YHR072W		2.64
YHR072W-A		3.8
YHR073W	-0.9	
YHR074W		0.06
YHR075C	-1.39	
YHR076W	-1.76	
YHR077C	-0.71	
YHR078W	0.45	
YHR079C	-2.92	
YHR079C-A	0.41	
YHR080C	-0.15	
YHR081W	-0.79	
YHR082C	0.3	
YHR083W		-0.61
YHR085W		-0.67
YHR086W	0.19	
YHR087W	-2.32	
YHR088W		2.94
YHR091C	1.35	
YHR092C	-0.52	
YHR093W	-0.15	
YHR094C	0.94	
YHR095W	-1.35	
YHR096C	0.04	
YHR097C	0.3	
YHR100C	2.59	
YHR101C		2.15
YHR103W	-2.06	
YHR104W	-0.3	
YHR105W	-1.05	
YHR106W	0.56	
YHR107C		4.29
YHR108W	0.07	
YHR109W	-0.22	
YHR110W	1.27	
YHR111W	2.25	
YHR112C	1.01	
YHR113W	-1.54	
YHR114W	0.19	
YHR115C	1.46	
YHR116W	-0.97	
YHR117W	1.31	
YHR118C		-2.15
YHR121W	-0.19	
YHR122W		0.49
YHR123W	-1.65	
YHR124W	0.26	
YHR125W	0.41	
YHR126C	-0.22	
YHR127W	0.04	
YHR129C	-0.9	
YHR130C	-0.9	
YHR131C	0.37	
YHR132C	-1.2	
YHR132W-A	0.56	
YHR133C	-0.15	
YHR134W	1.24	
YHR135C	0.6	
YHR136C	0.6	
YHR137W	0.0	
YHR138C	-0.04	
YHR139C	-0.71	
YHR139C-A	-0.49	
YHR140W	-0.34	
YHR142W	0.26	
YHR143W	-0.79	
YHR143W-A		-0.31
YHR146W	0.94	
YHR147C	2.62	
YHR148W		-0.25
YHR150W	-1.95	
