ORF	hap a | growth (relative abundance in pooled culture) | ethidium bromide [25 ug/ml] | Dunn CD~Jensen RE, 2006
YGL152C	3.378
YLL026W	3.378
YNL087W	3.378
YMR086W	3.390
YBR301W	3.401
YCL048W	3.401
YEL030W	3.401
YPR201W	3.401
YOL020W	3.413
YOR175C	3.425
YPL095C	3.425
YBR105C	3.436
YDR420W	3.436
YFL023W	3.436
YGL227W	3.436
YBR203W	3.448
YDL124W	3.448
YLL019C	3.448
YPR062W	3.448
YBR074W	3.460
YCL023C	3.460
YDR223W	3.460
YKR035C	3.460
YCR021C	3.472
YPR030W	3.472
YBR177C	3.484
YCL027W	3.484
YDR259C	3.484
YFL026W	3.484
YHR152W	3.484
YLR121C	3.484
YNR034W	3.484
YBR141C	3.497
YER032W	3.497
YFR020W	3.497
YOR001W	3.497
YOR324C	3.497
YPR032W	3.497
YDL022W	3.509
YDR530C	3.509
YEL011W	3.509
YKL123W	3.509
YMR175W	3.509
YOL002C	3.509
YDR059C	3.521
YDR102C	3.521
YEL071W	3.521
YGR152C	3.521
YNL082W	3.521
YNL083W	3.521
YOR171C	3.521
YOR197W	3.521
YDR258C	3.546
YBL078C	3.559
YBR281C	3.571
YCR007C	3.571
YEL064C	3.571
YGL146C	3.571
YIR035C	3.571
YMR177W	3.571
YDL197C	3.584
YDR541C	3.584
YGL050W	3.584
YGR164W	3.584
YKL131W	3.584
YLR371W	3.584
YLR376C	3.584
YMR130W	3.584
YNL134C	3.584
YGR212W	3.597
YHR022C	3.597
YPR161C	3.597
YDR424C	3.610
YJL094C	3.610
YKR017C	3.610
YLR365W	3.610
YOR231W	3.610
YPR093C	3.610
YER041W	3.623
YPL033C	3.623
YGL156W	3.636
YGL157W	3.636
YHR103W	3.636
YKL163W	3.636
YKR015C	3.636
YNL239W	3.636
YDR218C	3.650
YJR149W	3.650
YML109W	3.650
YBR275C	3.663
YIL168W	3.663
YJL194W	3.663
YMR156C	3.663
YMR201C	3.676
YBL086C	3.690
YCL039W	3.690
YDR436W	3.690
YDR090C	3.704
YDR093W	3.704
YGL056C	3.704
YGR027C	3.704
YKR064W	3.704
YLR400W	3.717
YDR538W	3.731
YFL008W	3.731
YGL159W	3.731
YLR279W	3.745
YIL162W	3.759
YIR014W	3.759
YLR219W	3.759
YMR271C	3.759
YOR338W	3.759
YDR503C	3.774
YOR021C	3.774
YBR227C	3.788
YCR001W	3.788
YIL167W	3.788
YJL093C	3.788
YER149C	3.802
YHR044C	3.802
YMR258C	3.802
YOL047C	3.802
YPL264C	3.802
YBR240C	3.817
YCL009C	3.817
YER101C	3.817
YGL028C	3.817
YKL058W	3.817
YLR390W	3.817
YOR300W	3.817
YPL052W	3.817
YDR153C	3.831
YEL009C	3.831
YML101C	3.831
YBR050C	3.846
YDR025W	3.846
YFR012W	3.846
YOR195W	3.846
YBR228W	3.861
YJL136C	3.861
YOR081C	3.861
YIL055C	3.876
YLR173W	3.876
YPL108W	3.876
YBR151W	3.891
YKR061W	3.891
YMR103C	3.891
YMR317W	3.891
YOR377W	3.891
YGL249W	3.906
YKL154W	3.906
YML131W	3.906
YOR386W	3.906
YKL128C	3.922
YKL175W	3.922
YLR413W	3.922
YNL223W	3.922
YOL131W	3.922
YDL012C	3.937
YOR265W	3.937
YOR365C	3.937
YGR100W	3.953
YIL117C	3.953
YKL174C	3.953
YKL178C	3.953
YLR106C	3.953
YPL274W	3.953
YGR197C	3.968
YHR139C	3.968
YOR104W	3.968
YHR143W	3.984
YLL016W	3.984
YDR068W	4.000
YGR021W	4.000
YMR153W	4.000
YOR215C	4.000
YPL004C	4.000
YPR002W	4.000
YJL059W	4.016
YKL133C	4.016
YPL096W	4.016
YBR057C	4.032
YBR104W	4.032
YDR380W	4.032
YER118C	4.032
YLR071C	4.032
YNL281W	4.032
YBR144C	4.049
YCL022C	4.049
YEL067C	4.049
YER174C	4.049
YGR057C	4.049
YKL146W	4.049
YJR051W	4.065
YLR103C	4.065
YLR429W	4.065
YMR297W	4.065
YMR306C-A	4.065
YNL327W	4.065
YCL046W	4.082
YMR172C-A	4.082
YOR024W	4.082
YOR220W	4.082
YPR154W	4.082
YBR134W	4.115
YDR253C	4.115
YFR014C	4.115
YKL094W	4.115
YGL202W	4.132
YJL116C	4.132
YKL211C	4.132
YMR106C	4.132
YMR204C	4.132
YNL092W	4.132
YOR134W	4.132
YHR096C	4.149
YMR173W-A	4.149
YPL002C	4.149
YBR006W	4.167
YDR374C	4.167
YJL042W	4.167
YJR047C	4.167
YLR137W	4.167
YOR382W	4.167
YBR158W	4.184
YGR070W	4.184
YPL069C	4.184
YPL224C	4.184
YPR192W	4.184
YBR125C	4.202
YER188W	4.202
YGR206W	4.202
YHR153C	4.202
YJL214W	4.202
YLL021W	4.202
YMR096W	4.202
YOR010C	4.202
YOR264W	4.202
YOR351C	4.202
YPL140C	4.202
YPR054W	4.202
YLL012W	4.219
YLR211C	4.219
YNR048W	4.219
YOR364W	4.237
YJL077C	4.274
YML095C	4.274
YER024W	4.292
YNL155W	4.292
YOR112W	4.292
YGL140C	4.310
YOR015W	4.310
YGR087C	4.329
YHR135C	4.329
YML027W	4.329
YBR040W	4.348
YBR064W	4.348
YDR383C	4.348
YGL257C	4.348
YPR012W	4.348
YBR051W	4.367
YCR059C	4.367
YDR467C	4.367
YMR246W	4.367
YNR009W	4.367
YBR046C	4.386
YFR030W	4.386
YGR295C	4.386
YIL165C	4.386
YJL152W	4.386
YLR168C	4.386
YLR312C	4.386
YNL183C	4.386
YMR124W	4.405
YNL143C	4.405
YPL023C	4.405
YBR129C	4.425
YCL040W	4.425
YLR456W	4.425
YOR071C	4.425
YJL057C	4.444
YLR030W	4.444
YLR282C	4.444
YMR095C	4.444
YBL052C	4.464
YGR075C	4.464
YGR126W	4.464
YBR288C	4.484
YIL122W	4.484
YPL258C	4.484
YDL227C	4.505
YGL248W	4.505
YKL067W	4.505
YOR115C	4.505
YPL206C	4.505
YPR006C	4.505
YHR021W-A	4.525
YDR015C	4.545
YHR049W	4.545
YKR104W	4.545
YNR029C	4.545
YOR208W	4.545
YPR146C	4.545
YCL024W	4.566
YDR131C	4.566
YEL005C	4.566
YER109C	4.566
YLR006C	4.566
YLR142W	4.566
YER121W	4.587
YGR124W	4.587
YKL002W	4.587
YKL084W	4.587
YLR206W	4.587
YPR036W	4.587
YPR038W	4.587
YFR032C	4.608
YHR114W	4.608
YJR126C	4.608
YKR087C	4.608
YMR225C	4.608
YNL237W	4.608
YBR224W	4.630
YLR265C	4.630
YMR257C	4.630
YOL029C	4.630
YOR328W	4.630
YDL076C	4.651
YGL164C	4.651
YJR106W	4.651
YLR191W	4.651
YNL236W	4.651
YDR344C	4.673
YDR387C	4.673
YMR306W	4.673
YPL100W	4.673
YGR003W	4.695
YOR184W	4.695
YPR076W	4.695
YPR109W	4.695
YPR126C	4.695
YBR073W	4.717
YCR098C	4.717
YGR234W	4.717
YJL122W	4.717
YJL158C	4.717
YNL140C	4.717
YOL025W	4.717
YML068W	4.739
YOL060C	4.739
YBL081W	4.762
YKR103W	4.762
YLL052C	4.762
YOR225W	4.762
YPR023C	4.762
YDR200C	4.785
YOL092W	4.785
YOR342C	4.785
YDR486C	4.808
YKL031W	4.808
YDL122W	4.831
YDR002W	4.831
YKR028W	4.831
YKR066C	4.831
YLR049C	4.831
YOL031C	4.831
YML038C	4.854
YMR171C	4.854
YNL266W	4.854
YIL016W	4.878
YKL100C	4.878
YPL130W	4.878
YKL177W	4.902
YLR209C	4.902
YLR387C	4.902
YBR056W	4.926
YMR004W	4.926
YOR020C	4.926
YGR129W	4.950
YLR013W	4.950
YLR178C	4.950
YNL056W	4.950
YNR073C	4.950
YCR069W	4.975
YIL137C	4.975
YNL254C	4.975
YOR253W	5.000
YDR284C	5.025
YDR482C	5.025
YFR043C	5.025
YLR299W	5.025
YGR204W	5.051
YKL183W	5.051
YER150W	5.076
YOL065C	5.076
YKR045C	5.102
YLR297W	5.102
YNL168C	5.128
YJR133W	5.155
YMR101C	5.155
YNL246W	5.155
YOR307C	5.155
YPR003C	5.155
YDL039C	5.181
YER042W	5.181
YGL209W	5.181
YJL017W	5.181
YJR088C	5.181
YDR151C	5.208
YLL061W	5.208
YAL054C	5.236
YBR184W	5.236
YDR304C	5.236
YDR384C	5.236
YJL192C	5.236
YDR005C	5.263
YDR227W	5.263
YLR432W	5.263
YPL138C	5.263
YBL029W	5.291
YGR173W	5.291
YKR089C	5.319
YMR273C	5.319
YNL288W	5.319
YOL043C	5.319
YCL014W	5.348
YLL025W	5.348
YNR021W	5.348
YOR005C	5.348
YDR010C	5.376
YDR516C	5.376
YMR087W	5.376
YNL142W	5.376
YGR088W	5.405
YJL046W	5.405
YMR196W	5.405
YBL077W	5.435
YBR027C	5.435
YDR100W	5.435
YGL153W	5.435
YJL118W	5.435
YNR066C	5.435
YGR176W	5.464
YIR019C	5.464
YPL262W	5.464
YDR067C	5.495
YKR080W	5.495
YMR122C	5.495
YBR014C	5.525
YDR112W	5.525
YHR094C	5.525
YCR060W	5.556
YEL017C-A	5.556
YGR232W	5.556
YIL010W	5.556
YJL185C	5.556
YDR453C	5.587
YEL023C	5.587
YNL181W	5.587
YGL036W	5.618
YGR243W	5.618
YLR041W	5.618
YMR280C	5.618
YOR084W	5.618
YLL015W	5.650
YEL033W	5.682
YGL008C	5.682
YGL226W	5.682
YJL070C	5.682
YPL064C	5.682
YDL174C	5.714
YEL008W	5.714
YFL041W	5.714
YHR129C	5.714
YLR149C	5.714
YPR045C	5.714
YER047C	5.747
YHR078W	5.747
YPR017C	5.747
YJL052W	5.780
YPR172W	5.780
YIL014W	5.814
YKR014C	5.814
YMR238W	5.814
YLR082C	5.848
YDR239C	5.882
YKL130C	5.882
YLR118C	5.882
YOR083W	5.882
YDR338C	5.917
YIR039C	5.917
YJR061W	5.917
YKL093W	5.917
YPR053C	5.917
YNR032C-A	5.952
YCL025C	5.988
YDL194W	6.024
YIL015W	6.024
YIL045W	6.024
YBR149W	6.061
YCR076C	6.061
YFR015C	6.061
YIL087C	6.061
YKL198C	6.061
YBR071W	6.098
YOL052C-A	6.098
YOL137W	6.098
YDR008C	6.135
YDR488C	6.135
YGR168C	6.173
YPL041C	6.211
YGR199W	6.250
YCR081W	6.289
YEL010W	6.289
YJL037W	6.289
YMR157C	6.289
YKL210W	6.329
YML120C	6.329
YOR137C	6.329
YDL037C	6.369
YLR201C	6.369
YOL141W	6.369
YOR152C	6.369
YPL114W	6.369
YBR045C	6.410
YJL073W	6.410
YLR233C	6.410
YNL154C	6.410
YNL195C	6.410
YOR012W	6.410
YPL161C	6.410
YPL229W	6.410
YCR022C	6.452
YDR425W	6.452
YJR134C	6.452
YNL072W	6.452
YDR134C	6.494
YER181C	6.494
YIL114C	6.494
YJR094C	6.494
YPR004C	6.494
YDR263C	6.536
YER134C	6.536
YOR348C	6.536
YLR225C	6.579
YOR034C	6.579
YDR370C	6.623
YDR501W	6.623
YHR079C	6.623
YPL273W	6.623
YDR283C	6.667
YMR266W	6.667
YNL328C	6.667
YNR060W	6.667
YOR094W	6.667
YOR202W	6.667
YIR030C	6.711
YKL217W	6.711
YLR330W	6.711
YMR147W	6.711
YGL032C	6.757
YLR128W	6.757
YMR252C	6.757
YMR294W-A	6.757
YNL088W	6.757
YOR019W	6.757
YOR090C	6.757
YPR095C	6.757
YDL025C	6.803
YKL105C	6.803
YNL334C	6.803
YPL191C	6.803
YPR015C	6.803
YPR063C	6.803
YPR174C	6.803
YBR209W	6.849
YFL054C	6.849
YFR044C	6.849
YLR461W	6.849
YMR256C	6.849
YPL189W	6.849
YGR072W	6.897
YKL179C	6.897
YLR126C	6.897
YOL037C	6.897
YDR476C	6.944
YGL114W	6.944
YIL161W	6.944
YPL038W	6.944
YPL099C	6.944
YNL192W	6.993
YEL001C	7.042
YHR204W	7.092
YLL032C	7.143
YLR394W	7.143
YPL065W	7.143
YFR045W	7.246
YGR042W	7.246
YLR135W	7.246
YNL054W	7.246
YNL108C	7.246
YPR145W	7.246
YGL194C	7.299
YIR017C	7.299
YOR011W	7.299
YOR339C	7.299
YDR034C	7.353
YGL259W	7.353
YLR252W	7.353
YMR250W	7.353
YBR300C	7.407
YCL055W	7.407
YDR185C	7.407
YJL187C	7.407
YKL103C	7.407
YPL015C	7.407
YPL232W	7.407
YJR125C	7.463
YNL319W	7.463
YOR267C	7.463
YPL178W	7.463
YGR039W	7.519
YDR317W	7.576
YHR157W	7.576
YKR095W	7.576
YDR497C	7.634
YGR287C	7.634
YJL089W	7.634
YJL206C	7.634
YKL107W	7.634
YKR013W	7.634
YNL271C	7.634
YNL336W	7.634
YOR352W	7.634
YPL236C	7.634
YER135C	7.692
YOL044W	7.692
YDR272W	7.752
YOL017W	7.752
YDL179W	7.812
YFR016C	7.812
YGL039W	7.812
YLR163C	7.812
YDR504C	7.874
YER052C	7.874
YHR163W	7.874
YJL108C	7.874
YLR007W	7.874
YOL112W	7.874
YPL083C	7.874
YPR101W	7.874
YOR120W	7.937
YDL201W	8.000
YLR361C	8.000
YLR426W	8.000
YER034W	8.065
YOL024W	8.065
YDR070C	8.130
YMR206W	8.130
YMR221C	8.130
YNR064C	8.130
YPR196W	8.130
YGR241C	8.197
YHR164C	8.197
YKL063C	8.197
YLR268W	8.197
YGR011W	8.264
YNL179C	8.264
YPR090W	8.264
YBR186W	8.333
YFL048C	8.333
YLR444C	8.333
YBR114W	8.403
YCL002C	8.403
YDR107C	8.403
YJL128C	8.403
YJR021C	8.403
YMR138W	8.403
YMR305C	8.403
YPR078C	8.403
YDL130W-A	8.475
YDR275W	8.475
YEL063C	8.475
YKL068W	8.547
YMR176W	8.547
YNL146W	8.547
YCL054W	8.621
YGR153W	8.621
YOL085C	8.621
YPL253C	8.621
YPR021C	8.621
YFR024C	8.696
YGR001C	8.696
YIL131C	8.696
YOL136C	8.696
YGR131W	8.772
YGR288W	8.772
YHR016C	8.772
YIR032C	8.772
YLL042C	8.772
YDR273W	8.850
YLR427W	8.850
YPL110C	8.850
YPL167C	8.850
YCL038C	8.929
YER186C	8.929
YFR041C	8.929
YOR233W	8.929
YOR316C	8.929
YGL121C	9.009
YJR099W	9.009
YOL057W	9.009
YER054C	9.091
YGR155W	9.091
YFR053C	9.174
YHR079C-A	9.174
YKR049C	9.174
YOL094C	9.174
YOR245C	9.174
YHR081W	9.259
YIL135C	9.259
YKL137W	9.259
YMR244W	9.259
YNL204C	9.259
YOR318C	9.259
YGR008C	9.346
YJL157C	9.346
YLR437C	9.346
YMR158C-B	9.346
YNL175C	9.346
YOL045W	9.346
YPR122W	9.346
YBR115C	9.434
YDL218W	9.434
YJR142W	9.434
YPL116W	9.434
YGR142W	9.524
YGR194C	9.524
YPR059C	9.524
YAR002C-A	9.615
YEL066W	9.615
YPL267W	9.615
YBL032W	9.709
YDL199C	9.709
YGL042C	9.709
YGR239C	9.709
YGR254W	9.709
YIL141W	9.709
YJL044C	9.709
YJL210W	9.709
YOL082W	9.709
YOR128C	9.709
YDR108W	9.804
YNL335W	9.804
YDL176W	9.901
YGL125W	9.901
YIL164C	9.901
YBR067C	10.000
YCR015C	10.000
YDR330W	10.000
YGR016W	10.000
YGR279C	10.020
YHR033W	10.050
YBL101C	10.081
YDR403W	10.091
YPL216W	10.101
YNL031C	10.111
YLR089C	10.309
YBR008C	10.341
YEL025C	10.352
YOR092W	10.363
YGR139W	10.384
YNL264C	10.395
YJR091C	10.471
YFR009W	10.526
YHR061C	10.537
YGR170W	10.571
YDR506C	10.627
YJL141C	10.672
YHR189W	10.718
YEL012W	10.730
YDL169C	10.741
YIL149C	10.753
YKL136W	10.776
YPL257W	10.776
YLR014C	10.799
YDL233W	10.811
YDR179W-A	10.811
YDR286C	10.929
YGL138C	10.965
YPR111W	10.989
YKR009C	11.001
YKR058W	11.001
YBR113W	11.038
YPR013C	11.062
YPR119W	11.136
YBL053W	11.173
YDR265W	11.173
YDR191W	11.455
YDR165W	11.468
YIL113W	11.468
YPL166W	11.507
YHR210C	11.587
YFR023W	11.641
YHR109W	11.655
YBR259W	11.682
YDR410C	11.710
YHR209W	11.737
YKL047W	11.737
YIL089W	11.962
YDR520C	11.990
YGR136W	11.990
YHR073W	12.005
YFL019C	12.019
YNL301C	12.034
YLR053C	12.063
YLR092W	12.077
YGR089W	12.195
YOL117W	12.225
YNR069C	12.255
YOR322C	12.285
YER140W	12.330
YDR001C	12.361
YMR265C	12.361
YLL058W	12.453
YNL091W	12.626
YOR381W	12.658
YPR169W	12.690
YJL216C	12.706
YKL213C	12.723
YLR294C	12.723
YOL132W	12.739
YDR125C	12.771
YGR077C	12.788
YER128W	12.837
YLR077W	12.870
YKL070W	13.004
YHR137W	13.089
YER185W	13.158
YNL115C	13.158
YPL246C	13.158
YGL126W	13.193
YIL155C	13.228
YDR051C	13.245
YGR084C	13.263
YOR263C	13.298
YHR132C	13.387
YHR138C	13.387
YMR170C	13.405
YMR300C	13.423
YLR345W	13.514
YOR180C	13.605
YMR159C	13.643
YDL216C	13.699
YDR328C	13.717
YBL057C	13.793
YDR483W	13.793
YJR001W	13.793
YGL241W	13.870
YCR089W	13.966
YKL005C	14.045
YBL015W	14.065
YGR284C	14.144
YKL008C	14.205
YNR027W	14.286
YGL087C	14.306
YCR092C	14.368
YDR111C	14.368
YOL049W	14.430
YEL042W	14.493
YNL262W	14.599
YPR060C	14.684
YDR408C	14.728
YDR419W	14.728
YPR039W	14.728
YMR174C	14.815
YMR063W	14.925
YNL158W	14.925
YJR056C	15.060
YCL049C	15.083
YOR013W	15.106
YOR271C	15.221
YDR248C	15.267
YPL156C	15.314
YOR337W	15.361
YER039C-A	15.385
YGL250W	15.456
YNL036W	15.456
YFR056C	15.552
YEL047C	15.723
YLR281C	15.748
YNL214W	15.898
YMR192W	16.155
YNL258C	16.155
YOL046C	16.155
YML104C	16.234
YFL040W	16.367
YCL069W	16.393
YLR262C-A	16.529
YDR318W	16.584
YKL029C	16.694
YDR358W	16.863
YNR050C	16.920
YMR120C	16.978
YLR102C	17.007
YDL074C	17.094
YNL332W	17.153
YKL167C	17.182
YPL185W	17.212
YNR049C	17.331
YKL208W	17.483
YJL191W	17.606
YER187W	17.668
YMR068W	17.794
YNR061C	17.794
YGL001C	17.857
YGL261C	17.857
YNL193W	18.018
YJR147W	18.248
YNL318C	18.416
YPL172C	18.416
YFL034C-A	18.450
YIR020C	18.553
YKR097W	18.797
YMR129W	18.797
YOR284W	19.011
YEL039C	19.194
YBR183W	19.342
YMR259C	19.380
YNL249C	19.531
YBR230C	19.646
YKR102W	19.685
YBR063C	19.724
YDL230W	19.724
YPR042C	19.920
YPR149W	19.920
YDR036C	19.960
YGR205W	19.960
YDR130C	20.040
YCR032W	20.202
YDR063W	20.367
YLR280C	20.747
YLR205C	20.921
YBR128C	21.277
YLR296W	21.645
YJL161W	21.882
YPL248C	22.026
YMR251W	22.173
YPL134C	22.173
YCR014C	22.371
YNR057C	22.676
YNL295W	22.989
YOL093W	23.095
YDL038C	23.364
YDL133W	23.419
YGL176C	23.529
YDR234W	23.981
YDR314C	24.390
YLR263W	24.938
YDR139C	25.000
YPL068C	25.253
YER184C	25.575
YML119W	25.840
YMR316C-A	26.110
YPL056C	26.385
YPR089W	26.385
YBL069W	26.667
YLR258W	26.882
YFR024C-A	27.027
YKL071W	27.397
YKR077W	27.548
YCR079W	27.701
YER114C	28.090
YMR292W	28.653
YHL002W	28.902
YBL003C	28.986
YOR363C	28.986
YBR007C	29.586
YKL039W	29.586
YER096W	30.120
YGL053W	30.581
YMR135C	30.581
YOR177C	30.581
YOR064C	30.675
YNL273W	33.223
YOR321W	33.333
YMR278W	33.557
YJL101C	34.130
YOL088C	35.336
YPL032C	35.336
YMR180C	36.765
YGL082W	37.594
YEL020C	38.462
YGR244C	38.610
YNL041C	38.911
YHR018C	39.062
YNL105W	40.161
YPL197C	40.161
YMR315W	40.650
YJL043W	40.816
YNL242W	41.152
YBL017C	41.667
YOR040W	41.841
YBR054W	42.553
YKL199C	42.553
YPR193C	42.918
YER152C	44.053
YDR423C	44.444
YLR179C	44.643
YKL077W	45.249
YCR011C	45.455
YDR267C	46.729
YJL139C	47.393
YIL085C	48.309
YKR005C	48.780
YOR354C	48.780
YMR237W	49.020
YBR157C	50.505
YBR010W	51.282
YCR106W	51.282
YOR192C	51.282
YOR178C	52.910
YBL068W	53.763
YMR251W-A	53.763
YLR035C	54.054
YGL260W	58.824
YBR053C	59.172
YPL168W	59.172
YDL094C	59.880
YDL019C	60.606
YKL090W	62.500
YGR061C	63.291
YLR380W	64.103
YBL063W	66.667
YOR188W	67.114
YER046W	68.027
YMR081C	70.922
YNL157W	70.922
YBR082C	72.464
YFL010W-A	77.519
YJL131C	77.519
YMR318C	78.125
YJL165C	78.740
YKL164C	80.645
YKR091W	80.645
YLR164W	83.333
YJR053W	85.470
YER142C	90.909
YER010C	95.238
YGL166W	98.039
YOL012C	104.167
YLR200W	108.460
YJL109C	110.619
YGR096W	112.108
YPL119C	115.340
YBR267W	116.414
YOR070C	117.371
YBR210W	119.190
YOR170W	119.332
YJL170C	124.224
YDR162C	130.378
YOR129C	135.870
YKL072W	140.449
YBR047W	143.472
YMR067C	146.199
YJL155C	159.744
YDL128W	165.563
YNL316C	169.492
YDR287W	207.039
YIL071C	216.450
YFR047C	228.833
YLL005C	236.407
YDR220C	244.499
YJL060W	250.627
YGR134W	254.453
YOR118W	272.480
YGR196C	287.356
YDR202C	289.017
YDL243C	293.255
YPL259C	349.650
YGR066C	636.943
YPL105C	636.943
YNL270C	729.927
YER158C	763.359
YGL057C	1016.260
YIL145C	1186.240
YAL024C	1245.330
YER007W	2032.520
YNL234W	4524.887
YBR180W	-1353.180
YKL046C	-1226.994
YBL103C	-862.069
YPL171C	-709.220
YDL222C	-704.225
YKL184W	-680.272
YLR433C	-675.676
YPL058C	-625.000
YMR086C-A	-520.833
YJL045W	-502.513
YNR011C	-440.529
YML072C	-354.610
YOR089C	-344.828
YOL163W	-296.736
YKL124W	-261.780
YIL102C	-256.410
YBL074C	-238.663
YKR012C	-235.849
YML110C	-227.273
YNL042W	-215.517
YDL242W	-190.840
YMR233W	-187.617
YDR399W	-182.149
YMR053C	-162.602
YER035W	-154.799
YDR522C	-146.628
YDR451C	-139.276
YOL015W	-124.378
YOL019W	-116.550
YDR493W	-107.875
YBR072W	-104.822
YNL211C	-103.950
YHR095W	-103.520
YNR001C	-102.564
YEL004W	-91.743
YLR108C	-89.286
YLR356W	-86.957
YDR105C	-86.207
YDR357C	-84.034
YEL049W	-84.034
YIL136W	-82.645
YOR144C	-82.645
YLR390W-A	-81.967
YHR150W	-79.365
YJR069C	-78.740
YGL101W	-77.519
YPL115C	-77.519
YPR127W	-76.336
YLL024C	-75.758
YER060W-A	-71.429
YBR201W	-70.922
YKL097C	-70.922
YDR116C	-70.423
YDR094W	-69.930
YLR070C	-69.930
YJL150W	-68.966
YLR210W	-68.493
YDR007W	-66.667
YKL132C	-64.935
YNR033W	-63.291
YJL079C	-61.728
YIL059C	-61.350
YPL163C	-58.824
YCR005C	-57.471
YPR064W	-56.180
YMR119W-A	-54.054
YBR169C	-52.632
YHR067W	-51.813
YDL026W	-51.546
YPL070W	-50.505
YIL027C	-49.505
YCR020C	-47.619
YHR126C	-45.045
YBR270C	-43.860
YKL017C	-43.103
YLR254C	-40.984
YPL014W	-40.650
YOR367W	-40.323
YPR125W	-39.370
YJL068C	-38.610
YDL238C	-38.168
YLR112W	-37.879
YPL074W	-36.900
YNR004W	-36.496
YNL191W	-36.364
YMR253C	-35.461
YKL114C	-34.965
YLR353W	-34.843
YOR025W	-34.364
YJR054W	-34.130
YGR174C	-33.445
YLR165C	-33.333
YNL117W	-32.362
YNR028W	-32.362
YLR032W	-32.154
YNL259C	-32.154
YNL032W	-31.646
YJL007C	-31.250
YIL002C	-30.960
YOR055W	-30.864
YDR229W	-30.675
YML047C	-30.675
YPL026C	-30.675
YOR156C	-30.303
YDR533C	-30.120
YLR059C	-30.120
YOR313C	-30.120
YKL129C	-30.030
YNL034W	-29.070
YER057C	-28.986
YOR275C	-28.818
YOR050C	-28.249
YIL100W	-27.701
YLR202C	-27.248
YNR055C	-27.174
YER090W	-26.882
YDR515W	-26.738
YPR008W	-26.596
YDR354W	-26.525
YKL106W	-26.178
YPL202C	-26.110
YGR143W	-25.974
YGL158W	-25.907
YDR026C	-25.773
YOR173W	-25.510
YDR540C	-25.445
YPR155C	-24.814
YBR022W	-24.752
YMR245W	-24.631
YHR179W	-24.155
YOR121C	-24.096
YDR215C	-23.641
YPL230W	-23.585
YPL092W	-23.419
YOR247W	-23.256
YMR207C	-22.727
YOL064C	-22.573
YDR207C	-22.472
YER083C	-22.321
YER113C	-22.272
YER071C	-21.882
YGL154C	-21.786
YDL110C	-21.692
YDR221W	-21.645
YGL005C	-21.645
YMR209C	-21.505
YDR375C	-21.459
YLR120C	-21.186
YLR364W	-21.186
YOR343C	-20.833
YPR143W	-20.661
YBR292C	-20.619
YDR270W	-20.576
YOL122C	-20.408
YIL088C	-20.284
YMR160W	-20.121
YKR031C	-19.763
YPR073C	-19.417
YJR150C	-19.342
YDL234C	-18.975
YNL159C	-18.797
YIL133C	-18.762
YJR052W	-18.587
YJR100C	-18.315
YER066C-A	-18.248
YGR258C	-18.149
YDR206W	-17.953
YJR153W	-17.889
YMR137C	-17.889
YNL196C	-17.857
YBL102W	-17.794
YDR509W	-17.794
YLR283W	-17.606
YDR262W	-17.483
YGR291C	-17.483
YPR171W	-17.182
YBR162W-A	-17.007
YIR018W	-17.007
YHR087W	-16.863
YJR062C	-16.835
YMR075W	-16.750
YNL303W	-16.722
YDL018C	-16.667
YJR075W	-16.611
YPL177C	-16.584
YHR134W	-16.502
YJL058C	-16.474
YJL172W	-16.420
YMR105C	-16.287
YHR077C	-16.155
YOR138C	-16.129
YDR119W	-16.103
YOR114W	-16.026
YOR347C	-15.848
YNL187W	-15.748
YCR048W	-15.625
YMR316C-B	-15.601
YPL154C	-15.552
YDR061W	-15.456
YER170W	-15.385
YBR062C	-15.337
YJR035W	-15.291
YMR264W	-15.291
YJR009C	-15.244
YCR105W	-15.175
YGR224W	-15.060
YML067C	-15.060
YJR015W	-15.015
YGR177C	-14.881
YJR044C	-14.837
YOR216C	-14.837
YOR334W	-14.663
YBR096W	-14.514
YOR234C	-14.493
YKL086W	-14.430
YOR031W	-14.347
YDR492W	-14.245
YDR256C	-13.870
YOR101W	-13.680
YDR511W	-13.643
YDR519W	-13.624
YPR043W	-13.587
YDR261C	-13.569
YMR254C	-13.569
YBR263W	-13.550
YGR236C	-13.532
YNL285W	-13.441
YPR026W	-13.441
YOR285W	-13.405
YMR102C	-13.369
YPL222W	-13.369
YEL048C	-13.351
YNL289W	-13.316
YBR066C	-13.298
YLR386W	-13.141
YIL024C	-12.903
YOR191W	-12.853
YEL068C	-12.821
YGR201C	-12.771
YDR132C	-12.674
YHR008C	-12.642
YDR409W	-12.610
YHR097C	-12.579
YNL286W	-12.579
YDR277C	-12.453
YKL151C	-12.346
YBR276C	-12.330
YMR243C	-12.315
YLL056C	-12.225
YOL062C	-12.180
YER051W	-12.151
YGL255W	-12.136
YNL089C	-12.136
YDR251W	-12.063
YPR005C	-12.034
YML117W	-11.990
YBR245C	-11.641
YDR514C	-11.587
YCR028C	-11.547
YER055C	-11.390
YOR002W	-11.390
YDL010W	-11.377
YHL024W	-11.351
YJL117W	-11.338
YFR033C	-11.312
YHL005C	-11.236
YOR289W	-11.223
YLR428C	-11.211
YPL037C	-10.977
YDR072C	-10.870
YDR534C	-10.858
YBR248C	-10.823
YOR320C	-10.787
YOL106W	-10.753
YGL199C	-10.730
YKR100C	-10.707
YLR027C	-10.627
