ORF	hap a | growth (relative abundance in pooled culture) | ethidium bromide [25 ug/ml] | Dunn CD~Jensen RE, 2006
YLR116W	-10.549
YDL112W	-10.493
YER056C	-10.493
YMR310C	-10.341
YDR340W	-10.331
YLR284C	-10.277
YMR158W-A	-10.163
YMR244C-A	-10.121
YJL147C	-10.081
YLR169W	-10.000
YLR381W	-10.000
YLR081W	-9.901
YPR134W	-9.901
YBR293W	-9.804
YDR109C	-9.804
YDR249C	-9.804
YER145C	-9.804
YLR292C	-9.804
YPR065W	-9.804
YBR232C	-9.709
YER166W	-9.709
YDL046W	-9.615
YDR276C	-9.615
YGL037C	-9.615
YGL256W	-9.615
YKL218C	-9.615
YLR278C	-9.615
YMR320W	-9.434
YNL044W	-9.434
YPL057C	-9.434
YBL010C	-9.346
YGR268C	-9.346
YER069W	-9.259
YMR161W	-9.259
YOL075C	-9.259
YBR145W	-9.174
YKL030W	-9.174
YPL051W	-9.174
YDR233C	-9.091
YGR020C	-9.091
YJL013C	-9.091
YJR038C	-9.091
YNL212W	-9.091
YEL041W	-8.929
YGR080W	-8.929
YNL208W	-8.929
YOR079C	-8.929
YBL056W	-8.850
YBL098W	-8.850
YER081W	-8.850
YBL016W	-8.772
YBR188C	-8.621
YCL035C	-8.621
YPL054W	-8.621
YOR189W	-8.547
YBR095C	-8.475
YJL049W	-8.475
YCR006C	-8.403
YDR517W	-8.403
YBR035C	-8.333
YCL042W	-8.333
YER098W	-8.333
YCL057W	-8.264
YER045C	-8.264
YMR303C	-8.197
YPL192C	-8.197
YBL001C	-8.130
YGR157W	-8.130
YGR281W	-8.130
YOR167C	-8.130
YGL131C	-8.065
YOR356W	-8.065
YDR440W	-8.000
YDR508C	-8.000
YOR346W	-8.000
YGL089C	-7.937
YLR062C	-7.937
YOL138C	-7.937
YDR073W	-7.874
YIR034C	-7.874
YKR084C	-7.812
YNL057W	-7.812
YDR179C	-7.752
YER167W	-7.752
YOR059C	-7.752
YPL225W	-7.752
YDL073W	-7.692
YNL104C	-7.634
YNR062C	-7.576
YOR166C	-7.576
YNL323W	-7.519
YER176W	-7.407
YML102W	-7.407
YNL070W	-7.407
YER062C	-7.353
YOR185C	-7.353
YBR037C	-7.299
YPR160W	-7.299
YIR042C	-7.246
YKL019W	-7.246
YLR213C	-7.246
YMR144W	-7.246
YKL073W	-7.194
YIL090W	-7.143
YIL094C	-7.042
YMR283C	-7.042
YPL112C	-7.042
YDR169C	-6.993
YFR038W	-6.944
YKL050C	-6.944
YLL009C	-6.944
YLR090W	-6.944
YLR363C	-6.944
YGR125W	-6.897
YMR285C	-6.897
YBR116C	-6.849
YDL114W	-6.849
YPL165C	-6.849
YGR067C	-6.803
YPL027W	-6.803
YBR108W	-6.757
YNL085W	-6.757
YNL338W	-6.757
YMR099C	-6.711
YIL070C	-6.667
YJL215C	-6.623
YLR109W	-6.623
YOR131C	-6.623
YOR161C	-6.623
YOL007C	-6.579
YDL086W	-6.536
YPL150W	-6.536
YBR215W	-6.494
YIL017C	-6.494
YER053C	-6.452
YJL204C	-6.452
YDL215C	-6.410
YDR252W	-6.410
YNL079C	-6.410
YDR046C	-6.369
YJL132W	-6.369
YDR260C	-6.329
YDR278C	-6.329
YKR088C	-6.329
YPR037C	-6.329
YHR017W	-6.289
YJR111C	-6.289
YOR017W	-6.289
YDL027C	-6.250
YDR066C	-6.173
YLR453C	-6.173
YOL107W	-6.173
YOR288C	-6.173
YGL203C	-6.135
YPL174C	-6.135
YLR098C	-6.098
YOL160W	-6.061
YJL020C	-6.024
YJR095W	-6.024
YDL180W	-5.988
YDL161W	-5.952
YPR138C	-5.952
YIR043C	-5.917
YNL030W	-5.917
YBL091C	-5.882
YFR057W	-5.814
YHR045W	-5.814
YKL043W	-5.814
YLR042C	-5.814
YMR186W	-5.814
YPL176C	-5.814
YDR095C	-5.780
YGR221C	-5.780
YLR434C	-5.780
YKR075C	-5.714
YMR255W	-5.714
YDL085W	-5.682
YPL075W	-5.682
YJL024C	-5.650
YJL159W	-5.650
YLL055W	-5.650
YDR017C	-5.618
YHR161C	-5.618
YOR027W	-5.556
YJR004C	-5.525
YLL013C	-5.495
YJL099W	-5.464
YOR065W	-5.435
YPR058W	-5.435
YBR162C	-5.405
YKL010C	-5.405
YOR082C	-5.376
YFR046C	-5.348
YGR137W	-5.348
YLR436C	-5.348
YNL058C	-5.348
YGR289C	-5.319
YGR181W	-5.291
YIL103W	-5.291
YGR169C	-5.236
YJL121C	-5.236
YLR232W	-5.208
YLR443W	-5.208
YDR254W	-5.181
YDR524C	-5.181
YHR184W	-5.181
YLR231C	-5.181
YOR041C	-5.181
YBR028C	-5.155
YDR379W	-5.128
YHR080C	-5.128
YLR425W	-5.128
YOL080C	-5.128
YPR158W	-5.102
YBR103W	-5.076
YCR075C	-5.076
YNL122C	-5.076
YBR001C	-5.051
YDL155W	-5.051
YGL019W	-5.051
YIR033W	-5.051
YBR036C	-5.025
YLR016C	-5.000
YOR032C	-4.950
YOR062C	-4.926
YBR052C	-4.902
YPR027C	-4.878
YLR123C	-4.854
YLR358C	-4.854
YJR137C	-4.831
YJL154C	-4.808
YOR008C-A	-4.808
YOR124C	-4.808
YBR278W	-4.785
YKR076W	-4.785
YMR226C	-4.785
YER048C	-4.717
YOR053W	-4.717
YGL013C	-4.695
YBR042C	-4.673
YCR073C	-4.673
YGL160W	-4.673
YDR435C	-4.651
YJL169W	-4.651
YLL029W	-4.651
YKL020C	-4.630
YOL068C	-4.630
YLR057W	-4.608
YOR266W	-4.608
YML076C	-4.587
YOL054W	-4.587
YPL077C	-4.587
YNR019W	-4.566
YCR023C	-4.545
YJL112W	-4.545
YLR389C	-4.545
YAL064C-A	-4.525
YEL056W	-4.525
YJL183W	-4.464
YDR077W	-4.444
YDL069C	-4.425
YNL156C	-4.425
YOR039W	-4.405
YPR074C	-4.405
YCR033W	-4.386
YKR019C	-4.367
YOR248W	-4.367
YCR008W	-4.348
YMR291W	-4.348
YNL330C	-4.348
YMR092C	-4.310
YJL151C	-4.292
YOR243C	-4.292
YCR051W	-4.274
YDL204W	-4.255
YER162C	-4.255
YLR099C	-4.219
YGR154C	-4.202
YMR123W	-4.202
YMR295C	-4.202
YMR181C	-4.167
YOR172W	-4.167
YGL180W	-4.149
YIL020C	-4.149
YER139C	-4.132
YGR276C	-4.132
YOR357C	-4.132
YOR193W	-4.115
YMR274C	-4.082
YDR048C	-4.049
YER005W	-4.016
YMR276W	-4.016
YDR512C	-3.984
YHR176W	-3.953
YKR035W-A	-3.953
YLR095C	-3.937
YDR421W	-3.922
YKL115C	-3.891
YPL195W	-3.891
YBR233W	-3.876
YCR088W	-3.876
YJR034W	-3.817
YKR004C	-3.817
YKL149C	-3.802
YOR038C	-3.802
YJL030W	-3.774
YBR025C	-3.759
YMR232W	-3.759
YBR043C	-3.745
YMR155W	-3.745
YJL038C	-3.731
YOR135C	-3.731
YBR229C	-3.717
YPL071C	-3.717
YNL167C	-3.663
YDL129W	-3.650
YGR209C	-3.623
YPR031W	-3.623
YER030W	-3.584
YGR235C	-3.584
YIR024C	-3.584
YMR326C	-3.546
YGR055W	-3.521
YNL051W	-3.521
YJL071W	-3.509
YDR371W	-3.460
YMR058W	-3.460
YNL130C	-3.460
YBL008W	-3.448
YBR165W	-3.448
YER039C	-3.448
YPL066W	-3.436
YDR348C	-3.413
YDR426C	-3.390
YIL095W	-3.390
YPL125W	-3.390
YLR139C	-3.367
YML111W	-3.367
YDR011W	-3.344
YER156C	-3.344
YLR176C	-3.344
YNL049C	-3.344
YOR291W	-3.322
YDR152W	-3.311
YJR102C	-3.311
YNR063W	-3.289
YHR200W	-3.279
YER065C	-3.257
YHR011W	-3.236
YKR056W	-3.215
YDR279W	-3.205
YFL021W	-3.195
YGL235W	-3.195
YOL071W	-3.185
YPL263C	-3.185
YJL138C	-3.155
YGR106C	-3.145
YLR271W	-3.125
YPL021W	-3.125
YOR142W	-3.115
YBR294W	-3.077
YGL060W	-3.077
YLR335W	-3.077
YDR332W	-3.058
YBR084W	-3.030
YFR031C-A	-3.030
YGR283C	-3.030
YNL076W	-3.030
YKR029C	-2.976
YLR236C	-2.976
YER019W	-2.967
YPL145C	-2.967
YFL049W	-2.941
YIL112W	-2.941
YJR152W	-2.933
YOL001W	-2.899
YER161C	-2.890
YGL062W	-2.890
YHR158C	-2.874
YOL042W	-2.874
YDR321W	-2.865
YFR007W	-2.857
YCR016W	-2.849
YLR375W	-2.849
YDR322W	-2.833
YKL113C	-2.833
YNL233W	-2.825
YFR036W	-2.817
YKL162C	-2.817
YDR462W	-2.809
YFL053W	-2.809
YJR010W	-2.801
YOL008W	-2.801
YHR076W	-2.786
YLL023C	-2.786
YBL022C	-2.778
YDR294C	-2.778
YGL076C	-2.770
YKL127W	-2.755
YOR258W	-2.755
YKL037W	-2.732
YPL132W	-2.732
YKL061W	-2.725
YDR525W-A	-2.717
YLR253W	-2.717
YBR023C	-2.695
YLR312W-A	-2.681
YKR090W	-2.667
YDR491C	-2.660
YGR256W	-2.653
YBR271W	-2.632
YOR108W	-2.625
YJR097W	-2.611
YOR100C	-2.611
YDR065W	-2.604
YGR022C	-2.604
YNL145W	-2.604
YOR130C	-2.604
YDL213C	-2.597
YLR455W	-2.597
YHR003C	-2.577
YLR177W	-2.571
YOL108C	-2.571
YPL183C	-2.571
YKL157W	-2.564
YLR287C	-2.558
YNL052W	-2.558
YOL036W	-2.545
YDR035W	-2.538
YDL237W	-2.525
YGL054C	-2.525
YGL258W	-2.525
YLL040C	-2.525
YPR097W	-2.525
YDR266C	-2.519
YNR041C	-2.519
YLR065C	-2.513
YOR296W	-2.506
YGL222C	-2.500
YOR140W	-2.494
YLR273C	-2.488
YOR056C	-2.488
YOR311C	-2.488
YPL269W	-2.488
YNR056C	-2.481
YPR020W	-2.481
YLR360W	-2.445
YMR214W	-2.445
YML081C-A	-2.439
YDL170W	-2.433
YLR285W	-2.427
YDR198C	-2.421
YGL231C	-2.421
YIR003W	-2.415
YPL147W	-2.410
YDR285W	-2.398
YLR172C	-2.387
YCL001W	-2.381
YOL055C	-2.375
YLL038C	-2.364
YBL051C	-2.347
YOR198C	-2.347
YER033C	-2.326
YKL062W	-2.309
YLR248W	-2.309
YDR326C	-2.304
YMR071C	-2.299
YPL048W	-2.299
YMR182C	-2.288
YGL263W	-2.283
YML071C	-2.283
YDL088C	-2.252
YKL156W	-2.252
YLR398C	-2.252
YDL134C	-2.227
YKL038W	-2.222
YPL022W	-2.217
YDR345C	-2.208
YGR182C	-2.188
YDR197W	-2.183
YEL043W	-2.179
YNL037C	-2.174
YLR024C	-2.160
YPR132W	-2.151
YDR388W	-2.141
YKL160W	-2.137
YER016W	-2.123
YBR170C	-2.119
YMR234W	-2.114
YOR359W	-2.114
YLR221C	-2.110
YPR070W	-2.110
YCL045C	-2.101
YJL062W	-2.101
YNR015W	-2.101
YHR012W	-2.096
YER137C	-2.092
YMR109W	-2.083
YHL038C	-2.075
YJR082C	-2.070
YDR192C	-2.066
YER072W	-2.058
YDL107W	-2.045
YJR058C	-2.041
YMR275C	-2.020
YBR185C	-2.016
YGL232W	-2.016
YMR304W	-2.012
YDR099W	-2.008
YMR148W	-2.008
YBR272C	-2.004
YJR005W	-2.004
YBR126C	-2.000
YDL068W	-1.965
YDR457W	-1.965
YNL050C	-1.965
YOR052C	-1.942
YER059W	-1.938
YGR112W	-1.938
YOL162W	-1.934
YEL014C	-1.931
YPL120W	-1.931
YJR140C	-1.916
YMR145C	-1.912
YJL129C	-1.908
YJL028W	-1.901
YPL214C	-1.901
YNL077W	-1.890
YLR325C	-1.887
YKL120W	-1.883
YLR067C	-1.883
YDL157C	-1.873
YDR463W	-1.873
YBL067C	-1.869
YGR222W	-1.869
YDR269C	-1.866
YLR267W	-1.866
YEL052W	-1.859
YOL079W	-1.859
YPL123C	-1.859
YDR203W	-1.855
YLR352W	-1.855
YDR049W	-1.852
YER075C	-1.848
YKR059W	-1.848
YLR406C	-1.848
YJL004C	-1.842
YPR167C	-1.835
YLR344W	-1.832
YMR077C	-1.825
YBR171W	-1.821
YKL085W	-1.818
YDR372C	-1.815
YLR207W	-1.812
YIL031W	-1.802
YDR096W	-1.799
YDR193W	-1.799
YNL241C	-1.795
YDR310C	-1.783
YER001W	-1.776
YGR123C	-1.776
YOR242C	-1.773
YLR270W	-1.767
YJL134W	-1.757
YNR032W	-1.757
YKL087C	-1.754
YER061C	-1.739
YPL079W	-1.733
YDR020C	-1.712
YER120W	-1.712
YLR199C	-1.706
YDR230W	-1.698
YJL177W	-1.686
YOR182C	-1.664
YDR335W	-1.661
YPL159C	-1.658
YPL212C	-1.656
YDL056W	-1.650
YGR282C	-1.642
YGR054W	-1.634
YEL007W	-1.621
YOL070C	-1.621
YDR117C	-1.618
YJL148W	-1.618
YLR451W	-1.618
YLR038C	-1.616
YDR414C	-1.603
YNL120C	-1.603
YNR012W	-1.603
YPL152W	-1.600
YLR143W	-1.597
YGL217C	-1.587
YMR307W	-1.587
YNL326C	-1.587
YCL061C	-1.580
YLR246W	-1.580
YMR075C-A	-1.572
YDR175C	-1.570
YDR459C	-1.562
YDR455C	-1.558
YKR007W	-1.558
YOL018C	-1.558
YMR139W	-1.555
YCR002C	-1.550
YOL030W	-1.543
YJL149W	-1.531
YJR066W	-1.529
YKL176C	-1.522
YKL074C	-1.495
YOR109W	-1.481
YBR226C	-1.479
YJR148W	-1.479
YML129C	-1.477
YLR138W	-1.473
YGL162W	-1.471
YPL025C	-1.471
YLR015W	-1.456
YMR219W	-1.449
YBL079W	-1.445
YDR209C	-1.437
YEL057C	-1.433
YDL002C	-1.431
YDR136C	-1.431
YEL015W	-1.431
YML086C	-1.429
YGR062C	-1.427
YER141W	-1.425
YDL182W	-1.418
YOR076C	-1.418
YCL037C	-1.412
YER040W	-1.410
YMR136W	-1.408
YNR030W	-1.403
YDR469W	-1.401
YKL048C	-1.399
YML108W	-1.391
YNL162W	-1.387
YDR173C	-1.383
YGL027C	-1.381
YJL012C	-1.374
YPR179C	-1.370
YML124C	-1.355
YMR167W	-1.355
YGL066W	-1.344
YGL252C	-1.339
YKL053W	-1.328
YER119C-A	-1.318
YIL034C	-1.316
YOR349W	-1.300
YML123C	-1.297
YBR195C	-1.290
YOR350C	-1.289
YDL117W	-1.287
YJL135W	-1.287
YGL133W	-1.285
YBR225W	-1.282
YJR060W	-1.277
YDR378C	-1.274
YJR033C	-1.271
YOR308C	-1.271
YPL213W	-1.267
YDR271C	-1.263
YOL124C	-1.256
YMR312W	-1.255
YOL096C	-1.255
YBR164C	-1.247
YOL041C	-1.247
YJL065C	-1.245
YLR238W	-1.244
YJL036W	-1.238
YLR119W	-1.238
YHR111W	-1.221
YEL059W	-1.212
YDL138W	-1.206
YDR441C	-1.200
YGR081C	-1.200
YDL067C	-1.196
YJR050W	-1.193
YDR245W	-1.192
YER074W	-1.189
YOL067C	-1.186
YOR274W	-1.183
YGL016W	-1.182
YGR183C	-1.176
YJL053W	-1.174
YGL043W	-1.167
YJL029C	-1.163
YKL206C	-1.161
YIL008W	-1.159
YPR184W	-1.159
YNL206C	-1.151
YPR123C	-1.144
YOR304W	-1.143
YHR116W	-1.142
YER002W	-1.138
YHR162W	-1.127
YDR295C	-1.125
YGL168W	-1.119
YOR187W	-1.116
YGR187C	-1.115
YNR005C	-1.107
YJL098W	-1.083
YML122C	-1.082
YKL212W	-1.080
YKR072C	-1.076
YDR389W	-1.072
YFR019W	-1.066
YDR490C	-1.063
YDR231C	-1.059
YLR374C	-1.052
YOR068C	-1.052
YER007C-A	-1.049
YNL119W	-1.048
YDL032W	-1.046
YER092W	-1.046
YLR150W	-1.045
YLL044W	-1.043
YKL027W	-1.040
YGL149W	-1.032
YPL018W	-1.032
YCL008C	-1.031
YBR166C	-1.019
YGL167C	-1.013
YGL029W	-1.008
YOR035C	-1.003
YGR078C	-1.002
YOR132W	-1.001
YGL214W	-1.000
YLR111W	-1.000
YCR031C	-0.990
YDR349C	-0.990
YGL253W	-0.990
YKL205W	-0.990
YLR421C	-0.990
YDL202W	-0.980
YDR184C	-0.980
YGR271W	-0.980
YOR008C	-0.971
YPL227C	-0.971
YJL209W	-0.962
YOR033C	-0.962
YBR150C	-0.952
YDL095W	-0.952
YHR108W	-0.952
YER058W	-0.943
YLL028W	-0.943
YOL087C	-0.935
YOR006C	-0.935
YAL012W	-0.926
YGL124C	-0.926
YMR179W	-0.926
YGL084C	-0.909
YGR166W	-0.901
YNL127W	-0.901
YNL322C	-0.901
YDR439W	-0.885
YLR366W	-0.885
YOL061W	-0.885
YPR018W	-0.885
YDL033C	-0.877
YHL033C	-0.877
YML102C-A	-0.877
YPL241C	-0.877
YLR192C	-0.870
YOR127W	-0.870
YDR241W	-0.862
YKL166C	-0.862
YJL064W	-0.855
YBR191W	-0.847
YGL147C	-0.847
YKL134C	-0.847
YDR083W	-0.840
YHR009C	-0.840
YKR006C	-0.833
YDR405W	-0.826
YHL031C	-0.826
YLR230W	-0.826
YER132C	-0.820
YLR367W	-0.820
YBR175W	-0.813
YDL035C	-0.813
YDL096C	-0.813
YDR385W	-0.813
YJR011C	-0.806
YLR441C	-0.806
YML121W	-0.806
YFR008W	-0.800
YJL166W	-0.800
YLR181C	-0.800
YOR067C	-0.800
YFR032C-A	-0.794
YDR297W	-0.787
YDR495C	-0.787
YGL213C	-0.787
YJL123C	-0.787
YKR092C	-0.787
YNL229C	-0.787
YNL238W	-0.787
YGR034W	-0.781
YKL076C	-0.781
YML097C	-0.781
YBR044C	-0.775
YDL118W	-0.775
YGR229C	-0.775
YPR100W	-0.775
YDR199W	-0.769
YOR327C	-0.769
YKL075C	-0.763
YBR131W	-0.758
YKR073C	-0.752
YCL010C	-0.746
YDR161W	-0.746
YNL252C	-0.746
YGR200C	-0.741
YLR410W	-0.741
YNL069C	-0.741
YER028C	-0.735
YKL110C	-0.735
YEL050C	-0.725
YKL041W	-0.725
YDL119C	-0.714
YDR137W	-0.714
YER020W	-0.714
YER131W	-0.714
YER177W	-0.714
YJR040W	-0.714
YLR261C	-0.714
YNL160W	-0.714
YMR052W	-0.709
YPR189W	-0.709
YBL083C	-0.704
YGL007W	-0.704
YPL102C	-0.699
YDR377W	-0.694
YKR027W	-0.694
YLR338W	-0.694
YPL047W	-0.694
YDR337W	-0.690
YLR334C	-0.690
YNL067W	-0.690
YOR355W	-0.690
YDR069C	-0.685
YLL043W	-0.680
YLR069C	-0.676
YNL084C	-0.676
YDR144C	-0.671
YGR214W	-0.671
YLR289W	-0.671
YPL226W	-0.671
YER151C	-0.667
YKL056C	-0.667
YGL151W	-0.662
YGR135W	-0.662
YMR316W	-0.662
YOL089C	-0.662
YDR121W	-0.658
YJR059W	-0.654
YDL101C	-0.649
YFL036W	-0.649
YML107C	-0.645
YDR042C	-0.641
YGL218W	-0.637
YDR447C	-0.633
YIL153W	-0.629
YDR257C	-0.625
YML036W	-0.625
YMR052C-A	-0.625
YCR020C-A	-0.621
YMR223W	-0.621
YJL003W	-0.613
YHR147C	-0.610
YDR418W	-0.606
YMR228W	-0.606
YDL136W	-0.602
YLR339C	-0.602
YDL081C	-0.599
YGR148C	-0.599
YFL018C	-0.592
YPR040W	-0.588
YJL102W	-0.581
YNL227C	-0.578
YDR484W	-0.575
YIL052C	-0.575
YNL040W	-0.571
YOR061W	-0.571
YBR174C	-0.568
YJR094W-A	-0.568
YKL155C	-0.565
YMR073C	-0.565
YDL181W	-0.556
YOR036W	-0.549
YGL212W	-0.546
YEL003W	-0.541
YLR180W	-0.541
YLR435W	-0.538
YML106W	-0.538
YNL153C	-0.535
YGR111W	-0.532
YDL045W-A	-0.526
YER056C-A	-0.526
YLR260W	-0.526
YCR071C	-0.524
YEL061C	-0.521
YDR156W	-0.518
YER154W	-0.518
YLR262C	-0.518
YHR034C	-0.515
YLR304C	-0.513
YNR047W	-0.513
YDR237W	-0.505
YLR048W	-0.500
YDR176W	-0.498
YMR194W	-0.498
YBR031W	-0.495
YNL177C	-0.495
YMR070W	-0.493
YBL090W	-0.490
YLR148W	-0.490
YOL039W	-0.490
YOR306C	-0.488
YBR048W	-0.485
YDR320C	-0.485
YEL053C	-0.485
YHR120W	-0.485
YMR193C-A	-0.483
YLR448W	-0.478
YDL104C	-0.476
YPL205C	-0.472
YPR057W	-0.472
YBL012C	-0.469
YMR097C	-0.469
YPR050C	-0.469
YKL081W	-0.467
YKR001C	-0.467
YNL080C	-0.463
YDR298C	-0.459
YDR080W	-0.448
YDR471W	-0.448
YHR021C	-0.448
YDL090C	-0.446
YGL064C	-0.441
YGR220C	-0.441
YOR150W	-0.431
YBR084C-A	-0.427
YJL022W	-0.427
YPR051W	-0.426
YOR200W	-0.422
YPL097W	-0.422
YDL020C	-0.418
YJL063C	-0.417
YPL144W	-0.417
YGL031C	-0.415
YNL081C	-0.415
YDR079W	-0.412
YGL219C	-0.408
YKR085C	-0.408
YAL058C-A	-0.407
YBL080C	-0.403
YMR230W	-0.403
YOR312C	-0.402
YER050C	-0.400
YGR252W	-0.392
YKR055W	-0.392
YBR173C	-0.389
YNR051C	-0.388
YLR185W	-0.386
YPR166C	-0.386
YNL226W	-0.385
YOR330C	-0.385
YPL118W	-0.385
YLR091W	-0.382
YBL002W	-0.380
YGR219W	-0.380
YOR085W	-0.380
YDL146W	-0.377
YGL143C	-0.375
YMR084W	-0.375
YDL113C	-0.373
YMR287C	-0.373
YDR518W	-0.372
YGR171C	-0.372
YOL006C	-0.372
YDL130W	-0.370
YPR067W	-0.368
YPR124W	-0.368
YLR114C	-0.366
YLL033W	-0.365
YLR382C	-0.365
YGL107C	-0.361
YDR194C	-0.360
YDR268W	-0.358
YOL095C	-0.358
YPL173W	-0.356
YCR003W	-0.355
YEL054C	-0.355
YPL148C	-0.355
YMR066W	-0.350
YGR076C	-0.348
YKL138C	-0.348
YDR523C	-0.347
YER169W	-0.345
YLR287C-A	-0.345
YOR158W	-0.345
YER103W	-0.344
YNL213C	-0.341
YNL184C	-0.340
YDL057W	-0.339
YKL194C	-0.338
YLR342W	-0.338
YMR267W	-0.338
YCR004C	-0.336
YGL129C	-0.336
YJL096W	-0.336
YMR293C	-0.336
YMR072W	-0.332
YHR203C	-0.331
YDR296W	-0.330
YKL016C	-0.329
YOL121C	-0.328
YOR205C	-0.327
YOR305W	-0.326
YDR500C	-0.324
YOL100W	-0.323
YJL023C	-0.318
YMR064W	-0.312
YLR204W	-0.309
YMR193W	-0.304
YMR216C	-0.295
YKL170W	-0.292
YDL082W	-0.290
YER122C	-0.289
YDR347W	-0.279
YMR089C	-0.274
YBR181C	-0.267
YBR179C	-0.254
YMR083W	-0.245
YDL167C	-0.244
