orf	hap a | growth (relative abundance in pooled culture) | ethidium bromide [25 ug/ml] | Dunn CD~Jensen RE, 2006
YAL012W	-0.1280839284253959
YAL024C	11.82220847300845
YAL054C	-0.06900131207583596
YAL056C-A	-0.12310321545455256
YAL064C-A	-0.16259420387692672
YAR002C-A	-0.027003773552227574
YAR050W	-0.09517279691847984
YBL001C	-0.19716425180361427
YBL002W	-0.12285125675574647
YBL003C	0.15873546520560666
YBL005W	-0.10599733885544348
YBL007C	-0.10144794166827723
YBL008W	-0.15227062904392896
YBL009W	-0.10202075858778514
YBL010C	-0.2088216702156653
YBL011W	-0.10458795636728714
YBL012C	-0.12370712308971912
YBL014C	-0.1125921935988418
YBL015W	0.015660489559223476
YBL016W	-0.2033189085639241
YBL017C	0.28033453518375717
YBL019W	-0.08847143529942453
YBL022C	-0.1458412529301417
YBL027W	-0.1029802996204634
YBL029W	-0.06847005330232075
YBL031W	-0.10069376958506407
YBL032W	-0.026108613429695567
YBL048W	-0.09321893762949258
YBL049W	-0.08837261269211391
YBL051C	-0.14171455075650358
YBL052C	-0.07639743031336797
YBL053W	-0.012066101563383622
YBL055C	-0.1108670442316641
YBL056W	-0.20406327708065775
YBL057C	0.013056185310600795
YBL060W	-0.10144794166827723
YBL061C	-0.08817304859191386
YBL062W	-0.1073377473208414
YBL063W	0.5200584159978253
YBL064C	-0.09342850479516622
YBL065W	-0.10566154409313215
YBL067C	-0.13712854698155144
YBL068W	0.39632996138411275
YBL069W	0.13650020669531632
YBL070C	-0.102470614807294
YBL074C	-2.4077387345650814
YBL075C	-0.10386293780092264
YBL076C	-0.1095584299229599
YBL077W	-0.06709137903952993
YBL078C	-0.08508087032760404
YBL079W	-0.13306213789637955
YBL080C	-0.12307178037970151
YBL081W	-0.07354357458939098
YBL083C	-0.12595805154806716
YBL084C	-0.1157056474750074
YBL085W	-0.09967582578083822
YBL086C	-0.08382166752888011
YBL088C	-0.09789647676732806
YBL090W	-0.12390573442427924
YBL091C	-0.17561088518809786
YBL091C-A	-0.10051334564171165
YBL093C	-0.10785739015815586
YBL094C	-0.10922716499449779
YBL096C	-0.1034598552821154
YBL098W	-0.20406327708065775
YBL099W	-0.10989560089869026
YBL101C	-0.022542411006060057
YBL102W	-0.28982724540011773
YBL103C	-8.38554598389951
YBL104C	-0.08914584538129032
YBL107C	-0.10898249940056806
YBR001C	-0.16763433300414787
YBR006W	-0.07925128603734496
YBR007C	0.16449163419865528
YBR008C	-0.020043371317152
YBR010W	0.37253602780455264
YBR013C	-0.09967582578083822
YBR014C	-0.0662276129544444
YBR018C	-0.09716169092575237
YBR019C	-0.09492943014121864
YBR020W	-0.10183397046185864
YBR021W	-0.10581287059681807
YBR022W	-0.35655564321665484
YBR023C	-0.14505150669206
YBR024W	-0.1131363071650719
YBR025C	-0.15525397005483774
YBR027C	-0.06709137903952993
YBR028C	-0.16863287046458342
YBR031W	-0.12395227371389564
YBR032W	-0.10467654612368553
YBR033W	-0.09731267431785696
YBR035C	-0.19911322644437907
YBR036C	-0.16739097085926785
YBR037C	-0.18919764013333482
YBR040W	-0.07751415646622854
YBR041W	-0.09716169092575237
YBR042C	-0.16401346819434415
YBR043C	-0.15511895618262123
YBR044C	-0.12663856480291658
YBR045C	-0.057737604425826046
YBR046C	-0.07714844497757245
YBR047W	1.256541539072705
YBR048W	-0.12386009881018938
YBR050C	-0.08232466912470482
YBR051W	-0.07733209921860064
YBR052C	-0.16620994868558536
YBR053C	0.44818853457033353
YBR054W	0.28883538202113546
YBR056W	-0.07196903350030022
YBR057C	-0.08054012410623783
YBR058C	-0.11499958405347795
YBR059C	-0.10214306825031352
YBR061C	-0.09474364568179157
YBR062C	-0.26627513170312617
YBR063C	0.06992600074142914
YBR064W	-0.07751415646622854
YBR066C	-0.24671796873369753
YBR067C	-0.023315713847395753
YBR068C	-0.11128050978247529
YBR071W	-0.060736026950079555
YBR072W	-1.1243368419133506
YBR073W	-0.07397434526470825
YBR074W	-0.0860254902818025
YBR076W	-0.09083557613585518
YBR077C	-0.10295279967715397
YBR078W	-0.10255777444982382
YBR080C	-0.10952922658416052
YBR082C	0.5756465622735513
YBR083W	-0.1032236741187518
YBR084C-A	-0.12330311028950279
YBR084W	-0.14826270627169794
YBR087W	-0.09172974974734184
YBR089C-A	-0.10047683798442393
YBR092C	-0.09888968305318671
YBR095C	-0.20046759865236813
YBR096W	-0.25837733050629913
YBR098W	-0.11519562939247883
YBR099C	-0.11530731689149344
YBR103W	-0.16788016583070178
YBR104W	-0.08054012410623783
YBR105C	-0.08625352997864938
YBR107C	-0.09314832260627647
YBR108W	-0.18399550423087926
YBR111C	-0.10800321566769272
YBR113W	-0.013366908197716994
YBR114W	-0.03862581043720178
YBR115C	-0.02874342435639352
YBR116C	-0.1848830417385211
YBR117C	-0.11015908199136004
YBR119W	-0.11079390193393289
YBR120C	-0.1079108548272483
YBR125C	-0.0789155383051124
YBR126C	-0.13838317663814845
YBR128C	0.08481505792405625
YBR129C	-0.07677626071920562
YBR130C	-0.10445302735369573
YBR131W	-0.12646962619769173
YBR134W	-0.0797445450513657
YBR138C	-0.09356634843889806
YBR140C	-0.1016751834809522
YBR141C	-0.08567745067455193
YBR144C	-0.08038358506953018
YBR145W	-0.20717733252680945
YBR148W	-0.10436168222168751
YBR149W	-0.06109038597567315
