orf	hom | growth (culture turbidity) | hot-compressed water-treated lignocellulose hydrolysate | CSM | Jayakody LN~Kitagaki H, 2015
YER014W	1.3242531
YER015W	-0.15392087
YER016W	-0.5908133
YER017C	-0.24300817
YER019C-A	0.4179445
YER019W	-1.6968757
YER020W	-0.28848252
YER024W	0.95222074
YER026C	-0.1596676
YER027C	0.4048171
YER028C	1.1237215
YER030W	0.9350315
YER031C	-0.03258938
YER032W	0.7843173
YER033C	0.866198
YER034W	0.75938344
YER037W	0.043336496
YER038W-A	1.4151152
YER039C	1.2750236
YER039C-A	-0.026810842
YER040W	-0.2219431
YER041W	-0.71863717
YER042W	0.22244574
YER044C	0.37957847
YER044C-A	-0.50848085
YER045C	-0.09073426
YER046W	-0.2309847
YER046W-A	0.16753244
YER047C	-0.5004738
YER048C	0.024479575
YER049W	-0.040107463
YER050C	-0.13894516
YER051W	-0.3277272
YER052C	-0.45004967
YER053C	0.34843087
YER053C-A	-0.19032148
YER054C	0.03782773
YER055C	-0.58437365
YER056C	-0.39980623
YER056C-A	0.3074689
YER057C	-0.07090449
YER058W	-0.24976559
YER059W	0.19047736
YER060W	0.20390695
YER060W-A	0.16659078
YER061C	-0.08962843
YER062C	-0.13604254
YER063W	-0.02561085
YER064C	0.71763825
YER065C	0.15102206
YER066C-A	-0.16172338
YER066W	-0.14092393
YER067C-A	0.53535724
YER067W	-0.42116746
YER068C-A	-0.055735983
YER068W	-0.5617224
YER069W	-0.49216422
YER070W	0.49084747
YER071C	-0.016992034
YER072W	0.22385061
YER073W	0.0750262
YER074W	-0.37130803
YER074W-A	0.26823184
YER075C	0.055400673
YER076C	-0.20368394
YER077C	0.039296225
YER078C	0.45567805
YER079W	-0.4874034
YER080W	0.15888055
YER081W	0.37815008
YER083C	-0.17011186
YER084W	0.47392735
YER085C	-0.12628353
YER086W	-1.8852823
YER087C-B	0.111667305
YER087W	-0.5487617
YER088C	0.5612837
YER089C	0.72987485
YER090W	0.56201726
YER091C	0.9558182
YER091C-A	-0.22444838
YER092W	0.24889582
YER093C-A	0.5988372
YER095W	0.085793674
YER096W	0.5370866
YER097W	0.47850525
YER098W	0.3991849
YER099C	-0.18930027
YER101C	-0.15017456
YER103W	-0.16613585
YER105C	-0.022060504
YER106W	-0.31302762
YER110C	-0.2854558
YER111C	-2.2380419
YER113C	-0.4764568
YER114C	-0.75100136
YER115C	-0.33909658
YER116C	-2.8569958
YER117W	-0.42610392
YER118C	-0.016809426
YER119C	-0.36952585
YER119C-A	-0.6535752
YER120W	-0.70568126
YER121W	-0.55574757
YER122C	-1.1703144
YER123W	0.61890364
YER124C	-0.61628765
YER128W	-0.7245678
YER129W	-1.1006347
YER130C	-0.24770506
YER131W	-0.7456049
YER132C	-0.24295855
YER134C	-0.2063973
YER135C	-0.24325949
YER137C	-0.4342729
YER139C	-1.0518782
YER140W	-0.51758516
YER141W	-0.6269085
YER142C	-0.4784604
YER143W	-0.72968113
YER144C	0.27958152
YER145C	-1.0779536
YER149C	0.48887253
YER150W	-0.1838246
YER151C	-2.744017
YER152C	-0.6842291
YER153C	-0.5230112
YER154W	-1.4392792
YER155C	-0.99504375
YER156C	-0.80052483
YER158C	-0.4193153
YER161C	-0.6642682
YER162C	-0.76804906
YER163C	-0.35362086
YER164W	-0.4160045
YER166W	-0.5665882
YER167W	-0.61426085
YER169W	-0.16166101
YER170W	-0.78153175
YER173W	-0.76270795
YER174C	-0.9539914
YER175C	-0.79291517
YER175W-A	-0.43802175
YER176W	-0.7159159
YER177W	-0.8771462
YER178W	-0.45381188
YER179W	-0.30484274
YER180C	-0.7904932
YER180C-A	-0.25124395
YER181C	-0.23712242
YER182W	-0.23652211
YER183C	-0.3121782
YER184C	-0.30517486
YER185W	-0.56220883
YER186C	-0.48094404
YER187W	-0.741981
YER188W	0.11488425
YFL001W	-2.1779356
YFL003C	0.3160209
YFL004W	0.17782463
YFL007W	-0.20489699
YFL010C	0.2129247
YFL010W-A	0.04075263
YFL011W	-0.029864267
YFL012W	-0.07177235
YFL012W-A	0.17699495
YFL013C	-0.22978218
YFL014W	0.3399603
YFL015C	-0.18806751
YFL016C	-0.21151666
YFL018C	-0.22681591
YFL019C	0.20982674
YFL020C	0.7557307
YFL021W	-0.14413707
YFL023W	0.09660187
YFL025C	-0.07658759
YFL027C	-0.34410268
YFL028C	-0.5991044
YFL030W	-0.05542676
YFL031W	-0.07726012
YFL032W	-0.33923241
YFL033C	-0.094839424
YFL034C-A	-0.12945911
YFL034W	0.06202417
YFL036W	0.009001209
YFL040W	-0.007069516
YFL041W	0.4447038
YFL041W-A	-0.37790224
YFL042C	0.29270887
YFL044C	0.15368292
YFL046W	-0.3990004
YFL047W	-0.27548906
YFL048C	0.50712115
YFL049W	0.14463653
YFL050C	-0.4800183
YFL051C	0.4292655
YFL052W	-0.15409839
YFL053W	0.2708157
YFL054C	0.34275794
YFL055W	0.020510567
YFL063W	-0.0059356955
YFR001W	-1.9475231
YFR006W	-0.4418247
YFR007W	-0.09586126
YFR008W	0.06837789
YFR009W	-1.6923032
YFR010W	-0.33340138
YFR011C	-0.013072019
YFR012W	0.019123515
YFR012W-A	-0.34431744
YFR013W	-0.05254767
YFR014C	-0.44113466
YFR015C	0.13781452
YFR016C	0.40154228
YFR017C	0.14777076
YFR018C	0.9574807
YFR019W	-1.3957853
YFR020W	0.16548304
YFR021W	-0.37014174
YFR022W	-0.32716507
YFR023W	0.047570188
YFR024C-A	-1.3286443
YFR025C	0.33003524
YFR026C	-0.22292358
YFR030W	0.23474407
YFR031C-A	-0.047608364
YFR032C	0.07348517
YFR032C-A	-0.037433885
YFR032C-B	-0.025196644
YFR033C	-0.12856263
YFR034C	-0.04150024
YFR035C	0.13667306
YFR036W	-2.601759
YFR038W	-0.15095781
YFR039C	-0.27121115
YFR040W	2.7437427
YFR041C	0.006350539
YFR043C	-0.3053107
YFR044C	0.07736319
YFR045W	0.10841981
YFR046C	-0.23572613
YFR047C	0.3148152
YFR048W	0.42327127
YFR049W	-0.27788332
YFR053C	0.020212796
YFR054C	-0.11048958
YFR055W	2.1658843
YFR056C	0.2508689
YFR057W	-1.6262158
YGL002W	-0.6302638
YGL003C	-0.10166525
YGL004C	0.15861776
YGL005C	0.08446707
YGL006W	-0.45479172
YGL006W-A	-0.4451813
YGL007C-A	-0.4447582
YGL007W	-0.18296437
YGL009C	0.008258055
YGL010W	-0.01739988
YGL012W	-0.17753196
YGL013C	0.11952833
YGL014W	0.14278564
YGL015C	0.16386694
YGL016W	-0.09366552
YGL017W	-0.043321226
YGL019W	-0.11427344
YGL020C	-1.4407471
YGL021W	0.08108915
YGL023C	-1.0130061
YGL025C	0.074552186
YGL026C	-0.36567804
YGL027C	-0.23660068
YGL028C	0.08741042
YGL031C	-0.33500063
YGL032C	-0.09067763
YGL033W	-0.08558944
YGL034C	-0.1326837
YGL035C	0.34613204
YGL036W	-0.5484315
YGL037C	-0.310445
YGL038C	0.55864316
YGL039W	0.23125099
YGL041C	0.17388171
YGL041C-B	0.25129837
YGL042C	-0.69962376
YGL043W	0.07920263
YGL045W	0.034706865
YGL049C	0.16455983
YGL050W	0.14581299
YGL051W	-0.15835881
YGL053W	-0.46337366
YGL054C	0.09941988
YGL056C	-0.050313115
YGL057C	0.15155335
YGL058W	-1.7793684
YGL059W	0.02106348
YGL060W	0.12722266
YGL062W	0.20135808
YGL063W	0.25363535
YGL064C	-0.23359816
YGL066W	0.1317961
YGL067W	0.017356614
YGL070C	-1.7530802
YGL071W	-0.31410098
YGL072C	-0.09928754
YGL076C	-0.079398595
YGL077C	-0.32441387
YGL078C	-0.07889722
YGL079W	0.07924844
YGL080W	-0.27884123
YGL081W	-0.04022008
YGL082W	0.05026985
YGL083W	-0.21226236
YGL084C	-0.30132484
YGL085W	0.2390064
YGL086W	-0.0854361
YGL087C	-0.2336376
YGL088W	-1.0098041
YGL089C	-0.7715167
YGL090W	-0.56870216
YGL094C	-0.5093933
YGL095C	-2.7659001
YGL096W	-0.16442685
YGL100W	-1.3478941
YGL101W	-0.028796619
YGL104C	-0.6321271
YGL105W	-2.7280753
YGL107C	-0.31009668
YGL108C	-0.58631045
YGL109W	-0.48462036
YGL110C	-1.0768248
YGL114W	-0.38569772
YGL115W	-0.7435921
YGL117W	-0.54154646
YGL118C	-0.69475985
YGL119W	-0.10356195
YGL121C	-0.29660505
YGL124C	-1.7522668
YGL125W	-1.8125921
YGL126W	-0.75104177
YGL127C	-3.5621681
YGL129C	-0.22044088
YGL131C	-1.9353069
YGL132W	-0.41399488
YGL133W	-0.7334192
YGL134W	0.26805243
YGL135W	-2.6607118
YGL136C	-0.35342586
YGL138C	-0.22886628
YGL139W	-0.36436415
YGL140C	-0.36002263
YGL141W	-0.28083557
YGL143C	-0.7254115
YGL144C	-0.33387285
YGL146C	-0.2496867
YGL147C	-0.52191174
YGL148W	-2.7977114
YGL149W	-0.11068173
YGL151W	-0.668214
YGL152C	-0.37208965
YGL153W	-0.44853505
YGL154C	-0.23207463
YGL156W	-0.45736924
YGL157W	-0.31986523
YGL158W	-0.6123826
YGL159W	-0.46727234
YGL160W	-0.39950144
YGL161C	-0.49192882
YGL162W	-0.46288595
YGL163C	-2.410047
YGL164C	-0.2837188
YGL165C	-0.55788606
YGL166W	-0.7012968
YGL167C	-0.9938606
YGL168W	-2.793216
YGL170C	-0.37761307
YGL175C	-0.6792948
YGL176C	-0.562169
YGL177W	-0.34830806
YGL178W	-0.18283266
YGL179C	-0.4131423
YGL180W	-0.39276662
YGL181W	-0.4110945
YGL184C	0.6701273
YGL185C	0.13814792
YGL186C	-0.49896586
YGL188C-A	0.23572582
YGL190C	-0.040758993
YGL191W	-0.0075091734
YGL192W	0.04913094
YGL194C	-0.30593678
YGL195W	-0.25756013
YGL196W	-0.19677064
YGL197W	0.22791761
YGL198W	0.023894213
YGL199C	-0.43470332
YGL200C	0.035351396
YGL202W	-0.12727802
YGL203C	0.22566587
YGL205W	0.10762003
YGL206C	-1.5283351
YGL208W	0.10054288
YGL209W	0.16405463
YGL210W	-0.17810714
YGL211W	-0.36274487
YGL212W	-0.17698413
YGL213C	0.20185946
YGL214W	-2.4593863
YGL215W	0.052950427
YGL216W	-0.08158034
YGL217C	-0.19772725
YGL218W	1.7239795
YGL219C	-0.5315944
YGL220W	-0.15421928
YGL221C	-0.24544124
YGL222C	-0.11766344
YGL223C	-0.4287021
YGL224C	-0.03167507
YGL226C-A	-0.10423639
YGL226W	-0.27485788
YGL227W	-0.5440543
YGL228W	-0.35732296
YGL229C	0.2965341
YGL230C	-0.1266163
YGL231C	-0.19227353
YGL232W	-0.06714736
YGL234W	0.35862952
YGL235W	-0.24181676
YGL236C	-0.23471703
YGL237C	-0.09579
YGL240W	0.67521226
YGL241W	-0.06293148
YGL242C	-0.21401781
YGL243W	3.9293447
YGL244W	-1.1880267
YGL246C	-0.3742498
YGL248W	-0.70593005
YGL249W	-0.79264855
YGL250W	-0.29981497
YGL251C	-0.9966475
YGL252C	-0.939429
YGL253W	-0.5680357
YGL254W	-0.94846326
YGL255W	-0.086805336
YGL256W	-0.1980158
YGR006W	-0.49860543
YGR011W	-0.075921424
YGR018C	0.17908317
YGR022C	0.1212017
YGR025W	-0.33147064
YGR027C	0.4057448
YGR028W	-0.18566912
YGR031W	0.37775177
YGR032W	-0.19579206
YGR033C	0.4589987
YGR034W	0.18095759
YGR035C	0.27306935
YGR035W-A	0.286847
YGR036C	-0.6738586
YGR037C	-0.43763524
YGR038W	-0.18825711
YGR039W	-0.16948704
YGR040W	-0.26565084
YGR041W	0.2688096
YGR042W	0.22857869
YGR043C	0.3375762
YGR044C	0.2959481
YGR045C	0.42318603
YGR049W	0.46755773
YGR050C	0.2513537
YGR051C	0.29561216
YGR052W	0.042514443
YGR053C	0.26555255
YGR054W	0.13408284
YGR055W	0.042529713
YGR056W	0.05309995
YGR057C	-0.24259937
YGR058W	0.47503507
YGR059W	0.21097393
YGR061C	1.9225106
YGR062C	0.17025183
YGR063C	-3.0750728
YGR064W	0.0017567215
YGR066C	0.20455594
YGR067C	0.36122358
YGR068C	-0.043186974
YGR069W	0.15356138
YGR070W	-0.16752608
YGR071C	0.18719806
YGR072W	-0.082550004
YGR076C	0.14103465
YGR077C	-0.039750516
YGR078C	0.7901341
YGR079W	-0.11030061
YGR080W	0.106741354
YGR081C	-0.18014063
YGR084C	-0.20639156
YGR085C	-0.09104857
YGR086C	-0.46855187
YGR087C	-0.026058143
YGR088W	-0.5778281
YGR089W	-0.33978343
YGR092W	-3.7833626
YGR093W	-0.025729831
YGR096W	-0.634299
YGR097W	-0.75079453
YGR100W	0.13354392
YGR101W	-0.36462694
YGR102C	0.2786971
YGR104C	-0.8066489
YGR105W	0.17217717
YGR106C	0.9410111
YGR107W	-0.08690332
YGR108W	0.21106745
YGR109C	0.16319378
YGR110W	-0.28768718
YGR111W	-0.32810354
YGR112W	-0.36582822
YGR117C	-0.13344085
YGR118W	0.5029161
YGR121C	-0.49813396
YGR121W-A	-0.07010725
YGR122C-A	0.26539665
YGR122W	0.057528336
YGR134W	0.889134
YGR146C-A	-0.12522033
YGR150C	-0.12318366
YGR155W	0.19914643
YGR161W-C	-0.33360595
YGR162W	-1.5730977
YGR165W	-0.061405722
YGR167W	-0.11172711
YGR169C-A	-0.2522098
YGR171C	-0.025165467
YGR174W-A	-0.13844378
YGR180C	-0.6665524
YGR188C	-2.1368692
YGR201C	-0.16210894
YGR204C-A	-0.104121864
YGR204W	-0.55302083
YGR210C	0.79345155
YGR215W	-0.5384775
YGR219W	-1.7394451
YGR220C	0.038875658
YGR221C	-0.0834325
YGR222W	-0.03327336
YGR223C	1.7965415
YGR225W	-0.08649166
YGR229C	-0.41400346
YGR230W	0.018676221
YGR231C	0.14388701
YGR232W	0.29528767
YGR233C	0.10243067
YGR234W	0.39394975
YGR235C	0.56110996
YGR236C	0.18585491
YGR237C	0.44234517
YGR238C	-0.32782677
YGR239C	-0.21233489
YGR240C	-2.1085415
YGR241C	0.082536645
YGR242W	0.14043975
YGR243W	-0.06623432
YGR244C	0.09286828
YGR247W	0.12738235
YGR248W	0.086565465
YGR249W	-0.10892946
YGR250C	0.19031957
YGR252W	-2.841743
YGR254W	0.44199333
YGR255C	-0.90227854
YGR256W	-0.020009192
YGR257C	-0.5554476
YGR258C	-0.040621564
YGR259C	0.33521187
YGR260W	-0.25938335
YGR261C	1.06866
YGR262C	-2.1854212
YGR263C	0.6511933
YGR266W	-0.35813513
YGR268C	0.086403854
YGR269W	0.0061125765
YGR270W	-0.07267585
YGR271C-A	-2.4421659
YGR271W	-1.4351703
YGR273C	-0.14418988
YGR275W	0.13428071
YGR276C	-0.02171056
YGR279C	0.43484616
YGR281W	-0.14804308
YGR282C	0.29898307
YGR283C	0.108590335
YGR284C	0.32571438
YGR285C	-2.4353027
YGR286C	-0.09950705
YGR287C	-0.31890732
YGR288W	-1.3460531
YGR289C	0.14061344
YGR290W	0.29034707
YGR291C	0.093169235
YGR292W	0.15490264
YGR295C	0.036163267
YHL001W	0.16654815
YHL002W	-0.147926
YHL003C	0.22558951
YHL004W	-0.051740255
YHL005C	0.06475819
YHL006C	0.21975562
YHL007C	-1.845638
YHL008C	0.18066046
YHL009C	-0.013357065
YHL010C	-0.17930458
YHL011C	-2.8265872
YHL012W	0.008432391
YHL013C	-0.20369317
YHL014C	0.22974877
YHL015W-A	-0.24236713
YHL016C	-0.22986585
YHL017W	0.19099209
YHL019C	0.19732927
YHL020C	0.29145163
YHL021C	0.14289953
YHL022C	0.14528552
YHL023C	-0.43798423
YHL024W	0.30602968
YHL025W	-0.38122576
YHL026C	-0.18599585
YHL027W	0.36950263
YHL028W	-0.11513557
YHL029C	0.09367506
YHL030W	-0.13325442
YHL031C	0.1249162
YHL032C	0.1004729
YHL033C	0.44025314
YHL034C	0.3755961
YHL035C	0.12108781
YHL036W	2.142783
YHL037C	0.7766898
YHL038C	0.09319914
YHL039W	1.038463
YHL040C	-0.6161658
YHL041W	0.2287562
YHL042W	-0.513089
YHL043W	0.35432458
YHL044W	0.06583857
YHL045W	0.16738993
YHL046C	0.46545106
YHL047C	0.19066443
YHR001W	-0.31541425
YHR001W-A	0.18796349
YHR003C	0.17708275
YHR004C	-0.18838756
YHR005C	-0.2028339
YHR006W	0.053294644
YHR007C-A	-0.3212602
YHR008C	-0.10700795
YHR009C	0.14555529
YHR010W	-2.559329
YHR011W	-0.60162115
YHR012W	0.104572974
YHR013C	-1.1868782
YHR014W	-0.2860332
YHR015W	0.024397496
YHR016C	0.44855127
YHR017W	1.02385
YHR018C	-0.026236933
YHR021C	-0.2376451
YHR021W-A	-0.0154497335
YHR022C	0.019574625
YHR022C-A	-0.103545405
YHR025W	-0.42641568
YHR026W	-2.6121304
YHR028C	-0.066474825
YHR029C	-0.05201703
YHR030C	-0.18891151
YHR031C	0.2256646
YHR032W	0.35883057
YHR033W	-0.10508198
YHR034C	-0.0283366
YHR035W	-0.100895375
YHR037W	0.0049552144
YHR038W	-1.2170657
YHR039C	1.7471362
YHR039C-A	1.2481961
YHR041C	-2.883882
YHR043C	0.31919459
YHR044C	0.8014894
YHR045W	0.052744914
YHR046C	0.4007113
YHR047C	0.24774928
YHR048W	0.058637343
YHR049C-A	0.026542975
YHR049W	0.43534374
YHR050W	0.4738179
YHR050W-A	0.1770344
YHR051W	0.10860879
YHR057C	0.45732215
YHR059W	-2.9510798
YHR060W	-1.318325
YHR061C	0.16356471
YHR063C	-0.34357014
YHR064C	-0.35402998
YHR066W	0.3821579
YHR067W	-1.0767787
YHR071W	-0.19689757
YHR072W-A	0.09091559
YHR073W	0.095961794
YHR075C	0.32242808
YHR076W	0.31847054
YHR077C	0.044894066
YHR078W	0.305849
YHR079C	0.16884188
YHR079C-A	0.13642429
YHR080C	0.49523896
YHR081W	0.28927496
YHR082C	0.27686468
YHR086W	0.15268144
YHR086W-A	0.08214089
YHR087W	-0.9582865
YHR090C	-0.08621361
YHR091C	-0.5139368
YHR092C	1.5151861
YHR093W	1.3976002
YHR094C	0.5576754
YHR095W	0.36750665
YHR096C	0.6524907
YHR097C	0.11736758
YHR098C	-1.0891929
YHR100C	0.3083285
YHR103W	-0.022124765
YHR104W	-0.32172373
YHR105W	-0.06558851
YHR106W	0.20028344
YHR108W	0.038755402
YHR109W	0.19602175
YHR110W	0.028586015
YHR111W	0.65768194
YHR112C	0.41918203
YHR113W	0.30272493
YHR114W	0.17890692
YHR115C	0.3078182
YHR116W	-0.07144086
YHR117W	-0.15134847
YHR120W	-0.29730016
YHR121W	0.16398337
YHR123W	0.23900385
YHR124W	-0.09914883
YHR125W	0.11281321
YHR126C	0.27110204
YHR127W	0.37463343
YHR129C	0.47276488
YHR130C	0.26259392
YHR131C	0.052282352
YHR132C	0.24239959
YHR132W-A	-0.1844144
YHR133C	0.30871344
YHR134W	0.10557127
YHR135C	0.19163217
YHR136C	-0.11422762
YHR137W	-0.6067415
YHR138C	0.37541795
YHR139C	0.2569999
YHR139C-A	0.242607
YHR140W	0.37575135
YHR141C	-0.22454318
YHR142W	0.33336988
YHR143W	0.5877058
YHR146W	0.5118537
YHR147C	0.37161627
YHR149C	-0.35478905
YHR150W	0.45785916
YHR151C	0.4359857
YHR152W	0.24060214
YHR153C	-0.43394935
YHR154W	-0.38635755
YHR155W	0.39879426
YHR156C	0.3300066
YHR157W	0.2030849
YHR158C	0.79320335
YHR159W	0.5289787
YHR160C	0.56717545
YHR161C	0.5869238
YHR162W	-0.2406594
YHR163W	0.26020858
YHR167W	0.26475468
YHR168W	0.09987735
YHR171W	-0.26150593
YHR175W-A	0.18446085
YHR176W	0.51966
YHR177W	-0.14546749
YHR178W	-1.1148304
YHR179W	0.40987796
YHR180W	0.16057046
YHR181W	0.32424653
YHR182W	0.2671763
YHR183W	-1.8758051
YHR184W	0.38485563
YHR185C	0.11248363
YHR187W	-0.99811023
YHR189W	0.5966828
YHR191C	-0.15705892
YHR192W	-0.54820436
YHR193C	0.15670644
YHR194W	-1.0766101
YHR195W	0.49225426
YHR198C	0.57020724
YHR199C	0.35482532
YHR200W	0.26023212
YHR202W	0.3809458
YHR203C	-0.21721758
YHR204W	-0.44975698
YHR205W	-2.645974
YHR206W	0.16074416
YHR207C	0.119612955
YHR209W	0.45814866
YHR210C	0.5741222
YIL002W-A	0.022433354
YIL009C-A	0.15156288
YIL030C	-0.027340848
YIL033C	-1.4884188
YIL041W	-0.01334943
YIL046W-A	0.22472101
YIL056W	0.15463986
YIL058W	0.1926152
YIL085C	-0.0034867201
YIL092W	0.008239604
YIL093C	-0.6505883
YIL094C	0.35266647
YIL098C	-0.16352336
YIL099W	-0.28820542
YIL100W	0.07425823
YIL101C	-0.2818186
YIL102C	0.1018854
YIL103W	-0.07727984
YIL105C	-0.050650336
YIL107C	0.5336915
YIL108W	-0.14806727
YIL110W	-1.7830565
YIL111W	0.2493743
YIL112W	-0.1620924
YIL113W	-0.37029126
YIL114C	-0.6153444
YIL116W	-0.39519936
YIL117C	-0.5430974
YIL119C	-0.6184598
YIL120W	-0.5933532
YIL121W	-0.18140107
YIL122W	-0.20267579
YIL123W	-0.13185275
YIL125W	-0.17178777
YIL127C	-0.38421428
YIL128W	-0.76288956
YIL130W	-0.63489354
YIL131C	0.124788314
YIL132C	-0.42298114
YIL133C	-0.75284874
YIL134C-A	-0.2259929
YIL134W	-0.1639312
YIL135C	-0.03987268
YIL136W	0.628167
YIL137C	-1.0658306
YIL138C	-0.8258672
YIL139C	-0.67066205
YIL140W	-0.4439094
YIL141W	-0.18740994
YIL145C	0.17644586
YIL146C	-0.14792983
YIL148W	-2.63406
YIL149C	-0.52619
YIL152W	-0.79444283
YIL153W	-0.38942814
YIL154C	-1.9147327
YIL155C	-0.023806408
YIL156W	0.11428107
YIL157C	-0.19090874
YIL158W	-0.19814019
YIL159W	-0.21330488
YIL160C	0.13783042
YIL161W	-0.4637624
YIL162W	0.07147649
YIL163C	-0.2955959
YIL164C	-0.2864169
YIL165C	-0.21682341
YIL166C	-0.18503667
YIL173W	
YIR001C	-1.2221816
YIR002C	-2.7186594
YIR003W	-0.8832132
YIR004W	0.14009234
YIR005W	-0.26741108
YIR007W	
YIR009W	-0.73475754
YIR013C	
YIR014W	-0.2043832
YIR016W	
YIR017C	0.53611946
YIR018C-A	-0.017356614
YIR018W	-0.08605645
YIR019C	0.72187704
YIR020C	0.23422424
YIR020W-A	0.10659056
YIR021W	-0.08157271
YIR021W-A	-0.052057113
YIR023W	0.014845284
YIR024C	0.1224106
YIR025W	-0.044048473
YIR026C	-1.9408993
YIR027C	0.022528794
YIR028W	-0.1426813
YIR029W	0.79870516
YIR030C	0.5677914
YIR031C	0.22932565
YIR032C	3.3274095
YIR033W	-0.27015305
YIR034C	0.51875526
YIR035C	-0.5041743
YIR036C	0.010040227
YIR037W	-0.26082608
YIR038C	0.40576324
YIR039C	0.11107494
YIR042C	0.2802095
YJL003W	0.011733322
YJL007C	0.02682802
YJL012C	-0.25005063
YJL016W	0.18933335
YJL020C	-0.2281896
YJL022W	0.03556391
YJL023C	-0.35284272
YJL028W	-3.3707924
YJL030W	0.19095583
YJL036W	-0.077513985
YJL037W	-0.13679905
YJL038C	-0.22639789
YJL042W	0.16972502
YJL043W	0.15444706
YJL044C	0.03530495
YJL045W	0.1303766
YJL046W	-0.12906337
YJL047C	-0.4362431
YJL047C-A	-0.111881085
YJL048C	-0.03718447
YJL049W	0.027643073
YJL051W	0.106911235
YJL052W	0.22072656
YJL053W	-0.13603298
YJL055W	-0.1695424
YJL056C	0.14136869
YJL057C	-0.374747
YJL058C	-0.017366793
YJL059W	0.08957308
YJL060W	0.19369112
YJL062W	0.017419603
YJL062W-A	-0.065948635
YJL063C	-0.47731227
YJL064W	0.032669548
YJL065C	-0.027345939
YJL066C	-0.2252065
YJL067W	0.7826885
YJL068C	-0.25393695
YJL070C	0.6971481
YJL071W	0.7529273
YJL073W	-0.09634355
YJL075C	-3.4749827
YJL077C	0.5173141
YJL077W-B	0.0919966
YJL078C	0.59559035
YJL079C	-0.30066884
YJL080C	1.606505
YJL082W	0.515684
YJL083W	-0.04059102
YJL084C	0.120169684
YJL088W	-0.17307429
YJL089W	0.046891294
YJL092W	-1.0097551
YJL093C	-0.1970595
YJL094C	0.48546726
YJL095W	-0.5226059
YJL096W	-0.5834266
YJL098W	-0.81483215
YJL099W	-0.6676331
YJL100W	-0.08170314
YJL101C	-0.029947618
YJL102W	0.60836077
YJL103C	0.008345859
YJL105W	0.35107136
YJL106W	-0.52807873
YJL107C	-0.16793138
YJL108C	-0.17956673
YJL110C	0.20039861
YJL112W	-0.5256154
YJL115W	-0.6060629
YJL116C	-0.18022971
YJL117W	-0.26828912
YJL118W	-0.3949964
YJL119C	-0.32208958
YJL120W	-2.1300642
YJL121C	-2.5865543
YJL122W	-0.18395567
YJL123C	-0.6669488
YJL124C	-0.15480529
YJL126W	-0.12981606
YJL127C	-0.08777754
YJL127C-B	0.037241735
YJL128C	0.041810736
YJL129C	-2.2378063
YJL130C	-0.5266592
YJL131C	-0.19395517
YJL132W	0.09896114
YJL133W	0.18021126
YJL134W	-0.07035158
YJL135W	0.66649735
YJL136C	-2.084348
YJL136W-A	0.24672236
YJL137C	0.04906159
YJL138C	-0.047376126
YJL139C	-0.62224686
YJL140W	-0.10760158
YJL141C	-0.35359064
YJL142C	-0.1113339
YJL144W	-0.17212436
YJL145W	-0.36006048
YJL146W	-0.18253171
YJL147C	-0.57626384
YJL148W	0.18125027
YJL149W	-0.5334281
YJL150W	-0.30888426
YJL151C	-0.22435325
YJL152W	-0.30969295
YJL153C	-0.21520348
YJL154C	0.30714124
YJL155C	0.6439056
YJL157C	-0.22777922
YJL158C	-0.5260557
YJL159W	0.1028627
YJL160C	-0.48621994
YJL161W	0.17831774
YJL162C	0.28722876
YJL163C	-0.07561029
YJL164C	-0.32357973
YJL165C	0.34812546
YJL166W	0.27506024
YJL168C	-0.022356367
YJL169W	-0.29251578
YJL170C	-0.11799175
YJL171C	0.037858907
YJL172W	-0.091042206
YJL175W	-3.921769
YJL176C	0.7825186
YJL177W	0.26732835
YJL178C	0.59307903
YJL179W	-0.4658522
YJL180C	0.25934708
YJL181W	-0.3844602
YJL182C	0.30216947
YJL183W	0.13045678
YJL184W	-2.7874787
YJL185C	0.26598966
YJL186W	-0.14578754
YJL187C	-0.2355079
YJL188C	-2.7151237
YJL189W	-2.9430084
YJL190C	-0.21330488
YJL191W	-0.4046447
YJL192C	0.89007187
YJL193W	0.820249
YJL196C	-0.40260896
YJL197W	-0.032434132
YJL198W	0.04782342
YJL199C	0.34211978
YJL200C	0.37914774
YJL201W	0.33980379
YJL204C	-0.012031729
YJL205C	-0.1223826
YJL206C	-0.69207674
YJL207C	-0.14802335
YJL208C	-0.08834891
YJL209W	-0.34970975
YJL210W	1.0410475
YJL211C	0.9026393
YJL212C	0.021476414
YJL213W	0.5329585
YJL214W	0.0966445
YJL215C	-0.058097158
YJL216C	-0.010406078
YJL217W	-0.010889638
YJL218W	-0.07274011
YJR003C	0.049322456
YJR005C-A	-0.122560754
YJR032W	-0.799881
YJR034W	-0.11770798
YJR039W	0.3464508
YJR044C	-0.29811648
YJR055W	-1.2992136
YJR060W	-1.4093424
YJR066W	-0.6632302
YJR073C	-1.7201785
YJR075W	0.6286715
YJR077C	-0.85981214
YJR078W	0.9840587
YJR079W	0.6907116
YJR082C	0.1817752
YJR083C	0.3879447
YJR085C	-0.05845219
YJR088C	0.8006273
YJR090C	-3.651141
YJR092W	-0.027859403
YJR101W	0.9865617
YJR102C	-1.5524417
YJR103W	0.38691524
YJR105W	-0.16518973
YJR108W	0.078229785
YJR110W	0.4743021
YJR111C	0.22773945
