orf	hom | growth (culture turbidity) | hot-compressed water-treated lignocellulose hydrolysate | CSM | Jayakody LN~Kitagaki H, 2015
YER070W	1.1265405
YER071C	1.0313925
YER072W	1.0765164
YER073W	1.0486329
YER074W	0.9650083
YER074W-A	1.0848316
YER075C	1.0449558
YER076C	0.9964141
YER077C	1.0419385
YER078C	1.1199512
YER079W	0.94325686
YER080W	1.0643437
YER081W	1.1054257
YER083C	1.0027041
YER084W	1.1233704
YER085C	1.0109158
YER086W	0.68135226
YER087C-B	1.0554979
YER087W	0.93176085
YER088C	1.1397374
YER089C	1.1713244
YER090W	1.1398748
YER091C	1.2136568
YER091C-A	0.9925237
YER092W	1.0812088
YER093C-A	1.1467733
YER095W	1.0506502
YER096W	1.1352038
YER097W	1.1242281
YER098W	1.1093668
YER099C	0.999109
YER101C	1.0064396
YER103W	1.0034491
YER105C	1.0304428
YER106W	0.97592765
YER108C	0.96386296
YER109C	0.9696114
YER110C	0.98109347
YER111C	0.6152597
YER113C	0.9453078
YER114C	0.8938695
YER115C	0.9710434
YER116C	0.4992934
YER117W	0.95474184
YER118C	1.0314267
YER119C	0.9653422
YER119C-A	0.91212314
YER120W	0.9023606
YER121W	0.930452
YER122C	0.8153076
YER123W	1.150533
YER124C	0.9191093
YER128W	0.89882207
YER129W	0.8283627
YER130C	0.9881664
YER131W	0.8948806
YER132C	0.9890557
YER134C	0.99590576
YER135C	0.9889993
YER137C	0.9532113
YER139C	0.83749765
YER140W	0.93760204
YER141W	0.9171194
YER142C	0.9449324
YER143W	0.89786404
YER144C	1.086958
YER145C	0.8326122
YER149C	1.1261705
YER150W	1.000135
YER151C	0.52046096
YER152C	0.9063799
YER153C	0.9365854
YER154W	0.76491475
YER155C	0.8481461
YER156C	0.88459086
YER158C	0.95601374
YER161C	0.9101197
YER162C	0.8906755
YER163C	0.96832216
YER164W	0.95663404
YER166W	0.9284209
YER167W	0.919489
YER169W	1.0042875
YER170W	0.8881494
YER173W	0.8916762
YER174C	0.8558376
YER175C	0.8860166
YER175W-A	0.9525089
YER176W	0.9004431
YER177W	0.8702352
YER178W	0.9495505
YER179W	0.97746116
YER180C	0.8864704
YER180C-A	0.98750335
YER181C	0.99014914
YER182W	0.9902616
YER183C	0.9760868
YER184C	0.97739893
YER185W	0.9292414
YER186C	0.94446707
YER186W-A	1.025481
YER187W	0.89555955
YER188W	1.0561006
YFL001W	0.62652117
YFL003C	1.0937853
YFL004W	1.067893
YFL007W	0.99618685
YFL010C	1.0744693
YFL010W-A	1.0422114
YFL011W	1.0289807
YFL012W	1.0211289
YFL013C	0.9915244
YFL013W-A	1.0677376
YFL014W	1.0982705
YFL015C	0.99934
YFL016C	0.9949466
YFL018C	0.99208015
YFL019C	1.0738889
YFL020C	1.1761687
YFL021W	1.0075707
YFL023W	1.0526752
YFL025C	1.0202267
YFL027C	0.97010547
YFL028C	0.9223287
YFL030W	1.0241914
YFL031W	1.0201007
YFL032W	0.97101796
YFL033C	1.0168071
YFL034C-A	1.0103208
YFL034W	1.0461968
YFL036W	1.0362625
YFL040W	1.0332515
YFL041W	1.1178951
YFL041W-A	0.96377283
YFL042C	1.0894176
YFL044C	1.0633699
YFL046W	0.9598199
YFL047W	0.9829608
YFL048C	1.1295896
YFL049W	1.061675
YFL050C	0.9446405
YFL051C	1.1150026
YFL052W	1.0057044
YFL053W	1.0853157
YFL054C	1.0987947
YFL055W	1.0384189
YFL056C	1.0853381
YFL063W	1.033464
YFR001W	0.6696909
YFR006W	0.9517964
YFR007W	1.0166156
YFR008W	1.0473872
YFR009W	0.71750855
YFR010W	0.97211045
YFR011C	1.0321269
YFR012W	1.038159
YFR012W-A	0.97006524
YFR013W	1.0247308
YFR014C	0.9519257
YFR015C	1.0603968
YFR016C	1.1098084
YFR017C	1.0622622
YFR018C	1.2139683
YFR019W	0.7730637
YFR020W	1.0655807
YFR021W	0.9652268
YFR022W	0.9732789
YFR023W	1.0434887
YFR024C-A	0.78564316
YFR025C	1.096411
YFR026C	0.9928094
YFR030W	1.0785574
YFR031C-A	1.0256562
YFR032C	1.0483441
YFR032C-A	1.0275625
YFR032C-B	1.0298553
YFR033C	1.0104887
YFR034C	1.0268006
YFR035C	1.0601829
YFR036W	0.5471142
YFR038W	1.0062928
YFR039C	0.9837623
YFR040W	1.5486398
YFR041C	1.0357659
YFR043C	0.9773735
YFR044C	1.0490707
YFR045W	1.0548894
YFR046C	0.99041075
YFR047C	1.0935594
YFR048W	1.1138796
YFR049W	0.98251224
YFR053C	1.0383631
YFR054C	1.0138749
YFR055W	1.4403731
YFR056C	1.0815785
YFR057W	0.7298906
YGL002W	0.91649073
YGL003C	1.0155282
YGL004C	1.0642945
YGL005C	1.0504017
YGL006W	0.9493669
YGL006W-A	0.9511675
YGL007C-A	0.9512468
YGL007W	1.0002961
YGL009C	1.0361233
YGL010W	1.031316
YGL012W	1.0013139
YGL013C	1.0569707
YGL014W	1.0613282
YGL015C	1.0652779
YGL016W	1.017027
YGL017W	1.0264595
YGL019W	1.013166
YGL020C	0.76463974
YGL021W	1.0497688
YGL023C	0.8447807
YGL025C	1.048544
YGL026C	0.96606314
YGL027C	0.9902469
YGL028C	1.0509531
YGL031C	0.9718108
YGL032C	1.0175868
YGL033W	1.0185401
YGL034C	1.0097166
YGL035C	1.0994269
YGL036W	0.9318227
YGL037C	0.9764115
YGL038C	1.1392426
YGL039W	1.0779029
YGL041C	1.0671543
YGL041C-B	1.081659
YGL042C	0.90349555
YGL043W	1.0494153
YGL045W	1.0410787
YGL049C	1.0654078
YGL050W	1.0618954
YGL051W	1.0049062
YGL053W	0.94775903
YGL054C	1.0532032
YGL056C	1.0251495
YGL057C	1.0629709
YGL058W	0.70119613
YGL059W	1.0385225
YGL060W	1.0584123
YGL062W	1.0723022
YGL063W	1.0820968
YGL064C	0.99080944
YGL066W	1.0592692
YGL067W	1.037828
YGL070C	0.70612144
YGL071W	0.97572654
YGL072C	1.0159737
YGL076C	1.0197
YGL077C	0.97379434
YGL078C	1.019794
YGL079W	1.0494239
YGL080W	0.98233277
YGL081W	1.0270405
YGL082W	1.0439945
YGL083W	0.9948069
YGL084C	0.97812027
YGL085W	1.079356
YGL086W	1.0185689
YGL087C	0.99080205
YGL088W	0.8453806
YGL089C	0.8900258
YGL090W	0.9280248
YGL094C	0.93913686
YGL095C	0.51636094
YGL096W	1.0037693
YGL100W	0.78203654
YGL101W	1.0291808
YGL104C	0.9161416
YGL105W	0.52344775
YGL107C	0.9764768
YGL108C	0.9247258
YGL109W	0.9437783
YGL110C	0.8328237
YGL114W	0.9623123
YGL115W	0.8952577
YGL117W	0.9331127
YGL118C	0.90440685
YGL119W	1.0151728
YGL121C	0.97900456
YGL124C	0.70627385
YGL125W	0.6949714
YGL126W	0.89386195
YGL127C	0.36717328
YGL129C	0.99327457
YGL131C	0.6719797
YGL132W	0.95701057
YGL133W	0.8971637
YGL134W	1.084798
YGL135W	0.5360689
YGL136C	0.9683587
YGL138C	0.991696
YGL139W	0.9663093
YGL140C	0.96712273
YGL141W	0.9819591
YGL143C	0.898664
YGL144C	0.9720221
YGL146C	0.9877951
YGL147C	0.9367914
YGL148W	0.51040083
YGL149W	1.0138389
YGL151W	0.90938044
YGL152C	0.96486187
YGL153W	0.9505392
YGL154C	0.9910949
YGL156W	0.948884
YGL157W	0.97464657
YGL158W	0.91984093
YGL159W	0.9470286
YGL160W	0.95972604
YGL161C	0.942409
YGL162W	0.9478504
YGL163C	0.5830331
YGL164C	0.9814189
YGL165C	0.9300513
YGL166W	0.9031821
YGL167C	0.84836775
YGL168W	0.5112431
YGL170C	0.963827
YGL175C	0.90730435
YGL176C	0.92924887
YGL177W	0.96931756
YGL178W	1.0003208
YGL179C	0.9571703
YGL180W	0.96098787
YGL181W	0.957554
YGL184C	1.1601301
YGL185C	1.0604593
YGL186C	0.9410905
YGL188C-A	1.0787413
YGL190C	1.0269395
YGL191W	1.0331692
YGL192W	1.0437812
YGL194C	0.9772562
YGL195W	0.98631996
YGL196W	0.9977094
YGL197W	1.0772784
YGL198W	1.0390528
YGL199C	0.95313066
YGL200C	1.0411994
YGL202W	1.0107294
YGL203C	1.0768565
YGL205W	1.0547396
YGL206C	0.7482294
YGL208W	1.0534136
YGL209W	1.0653131
YGL210W	1.0012062
YGL211W	0.9666127
YGL212W	1.0014166
YGL213C	1.0723962
YGL214W	0.57378894
YGL215W	1.0444968
YGL216W	1.0192913
YGL217C	0.99753016
YGL218W	1.3575784
YGL219C	0.9349773
YGL220W	1.0056818
YGL221C	0.98859054
YGL222C	1.0125308
YGL223C	0.95425504
YGL224C	1.0286415
YGL226C-A	1.0150465
YGL226W	0.9830791
YGL227W	0.9326428
YGL228W	0.96762854
YGL229C	1.0901343
YGL230C	1.0108534
YGL231C	0.99855196
YGL232W	1.0219954
YGL234W	1.1017684
YGL235W	0.9892696
YGL236C	0.9905998
YGL237C	1.016629
YGL240W	1.1610829
YGL241W	1.0227853
YGL242C	0.994478
YGL243W	1.7707725
YGL244W	0.81198907
YGL246C	0.96445715
YGL248W	0.902314
YGL249W	0.88606656
YGL250W	0.97840315
YGL251C	0.8478456
YGL252C	0.858566
YGL253W	0.9281497
YGL254W	0.85687333
YGL255W	1.0183123
YGL256W	0.9974761
YGR006W	0.94115806
YGR011W	1.0203515
YGR018C	1.0681288
YGR022C	1.0572842
YGR025W	0.9724722
YGR027C	1.1105958
YGR028W	0.99978936
YGR031W	1.1053511
YGR032W	0.99789274
YGR033C	1.1205734
YGR034W	1.06848
YGR035C	1.085738
YGR035W-A	1.0883193
YGR036C	0.9083229
YGR037C	0.95258135
YGR038W	0.9993045
YGR039W	1.0028212
YGR040W	0.9848041
YGR041W	1.0849398
YGR042W	1.0774022
YGR043C	1.0978239
YGR044C	1.0900245
YGR045C	1.1138636
YGR049W	1.122177
YGR050C	1.0816693
YGR051C	1.0899615
YGR052W	1.0425415
YGR053C	1.0843296
YGR054W	1.0596976
YGR055W	1.0425444
YGR056W	1.0445248
YGR057C	0.989123
YGR058W	1.123578
YGR059W	1.0741038
YGR061C	1.3947749
YGR062C	1.0664742
YGR063C	0.4584348
YGR064W	1.0349052
YGR066C	1.0729014
YGR067C	1.1022544
YGR068C	1.0264846
YGR069W	1.0633471
YGR070W	1.0031886
YGR071C	1.0696492
YGR072W	1.0191096
YGR076C	1.0610001
YGR077C	1.0271285
YGR078C	1.1826144
YGR079W	1.0139103
YGR080W	1.054575
YGR081C	1.0008252
YGR084C	0.99590683
YGR085C	1.0175173
YGR086C	0.94678885
YGR087C	1.0296938
YGR088W	0.926315
YGR089W	0.9709147
YGR092W	0.32573062
YGR093W	1.0297554
YGR096W	0.9157347
YGR097W	0.89390826
YGR100W	1.0595967
YGR101W	0.9662601
YGR102C	1.0867923
YGR104C	0.8834435
YGR105W	1.0668349
YGR106C	1.2108825
YGR107W	1.018294
YGR108W	1.0741214
YGR109C	1.0651518
YGR110W	0.9806754
YGR111W	0.97310305
YGR112W	0.966035
YGR117C	1.0095748
YGR118W	1.1288017
YGR121C	0.9412464
YGR121W-A	1.0214409
YGR122C-A	1.0843004
YGR122W	1.0453545
YGR134W	1.2011629
YGR146C-A	1.011115
YGR150C	1.0114965
YGR155W	1.0718879
YGR161W-C	0.9720721
YGR162W	0.7398427
YGR165W	1.0230712
YGR167W	1.013643
YGR169C-A	0.9873224
YGR171C	1.0298611
YGR174W-A	1.0086374
YGR180C	0.90969175
YGR188C	0.6342153
YGR201C	1.0042036
YGR204C-A	1.0150679
YGR204W	0.93096286
YGR210C	1.183236
YGR215W	0.9336877
YGR219W	0.7086761
YGR220C	1.0418597
YGR221C	1.0189443
YGR222W	1.028342
YGR223C	1.3711735
YGR225W	1.0183711
YGR229C	0.95700896
YGR230W	1.0380752
YGR231C	1.0615345
YGR232W	1.0899007
YGR233C	1.0537673
YGR234W	1.1083859
YGR235C	1.1397048
YGR236C	1.0693976
YGR237C	1.1174532
YGR238C	0.9731549
YGR239C	0.9947933
YGR240C	0.63952273
YGR241C	1.05004
YGR242W	1.0608886
YGR243W	1.0221665
YGR244C	1.0519757
YGR247W	1.0584422
YGR248W	1.0507948
YGR249W	1.0141672
YGR250C	1.0702341
YGR252W	0.50215113
YGR254W	1.1173873
YGR255C	0.86552644
YGR256W	1.0308272
YGR257C	0.9305082
YGR258C	1.0269653
YGR259C	1.0973809
YGR260W	0.98597836
YGR261C	1.2347987
YGR262C	0.6251187
YGR263C	1.1565827
YGR266W	0.96747637
YGR268C	1.0507646
YGR269W	1.0357213
YGR270W	1.0209596
YGR271C-A	0.57701534
YGR271W	0.7656846
YGR273C	1.0075608
YGR275W	1.0597347
YGR276C	1.0305084
YGR279C	1.1160482
YGR281W	1.0068389
YGR282C	1.0905931
YGR283C	1.0549214
YGR284C	1.0956014
YGR285C	0.5783012
YGR286C	1.0159326
YGR287C	0.97482604
YGR288W	0.7823815
YGR289C	1.0609212
YGR290W	1.0889751
YGR291C	1.0520321
YGR292W	1.0635984
YGR295C	1.0413516
YHL001W	1.0657803
YHL002W	1.0068609
YHL003C	1.0768422
YHL004W	1.0248821
YHL005C	1.0467091
YHL006C	1.0757492
YHL007C	0.68877995
YHL008C	1.0684243
YHL009C	1.0320735
YHL010C	1.0009818
YHL011C	0.5049907
YHL012W	1.0361559
YHL013C	0.9964124
YHL014C	1.0776215
YHL015W-A	0.9891665
YHL016C	0.9915087
YHL017W	1.0703601
YHL019C	1.0715474
YHL020C	1.089182
YHL021C	1.0613495
YHL022C	1.0617965
YHL023C	0.95251596
YHL024W	1.0919133
YHL025W	0.96315014
YHL026C	0.99972814
YHL027W	1.1038055
YHL028W	1.0130044
YHL029C	1.0521269
YHL030W	1.0096097
YHL031C	1.0579802
YHL032C	1.0534005
YHL033C	1.1170613
YHL034C	1.1049472
YHL035C	1.0572629
YHL036W	1.4360448
YHL037C	1.1800956
YHL038C	1.0520377
YHL039W	1.229141
YHL040C	0.9191321
YHL041W	1.0774355
YHL042W	0.93844444
YHL043W	1.1009618
YHL044W	1.0469115
YHL045W	1.065938
YHL046C	1.1217823
YHL047C	1.0702987
YHR001W	0.9754805
YHR001W-A	1.0697926
YHR003C	1.067754
YHR004C	0.99928004
YHR005C	0.9965734
YHR006W	1.0445613
YHR007C-A	0.9743852
YHR008C	1.0145272
YHR009C	1.0618471
YHR010W	0.55506384
YHR011W	0.9218572
YHR012W	1.0541687
YHR013C	0.81220424
YHR014W	0.9809853
YHR015W	1.0391471
YHR016C	1.118616
YHR017W	1.2264031
YHR018C	1.0296603
YHR021C	0.9900512
YHR021W-A	1.0316814
YHR022C	1.0382435
YHR022C-A	1.0151759
YHR025W	0.9546834
YHR026W	0.545171
YHR028C	1.0221214
YHR029C	1.0248302
YHR030C	0.99918187
YHR031C	1.0768563
YHR032W	1.101806
YHR033W	1.014888
YHR034C	1.029267
YHR035W	1.0156724
YHR037W	1.0355045
YHR038W	0.80654836
YHR039C	1.361917
YHR039C-A	1.2684363
YHR041C	0.494256
YHR043C	1.0943799
YHR044C	1.184742
YHR045W	1.0444583
YHR046C	1.1096528
YHR047C	1.080994
YHR048W	1.0455623
YHR049C-A	1.0395491
YHR049W	1.1161414
YHR050W	1.1233499
YHR050W-A	1.067745
YHR051W	1.0549248
YHR057C	1.1202593
YHR059W	0.481666
YHR060W	0.78757656
YHR061C	1.0652213
YHR063C	0.97020525
YHR064C	0.9682455
YHR066W	1.1061766
YHR067W	0.83283234
YHR071W	0.9976856
YHR072W-A	1.0516099
YHR073W	1.0525553
YHR075C	1.0949857
YHR076W	1.0942442
YHR077C	1.0429873
YHR078W	1.0918795
YHR079C	1.06621
YHR079C-A	1.0601363
YHR080C	1.1273633
YHR081W	1.0887742
YHR082C	1.086449
YHR086W	1.0631822
YHR086W-A	1.0499659
YHR087W	0.85503286
YHR090C	1.0184232
YHR091C	0.9382856
YHR092C	1.3184592
YHR093W	1.2964284
YHR094C	1.1390613
YHR095W	1.1034316
YHR096C	1.1568258
YHR097C	1.0565659
YHR098C	0.83050644
YHR100C	1.092344
YHR103W	1.0304308
YHR104W	0.97429836
YHR105W	1.0222875
YHR106W	1.0721009
YHR108W	1.0418372
YHR109W	1.0713024
YHR110W	1.0399319
YHR111W	1.1577984
YHR112C	1.1131134
YHR113W	1.0912942
YHR114W	1.0680958
YHR115C	1.0922484
YHR116W	1.021191
YHR117W	1.0062196
YHR120W	0.9788743
YHR121W	1.0652997
YHR123W	1.0793555
YHR124W	1.0159997
YHR125W	1.0557126
YHR126C	1.0853693
YHR127W	1.1047668
YHR129C	1.1231526
YHR130C	1.0837753
YHR131C	1.0443716
YHR132C	1.0799917
YHR132W-A	1.0000244
YHR133C	1.0924162
YHR134W	1.0543557
YHR135C	1.07048
YHR136C	1.0131745
YHR137W	0.92089784
YHR138C	1.1049138
YHR139C	1.0827272
YHR139C-A	1.0800306
YHR140W	1.1049763
YHR141C	0.99250597
YHR142W	1.0970358
YHR143W	1.1446878
YHR146W	1.1304762
YHR147C	1.1042016
YHR149C	0.9681033
YHR150W	1.1203599
YHR151C	1.1162617
YHR152W	1.0796549
YHR153C	0.9532719
YHR154W	0.96218866
YHR155W	1.1092936
YHR156C	1.0964056
YHR157W	1.0726258
YHR158C	1.1831895
YHR159W	1.1336848
YHR160C	1.1408412
YHR161C	1.1445413
YHR162W	0.98948646
YHR163W	1.0833284
YHR167W	1.0841801
YHR168W	1.0532889
YHR171W	0.9855807
YHR175W-A	1.0691364
YHR176W	1.1319388
YHR177W	1.0073215
YHR178W	0.825703
YHR179W	1.1113702
YHR180W	1.0646603
YHR181W	1.0953264
YHR182W	1.0846338
YHR183W	0.6831279
YHR184W	1.1066821
YHR185C	1.0556508
YHR187W	0.84757155
YHR189W	1.1463697
YHR191C	1.0051497
YHR192W	0.9318653
YHR193C	1.0639364
YHR194W	0.8328639
YHR195W	1.1268041
YHR198C	1.1414093
YHR199C	1.1010556
YHR200W	1.0833328
YHR202W	1.1059495
YHR203C	0.9938785
YHR204W	0.95031023
YHR205W	0.53883016
YHR206W	1.0646929
YHR207C	1.0569866
YHR209W	1.1204141
YHR210C	1.1421428
YIL002W-A	1.0387791
YIL009C-A	1.0629727
YIL030C	1.0294535
YIL033C	0.75570804
YIL041W	1.0320749
YIL046W-A	1.0766795
YIL056W	1.0635492
YIL058W	1.0706642
YIL085C	1.0339228
YIL092W	1.0361198
YIL093C	0.9126828
YIL094C	1.1006511
YIL098C	1.0039386
YIL099W	0.9805783
YIL100W	1.048489
YIL101C	0.9817749
YIL102C	1.0536652
YIL103W	1.020097
YIL105C	1.0250863
YIL107C	1.1345677
YIL108W	1.0068344
YIL110W	0.70050514
YIL111W	1.0812985
YIL112W	1.0042067
YIL113W	0.9651988
YIL114C	0.919286
YIL116W	0.96053207
YIL117C	0.9328221
YIL119C	0.9187023
YIL120W	0.92340624
YIL121W	1.000589
YIL122W	0.996603
YIL123W	1.0098723
YIL125W	1.0023901
YIL127C	0.9625902
YIL128W	0.89164215
YIL130W	0.9156233
YIL131C	1.0579562
YIL132C	0.9553269
YIL133C	0.8935234
YIL134C-A	0.99223435
YIL134W	1.0038621
YIL135C	1.0271056
YIL136W	1.1522685
YIL137C	0.8348836
YIL138C	0.87984276
YIL139C	0.9089218
YIL140W	0.9514058
YIL141W	0.9994632
YIL145C	1.0676347
YIL146C	1.0068601
YIL148W	0.54106236
YIL149C	0.93598986
YIL152W	0.8857304
YIL153W	0.96161336
YIL154C	0.6758345
YIL155C	1.0301157
YIL156W	1.0559876
YIL157C	0.99880767
YIL158W	0.9974528
YIL159W	0.99461156
YIL160C	1.0603998
YIL161W	0.9476862
YIL162W	1.0479678
YIL163C	0.9791936
YIL164C	0.9809134
YIL165C	0.99395233
YIL166C	0.99990785
YIL167W	0.96358913
YIL168W	
YIL170W	1.0008243
YIL173W	
YIR001C	0.80558985
YIR002C	0.52521193
YIR003W	0.8690985
YIR004W	1.0608236
YIR005W	0.9844743
YIR007W	
YIR009W	0.89691293
YIR013C	
YIR014W	0.9962831
YIR016W	
YIR017C	1.1350226
YIR018C-A	1.0313241
YIR018W	1.0184526
YIR019C	1.1698259
YIR020C	1.07846
YIR020W-B	1.0545467
YIR021W	1.0192927
YIR021W-A	1.0248227
YIR023W	1.0373574
YIR024C	1.0575107
YIR025W	1.0263232
YIR026C	0.67093194
YIR027C	1.038797
YIR028W	1.0078435
YIR029W	1.1842203
YIR030C	1.1409566
YIR031C	1.0775422
YIR032C	1.6579947
YIR033W	0.98396057
YIR034C	1.1317693
YIR035C	0.9401147
YIR036C	1.0364572
YIR037W	0.98570806
YIR038C	1.1105993
YIR039C	1.0553869
YIR042C	1.0870757
YIR043C	1.0371882
YIR044C	1.0787685
YJL003W	1.0367744
YJL007C	1.0396025
YJL012C	0.9877269
YJL016W	1.0700493
YJL020C	0.9918228
YJL022W	1.0412393
YJL023C	0.96846795
YJL028W	0.4030292
YJL030W	1.0703533
YJL036W	1.0200531
YJL037W	1.0089456
YJL038C	0.9921585
YJL042W	1.0663755
YJL043W	1.063513
YJL044C	1.0411907
YJL045W	1.0590032
YJL046W	1.0103949
YJL047C	0.9528422
YJL047C-A	1.0136142
YJL048C	1.0276092
YJL049W	1.0397552
YJL051W	1.0546068
YJL052W	1.0759311
YJL053W	1.0090891
YJL055W	1.0028108
YJL056C	1.0610627
YJL057C	0.964364
YJL058C	1.0313222
YJL059W	1.0513583
YJL060W	1.0708658
YJL062W	1.0378398
YJL062W-A	1.02222
YJL063C	0.9451475
YJL064W	1.040697
YJL065C	1.0294526
YJL066C	0.9923817
YJL067W	1.1812195
YJL068C	0.9869988
YJL070C	1.1651927
YJL071W	1.1756434
YJL073W	1.0165253
YJL075C	0.38350827
YJL077C	1.1314993
YJL077W-B	1.0518124
YJL078C	1.146165
YJL079C	0.9782432
YJL080C	1.3355685
YJL082W	1.1311939
YJL083W	1.026971
YJL084C	1.0570909
YJL088W	1.0021491
YJL089W	1.0433615
YJL092W	0.8453898
YJL093C	0.9976553
YJL094C	1.1255325
YJL095W	0.93666136
YJL096W	0.9252661
YJL098W	0.88191026
YJL099W	0.9094893
YJL100W	1.0192683
YJL101C	1.0289651
YJL102W	1.1485577
YJL103C	1.0361397
YJL105W	1.1003523
YJL106W	0.935636
YJL107C	1.0031127
YJL108C	1.0009327
YJL110C	1.0721225
YJL112W	0.9360975
YJL115W	0.921025
YJL116C	1.0008085
YJL117W	0.9843098
YJL118W	0.9605701
YJL119C	0.9742298
YJL120W	0.63549024
YJL121C	0.54996294
YJL122W	1.0001104
YJL123C	0.9096175
YJL124C	1.005572
YJL126W	1.0102539
YJL127C	1.0181302
YJL127C-B	1.0415536
YJL128C	1.0424097
YJL129C	0.6153039
YJL130C	0.93590194
YJL131C	0.9982369
YJL132W	1.0531173
YJL133W	1.0683402
YJL134W	1.0213951
YJL135W	1.15945
YJL136C	0.6440556
YJL136W-A	1.0808016
YJL137C	1.0437682
YJL138C	1.0256997
YJL139C	0.9179928
YJL140W	1.014416
YJL141C	0.9683278
YJL142C	1.0137167
YJL144W	1.0023271
YJL145W	0.96711564
YJL146W	1.0003772
YJL147C	0.9266081
YJL148W	1.0685349
YJL149W	0.93463373
YJL150W	0.97670394
YJL151C	0.99254155
YJL152W	0.9765524
YJL153C	0.99425584
YJL154C	1.0921216
YJL155C	1.1552173
YJL157C	0.99189967
YJL158C	0.936015
YJL159W	1.0538483
YJL160C	0.9434786
YJL161W	1.0679854
YJL162C	1.0883908
YJL163C	1.0204098
YJL164C	0.9739506
YJL165C	1.0998003
YJL166W	1.086111
YJL168C	1.0303874
YJL169W	0.9797707
YJL170C	1.0124693
YJL171C	1.0416692
YJL172W	1.0175185
YJL175W	0.29979903
YJL176C	1.1811876
YJL177W	1.0846623
YJL178C	1.1456945
YJL179W	0.94729465
YJL180C	1.083167
YJL181W	0.96254414
YJL182C	1.0911901
YJL183W	1.0590183
YJL184W	0.512318
YJL185C	1.0844115
YJL186W	1.0072615
YJL187C	0.99045163
YJL188C	0.5258744
YJL189W	0.4831782
YJL190C	0.99461156
YJL191W	0.9587624
YJL192C	1.2013386
YJL193W	1.1882567
YJL196C	0.9591438
YJL197W	1.0284992
YJL198W	1.0435362
YJL199C	1.0986751
YJL200C	1.1056126
YJL201W	1.0982412
YJL204C	1.0323218
YJL205C	1.0116466
YJL206C	0.90490955
YJL207C	1.0068426
YJL208C	1.0180231
YJL209W	0.96905494
YJL210W	1.2296252
YJL211C	1.2036933
YJL212C	1.0385998
YJL213W	1.1344304
YJL214W	1.0526832
YJL215C	1.023691
YJL216C	1.0326264
YJL217W	1.0325358
YJL218W	1.0209476
YJR003C	1.043817
YJR005C-A	1.0116132
YJR032W	0.8847115
YJR034W	1.0125225
YJR039W	1.0994866
YJR044C	0.9787214
YJR055W	0.79115725
YJR060W	0.77052367
YJR066W	0.9103142
YJR073C	0.7122859
YJR075W	1.1523631
YJR077C	0.8734829
YJR078W	1.2189479
YJR079W	1.1639868
YJR082C	1.0686332
YJR083C	1.1072608
YJR085C	1.0236245
YJR088C	1.1845804
YJR090C	0.3505035
YJR092W	1.0293564
YJR101W	1.2194169
YJR102C	0.7437128
YJR103W	1.107068
YJR105W	1.0036263
YJR108W	1.0492331
YJR110W	1.1234406
YJR111C	1.077245
YJR112W-A	1.0113995
YJR113C	1.0738219
YJR114W	1.0487506
YJR115W	1.1746486
YJR120W	0.92763567
YJR121W	0.92851573
YJR122W	1.0976378
YJR127C	1.0762461
YJR128W	1.0942352
YJR129C	0.6371993
YJR130C	1.1079098
YJR135C	0.6489253
YJR135W-A	1.0793024
YJR137C	1.5210758
YJR143C	1.1107451
YJR144W	1.0391951
YJR146W	1.0909014
YJR147W	0.97282624
YJR149W	0.954909
YJR151C	1.0732436
YJR151W-A	1.5823112
YJR152W	1.0951755
YJR154W	1.1055769
YKL001C	0.96632403
YKL002W	1.0272019
YKL003C	0.98458755
YKL006W	0.9691199
YKL007W	0.97500175
YKL008C	1.0101306
YKL009W	0.8416506
YKL010C	0.9783767
YKL011C	0.91946805
YKL015W	0.96083564
YKL016C	0.96361715
YKL017C	1.098865
YKL018C-A	1.006789
YKL020C	1.1597074
YKL023W	1.1152655
YKL025C	1.0962635
YKL026C	0.96657836
YKL027W	1.0674863
YKL029C	1.1680017
YKL031W	1.0683324
YKL032C	1.0415395
YKL033W-A	1.0937344
YKL034W	1.0366406
YKL037W	0.9834435
YKL038W	1.010092
YKL039W	1.0587007
YKL040C	1.1309024
YKL041W	1.0892278
YKL043W	1.0294421
YKL044W	1.1008874
YKL046C	1.015755
YKL047W	1.1107259
YKL048C	1.0458883
YKL050C	1.0502849
YKL051W	1.0319653
YKL053C-A	0.592769
YKL053W	1.0580207
YKL054C	1.0022686
YKL055C	1.0434946
YKL056C	1.1094836
YKL057C	1.0625573
YKL061W	1.0131886
YKL062W	1.109044
YKL063C	1.1063695
YKL064W	1.0932617
YKL065C	1.0020466
YKL066W	0.9984223
YKL067W	1.0416023
YKL068W	0.98149323
YKL068W-A	1.0859119
YKL069W	1.0060037
YKL070W	1.0897061
YKL071W	1.1210577
YKL072W	1.1757369
YKL073W	1.2187573
YKL074C	1.1979097
YKL075C	1.0496625
YKL076C	1.1068386
YKL077W	1.1019542
YKL079W	1.1499593
YKL080W	0.8841025
YKL081W	1.0920249
YKL084W	0.9627544
YKL085W	1.0103012
YKL086W	1.0043294
YKL087C	1.2301582
YKL090W	1.1345925
YKL091C	1.0731258
YKL092C	1.1713903
YKL093W	1.0118294
YKL094W	1.0512617
YKL096C-B	0.9588372
YKL096W	1.1474719
YKL096W-A	1.0605559
YKL097C	1.1975791
YKL098W	1.1008096
YKL100C	1.1147575
YKL101W	1.0225415
YKL102C	1.0663902
YKL103C	1.1356845
YKL105C	1.0674946
