COMPOUND	COMPOUND_CONCENTRATION	CONCENTRATION	EXPERIMENT	EXPERIMENT_NUMBER_HIPHOP	EXPERIMENT_TYPE	GENE_NAME	SCORE	SCORE_TYPE	SYSTEMATIC_NAME	VIABILITY	Z_SCORE
7210	7210_200	200	7210_200_0231	0230/31	HOP	GIP4	0.0754407097461806	Adj.	YAL031C	viable	0.086662427432354
7210	7210_200	200	7210_200_0231	0230/31	HOP	FUN19	0.000376514243537656	Adj.	YAL034C	viable	0.000289905500260322
7210	7210_200	200	7210_200_0231	0230/31	HOP	FUN12	0.405961739986304	Adj.	YAL035W	viable	0.20874008223095
7210	7210_200	200	7210_200_0231	0230/31	HOP	RBG1	-0.0343389635098591	Adj.	YAL036C	viable	-0.0603381349020581
7210	7210_200	200	7210_200_0231	0230/31	HOP	YAL037W	-1.82737418794153	Adj.	YAL037W	viable	-1.30582061094952
7210	7210_200	200	7210_200_0231	0230/31	HOP	CYC3	-0.0630534039656366	Adj.	YAL039C	viable	-0.0386028782509294
7210	7210_200	200	7210_200_0231	0230/31	HOP	CLN3	-0.0236785753243582	Adj.	YAL040C	viable	-0.0101989377419217
7210	7210_200	200	7210_200_0231	0230/31	HOP	ERV46	1.23539908346964	Adj.	YAL042W	viable	1.17907570251235
7210	7210_200	200	7210_200_0231	0230/31	HOP	YAL043C-A	-0.0741220004142991	Adj.	YAL043C-A		-0.103564897318955
7210	7210_200	200	7210_200_0231	0230/31	HOP	GCV3	0.0435825400867868	Adj.	YAL044C	viable	0.0360578084406011
7210	7210_200	200	7210_200_0231	0230/31	HOP	YAL045C	-0.0030184102854696	Adj.	YAL045C	viable	-0.00486332347835863
7210	7210_200	200	7210_200_0231	0230/31	HOP	AIM1	-0.0402071981151695	Adj.	YAL046C	viable	-0.0505552274236446
7210	7210_200	200	7210_200_0231	0230/31	HOP	SPC72	0.0562117702715581	Adj.	YAL047C	viable	0.0246536137779299
7210	7210_200	200	7210_200_0231	0230/31	HOP	GEM1	0.0835052084061344	Adj.	YAL048C	viable	0.0860020659079419
7210	7210_200	200	7210_200_0231	0230/31	HOP	AIM2	0.111693664350134	Adj.	YAL049C	viable	0.121284225779333
7210	7210_200	200	7210_200_0231	0230/31	HOP	OAF1	0.641297759004348	Adj.	YAL051W	viable	1.29842055142967
7210	7210_200	200	7210_200_0231	0230/31	HOP	FLC2	-0.00492282000857709	Adj.	YAL053W	viable	-0.00544786520855509
7210	7210_200	200	7210_200_0231	0230/31	HOP	ACS1	-0.0627877475594646	Adj.	YAL054C	viable	-0.0883840608444284
7210	7210_200	200	7210_200_0231	0230/31	HOP	PEX22	-0.437997176316241	Adj.	YAL055W	viable	-0.567476808828069
7210	7210_200	200	7210_200_0231	0230/31	HOP	GPB2	-0.0147294831519255	Adj.	YAL056W	viable	-0.0161412760937863
7210	7210_200	200	7210_200_0231	0230/31	HOP	YAL058C-A	-0.243535689559887	Adj.	YAL058C-A		-0.229605846938482
7210	7210_200	200	7210_200_0231	0230/31	HOP	CNE1	0.0298552420989807	Adj.	YAL058W	viable	0.0325388122230464
7210	7210_200	200	7210_200_0231	0230/31	HOP	ECM1	-0.854230250478447	Adj.	YAL059W	viable	-0.931561772096587
7210	7210_200	200	7210_200_0231	0230/31	HOP	BDH1	-0.0101988974756663	Adj.	YAL060W	viable	-0.0160790480023626
7210	7210_200	200	7210_200_0231	0230/31	HOP	BDH2	-0.421784569182202	Adj.	YAL061W	viable	-0.538019558195542
7210	7210_200	200	7210_200_0231	0230/31	HOP	GDH3	-0.791390947204855	Adj.	YAL062W	viable	-1.38752430534401
7210	7210_200	200	7210_200_0231	0230/31	HOP	TDA8	-0.0404844316172285	Adj.	YAL064C-A	viable	-0.0357425942016525
7210	7210_200	200	7210_200_0231	0230/31	HOP	YAL065C	-0.00347728432548059	Adj.	YAL065C	viable	-0.00445080953496832
7210	7210_200	200	7210_200_0231	0230/31	HOP	YAL066W	-0.460633145700135	Adj.	YAL066W	viable	-0.37375381989633
7210	7210_200	200	7210_200_0231	0230/31	HOP	SEO1	0.229259643642464	Adj.	YAL067C	viable	0.178036457284115
7210	7210_200	200	7210_200_0231	0230/31	HOP	PAU8	-0.0894581923705492	Adj.	YAL068C	viable	-0.12827411065772
7210	7210_200	200	7210_200_0231	0230/31	HOP	ERP1	0.0248165355037429	Adj.	YAR002C-A	viable	0.0331720424972116
7210	7210_200	200	7210_200_0231	0230/31	HOP	NUP60	-0.1321933758517	Adj.	YAR002W	viable	-0.0718738602000038
7210	7210_200	200	7210_200_0231	0230/31	HOP	SWD1	-0.0564725017380831	Adj.	YAR003W	viable	-0.0371263963843333
7210	7210_200	200	7210_200_0231	0230/31	HOP	BUD14	-0.189435601304666	Adj.	YAR014C	viable	-0.151342312028325
7210	7210_200	200	7210_200_0231	0230/31	HOP	KIN3	-0.204912372703463	Adj.	YAR018C	viable	-0.113810190043861
7210	7210_200	200	7210_200_0231	0230/31	HOP	PAU7	-0.0204991920589945	Adj.	YAR020C	viable	-0.0326470219237902
7210	7210_200	200	7210_200_0231	0230/31	HOP	YAR023C	0.0213422653211443	Adj.	YAR023C	viable	0.0316414734116054
7210	7210_200	200	7210_200_0231	0230/31	HOP	UIP3	-0.0811288174478402	Adj.	YAR027W	viable	-0.136553218867653
7210	7210_200	200	7210_200_0231	0230/31	HOP	YAR028W	-0.0150994169992902	Adj.	YAR028W	viable	-0.0101812976450405
7210	7210_200	200	7210_200_0231	0230/31	HOP	YAR029W	-0.0406524106133462	Adj.	YAR029W	viable	-0.0674757831024496
7210	7210_200	200	7210_200_0231	0230/31	HOP	YAR030C	-0.168983668328548	Adj.	YAR030C	viable	-0.319201082677646
7210	7210_200	200	7210_200_0231	0230/31	HOP	PRM9	-0.000992143833647387	Adj.	YAR031W	viable	-0.00135120229764043
7210	7210_200	200	7210_200_0231	0230/31	HOP	YAT1	-0.0565210595352844	Adj.	YAR035W	viable	-0.0712379889308269
7210	7210_200	200	7210_200_0231	0230/31	HOP	YAR040C	-0.288112735988307	Adj.	YAR040C		-0.327631027667951
7210	7210_200	200	7210_200_0231	0230/31	HOP	SWH1	-0.721192342519005	Adj.	YAR042W	viable	-0.613695438576037
7210	7210_200	200	7210_200_0231	0230/31	HOP	YAR043C	-0.953302702899556	Adj.	YAR043C		-0.823422246507183
7210	7210_200	200	7210_200_0231	0230/31	HOP	YAR044W	0.245921908841357	Adj.	YAR044W		0.17154563862019
7210	7210_200	200	7210_200_0231	0230/31	HOP	YAR047C	0.0361986391623162	Adj.	YAR047C	viable	0.0377143757880585
7210	7210_200	200	7210_200_0231	0230/31	HOP	FLO1	-0.0948042045207767	Adj.	YAR050W	viable	-0.139303945153953
7210	7210_200	200	7210_200_0231	0230/31	HOP	PDR3	0.0127665568919133	Adj.	YBL005W	viable	0.0138490153063969
7210	7210_200	200	7210_200_0231	0230/31	HOP	ECM15	-0.0915222745981696	Adj.	YBL001C	viable	-0.104345210995119
7210	7210_200	200	7210_200_0231	0230/31	HOP	HTB2	0.0556521574909443	Adj.	YBL002W	viable	0.0635742650741002
7210	7210_200	200	7210_200_0231	0230/31	HOP	HTA2	-0.161738326598413	Adj.	YBL003C	viable	-0.130709394493151
7210	7210_200	200	7210_200_0231	0230/31	HOP	LDB7	-0.0533701010085082	Adj.	YBL006C	viable	-0.00898004536042367
7210	7210_200	200	7210_200_0231	0230/31	HOP	SLA1	-1.22069019301921	Adj.	YBL007C	viable	-0.285091444920819
7210	7210_200	200	7210_200_0231	0230/31	HOP	HIR1	0.0279905526121047	Adj.	YBL008W	viable	0.0273755535892192
7210	7210_200	200	7210_200_0231	0230/31	HOP	ALK2	0.0866191003244635	Adj.	YBL009W	viable	0.0751843748631588
7210	7210_200	200	7210_200_0231	0230/31	HOP	YBL010C	0.220373092245197	Adj.	YBL010C	viable	0.293905144716224
7210	7210_200	200	7210_200_0231	0230/31	HOP	SCT1	0.304227084394283	Adj.	YBL011W	viable	0.287066453676679
7210	7210_200	200	7210_200_0231	0230/31	HOP	YBL012C	0.321272489866755	Adj.	YBL012C	viable	0.285915369270607
7210	7210_200	200	7210_200_0231	0230/31	HOP	FMT1	-0.0908218928256629	Adj.	YBL013W	viable	-0.120899965868116
7210	7210_200	200	7210_200_0231	0230/31	HOP	ACH1	-0.0543417743452239	Adj.	YBL015W	viable	-0.105347195042592
7210	7210_200	200	7210_200_0231	0230/31	HOP	PEP1	1.32864474395919	Adj.	YBL017C	viable	1.50811448260726
7210	7210_200	200	7210_200_0231	0230/31	HOP	APN2	0.052853463613844	Adj.	YBL019W	viable	0.0561662312078283
7210	7210_200	200	7210_200_0231	0230/31	HOP	PIM1	-1.86872573856241	Adj.	YBL022C	viable	-0.725090945539355
7210	7210_200	200	7210_200_0231	0230/31	HOP	NCL1	-0.656682728067169	Adj.	YBL024W	viable	-0.474909979497909
7210	7210_200	200	7210_200_0231	0230/31	HOP	RPL19B	-1.17124288926252	Adj.	YBL027W	viable	-1.07558437895376
7210	7210_200	200	7210_200_0231	0230/31	HOP	YBL028C	-0.151233541470462	Adj.	YBL028C	viable	-0.193418378369113
7210	7210_200	200	7210_200_0231	0230/31	HOP	YBL029W	0.00112859323296111	Adj.	YBL029W	viable	0.00151003960768027
7210	7210_200	200	7210_200_0231	0230/31	HOP	SHE1	0.0597912291594514	Adj.	YBL031W	viable	0.0395278867905761
7210	7210_200	200	7210_200_0231	0230/31	HOP	HEK2	0.169500581811225	Adj.	YBL032W	viable	0.139536649145364
7210	7210_200	200	7210_200_0231	0230/31	HOP	YBL036C	-0.0621582883125843	Adj.	YBL036C	viable	-0.109361450727102
7210	7210_200	200	7210_200_0231	0230/31	HOP	APL3	0.0885115883474475	Adj.	YBL037W	viable	0.134402365952378
7210	7210_200	200	7210_200_0231	0230/31	HOP	MRPL16	0.120109332451363	Adj.	YBL038W	viable	0.0716391216540247
7210	7210_200	200	7210_200_0231	0230/31	HOP	URA7	0.353291917043083	Adj.	YBL039C	viable	0.204327503716472
7210	7210_200	200	7210_200_0231	0230/31	HOP	FUI1	0.0361165547546888	Adj.	YBL042C	viable	0.0145094607459063
7210	7210_200	200	7210_200_0231	0230/31	HOP	ECM13	-0.330556183993904	Adj.	YBL043W	viable	-0.332430585514003
7210	7210_200	200	7210_200_0231	0230/31	HOP	YBL044W	0.471163950426908	Adj.	YBL044W	viable	0.448115925703834
7210	7210_200	200	7210_200_0231	0230/31	HOP	COR1	3.09828627965434	Adj.	YBL045C	viable	2.75880213366666
7210	7210_200	200	7210_200_0231	0230/31	HOP	PSY4	0.495448553006886	Adj.	YBL046W	viable	0.365035828667101
7210	7210_200	200	7210_200_0231	0230/31	HOP	EDE1	0.0403290904251078	Adj.	YBL047C	viable	0.0230784161125074
7210	7210_200	200	7210_200_0231	0230/31	HOP	RRT1	-0.0444360349806201	Adj.	YBL048W	viable	-0.0622507692588391
7210	7210_200	200	7210_200_0231	0230/31	HOP	MOH1	-0.0911674908503717	Adj.	YBL049W	viable	-0.105545202576919
7210	7210_200	200	7210_200_0231	0230/31	HOP	PIN4	-1.02273320016238	Adj.	YBL051C	viable	-0.541806406773486
7210	7210_200	200	7210_200_0231	0230/31	HOP	SAS3	-0.00591534311802271	Adj.	YBL052C	viable	-0.00456253849912268
7210	7210_200	200	7210_200_0231	0230/31	HOP	YBL053W	-0.251879285341649	Adj.	YBL053W	viable	-0.350407392231998
7210	7210_200	200	7210_200_0231	0230/31	HOP	TOD6	-0.812485602323018	Adj.	YBL054W	viable	-0.620075966791822
7210	7210_200	200	7210_200_0231	0230/31	HOP	YBL055C	0.421071080941848	Adj.	YBL055C	viable	0.402607143694993
7210	7210_200	200	7210_200_0231	0230/31	HOP	PTC3	0.357432133458829	Adj.	YBL056W	viable	0.375621627840584
7210	7210_200	200	7210_200_0231	0230/31	HOP	PTH2	0.732060465552687	Adj.	YBL057C	viable	0.995372541296375
7210	7210_200	200	7210_200_0231	0230/31	HOP	SHP1	0.252001410118998	Adj.	YBL058W	viable	0.109377671560606
7210	7210_200	200	7210_200_0231	0230/31	HOP	YBL059W	-0.130650495832603	Adj.	YBL059W	viable	-0.142349163983742
7210	7210_200	200	7210_200_0231	0230/31	HOP	YEL1	-0.0231229398169783	Adj.	YBL060W	viable	-0.0269208615046393
7210	7210_200	200	7210_200_0231	0230/31	HOP	SKT5	0.116188417590192	Adj.	YBL061C	viable	0.0754888404693772
7210	7210_200	200	7210_200_0231	0230/31	HOP	YBL062W	0.109235292581574	Adj.	YBL062W	viable	0.061038479262869
7210	7210_200	200	7210_200_0231	0230/31	HOP	KIP1	-0.00974204765535395	Adj.	YBL063W	viable	-0.014034440477621
7210	7210_200	200	7210_200_0231	0230/31	HOP	PRX1	0.0355741798248328	Adj.	YBL064C	viable	0.0557963097347735
7210	7210_200	200	7210_200_0231	0230/31	HOP	YBL065W	1.37178860707505	Adj.	YBL065W	viable	1.11135965826414
7210	7210_200	200	7210_200_0231	0230/31	HOP	SEF1	-0.0254056213447839	Adj.	YBL066C	viable	-0.0366009928523254
7210	7210_200	200	7210_200_0231	0230/31	HOP	UBP13	-0.0781859522924526	Adj.	YBL067C	viable	-0.0285667158475163
7210	7210_200	200	7210_200_0231	0230/31	HOP	PRS4	0.0478858990274819	Adj.	YBL068W	viable	0.073365216906165
7210	7210_200	200	7210_200_0231	0230/31	HOP	AST1	0.302276183220094	Adj.	YBL069W	viable	0.531438086570848
7210	7210_200	200	7210_200_0231	0230/31	HOP	YBL070C	-0.0475373403903107	Adj.	YBL070C	viable	-0.0615375767551688
7210	7210_200	200	7210_200_0231	0230/31	HOP	YBL071C	-0.179789711260826	Adj.	YBL071C	viable	-0.151156393691875
7210	7210_200	200	7210_200_0231	0230/31	HOP	RPS8A	-0.127903907018766	Adj.	YBL072C	viable	-0.129176775053631
7210	7210_200	200	7210_200_0231	0230/31	HOP	SSA3	-0.0446075265040786	Adj.	YBL075C	viable	-0.0674682440755398
7210	7210_200	200	7210_200_0231	0230/31	HOP	ATG8	-0.0377742803749408	Adj.	YBL078C	viable	-0.0473921692297029
7210	7210_200	200	7210_200_0231	0230/31	HOP	NUP170	0.336752028612039	Adj.	YBL079W	viable	0.206388186329844
7210	7210_200	200	7210_200_0231	0230/31	HOP	PET112	0.0244197520628844	Adj.	YBL080C	viable	0.013976798556235
7210	7210_200	200	7210_200_0231	0230/31	HOP	YBL081W	-0.112228715208326	Adj.	YBL081W	viable	-0.130932480246191
7210	7210_200	200	7210_200_0231	0230/31	HOP	ALG3	-0.464703841852969	Adj.	YBL082C	viable	-0.472173825579634
7210	7210_200	200	7210_200_0231	0230/31	HOP	YBL083C	-0.0479931128262419	Adj.	YBL083C	viable	-0.0197203843960394
7210	7210_200	200	7210_200_0231	0230/31	HOP	BOI1	-0.0273579886529165	Adj.	YBL085W	viable	-0.0259728299811017
7210	7210_200	200	7210_200_0231	0230/31	HOP	YBL086C	-0.00561143553102449	Adj.	YBL086C	viable	-0.00552193493139257
7210	7210_200	200	7210_200_0231	0230/31	HOP	RPL23A	1.07724462370143	Adj.	YBL087C	viable	0.941217442760948
7210	7210_200	200	7210_200_0231	0230/31	HOP	TEL1	0.236235118011408	Adj.	YBL088C	viable	0.327759090479027
7210	7210_200	200	7210_200_0231	0230/31	HOP	AVT5	-0.188707643376039	Adj.	YBL089W	viable	-0.205518505872184
7210	7210_200	200	7210_200_0231	0230/31	HOP	MRP21	4.66234005458956	Adj.	YBL090W	viable	0.777678115341007
7210	7210_200	200	7210_200_0231	0230/31	HOP	MAP2	0.043052747668879	Adj.	YBL091C	viable	0.0384129413623408
7210	7210_200	200	7210_200_0231	0230/31	HOP	YBL095W	-0.156963131773438	Adj.	YBL095W	viable	-0.19045577958849
7210	7210_200	200	7210_200_0231	0230/31	HOP	SCS22	-0.0385414731554555	Adj.	YBL091C-A	viable	-0.0287561503597683
7210	7210_200	200	7210_200_0231	0230/31	HOP	ROX3	-1.17931822414382	Adj.	YBL093C	viable	-0.35600477650355
7210	7210_200	200	7210_200_0231	0230/31	HOP	YBL094C	-0.217771818879302	Adj.	YBL094C	viable	-0.256937954679052
7210	7210_200	200	7210_200_0231	0230/31	HOP	YBL096C	-0.121369024598858	Adj.	YBL096C	viable	-0.161838450117362
7210	7210_200	200	7210_200_0231	0230/31	HOP	BNA4	-0.520599477544408	Adj.	YBL098W	viable	-1.07607853599848
7210	7210_200	200	7210_200_0231	0230/31	HOP	ATP1	4.51111723760561	Adj.	YBL099W	viable	1.50992169009575
7210	7210_200	200	7210_200_0231	0230/31	HOP	YBL100C	0.837877189838392	Adj.	YBL100C	viable	0.452890690716817
7210	7210_200	200	7210_200_0231	0230/31	HOP	ECM21	-1.28479020319792	Adj.	YBL101C	viable	-0.960748530958603
7210	7210_200	200	7210_200_0231	0230/31	HOP	SFT2	-1.93041796218951	Adj.	YBL102W	viable	-2.0823932369416
7210	7210_200	200	7210_200_0231	0230/31	HOP	SEA4	-0.118141483487503	Adj.	YBL104C	viable	-0.0993147320733198
7210	7210_200	200	7210_200_0231	0230/31	HOP	SRO77	-1.89463609157812	Adj.	YBL106C	viable	-2.43016451273469
7210	7210_200	200	7210_200_0231	0230/31	HOP	YBL107C	-0.049232825112736	Adj.	YBL107C	viable	-0.0480350319878807
7210	7210_200	200	7210_200_0231	0230/31	HOP	NTH2	-0.0330149987175204	Adj.	YBR001C	viable	-0.0524740791013606
7210	7210_200	200	7210_200_0231	0230/31	HOP	RCR1	-0.0355992183532284	Adj.	YBR005W	viable	-0.0331067948076887
7210	7210_200	200	7210_200_0231	0230/31	HOP	UGA2	1.4845050218837	Adj.	YBR006W		1.18990581360191
7210	7210_200	200	7210_200_0231	0230/31	HOP	DSF2	-0.16000780035235	Adj.	YBR007C	viable	-0.242676385509388
7210	7210_200	200	7210_200_0231	0230/31	HOP	FLR1	0.77853693269688	Adj.	YBR008C	viable	0.869535233263388
7210	7210_200	200	7210_200_0231	0230/31	HOP	HHF1	0.0275104550906328	Adj.	YBR009C	viable	0.0360390124062439
7210	7210_200	200	7210_200_0231	0230/31	HOP	HHT1	0.0876475058786614	Adj.	YBR010W	viable	0.16594500796627
7210	7210_200	200	7210_200_0231	0230/31	HOP	YBR012C	0.0144903169633066	Adj.	YBR012C	viable	0.0195908517093439
7210	7210_200	200	7210_200_0231	0230/31	HOP	YBR013C	0.0246703715448401	Adj.	YBR013C	viable	0.0354105385430209
7210	7210_200	200	7210_200_0231	0230/31	HOP	GRX7	0.0408566923493776	Adj.	YBR014C	viable	0.0634603016669918
7210	7210_200	200	7210_200_0231	0230/31	HOP	MNN2	-0.00550583737831939	Adj.	YBR015C	viable	-0.00292625822714469
7210	7210_200	200	7210_200_0231	0230/31	HOP	YBR016W	0.00945557455476173	Adj.	YBR016W	viable	0.0175744577264756
7210	7210_200	200	7210_200_0231	0230/31	HOP	GAL7	1.48760131409047	Adj.	YBR018C	viable	1.69083902241233
7210	7210_200	200	7210_200_0231	0230/31	HOP	GAL10	2.2647771625963	Adj.	YBR019C	viable	2.20169492220287
7210	7210_200	200	7210_200_0231	0230/31	HOP	GAL1	-0.186316842114002	Adj.	YBR020W	viable	-0.263551107605001
7210	7210_200	200	7210_200_0231	0230/31	HOP	POA1	0.00227216405341607	Adj.	YBR022W	viable	0.00348864344247253
7210	7210_200	200	7210_200_0231	0230/31	HOP	CHS3	0.146443095021396	Adj.	YBR023C	viable	0.0621511938702255
7210	7210_200	200	7210_200_0231	0230/31	HOP	SCO2	-0.469288855411675	Adj.	YBR024W	viable	-0.745907638796281
7210	7210_200	200	7210_200_0231	0230/31	HOP	OLA1	0.0212175763846582	Adj.	YBR025C	viable	0.0268811722883704
7210	7210_200	200	7210_200_0231	0230/31	HOP	ETR1	0.239766178294078	Adj.	YBR026C	viable	0.154715125828819
7210	7210_200	200	7210_200_0231	0230/31	HOP	YBR027C	-0.0544678889717315	Adj.	YBR027C	viable	-0.0407070016449485
7210	7210_200	200	7210_200_0231	0230/31	HOP	YPK3	0.240876952484557	Adj.	YBR028C	viable	0.333751240711918
7210	7210_200	200	7210_200_0231	0230/31	HOP	RKM3	0.355917011479546	Adj.	YBR030W	viable	0.366747071292972
7210	7210_200	200	7210_200_0231	0230/31	HOP	RPL4A	1.39382238195462	Adj.	YBR031W	viable	1.07403027971975
7210	7210_200	200	7210_200_0231	0230/31	HOP	YBR032W	0.0171540102891528	Adj.	YBR032W	viable	0.0156480647499546
7210	7210_200	200	7210_200_0231	0230/31	HOP	EDS1	-0.877048395926923	Adj.	YBR033W	viable	-1.55146129579618
7210	7210_200	200	7210_200_0231	0230/31	HOP	HMT1	0.0742315697413743	Adj.	YBR034C	viable	0.0876499621928497
7210	7210_200	200	7210_200_0231	0230/31	HOP	PDX3	0.048165582582628	Adj.	YBR035C	viable	0.0508316616006583
7210	7210_200	200	7210_200_0231	0230/31	HOP	CSG2	-0.0665778389443287	Adj.	YBR036C	viable	-0.0125411626250345
7210	7210_200	200	7210_200_0231	0230/31	HOP	SCO1	4.02249030367403	Adj.	YBR037C	viable	2.05482710462178
7210	7210_200	200	7210_200_0231	0230/31	HOP	FIG1	0.0954066711730568	Adj.	YBR040W	viable	0.0906238211232911
7210	7210_200	200	7210_200_0231	0230/31	HOP	FAT1	-0.00758098701388507	Adj.	YBR041W	viable	-0.00379864157245292
7210	7210_200	200	7210_200_0231	0230/31	HOP	CST26	0.459770380352864	Adj.	YBR042C	viable	0.3215707519397
7210	7210_200	200	7210_200_0231	0230/31	HOP	QDR3	0.196571001172533	Adj.	YBR043C	viable	0.227529863465418
7210	7210_200	200	7210_200_0231	0230/31	HOP	TCM62	-0.1529453377911	Adj.	YBR044C	viable	-0.108426131173473
7210	7210_200	200	7210_200_0231	0230/31	HOP	GIP1	0.82240691609325	Adj.	YBR045C	viable	1.10314718293321
7210	7210_200	200	7210_200_0231	0230/31	HOP	ZTA1	1.48469067641893	Adj.	YBR046C	viable	1.96479640423185
7210	7210_200	200	7210_200_0231	0230/31	HOP	FMP23	0.119463569625613	Adj.	YBR047W	viable	0.192164241078863
7210	7210_200	200	7210_200_0231	0230/31	HOP	RPS11B	0.0235771709371011	Adj.	YBR048W	viable	0.0168162550791126
7210	7210_200	200	7210_200_0231	0230/31	HOP	REG2	0.755503159787902	Adj.	YBR050C	viable	1.27926865066501
7210	7210_200	200	7210_200_0231	0230/31	HOP	YBR051W	0.0935925440119975	Adj.	YBR051W	viable	0.136526087670957
7210	7210_200	200	7210_200_0231	0230/31	HOP	RFS1	0.0111567121076548	Adj.	YBR052C	viable	0.011812009969365
7210	7210_200	200	7210_200_0231	0230/31	HOP	YBR053C	0.285851268064155	Adj.	YBR053C	viable	0.346867358889409
7210	7210_200	200	7210_200_0231	0230/31	HOP	YRO2	-0.113284521126669	Adj.	YBR054W	viable	-0.181444547085254
7210	7210_200	200	7210_200_0231	0230/31	HOP	YBR056W	1.37050914723704	Adj.	YBR056W	viable	2.03680187286634
7210	7210_200	200	7210_200_0231	0230/31	HOP	MUM2	0.203608572342044	Adj.	YBR057C	viable	0.218599120217897
7210	7210_200	200	7210_200_0231	0230/31	HOP	UBP14	-0.611527188473242	Adj.	YBR058C	viable	-0.743865830758811
7210	7210_200	200	7210_200_0231	0230/31	HOP	AKL1	0.447023293711318	Adj.	YBR059C	viable	0.25738411613125
7210	7210_200	200	7210_200_0231	0230/31	HOP	YBR062C	-0.0921286642669402	Adj.	YBR062C	viable	-0.121927104381872
7210	7210_200	200	7210_200_0231	0230/31	HOP	YBR063C	-0.00425703187310324	Adj.	YBR063C	viable	-0.00578759531336858
7210	7210_200	200	7210_200_0231	0230/31	HOP	YBR064W	-0.00401684922223345	Adj.	YBR064W	viable	-0.00638092731303787
7210	7210_200	200	7210_200_0231	0230/31	HOP	ECM2	-0.0760758831167078	Adj.	YBR065C	viable	-0.150132893029882
7210	7210_200	200	7210_200_0231	0230/31	HOP	NRG2	0.856760055466775	Adj.	YBR066C	viable	1.10708529835055
7210	7210_200	200	7210_200_0231	0230/31	HOP	TIP1	1.03362804732084	Adj.	YBR067C	viable	1.29313374039047
7210	7210_200	200	7210_200_0231	0230/31	HOP	BAP2	-0.0112757480826382	Adj.	YBR068C	viable	-0.011767013376523
