orf	hap a (post-SGA) | growth (colony size) | expression of human TDP-43 [GAL] | SC - Leu, Gal [2%] | Armakola M~Gitler AD, 2012	hap a (post-SGA) | growth (colony size) | expression of human TDP-43 [GAL] | SC - Ura, Gal [2%] | Armakola M~Gitler AD, 2012
YBR180W	-0.37041600577252937	0.3839165831995178
YBR181C	1.7657459699754356	1.8788676110053792
YBR182C	0.31966477856795456	0.22139042303335818
YBR182C-A		
YBR183W		0.03670290536464121
YBR184W	0.006114925183368579	0.03427490438596582
YBR185C	0.4961347323648572	-0.7920316916211152
YBR186W	-0.2981220769733122	0.08099279626949459
YBR187W	0.978636015700646	-0.41413691069951925
YBR188C		-0.34936076723872206
YBR189W	2.176950863635124	2.356966408022811
YBR191W	-0.6806711832121657	0.9346703165919364
YBR194W	1.1801880186268425	-0.35815067784873333
YBR195C	1.4497703251905218	0.11407339416008211
YBR196C-A	0.8516974531048025	
YBR196C-B	0.9333794370159729	
YBR197C	0.09448881173541289	-0.20465857703322257
YBR199W	0.3225132033662387	-0.0659445676800926
YBR200W		-0.6686892043979966
YBR200W-A	-0.5043516371833593	
YBR201W	-0.00844386309666773	0.5265972259084738
YBR203W		-0.10047946615486023
YBR204C	1.3172797270888803	0.07845142402766114
YBR205W	0.7450937721476804	0.041958348642048685
YBR206W	0.34647589551065155	0.005360891650986796
YBR207W		-0.36810380946425064
YBR208C	-0.2308009273168119	-0.14550272601970454
YBR209W		-0.017549711418732183
YBR210W	-0.28804599955027443	-0.033846519317334484
YBR212W	0.2810391935932735	-0.4650174497512799
YBR213W	0.9292164980461044	0.05442963881703725
YBR214W	-0.4339247535715838	-0.2075566486585296
YBR215W	1.0036447255050003	-0.07330195924118388
YBR216C		0.07767182952997759
YBR217W	0.2131723496376474	-0.5247853081013764
YBR218C	0.761090446260322	0.06725643704567659
YBR219C	0.2737748713060501	-0.031416793909298094
YBR220C	-1.0562897232442408	0.02532388098962155
YBR221C	0.32348961081945804	1.1214247644236393
YBR221W-A		
YBR222C		-0.29378774955656495
YBR223C	0.5483287139730405	-0.29065879686979385
YBR224W		0.25538286213339073
YBR225W	-0.8721154112104778	-0.286075904715634
YBR226C		0.5788479566616593
YBR227C	0.11348245385532618	0.17245535610011414
YBR228W		-0.1111482488032395
YBR229C		-0.22093341308568618
YBR230C	-0.2242171691042385	0.1798259381954543
YBR230W-A		
YBR231C	0.9496787912239155	-0.35395677684121307
YBR232C	0.7358405868112513	-0.24117249875445293
YBR233W		0.08841432841155263
YBR235W	-0.17348189423870705	-0.06414438218525476
YBR238C	-0.1626631007707315	-0.006462163571694963
YBR239C	-1.9348308194895254	-0.29146674692879354
YBR240C	0.006479135729254336	-0.30185702785951746
YBR241C	0.27305639452952457	-0.12851676215627347
YBR242W		0.014779670873650065
YBR244W		-0.031058192667468024
YBR245C	-0.01127395306371698	0.3222725588247506
YBR246W	2.090780264429778	0.8533934819183648
YBR248C	0.04070871184548817	-1.4868297553926817
YBR249C	0.5011883090689481	-0.00755440497332247
YBR250W		0.19956056073415185
YBR251W	2.376855217828995	-0.8990956956618674
YBR255W	0.8934610910593082	-0.7009961811834282
YBR258C	0.9628860849100462	-0.4779679758875341
YBR259W	1.1292737460868825	-0.3315331767722984
YBR260C	0.10981113697043325	-0.39428906607829883
YBR261C	0.07514774010159146	0.45231307586438974
YBR262C		-0.00571349699727527
YBR263W	-0.28258967807871954	0.10655433171810072
YBR264C	0.32180156330644477	0.017623862216568774
YBR266C		2.7532643262743752
YBR267W		1.76090873351838
YBR268W		-0.9366530180282198
YBR269C	1.0398134430942094	0.9308517127073248
YBR270C		0.08644866283416007
YBR271W	0.8011349607166707	0.3867555072184846
YBR272C	-1.3168997713771913	0.24061491459532056
YBR273C	0.49869912265892663	0.3273535148704183
YBR274W	0.42135161715561864	0.10045328350168878
YBR275C		0.16515968871167294
YBR276C	-0.26888143951207	-0.01651137223431982
YBR277C	-0.35435531513049146	-0.1034637847912434
YBR278W	-0.03683519388392883	0.3474494506718604
YBR279W		
YBR280C	0.054795455911189575	0.06687342194851628
YBR281C	0.8385380164357932	-0.22232888951861443
YBR282W	0.041220844080658604	-0.10854438219092293
YBR283C	0.4534773490776148	-0.2130400710688303
YBR284W	-0.5733589697937642	0.059165821073976346
YBR285W	0.6416200644142456	0.2176993781330138
YBR286W	1.034825125958921	0.0257595225012279
YBR287W	0.15925675845249554	0.058140740237732226
YBR288C	0.3819329730400669	0.4580173210118826
YBR289W	0.5879866431741998	3.3891447101828756
YBR290W	-0.36212244685734213	-0.34595019915287173
YBR291C	0.36694378236578845	0.180550362152321
YBR292C	0.627478626614691	0.09578049251634287
YBR293W	0.35018947573534004	0.14822747293833688
YBR294W		-0.4721747822352942
YBR295W		-0.18619456689162833
YBR296C		-0.23618980729975417
YBR296C-A	-0.0652349151871788	
YBR297W	0.7732759615549235	0.04862463261173078
YBR298C	0.7455592904051349	-0.6463705827644562
YBR299W	0.0845221217800814	-0.18489909094687262
YBR300C	-0.4954154268953974	-0.425889399063618
YBR301W	0.28045434355286647	-0.3292958718303091
YCL001W	-0.20437577410960134	0.12402206528846378
YCL001W-A		-0.15854660167715282
YCL001W-B		
YCL002C	0.031894630179141646	0.20854942538612078
YCL005W		-0.2986251075780093
YCL005W-A	5.1410112671985715	
YCL007C		
YCL008C		-1.4868297553926817
YCL009C	0.9494419922171194	0.039025925643068164
YCL010C	0.96187362931406	-0.5773745907206295
YCL011C	-1.2745276656335693	-0.16156287428194369
YCL012C	0.7399457244487523	
YCL014W	-0.2574013490802337	-0.09423695226149112
YCL016C	-1.299503434893671	-0.2129527333462476
YCL021W-A	-0.06392226557470311	
YCL022C	-0.23755000977035046	0.08054848523852365
YCL023C	-0.28794282727959686	-0.07695614354581369
YCL024W		-0.10522704186762076
YCL025C		0.0008336033382381221
YCL026C-A	0.3106962492554431	-0.06316906336215732
YCL026C-B	0.5807521538327145	
YCL027W		-0.015793361052282264
YCL028W	-0.6654594884842574	0.06274140507215076
YCL029C	0.8295384111381378	0.05390450782449387
YCL030C		-1.4868297553926817
YCL032W	-0.6208175927857295	-0.9648529819988672
YCL033C	-0.030269459742738924	-0.744386526757812
YCL034W	0.5123781497995409	0.19571154854617356
YCL035C	0.4779646038512556	-0.11139799884472239
YCL036W	-0.016446861550760104	-0.7161467503034653
YCL037C	0.4251658835721733	0.5409438208862163
YCL038C	0.6577382456287997	-0.3054456210060456
YCL039W	0.3639002003808011	0.020515757200568824
YCL040W		0.23677010949000787
YCL042W	-0.510479199934021	0.20427181502640454
YCL044C	-0.19977155615069045	-0.7183074453625926
YCL045C		0.01060749587154907
YCL046W	0.7959775902221994	0.3196114006561526
YCL047C	1.1898806183932051	0.10295024787863089
YCL048W		0.07775791588113534
YCL049C	0.37867993891521	0.024078285205955077
YCL050C		-0.7491591116504606
YCL051W	0.6199607242886939	0.42033612600020803
YCL055W		-0.08613626886240805
YCL056C	0.09458825488787316	-0.9895165837773
YCL057C-A	-0.10979663484403561	
YCL057W	-0.06706777679096235	-0.03787079042358083
YCL058C		9.813682489863627
YCL061C	0.006465462295791069	-0.2002470274875095
YCL063W	-2.3076829753240955	-0.018225928764017733
YCL064C		0.2866867990228731
YCL069W	0.44418438648020164	0.5852170194093773
YCL076W	0.0373804738365832	-0.19427836901277315
YCR001W	0.4186473849284019	0.21730013568705525
YCR002C		-0.9373545527562347
YCR003W	-0.35257528270145244	-1.2426260017274426
YCR004C	-0.6875812392687494	-0.1819333150457995
YCR005C	0.00936298715060245	0.060836859762876665
YCR006C	0.13911019728374588	-0.18612268621947034
YCR007C	0.01938685691859857	-0.004975342675945339
YCR008W		-0.6915845668776014
YCR009C		-1.0977068100946727
YCR010C		-0.1890663386497526
YCR011C		0.17063134673081384
YCR014C	0.4134409143774035	-0.07833793446992618
YCR015C	0.7345353954352102	0.19468629499677753
YCR016W		0.3032126511465974
YCR017C	0.6178394775427756	0.35476879317974913
YCR019W	0.49159826005355983	-0.7768993439665351
YCR020C	-0.45744989584517143	-0.4693716198132997
YCR020C-A		0.5387728169847897
YCR020W-B		
YCR021C	0.41190824679010946	0.018776741935795604
YCR022C		-0.17335030245424338
YCR023C	-0.9332076904047474	-0.0530275059986087
YCR024C		-1.085742141777728
YCR024C-A	0.6969073495836464	-0.10329570323907353
YCR025C	0.7012001861714161	-0.17090412687030246
YCR026C	0.42506208978179283	-0.33353681042008393
YCR027C	-0.375803338557065	-0.34922882787911574
YCR028C		9.570763807880814
YCR028C-A	1.1582085958543091	-1.2655262315254125
YCR030C	0.21083916467304806	-0.2929910214816441
YCR031C	1.5101820403101414	-0.24629901752357225
YCR032W	-1.6899147653739155	-0.4592603441598872
YCR033W		1.3837975738106087
YCR034W	0.6282256932975488	0.9529427080065489
YCR036W	-0.16111800278937993	-0.6018576900425457
YCR037C	0.7250304946191162	-0.06981213255441261
YCR043C	0.48878401883893396	-0.09866986157964937
YCR044C	0.6958893003103342	
YCR045C	0.8118853870173296	-0.17628358433064933
YCR046C	1.0837977709470938	0.2890101013350816
YCR047C	2.182887619837003	3.5682245089348594
YCR048W		-0.5085414004328157
YCR049C	0.4717438131451623	-0.23863323641850825
YCR050C		-0.04374310746889212
YCR051W	-0.07703757434480818	0.11443454352621975
YCR053W	0.21868647244156986	-0.35332364280323153
YCR059C	0.1683924765650808	0.1194516657928756
YCR060W		-0.27420723829389015
YCR061W	0.15242604974464583	-0.2255321445655699
YCR063W		0.029789273925242377
YCR065W	-0.5767070964331612	-0.5028759198123208
YCR066W	0.058926697376211305	-0.16156480274258797
YCR067C	-0.06754386088336592	-0.32043779404164185
YCR068W	-0.10652495512809247	-0.25742006596609307
YCR069W	0.6150128059340921	-0.1656521445808902
YCR071C	-0.4069240731195094	-1.3448487741608057
YCR073C		0.04760241022801732
YCR073W-A	0.19378404250640732	-0.2568617746812819
YCR075C	-0.21919839750350884	0.16617933323989895
YCR075W-A	0.9411770232082645	
YCR076C	-0.040602846322767665	-0.39927073162648563
YCR077C	1.0616598606503271	-1.265812189068712
YCR079W	1.5051085749755584	0.036646052192637814
YCR081W		-0.5214524330913861
YCR082W		0.19289626866184484
YCR083W	0.6988160365911807	0.4978368501705299
YCR084C		-1.4868297553926817
YCR085W		0.022247227886951455
YCR086W	1.3392740663342828	0.508516566945947
YCR087C-A	-0.3589694774046484	-0.3502145514484558
YCR087W		-0.026857013074629104
YCR088W	0.2753920655729354	0.2451247373264883
YCR089W	-0.044315805027753355	-0.173316658483615
YCR090C	-0.19044751756813347	
YCR091W	0.7313476208791554	0.1089245522384304
YCR092C	0.14754732725029768	0.07211363330180613
YCR094W	0.5804824142816659	-0.03972453684641625
YCR095C	1.9302728011618588	1.9796211049254948
YCR095W-A	0.2918971428025302	
YCR098C		0.0068219848093971054
YCR099C	-0.004068053628564008	-0.22226792564633782
YCR100C	-0.17672809164683226	-0.13107310226859548
YCR101C	0.5885056121261019	-0.13647538583235305
YCR102C		-0.0919562072141145
YCR102W-A		0.07346438916830271
YCR105W	0.22177045320724426	-0.13817130917423692
YCR106W	0.8470273540573866	-0.11890817208109983
YCR107W	-0.13843501971319028	-0.21150473929941088
YDL001W	0.5458786833043003	-0.24259886280132878
YDL002C	0.14017796813328812	-0.5649991890209464
YDL006W	0.3375993511141659	-0.5616769538832134
YDL009C	-0.33049890285527045	-0.44133772573065394
YDL010W	-0.2739225858221033	0.02624313007100897
YDL011C	0.43107902202534265	-0.02724929441110929
YDL012C	1.1984010319999427	0.7744805358566814
YDL013W	1.0540008733517772	0.7310267761950512
YDL018C	-0.19166134554785183	0.03128080637615707
YDL019C	0.4891283407543277	0.46995572661559426
YDL020C	0.6028770122157209	1.3431713555787381
YDL021W		-1.4868297553926817
YDL022W	-0.2285131132905226	0.39530965469878043
YDL023C	-0.25183874773948683	-0.04899126772009868
YDL024C	0.3876012327303028	-0.4050942258210348
YDL025C	0.6735295074796406	0.29449220805183335
YDL026W		0.10298774168195171
YDL027C	0.03745940683884854	0.2683926585542287
YDL032W		-1.1387574656674022
YDL033C	0.18417845549844725	-1.1290022063875769
YDL034W	-0.25693955994099626	0.3144602955406842
YDL035C	-0.13972405157695666	-1.0459014898588561
YDL036C		0.018032152932464483
YDL037C	0.07235214447805187	0.3478079071848353
YDL039C	0.049872709104554325	0.002601076714813746
YDL040C	-0.4585885199408417	0.5477204910368493
YDL041W		
YDL042C		
YDL044C	0.7556658222936138	-1.4868297553926817
YDL045W-A	0.015445800482657143	-1.4081126308417606
YDL046W	0.6423758323729437	-0.06300176996111478
YDL047W	2.295377092380368	-1.031760755603144
YDL048C	0.31179136697191195	0.07762349420577777
YDL049C	0.3451744332528276	-0.0017872630839125428
YDL050C	-0.08093201680303386	0.8235948584279246
YDL051W	0.294041385777455	0.9104965629722658
YDL052C	-0.2569544764138653	-0.049947583875442514
YDL053C	0.9492903414096174	0.31440320326511595
YDL054C		-0.1445258385192346
