orf	hap a (post-SGA) | growth (colony size) | expression of human TDP-43 [GAL] | SC - Leu, Gal [2%] | Armakola M~Gitler AD, 2012	hap a (post-SGA) | growth (colony size) | expression of human TDP-43 [GAL] | SC - Ura, Gal [2%] | Armakola M~Gitler AD, 2012
YDL171C	0.549153	-0.029181574863260173
YDL172C		-0.23100830166489028
YDL173W	2.67729	-0.20090001631297413
YDL174C	-0.398706	0.06530927969546035
YDL175C		0.053542085982640764
YDL176W		0.035836754065739745
YDL177C	0.819133	0.10557013699005596
YDL178W	0.13747	0.08339542033236336
YDL179W		0.08844573546534198
YDL180W	0.088185	-0.6294060913421442
YDL181W	0.341007	
YDL182W	4.762123	0.4477450570801227
YDL183C	0.735108	-0.34640819541561324
YDL184C		-0.34767934542741735
YDL185W		0.4915286090024787
YDL186W	-0.413868	-0.026147015868227097
YDL187C	0.94095	-0.07797786158400724
YDL188C	-0.517734	0.614039430999944
YDL189W	0.521958	0.29329700440664136
YDL190C	0.685574	-0.22011949920675
YDL191W	2.8995	0.8875859277365195
YDL192W	0.508676	-0.2380519736387963
YDL194W		-0.20304361630346543
YDL197C	0.142056	0.014392343895846232
YDL198C		-1.0
YDL199C	0.445366	0.046959439489010796
YDL200C	-0.946392	-0.06041914528761111
YDL201W	0.188638	-0.3024103088879043
YDL202W	2.455208	-1.0
YDL203C	0.501821	-0.15470086347279116
YDL204W	0.919668	-0.1215703559138224
YDL206W	-0.480842	0.07016715197559861
YDL210W	-0.300179	-0.05722524692076522
YDL211C	-0.773734	-0.09073576675508588
YDL213C	0.74871	0.10547735586969978
YDL214C	0.102883	0.11583242330608695
YDL215C	-0.341015	1.7686762510705845
YDL216C	0.0393	-0.1595578887708985
YDL218W		0.005124510248267239
YDL219W	-0.898996	-0.3002807988007005
YDL222C	-0.09962	-0.11876930372934644
YDL223C	0.283476	-0.645710389696445
YDL224C	0.441429	-0.4263399165879021
YDL225W		-0.10659031396372284
YDL226C	1.236635	-0.372648168741634
YDL227C	0.53885	-0.07620780735063265
YDL229W		-0.17530781208640706
YDL230W		0.1551097903428639
YDL231C	-0.118139	-0.02167592564153012
YDL232W	-0.078885	1.7902475094143422
YDL233W	-0.687933	0.05660114480333939
YDL234C	-0.978941	0.0025998550428603384
YDL236W		-0.13224012791521048
YDL237W		0.030521889648251005
YDL238C	-0.219192	-0.0854886976579407
YDL239C	1.680205	-0.03946158783007592
YDL240W	-0.420005	-0.14662447258598207
YDL241W	0.101203	-0.15803296582783874
YDL242W	-1.060594	0.04695510440664083
YDL243C	0.880737	-0.10436855121055882
YDR001C	0.902356	-0.229478953563888
YDR003W	0.296256	0.04772796780082608
YDR003W-A	-1.148466	
YDR004W		0.31939055496858265
YDR005C	1.11865	0.05696111204941787
YDR006C	-2.084919	-0.16897885540776109
YDR007W		-0.0385270324520664
YDR008C	0.391411	-0.21354954188105182
YDR009W	2.241625	-0.7528241687773247
YDR010C		-0.3321450996342732
YDR011W	-0.607461	-0.19951204290329205
YDR014W	0.61067	-0.14069007085070304
YDR015C	0.212245	-0.003298188598079149
YDR017C	0.432754	-0.3511688626572348
YDR018C		0.11390658216289226
YDR019C	-0.993042	-0.002784281435779412
YDR020C	0.178792	-0.06245219672876154
YDR022C	-0.16018	-0.27807928503948565
YDR024W	1.86951	1.6122863396453682
YDR025W	0.492707	1.9404047014036097
YDR026C	-0.591057	-0.09158169555615597
YDR027C	4.362893	0.21274283770644192
YDR028C		0.15942582410959072
YDR029W	-3.292814	0.10496352843062784
YDR030C	-2.285447	0.19687056159992028
YDR031W	0.036985	0.3542243892405957
YDR032C	0.673575	0.38594310736614656
YDR033W	-0.038318	0.09104892901023198
YDR034C		9.026173784287423
YDR034W-B	-0.121288	
YDR035W	0.524868	-0.14856094046197213
YDR036C	1.29775	-0.2617185913044887
YDR042C	0.096467	-0.10603977899195033
YDR043C	-1.312357	-0.15837981513067795
YDR046C	-0.293877	0.2671197000765545
YDR048C	0.370663	-0.540488367818573
YDR049W		-0.5624723740289523
YDR050C		-0.33685453344620575
YDR051C	-0.100545	-0.05450716191580979
YDR055W	0.188503	-0.004289573493873433
YDR056C	-1.454907	0.013585747226223105
YDR057W	-0.802329	0.05440472671644295
YDR058C	-0.843803	0.07726926387508778
YDR059C	-0.338691	0.16145521979150937
YDR061W	-1.281842	0.11988190795094114
YDR063W	0.329888	0.08455097082590751
YDR065W	4.364122	-0.7119424727041999
YDR066C		0.08682761025915825
YDR067C		0.7752246492622947
YDR068W	0.569032	-0.015945474480735605
YDR069C		-0.48773861418702213
YDR070C	1.167502	0.11047949267468632
YDR071C	1.489672	-0.3232202516150017
YDR072C	-0.083195	0.14172755477387028
YDR073W	-0.508689	0.3714306348718588
YDR074W	0.511063	-0.7468526709611378
YDR075W	4.047369	-0.21042041525830066
YDR076W		0.29222026690406677
YDR077W		0.10821689856018626
YDR078C	-1.054498	0.059494700940153245
YDR079C-A	1.318734	
YDR079W		-1.0
YDR080W	6.352428	-0.6188716623287535
YDR083W	6.196172	0.993103527931803
YDR084C	0.05252	-0.08530829323391997
YDR085C	-0.378323	-0.12255824336156573
YDR089W	-1.015819	-0.07471919953746345
YDR090C	-0.251942	-0.19658057415505728
YDR092W		-0.2001758072087206
YDR093W	-2.869387	0.30627326378879555
YDR094W	-1.25284	0.026361415630146462
YDR095C	-1.473229	0.10419768958883222
YDR096W		0.8262167954516676
YDR097C	0.172517	0.07276544050308081
YDR098C		0.02376983808061983
YDR099W	-1.092768	0.4265845343487686
YDR100W	-0.283808	-0.07015490638752997
YDR101C	1.756755	0.35046739548236566
YDR102C	0.663715	-0.0023469187995846796
YDR103W		
YDR104C	-0.244197	0.05883917032949712
YDR105C	-2.533362	0.028836869696419326
YDR107C	-0.086307	-0.12524299987569085
YDR108W		-0.22317344670330175
YDR109C	-0.477014	-0.05065546789319353
YDR110W		0.23284096554237216
YDR111C	-0.153754	-0.1320033012324024
YDR112W	-2.443244	-0.23887461891442185
YDR114C	17.296961	
YDR115W		
YDR116C	1.236771	-0.6950041349433886
YDR117C	-0.811751	0.18315266241436778
YDR119W	0.048419	-0.09762532644274183
YDR120C	0.369522	0.2319294017992049
YDR121W	0.748025	0.11448201370690583
YDR122W	0.003894	-0.26493358006994505
YDR123C		-1.0
YDR124W	1.51825	0.04505558846142932
YDR125C		0.17409339275102656
YDR126W	-0.13879	-0.4355272667478408
YDR127W	-1.352021	-0.3372140280310393
YDR128W	-1.151573	-0.3737756378461633
YDR129C	-1.614424	-0.23032355503733623
YDR130C	-0.808547	-0.12778184995706218
YDR131C	-0.796678	-0.09401663026785959
YDR132C	-0.172354	0.039506410404584386
YDR133C	-1.589204	-0.10890924174838099
YDR135C		-0.04660098061122683
YDR136C	-1.001084	0.17792536963882133
YDR137W	-0.035243	0.11807439016619017
YDR138W	1.178054	
YDR139C	1.411796	-0.23952984015980264
YDR140W		-0.10838248766623568
YDR142C	-2.455532	-0.20258245343031434
YDR143C		-0.016672845550556314
YDR144C	1.6813	0.011616178485368167
YDR146C	-3.007042	0.09911126755630145
YDR147W	-0.279809	-0.0361088785049174
YDR148C	0.851032	-0.0818174553330751
YDR149C	2.273756	1.4608701061034313
YDR150W	1.764635	0.4702372311460029
YDR151C	0.694093	-0.03224789522692581
YDR152W	-0.07307	-0.05187638581398432
YDR153C	-0.74916	-0.09859947111569994
YDR154C	0.77142	-0.17693733146317392
YDR155C		-0.0740454899313357
YDR156W	6.607907	1.866886892006401
YDR157W	0.853605	0.25454778365025205
YDR158W	-0.190127	0.07434838755714016
YDR159W		2.1982952794519073
YDR161W	-0.402894	0.3541475538640892
YDR162C	-0.366954	0.13450891114429622
YDR163W	-0.493591	0.2838180514942277
YDR165W	-0.565356	-0.048640298611303534
YDR169C	0.679165	-0.15519630493155281
YDR169C-A	-0.819064	
YDR171W	-1.189498	-0.04360155805276078
YDR173C	-0.569568	-0.37304780814064875
YDR174W	4.22026	2.027988601947257
YDR175C		-0.9362330675377077
YDR176W	1.983856	-1.0
YDR178W	0.667636	0.0936842606802612
YDR179C	-1.350362	-0.20983516476005631
YDR179W-A		-0.08690435553510548
YDR181C	-1.822192	0.11258617321572437
YDR182W-A	-0.758776	
YDR183W		0.12889267463821552
YDR184C	-1.045312	0.26920482315257377
YDR185C	-0.208857	-0.004889785106398314
YDR186C	-0.502035	-0.05779837227950427
YDR191W	-0.245275	-0.10035918730648155
YDR192C	-0.84727	-0.06018474496247808
YDR193W	-0.196312	-0.05480237140504618
YDR194C	-1.238208	-0.9397923506344615
YDR194W-A	-0.973782	
YDR195W		0.44112669964841866
YDR197W	0.591941	-0.8315721182580094
YDR198C	-0.478606	-0.02541486439885904
YDR199W		-0.4413845620669922
YDR200C		1.5332579957420132
YDR202C		0.0949282251465986
YDR203W	1.203461	-0.28608259035963146
YDR204W	-1.080892	-0.8320217356274109
YDR205W	-1.223255	0.26006037065910026
YDR206W	0.42637	0.13631904261131023
YDR207C	0.409616	-0.23704514544846988
YDR209C	1.147767	-0.20146629168684216
YDR210W		0.055132318810862
YDR213W	0.440567	0.05894639793299983
YDR214W	-3.321991	-0.0758777024779081
YDR215C	-0.466606	0.09136283210896623
YDR216W	-0.853175	-0.14180323289645486
YDR217C		-0.1791038966581576
YDR218C	1.173171	-0.14566921228447863
YDR219C	1.707527	-0.21781383697135157
YDR220C	0.611971	-0.14969616878574526
YDR221W	-0.155952	0.16662523302424234
YDR222W		0.026535937379329716
YDR223W	0.533541	-0.056362354762293176
YDR225W	-1.397121	0.2996286346691858
YDR226W		1.9824785420779483
YDR227W		
YDR229W		0.023958718478143376
YDR230W	-1.053879	-0.7851359214577216
YDR231C	-0.370657	-0.19154266229365768
YDR233C	-0.467675	-0.6893380673816245
YDR234W	-0.455094	-1.0
YDR237W	4.251925	-0.694703793787079
YDR239C	-0.738448	-0.10400119645453701
YDR241W	-0.747964	0.5074199987838882
YDR242W	-1.396485	-0.00960779098020248
YDR244W	0.111727	0.03663229641751703
YDR245W		-0.46889217215418955
YDR246W-A	-1.030444	
YDR247W	-1.917311	0.08678577034431723
YDR248C		-0.4443555104049138
YDR249C	0.654068	-0.07871388141684804
YDR250C	0.517523	-0.287987672821022
YDR251W	-0.727309	0.07901802970221442
YDR252W	-0.018699	-0.05338062607155475
YDR253C		-0.007222583640957347
YDR254W	-1.426472	0.10617786790705472
YDR255C	1.979116	-0.3513506337933263
YDR256C	-0.299009	-0.20626828900021935
YDR257C	-0.145731	0.1500525170049647
YDR258C		-0.25085020006113545
YDR259C	-1.150141	-0.08186143987342365
YDR260C	-0.083082	-0.26449749112307486
YDR261C	-0.986225	0.13140870386167744
YDR262W	-0.721785	0.18945902811516813
YDR263C	-0.695334	0.1278784434321107
YDR264C	-1.052544	0.06306605172606897
YDR265W	0.562273	0.18596961389191474
YDR266C	-1.41744	0.516909532483147
YDR268W	-1.674461	-1.0
YDR269C	1.067405	-0.011269988675186554
YDR270W	2.469226	-0.41649005871501854
YDR271C	1.222431	0.012665819272964951
YDR272W	0.023548	0.15277713175273536
YDR273W	2.451126	0.02398425949284186
YDR274C	-0.762506	0.08542588856560607
YDR275W	-0.103951	0.16209030910603428
YDR276C		
YDR277C	1.099788	0.40835642057418614
YDR278C	-0.211398	0.2141512980897167
YDR279W	-0.409775	0.3277309839966674
YDR281C	0.203636	0.24036562618863205
YDR282C	0.692496	-0.1733165719383498
YDR283C		-0.3041971696314706
YDR284C	0.129338	-0.04016371165800445
YDR285W	1.350615	0.18003982135874136
YDR286C	-0.266161	0.10641714553602813
YDR287W	0.40161	-0.008150461143068638
YDR289C	2.86834	-0.3417993113433949
YDR290W	4.132637	-0.03326697573289794
YDR291W	0.78024	0.11709357299283202
YDR293C	1.020292	-0.2971860384042825
YDR294C	-0.310419	0.47790957725464256
YDR295C	1.455244	-0.3908470490653367
YDR296W		-0.9671072169880228
YDR297W	-0.863125	1.0877078446886372
YDR298C	-1.415486	-1.0
YDR300C		-0.7922101223165252
YDR304C	-0.55088	0.11553968479407775
YDR305C	0.52295	-0.34024774577447997
YDR306C	0.913219	0.07036858858216358
YDR307W	-1.138964	0.11492058444104247
YDR309C		0.1625235136147809
YDR310C	0.805112	0.05905588375794499
YDR312W	-0.8707	-0.06502505955547105
YDR313C	-1.023721	-0.06562254854026803
YDR314C	-2.0892	-0.0831094293242689
YDR315C	-0.131427	0.8014128772724898
YDR316W	2.278948	-0.7764641385804287
YDR317W	-0.850145	-0.058973466217445786
YDR318W	-0.48596900000000004	0.36199615344557984
YDR319C	0.141616	-0.06573461161729191
YDR320C	2.399665	-0.3642614372251928
YDR321W	-0.835222	0.11356697630763704
YDR322C-A	-1.104305	
YDR322W		-0.7350673537347233
YDR323C	1.364417	-1.0
YDR326C	-1.392772	-0.04778216996876525
YDR329C	-0.035104	-0.2588094261345319
YDR330W	-1.435346	-0.33537318130699867
YDR332W	-0.302965	-0.18615812809669632
YDR333C	-0.250018	-0.07820930113411123
YDR334W	-0.751795	-0.21876933954557523
YDR335W	1.367751	-0.8242736990123504
YDR336W	0.714956	-0.5444573338696443
YDR337W	-0.706767	-0.10044939794212737
YDR338C	-2.240987	0.13356146417279652
YDR340W	0.334431	-0.04844673387806425
YDR344C		0.0849213212235678
YDR345C	0.225731	0.10770369033525237
YDR346C		0.0173853348423747
YDR347W	2.980531	-1.0
YDR348C	1.307651	-0.2994363164592268
YDR349C	0.385806	-0.35651201559341206
YDR350C	7.307416	-0.8429542103077236
YDR351W	2.209975	-0.023975082958364174
YDR352W	0.617709	0.35831167692942584
YDR354W	-0.934135	0.1502119294672683
YDR357C	-0.634977	0.17249771403323388
YDR358W	-0.880213	-0.12758276030352664
YDR359C		-0.011567518064103027
YDR360W		0.6723639755872777
YDR363W		0.03970470761800213
YDR363W-A	0.790777	0.13208381558764712
YDR364C	0.62046	
YDR368W	-0.323231	-0.20494399188796703
YDR369C	2.953524	0.2594155155256364
YDR370C		-0.08992723552631385
YDR371W	0.535759	-0.010676466419417024
YDR372C	0.315662	-0.3845370852060921
YDR374C	-0.574683	-0.054567172847341
YDR375C		-0.8239021863059873
YDR377W	1.215725	-0.7407745879942577
YDR378C		0.9430958229638486
YDR379C-A	1.272166	
YDR379W		-0.04943922511559795
YDR380W	0.041127	-0.009705293550956229
YDR382W	8.687797	1.7875885353989382
YDR383C	1.132095	0.04706931818245591
YDR384C	0.148492	0.039505310861306625
YDR385W		-0.029504056797251432
YDR386W	0.49869	0.23754235844007737
YDR387C	-2.042481	0.1253391566563281
YDR388W		-0.29313748149414875
YDR389W	-1.328967	-0.09045350698146978
YDR391C	-0.652649	-0.1864371207640304
YDR392W		0.42532387225175594
YDR393W	0.078921	-0.31327812397186217
YDR395W	-2.457725	0.46336986619238124
YDR399W	0.574204	0.2117089608110641
YDR400W	-2.229422	0.07285626252701963
YDR401W	0.982772	0.02849604108759221
YDR402C	1.049379	-0.01560329758745152
YDR403W	0.314163	0.04880577544982434
YDR405W		-1.0
YDR406W	-0.567995	0.093367377608884
YDR408C		1.9288716545814832
YDR409W		-0.030827660652223532
YDR410C		
YDR411C	-0.165962	-0.06535279020060514
YDR414C		-0.06527608094853968
YDR415C		0.1831841113766315
YDR417C	-0.842801	1.8699184201074657
YDR418W		1.12591341499946
YDR419W	-0.521668	-0.09591033120330655
YDR420W	-1.259429	-0.054613965503806955
YDR421W		0.020204272352848274
YDR422C	-0.393654	-0.10431149266557507
YDR423C		-0.15755577877521748
YDR424C	-0.396687	0.1941384909227205
YDR425W		-0.06631271177454093
YDR426C	-0.700004	0.028403752640642876
YDR428C	-0.841177	-0.02702080161248585
YDR430C	0.671483	-0.24920621996693018
YDR431W	5.798843	-0.33622792858341244
YDR432W	0.956246	-1.0
YDR433W	-0.46216	-0.04202912014156965
YDR435C	-0.454303	1.21410578561396
YDR436W		-0.010256824704343859
YDR438W	-0.358416	0.31467185472776443
YDR439W	-1.142375	0.42028536419453666
YDR440W	0.740693	0.003187423881004403
YDR441C	0.625572	0.19169839248326281
YDR442W	-0.551734	-0.5550614361372374
YDR443C	0.583506	-0.5248659223105596
YDR444W		0.2971928232284733
YDR445C	0.530839	-0.16925624383513962
YDR446W	-0.260512	0.07783340957423401
YDR447C		0.599279641344445
YDR448W	2.975316	-0.3813593706381745
YDR450W	2.544991	1.6850459049192779
YDR451C	-0.693788	0.18963347920819262
YDR452W	0.72651	1.091728119418801
YDR453C		0.20881559232050328
YDR455C	0.313335	-0.6465217468933581
YDR456W	2.577811	-0.5968402969657587
YDR457W	0.816371	0.8908592609373696
YDR458C	-0.403422	-0.24166700450077577
YDR459C	0.519029	-0.012192709901954535
YDR461W		
YDR462W		
YDR463W	-1.036977	0.652761826151995
YDR465C	1.472343	0.18388541377108325
YDR466W	1.095963	0.33629226312886007
YDR467C	0.430767	0.6897435375847487
YDR469W	3.145396	-0.6043592058603224
YDR470C	1.754836	-1.0
YDR471W	3.659113	0.2568344173297615
YDR475C	0.2963883333333333	-0.3541166093635903
YDR476C	1.124292	-0.2738381880263767
YDR477W		-0.381884345062103
YDR479C	-1.118868	-0.11613156167316588
YDR480W	-0.958944	0.10669877350086607
YDR481C	0.93661	0.1349179199744952
YDR482C	0.998792	0.31357553703422747
YDR483W	-2.414077	0.1866440240709651
YDR484W		0.09051315673585114
YDR485C	-0.257108	0.14949688554762666
YDR486C	-0.658468	0.3293933282550753
YDR488C	1.440427	0.4926642051928581
YDR490C	-1.121675	0.4948675643665673
YDR491C	0.586155	0.1483302229139023
YDR492W	-0.480958	0.09455323507712163
YDR493W	0.598059	-0.14492896786006115
YDR494W	0.78025	-0.41671206260048094
YDR495C		-1.0
YDR496C	2.723356	1.1118423742559576
YDR497C	2.610666	0.9848838001713458
YDR500C	2.584813	1.1341365934699241
YDR501W		0.2889897608904276
YDR502C		0.06481440974487201
YDR503C	-0.800339	0.29615895417775273
YDR504C	0.103022	0.061458252755855675
YDR505C	-0.485941	-0.04392690303961572
YDR506C	-0.101241	0.011581616903795
YDR507C	0.022703	-0.268287283189152
YDR508C	0.044562	-0.40036988815518343
YDR509W	-1.08442	-0.5849546090878299
YDR511W	0.596021	0.1990233940413445
YDR512C	0.766335	-0.5023901296501079
YDR513W	1.329	0.13646402806487107
YDR514C		0.1208250200077493
YDR515W	-0.400414	-0.009176949033404824
YDR516C	0.575553	0.13303404218606452
YDR517W	0.793167	0.28437049074793874
YDR518W	0.449625	0.20496276071771483
YDR519W	-0.904244	0.14527257903667798
YDR520C	-0.094955	0.025201504972800604
YDR521W		0.0702973855920693
YDR522C	0.495426	-0.06056494715027366
YDR523C	0.591429	0.17218485966799676
YDR524C	-0.716843	-0.19195952296285243
YDR524C-B	-0.117575	
YDR524W-C	0.385809	
YDR525W		-0.10954128067811661
YDR525W-A		-0.2552050396133475
YDR528W	2.227208	-0.28294190299398386
YDR529C	-0.74898	-1.0
YDR530C	-0.48026	0.1694572963621976
YDR532C		2.7163595287642055
YDR533C	-0.391857	0.1597454456127586
YDR534C	0.558986	0.29587597013093625
YDR535C	-0.523954	-0.0882935130004378
YDR536W	-1.266673	-0.09134392856298665
YDR537C	1.439479	-0.30466300854392414
YDR538W		0.13465494287964144
YDR539W	-0.962716	-0.06349550766503004
YDR540C	-0.633957	-0.026517952499652664
YDR541C	-0.584171	-0.08984247293957964
YEL001C	1.298413	0.04541124779125186
YEL003W	1.286526	0.23481537629692142
YEL004W		
YEL005C	-0.224307	0.09205858775461198
YEL006W		0.11943645401904254
YEL007W	-1.156722	0.007722388109376643
YEL008W	0.000456	-0.31495783529318816
YEL009C		-0.632330706637497
YEL010W	0.637988	-0.05898654940227471
YEL011W	-0.350858	-0.1383132090179296
YEL012W	2.59192	0.07593738366249339
YEL013W	-3.570476	-0.006442035954327685
YEL014C	-1.967698	0.13225121249267796
YEL015W	-0.89062	0.09311576730528126
YEL016C	0.084733	0.007533705242422528
YEL017C-A	0.153529	0.1490139000108567
YEL017W	-0.565256	0.12264530784075031
YEL020C	-1.179742	0.08502325895814594
YEL022W	0.591766	
YEL023C	-0.80589	0.15696145708528125
YEL024W	0.901297	-0.9046481543448701
YEL025C		-0.027547883745263013
YEL027W		-0.26479638159057023
YEL028W	-1.665044	0.06340514037379635
YEL029C		
YEL030W		0.02986950081188855
YEL031W		
YEL033W		0.5528047046325095
YEL036C		-0.665344379716993
YEL037C		-0.381472951048813
YEL038W	0.38607	0.4475801820603392
YEL039C	-0.089334	0.582837369198872
YEL040W	0.936747	0.4919704144563467
YEL041W	-0.435818	-0.14383110231281324
YEL042W	0.041703	0.003834609200225686
YEL043W		-0.20020390456715087
YEL044W		-0.12542285478547865
YEL045C		-1.0
YEL046C		-1.0
YEL047C	-1.609101	0.7148374133427151
YEL048C		0.4881712465397489
YEL049W		0.32279457293217567
YEL050C	2.860801	-0.7320208835984597
YEL051W		-0.7182662300614382
YEL052W		1.6845449550175944
YEL053C		1.4467479495883722
YEL054C		0.7174601362829075
YEL056W	-1.789852	0.5168090126508136
YEL057C	-0.680468	0.5848756868923074
YEL059C-A	-1.640686	
YEL059W	-0.476077	0.5805488844423687
YEL060C	0.087136	2.97084751442146
YEL061C		-0.2383624235752293
YEL062W		7.609933134005381
YEL063C		-1.0
YEL064C		-1.0
YEL065W		2.8093772563240584
YEL066W		0.806812455441491
YEL067C	-2.422399	0.41970790266491437
YEL068C	0.142036	0.6415032474359367
YEL071W	-3.110291	0.3504751879998076
YEL072W		
YER001W	3.079522	0.07563367419778336
YER002W	-2.868578	0.5002041653953685
YER004W	-0.242943	0.15590652705440333
YER005W	-0.106047	0.10559674220957743
YER007C-A	1.426589	0.13731592534112436
YER007W	-1.494141	-0.07810593174632882
YER010C	-0.141176	0.18257103454051626
YER011W	0.260376	0.11257498251204295
YER014C-A		
YER014W		0.10609216659003345
YER015W		
YER016W	-0.461678	0.32408884375730046
YER017C	0.583262	-0.7992000354376212
YER019C-A	0.465101	0.16871239643417496
YER019W	-0.62833	-0.23157897865775648
YER020W		-0.6831446398506955
YER024W	1.436438	0.22890584878814257
YER026C	7.584021	
YER027C	0.343664	-0.02076620886436195
YER028C	-1.269632	0.211578621362842
YER030W	-0.617461	0.38845054382474525
YER031C	1.244195	0.18682937801990013
YER032W	-2.525339	0.30345010561080593
YER033C	-2.685596	0.2046004851269411
YER034W	-0.404983	0.12567276788900475
YER035W	-0.079172	0.18356470695251603
YER037W	-0.427468	0.10517886082062008
YER038W-A	-0.674644	0.028684208328548316
YER039C	-1.164441	-0.032576197106239935
YER039C-A	-0.843978	-0.03668393095208536
YER040W	1.289652	1.8484589087559562
YER041W		0.006314840014040701
YER042W	-0.118579	0.03460528124360834
YER044C		
YER044C-A	-0.008051	0.11011347203534139
YER045C	-0.962064	0.09702074131905342
YER046W	0.234844	0.15445014664112178
YER046W-A	-0.219636	0.05447885823511067
YER047C	-1.987943	0.12927441320368913
YER048C	1.520988	-0.08656118723703396
YER049W	-1.781102	0.2802802975388232
YER050C	-0.871882	-0.9677533103498971
YER051W	-1.478387	0.0601787749644111
YER052C	-0.441295	0.26324973911669836
YER053C	-0.078617	0.018706943454287445
YER053C-A		
YER054C	-0.224482	-0.18430450079279562
YER055C		0.2698882710417134
YER056C	-0.297806	0.3138836110475824
YER056C-A	0.939205	0.3644131165816774
YER057C	-3.785709	0.1677884143286344
YER058W	0.97316	-1.0
YER059W	0.795659	0.10055607936943181
YER060W	0.565201	-0.07120530348923679
YER060W-A	-1.379021	0.12819162833033693
YER061C	-0.633164	-0.5741110346026916
YER062C	0.496988	0.09004744565389858
YER063W	1.686335	0.1746970231891734
YER064C	0.828928	0.004299660341943096
YER065C		-0.004370356950309268
YER066C-A	-0.804659	-0.10990119841473567
YER066W		0.08332765468783476
YER067C-A	-0.895022	0.03266892557218376
YER067W		-0.043778223389222215
YER068C-A		-1.0
YER068W		-1.0
YER069W		-1.0
YER070W		-0.21045118834800147
YER071C	-2.739898	0.09567282669721158
YER072W	0.661904	-0.11863961869824996
YER073W	0.189043	0.025371574013710596
YER074W	1.316825	0.41834615141721976
YER075C	-0.941626	0.014970095745019146
YER076C	-0.156182	
YER077C	1.426019	-0.07688355989561477
YER078C	-0.491949	-0.13569747661349713
YER079W	0.82512	0.028781498613980078
YER080W		-0.1018876555424397
YER081W	0.35409	0.24742092204543614
YER083C		-0.7766592911337483
YER084W	0.341052	-0.2853819539743053
YER085C	0.263682	0.10566243633162958
YER086W		1.286761417031483
YER087C-B	-0.15967	0.17682231351242628
YER087W	2.320923	-0.45717037959412343
YER088C	0.213914	-0.3825003992316862
YER089C	-1.884992	-0.28915059084721373
YER090W	0.274802	-0.16055633578642553
YER091C	0.512251	-0.33284190561401683
YER091C-A	-0.486798	0.004042397000188963
YER092W	-0.483619	-0.1265038611455811
YER093C-A	-0.208501	-0.37985418924047676
YER095W	-0.220771	-0.11252837535224389
YER096W	0.90985	-0.2034327067786385
YER097W	-0.448941	-0.20571611875176637
YER098W	0.109578	-0.0666218473411134
YER099C	-0.262111	
YER101C	0.014977	0.2959287915998124
YER103W	-1.655062	0.27663906578867903
YER105C		
YER106W	-1.974187	0.2816187069930848
YER110C		0.059227434344001406
YER111C	-2.42735	-0.17084214881593665
YER113C	-0.321715	-0.04550520634025876
YER114C	-1.806043	0.14702721969084978
YER115C	-0.456642	0.13373171712915238
YER116C		0.07855930270587419
YER117W	-2.26155	0.07671920428288423
YER118C	-1.657706	0.8922614608887226
YER119C		-0.06528800562609072
YER119C-A		-0.15325408311766128
YER120W		0.10098066675507722
YER121W	-0.536345	-0.15796201152009567
YER122C	-0.198647	-0.4941627558364711
YER123W	1.229802	2.974057450793997
YER124C		0.1344776349955435
YER128W	-0.69956	-0.5263981276596772
YER129W		0.430634157471325
YER130C		0.11577473731272625
YER131W	-0.169645	0.054464461895565475
YER132C	-0.347358	0.11961870382434878
YER134C		-0.052768675431830336
YER135C		-0.4186263865643839
YER137C		-0.2529869510635454
YER139C	0.311497	-0.3759499643676275
YER140W	-2.593902	-0.2459544709342593
YER141W	-0.254054	-0.27984808716673554
YER142C	-0.18441	-0.1256628995050155
YER143W	-0.267056	-0.09551917735483348
YER144C	-1.346126	0.01578330106222603
YER145C	3.379273	-0.5891229767527839
YER149C		-0.32398462561348107
YER150W	0.292474	0.09933916202864068
YER151C		-0.06589287375134914
YER152C	-0.427637	-0.8021335404850957
YER153C	1.428474	0.6955933037325133
YER154W	2.041906	0.8625315271658991
YER155C	0.58546	0.34973237092099785
YER156C	-2.677344	-0.10732618579108424
YER158C	0.642139	-0.4011415016884554
YER161C		-0.22840423009148325
YER162C		0.00026198870370441885
YER163C	-0.164943	-0.011244386042116777
YER164W	0.710345	0.036666720216478516
YER166W	0.026091	0.0028464210796309564
YER167W		0.30458894407789777
YER169W	0.462872	0.28353710104876506
YER170W	-0.742699	0.004368536813563195
YER173W		0.07965124528254239
YER174C	0.438422	1.4260798508340695
YER175C		0.12120017969952818
YER175W-A		
YER176W		0.11626518641360634
YER177W	-0.635566	-0.0026875410284201984
YER178W	0.908763	0.7859578259624243
YER179W	0.34288	0.48578705091771307
YER180C	0.24795	0.25383843945135276
YER180C-A	-1.13106	
YER181C	-0.309655	0.1887623921085793
YER182W	-0.091431	-0.01791572602433142
YER183C	-0.76439	-0.001363414457981521
YER184C	-1.064755	0.05212679500603676
YER185W	-0.82255	-0.011131289833944263
YER186C	-0.379177	-0.1375093958479243
YER187W	-1.758444	-0.030405091600260337
YER188W	-0.333351	-0.12328478705067178
YFL001W	2.639077	-0.05500720774325746
YFL003C	0.637111	-0.16184532594954465
YFL004W		-0.09438383081518592
YFL007W	0.21994350000000001	0.2840477432315374
YFL010C		0.16706127386102626
YFL010W-A	-0.509737	0.2217114470101229
YFL011W	-0.551992	-0.009451348450939784
YFL012W	-0.664321	0.06843485037797259
