orf	hap a (post-SGA) | growth (colony size) | expression of human TDP-43 [GAL] | SC - Leu, Gal [2%] | Armakola M~Gitler AD, 2012	hap a (post-SGA) | growth (colony size) | expression of human TDP-43 [GAL] | SC - Ura, Gal [2%] | Armakola M~Gitler AD, 2012
YFL012W-A	1.305326	-0.1007885300178788
YFL013C	0.60436	-0.19903085300405937
YFL014W	0.505961	0.2433332432532519
YFL015C	-1.351271	0.16976991219426474
YFL016C	-1.559279	-1.0
YFL018C		-0.3885283760027655
YFL019C	0.346677	0.21989667420207035
YFL020C	0.745636	0.23060860383316173
YFL021W		0.09889979560788736
YFL023W	0.490823	-0.0501534655262148
YFL025C	0.630243	0.236178310738965
YFL026W		
YFL027C	0.047598	0.018748518492071098
YFL028C	-1.174384	-0.16923897624641615
YFL030W		-0.0010601201530602011
YFL031W	-1.601255	-0.12150068711247108
YFL032W	-1.687929	-0.19025681156348356
YFL033C		-0.8324357953223289
YFL034C-A	0.559675	0.02667394442514856
YFL034W	-0.490617	-0.017944598083741964
YFL036W	1.853576	-0.8465785025474378
YFL040W	0.323376	-0.12216205492148396
YFL041W	-0.850434	-0.09501860032173065
YFL041W-A	-1.8134	
YFL042C	0.452968	0.07972314477243565
YFL044C	-2.877949	-0.35327167409079463
YFL046W		-0.07295524419072952
YFL047W	-0.117926	-0.08755086000157561
YFL048C	-0.343971	-0.021878295891801902
YFL049W	-0.919461	-0.017302392279291673
YFL050C	-0.673957	-0.025278031548528285
YFL051C	-1.125968	-0.016938569935080416
YFL052W	-2.147217	-0.00638535811718266
YFL053W	0.464751	-0.025191493965102174
YFL054C	1.17133	-0.48310881702717534
YFL055W	0.062623	-0.13325284355330722
YFL063W		
YFR001W	-0.169809	7.282500207219483
YFR006W	1.173813	-0.17029452992426974
YFR007W	0.151603	-0.010831167984448692
YFR008W	-0.752968	-0.2837653196433022
YFR009W	1.038965	-0.09065334837610683
YFR010W	0.115677	0.08029642990073316
YFR011C	-0.297524	-0.14782777201442615
YFR012W	-0.257206	-0.5247989750564804
YFR012W-A	-1.318508	
YFR013W		-0.06620204195114945
YFR014C		-0.24672769293331195
YFR015C	1.723174	-0.08441607619166722
YFR016C	1.38917	-0.10280086088863968
YFR017C	0.664157	-0.07987400114677126
YFR018C	-0.383478	-0.16764124710666317
YFR019W		0.5364467691926174
YFR020W	-0.135622	-0.09441697278535979
YFR021W	2.350815	-0.17084369192256568
YFR022W	-0.041975	-0.0376320199725626
YFR023W	-0.392682	0.08221299760297607
YFR024C-A	0.715186	0.026894647273406333
YFR025C		-1.0
YFR026C	-1.216593	0.06516620999412062
YFR030W	0.023411	-0.13019614180522676
YFR031C-A	2.344685	0.02144859621693898
YFR032C	-0.807644	-0.042385154848203765
YFR032C-A	-0.120613	0.3151993991951249
YFR032C-B	-1.300243	
YFR033C		-0.09464157526638764
YFR034C	-0.709676	-0.10771589401562981
YFR035C	-0.776024	-0.12042215452382088
YFR036W	0.186219	1.57807032584775
YFR038W	0.040984	-0.13591778748062602
YFR039C		-0.33299399700884125
YFR040W	0.703516	-0.321568573191501
YFR041C	-2.104045	-0.11356335136523604
YFR043C	-2.601679	-0.018868443631962162
YFR044C	-1.63987	-0.06044298691365879
YFR045W	-0.7164845	-0.03557903032518325
YFR046C	-2.13672	-0.1287364987947041
YFR047C	-0.41474	0.006177434117934588
YFR048W	0.191325	-0.34818442269036787
YFR049W	0.73575	-0.00940204479660195
YFR053C	0.009995	-0.07102619358365267
YFR054C	0.323527	-0.10883548948653077
YFR055W	-0.300085	-0.06709282876783351
YFR056C	-0.038701	-0.15669983101207127
YFR057W	-0.791593	-0.019245278709019015
YGL002W	-0.355561	-0.15517220981855473
YGL003C	0.276152	0.3333374969959295
YGL004C		-0.07604965094550728
YGL005C	-0.13126	-0.10939198480005552
YGL006W		-0.2154129494072765
YGL006W-A	-1.899513	
YGL007C-A		
YGL007W	-0.746094	3.382267604299181
YGL010W	0.651198	0.0688446090186135
YGL012W		
YGL013C	-1.028949	0.03970090167927781
YGL014W	-0.042466	0.012655938877249306
YGL015C	-0.699331	-0.12888429317589628
YGL016W	2.557967	0.17745879259634822
YGL017W	-0.095899	-0.236702729993418
YGL019W	-0.532678	0.43606692594266316
YGL020C		0.3383093289572624
YGL021W	-1.03311	0.10045094433834859
YGL022W	-0.431218	
YGL023C	0.83296	-0.21591133992768546
YGL024W	1.828517	0.46906874728049036
YGL025C	0.467308	0.08517906054432103
YGL026C	0.046757	-0.012819555249238113
YGL027C	0.130762	-0.2467028196552535
YGL028C		-0.08881089845571805
YGL029W	1.510708	0.8261232530190736
YGL031C	2.761774	0.6111211016578082
YGL032C	0.701128	0.2063219722571505
YGL033W	0.568913	0.21460993397981243
YGL034C	0.201908	-0.2026257213297815
YGL035C		-0.24179693065074842
YGL036W	-0.652032	0.038078406742190485
YGL037C	0.709675	-0.02532607593457456
YGL038C	1.313781	
YGL039W	-0.393023	0.09506925230302876
YGL041C	0.510545	0.10943523881957687
YGL041C-B		
YGL042C	-2.477163	0.07434096265440299
YGL043W		-0.3170545932331872
YGL045W	-0.03008933333333334	-0.3667785141848559
YGL049C	2.139816	0.062459719454907886
YGL050W	-0.130684	-0.06100674487771768
YGL051W	0.285294	0.18780539338886432
YGL053W	-0.109948	0.1647056575747138
YGL054C	1.823156	0.5264980920150752
YGL056C	0.421099	-0.03206942840936053
YGL057C	0.894444	-0.2144637547506503
YGL058W	1.120599	-0.033380353188666806
YGL059W	0.28439	0.22934217800957468
YGL060W	-1.328689	-0.19455350268349808
YGL062W	0.022913	0.11670964103277398
YGL063W	0.729816	-0.0778226996695118
YGL064C		-0.8436012048573629
YGL066W		-0.031522336036508586
YGL067W	-0.204636	-0.038161933299363654
YGL070C		3.6749346466524413
YGL071W		0.05552490676310773
YGL072C	3.49466	2.8533578431887747
YGL076C	5.194162	-0.14371817024333744
YGL077C	0.072395	-0.10471694681174198
YGL078C	-0.319494	0.8074263444659435
YGL079W	-0.587853	-0.05728354228548052
YGL080W	5.229143	0.225172910935252
YGL081W		-0.5332210948988703
YGL082W	-0.282153	0.06330387963199682
YGL083W	-0.02214	0.0005292987971194096
YGL084C	0.192299	-0.1870653301411429
YGL085W	-0.54421	-0.084295374599627
YGL086W	-1.895579	0.09941906924926175
YGL087C		-0.35464371275260476
YGL088W	0.880244	2.088221631966477
YGL089C	-1.019237	-0.011947417281491929
YGL090W	1.195453	-0.27613636189505264
YGL094C	0.817431	0.5316280328159944
YGL095C		-0.2817478440789917
YGL096W	-2.100811	0.01697414621735155
YGL100W	-1.356539	
YGL101W	-0.945107	-0.05741131532064081
YGL104C	-0.295745	-0.051306538123525036
YGL105W	0.804016	0.7452021698154528
YGL107C	0.594914	-0.7590026987091684
YGL108C	0.548809	-0.11947866325045498
YGL109W	-0.54341	-0.42505035568632477
YGL110C	-0.592839	-0.19035429400033543
YGL114W	-0.766267	0.09392865388934651
YGL115W	3.276364	0.6225202120479602
YGL117W	0.20449	0.20127826441632807
YGL118C	0.633772	0.1246005657047427
YGL119W	1.119656	
YGL121C	0.114165	-0.022979771613547834
YGL124C	-0.108367	-0.4065165490827679
YGL125W	0.985533	-0.27444074651350314
YGL126W	2.039271	0.009417977193601157
YGL127C	0.857111	0.027785821218395346
YGL129C	4.522754	0.11763796753086514
YGL131C	-0.648136	-0.08317895674600526
YGL132W	0.039198	0.10616935243270575
YGL133W	0.460908	-0.7577440602594688
YGL134W	-0.326186	
YGL135W		-0.7745257008282771
YGL136C		-0.7022162812513992
YGL138C	1.017033	0.7600069786912935
YGL139W		0.08748144471280883
YGL140C	-1.044528	-0.09294952366551557
YGL141W	-1.132999	-0.20858845865246725
YGL143C	3.536107	-0.09783375569127914
YGL144C		-0.7069355289634653
YGL146C	-0.001056	-0.017440573575194074
YGL147C	5.455336	0.15674486374661117
YGL148W	0.655679	-0.38599285689584495
YGL149W	0.005858	0.7119779136712885
YGL151W	0.247579	0.39038464749733215
YGL152C	0.972588	0.6560352032535048
YGL153W	1.546504	0.44655387593893786
YGL154C		0.2547036103904471
YGL156W	-2.243609	-0.26282624185163417
YGL157W	-0.80286	0.1108659052579975
YGL158W	-1.027264	0.16919060595500768
YGL159W		0.12280115917072587
YGL160W	1.552166	-0.32853023984023577
YGL161C	-1.510278	0.35392095895943515
YGL162W	0.823119	0.23453580950471659
YGL163C	-0.839544	0.23366680975304954
YGL164C	-1.00938	0.2581361849767922
YGL165C	-0.279519	1.4651403999521673
YGL166W		0.1934854403820141
YGL167C		0.1487801603398689
YGL168W		0.3238310660139699
YGL170C		0.1393095945192776
YGL173C	1.51438	0.07822581412627777
YGL174W	-1.493443	0.031994954249160185
YGL175C		-0.26037398763345243
YGL176C	0.273059	-0.5856594675742657
YGL177W	0.26155	0.24229913354079907
YGL178W	1.903855	
YGL179C	-0.714883	0.24861133908846733
YGL180W		0.17229541433728357
YGL181W	-0.127086	0.0071178075403575125
YGL184C	3.65576	
YGL185C		
YGL186C	2.454224	
YGL188C-A		
YGL190C	0.297579	
YGL191W	0.519148	
YGL192W	2.988819	
YGL194C		0.5394250196584158
YGL195W	-0.546604	0.1253575832084674
YGL196W		-0.4246537737726319
YGL197W		-0.4616452681320923
YGL198W		0.09214348085077267
YGL199C	0.24538500000000002	0.13415054632065776
YGL200C	0.537855	
YGL202W	-1.471159	0.36805917357786216
YGL203C		0.21121509999936844
YGL205W	-0.736128	0.18718550040073878
YGL206C		
YGL208W	0.291585	-0.1699422248867725
YGL209W	0.301251	0.2328600099353682
YGL210W		-0.10583705910067187
YGL211W	1.745188	0.10382321427704244
YGL212W		0.3431782930370082
YGL213C		0.5091753142066333
YGL214W		0.2593070125077488
YGL215W	0.528099	0.34696006205129654
YGL216W	-0.46537850000000003	0.12018050393813884
YGL217C	0.1001225	0.023053655077619473
YGL218W	-0.20968350000000002	0.652963614991985
YGL219C	1.872705	0.7480809385809559
YGL220W	0.772577	-0.20463472936088495
YGL221C	-0.776801	0.08643477310026335
YGL222C	-1.085055	0.06708921424297803
YGL223C		
YGL224C	0.749054	0.04889092505432227
YGL226C-A	0.035755	0.21940563891045062
YGL226W	2.216011	0.03473051194286034
YGL227W		-0.2554074428057908
YGL228W	0.372795	0.16356980911352287
YGL229C	1.698757	0.037924795140785644
YGL230C	0.14084	-3.9195294489619004e-05
YGL231C	-0.469685	0.14530529022123487
YGL232W	-0.790097	0.18300461787094088
YGL234W	-0.230977	2.197559354122279
YGL235W	0.897772	-0.4295482053961194
YGL236C	1.332559	-0.4241655923895369
YGL237C		0.016633249710661463
YGL240W	0.467263	0.4877588705269053
YGL241W		-0.08104052667654782
YGL242C	-0.169338	-0.147220944100876
YGL243W	1.834441	-0.20524678187896153
YGL244W		-0.42827644910593676
YGL246C	4.441227	0.3929422392492243
YGL248W	-0.969895	0.1007622344950041
YGL249W	-0.448377	0.3890438622590389
YGL250W	0.066988	-0.09075672304203117
YGL251C	-0.676309	-0.10534335747430065
YGL252C	-1.207199	4.828674252270199
YGL253W	-0.844113	0.3784298843835125
YGL254W		-0.16302753356605781
YGL255W		0.8831098595600633
YGL256W		-0.38960936895316595
YGL257C	0.241284	-0.09824326150991428
YGL258W		0.14245526249307322
YGL259W	1.503379	0.04187343300974647
YGL260W		-0.1270708784319323
YGL261C		-0.1304098194363042
YGL262W		-0.057162322089839845
YGL263W	0.124084	-0.1020883538041504
YGR001C	-0.057107	-0.04301679967159802
YGR003W		-0.05664353856620058
YGR004W	0.543569	-0.2087742906977806
YGR006W		0.13357268664495714
YGR007W	-0.581451	0.002732413612458462
YGR008C		-0.13567949898605286
YGR010W		-0.12549306472110486
YGR011W	0.28149599999999997	-0.10339416676086216
YGR012W		-0.018406279695823397
YGR014W		-0.132247445368282
YGR015C		0.032592207310605525
YGR016W	0.431395	-0.12222302993364931
YGR017W	1.070267	0.14834755334736305
YGR018C		0.09533813051077725
YGR019W		-0.021870507223978597
YGR020C		0.2728864210405395
YGR021W		-0.018732686599078396
YGR022C	0.687975	0.037577946052108346
YGR023W		-0.04628282646848095
YGR025W	-0.198681	0.025665669191930196
YGR026W	-0.049372	-0.1380567448273096
YGR027C	-0.151603	0.46838750304293897
YGR028W	-1.129068	-0.30295825286121747
YGR031W	0.775547	0.12295278128918333
YGR032W	0.618005	0.13842954271428534
YGR033C	-0.800223	0.1396749115480954
YGR034W	0.491058	0.42857247217888655
YGR035C	-0.151017	0.07608589236392607
YGR035W-A		
YGR036C	2.75963	1.8099450746240415
YGR037C	-0.344626	-0.10911895652705875
YGR038W	0.608372	0.051583057289276646
YGR039W	-1.689576	-0.13385895085233557
YGR040W	0.561003	-0.06729357801784222
YGR041W	-0.245994	0.28283639419825957
YGR042W	0.928604	0.234459507953463
YGR043C		0.10461432796973547
YGR044C		0.09479684726559906
YGR045C	-1.032791	0.27212380801018476
YGR049W	-0.05268	0.09615270503193366
YGR050C	-1.775131	-0.20394768726625978
YGR051C	0.978532	-0.0017484916288009467
YGR052W	-0.881113	-0.040997072287015046
YGR053C	-0.462201	-0.15745959248812627
YGR054W	0.426802	0.01464629563782982
YGR055W	6.797622	1.029199261369198
YGR056W		1.7224096262632236
YGR057C	1.081	-0.29279933716091733
YGR058W	0.318915	-0.31015390037130686
YGR059W	0.635388	0.034477883306703705
YGR061C	-0.157798	2.9257915692424237
YGR062C	0.387958	-0.8530788499020074
YGR063C		0.17418411924039878
YGR064W		0.1803304605354094
YGR066C	-0.722501	-0.22030127984106632
YGR067C	-0.422993	0.018156433276395684
YGR068C	0.086704	0.0656869403519261
YGR069W	0.248515	0.1934647846824977
YGR070W		0.10854534449784181
YGR071C	1.934024	-0.041001462577148956
YGR072W	2.180033	0.1891959001013458
YGR076C	0.359468	-0.5557527204452619
YGR077C		0.04474514588430423
YGR078C	0.944149	-0.16982461587559705
YGR079W	-0.093443	-0.06054887529007991
YGR080W		0.024563526091356813
YGR081C	-1.726356	0.5324073754162809
YGR084C	2.407561	-0.6968602503290481
YGR085C		0.5869341827710239
YGR086C	-1.415747	-0.1931379069561394
YGR087C		0.045255706226098064
YGR088W		-0.06924605626295191
YGR089W	0.362529	-0.18543618993132074
YGR092W	-0.951915	-0.3395722811093842
YGR093W		-0.3200157476253742
YGR096W	-0.320918	-0.24572053664799504
YGR097W	-0.093845	-0.09510372989386942
YGR100W	-0.854711	0.06298706999912765
YGR101W	2.315377	-0.2247699709839912
YGR102C	-0.773192	-0.4978615666965691
YGR104C	3.600156	-1.0
YGR105W		0.12259298054031503
YGR106C		0.050046223815044144
YGR107W		-0.0792176870090758
YGR108W	0.617892	-0.1379920227060996
YGR109C		-0.17628484278349077
YGR110W		0.31759367060152827
YGR111W	0.290023	0.03769778614932276
YGR112W		-0.8223966859247334
YGR117C		-0.07089305457756692
YGR118W	0.038162	0.8019215359793053
YGR121C	0.049185	-0.30129408942427793
YGR121W-A		
YGR122C-A	-0.328277	-0.25454735339120366
YGR122W		-0.6456808987636592
YGR123C	-2.298686	0.38381262336024724
YGR124W	1.211951	0.2961797303430895
YGR125W	0.328194	-0.48614239882179877
YGR126W	-0.527282	0.08622030874890904
YGR127W	1.393902	-0.054148550865536105
YGR129W		0.2102016002267466
YGR130C	-0.646853	0.08612704295614557
YGR131W	-0.856284	-0.06821965007019137
YGR132C		-0.2483322229448347
YGR133W		0.13884164488918282
YGR134W	0.338936	0.25090048479548355
YGR135W	2.069135	-0.05072802747437144
YGR136W		0.20311004112845676
YGR137W	-0.020253	0.3704281086654092
YGR138C	-1.281564	0.1351335185122538
YGR139W	0.732386	-0.0055444515012785245
YGR141W	0.357622	-0.15020923183094625
YGR142W	-0.192881	0.04017496739782864
YGR143W	0.315172	0.2147531237887887
YGR144W	-0.687514	0.02916527491132498
YGR146C		0.06298118709830644
YGR146C-A		
YGR148C	1.672463	0.5357730213598768
YGR149W	-0.656883	0.05601037994373126
YGR150C	-0.022079	-0.8311777304216932
YGR151C	0.79862	0.33435504702827906
YGR152C	-0.460728	0.3189543789018166
YGR153W	-0.153909	-0.00022074258059298635
YGR154C	-0.69779	-0.0014373612181061701
YGR155W	2.277744	
YGR157W		0.44269245013118114
YGR159C	3.80257	1.8105789071658478
YGR160W	4.464842	0.0007011452699808018
YGR161C	0.191138	-0.0013055361815834388
YGR161W-C	0.063219	
YGR162W	0.618836	3.2211024224142153
YGR163W	-1.432775	0.07709086423825914
YGR164W	-1.110063	0.0891185486052567
YGR165W		-0.9492753837191492
YGR166W	0.231094	0.3771630941091862
YGR167W		
YGR168C	-1.154658	0.1873294965110262
YGR169C	2.788933	0.038980623298120215
YGR169C-A	-0.736821	
YGR170W	-0.891029	-0.2584776398793428
YGR171C	-0.076102	-0.8372148377824427
YGR173W	-1.150956	0.1345783114484135
YGR174C	1.456451	-0.254864787357966
YGR174W-A	-0.935284	
YGR176W	0.731978	0.10859282046807989
YGR177C	-2.211405	0.2748433379028564
YGR178C	-2.106296	0.009885091688283942
YGR180C	0.39458249999999984	-0.05396408206113118
YGR181W	-0.482721	0.17142470704466878
YGR182C	-1.375457	0.03353353305062909
YGR183C	0.430488	-0.7630545037877872
YGR184C	-1.774811	-0.023047287807854033
YGR187C	-0.720142	0.18555844615843997
YGR188C	-0.406065	2.4094245458475094
YGR189C	0.580519	0.022722145207266703
YGR192C	1.081873	0.3654725799633561
YGR193C		0.03704394740260161
YGR194C	-4.778496	0.13854802202626973
YGR196C	-0.710207	-0.03592961207924095
YGR197C	-3.436524	0.09589160078538783
YGR199W	-2.891714	0.20032529811892968
YGR200C	0.354313	0.039335510149933806
YGR201C	-0.34955	-0.05583962083513688
YGR202C	-1.461119	-0.132649642174137
YGR203W	-2.401962	0.1156329042662946
YGR204C-A	-1.096131	
YGR204W	3.125365	-1.0
YGR205W		0.07804203382576277
YGR206W		-0.3116990038895937
YGR207C	0.26747	-0.06252783006739121
YGR208W		-1.0
YGR209C	-1.117941	0.05370931256693695
YGR210C	0.175931	-0.0313501289647333
YGR212W	-0.974272	0.04283770369023651
YGR213C	0.079627	-0.021187174156025557
YGR214W	3.026646	0.581862885522618
YGR215W	0.76239	-1.0
YGR217W	1.676421	0.010494935890295432
YGR219W	0.0	-1.0
YGR220C	0.565198	-0.7282743029735708
YGR221C	-0.458171	-0.22809776514230828
YGR222W		-1.0
YGR223C	1.191397	-0.0072667638899104325
YGR224W	-0.710356	-0.1281120439045493
YGR225W	-0.8007515000000001	0.018942798704845137
YGR226C	-5.933791	-0.11077130400085414
YGR227W	1.073115	-0.009702693431778292
YGR228W	2.352387	0.20802491238356682
YGR229C	2.124064	2.1082391396610634
YGR230W	1.771813	-0.12277867604409987
YGR231C	1.989628	-0.3961211442844764
YGR232W	0.158762	-0.10063178673084988
YGR233C	0.078282	-0.10753096698870032
YGR234W	-0.968397	-0.002100815921058402
YGR235C	-0.192546	-0.17845998415845546
YGR236C	-0.45379	-0.10869054017089946
YGR237C	-0.667552	-0.27345492452442977
YGR238C	0.881979	-0.06134735996100141
YGR239C		-0.04531080371038554
YGR240C	-0.252498	3.001387528566764
YGR241C	-0.845259	0.09712390814750532
YGR242W	-1.291408	0.0230684326121125
YGR243W	-0.310517	-0.06666793184930903
YGR244C	-0.542568	-0.1835301483879063
YGR247W	0.234997	-0.034612638106094634
YGR248W	-0.595738	-0.05531643595151328
YGR249W	-0.482522	0.05201831690344225
YGR250C		-0.17875207209893604
YGR252W	3.697198	-1.0
YGR254W		-0.09059614776961533
YGR255C	3.041977	-0.974167536573927
YGR256W	-0.623868	0.005026915353729955
YGR257C		-1.0
YGR258C		-0.33930600953129975
YGR259C	0.900549	-0.11196171135564739
YGR260W	1.686759	0.08760939057783584
YGR261C	0.017039	0.18068515193839058
YGR262C		
YGR263C	-1.124668	-0.09852566448337949
YGR266W	0.258293	-0.018091510712874403
YGR268C	0.163959	0.24150542554508453
YGR269W	-0.280579	0.03913250405661664
YGR270W	-0.357615	0.169934353670604
YGR271C-A	-0.910824	-0.14070893659510741
YGR271W	-0.128729	-0.14944504731751007
YGR273C	0.129805	0.0464060027510908
YGR275W	0.56474	0.1110812196759012
YGR276C	0.458968	0.32800645157577846
YGR279C		-0.1392993928294787
YGR281W	2.2681	0.2526633407673111
YGR282C	0.459018	0.16349055466136986
YGR283C	1.560551	0.11923728897252456
YGR284C	-0.971873	0.03980357582754038
YGR285C	4.125993	0.033488639082346755
YGR286C	0.342892	0.3741650010241195
YGR287C	-0.276161	0.24978539292435348
YGR288W	0.04629	0.13551344576026783
YGR289C	-1.386145	0.08259261962283623
YGR290W	-0.260306	0.08576607906062736
YGR291C	-0.240388	0.05864628613982645
YGR292W		0.03957436464894837
YGR295C	0.868153	0.26704625245665997
YHL001W	1.820816	
YHL002W	-1.194988	-0.296327767811687
YHL003C		-0.06525977618343029
YHL004W		
YHL005C	-2.9209	-0.4890779577189043
YHL006C	0.176161	0.1934800969744924
YHL007C		-0.676977193806533
YHL008C		0.017873832343716617
YHL009C		0.10041303958195924
YHL010C		0.02122637801408364
YHL011C		-1.0
YHL012W		-0.12492299883479399
YHL013C		-0.21297240843838883
YHL014C	-4.389046	-0.3103577357496924
YHL015W-A	0.37238	
YHL016C		-0.1178876606220435
YHL017W	-0.010249	-0.07446057205424408
YHL019C	-0.383917	-0.05718196783900889
YHL020C	4.779022	0.11733345936137934
YHL021C		0.11478030727741018
YHL022C		0.06450345324265669
YHL023C	0.335323	1.6605763517804322
YHL024W	0.521858	0.03282447152326165
YHL025W	3.244959	-0.5697066950340544
YHL026C	0.043399	0.06678255051359391
YHL027W	-0.720609	-0.5820343294165017
YHL028W	-0.405726	0.058080784569492866
YHL029C		0.9141733898912434
YHL030W	-1.358551	-0.09821571785970606
YHL031C	0.773339	0.1533455999527048
YHL032C		0.014716347331924062
YHL033C	5.704943	0.38219862130979115
YHL034C	0.606053	0.3167851105712194
YHL035C	-0.912282	0.24185729272759715
YHL036W		0.030572783852124474
YHL037C	0.724224	0.1122809904262752
YHL038C		-0.9117479653289999
YHL039W	0.489725	0.22257502467555768
YHL040C	-0.880596	-0.04539288918703041
YHL041W	-1.049296	-0.20104277632993664
YHL042W	0.693526	-0.20142151311692535
YHL043W		-0.2210692237804215
YHL044W		-0.046430723066984675
YHL045W		0.10122586246350923
YHL046C		-0.06730872100610161
YHL047C	3.722513	0.005957580804559104
YHR001W	0.560717	
YHR001W-A	-1.589641	-0.1671136583330195
YHR003C	-0.514302	0.3641028877119391
YHR004C		-0.11494375017063388
YHR005C	-1.948117	
YHR006W	0.095987	0.5471517594568738
YHR007C-A	-0.511043	
YHR008C	-1.552414	-0.04201632249848572
YHR009C	0.42015	-0.6982773980004484
YHR010W		0.3247986603722095
YHR011W	3.307504	-0.8795596547061608
YHR012W	-0.636135	-0.43848281286545776
YHR013C	-3.700021	0.09568987056279701
YHR014W	-0.285766	-0.006819876912263101
YHR015W		0.21795481773370134
YHR016C	-0.373416	0.03026664895397227
YHR017W	0.673115	-0.06063412219990649
YHR018C		-0.3630851401050832
YHR021C		3.9817215102722834
YHR021W-A	0.685142	0.1086600310337156
YHR022C	0.107394	0.0418590838710062
YHR022C-A	0.562987	
YHR025W	-0.95024	0.03838932097384079
YHR026W		-0.251383178496911
YHR028C	-0.975585	0.08860655153428987
YHR029C	-2.507807	0.3047868859585311
YHR030C	-4.158265	-0.39412201141604486
YHR031C	-1.59539	0.18255646094231762
YHR032W	-0.667791	-0.04919335951098466
YHR033W	-1.666855	0.014351286810096286
YHR034C	0.109309	0.4631215231864263
YHR035W	-3.265528	-0.11247100269201302
YHR037W	-0.280903	-0.07785283251898886
YHR038W	-0.24095	0.1767401093674718
YHR039C	2.607828	-0.01843147750277363
YHR039C-A	-1.569653	0.6210138190179798
YHR041C		0.6766396887895232
YHR043C	-2.09125	0.08078397405686644
YHR044C	0.22131	-0.06156148325576574
YHR045W	0.569737	0.16419056015340577
YHR046C	-2.796824	0.2183031086765696
YHR047C	-1.138179	-0.24098614711062413
YHR048W	0.009067	-0.11666332570840146
YHR049C-A	-0.41966	0.03451426382945427
YHR049W	0.028825	-0.009237622434457138
YHR050W	-4.65338	0.003886160354001994
YHR050W-A		
YHR051W	-17.548446	-0.9030744390652233
YHR057C		-0.08704544856227922
YHR059W	0.721972	-0.2598652351505434
YHR060W		-0.3796212986241681
YHR061C	-0.502646	0.0187090765663305
YHR063C	-0.613047	
YHR064C	-1.27076	0.1329518060342229
YHR066W	0.138459	0.17485871877011921
YHR067W		-0.5587884164339454
YHR071W	-0.156722	
YHR073W	0.108305	0.08315945358009594
YHR075C	-0.640775	0.6610362038694964
YHR076W	-1.064309	0.11746847317371545
YHR077C	-0.539549	0.28467693496058527
YHR078W	-0.646258	0.014536659981324584
YHR079C	-0.276373	0.018485618321928132
YHR079C-A	0.346576	-0.05561094491820634
YHR080C	-3.467081	0.035362145896990244
YHR081W	4.612481	0.6599819949567152
YHR082C	-0.994615	0.015023909972115307
YHR086W	-0.679574	-0.09144912805201999
YHR086W-A	-1.205945	
YHR087W	2.094568	0.22355288701642909
YHR090C	0.548236	
YHR091C	-0.537173	-1.0
YHR092C	-4.125109	0.14043411732488914
YHR093W	-0.053369	0.04635796366126668
YHR094C	-0.365295	-0.2059094537129654
YHR095W	-0.211907	-0.37447169103440264
YHR096C		-0.07634656906521489
YHR097C	-1.92427	0.16826395416475187
YHR098C	0.863706	
YHR100C	1.674401	-0.7657699419570485
YHR103W		-0.10811854009788124
YHR104W	-3.672347	-0.2202225195502703
YHR105W		-0.08742495824862842
YHR106W	-0.382424	0.09500289165661485
YHR108W	0.464742	-0.10477186507897024
YHR109W		-0.16550240432603855
YHR110W	-0.467298	-0.4718600033478357
YHR111W	1.606087	-0.23748907761476215
YHR112C	-1.422097	-0.008764047585584356
YHR113W		-0.0022147027746619863
YHR114W	-0.033977	-0.011757641326236634
YHR115C		-0.1632386592461169
YHR116W		-1.0
YHR117W		0.08751311055591879
YHR120W	-3.587183	-0.4498593201889521
YHR121W	-0.91069	0.028259074598359857
YHR123W	-0.383423	0.00943895964545402
YHR124W		-0.1206417964635712
YHR125W		0.22732209538129255
YHR126C		0.14375353921897888
YHR127W	0.013908	0.11062016164190866
YHR129C	0.803663	0.41937186096342277
YHR130C	-0.026422	-0.14853538520974213
YHR131C		0.15634441586489323
YHR132C	-0.337152	-0.2971130629481972
YHR132W-A	0.339589	-0.38769824001066966
YHR133C		-0.10660773750394387
YHR134W	-0.663258	0.12024919696422037
YHR135C	-1.803392	-0.25941852699821416
YHR136C	-3.997459	0.04951397446690012
YHR137W		0.054501023660500386
YHR138C	-0.196446	0.18382427433331544
YHR139C	-0.038889	-0.4160436609133763
YHR139C-A	0.024905	-0.15003444908300184
YHR140W	0.077706	-0.1313267812918279
YHR141C	0.08007	
YHR142W	0.208351	0.191121552972923
YHR143W		0.14443737013169944
YHR146W	-0.491412	0.1305077792159459
YHR147C		-0.6621827714361767
YHR149C	0.338279	
YHR150W	-0.01114	-0.13507007416987177
YHR151C		-0.22465306792906603
YHR152W		-0.2810054559680512
YHR153C	0.533164	-0.059830792264392446
YHR154W	0.7754	-0.010268142849269468
YHR155W	-0.314707	-0.033951714008805756
YHR156C	1.68708	-0.1351290145320026
YHR157W		0.05937386092745206
YHR158C	-0.24331	0.1931262251571983
YHR159W	-0.87458	0.28294636016511376
YHR160C		0.5006039701640657
YHR161C	0.94014	0.19255219664717976
YHR162W	-0.755032	-0.06524462315454732
YHR163W	-0.227022	-0.16585267211956747
YHR167W		0.7478623627022041
YHR168W		-0.6632938255598897
YHR171W		0.1375422112268566
YHR175W-A	-1.416305	
YHR176W	-1.271984	-0.03708244073624384
YHR177W		
YHR178W	4.490283	0.9610519836315512
YHR179W	-0.760956	0.04153957947331738
YHR180W	1.295434	0.2657656336100768
YHR181W	-0.386778	0.036406955902633376
YHR182W	-0.357323	0.03859542419308806
