orf	hap a (post-SGA) | growth (colony size) | expression of amyloid-beta 42 | SGA final selection medium | Chen X~Petranovic D, 2020
YBR083W	-0.5314223741547142
YBR084C-A	-1.305387638354078
YBR084W	-0.6763264374861574
YBR085W	0.20811919238872348
YBR086C	-0.49080936520307633
YBR089C-A	-0.6676799464251065
YBR090C	0.7210206969914287
YBR092C	-0.3989896571794247
YBR093C	0.04995563070092378
YBR094W	0.10844114530422419
YBR095C	1.8310748369244234
YBR098W	0.11501294212944642
YBR099C	0.5316324075308799
YBR101C	0.14279530013660283
YBR103W	2.0014895260271435
YBR104W	0.3211958234766742
YBR105C	-0.07176749144807765
YBR106W	1.9873723328470367
YBR107C	0.37564785431422976
YBR108W	-0.043278114734856765
YBR111C	-0.5910437548759543
YBR113W	0.023343910223480768
YBR114W	0.2535770180474917
YBR115C	-0.048911083442190105
YBR116C	0.08224668176806507
YBR118W	0.7760058894761804
YBR119W	0.001437920806073259
YBR121C	-3.061946637394781
YBR122C	-0.048911083442190105
YBR125C	1.303882282082743
YBR126C	1.584904832037484
YBR128C	1.5321450099062466
YBR129C	-0.5119272026202807
YBR130C	1.098475962265127
YBR131W	1.6022441760419504
YBR132C	-1.1675074002009147
YBR134W	-0.24810491102291163
YBR137W	0.1687579542609375
YBR138C	0.08801873612249304
YBR139W	1.7518307894922467
YBR141C	0.8675242452644604
YBR144C	1.506877784017385
YBR145W	0.9820149137645398
YBR146W	-0.3129651844513836
YBR147W	1.157146924397887
YBR148W	2.1297960354719585
YBR149W	-0.3138228792751339
YBR150C	0.20271803309321462
YBR151W	-0.13755500252384717
YBR156C	0.5269498574120267
YBR157C	-0.09524978486589109
YBR158W	2.682429673261369
YBR159W	-0.3325762606917292
YBR161W	0.44398526892006784
YBR162C	-0.508844137443016
YBR162W-A	-2.844857123221214
YBR164C	-1.5307759294709586
YBR165W	0.3263883543015412
YBR166C	-1.039316795462012
YBR168W	1.849515275635056
YBR169C	0.3240934411244794
YBR170C	-0.778276216806536
YBR171W	-0.1910566147729226
YBR172C	1.8964335005883177
YBR174C	-2.1495216115126925
YBR175W	-1.1079787432444044
YBR176W	0.9729743467033878
YBR177C	-0.8696786678889036
YBR178W	0.617703242141286
YBR180W	0.09323444788854243
YBR181C	1.52173676731533
YBR182C	-0.3945389164723959
YBR183W	0.13412562813436962
YBR184W	-0.5474635854529638
YBR185C	-0.5033734353239597
YBR186W	0.08247849117988951
YBR187W	-0.7140650097311725
YBR188C	-1.6518963471492167
YBR189W	0.15554481778694576
YBR194W	2.5967065527687
YBR195C	1.3328816395019776
YBR197C	0.9256156838676592
YBR199W	0.10035099683155205
YBR200W	-0.5499439461594852
YBR201W	-1.8918654502698529
YBR203W	0.5984630609598595
YBR204C	1.0208661711863123
YBR205W	-1.370734711547381
YBR206W	0.8908906339763616
YBR207W	0.7302003496996755
YBR208C	-0.8331686855265578
YBR209W	-0.09564386086599258
YBR210W	-1.1008853752425771
YBR212W	-0.11124463428177585
YBR213W	1.2107412604116923
YBR214W	1.7316170087811573
YBR215W	-0.7834687476314028
YBR216C	-0.5516593358069859
YBR217W	2.254834032210049
YBR218C	0.34799299148357676
YBR219C	-1.1899233703243357
YBR220C	-0.6129729252345443
YBR221C	0.4652885538667318
YBR222C	0.11017971589290732
YBR223C	-0.23106691925381706
YBR224W	0.23028017215913782
YBR225W	0.49941089928728594
YBR226C	-0.6517314588915867
YBR227C	0.286285326055917
YBR228W	-1.1580032143161136
YBR229C	-4.7229306159402755
YBR230C	0.15739929308154108
YBR231C	0.5112563602315137
YBR232C	-0.015924604139575547
YBR233W	-0.22063549572171826
YBR235W	2.0306047881522904
YBR238C	2.5089435094519748
YBR239C	0.06861628835278934
YBR240C	3.1084258293711
YBR241C	-0.8525479523550793
YBR242W	-0.10269086698545486
YBR244W	0.3752769592553106
YBR245C	-3.417936351133538
YBR246W	-0.5442877965109694
YBR248C	-0.048911083442190105
YBR249C	0.38030722349190055
YBR250W	0.7273027320518703
YBR255W	-0.17455178465102408
YBR258C	1.4478591077668883
YBR259W	0.8366935934918128
YBR260C	-1.457385069687348
YBR261C	0.16027372978816384
YBR262C	-1.062520917585636
YBR263W	0.7427180579381942
YBR264C	-1.0628686317033729
YBR266C	-1.3517727016601437
YBR267W	3.503452248061089
YBR269C	-0.6917185824312986
YBR270C	0.9639337796422354
YBR271W	-0.28470761714998716
YBR272C	0.7267463894634919
YBR273C	-0.763162243155584
YBR274W	-1.2964861569400201
YBR275C	-0.08097032509750697
YBR276C	-0.6594507123053396
YBR277C	1.280098636429558
YBR278W	1.4992512543683616
YBR280C	-0.40969925200571283
YBR281C	-0.9528518848515045
YBR283C	-2.0076078895937846
YBR284W	0.0234598149293929
YBR285W	-0.36929487152471696
YBR286W	-0.32761553927868675
YBR287W	0.015114676103713838
YBR288C	-0.9123315996645962
YBR289W	1.960412898251857
YBR290W	0.44340574539050687
YBR291C	-0.7417662344441902
YBR292C	-0.09974688745528477
YBR293W	0.958300810934902
YBR294W	-0.790237582456676
YBR295W	-0.2598344672612272
YBR296C	-0.9350489220233892
YBR297W	-1.548996149240358
YBR298C	-0.8086896116378994
YBR299W	-0.7915357151628926
YBR300C	-0.2943277077407005
YBR301W	0.8529666142018869
YCL001W	-2.862636905108147
YCL001W-A	-0.9233889086086209
YCL002C	-0.2665801211453177
YCL009C	1.6910271807707018
YCL010C	-3.5387554165764237
YCL011C	1.9363974431868476
YCL014W	0.5973619662536934
YCL016C	-0.010616168608796387
YCL022C	0.28116233805459734
YCL023C	0.19321384720841353
YCL024W	-0.009039864608390367
YCL025C	-0.20765416865955091
YCL026C-A	0.8442505803172887
YCL027W	0.5212473458811461
YCL028W	0.11933618765997181
YCL029C	1.0780999149657609
YCL030C	-0.048911083442190105
YCL032W	-0.9013206526029366
YCL033C	0.9886214820015358
YCL034W	0.044044490699401195
YCL035C	1.1178784100348307
YCL036W	0.7708133586513136
YCL037C	0.6233593917898018
YCL038C	0.7232228864037606
YCL039W	-0.3414081992822396
YCL040W	-0.8709999815363028
YCL042W	-0.2506084526706154
YCL044C	0.8181952024282244
YCL045C	1.2411546552430557
YCL046W	-0.4189948094198719
YCL047C	0.8659015793816893
YCL048W	0.878210659149566
YCL049C	-0.5387011896860009
YCL050C	-0.7857868417496471
YCL051W	0.6367116139108882
YCL055W	0.14189124343048756
YCL056C	0.4688815997500103
YCL057W	1.2101153749997662
YCL061C	-0.6860276613710092
YCL063W	0.036313646815056874
YCL064C	-0.1151622133416085
YCL069W	-0.8258666890540887
YCL076W	1.4512667061207072
YCR001W	-0.781846081748632
YCR005C	0.27103226675787034
YCR006C	0.14643470790224614
YCR007C	0.5919260355464108
YCR008W	0.023737986223582204
YCR009C	-2.0855885757315185
YCR010C	-0.06045519215104607
YCR011C	-0.23985249596196245
YCR014C	-0.4169085247134522
YCR015C	-0.9369497592003495
YCR016W	-0.06986665427111739
YCR017C	0.7000419452213189
YCR019W	-0.15528842252841513
YCR020C	0.32017586206464665
YCR020C-A	0.739820440290389
YCR021C	0.5130644736437441
YCR022C	1.410143716463056
YCR023C	0.24504643169235318
YCR024C-A	-1.5944771558403084
YCR025C	0.7974018981875742
YCR026C	0.28118551899577987
YCR027C	-0.17320729006244254
YCR028C-A	2.2358952032639943
YCR030C	0.6533787106210638
YCR031C	0.8586227638504027
YCR032W	0.06249651988062475
YCR033W	2.9757613029839862
YCR034W	-0.992607198979392
YCR036W	-0.15899737311760578
YCR037C	0.536199052943821
YCR043C	-0.844249175411765
YCR044C	-0.4334597167177155
YCR045C	-0.9988196912162864
YCR048W	-0.6114661640576854
YCR049C	-0.045804837323742895
YCR050C	-0.8088518782261765
YCR051W	-0.6248415671199543
YCR053W	-0.10069730604376487
YCR059C	1.3066871759658185
YCR060W	-0.5842285581683163
YCR061W	0.055982675408358586
YCR063W	-2.290647181431398
YCR065W	2.0935874053449846
YCR067C	0.9781668775282545
YCR068W	-0.46371084496080195
YCR069W	0.19856864462155746
YCR071C	2.0942132907569104
YCR073C	1.0412422184856784
YCR073W-A	2.0643562385139256
YCR075C	-0.1377868119356717
YCR076C	-2.1059414420897022
YCR077C	0.7505532160578594
YCR079W	-0.8764475027141765
YCR081W	-2.27187061907362
YCR082W	0.21915332039156576
YCR083W	-0.29708623974141096
YCR085W	-0.10681707451592945
YCR086W	0.31451971241613097
YCR087C-A	0.499410899287286
YCR087W	-0.47233415508067034
YCR088W	-1.2137301969187033
YCR089W	0.12251197660196632
YCR090C	-0.8340031994091257
YCR091W	-0.23102055737145216
YCR092C	0.1794211872048607
YCR095C	2.8649332231907327
YCR098C	-0.35633672540373196
YCR099C	-0.2719117376172793
YCR100C	-0.1762903552397072
YCR101C	1.800302137504732
YCR102C	-0.5097713750903134
YCR102W-A	1.1161862013285124
YCR105W	0.35587451148560695
YCR106W	0.16875795426093754
YCR107W	0.27657251170047387
YDL001W	2.326092245404875
YDL002C	-2.6248468104586595
YDL006W	-1.934796553339735
YDL010W	1.1700818895776894
YDL011C	-0.023551133788598896
YDL012C	0.34669485877736006
YDL013W	2.1505429778302436
YDL018C	-0.8410038436462232
YDL019C	-0.964372812619178
YDL020C	-0.5443573393345166
YDL023C	-1.6442929984413757
YDL024C	-0.14070761052465924
YDL025C	1.0159518116556345
YDL026W	1.2015847886446276
YDL027C	0.5759080051893436
YDL033C	-0.43401605930609416
YDL034W	-0.4751390489637457
YDL035C	-0.5030257212062231
YDL036C	-1.3939156527298227
YDL037C	-0.3194326670412848
YDL039C	-0.12847966405092123
YDL040C	-1.1749484823204783
YDL041W	-0.048911083442190105
YDL042C	-0.048911083442190105
YDL046W	-0.42982030895207224
YDL048C	-0.09151765333551791
YDL050C	0.3496388383075302
YDL051W	0.21491120815517895
YDL052C	-0.4794738849648623
YDL053C	-0.09881964980798708
YDL054C	0.32972640983181273
YDL056W	1.5777882830944743
YDL059C	1.3894199550459527
YDL061C	0.9120316523347485
YDL062W	-2.400826194871543
YDL065C	-1.199682546562144
YDL066W	-0.8022916718715455
YDL070W	-0.3188995053940887
YDL071C	-1.9227656448660477
YDL074C	-0.7338615335009777
YDL076C	0.6724798061553957
YDL077C	-0.9531995989692411
YDL078C	-0.40406628329837946
YDL079C	1.413759943287517
YDL080C	-1.5376143071197788
YDL081C	-2.622227364105044
YDL082W	-0.8981912255433071
YDL083C	1.939735498717119
YDL085W	-0.20023626748116952
YDL086W	-0.24856852984656055
YDL088C	-0.24810491102291168
YDL089W	0.5323510167075357
YDL090C	-0.048911083442190105
YDL091C	2.2460716364430864
YDL093W	0.31869228182897047
YDL094C	1.0646781500211269
YDL095W	2.223192047496016
YDL096C	0.584484953426847
YDL099W	0.9223935330432999
YDL100C	-0.6262787854732657
YDL104C	2.2431971997364637
YDL106C	-0.47214870755121074
YDL109C	0.3923149510244052
YDL110C	0.7857650657139884
YDL112W	-1.2158860244486704
YDL113C	0.42360922162070164
YDL114W	-0.440251732484171
YDL117W	-1.5073168169943276
YDL118W	1.1246472448601037
YDL119C	0.1435370902544409
YDL121C	0.9452499410491874
YDL122W	-0.77366320951123
YDL123W	-0.8743843989489393
YDL124W	-0.45019635625143845
YDL125C	-0.4665621007262423
YDL127W	0.8738990040896317
YDL128W	0.015485571162632892
YDL129W	-0.3106934522155043
YDL130W	0.19977405356304453
YDL130W-A	-0.04561938979428337
YDL131W	-0.33739789645767715
YDL133C-A	0.18036001532274956
YDL133W	1.0691520716693383
YDL134C	-0.03810876485117227
YDL135C	1.1768970862853274
YDL136W	0.42970580915168377
YDL137W	1.406017508932581
YDL138W	-0.3704770995250214
YDL142C	0.004660071630432694
YDL144C	-0.40520214941631916
YDL146W	0.37342248396071537
YDL149W	-0.02978680696667571
YDL154W	-1.1127540171279873
YDL155W	-0.619370865000898
YDL156W	1.4148494475230913
YDL157C	0.07093438247103351
YDL159W	-0.048911083442190105
YDL160C	-0.048911083442190105
YDL161W	1.7233414127790254
YDL162C	0.8236659045472805
YDL167C	-0.4474841861330928
YDL168W	1.0073748634181312
YDL169C	-0.2657919691451147
YDL170W	0.890287929505618
YDL171C	0.14527566084312404
YDL172C	-1.0725119032352686
YDL173W	0.13220161001622693
YDL174C	-1.3590746981326132
YDL175C	-1.6418358186760367
YDL176W	-0.07529099450780864
YDL177C	1.6540072177023424
YDL178W	1.4047193762263646
YDL179W	0.7110528922829789
YDL180W	-0.22276814231050285
YDL181W	-0.360323847287112
YDL182W	1.5831662614488007
YDL183C	1.793579664561824
YDL184C	0.3140792745336646
YDL185W	0.8216955245467731
YDL186W	1.0504450521351079
YDL187C	-0.42314419789152896
YDL188C	-0.7537739619766951
YDL189W	0.09467166624185382
YDL190C	-0.8408647579991285
YDL191W	-2.0987321693819627
YDL192W	-0.6539800101862835
YDL194W	-0.09970052557291988
YDL197C	-0.13880677334769903
YDL199C	0.7414199252319774
YDL200C	-0.592133259111529
YDL201W	0.23681719757258635
YDL203C	0.6342544341455494
YDL204W	0.19170708603155479
YDL206W	-0.048169293324351964
YDL210W	-0.07274109097774017
YDL211C	-0.5473940426294166
YDL213C	0.21518937944936825
YDL214C	-0.525789405447381
YDL215C	-0.2781705917365385
YDL216C	1.0036890937701228
YDL218W	-0.45796197154755647
YDL219W	-0.7240791763219873
YDL222C	0.2596040627549266
YDL223C	0.016969151398309228
YDL224C	-1.1476413336075622
YDL226C	-0.4719632600217512
YDL227C	-0.3966020202376333
YDL229W	0.4832769642243066
YDL230W	-0.15164901476277173
YDL231C	-0.25086344302362223
YDL232W	-2.664370315174723
YDL233W	1.0147927645965125
YDL234C	-0.7776503313946102
YDL236W	-0.15208945264523813
YDL237W	1.5097754016651899
YDL238C	0.5098655037605672
YDL239C	0.40494856396883605
YDL240W	-1.177614290556459
YDL241W	0.27397624628804035
YDL242W	0.38422480255173314
YDL243C	-0.4360791630713315
YDR001C	0.20607926956466863
YDR003W	-0.8365994648215592
YDR004W	-0.5424565021575565
YDR005C	0.543709677886932
YDR006C	-0.9460830500262314
YDR007W	-0.5246071774470764
YDR008C	0.4381436717420926
YDR009W	-0.09293169074764689
YDR010C	0.667194551565799
YDR011W	0.22631623121694028
YDR014W	-0.17712486912227518
YDR015C	-0.3156309926873644
YDR018C	0.3457444401888799
YDR019C	0.2571468829895877
YDR020C	-0.5939645534649419
YDR022C	-0.48348418778942476
YDR024W	1.1616208460460982
YDR025W	1.5197663873148224
YDR026C	-0.5047874727360887
YDR029W	0.09244629588833941
YDR030C	0.13370837119308565
YDR031W	-0.6807076353696389
YDR032C	0.431815274799286
YDR033W	0.12517778483794711
YDR034C	-0.4049703400044947
YDR035W	-0.046685713088675695
YDR036C	-0.18162197171166886
YDR042C	-0.6576657798342918
YDR043C	0.6150837957876701
YDR046C	0.39222222725967554
YDR048C	-0.7712755725694386
YDR049W	-1.513112052289938
YDR051C	-0.3213103232770626
YDR055W	0.12283650977852047
YDR056C	0.01613463751574133
YDR057W	-0.5258821292121106
YDR058C	-0.5380057614505277
YDR059C	1.053968555194839
YDR061W	0.6293400746148718
YDR063W	-0.2567977639663273
YDR066C	0.21669614062622697
YDR067C	-1.4087514550865856
YDR068W	-0.2264539119585111
YDR070C	-0.017709536610623567
YDR071C	0.5606085840089321
YDR072C	-0.30049383809522995
YDR073W	1.407385184462345
YDR074W	-1.391667101435126
YDR075W	0.8001604301882846
YDR076W	0.4982750331693464
YDR077W	-2.2034172997618695
YDR080W	-1.863584702027274
YDR083W	2.0992435549935005
YDR084C	-0.3964861155317211
YDR085C	-0.6557185807749667
YDR089W	0.5087064567014452
YDR090C	-0.03903600249846993
YDR092W	-0.2674609969102505
YDR093W	0.12554867989686616
YDR094W	-0.5614416929859762
YDR095C	0.02019130222266863
YDR096W	-0.2795382672663026
YDR097C	0.6596607456815056
YDR098C	0.35707992042709397
YDR099W	-2.03709404677785
YDR100W	-0.6258615285319817
YDR101C	0.7256337042867347
YDR102C	0.14427888037227904
YDR103W	-0.048911083442190105
YDR104C	1.3089125463193327
YDR105C	-0.5897456221697376
YDR107C	0.5010103842288745
YDR108W	-2.1374443411566406
YDR109C	0.4444952496260816
YDR110W	-0.12295100957890892
YDR111C	0.3745119881962901
YDR112W	-0.486590433907872
YDR116C	0.41809215761928054
YDR117C	-0.1560765745286181
YDR119W	-0.002131944136022763
YDR120C	-0.0006251829591640412
YDR121W	-0.7027758913753234
YDR122W	-0.0032214483715975193
YDR123C	0.2754830074648992
YDR124W	-0.05155371073698846
YDR125C	0.45019776115696225
YDR126W	-1.4427347148600451
YDR127W	-1.0715383037056059
YDR128W	-0.9280482777862917
YDR130C	0.9000239248022436
YDR131C	0.03889832175689907
YDR132C	1.0727682984937992
YDR133C	-0.2344745176076359
YDR135C	-1.333784291302569
YDR139C	0.8958513553894042
YDR142C	0.3284514580667784
YDR143C	-0.32374432210121895
YDR144C	1.312853306320348
YDR146C	0.5959131574297909
YDR147W	-0.45856467601830003
YDR148C	0.5689305418934286
YDR149C	1.004222255417319
YDR150W	0.3100921526502846
YDR151C	0.312108894533157
YDR152W	-0.22807657784128205
YDR153C	-1.4470927318023439
YDR154C	0.6027515350786111
YDR155C	-0.4595846374303274
YDR156W	0.21372898015487446
YDR157W	-0.41820665741966895
YDR158W	0.45835745245318177
YDR159W	-0.48116609367118063
YDR161W	-0.02700509402478269
YDR162C	-0.4582169619005633
YDR163W	-1.0973155103004812
YDR165W	0.4809588701060624
YDR169C	-0.18343008512389933
YDR171W	-0.5918087259349749
YDR173C	-2.9390181063042924
YDR174W	2.0966704705222496
YDR178W	0.09490347565367824
YDR179C	0.2988725771179828
YDR179W-A	-0.3609265517578555
YDR181C	-0.6505260499500997
YDR183W	0.5577341473023093
YDR184C	1.3653813190397606
YDR185C	-0.09661746039565516
YDR186C	0.8264939793715385
YDR191W	-0.30415642680205573
YDR192C	0.35144695171976054
YDR193W	0.5288275136478046
YDR198C	0.8184501927812312
YDR199W	-1.3367514517739216
YDR202C	0.6398178600293354
YDR203W	0.1163458462474368
YDR205W	0.5956581670767839
YDR206W	-0.21732062113262907
YDR207C	2.36478123623837
YDR209C	-0.6127642967639022
YDR210W	0.48902583763755214
YDR213W	-0.09137856768842331
YDR214W	-0.20997226277779507
YDR215C	0.1650258227305644
YDR216W	0.27870515828925857
YDR217C	0.07290476247154107
YDR218C	-0.35276686046163597
YDR219C	0.5810078122494807
YDR220C	-0.3171609348054055
YDR221W	-1.2001925272681575
YDR222W	0.11208055306986754
YDR223W	0.5013812792877935
YDR225W	1.0882995290860351
YDR227W	-0.048911083442190105
YDR229W	0.22967746768839434
YDR233C	-0.4205942943614604
YDR234W	0.1385068260178511
YDR239C	1.1343832401567293
YDR241W	-1.191082417383458
YDR242W	0.44233942209611454
YDR244W	0.36595822089996916
YDR245W	-4.181400648977256
YDR247W	0.0596916259975493
YDR248C	-0.44444748283819296
YDR249C	0.6117921021397634
YDR250C	0.28394405099649034
YDR251W	-0.10612164628045623
YDR252W	-0.19961038206924364
YDR253C	-0.4655189583730324
YDR254W	0.0012292923354313083
YDR255C	-0.29910298162428345
YDR256C	0.21335808509595536
YDR257C	0.16242955731813094
YDR258C	-0.6162877998236332
YDR259C	0.9246884462203615
YDR260C	-0.4998499322642286
YDR261C	-0.18011521053481014
YDR262W	0.011011649514421703
YDR263C	-0.32457883598378684
YDR265W	0.3842248025517332
YDR266C	-0.4167462581251751
YDR269C	-0.3007256475070544
YDR270W	0.625886114378688
YDR271C	0.7663857988854671
YDR272W	-0.5117185741496387
YDR273W	1.1711018509897169
YDR274C	0.4054585446748498
YDR275W	0.31567875947525315
YDR276C	-0.048911083442190105
YDR277C	-0.6144565054702205
YDR278C	-0.2601821813789638
YDR279W	0.5722454164825178
YDR281C	0.7669885033562106
YDR282C	0.4774585479875137
YDR284C	0.41466137832427913
YDR285W	-0.168663825590684
YDR286C	0.44982686609804323
YDR287W	0.13208570531031477
YDR289C	0.8377367358450227
YDR290W	0.43719325315361246
YDR291W	-0.3272214632785852
YDR293C	0.6700226263900569
YDR294C	-0.3211016948064206
YDR297W	-0.03885055496901041
YDR304C	-0.9351648267293013
YDR305C	0.09010502082891282
YDR306C	-0.8421860716465277
YDR307W	-0.16173272417713386
YDR309C	-1.0149768072204481
YDR310C	-2.3494572292112523
YDR312W	0.7768404033587483
YDR313C	0.006166832807291399
YDR314C	-0.29889435315364143
YDR315C	-0.7827965003371121
YDR316W	0.6185145750826715
YDR317W	0.5514521122418676
YDR318W	-1.2857997430549146
YDR319C	-0.5795691889906457
YDR320C	-2.4424591652352086
YDR321W	0.05966844505636686
YDR326C	-0.6076644897037651
YDR329C	-0.431280708246566
YDR330W	-1.0303225902832247
YDR332W	0.5033516592883012
YDR333C	0.13280431448697047
YDR334W	-0.2992420672713781
YDR335W	-2.147806221865192
YDR336W	-0.017709536610623567
YDR338C	-0.2907578427986044
YDR340W	0.3868674298465315
YDR344C	-0.10199543874998161
YDR345C	0.5696259701289019
YDR346C	2.195537184665363
YDR348C	-0.8495576109425441
YDR349C	-0.012377920138661966
YDR351W	-0.39569796353151804
YDR352W	-0.4803547607297951
YDR354W	-0.08674237945193496
YDR357C	0.058277588585420356
YDR358W	-0.4198293233024398
YDR359C	0.0595293594092722
YDR360W	-0.4958628103808486
YDR363W	0.779552573477094
YDR363W-A	0.08213077706215285
YDR368W	0.5887502466044163
YDR369C	-0.5265775574475838
