orf	hap a (post-SGA) | growth (colony size) | expression of amyloid-beta 42 | SGA final selection medium | Chen X~Petranovic D, 2020
YEL043W	-0.14630500000000002
YEL047C	-0.04175999999999999
YEL048C	0.0010799999999999976
YEL049W	-0.013145
YEL052W	0.398045
YEL053C	-0.17980000000000002
YEL056W	0.41196
YEL057C	0.294075
YEL059W	-0.12208499999999999
YEL060C	-0.39697499999999997
YEL061C	-0.610765
YEL062W	0.12852999999999998
YEL063C	0.49359000000000003
YEL064C	-0.03723000000000001
YEL065W	-0.15773
YEL066W	-0.100915
YEL067C	-0.279955
YEL068C	0.099185
YEL071W	-0.269665
YER001W	0.0459
YER002W	0.027124999999999996
YER004W	0.295995
YER005W	-0.23282999999999998
YER007C-A	0.10089999999999999
YER007W	0.0019249999999999962
YER010C	-0.110265
YER011W	-0.06524
YER016W	-0.00010000000000000286
YER019C-A	-0.1601
YER019W	0.1172
YER020W	-0.18668
YER024W	0.08476500000000001
YER027C	0.012449999999999989
YER028C	0.18992499999999998
YER030W	0.129445
YER031C	0.028545
YER032W	-0.068365
YER033C	-0.31758000000000003
YER034W	0.08650000000000001
YER035W	-0.01405
YER038W-A	0.10772999999999999
YER039C	-0.01038
YER039C-A	-0.05548
YER041W	0.03283
YER042W	0.36268999999999996
YER044C-A	0.042624999999999996
YER045C	0.15876
YER046W	0.12613
YER046W-A	0.07107500000000001
YER047C	0.010185
YER048C	0.131475
YER049W	0.174745
YER051W	0.111295
YER052C	0.057670000000000006
YER053C	-0.063525
YER054C	0.044315
YER055C	0.0
YER056C	0.089195
YER056C-A	0.20288
YER057C	-0.171805
YER059W	0.089045
YER060W	0.053755000000000004
YER060W-A	0.031395000000000006
YER061C	0.31169
YER062C	-0.016955000000000005
YER063W	0.035375000000000004
YER064C	-0.077645
YER065C	0.12059500000000001
YER066C-A	0.067275
YER066W	-0.029615000000000002
YER067C-A	-0.29257
YER067W	0.026715
YER069W	0.0
YER071C	0.14092
YER072W	0.052275
YER073W	-0.070505
YER074W	0.32752499999999996
YER075C	0.02901
YER077C	0.16862
YER078C	0.09137
YER079W	-0.10045
YER080W	-0.100335
YER081W	0.14430500000000002
YER083C	-0.7076849999999999
YER084W	-0.056095
YER085C	0.049925
YER087C-B	0.105455
YER088C	-0.11049
YER089C	0.086735
YER090W	0.054665
YER091C	-0.008029999999999999
YER091C-A	-0.03381
YER092W	-0.324165
YER093C-A	0.029325000000000004
YER095W	0.0011999999999999997
YER096W	0.22267499999999998
YER097W	0.07521
YER098W	0.06269
YER101C	-0.28015999999999996
YER106W	0.0968
YER108C	0.046775000000000004
YER109C	-0.047555
YER111C	-0.138405
YER113C	0.09287499999999999
YER114C	-0.04729
YER115C	0.037294999999999995
YER116C	0.40927
YER117W	-0.18481
YER118C	0.175045
YER119C	-0.008539999999999999
YER119C-A	-0.5819799999999999
YER120W	-0.07232
YER121W	0.07797
YER123W	0.12905
YER124C	0.001984999999999997
YER128W	-0.158085
YER129W	0.34721
YER130C	0.027219999999999994
YER131W	0.22653
YER132C	0.152715
YER134C	-0.047195
YER135C	0.113285
YER137C	-0.053689999999999995
YER139C	0.0844
YER140W	0.136065
YER142C	0.17043999999999998
YER143W	0.07358500000000001
YER144C	0.14033
YER145C	0.09157
YER149C	-0.10231499999999999
YER150W	-0.02703
YER151C	-0.68387
YER152C	0.06529
YER153C	0.09575
YER155C	-0.1399
YER156C	0.092075
YER158C	-0.213585
YER161C	0.088855
YER162C	0.14171499999999998
YER163C	-0.07948
YER164W	-0.74365
YER166W	0.002024999999999999
YER167W	-0.21108500000000002
YER170W	0.017015
YER173W	-0.072485
YER174C	0.35729500000000003
YER175C	-0.10182
YER176W	0.196375
YER177W	-0.810675
YER178W	0.282955
YER179W	-0.0020599999999999993
YER180C	0.004565
YER181C	-0.04371
YER182W	-0.13001000000000001
YER183C	-0.09601
YER184C	-0.3167
YER185W	-0.013335
YER186C	-0.007219999999999999
YER187W	0.022705
YER188W	0.24242999999999998
YFL001W	0.08801500000000001
YFL003C	0.24384999999999998
YFL004W	0.04819
YFL007W	0.042382500000000004
YFL010C	0.17292000000000002
YFL010W-A	-0.06136
YFL011W	0.20447
YFL012W	0.016735
YFL013C	-0.570465
YFL013W-A	-0.184645
YFL014W	0.347855
YFL015C	0.120045
YFL018C	0.10696
YFL019C	0.20228000000000002
YFL020C	0.012150000000000001
YFL021W	0.31935
YFL023W	-0.018320000000000003
YFL025C	0.12388
YFL026W	0.0
YFL027C	-0.05875
YFL028C	0.02972
YFL030W	0.15944999999999998
YFL031W	-0.95469
YFL032W	-0.88241
YFL033C	0.114955
YFL034C-A	-0.060885
YFL034W	-0.10386999999999999
YFL036W	-0.529885
YFL040W	-0.12344000000000001
YFL041W	-0.03418
YFL042C	0.069215
YFL044C	-0.02815
YFL046W	0.0708
YFL047W	0.026415000000000008
YFL048C	0.09644499999999999
YFL049W	0.171585
YFL050C	-0.11598
YFL051C	0.017075
YFL052W	0.015295000000000003
YFL053W	0.190535
YFL054C	-0.22357
YFL055W	-0.10356499999999999
YFL056C	-0.099665
YFL063W	-0.12931499999999999
YFR006W	0.094865
YFR007W	-0.171405
YFR008W	-0.229525
YFR009W	0.071935
YFR010W	-0.19653500000000002
YFR011C	0.155465
YFR012W	0.26038
YFR013W	0.044505
YFR014C	-0.276875
YFR015C	-0.022735
YFR016C	-0.04358
YFR017C	-0.0006250000000000006
YFR018C	0.053385
YFR019W	0.123905
YFR020W	0.084985
YFR021W	0.44999
YFR022W	0.12983
YFR023W	0.05086
YFR024C-A	-0.0563975
YFR025C	0.0
YFR026C	0.09307499999999999
YFR030W	0.140735
YFR031C-A	0.254365
YFR032C	0.011800000000000005
YFR032C-A	-0.25290999999999997
YFR033C	0.20286
YFR034C	0.008305
YFR035C	0.37178
YFR038W	-0.31633500000000003
YFR039C	-0.04252
YFR040W	-0.70232
YFR041C	0.030475000000000002
YFR043C	0.006634999999999995
YFR044C	-0.11213999999999999
YFR045W	0.08268
YFR046C	0.144705
YFR047C	-0.092695
YFR048W	0.113445
YFR049W	0.16054
YFR053C	0.17183
YFR054C	0.103355
YFR055W	0.13472
YFR056C	-0.018080000000000002
YFR057W	0.11682000000000001
YGL002W	-0.22208
YGL004C	0.084565
YGL005C	-0.436295
YGL006W	0.04257999999999999
YGL007W	0.057505
YGL009C	0.013810000000000003
YGL010W	0.26611500000000005
YGL013C	-0.16485
YGL014W	0.033780000000000004
YGL015C	0.08893
YGL016W	0.13006500000000001
YGL017W	0.095715
YGL019W	0.44388
YGL020C	-0.1128
YGL021W	-0.11191500000000001
YGL023C	0.26146
YGL024W	0.7046
YGL026C	0.0
YGL027C	-0.82602
YGL028C	-0.05881
YGL029W	-0.12236000000000001
YGL031C	0.227965
YGL032C	0.08853
YGL034C	-0.119005
YGL035C	-0.168975
YGL036W	0.078795
YGL037C	0.131945
YGL039W	-0.09182499999999999
YGL041C	0.0038549999999999973
YGL042C	0.08022499999999999
YGL043W	-0.28666
YGL045W	-0.2611025
YGL049C	0.11151
YGL050W	0.07869
YGL051W	-0.0057950000000000015
YGL053W	-0.10167
YGL054C	-0.204535
YGL056C	0.08941000000000002
YGL057C	0.08449999999999999
YGL058W	0.18181
YGL059W	-0.055685
YGL060W	0.038245
YGL062W	-0.300305
YGL063W	-0.12062
YGL066W	0.010009999999999991
YGL067W	0.12808
YGL071W	-0.17499499999999998
YGL077C	0.24170000000000003
YGL078C	-0.2425
YGL079W	-0.06974
YGL080W	-0.11643
YGL081W	-0.44154000000000004
YGL082W	0.18023
YGL083W	0.09963
YGL084C	-0.49008
YGL085W	-0.22002500000000003
YGL086W	0.15089
YGL087C	-0.11451
YGL089C	-0.134595
YGL090W	0.13877
YGL094C	0.36009
YGL096W	0.03244
YGL101W	0.12303
YGL104C	-0.13055
YGL105W	0.0
YGL108C	-0.0062450000000000006
YGL109W	-0.107265
YGL110C	-0.335185
YGL114W	0.20466
YGL115W	0.87914
YGL117W	-0.060700000000000004
YGL118C	0.12694500000000003
YGL121C	0.004529999999999999
YGL124C	0.131685
YGL125W	-0.008035
YGL126W	-0.015740000000000004
YGL127C	-0.21687499999999998
YGL131C	-0.03576
YGL132W	0.20663
YGL133W	-0.22827
YGL136C	-0.31682499999999997
YGL138C	0.102075
YGL139W	0.179465
YGL140C	0.158595
YGL141W	0.0833
YGL144C	0.10536000000000001
YGL146C	0.034850000000000006
YGL147C	0.0
YGL148W	-0.19672499999999998
YGL149W	-0.20484
YGL151W	0.037945000000000007
YGL152C	-0.019469999999999998
YGL153W	0.0093
YGL154C	0.0
YGL156W	-0.096465
YGL157W	-0.10667
YGL158W	0.076935
YGL159W	-0.01807
YGL160W	-0.10754
YGL161C	-0.0577
YGL162W	0.031129999999999998
YGL163C	0.05934
YGL164C	-0.05931500000000001
YGL165C	0.21735
YGL166W	0.050074999999999995
YGL167C	-0.50593
YGL168W	-0.46412
YGL170C	-0.107905
YGL173C	0.546555
YGL174W	-0.05126
YGL175C	0.204075
YGL176C	0.209405
YGL177W	0.220105
YGL179C	0.360895
YGL180W	-0.031525000000000004
YGL181W	0.03748
YGL194C	
YGL195W	-0.015125
YGL196W	-0.043335
YGL197W	0.069765
YGL198W	-0.009205000000000005
YGL199C	-0.001984999999999999
YGL202W	-0.04908
YGL203C	-0.28473499999999996
YGL205W	-0.11664999999999999
YGL208W	0.124345
YGL209W	-0.21404499999999999
YGL210W	0.03165
YGL211W	0.19075
YGL212W	-0.051535
YGL213C	0.05597000000000002
YGL214W	0.05219
YGL215W	-0.29216
YGL216W	-0.018320000000000003
YGL217C	0.03217499999999998
YGL218W	0.758715
YGL219C	-0.07625
YGL221C	-0.12419
YGL222C	0.22182
YGL224C	0.123235
YGL226C-A	-0.35803
YGL226W	0.01393
YGL227W	-0.121695
YGL228W	-0.159745
YGL229C	0.032165
YGL230C	-0.088345
YGL231C	0.078345
YGL232W	0.040635
YGL234W	0.21891500000000003
YGL235W	0.149715
YGL236C	-0.154655
YGL237C	0.40061
YGL241W	-0.040444999999999995
YGL242C	-0.10523
YGL243W	0.10996
YGL244W	0.056084999999999996
YGL248W	-0.003980000000000004
YGL249W	-0.13689
YGL250W	-0.046515
YGL251C	-0.224545
YGL252C	0.142465
YGL253W	0.265395
YGL254W	0.008300000000000002
YGL255W	0.05413
YGL256W	0.040170000000000004
YGL257C	0.04071000000000001
YGL258W	0.047979999999999995
YGL259W	0.16325
YGL260W	0.19728
YGL261C	-0.080305
YGL262W	0.104255
YGL263W	-0.07846
YGR001C	0.045015000000000006
YGR003W	-0.232785
YGR004W	-0.06175
YGR007W	0.03973
YGR008C	0.062695
YGR010W	-0.135785
YGR011W	-0.10749
YGR012W	0.161755
YGR014W	0.016324999999999996
YGR015C	-0.16229
YGR016W	-0.136735
YGR017W	0.053765
YGR018C	-0.12684499999999999
YGR019W	0.04223
YGR021W	0.01158
YGR022C	-0.010939999999999998
YGR023W	-0.18822
YGR025W	0.18564000000000003
YGR026W	-0.09376999999999999
YGR027C	0.13465
YGR028W	-0.137775
YGR031W	-0.09437999999999999
YGR032W	-0.019635
YGR033C	0.028009999999999997
YGR034W	-0.145865
YGR035C	0.17180499999999999
YGR037C	0.030794999999999996
YGR038W	-0.26498499999999997
YGR039W	0.07796
YGR040W	-0.098565
YGR041W	-0.12772
YGR042W	0.017550000000000003
YGR043C	0.134715
YGR044C	-0.0291
YGR045C	0.30304
YGR049W	0.053045
YGR050C	0.050655000000000006
YGR051C	0.184585
YGR052W	0.32243
YGR053C	0.133325
YGR054W	0.1629
YGR055W	-0.20127
YGR058W	0.338075
YGR059W	-0.10048
YGR061C	0.25677
YGR066C	-0.07926
YGR067C	-0.03598
YGR068C	-0.025015000000000003
YGR069W	-0.115025
YGR070W	0.15849
YGR071C	0.206725
YGR072W	-0.04315000000000001
YGR077C	0.012540000000000003
YGR078C	-0.432515
YGR079W	0.294265
YGR080W	-0.164085
YGR081C	0.051495
YGR084C	0.109785
YGR085C	-0.272215
YGR086C	-0.259485
YGR087C	0.1608
YGR088W	-0.03584999999999999
YGR089W	0.07474
YGR092W	-0.01937
YGR093W	-0.009899999999999999
YGR096W	0.27861
YGR097W	-0.048464999999999994
YGR100W	-0.09917999999999999
YGR101W	0.12616
YGR105W	-0.421975
YGR106C	-0.09779499999999999
YGR107W	-0.153755
YGR108W	-0.022785
YGR109C	0.0015350000000000016
YGR110W	-0.054
YGR111W	-0.110165
YGR117C	-0.064925
YGR118W	0.21713
YGR121C	-0.20646
YGR122C-A	-0.031564999999999996
YGR122W	-0.24768
YGR123C	-0.04254000000000001
YGR124W	0.079435
YGR125W	0.093625
YGR126W	0.106205
YGR127W	0.0864
YGR129W	-0.031345
YGR130C	0.013865000000000002
YGR131W	0.027085000000000012
YGR132C	0.095025
YGR133W	-0.06689
YGR134W	0.11422
YGR135W	-0.48637
YGR136W	0.10784500000000001
YGR137W	0.15400999999999998
YGR138C	0.0252
YGR139W	0.06345
YGR141W	0.16429
YGR142W	-0.01
YGR143W	0.07629
YGR144W	0.107685
YGR146C	-0.004040000000000002
YGR148C	-0.013155
YGR149W	0.02694500000000001
YGR151C	-0.28565
YGR152C	0.03004
YGR153W	0.0379
YGR154C	0.044320000000000005
YGR157W	0.09
YGR161C	-0.023719999999999998
YGR163W	-0.362495
YGR164W	0.20127499999999998
YGR166W	-0.48511000000000004
YGR168C	-0.34140499999999996
YGR169C	-0.24226
YGR170W	0.19392500000000001
YGR173W	-0.008614999999999998
YGR174C	0.221555
YGR176W	0.061495
YGR177C	-0.1872
YGR178C	-0.322195
YGR181W	0.35374
YGR182C	-0.2399
YGR183C	0.44379
YGR184C	0.052405
YGR187C	0.189165
YGR188C	-0.460345
YGR189C	0.210015
YGR192C	-0.362825
YGR193C	-0.19957999999999998
YGR194C	0.07032999999999999
YGR196C	-0.35801499999999997
YGR197C	0.016325000000000006
YGR199W	0.193145
YGR200C	0.09490499999999999
YGR201C	-0.06397
YGR202C	0.018585
YGR203W	0.19246999999999997
YGR205W	0.023959999999999995
YGR206W	0.192155
YGR207C	0.20715
YGR208W	-0.10045000000000001
YGR209C	-0.02226
YGR210C	0.39385499999999996
YGR212W	0.305415
YGR213C	0.29429
YGR214W	0.14732
YGR217W	-0.54965
YGR221C	0.03719
YGR223C	-0.114015
YGR224W	-0.033805
YGR225W	0.10059
YGR226C	-0.215375
YGR227W	0.33747
YGR228W	0.34523
YGR229C	0.00202
YGR230W	-0.036305000000000004
YGR231C	0.320125
YGR232W	0.04332
YGR233C	0.027510000000000007
YGR234W	-0.11464
YGR235C	-0.01939500000000001
YGR236C	-0.008809999999999998
YGR237C	-0.258185
YGR238C	0.24345499999999998
YGR239C	0.052805
YGR241C	0.10758000000000001
YGR242W	0.15515
YGR243W	0.037845
YGR244C	-0.368665
YGR247W	-0.136045
YGR248W	0.073125
YGR249W	0.25249
YGR250C	-0.03442
YGR254W	0.105035
YGR255C	0.12333
YGR256W	-0.07107
YGR259C	0.008039999999999999
YGR260W	-0.002819999999999989
YGR261C	-0.25150500000000003
YGR263C	0.356375
YGR266W	0.26648499999999997
YGR268C	0.43182
YGR269W	0.11510499999999999
YGR270W	0.58579
YGR271C-A	0.00892
YGR271W	0.24409999999999998
YGR273C	0.0166
YGR275W	-0.054790000000000005
YGR276C	0.163525
YGR279C	0.294935
YGR281W	0.03466
YGR282C	-0.08693999999999999
YGR283C	0.11866
YGR284C	-0.167105
YGR286C	-0.173045
YGR287C	0.11362000000000001
YGR288W	0.377195
YGR289C	-0.268695
YGR290W	0.038685
YGR291C	-0.067105
YGR292W	-0.19654
YGR295C	0.12183
YHL002W	0.16598500000000002
YHL003C	-0.21877
YHL005C	0.29087
YHL006C	-0.07965
YHL007C	-0.15291000000000002
YHL008C	-0.28880500000000003
YHL009C	0.17670000000000002
YHL010C	0.103185
YHL012W	0.10654
YHL013C	0.112395
YHL014C	0.24203000000000002
YHL016C	0.119885
YHL017W	0.09069
YHL019C	0.03334000000000001
YHL020C	0.177585
YHL021C	-0.025730000000000003
YHL022C	-0.456445
YHL023C	0.224715
YHL024W	-0.360715
YHL025W	0.65265
YHL026C	0.04268
YHL027W	-0.404995
YHL028W	0.14922000000000002
YHL029C	-0.40805
YHL030W	-0.115645
YHL031C	-0.186085
YHL032C	0.28371
YHL033C	-0.04513
YHL034C	-0.0034999999999999996
YHL035C	-0.0024199999999999985
YHL036W	0.15561
YHL037C	0.012009999999999993
YHL039W	0.13774999999999998
YHL040C	0.03359499999999999
YHL041W	0.10296000000000001
YHL042W	-0.128865
YHL043W	-0.0514
YHL044W	-0.060500000000000005
YHL045W	0.08359
YHL046C	0.09963000000000001
YHL047C	-0.06321500000000001
YHR001W-A	0.257695
YHR003C	-0.024615000000000005
YHR004C	0.09372
YHR005C	0.0
YHR006W	0.216545
YHR008C	0.09961
YHR009C	-0.026744999999999998
YHR012W	-0.19764500000000002
YHR014W	0.35634
YHR015W	0.029575000000000004
YHR016C	-0.09456500000000001
YHR017W	0.07519
YHR018C	0.6516350000000001
YHR021C	0.302705
YHR021W-A	-0.10551999999999999
YHR022C	0.279175
YHR025W	0.007730000000000001
YHR028C	0.19209
YHR029C	-0.031854999999999994
YHR030C	-0.79049
YHR031C	0.019705
YHR032W	-0.24628
YHR033W	0.110075
YHR034C	-0.06867999999999999
YHR035W	-0.005524999999999988
YHR037W	0.199385
YHR039C	0.183925
YHR041C	-0.116785
YHR043C	0.09706999999999999
YHR044C	-0.07958
YHR045W	0.12476999999999999
YHR046C	0.12279499999999999
YHR047C	0.08211
YHR048W	0.30226000000000003
YHR049C-A	0.147665
YHR049W	-0.08113500000000001
YHR050W	0.162775
YHR057C	0.20457999999999998
YHR059W	0.0
YHR061C	0.07591
YHR066W	-0.07066
YHR067W	0.139915
YHR073W	-0.156205
YHR075C	0.010955000000000001
YHR076W	0.217835
YHR077C	-0.023985
YHR078W	0.02971
YHR079C	-1.027615
YHR079C-A	-0.01258
YHR080C	-0.10577500000000001
YHR081W	0.294815
YHR082C	-0.09937
YHR086W	-0.16128
YHR087W	0.273955
YHR092C	0.107965
YHR093W	0.04886
YHR094C	0.27387
YHR095W	-0.11470999999999999
YHR096C	-0.20139
YHR097C	-0.43628500000000003
YHR103W	-0.05583
YHR104W	0.17567
YHR105W	0.04922499999999999
YHR106W	0.097105
YHR108W	0.089895
YHR109W	0.0023549999999999995
YHR110W	0.099005
YHR111W	-0.03688000000000001
YHR112C	0.278745
YHR113W	-0.23517
YHR114W	0.4651
YHR115C	0.149085
YHR116W	0.29447999999999996
YHR117W	0.122475
YHR121W	-0.25722500000000004
YHR123W	-0.11759
YHR124W	-0.458115
YHR125W	0.18031000000000003
YHR126C	0.183155
YHR127W	0.147215
YHR129C	0.297675
YHR130C	-0.347005
YHR131C	0.03019
YHR132C	0.22946500000000003
YHR132W-A	0.32486
YHR133C	-0.179735
YHR134W	0.22494999999999998
YHR135C	-0.47846999999999995
YHR136C	0.24216
YHR137W	0.0030950000000000005
YHR138C	-0.065645
YHR139C	0.32863
YHR139C-A	0.24220000000000003
YHR140W	0.20095000000000002
YHR142W	0.0807
YHR143W	0.066265
YHR146W	0.259405
YHR150W	-0.12204000000000001
YHR151C	0.07823
YHR152W	-0.19430000000000003
YHR153C	0.13146
YHR154W	0.03176
YHR155W	0.31573500000000004
YHR156C	-0.086905
YHR157W	0.16691999999999999
YHR158C	-0.109115
YHR159W	-0.088315
YHR160C	-0.12786
YHR161C	0.309315
YHR162W	0.140485
YHR163W	-0.04494000000000001
YHR167W	-0.17220000000000002
YHR171W	0.30291999999999997
YHR176W	0.227705
YHR178W	-0.30673
YHR179W	0.221275
YHR180W	-0.13645
YHR181W	-0.17728
YHR182W	0.05977
YHR184W	0.08590500000000001
YHR185C	-0.019475000000000006
YHR189W	0.21316000000000002
YHR191C	0.19372
YHR193C	0.070405
YHR194W	0.0
YHR195W	0.0026650000000000007
YHR198C	0.025255
YHR199C	0.230845
YHR200W	0.24739999999999998
YHR202W	0.07606500000000001
YHR203C	0.30595
YHR204W	-0.03622500000000001
YHR206W	-0.652085
YHR207C	0.085675
YHR209W	0.09585
YHR210C	0.36381
YIL001W	0.10091999999999998
YIL002C	0.171755
YIL005W	0.059730000000000005
YIL006W	0.289835
YIL007C	0.034109999999999994
YIL008W	0.51492
YIL009C-A	-0.235875
YIL010W	-0.036505
YIL011W	0.0
YIL012W	-0.15969
YIL013C	0.204075
YIL014C-A	-0.20815
YIL014W	0.063435
YIL015W	-0.00689
YIL016W	0.07138
YIL017C	0.17606
YIL020C	0.0
YIL023C	-0.353365
YIL024C	0.368145
YIL025C	-0.023450000000000006
YIL027C	0.28709
YIL028W	0.07758999999999999
YIL029C	-0.11107
YIL030C	0.23295500000000002
YIL032C	0.11385
YIL034C	0.228705
YIL035C	0.34002
YIL036W	0.231705
YIL037C	0.332895
YIL038C	-0.075085
YIL039W	-0.00817
YIL040W	0.24521
YIL041W	-0.015880000000000005
YIL042C	-0.0014750000000000006
YIL043C	-0.106385
YIL044C	-0.19423
YIL045W	0.23973
YIL047C	0.05346999999999999
YIL049W	-0.09573000000000001
YIL050W	0.4253
YIL052C	0.19159500000000002
YIL053W	0.163935
YIL054W	-0.192785
YIL055C	-0.075625
YIL056W	-0.09816
YIL057C	-0.03701
YIL058W	0.08573
YIL059C	-0.008145000000000003
YIL060W	-0.17952
YIL064W	0.008765
YIL065C	0.24151499999999998
YIL066C	0.594015
YIL067C	-0.04893
YIL070C	0.08907
YIL071C	0.11809499999999999
YIL072W	-0.027575000000000002
YIL073C	0.24169500000000002
YIL074C	-0.030709999999999998
YIL076W	-0.46678
YIL077C	-0.06684999999999999
YIL079C	0.039150000000000004
YIL084C	-0.012229999999999998
YIL085C	-0.17998
YIL086C	0.106435
YIL087C	-0.014060000000000003
YIL088C	0.21474
YIL089W	-0.040955000000000005
YIL090W	0.39903500000000003
YIL092W	0.055225
YIL093C	-0.030475000000000002
YIL094C	0.0
YIL095W	-0.21160500000000002
YIL096C	-0.188255
YIL097W	0.23406499999999997
YIL098C	-0.04434
YIL099W	-0.09310500000000001
YIL100W	0.10145
YIL101C	0.062855
YIL102C	-0.002
YIL103W	0.16419999999999998
YIL105C	-0.22351
YIL107C	-0.15287499999999998
YIL108W	0.06641
YIL110W	-0.084335
YIL111W	0.27508
YIL112W	0.6134999999999999
YIL113W	0.115185
YIL114C	0.079055
YIL116W	0.0
YIL117C	0.16272
YIL119C	0.075665
YIL120W	0.027169999999999993
YIL122W	0.5725549999999999
YIL123W	0.145185
YIL124W	0.16165
YIL125W	0.0
YIL128W	0.15688000000000002
YIL130W	-0.18645
YIL131C	0.05207
YIL132C	0.28430999999999995
YIL133C	0.027770000000000003
YIL134W	-0.03752499999999999
YIL135C	0.32643999999999995
YIL136W	-0.11161
YIL137C	0.05065
YIL138C	-0.092845
YIL139C	0.022135000000000002
YIL140W	-0.110185
YIL141W	-0.0027649999999999966
YIL145C	-0.05755
YIL146C	-0.11307
YIL148W	0.08091999999999999
YIL149C	0.044905
YIL151C	0.020904999999999997
YIL152W	0.068545
YIL153W	-0.405095
YIL154C	-0.1759
YIL155C	0.10406
YIL156W	0.0721
YIL157C	0.024365
YIL158W	-0.05402
YIL159W	0.001575
YIL160C	0.0337
YIL161W	0.09771
YIL162W	0.070025
YIL163C	0.01632
YIL164C	0.09032000000000001
YIL165C	-0.004409999999999999
YIL166C	-0.12000000000000001
YIL167W	0.21655999999999997
YIL168W	0.101675
YIL170W	0.11825
YIL173W	0.167555
YIR001C	-0.179295
YIR002C	0.16972
YIR003W	0.278205
YIR004W	-0.03676
YIR005W	0.32775000000000004
YIR007W	0.42064
YIR009W	-0.17177499999999998
YIR013C	0.138215
YIR014W	-0.084455
YIR016W	-0.031259999999999996
YIR017C	-0.100755
YIR018W	-0.144105
YIR019C	0.16275499999999998
YIR020C	-0.033335
YIR020W-B	0.14867999999999998
YIR023W	-0.497315
YIR024C	-0.131345
YIR025W	-0.17051
YIR027C	0.238215
YIR028W	0.11087999999999999
YIR029W	0.382025
YIR030C	-0.011799999999999998
YIR031C	0.00012000000000000205
YIR032C	-0.208905
YIR033W	-0.07556500000000001
YIR034C	-0.22058
YIR035C	0.292705
YIR036C	-0.0019349999999999992
YIR037W	-0.004815
YIR038C	-0.156355
YIR039C	0.23363
YIR042C	-0.11846999999999999
YIR043C	0.02398
YIR044C	0.14024999999999999
YJL004C	-0.413005
YJL007C	0.006445000000000006
YJL012C	0.306795
YJL013C	-0.28825
YJL016W	0.023997499999999998
YJL020C	-0.008777499999999994
YJL022W	-0.085785
YJL023C	-0.04789
YJL024C	0.010510000000000005
YJL027C	0.13877499999999998
YJL028W	-0.22497
YJL029C	-0.596665
YJL030W	-0.00625
YJL036W	-0.03565
YJL037W	0.188355
YJL038C	0.11173999999999999
YJL042W	0.11248999999999999
YJL043W	-0.20631499999999997
YJL044C	0.10822
YJL045W	0.17766
YJL046W	0.138485
YJL047C	-0.07649
YJL048C	-0.12384500000000001
YJL049W	-0.345235
YJL051W	-0.08125
YJL053W	-0.16658499999999998
YJL055W	0.16037
YJL057C	0.36086
YJL058C	0.0215
YJL059W	0.04220499999999999
YJL060W	-0.10228000000000001
YJL062W	0.22494999999999998
YJL064W	-0.115145
YJL065C	-0.09584
YJL066C	-0.027595
YJL067W	-0.131385
YJL068C	0.36638
YJL070C	-0.013069999999999998
YJL071W	0.0
YJL073W	-0.072685
YJL077C	0.087665
YJL078C	-0.042905
YJL079C	0.127475
YJL082W	0.04654
YJL083W	0.09615
YJL084C	0.311785
YJL088W	0.0
YJL089W	0.27906000000000003
YJL092W	-0.082675
YJL093C	0.0582
YJL094C	0.39576500000000003
YJL095W	-0.5434
YJL098W	0.022005
YJL099W	0.018209999999999997
YJL100W	-0.0746
YJL101C	0.56959
YJL103C	-0.014075000000000004
YJL105W	0.09573000000000001
YJL106W	-0.1387
YJL107C	-0.051325
YJL108C	0.009219999999999999
YJL110C	-0.04478
YJL112W	-0.010239999999999999
YJL115W	0.49021000000000003
YJL116C	0.109115
YJL117W	0.14939
YJL119C	0.036615
YJL120W	-0.24848499999999998
YJL121C	-0.298095
YJL122W	0.042065000000000005
YJL123C	-0.27234
YJL124C	0.36967
YJL126W	-0.150665
YJL128C	0.04793
YJL130C	-0.09167
YJL131C	0.00578
YJL132W	-0.02922
YJL133W	-0.008275000000000005
YJL134W	-0.082845
YJL135W	0.38763
YJL136C	-0.23049
YJL137C	-0.073515
YJL138C	-0.20454
YJL139C	0.05112
YJL141C	0.139295
YJL142C	0.189855
YJL144W	0.03406
YJL145W	0.248515
YJL146W	-0.2252
YJL147C	0.067125
YJL148W	-0.026510000000000002
YJL149W	0.36062500000000003
YJL150W	0.133635
YJL151C	0.06369
YJL152W	0.071605
YJL153C	0.08445
YJL154C	-0.30945
YJL155C	0.10494500000000001
YJL157C	0.0
YJL158C	0.1768
YJL159W	0.19482
YJL160C	0.10844000000000001
YJL161W	-0.032625
YJL162C	-0.015105
YJL163C	0.07533
YJL164C	-0.070965
YJL165C	-0.185375
YJL168C	0.07127
YJL169W	0.41479
YJL170C	0.268435
YJL171C	0.011725
YJL172W	-0.047595000000000005
YJL175W	0.80392
YJL176C	-0.04145
YJL177W	-0.007075000000000005
YJL178C	0.10414
YJL181W	-0.019775
YJL182C	-0.06442500000000001
YJL183W	-0.21862
YJL185C	0.07752500000000001
YJL186W	0.014695
YJL187C	-0.6074649999999999
YJL188C	-0.5173099999999999
YJL190C	-0.057455
YJL191W	0.11278
YJL192C	0.049335000000000004
YJL193W	0.07499
YJL196C	-0.040605
YJL197W	0.099405
YJL198W	0.10651
YJL199C	0.12974
YJL201W	-0.120455
YJL204C	-0.1981
YJL205C	0.220815
YJL206C	0.40359500000000004
YJL207C	0.04394
YJL208C	0.109095
