orf	hom | growth (pooled culture, barseq) | hypoculoside [2.7 uM] | YPD, 25 mM HEPES, pH 6.8, DMSO | Alfatah M~Arumugam P, 2019
YBR065C	0.03442076217939699
YBR066C	0.21189773989478392
YBR067C	-0.00607110717506514
YBR068C	-0.7217992197282057
YBR069C	-0.31390037979346874
YBR071W	0.2571934278228521
YBR072W	-0.15082592604173636
YBR073W	0.3859664101752856
YBR074W	0.16470107356062935
YBR077C	-1.2628942911367542
YBR078W	0.02911756740095458
YBR081C	-0.7886096375837113
YBR083W	0.013298511629451601
YBR084W	-0.5929124989242788
YBR089C-A	0.3830574776746136
YBR090C	0.11761947138101529
YBR092C	-1.9032589473722474
YBR093C	-0.24125340051780858
YBR094W	0.21986977255118734
YBR098W	-0.6493016366687797
YBR099C	-0.8096393993415039
YBR101C	0.7761091345085787
YBR103W	0.6458831246604679
YBR104W	-1.104130774103172
YBR105C	-1.7020254715927108
YBR107C	-0.39129281156707235
YBR113W	-1.9286871711659093
YBR116C	0.3993607354503732
YBR120C	-0.2594918493699434
YBR125C	-0.9590285248583402
YBR126C	-0.41908944575491175
YBR128C	0.8393243650276371
YBR129C	0.12245466523542467
YBR130C	-0.8395983495436022
YBR134W	-0.24675137548332365
YBR137W	0.08388969072629858
YBR138C	0.04249237460516206
YBR141C	-0.5792813844243263
YBR144C	0.3551713571451921
YBR145W	-0.395873662373187
YBR147W	0.48518006332966646
YBR148W	-0.8270291355997653
YBR150C	1.4569896490101237
YBR151W	0.6065667088673687
YBR157C	0.08988704284702168
YBR161W	0.7998125753003446
YBR162W-A	-0.7995390772453511
YBR169C	-0.577899602569046
YBR171W	-1.4887674794196863
YBR172C	0.3151101063184179
YBR174C	-0.16119713033355088
YBR175W	1.022514552586966
YBR176W	0.38950964351054806
YBR177C	-0.2509986866161966
YBR178W	0.05221448210790326
YBR180W	0.037182623264370926
YBR182C	0.019227886457948557
YBR183W	-0.02259003621064039
YBR184W	-0.32457978912059
YBR185C	-0.6729067501177776
YBR186W	0.5087467846042423
YBR188C	0.20148712412404227
YBR191W	-0.5037573173959689
YBR195C	1.1297413723551815
YBR197C	-0.4043214905065207
YBR199W	-2.774595226922782
YBR200W	0.6731092773777998
YBR203W	-0.33545486108254813
YBR204C	1.5259798939021567
YBR205W	-0.1884113035493804
YBR206W	-0.5217530469659136
YBR207W	0.17996296762867278
YBR208C	0.26170384356539633
YBR210W	0.4733351445185517
YBR212W	1.124098647818892
YBR213W	0.30208748681734604
YBR214W	0.19211164397402347
YBR215W	-0.42954490962487063
YBR216C	1.0933066657603197
YBR217W	-0.5750402303904694
YBR218C	-1.0469365278945042
YBR219C	0.16474465670710597
YBR220C	0.09116040886244611
YBR221C	-0.006156758179325909
YBR222C	-0.3607783505283232
YBR223C	-0.4069385544060829
YBR224W	-0.18941993590042633
YBR225W	0.16338326535589362
YBR226C	-0.04538243672829644
YBR227C	-0.048427301120698756
YBR228W	0.8396401177164491
YBR229C	-0.4783826748375552
YBR230C	-0.51843497261129
YBR231C	-1.5881823867388503
YBR232C	-1.1879604173936689
YBR233W	-0.8799774356242908
YBR235W	-0.25048206796352807
YBR239C	-0.253392204336078
YBR240C	-0.10661117818786636
YBR241C	0.14745393459411354
YBR242W	0.4201729225831422
YBR244W	0.24185631253616519
YBR245C	-0.9521000678918125
YBR246W	-2.197714257807115
YBR249C	-0.6989822229625203
YBR250W	-0.30413726968495114
YBR255W	-0.4293445264735059
YBR258C	-0.7128800403640573
YBR259W	-0.024019992786688354
YBR260C	0.5456047727176658
YBR261C	-0.1858023952766825
YBR262C	-0.03093490126761853
YBR263W	-0.17532894309795188
YBR264C	0.1502425798810565
YBR269C	-0.06668806443771412
YBR270C	-0.1771671890702064
YBR271W	-0.21748253070068058
YBR273C	0.4397273497168975
YBR275C	0.8423311144962624
YBR276C	-0.7485946835127583
YBR277C	0.36592811823563826
YBR278W	-0.7758379217583606
YBR279W	-1.399047085776021
YBR281C	-1.1956923667425439
YBR284W	-0.9766746715731747
YBR285W	-0.01628799162993516
YBR286W	-1.2034626115005944
YBR291C	-1.4417890875493267
YBR293W	-0.9469751032992916
YBR294W	-0.13191334944089556
YBR295W	-1.3284535447230084
YBR296C	-1.2374233920866662
YBR297W	-2.3052372783520996
YBR301W	-0.1521655609696098
YCL001W	-0.7087086701279981
YCL001W-A	-1.0925112758094466
YCL005W	-0.4701036064133052
YCL009C	-0.34442988494302296
YCL010C	-0.18043491575344742
YCL011C	-0.07245806076469798
YCL014W	0.0026015241463692913
YCL023C	-0.09325957780677534
YCL024W	-0.4728057233745846
YCL026C-A	0.28607223354774775
YCL027W	0.8885273727855079
YCL035C	-0.3463374697413826
YCL038C	-0.9339003356296408
YCL046W	-3.471563500047338
YCL050C	0.5530938794473677
YCL051W	0.7264158379230957
YCL055W	-1.5111721986133548
YCL056C	-1.3376157665470036
YCL057W	0.7725636036942993
YCL061C	0.1008133749121575
YCL063W	-0.8242138915872069
YCL064C	-1.165567347624051
YCL069W	-0.1452513480922794
YCL076W	-0.0644946293655563
YCR001W	-1.5234659552123782
YCR002C	-0.2836047675571155
YCR003W	1.4386451526280895
YCR004C	0.3306523125487992
YCR005C	0.002393289339938418
YCR006C	-1.2581895487613004
YCR007C	-0.011996790757931173
YCR008W	-0.43122971904723045
YCR010C	0.03222692332332203
YCR015C	1.085859397988975
YCR016W	-0.5035545139021813
YCR017C	-0.26800378875750197
YCR019W	-0.5484343735056493
YCR020C	-1.4003774475375235
YCR020C-A	1.0095418319972282
YCR021C	0.31056777693916
YCR022C	-0.37215529574036893
YCR023C	-0.19538139620388162
YCR025C	-0.5228636992242008
YCR027C	-1.031402134839199
YCR028C	-0.26193326612218654
YCR030C	0.4289976678064639
YCR032W	-0.7050515222190876
YCR033W	-0.28988296332929836
YCR034W	-0.8258920591321564
YCR036W	-1.7057816104866033
YCR037C	0.23130733907681852
YCR043C	0.44102810802354814
YCR045C	-1.5128226082725877
YCR046C	1.5167772988869006
YCR049C	-0.31045511605530685
YCR050C	-1.6824427857660833
YCR051W	-0.7346791772400454
YCR053W	-0.3778528904376781
YCR059C	-0.5629801708859461
YCR060W	-0.48343983894668335
YCR061W	-0.4227097145645726
YCR065W	0.6829164875245173
YCR067C	-0.2321234192696831
YCR068W	-0.9821313756634674
YCR069W	0.3738527901471983
YCR071C	1.1612290286860436
YCR075C	1.0210548108682511
YCR076C	0.1442621666581044
YCR079W	-0.5282867073778132
YCR081W	-1.1633877053392736
YCR082W	-0.3954380056440735
YCR083W	-0.08165187081581202
YCR085W	-1.6585002708416439
YCR086W	-0.7906059658624304
YCR087C-A	-2.172495970527563
YCR087W	-0.4410970284064029
YCR088W	-1.7081547482006203
YCR089W	-0.47759301082654887
YCR090C	0.13928294178769163
YCR091W	0.12058458774625885
YCR092C	-0.05319846601183495
YCR094W	0.5530793898282581
YCR095C	-0.16663344240139588
YCR098C	1.7537290263022733
YCR099C	-0.17411382895405111
YCR100C	0.2068843838618802
YCR101C	-0.2162915390522482
YCR102C	0.3615792610136674
YCR102W-A	-0.05346809458137998
YCR105W	-0.126400448009091
YCR106W	-0.09057941285480564
YCR107W	-0.11268934782198646
YDL001W	0.578874026416682
YDL006W	-4.498688028059129
YDL011C	0.5088639392721941
YDL012C	-1.76054640235971
YDL013W	-1.084546478208998
YDL018C	-0.37181218761875223
YDL021W	-0.3386639004104441
YDL022W	-0.17727461781198361
YDL024C	-0.8961560030713447
YDL025C	-2.643995910422024
YDL026W	0.21262221541708837
YDL027C	-0.8431755406894227
YDL032W	-0.3782333728603469
YDL034W	-0.7225438372315532
YDL036C	-1.7925428557886085
YDL037C	-0.07304064292560822
YDL039C	-0.9633946680205634
YDL041W	0.5608014734398657
YDL046W	-0.8170279046504175
YDL048C	-1.8298752608094668
YDL049C	-0.07845678283127876
YDL050C	-0.24707017841470297
YDL052C	0.49979991004545876
YDL053C	-2.146677809622033
YDL054C	-0.02217595508445572
YDL059C	-0.557084628780463
YDL061C	-0.5541335348045573
YDL062W	1.1555372886594846
YDL063C	-0.7950281726018887
YDL066W	-1.043056047589903
YDL068W	0.7708745766671602
YDL069C	1.3069089130009233
YDL070W	-0.7019188210447361
YDL071C	0.1332978880186666
YDL072C	-0.29987643374770534
YDL073W	0.7426945382439447
YDL074C	-0.5947440850693514
YDL077C	0.0740821578730657
YDL078C	-0.680714934931333
YDL079C	-0.02209145478968088
YDL080C	0.565297869249497
YDL085W	1.3338442093362948
YDL086W	0.13346102666235374
YDL088C	-0.6379325363389223
YDL089W	-0.43096821990552486
YDL093W	-0.03718811788840189
YDL095W	1.3273825879277108
YDL099W	0.9079085024823547
YDL100C	1.3283087424368791
YDL101C	1.361727940031186
YDL104C	-0.004166337264020403
YDL106C	0.3982225185032885
YDL109C	0.4139441834824038
YDL110C	-0.40223421752320326
YDL113C	-0.1946444576637499
YDL114W	-1.0434505158960492
YDL115C	-1.659465070931127
YDL119C	-0.6998576759725739
YDL121C	0.1627467201838068
YDL124W	-0.1473192746337906
YDL129W	-0.3295837960412646
YDL130W	-1.134786628038375
YDL130W-A	-0.13472819096399768
YDL133C-A	-0.4245679889874883
YDL134C	0.14754264265878006
YDL136W	-2.0640947723282648
YDL138W	-0.32268355041743696
YDL149W	0.6454935922816578
YDL154W	-0.12690425464487257
YDL155W	0.0015735283970928734
YDL156W	-0.47593473875183623
YDL157C	0.05820205886456102
YDL160C	-0.24655499763423763
YDL161W	-0.07744563086703309
YDL162C	0.07896158650396669
YDL167C	-0.1041675043215002
YDL168W	0.05909055845188172
YDL169C	-0.37490091812476156
YDL170W	0.22642421721192363
YDL171C	0.37284562515703173
YDL172C	0.33156120246258414
YDL176W	-0.648972733937144
YDL177C	-0.27357336588527326
YDL178W	0.04478376953105888
YDL179W	0.4079207234787772
YDL180W	-0.8516132555446737
YDL182W	-0.07754646472477549
YDL184C	-0.5624581049991261
YDL186W	-0.048634672920185806
YDL187C	-0.2927212109821017
YDL188C	-0.01604478420067247
YDL189W	0.3358309624038073
YDL190C	0.5180872895964788
YDL194W	-1.6926019382780022
YDL199C	-0.6959501094372306
YDL200C	-0.2459340785384649
YDL201W	0.06220511872331966
YDL203C	0.02054958498426181
YDL204W	0.17143303674285237
YDL210W	-0.10054678137142868
YDL215C	-0.5421089444813546
YDL216C	-0.1279890376420666
YDL223C	-0.4754690185867171
YDL225W	0.326759752474964
YDL226C	0.5819359796033339
YDL227C	-0.08880950850645924
YDL237W	0.21788695929113147
YDL239C	-1.0452267568401412
YDL240W	0.35306071900425584
YDL241W	-0.752734497614265
YDL242W	-0.017674010036529037
YDL243C	-0.3341780701842622
YDR001C	0.41886954097609425
YDR006C	0.17842684652577614
YDR007W	-1.2527985969285536
YDR008C	-0.9014122646926968
YDR009W	-0.08524630206837619
YDR010C	0.08602006967634536
YDR011W	-0.3148650060075671
YDR014W	-0.09115965764604447
YDR015C	-0.020733168223655604
YDR017C	-3.898074205560779
YDR018C	-0.2685244640113419
YDR020C	-0.2681237341994026
YDR022C	0.06740636436729266
YDR024W	-0.8674337607108112
YDR028C	0.2279237361413582
YDR029W	0.5084155972611543
YDR030C	-0.18847904609135388
YDR031W	0.2662011758287979
YDR032C	-0.14727515427390092
YDR033W	-0.14911415425648272
YDR035W	-1.2591737153057598
YDR036C	0.22701911461347643
YDR042C	0.08019010798394427
YDR043C	-0.18791615228676997
YDR046C	0.21272516039536393
YDR048C	-0.39880949626285034
YDR049W	1.0028545652921232
YDR051C	0.3751090934291658
YDR055W	-0.338004603038942
YDR056C	0.4343515391051211
YDR057W	0.5272820665474133
YDR058C	0.21791311249425702
YDR059C	0.4120951286775852
YDR061W	-0.9066168361837574
YDR063W	-0.8373328241807175
YDR066C	-1.1596282204458928
YDR067C	-0.2291604902694608
YDR070C	-0.09963195324708897
YDR071C	-0.19524622493426932
YDR072C	-3.134428219550278
YDR073W	-0.24533892061866808
YDR074W	-0.2955516046889376
YDR075W	-0.9402620805166413
YDR076W	1.0125415791803842
YDR077W	0.8837610791971473
YDR078C	0.687357726689263
YDR080W	-0.9917465855647916
YDR083W	-0.9934172612332168
YDR084C	0.7617633473982722
YDR085C	-0.30645213243056996
YDR089W	0.13130791651953086
YDR093W	0.6238069072616305
YDR094W	-0.14057896009693224
YDR095C	0.8795769181263378
YDR096W	0.39922887196322887
YDR097C	0.06371571930181469
YDR098C	-0.16294481739670771
YDR099W	-0.07048164008024657
YDR101C	0.23804175305825553
YDR104C	0.6329869083386812
YDR107C	0.7678044835146185
YDR108W	1.0214300560220808
YDR109C	-0.47953276142020745
YDR110W	0.1880689661459773
YDR111C	0.6820968118986386
YDR116C	0.6588204796954358
YDR117C	-0.026438716161890252
YDR119W	0.118629262295107
YDR120C	-0.3525991826560464
YDR121W	-0.1905601829143582
YDR122W	-0.46567955694294616
YDR123C	0.6693467509752238
YDR124W	-0.025880182501787804
YDR125C	0.3589454207981784
YDR128W	-1.1703533346626676
YDR130C	-0.5984305377397164
YDR131C	-0.30575918515549677
YDR132C	-0.0004982395090465449
YDR133C	-0.6240571900915012
YDR135C	-0.7450567724143718
YDR136C	-2.4306684145798965
YDR137W	0.6636927442503796
YDR138W	-3.574886157288561
YDR139C	-0.2442227544688207
YDR142C	0.32942481250326794
YDR144C	-2.0997164103142367
YDR146C	0.0722088494172561
YDR148C	-0.26132692332169677
YDR149C	-2.472298156112947
YDR150W	0.6832088745749885
YDR151C	-0.5008106106960377
YDR152W	0.2114490453551817
YDR153C	0.3457153097605315
YDR154C	-0.7029823522230153
YDR155C	-1.6449109006912834
YDR156W	-1.0312839450415026
YDR157W	0.0451048997161096
YDR158W	-0.15531023265658303
YDR162C	-2.5859055225498286
YDR163W	0.7863946877110899
YDR169C	-0.07195670950237675
YDR171W	-0.8357522316061313
YDR178W	-0.7310616236417798
YDR181C	-1.2436007868899914
YDR183W	-1.6452680535441626
YDR184C	-0.03096058148626521
YDR185C	-1.213978756170731
YDR186C	-0.4013770365887635
YDR191W	-0.22507614650677085
YDR192C	-0.07030502475929727
YDR194C	-1.218001873455652
YDR197W	0.6552238221997914
YDR198C	-0.1294112578451604
YDR202C	0.15917779977294763
YDR203W	1.4720135808527637
YDR204W	0.5144679403610066
YDR205W	0.3107239354224121
YDR209C	-0.43561739991292847
YDR210W	0.18106937068069218
YDR213W	1.0816048425366411
YDR214W	0.4548546560537982
YDR215C	-0.6949331442374697
YDR216W	-0.6391847828755994
YDR217C	-1.5684946384960317
YDR218C	-0.6238414438458291
YDR219C	0.6832349561208481
YDR220C	-0.7144620669969479
YDR221W	-0.408949698731815
YDR222W	-0.03975487968251743
YDR223W	-0.19385581151207715
YDR229W	-0.6738993515087102
YDR230W	-0.3392806904860846
YDR231C	0.28195077945533437
YDR233C	0.7020849798454527
YDR234W	-0.5232820560996003
YDR239C	-0.388944244085611
YDR242W	0.3057069583219158
YDR244W	0.04049526551773159
YDR247W	0.021658121139421026
YDR248C	-0.15364078400930892
YDR249C	0.5816702729062376
YDR250C	0.5168589213264981
YDR252W	-1.705780160219117
YDR253C	-0.47480967851713163
YDR254W	0.5514947547169707
YDR256C	0.8028371179731318
YDR257C	0.5709161163323041
YDR258C	-0.07756223560062585
YDR259C	0.048316799969629357
YDR260C	-0.14265904000780105
YDR261C	-0.15666507950770045
YDR262W	-0.05269781151794914
YDR263C	0.19319624707977068
YDR265W	-0.1308171869233491
YDR266C	-0.04541050728032736
YDR269C	-0.16684793213111965
YDR271C	-0.07495729664684445
YDR272W	-0.253435388960342
YDR273W	-0.10981150846624965
YDR274C	-0.1830919912817309
YDR275W	-0.8473922261258972
YDR277C	0.5039796769432174
YDR278C	0.6781111799848846
YDR279W	-0.0662749121883992
YDR281C	1.1380044272351715
YDR282C	-1.1394120622458694
YDR286C	-1.2338052622029305
YDR287W	0.2271155453428002
YDR289C	-0.5335158359915139
YDR290W	0.9634927775268871
YDR291W	-0.13035034798590478
YDR293C	0.3886538342732811
YDR294C	0.15082507000875403
YDR295C	-1.753448399805635
YDR297W	0.7825261420604841
YDR304C	-0.10218125001475227
YDR305C	-1.3985514459265003
YDR306C	-0.6854575589265567
YDR307W	0.16459349093661482
YDR309C	-0.24928930169719402
YDR310C	-0.15109559754714905
YDR313C	-0.6571349763159913
YDR315C	-0.6675859312167571
YDR316W	-0.6743117790060001
YDR317W	0.5255287148566306
YDR319C	0.2396245229594988
YDR320C	1.4587545118916407
YDR321W	-0.06817522428086552
YDR326C	1.0183779564222029
YDR329C	-0.8094931728610801
YDR330W	-0.5005843563688367
YDR332W	-0.27716645460295075
YDR333C	-0.0668034342513265
YDR334W	-4.05635016894968
YDR335W	-3.046882021270191
YDR337W	0.8634110106669644
YDR338C	0.16448762853185678
YDR340W	0.34018821738382093
YDR344C	-0.2911566071056382
YDR346C	0.4511002348569441
YDR349C	-0.5800132977859217
YDR351W	-0.20536156428203414
YDR352W	-0.176412425505786
YDR354W	0.8639569203436798
YDR357C	-1.1270882416239891
YDR358W	0.48627125885676126
YDR359C	-1.5523131365125147
YDR360W	1.3855601537941484
YDR363W	-0.24435205192815612
YDR363W-A	0.9649509664292018
YDR368W	-0.9495071962977725
YDR370C	-0.2599985192340367
YDR371W	0.5733306048640153
YDR374C	-0.3334038670078843
YDR375C	1.134984620577596
YDR380W	0.08690696191922724
YDR383C	-0.41197041541070145
YDR384C	-0.621568739908275
YDR385W	-1.7971244314139407
YDR386W	-0.08495419792429657
YDR388W	-4.393113193616992
YDR389W	0.32255256494060247
YDR391C	0.5082276410316569
YDR393W	-0.9898270208475287
YDR395W	-0.6307842411884844
YDR399W	0.47695528439903956
YDR400W	0.11125848487819523
YDR402C	-0.01001541935001657
YDR403W	0.5595707097585053
YDR406W	-0.04500786671899952
YDR409W	-0.7986211809380853
YDR411C	-0.2405890677875066
YDR414C	2.630586423640978
YDR415C	-0.3346079249588451
YDR417C	-1.4108855106706732
YDR419W	-0.27562877345200765
YDR420W	-0.6171955407618777
YDR421W	-0.6409856260551058
YDR422C	0.28068041627667956
YDR423C	0.28433748525426755
YDR424C	-0.22578077156528575
YDR425W	-0.27378568820449356
YDR426C	-0.13429227981192757
YDR428C	-0.014621626481503804
YDR430C	0.6861412807923258
YDR431W	0.5850059060683254
YDR435C	-0.84561874975115
YDR436W	-0.7090298003123746
YDR439W	0.9168398803677108
YDR440W	-0.6640447609648066
YDR442W	-1.1433081044414308
YDR443C	0.4075426140088517
YDR444W	-1.6696938019592582
YDR445C	-1.534208851137998
YDR447C	-0.9374608013532606
YDR448W	-1.5256208475336943
YDR450W	-0.28421668407117484
YDR451C	-0.9734373775309505
YDR452W	-0.010627554591239248
YDR457W	-0.5442566986169374
YDR459C	0.02564656747486712
YDR461W	-1.0821195622720363
YDR463W	1.0978213657022307
YDR465C	-1.214669877819081
YDR466W	-0.1918898954760106
YDR469W	0.002226020301001181
YDR476C	-0.33856622124609786
YDR477W	0.7329277469869235
YDR479C	-0.040853019344730485
YDR480W	0.6359448672695039
YDR482C	0.8326294237881394
YDR483W	-0.40994231525512415
YDR485C	-4.198199207063248
YDR491C	-0.12497433535776181
YDR492W	-1.7892846586743196
YDR493W	-0.1572353914767248
YDR495C	-8.882594640115112
YDR497C	0.6781975085471603
YDR500C	-0.6160305403352401
YDR501W	0.8289131844999037
YDR502C	-0.3053418881325958
YDR503C	0.5179534629520722
YDR505C	-0.1083915805221572
YDR506C	0.29729129297491896
YDR508C	-1.0203928214538294
YDR512C	0.11292099309495039
YDR513W	0.47548700263511257
YDR514C	0.03474109819213848
YDR515W	0.37171836557683374
YDR517W	1.2374612631369242
YDR518W	-0.35538219715649444
YDR519W	-0.20363828101049433
YDR521W	0.613644143694412
YDR522C	0.6089533738639981
YDR523C	-1.1117228595954545
YDR525W	-5.011443708061808
YDR525W-A	-1.279153413063578
YDR528W	0.3016160995077083
YDR530C	0.9687712339855441
YDR533C	0.8127972049432065
YDR534C	-0.5905759688026365
YDR535C	-0.5894545349943976
YDR536W	0.75717409712184
YDR537C	0.12791239231217907
YDR538W	-0.20926812346106322
YDR539W	-0.31297798767499263
YDR541C	-0.27533745508923
YEL001C	-0.27278666133720025
YEL003W	-0.6168647742158571
YEL004W	0.4876538360263
YEL005C	-0.6757162234511556
YEL006W	-0.3160765092527829
YEL008W	-0.5563622433240878
YEL009C	-1.0709143180827432
YEL010W	-0.07500583544372683
YEL011W	-0.010649133813943815
YEL012W	-0.6587115434309008
YEL013W	1.0231928481533947
YEL014C	0.01874120598099809
YEL015W	0.8104359261099078
YEL016C	-0.4224066654640613
YEL017C-A	-0.24410675794385692
YEL017W	0.9098229107526796
YEL018W	0.07736548457460482
YEL020C	0.2188061445891572
YEL023C	-0.4039918413505126
YEL024W	-0.6798449372188595
YEL025C	-0.3698701344677595
YEL027W	0.8007753385343976
YEL028W	0.11579894388366362
YEL031W	-0.2624935311056159
YEL036C	0.6091620728625076
YEL037C	0.3345094040185242
YEL038W	-0.09930270889426192
YEL039C	0.3684915428983259
YEL043W	0.12612535362981792
YEL047C	0.517466807482861
YEL048C	-0.9012767305622059
YEL049W	0.7344614925413091
YEL051W	1.553384150254928
YEL052W	-0.05817286240479044
YEL053C	-1.5473628063775053
YEL054C	-0.011927075584676327
YEL056W	0.07258626073365
YEL059W	-0.05815160668538852
YEL060C	0.6070867613600004
YEL061C	-0.34660844310034766
YEL062W	0.38773003924756966
YEL063C	0.4903541890524299
YEL064C	-0.2898312718308943
YEL065W	-0.5705471201194849
YEL066W	0.10808088692026321
YEL067C	0.3370483816551629
YEL068C	-0.5015791085933453
YEL071W	-0.4081472522656036
YEL072W	0.6963515204835495
YER001W	-0.5665684250606838
YER004W	-0.1835984295211352
YER005W	0.45196509466137114
YER007C-A	-2.042841707931294
YER007W	-0.4068887280225212
YER010C	-0.27012436654875943
YER011W	0.37419864873748127
YER016W	0.8829298186121545
YER019C-A	0.2628421381466797
YER020W	-0.017476903599088187
YER024W	-0.16420508316104485
YER027C	-0.6523870499648717
YER028C	-0.5116594001461997
YER030W	-1.4680821076766466
YER031C	0.34748182174398223
YER032W	0.4097733515001898
YER033C	-0.9930085001317429
YER034W	-0.34253894333403717
YER037W	-0.6043047534085764
YER038W-A	0.3979745846217704
YER039C	1.4773769154315644
YER039C-A	0.13957806001298106
YER040W	1.649223155448256
YER041W	0.1746319731538966
YER042W	-0.022784141253310193
YER044C-A	-0.4662810148381814
YER045C	0.1709771437247188
