orf	hom | growth (relative abundance in pooled culture) | time [5 generations], Chitosan oligosaccharide [91.1 ug/ml] | Jaime MD~Nislow C, 2012	het | growth (relative abundance in pooled culture) | time [20 generations], Chitosan oligosaccharide [91.1 ug/ml] | Jaime MD~Nislow C, 2012
YJR042W		-0.204
YJR045C		-0.906
YJR057W		-0.543
YJR064W		2.014
YJR065C		3.767
YJR067C		-1.281
YJR068W		-1.942
YJR072C		-0.829
YJR076C		0.446
YJR093C		0.65
YJR112W		-1.719
YJR123W		3.146
YJR141W		-1.219
YKL004W		-1.876
YKL013C		2.686
YKL014C		-1.325
YKL018W		1.314
YKL019W		-0.412
YKL021C		0.379
YKL022C		-0.677
YKL024C		-2.593
YKL033W		-1.407
YKL035W		-0.469
YKL036C		-0.701
YKL042W		-1.066
YKL045W		-2.149
YKL049C		-2.706
YKL052C		-1.042
YKL058W		-0.583
YKL059C		1.026
YKL060C		-0.697
YKL078W		0.117
YKL082C		-2.595
YKL088W		-2.128
YKL089W		-0.681
YKL095W		-0.264
YKL099C		-0.456
YKL104C		-0.81
YKL108W		0.557
YKL111C		-3.996
YKL112W		-2.956
YKL122C		-1.987
YKL125W		-0.086
YKL141W		-2.887
YKL144C		-1.521
YKL145W		-1.288
YKL152C		-0.061
YKL153W		-1.565
YKL165C		1.733
YKL172W		-0.486
YKL173W		0.496
YKL180W		1.922
YKL182W		1.667
YKL186C		-0.197
YKL189W		-0.292
YKL192C		-0.72
YKL193C		-0.794
YKL195W		-0.562
YKL196C		0.882
YKL203C		-0.19
YKR002W		1.452
YKR004C		1.339
YKR008W		-1.801
YKR022C		-0.778
YKR025W		-0.983
YKR037C		-0.799
YKR038C		-0.753
YKR062W		-1.497
YKR063C		0.027
YKR071C		-0.536
YKR079C		0.176
YKR081C		0.006
YKR083C		-0.035
YKR086W		-0.433
YLL003W		-2.208
YLL004W		-0.431
YLL008W		-1.081
YLL011W		-2.146
YLL018C		-0.18
YLL031C		0.392
YLL034C		0.33
YLL035W		1.414
YLL036C		-0.16
YLL037W		-0.557
YLL050C		0.916
YLR002C		-0.287
YLR005W		-0.531
YLR007W		-0.269
YLR008C		-1.411
YLR009W		1.258
YLR010C		-2.957
YLR022C		-2.759
YLR026C		1.147
YLR029C		-0.888
YLR033W		-2.643
YLR045C		-2.016
YLR051C		-1.261
YLR060W		-0.182
YLR066W		-0.629
YLR075W		0.614
YLR078C		0.737
YLR086W		0.292
YLR088W		0.925
YLR099W-A		-0.99
YLR100W		-3.929
YLR101C		-0.21
YLR103C		-0.012
YLR105C		-0.511
YLR106C		-0.981
YLR115W		2.353
YLR117C		-0.945
YLR127C		-0.042
YLR129W		-3.311
YLR132C		0.001
YLR140W		-0.848
YLR141W		-0.445
YLR145W		-0.616
YLR147C		-3.525
YLR153C		-2.896
YLR163C		0.453
YLR166C		-0.287
YLR167W		-0.041
YLR175W		-0.719
YLR186W		-2.6885000000000003
YLR196W		-0.145
YLR197W		-0.731
YLR198C		0.185
YLR208W		1.345
YLR212C		1.651
YLR215C		-1.55
YLR222C		-1.132
YLR223C		-3.633
YLR229C		1.143
YLR230W		1.783
YLR243W		-1.258
YLR249W		-0.165
YLR259C		-0.09
YLR272C		-1.626
YLR274W		1.287
YLR275W		0.293
YLR276C		-0.235
YLR277C		0.225
YLR291C		-2.172
YLR293C		2.837
YLR298C		-0.646
YLR305C		-2.665
YLR310C		-1.447
YLR314C		-0.249
YLR316C		0.563
YLR317W		-1.958
YLR323C		-0.769
YLR336C		-2.682
YLR340W		-0.89
YLR347C		-1.965
YLR355C		-1.403
YLR359W		-0.049
YLR378C		-3.539
YLR379W		-3.039
YLR397C		-1.114
YLR409C		-1.204
YLR424W		-1.529
YLR430W		0.171
YLR438C-A		-2.318
YLR440C		0.145
YLR457C		-1.11
YLR458W		-0.313
YLR459W		-0.185
YML010W		-0.285
YML015C		-1.042
YML023C		-0.145
YML025C		-0.791
YML043C		-1.978
YML046W		-0.073
YML049C		-0.578
YML064C		-1.975
YML065W		0.748
YML069W		-0.729
YML077W		0.586
YML085C		-2.636
YML091C		-0.679
YML092C		-1.58
YML093W		3.026
YML098W		-1.023
YML105C		-1.979
YML114C		0.093
YML125C		-0.899
YML126C		-2.095
YML127W		-1.734
YML130C		-0.673
YMR001C		-2.058
YMR005W		-1.1580000000000001
YMR013C		0.061
YMR028W		-0.021
YMR033W		-0.263
YMR043W		-0.863
YMR047C		-0.8725
YMR049C		-0.009
YMR076C		0.336
YMR079W		2.358
YMR093W		-3.471
YMR094W		0.528
YMR112C		-2.343
YMR113W		-0.224
YMR117C		-0.784
YMR128W		-1.382
YMR131C		-0.607
YMR134W		-0.463
YMR146C		-2.952
YMR149W		-1.906
YMR185W		-0.906
YMR197C		0.486
YMR200W		0.053
YMR203W		-0.196
YMR208W		-0.043
YMR211W		-1.49
YMR213W		-1.581
YMR218C		-0.805
YMR220W		-1.083
YMR227C		-1.29
YMR229C		-1.266
YMR235C		-0.549
YMR236W		-1.424
YMR239C		-0.82
YMR240C		-0.595
YMR260C		-1.738
YMR268C		-1.036
YMR270C		-0.617
YMR277W		-0.158
YMR281W		-0.727
YMR288W		-0.226
YMR290C		-1.369
YMR296C		0.653
YMR298W		-1.548
YMR301C		-1.665
YMR308C		-0.595
YMR309C		-1.23
YMR314W		-3.168
YNL002C		0.071
YNL007C		-0.081
YNL024C-A		2.164
YNL026W		-0.572
YNL038W		-0.92
YNL039W		-1.339
YNL061W		0.796
YNL062C		1.636
YNL075W		-2.864
YNL088W		-0.191
YNL102W		-1.291
YNL103W		-2.103
YNL110C		-0.818
YNL112W		-0.637
YNL113W		-3.338
YNL114C		-1.91
YNL118C		-0.551
YNL124W		-2.575
YNL126W		2.687
YNL131W		-1.623
YNL132W		-0.213
YNL137C		3.36
YNL138W-A		-0.938
YNL149C		-0.615
YNL150W		-0.356
YNL151C		-0.802
YNL152W		-0.827
YNL158W		1.67
YNL161W		0.056
YNL163C		-0.334
YNL172W		-0.661
YNL178W		-2.865
YNL181W		0.026
YNL182C		-0.032
YNL188W		-0.864
YNL189W		-0.221
YNL207W		-2.463
YNL216W		-1.997
YNL221C		-0.072
YNL222W		-0.382
YNL232W		-1.434
YNL240C		-2.019
YNL244C		0.066
YNL245C		-0.788
YNL247W		-1.824
YNL251C		-0.542
YNL256W		-1.142
YNL258C		0.878
YNL260C		-0.628
YNL261W		-1.335
YNL262W		-1.823
YNL263C		1.35
YNL267W		-2.374
YNL272C		0.846
YNL282W		-1.192
YNL287W		-3.66
YNL290W		-2.154
YNL306W		-0.403
YNL308C		-0.999
YNL310C		-1.473
YNL312W		-0.619
YNL313C		0.036
YNL317W		1.221
YNR003C		-0.753
YNR011C		-1.191
YNR016C		0.746
YNR017W		-1.297
YNR026C		-2.231
YNR035C		2.955
YNR038W		-1.005
YNR043W		-0.736
YNR046W		-4.047
YNR053C		0.256
YNR054C		-1.541
YOL005C		0.254
YOL010W		-0.212
YOL021C		-0.124
YOL022C		1.166
YOL026C		0.039
YOL034W		-1.754
YOL038W		-0.349
YOL066C		-1.349
YOL069W		-0.07
YOL077C		0.187
YOL078W		0.125
YOL094C		-1.129
YOL097C		-0.173
YOL102C		-0.219
YOL120C		0.769
YOL123W		-0.198
YOL127W		-2.04
YOL130W		1.131
YOL133W		-0.501
YOL134C		-1.058
YOL135C		1.904
YOL139C		-0.123
YOL144W		1.359
YOL146W		3.515
YOL149W		-0.432
YOR004W		-1.238
YOR020C		0.076
YOR046C		-0.629
YOR048C		1.204
YOR056C		-0.212
YOR057W		-0.758
YOR060C		0.104
YOR063W		-1.348
YOR074C		-1.589
YOR095C		0.665
YOR098C		-2.731
YOR103C		-0.629
YOR116C		0.112
YOR117W		-3.506
YOR119C		-1.211
YOR122C		-0.366
YOR143C		-2.953
YOR146W		-0.958
YOR148C		-0.008
YOR149C		-1.191
YOR151C		1.326
YOR159C		-3.396
YOR160W		-1.613
YOR168W		-0.622
YOR169C		-0.124
YOR174W		1.824
YOR176W		-1.315
YOR181W		1.823
YOR194C		-0.853
YOR203W		-0.095
YOR204W		-1.883
YOR206W		1.076
YOR207C		-2.022
YOR210W		-2.562
YOR217W		-0.574
YOR218C		-1.16
YOR224C		-0.789
YOR232W		-0.128
YOR236W		-2.408
YOR244W		-3.5
YOR249C		-0.598
YOR250C		1.329
YOR254C		-0.104
YOR256C		-2.188
YOR257W		-1.272
YOR259C		-2.453
YOR260W		-0.627
YOR261C		-2.469
YOR262W		-0.368
YOR272W		-0.086
YOR278W		-0.622
YOR282W		-1.32
YOR294W		0.024
YOR310C		-0.094
YOR319W		-1.206
YOR326W		0.394
YOR329C		-0.389
YOR335C		-0.621
YOR336W		-1.248
YOR340C		-2.605
YOR341W		-2.952
YOR353C		0.066
YOR361C		-0.703
YOR362C		-1.091
YOR370C		-1.027
YOR372C		-0.353
YOR373W		-0.814
YPL007C		-1.513
YPL010W		-2.159
YPL011C		-0.236
YPL012W		-0.711
YPL016W		-2.068
YPL020C		-1.655
YPL028W		-2.66
YPL043W		0.312
YPL044C		-0.727
YPL063W		0.078
YPL076W		-2.167
YPL082C		-0.458
YPL083C		-0.294
YPL085W		-0.259
YPL093W		1.023
YPL094C		-3.199
YPL117C		-0.864
YPL122C		-0.243
YPL126W		-1.125
YPL128C		0.403
YPL131W		0.786
YPL142C		3.106
YPL143W		2.175
YPL146C		0.313
YPL151C		-0.921
YPL153C		-1.33
YPL160W		-1.929
YPL169C		1.177
YPL175W		-1.076
YPL190C		-0.662
YPL204W		-2.278
YPL210C		-1.973
YPL211W		-0.499
YPL217C		-0.205
YPL218W		3.704
YPL228W		0.088
YPL231W		-1.692
YPL233W		1.335
YPL237W		0.405
YPL238C		-2.641
YPL242C		-0.451
YPL251W		-0.336
YPL252C		-2.456
YPL255W		-0.963
YPL266W		0.604
YPR010C		-2.477
YPR016C		1.321
YPR019W		-0.406
YPR025C		1.626
YPR033C		-3.303
YPR034W		-2.439
YPR035W		-0.022
YPR041W		-1.542
YPR048W		-0.437
YPR055W		1.567
YPR085C		-1.47
YPR086W		-1.278
YPR088C		-1.882
YPR094W		-0.548
YPR103W		-1.399
YPR104C		0.597
YPR107C		0.901
YPR108W		-1.515
YPR112C		-0.228
YPR133C		1.496
YPR136C		-2.109
YPR137W		-3.348
YPR142C		0.833
YPR143W		-0.268
YPR144C		0.925
YPR162C		-0.028
YPR165W		-0.956
YPR168W		-0.147
YPR169W		-0.296
YPR175W		-0.05
YPR176C		-0.054
YPR177C		-0.231
YPR178W		-0.145
YPR180W		1.087
YPR181C		4.015
YPR182W		-2.499
YPR183W		-1.865
YPR186C		-1.0
YPR190C		-1.325
