orf	hap a | growth (CFU) | temperature [30ºC - 62ºC], time [20 min] | YPD | Teng X~Hardwick JM, 2011
YAL002W	-0.4460029347745037
YAL004W	-0.5299491128080457
YAL005C	-0.4944468750146936
YAL007C	1.7740236984708757
YAL008W	1.5977367246004375
YAL009W	1.2720955089786559
YAL010C	-0.05201553920374664
YAL011W	0.8791224630591373
YAL012W	-0.41976975413902184
YAL013W	-0.59605672800946
YAL014C	-0.18472045564510425
YAL015C	1.6050820151783725
YAL016W	0.9244184216230694
YAL017W	0.02829297111500857
YAL018C	1.4728667847755437
YAL019W	1.35289370533594
YAL020C	1.2206784749331114
YAL021C	1.6124273057563072
YAL022C	0.8558623762290101
YAL023C	-0.5838145770462352
YAL024C	1.2941313807124606
YAL026C	-0.13330342159955977
YAL027W	0.34169203577356533
YAL028W	-0.22022269343845638
YAL029C	2.002951921483181
YAL030W	0.4824767718506514
YAL031C	0.33067409990666297
YAL034C	2.176790465160974
YAL035W	
YAL036C	0.14581762036196735
YAL037W	0.8191359233393355
YAL039C	0.9782838858612588
YAL040C	1.8646156155987397
YAL042C-A	0.6942659835144417
YAL042W	1.3467726298543274
YAL044C	1.0419430708700281
YAL045C	1.7336246002922335
YAL046C	1.8046290758789378
YAL047C	-0.4858773693404361
YAL048C	-0.30959039546999795
YAL049C	1.8217680872274526
YAL051W	0.29272343192066586
YAL053W	0.6318310136019949
YAL054C	-0.22389533872742384
YAL055W	0.6587637457210896
YAL056C-A	0.03563826169294349
YAL056W	-0.6474737620550045
YAL058W	1.5059205923762509
YAL059W	-0.4320119051022467
YAL060W	2.1278218613080746
YAL061W	1.2941313807124606
YAL062W	1.3422838411678117
YAL064C-A	-0.1896173160303942
YAL065C	1.4826605055461237
YAL066W	2.2539160162292906
YAL067C	1.794835355108358
YAL068C	1.5095932376652184
YAR002C-A	0.7579251685232111
YAR002W	2.7299608008278344
YAR003W	-0.5397428335786256
YAR014C	1.0333735651957707
YAR015W	-0.057402085627565554
YAR018C	0.8864677536370723
YAR020C	0.24375482806776635
YAR023C	1.0811179539523477
YAR027W	1.6932255021135916
YAR028W	1.8964452081031244
YAR029W	-0.3928370220199271
YAR030C	0.07114049948629562
YAR031W	1.632014747297467
YAR035W	1.8866514873325444
YAR042W	0.808117987472433
YAR047C	-0.4515993466434065
YAR050W	0.14826605055461234
YBL001C	1.4275708262116118
YBL003C	0.11031538256861523
YBL005W	0.6465215947578647
YBL006C	-0.4993437353999835
YBL007C	-0.6058504487800399
YBL008W	0.23640953748983143
YBL009W	0.6318310136019949
YBL010C	0.5277727304145834
YBL011W	0.9489027235495191
YBL012C	0.07726157496790806
YBL013W	-0.0818863875540153
YBL015W	1.2378174862816262
YBL016W	2.2637097369998704
YBL017C	0.6930417684181193
