orf	hap a | growth (CFU) | temperature [30ºC - 62ºC], time [20 min] | YPD | Teng X~Hardwick JM, 2011
YFL034C-A	143.0
YFL034W	96.0
YFL036W	6.0
YFL040W	54.625
YFL041W	137.875
YFL042C	148.3125
YFL044C	129.625
YFL046W	100.5
YFL047W	31.25
YFL048C	75.0
YFL049W	115.25
YFL050C	123.875
YFL051C	136.625
YFL052W	48.625
YFL053W	55.5
YFL054C	122.0
YFL055W	109.375
YFL056C	145.75
YFL063W	207.5
YFR001W	84.25
YFR006W	124.375
YFR007W	138.375
YFR008W	134.0
YFR009W	92.75
YFR010W	178.625
YFR011C	40.875
YFR012W	67.375
YFR013W	99.5
YFR014C	86.0
YFR015C	76.125
YFR016C	108.75
YFR017C	97.125
YFR018C	125.875
YFR019W	145.25
YFR020W	112.5
YFR021W	48.75
YFR022W	120.625
YFR023W	27.875
YFR024C-A	175.5625
YFR025C	265.25
YFR026C	79.0
YFR030W	261.25
YFR031C-A	236.75
YFR032C	254.25
YFR032C-A	299.875
YFR033C	206.75
YFR034C	162.5
YFR035C	176.75
YFR036W	177.875
YFR038W	156.0
YFR039C	271.625
YFR040W	193.125
YFR041C	276.5
YFR043C	256.375
YFR044C	225.5
YFR045W	235.125
YFR046C	189.0
YFR047C	222.875
YFR048W	123.0
YFR049W	242.5
YFR053C	221.375
YFR054C	29.625
YFR055W	150.125
YFR056C	38.0
YFR057W	201.125
YGL002W	144.875
YGL003C	239.5
YGL004C	151.75
YGL005C	46.75
YGL006W	437.5
YGL007W	418.75
YGL010W	174.75
YGL012W	9.75
YGL013C	170.75
YGL014W	333.75
YGL015C	102.625
YGL016W	217.625
YGL017W	154.75
YGL019W	100.5
YGL020C	19.125
YGL021W	141.75
YGL023C	75.5
YGL024W	76.625
YGL025C	82.375
YGL026C	40.75
YGL027C	128.375
YGL028C	195.625
YGL031C	202.25
YGL032C	178.625
YGL033W	19.125
YGL034C	111.5
YGL035C	61.375
YGL036W	139.5
YGL037C	135.75
YGL038C	52.25
YGL039W	108.125
YGL041C	103.375
YGL042C	16.25
YGL043W	82.25
YGL045W	117.6875
YGL049C	144.25
YGL050W	76.0
YGL051W	211.25
YGL053W	234.75
YGL054C	88.75
YGL056C	218.5
YGL057C	207.0
YGL058W	259.0
YGL059W	237.25
YGL060W	350.0
YGL062W	236.625
YGL063W	76.25
YGL064C	12.5
YGL066W	13.125
YGL067W	228.125
YGL070C	265.375
YGL071W	95.875
YGL072C	41.375
YGL076C	245.0
YGL077C	111.0
YGL078C	243.375
YGL079W	205.875
YGL080W	236.875
YGL081W	224.25
YGL082W	77.25
YGL083W	139.5
YGL084C	92.25
YGL085W	116.375
YGL086W	161.625
YGL087C	239.0
YGL088W	144.75
YGL089C	207.75
YGL090W	143.25
YGL094C	95.0
YGL095C	266.625
YGL096W	233.25
YGL101W	91.0
YGL104C	86.0
YGL105W	187.75
YGL107C	105.75
YGL108C	146.375
YGL109W	49.5
YGL110C	71.5
YGL114W	103.25
YGL115W	52.25
YGL117W	118.875
YGL118C	125.0
YGL121C	108.25
YGL124C	63.75
YGL125W	142.875
YGL126W	109.25
YGL127C	129.75
YGL129C	102.75
YGL131C	220.5
YGL132W	188.5
YGL133W	150.0
YGL135W	28.75
YGL136C	91.5
YGL138C	301.25
YGL139W	401.25
YGL140C	239.75
YGL141W	273.625
YGL143C	136.375
YGL144C	288.0
YGL146C	136.25
YGL147C	333.125
YGL148W	54.75
YGL149W	165.625
YGL151W	115.75
YGL152C	136.25
YGL153W	153.375
YGL154C	224.625
YGL156W	224.0
YGL157W	217.0
YGL158W	227.375
YGL159W	260.25
YGL160W	302.5
YGL161C	171.75
YGL162W	136.25
YGL163C	93.0
YGL164C	79.0
YGL165C	129.75
YGL166W	150.875
YGL167C	2.5
YGL168W	10.0
YGL170C	177.875
YGL173C	79.5
YGL174W	112.5
YGL175C	127.0
YGL176C	118.875
YGL177W	135.625
YGL179C	151.75
YGL180W	189.375
YGL181W	170.5
YGL194C	117.25
YGL195W	155.375
YGL196W	155.0
YGL197W	38.0
YGL198W	234.625
YGL199C	110.25
YGL200C	101.0
YGL202W	168.5
YGL203C	197.875
YGL205W	112.875
YGL206C	353.125
YGL208W	86.0
YGL209W	57.375
YGL210W	102.5
YGL211W	55.375
YGL212W	77.875
YGL213C	187.5
YGL214W	81.75
YGL215W	164.0
YGL216W	46.75
YGL217C	72.125
YGL218W	180.8125
YGL219C	299.125
YGL220W	2.25
YGL221C	148.75
YGL222C	123.375
YGL223C	9.5
YGL224C	65.5
YGL226C-A	90.25
YGL226W	152.5
YGL227W	55.875
YGL228W	158.875
YGL229C	83.125
YGL230C	97.5
YGL231C	166.125
YGL232W	94.875
YGL234W	74.375
YGL235W	28.875
YGL236C	32.125
YGL237C	13.625
YGL240W	
YGL241W	110.875
YGL242C	171.75
YGL243W	133.5
YGL244W	1.5
YGL246C	19.75
YGL248W	183.125
YGL249W	151.375
YGL250W	147.875
YGL251C	164.25
YGL252C	260.25
YGL253W	201.875
YGL254W	356.25
YGL255W	89.625
YGL256W	185.25
YGL257C	170.875
YGL258W	193.75
YGL259W	172.625
YGL260W	115.0
YGL261C	155.0
YGL262W	167.375
YGL263W	120.625
YGR001C	165.25
YGR003W	178.75
YGR004W	95.25
YGR006W	
YGR007W	69.875
YGR008C	185.25
YGR010W	165.125
YGR011W	95.125
YGR012W	79.875
YGR014W	183.0
YGR015C	219.0
YGR016W	160.0
YGR017W	103.875
YGR018C	137.125
YGR019W	104.125
YGR020C	169.0
YGR021W	167.0
YGR022C	27.125
YGR023W	36.375
YGR025W	135.5
YGR026W	137.5
YGR027C	6.375
YGR028W	127.0
YGR031W	107.875
YGR032W	104.5
YGR033C	104.375
YGR034W	105.25
YGR035C	115.0
YGR036C	66.25
YGR037C	405.5
YGR038W	58.75
YGR039W	101.75
YGR040W	36.875
YGR041W	150.375
YGR042W	134.125
YGR043C	29.375
YGR044C	80.0
YGR045C	26.125
YGR049W	113.875
YGR050C	67.625
YGR051C	127.125
YGR052W	154.375
YGR053C	114.875
YGR054W	117.875
YGR055W	328.125
YGR056W	9.0
YGR057C	50.5
YGR058W	8.375
YGR059W	36.75
YGR061C	6.0
YGR062C	8.75
YGR063C	65.875
YGR064W	26.125
YGR066C	45.375
YGR067C	147.5
YGR068C	74.125
YGR069W	84.875
YGR070W	77.25
YGR071C	44.125
YGR072W	89.625
YGR076C	3.75
YGR077C	29.5
YGR078C	7.5
YGR079W	109.0
YGR080W	71.625
YGR081C	147.375
YGR084C	62.75
YGR085C	13.75
YGR086C	15.75
YGR087C	128.25
YGR088W	112.875
YGR089W	61.375
YGR092W	94.125
YGR093W	200.25
YGR096W	94.375
YGR097W	139.25
YGR100W	127.75
YGR101W	13.0
YGR102C	16.625
YGR104C	14.0
YGR105W	59.5
YGR106C	115.875
YGR107W	58.0
YGR108W	96.0
YGR109C	26.75
YGR110W	64.375
YGR111W	116.125
YGR112W	8.75
YGR117C	75.125
YGR118W	223.375
YGR121C	21.75
YGR122C-A	148.375
YGR122W	82.5
YGR123C	167.5
YGR124W	286.75
YGR125W	161.375
YGR126W	132.375
YGR127W	207.75
YGR129W	138.5
YGR130C	44.0
YGR131W	144.25
YGR132C	149.125
YGR133W	137.0
YGR134W	59.875
YGR135W	208.25
YGR136W	243.0
YGR137W	255.0
YGR138C	198.125
YGR139W	154.75
YGR141W	101.75
YGR142W	170.75
YGR143W	74.625
YGR144W	206.25
YGR146C	178.625
YGR148C	275.0
YGR149W	256.0
YGR150C	13.625
YGR151C	270.125
YGR152C	292.25
YGR153W	193.5
YGR154C	111.125
YGR155W	12.0
YGR157W	260.375
YGR159C	24.75
YGR160W	102.0
YGR161C	128.25
YGR163W	269.875
YGR164W	225.125
YGR165W	9.125
YGR166W	179.875
YGR168C	305.875
YGR169C	139.875
YGR170W	79.0
YGR171C	2.75
YGR173W	132.25
YGR174C	114.25
YGR176W	48.75
YGR177C	53.25
YGR178C	76.5
YGR180C	4.5
YGR181W	261.375
YGR182C	303.3333333333333
YGR183C	93.0
YGR184C	159.375
YGR187C	110.125
YGR188C	47.75
YGR189C	108.875
YGR192C	217.625
YGR193C	159.875
YGR194C	69.5
YGR196C	188.125
YGR197C	150.125
YGR199W	69.625
YGR200C	52.5
YGR201C	
YGR202C	189.125
YGR203W	206.625
YGR204W	27.5
YGR205W	201.25
YGR206W	89.625
YGR207C	200.5
YGR208W	99.5
YGR209C	169.25
YGR210C	140.625
YGR212W	124.125
YGR213C	169.125
YGR214W	335.25
YGR215W	1.75
YGR217W	255.25
YGR219W	155.625
YGR220C	138.375
YGR221C	171.375
YGR222W	10.0
YGR223C	264.125
YGR224W	85.75
YGR225W	194.25
YGR226C	168.25
YGR227W	96.25
YGR228W	75.625
YGR229C	22.5
YGR230W	143.625
YGR231C	169.0
YGR232W	220.125
YGR233C	189.25
YGR234W	210.75
YGR235C	203.25
YGR236C	142.125
YGR237C	138.125
YGR238C	84.5
YGR239C	108.875
YGR240C	42.75
YGR241C	204.625
YGR242W	194.125
YGR243W	159.375
YGR244C	231.875
YGR247W	210.625
YGR248W	53.375
YGR249W	206.75
YGR250C	26.875
YGR254W	238.0
YGR256W	102.125
YGR258C	150.125
YGR259C	55.875
YGR260W	51.375
YGR261C	245.125
YGR262C	100.25
YGR263C	42.375
YGR266W	79.875
YGR268C	50.625
YGR269W	92.75
YGR270W	113.0
YGR271W	149.125
YGR273C	174.125
YGR275W	58.25
YGR276C	57.5
YGR279C	151.625
YGR281W	164.375
YGR282C	218.5
YGR283C	141.25
YGR284C	155.375
YGR285C	229.875
YGR286C	128.375
YGR287C	154.75
YGR288W	133.25
YGR289C	159.125
YGR290W	185.875
YGR291C	151.875
YGR292W	142.375
YGR295C	176.5
YHL002W	104.875
YHL003C	18.75
YHL005C	66.75
YHL006C	68.875
YHL007C	38.75
YHL008C	57.75
YHL009C	64.125
YHL010C	20.0
YHL011C	396.25
YHL012W	52.375
YHL013C	57.625
YHL014C	22.5
YHL016C	38.75
YHL017W	27.75
YHL019C	55.625
YHL020C	12.0
YHL021C	48.75
YHL022C	25.25
YHL023C	49.5
YHL024W	26.125
YHL025W	7.0
YHL026C	92.125
YHL027W	141.375
YHL028W	48.625
YHL029C	73.75
YHL030W	59.125
YHL031C	40.125
YHL032C	42.125
YHL033C	22.75
YHL034C	173.875
YHL035C	59.125
YHL036W	83.125
YHL037C	63.125
YHL038C	2.25
YHL039W	153.5
YHL040C	80.75
YHL041W	74.0
YHL042W	64.625
YHL043W	50.0
YHL044W	68.75
YHL045W	41.5
YHL046C	27.875
YHL047C	75.625
YHR001W-A	54.875
YHR003C	50.375
YHR004C	70.5
YHR005C	193.75
YHR006W	133.25
YHR008C	112.5
YHR009C	131.375
YHR011W	5.0
YHR012W	74.375
YHR013C	11.25
YHR014W	55.625
YHR015W	83.375
YHR016C	173.125
YHR017W	130.375
YHR018C	74.5
YHR021W-A	196.5
YHR022C	74.0
YHR025W	51.375
YHR026W	58.625
YHR028C	85.25
YHR029C	85.5
YHR030C	109.0
YHR031C	91.0
YHR032W	131.625
YHR033W	98.25
YHR034C	69.0
YHR035W	145.125
YHR037W	109.75
YHR038W	122.5
YHR039C	148.25
YHR039C-A	126.625
YHR041C	20.5
YHR043C	141.5
YHR044C	164.75
YHR045W	78.625
YHR046C	56.25
YHR047C	186.0
YHR048W	96.375
YHR049C-A	75.0
YHR049W	197.75
YHR050W	100.25
YHR051W	3.75
YHR057C	107.25
YHR059W	12.75
YHR060W	5.0
YHR061C	144.0
YHR064C	4.0
YHR066W	245.0
YHR067W	91.75
YHR073W	38.75
YHR075C	16.5
YHR076W	207.875
YHR077C	138.375
YHR078W	73.625
YHR079C	21.25
YHR079C-A	231.375
YHR080C	200.25
YHR081W	26.0
YHR082C	73.875
YHR086W	70.0
YHR087W	36.25
YHR091C	37.875
YHR092C	79.625
YHR093W	131.625
YHR094C	139.375
YHR095W	170.25
YHR096C	114.875
YHR097C	169.125
YHR100C	16.125
YHR103W	84.25
YHR104W	71.625
YHR105W	81.5
YHR106W	125.625
YHR108W	84.25
YHR109W	143.25
YHR110W	35.5
YHR111W	6.25
YHR112C	38.75
YHR113W	54.625
YHR114W	111.5
YHR115C	110.625
YHR116W	21.875
YHR117W	35.875
YHR120W	
YHR121W	107.75
YHR123W	22.5
YHR124W	28.75
YHR125W	97.0
YHR126C	187.625
YHR127W	167.625
YHR129C	147.625
YHR130C	137.25
YHR131C	164.75
YHR132C	86.625
YHR132W-A	110.625
YHR133C	148.75
YHR134W	112.625
YHR135C	88.0
YHR136C	83.875
YHR137W	115.25
YHR138C	156.75
YHR139C	154.25
YHR139C-A	148.625
YHR140W	143.25
YHR142W	154.375
YHR143W	183.875
YHR146W	250.75
YHR147C	6.25
YHR150W	103.375
YHR151C	174.5
YHR152W	209.0
YHR153C	119.5
YHR154W	107.0
YHR155W	102.25
YHR156C	166.75
YHR157W	150.375
YHR158C	239.375
YHR159W	184.625
YHR160C	186.375
YHR161C	152.5
YHR162W	108.0
YHR163W	148.625
YHR167W	31.25
YHR168W	141.125
YHR171W	280.375
YHR176W	185.375
YHR177W	176.75
YHR178W	210.0
YHR179W	136.625
YHR180W	168.125
YHR181W	42.5
YHR182W	204.25
YHR183W	157.25
YHR184W	192.875
YHR185C	189.625
YHR189W	68.25
YHR191C	87.75
YHR193C	160.875
YHR194W	185.75
YHR195W	211.375
YHR198C	54.125
YHR199C	163.625
YHR200W	89.5
YHR202W	186.25
YHR203C	179.25
YHR204W	187.875
YHR206W	98.375
YHR207C	98.25
YHR209W	227.0
YHR210C	186.75
YIL001W	24.0
YIL002C	97.5
YIL005W	5.25
YIL006W	10.5
YIL007C	6.5
YIL008W	71.625
YIL009C-A	151.25
YIL009W	23.5
YIL010W	125.25
YIL011W	17.375
YIL012W	47.25
YIL013C	10.0
YIL014C-A	22.375
YIL014W	62.0
YIL015W	61.0
YIL016W	77.0
YIL017C	6.625
YIL018W	96.875
YIL020C	7.5
YIL023C	8.5
YIL024C	50.875
YIL025C	69.125
YIL027C	77.625
YIL028W	5.0
YIL029C	9.25
YIL030C	177.875
YIL032C	39.25
YIL034C	38.0
YIL035C	67.625
YIL036W	63.5
YIL037C	54.0
YIL038C	7.25
YIL039W	73.25
YIL040W	1.25
YIL041W	27.0
YIL042C	6.25
YIL043C	55.75
YIL044C	88.25
YIL045W	84.5
YIL047C	53.0
YIL049W	15.875
YIL050W	11.125
YIL052C	22.5
YIL053W	27.875
YIL054W	70.625
YIL055C	64.0
YIL056W	102.875
YIL057C	70.625
YIL058W	185.0
YIL059C	115.25
YIL060W	100.0
YIL064W	18.25
YIL065C	8.75
YIL066C	69.125
YIL067C	116.375
YIL069C	117.125
YIL070C	57.625
YIL071C	160.875
YIL072W	128.5
YIL073C	18.5
YIL074C	147.625
YIL076W	15.0
YIL077C	8.25
YIL079C	118.875
YIL084C	15.0
YIL085C	221.625
YIL086C	15.375
YIL087C	66.0
YIL088C	67.25
YIL089W	44.125
YIL090W	47.0
YIL092W	78.625
YIL093C	40.25
YIL094C	244.125
YIL095W	140.0
YIL096C	162.25
YIL097W	24.75
YIL098C	23.0
YIL099W	175.5
YIL100W	149.875
YIL101C	129.75
YIL102C	138.875
YIL103W	110.0
YIL105C	36.125
YIL107C	68.5
YIL108W	168.25
YIL110W	110.25
YIL111W	80.25
YIL112W	212.5
YIL113W	135.25
YIL114C	108.75
YIL116W	106.25
YIL117C	95.875
YIL119C	30.75
YIL120W	135.375
YIL121W	35.625
YIL122W	25.5
YIL123W	82.0
YIL124W	83.5
YIL125W	48.5
YIL128W	52.75
YIL130W	190.375
YIL131C	146.25
YIL132C	59.0
YIL133C	142.0
YIL134W	127.25
YIL135C	190.375
YIL136W	198.25
YIL137C	85.5
YIL138C	208.25
YIL139C	228.375
YIL140W	265.125
YIL141W	179.0
YIL145C	78.875
YIL146C	152.5
YIL148W	17.25
YIL149C	144.375
YIL152W	52.5
YIL153W	9.0
YIL154C	71.625
YIL155C	179.625
YIL156W	179.625
YIL157C	62.75
YIL158W	140.0
YIL159W	73.25
YIL160C	168.0
YIL161W	129.75
YIL162W	180.25
YIL163C	200.375
YIL164C	186.375
YIL165C	228.625
YIL166C	95.5
YIL167W	193.875
YIL168W	123.125
YIL170W	212.125
YIL173W	212.875
YIR001C	60.75
YIR002C	208.875
YIR003W	275.375
YIR004W	166.625
YIR005W	107.625
YIR007W	185.375
YIR009W	83.0
YIR013C	278.75
YIR014W	186.875
YIR016W	59.875
YIR017C	27.375
YIR018W	63.375
YIR019C	43.375
YIR020C	114.5
YIR020W-B	173.375
YIR021W	122.75
YIR023W	332.5
YIR024C	134.0
YIR025W	96.5
YIR026C	221.375
YIR027C	224.0
YIR028W	272.75
YIR029W	181.625
YIR030C	82.625
YIR031C	200.25
YIR032C	185.5
YIR033W	127.125
YIR034C	247.625
YIR035C	133.0
YIR036C	196.75
YIR037W	87.0
YIR038C	162.5
YIR039C	190.5
YIR042C	18.125
YIR043C	148.25
YIR044C	101.25
YJL003W	187.5
YJL004C	65.375
YJL006C	6.125
YJL007C	215.25
YJL012C	22.125
YJL013C	31.625
YJL016W	153.0
YJL020C	207.3125
YJL022W	83.25
YJL023C	233.375
YJL024C	561.25
YJL027C	36.5
YJL028W	32.875
YJL029C	97.375
YJL030W	213.0
YJL036W	321.5
YJL037W	186.625
YJL038C	204.25
YJL042W	163.625
YJL043W	162.875
YJL044C	229.0
YJL045W	80.75
YJL046W	59.5
YJL047C	123.0
YJL048C	115.125
YJL049W	115.875
YJL051W	324.25
YJL052W	35.25
YJL053W	188.625
YJL055W	79.0
YJL056C	163.0
YJL057C	20.75
YJL058C	199.625
YJL059W	213.5
YJL060W	211.75
YJL062W	3.25
YJL063C	69.375
YJL064W	152.5
YJL065C	59.5
YJL066C	139.625
YJL067W	139.25
YJL068C	76.25
YJL070C	274.75
YJL071W	183.25
YJL073W	148.5
YJL075C	35.0
YJL077C	173.0
YJL078C	299.125
YJL079C	128.25
YJL080C	3.5
YJL082W	109.125
YJL083W	154.75
YJL084C	125.0
YJL088W	123.375
YJL089W	105.5
YJL092W	86.25
YJL093C	109.625
YJL094C	188.625
YJL095W	138.375
YJL096W	162.875
YJL098W	116.875
YJL099W	192.0
YJL100W	193.125
YJL101C	29.125
YJL102W	7.0
YJL103C	105.5
YJL105W	183.625
YJL106W	163.75
YJL107C	144.25
YJL108C	162.125
YJL110C	105.75
YJL112W	83.875
YJL115W	23.0
YJL116C	216.875
YJL117W	229.0
YJL118W	159.0
YJL119C	152.75
YJL120W	180.625
YJL121C	152.625
YJL122W	186.375
YJL123C	154.75
YJL124C	120.75
YJL126W	126.875
YJL127C	47.125
YJL128C	102.125
YJL129C	89.5
YJL130C	16.25
YJL131C	7.625
YJL132W	45.125
YJL133W	2.5
YJL134W	3.5
YJL135W	9.0
YJL136C	29.125
YJL137C	75.375
YJL138C	5.125
YJL139C	110.8125
YJL140W	3.75
YJL141C	37.0
YJL142C	33.25
YJL144W	8.75
YJL145W	15.375
YJL146W	51.375
YJL147C	23.875
YJL148W	168.0
YJL149W	8.75
YJL150W	8.75
YJL151C	75.75
YJL152W	11.75
YJL153C	14.25
YJL154C	86.375
YJL155C	32.125
YJL157C	13.5
YJL158C	17.25
YJL159W	5.0
YJL160C	70.875
YJL161W	81.8125
YJL162C	27.0
YJL163C	106.0
YJL164C	26.875
YJL165C	81.5625
YJL166W	2.25
YJL168C	33.125
YJL169W	5.0
YJL170C	41.25
YJL171C	54.625
YJL172W	108.4375
YJL175W	5.0
YJL176C	102.75
YJL177W	77.75
YJL178C	33.625
YJL179W	5.0
YJL180C	1.0
YJL181W	18.625
YJL182C	20.0
YJL183W	2.75
YJL184W	16.5
YJL185C	4.5
YJL186W	21.5
YJL187C	19.0
YJL188C	28.25
YJL189W	66.0625
YJL190C	4.0
YJL191W	76.1875
YJL192C	24.5
YJL193W	23.625
YJL196C	46.875
YJL197W	3.25
YJL198W	17.375
YJL199C	14.375
YJL200C	78.9375
YJL201W	30.125
YJL204C	5.875
YJL205C	22.5
YJL206C	29.5
YJL207C	97.5
YJL208C	15.375
YJL209W	3.75
YJL210W	3.75
YJL211C	8.75
YJL212C	16.0
YJL213W	72.125
YJL214W	8.571428571428571
YJL215C	16.875
YJL216C	6.25
YJL217W	10.5
YJL218W	6.0
YJR001W	187.25
YJR003C	162.0
YJR004C	20.0
YJR005W	161.0
YJR008W	152.875
YJR009C	252.875
YJR010C-A	117.25
YJR010W	114.0
YJR011C	105.5
YJR014W	123.875
YJR015W	77.125
YJR018W	38.75
YJR019C	150.875
YJR020W	164.875
YJR021C	179.0
YJR024C	197.5
YJR025C	170.75
YJR026W	170.875
YJR030C	192.875
YJR031C	249.0
YJR032W	25.875
YJR033C	89.0
YJR034W	179.25
YJR035W	158.125
YJR036C	142.25
YJR037W	59.5
YJR038C	72.125
YJR039W	52.375
YJR040W	57.25
YJR043C	251.375
YJR044C	152.875
YJR047C	109.0
YJR048W	201.0
YJR049C	160.5
YJR050W	84.0
YJR051W	208.625
YJR052W	249.125
YJR053W	218.5
YJR054W	41.25
YJR055W	15.958333333333334
YJR056C	121.125
YJR058C	158.5
YJR059W	377.125
YJR060W	310.125
YJR061W	311.25
YJR062C	287.625
YJR063W	60.25
YJR066W	119.125
YJR069C	81.375
YJR070C	28.625
YJR073C	16.5
YJR074W	5.375
YJR075W	11.25
YJR077C	90.25
YJR078W	89.25
YJR079W	96.0
YJR080C	66.75
YJR082C	44.0
YJR083C	54.125
YJR084W	48.625
YJR087W	31.375
YJR088C	51.125
YJR090C	
YJR091C	75.75
YJR092W	158.25
YJR094C	54.25
YJR094W-A	108.125
YJR095W	98.125
YJR096W	119.0
YJR097W	60.25
YJR098C	96.5
YJR099W	106.625
YJR100C	89.25
YJR102C	51.25
YJR103W	216.375
YJR104C	102.0
YJR105W	15.375
YJR106W	271.375
YJR107W	203.25
YJR108W	113.125
YJR109C	248.25
YJR110W	97.0
YJR111C	139.75
YJR113C	3.25
YJR115W	228.75
YJR116W	262.25
YJR117W	197.0
YJR118C	13.75
YJR119C	161.5
YJR120W	33.0
YJR121W	53.5
YJR122W	2.0
YJR124C	107.375
YJR125C	298.5
YJR126C	151.0
YJR127C	138.375
YJR128W	45.625
YJR129C	54.625
YJR130C	189.125
YJR131W	251.375
YJR133W	226.125
YJR134C	259.875
YJR135C	160.0
YJR137C	47.875
YJR139C	262.5
YJR140C	13.0
YJR142W	176.625
YJR144W	
YJR145C	31.625
YJR146W	54.125
YJR147W	68.375
YJR148W	135.5
YJR149W	221.25
YJR150C	33.0
YJR152W	261.75
YJR153W	208.875
YJR154W	82.375
YKL001C	81.875
YKL002W	106.5
YKL003C	4.25
YKL005C	182.75
YKL006W	13.25
YKL007W	212.625
YKL008C	121.0
YKL009W	398.5
YKL010C	69.0
YKL011C	108.25
YKL015W	98.625
YKL016C	63.375
YKL017C	122.25
YKL020C	112.75
YKL023W	22.375
YKL025C	54.0
YKL026C	39.0
YKL027W	171.25
YKL029C	53.75
YKL030W	162.625
YKL031W	49.125
YKL032C	17.625
YKL033W-A	285.75
YKL034W	72.625
YKL037W	9.5
YKL038W	62.5
YKL039W	133.5
YKL040C	85.75
YKL041W	127.375
YKL043W	175.25
YKL044W	127.625
YKL046C	193.375
YKL047W	84.75
YKL048C	136.25
YKL050C	151.875
YKL051W	135.5
YKL053C-A	155.875
YKL053W	125.5
YKL054C	145.375
YKL055C	153.875
YKL056C	191.125
YKL057C	173.5
YKL061W	129.625
YKL062W	139.875
YKL063C	195.5
YKL064W	35.625
YKL065C	158.875
YKL066W	175.125
YKL067W	145.875
YKL068W	173.625
YKL069W	241.625
YKL070W	235.625
YKL071W	235.25
YKL072W	225.375
YKL073W	5.0
YKL074C	30.5
YKL075C	408.75
YKL076C	523.75
YKL077W	447.5
YKL079W	181.25
YKL080W	413.75
YKL081W	5.25
YKL084W	264.375
YKL085W	287.375
YKL086W	204.625
YKL087C	33.625
YKL090W	267.375
YKL091C	225.125
YKL092C	280.875
YKL093W	16.625
YKL094W	216.75
YKL096W	184.875
YKL096W-A	60.375
YKL097C	86.25
YKL098W	291.375
YKL100C	196.0
YKL101W	70.75
YKL102C	158.75
YKL103C	212.0
YKL105C	213.125
YKL106W	144.375
YKL107W	230.125
YKL109W	55.0
YKL110C	127.375
YKL113C	36.625
YKL114C	85.375
YKL115C	27.25
YKL116C	191.75
YKL117W	197.0
YKL118W	1.0
YKL119C	0.5
YKL120W	238.125
YKL121W	29.5
YKL123W	132.0
YKL124W	208.125
YKL126W	58.875
YKL127W	167.875
YKL128C	169.25
YKL129C	56.375
YKL130C	243.5
YKL131W	235.75
YKL132C	132.5
YKL133C	206.0
YKL134C	40.75
YKL135C	169.375
YKL136W	59.625
YKL137W	69.375
YKL138C	122.5
YKL139W	72.25
YKL140W	157.875
YKL142W	279.375
YKL143W	130.625
YKL146W	221.375
YKL147C	234.25
YKL148C	135.75
YKL149C	364.75
YKL150W	149.625
YKL151C	270.875
YKL156W	102.25
YKL157W	183.3125
YKL159C	220.125
YKL160W	319.875
YKL161C	325.25
YKL162C	280.5
YKL162C-A	108.0
YKL163W	296.0
YKL164C	286.375
YKL166C	98.5
YKL167C	130.5
YKL168C	54.125
YKL169C	74.5
YKL170W	7.25
YKL171W	259.0
YKL174C	234.375
YKL175W	211.375
YKL176C	279.375
YKL177W	291.125
YKL178C	232.5
YKL179C	196.875
YKL183W	279.125
YKL184W	143.875
YKL185W	70.375
YKL187C	140.0
YKL188C	119.0
YKL190W	266.75
YKL191W	55.375
YKL194C	5.25
YKL197C	71.375
YKL198C	100.0
YKL201C	32.25
YKL202W	62.0
YKL204W	39.875
YKL205W	27.5
YKL206C	70.75
YKL207W	28.5
YKL208W	1.5
YKL211C	23.375
YKL212W	73.5
YKL213C	47.125
YKL214C	60.375
YKL215C	36.75
YKL216W	67.125
YKL217W	15.25
YKL218C	22.25
YKL220C	6.25
YKL221W	24.875
YKL222C	98.25
YKR001C	149.0
YKR003W	51.5
YKR005C	158.875
YKR006C	202.375
YKR007W	44.375
YKR009C	114.75
YKR010C	27.5
YKR011C	40.75
YKR012C	52.25
YKR013W	111.5
YKR014C	213.625
YKR015C	48.75
YKR016W	14.75
YKR017C	43.375
YKR018C	74.25
YKR019C	36.75
YKR020W	111.375
YKR021W	47.375
YKR023W	82.375
YKR024C	73.125
YKR026C	39.75
YKR027W	10.5
YKR028W	132.75
YKR029C	151.0
YKR030W	43.875
YKR031C	57.375
YKR032W	223.75
YKR033C	160.625
YKR034W	36.0
YKR035C	38.75
YKR035W-A	68.25
YKR036C	73.25
YKR039W	62.125
YKR040C	119.875
YKR041W	107.25
YKR042W	30.0
YKR043C	137.0
YKR044W	121.875
YKR045C	75.25
YKR046C	47.125
YKR047W	137.0
YKR048C	224.125
YKR049C	32.25
YKR050W	35.25
YKR051W	87.5
YKR052C	55.25
YKR053C	24.5
YKR054C	35.625
YKR055W	3.5
YKR056W	35.75
YKR057W	18.5
YKR058W	25.25
YKR059W	16.25
YKR060W	72.875
YKR061W	52.125
YKR064W	55.5
YKR065C	71.375
YKR066C	157.25
YKR067W	124.625
YKR069W	116.625
YKR070W	143.125
YKR072C	187.75
YKR073C	40.25
YKR074W	227.5
YKR075C	256.75
YKR076W	269.25
YKR077W	240.75
YKR078W	201.875
YKR080W	97.875
YKR082W	228.375
YKR084C	11.75
YKR087C	113.625
YKR088C	202.5
YKR089C	153.375
YKR090W	60.375
YKR091W	49.75
YKR092C	76.625
YKR093W	74.125
YKR094C	217.125
YKR095W	156.875
YKR096W	256.25
YKR097W	200.0
YKR098C	81.25
YKR099W	149.125
YKR100C	95.375
YKR101W	376.25
YKR102W	267.375
YKR103W	109.5
