Filter 8: 620 HLKU 10:54am
 0.071	 0.282	 0.269	 0.278	 0.233	 0.252	 0.253	 0.251	 0.258	 0.255	 0.266	 0.250
 0.253	 0.248	 0.247	 0.244	 0.227	 0.242	 0.245	 0.250	 0.243	 0.246	 0.259	 0.247
 0.252	 0.245	 0.235	 0.219	 0.241	 0.272	 0.125	 0.234	 0.248	 0.237	 0.236	 0.230
 0.244	 0.254	 0.250	 0.240	 0.237	 0.213	 0.227	 0.252	 0.097	 0.275	 0.263	 0.203
 0.250	 0.236	 0.224	 0.257	 0.245	 0.252	 0.257	 0.226	 0.173	 0.249	 0.263	 0.242
 0.239	 0.238	 0.214	 0.182	 0.217	 0.230	 0.238	 0.259	 0.262	 0.249	 0.249	 0.194
 0.231	 0.219	 0.239	 0.228	 0.222	 0.227	 0.239	 0.222	 0.253	 0.216	 0.168	 0.231
 0.188	 0.241	 0.250	 0.242	 0.227	 0.249	 0.227	 0.195	 0.232	 0.224	 0.206	 0.203

Filter 8: 620 DiKU+His+no Trp 10:54am
 0.069	 0.077	 0.080	 0.155	 0.074	 0.073	 0.076	 0.076	 0.076	 0.076	 0.078	 0.077
 0.076	 0.075	 0.078	 0.075	 0.075	 0.075	 0.077	 0.080	 0.076	 0.080	 0.078	 0.074
 0.073	 0.076	 0.074	 0.073	 0.077	 0.093	 0.077	 0.073	 0.073	 0.072	 0.071	 0.073
 0.074	 0.076	 0.075	 0.075	 0.074	 0.074	 0.073	 0.075	 0.072	 0.073	 0.071	 0.070
 0.075	 0.075	 0.074	 0.077	 0.076	 0.076	 0.074	 0.074	 0.073	 0.073	 0.075	 0.074
 0.075	 0.075	 0.074	 0.075	 0.076	 0.076	 0.076	 0.078	 0.075	 0.075	 0.073	 0.073
 0.073	 0.073	 0.074	 0.074	 0.074	 0.073	 0.075	 0.071	 0.074	 0.073	 0.075	 0.072
 0.077	 0.080	 0.088	 0.072	 0.077	 0.076	 0.074	 0.072	 0.073	 0.073	 0.073	 0.072

Filter 8: 620 DiKU+His+Trp 10:54am
 0.071	 0.081	 0.079	 0.141	 0.076	 0.076	 0.078	 0.078	 0.076	 0.077	 0.080	 0.077
 0.077	 0.074	 0.076	 0.074	 0.074	 0.075	 0.075	 0.076	 0.074	 0.073	 0.084	 0.080
 0.077	 0.073	 0.073	 0.076	 0.077	 0.126	 0.082	 0.074	 0.075	 0.073	 0.073	 0.072
 0.076	 0.078	 0.075	 0.076	 0.075	 0.074	 0.071	 0.074	 0.071	 0.071	 0.070	 0.069
 0.078	 0.078	 0.076	 0.077	 0.076	 0.076	 0.074	 0.076	 0.072	 0.075	 0.074	 0.077
 0.076	 0.075	 0.076	 0.074	 0.074	 0.076	 0.074	 0.077	 0.077	 0.076	 0.073	 0.072
 0.074	 0.074	 0.073	 0.075	 0.073	 0.073	 0.074	 0.072	 0.073	 0.071	 0.087	 0.074
 0.092	 0.080	 0.080	 0.078	 0.079	 0.077	 0.078	 0.074	 0.077	 0.076	 0.075	 0.077


