orf	hom | growth (lagVstall) | UVC [15 J/m2] | SC | Silva E~Ideker T, 2020	hom | growth (colony size) | UVC [15 J/m2] | SC | Silva E~Ideker T, 2020
YBL019W	-1.7488825165685271	2.1430305197999444
YBL021C	-2.426440017742372	1.209103947170645
YBL022C	0.555971205373268	0.0002890518640136032
YBL024W	0.2980044799846248	-0.323159983967675
YBL028C	0.6686342242164713	-0.2962781606143711
YBL029W	-0.08368098104959215	0.20580492717798174
YBL031W	0.43593770866181786	-1.1235445954224967
YBL036C	0.20060887958279017	-0.4384916777092691
YBL037W	-0.22845822489015716	0.11562074560560744
YBL039C	0.45804914226655874	-0.9874011674718931
YBL043W	0.18481499843654678	-0.21389837937037579
YBL044W	0.1269041009003207	0.15724421402362632
YBL045C	-1.691498081737177	1.6530876102961802
YBL046W	-0.5838205506806351	-0.7454647572921584
YBL047C	0.19692364064866671	-1.475609765791573
YBL048W	0.6444169397922314	0.541394141298259
YBL049W	0.29695155457487526	-0.19742242312157632
YBL051C	-1.0523723580191908	3.392601727932552
YBL052C	0.15375369884893453	-0.716848622754771
YBL053W	0.02161155992536427	-0.2286400244350905
YBL054W	0.028982037793611255	0.33154248802408054
YBL055C	-0.019978993759743522	-0.5408160375702321
YBL056W	-0.2489902703802737	-0.9310360539891592
YBL057C	-0.09368377244221299	0.5821504541242358
YBL059W	-1.1934643629256327	0.8240868643039707
YBL060W	0.1800768340926737	0.016765008112812584
YBL061C	0.1174277722125746	-0.30841833890296005
YBL062W	0.10847790622970331	-0.9518477881981687
YBL063W	-0.36902376709172396	0.031506653177527634
YBL064C	-0.38639703635259176	0.2101407051381922
YBL065W	0.05951687467634852	0.11128496764539718
YBL066C	-0.22529944866090854	0.14250256895891128
YBL067C	-0.1115835044079556	0.511043695576787
YBL068W	0.25272868736539356	-0.62406297440627
YBL069W	-0.4685252183130577	-0.6006497734211343
YBL070C	-0.24793734497052414	-0.25725615897247844
YBL071C	0.05688456115197473	0.31680084295936545
YBL072C	1.3256596799001994	-0.7645421803170839
YBL075C	-0.3790265584843448	0.10521487850110252
YBL078C	-0.5775029982221378	0.3931105350590668
YBL080C	-1.9352503140941997	1.5611691175397218
YBL081W	-0.17212671546855562	-0.021389837937038213
YBL083C	0.5280686820149044	-0.6162585740778915
YBL085W	-0.10895119088358177	-0.22777286884304845
YBL086C	0.17323281892930154	-0.5347459484259376
YBL087C	1.0303141024654467	0.04538114265020059
YBL088C	-0.19265876095867202	-0.5347459484259378
YBL089W	-1.808372802219378	2.075392383620664
YBL090W	-1.8341694747582422	4.394166436741132
YBL091C	-0.1431712667004425	0.197133371257561
YBL091C-A	0.5522859664391446	-1.1478249519996742
YBL094C	0.022138022630239063	0.48156040544735684
YBL095W	-0.373761931435597	0.2058049271779816
YBL096C	0.08899878614933639	-0.21129691259424932
YBL098W	0.22324677589240582	-0.6977711997298447
YBL101C	0.34380673530873107	0.07573158837167243
YBL102W	0.13269519065394336	0.6098994330695818
YBL104C	0.6638960598725983	-0.20869544581812302
YBL106C	0.08847232344446163	-0.08382504056406645
YBR001C	-0.2947925257043797	0.2795131525015569
YBR005W	-0.20897910480979026	-0.1219798866139173
YBR006W	0.1821826849121728	-0.12197988661391691
YBR007C	-0.05630492039610351	-0.307551183310918
YBR008C	0.016346932876616416	-0.6197271964460596
YBR009C	0.6602108209384748	-0.7498005352523688
YBR010W	0.41014103612295344	-0.29454384943028705
YBR012C	-0.470631069132557	-0.6431403974311954
YBR013C	0.11637484680282503	0.3879076015068144
YBR014C	-0.18739413390992418	-0.32923007311196945
YBR015C	-0.21634958267803728	-0.4272186550127223
YBR016W	0.12743056360519564	0.020233630480980914
YBR018C	-0.08578683186909122	0.3514870666410479
YBR019C	0.05319932221785121	0.05145123179449499
YBR020W	-0.1658091630100581	0.21621079428248632
YBR022W	-0.13895956506144425	-0.03439717181766894
YBR023C	-0.04577566629860787	-0.8052984931430611
YBR024W	-0.08736621998371558	0.06185709889899946
YBR025C	0.26220501605313973	-0.20609397904199636
YBR027C	0.14638322098068735	-0.37172069712203054
YBR028C	-0.04788151711810694	0.009827763376476083
YBR030W	0.15796540048793287	-0.15579895470355748
YBR031W	-0.026296546218240853	0.0011562074560554718
YBR032W	0.3611800045695987	-0.28934091587803473
YBR033W	-0.33269784045536405	0.09827763376476627
YBR034C	0.08478708451033809	-0.6691550651924572
YBR035C	2.127462379424492	1.3513174642655428
YBR040W	-0.39166166340133934	-1.197252820746072
YBR041W	0.32432761522836395	0.041912520282032246
YBR042C	-0.18318243227092593	0.1251594571180701
YBR043C	-0.34428001996260926	0.9333484689012704
YBR044C	-0.5264361158492836	0.28905186401401944
YBR045C	-0.15106820727356424	-0.06908339549935148
YBR046C	-0.16633562571493288	0.005491985416265825
YBR047W	-0.08262805563984253	-0.22690571325100636
YBR048W	-0.22266713513653444	0.3991806242033613
YBR050C	-0.07473111506672085	-0.09249659648448713
YBR051W	0.40013824473033266	-0.2026253566738287
YBR052C	-0.05104029334735563	-0.2763335819974038
YBR053C	-0.588558715024508	-0.7081770668343499
YBR054W	0.14427737016118852	-0.12804997575821148
YBR056W	0.012135231237618184	-0.01531974879274369
YBR057C	-0.03471994949623743	-0.28934091587803473
YBR059C	0.09268402508345985	-0.9492463214220422
YBR062C	-0.06736063719847389	0.14336972455095345
YBR063C	0.2701019566262614	-0.04393588333013166
YBR064W	-0.9302330104882417	-0.7367932013717381
YBR065C	-0.2247729859560337	-0.5017940359283395
YBR066C	-0.5122216228176647	-0.2529203810122682
YBR067C	0.04635530705447925	0.16765008112813093
YBR068C	0.0958428013127087	-0.30494971653479175
YBR071W	0.20429411851691368	0.6575929906318951
YBR072W	0.06267565090559733	-0.6145242628938072
YBR073W	0.27484012097013444	-1.1677695306166418
YBR074W	0.13374811606369302	-0.23947946933561626
YBR076W	0.41014103612295344	-0.2416473583157214
YBR077C	0.11690130950769988	-0.768010802685252
YBR078W	1.7094509917539158	-1.8927116055638042
YBR083W	-0.6654222699362262	-0.15059602115130521
YBR084C-A	-0.043143352774233895	1.0677575856677897
YBR084W	-0.4153524851207048	0.34021404394450105
YBR089C-A	0.43909648489106645	0.4451398705815905
YBR090C	-0.0599901593302267	-0.24858460305205793
YBR092C	-0.1742325662880547	0.08440314429209327
YBR093C	-0.40324384290858484	-0.23817873594755315
YBR094W	-0.0642018609692252	0.18846181533714057
YBR098W	1.2422153411775465	-2.5409104106152447
YBR099C	2.2917187433454247	-3.9157856017979316
YBR101C	0.17323281892930154	-0.34397171817668454
YBR103W	0.09847511483708254	-0.39079812014695575
YBR104W	-0.29847776463850323	0.16157999198383668
YBR105C	0.2063999693364128	-0.4705764346148253
YBR106W	4.252265856299113	1.3990110218278566
YBR107C	0.07531075582259206	-0.5330116372418537
YBR108W	-0.1642297748954339	-0.5494875934906531
YBR113W	0.010029380418119098	-0.21216406818629135
YBR114W	-0.0757840404764704	-0.22083562410671187
YBR116C	-0.18002365604167728	0.31593368736732325
YBR119W	0.13058933983444423	0.40958649130786584
YBR120C	-0.10210717572020954	-0.522605770137349
YBR125C	-0.15685929702718687	-0.44022598889335324
YBR126C	2.874512957641808	-1.7097417756429298
YBR128C	-0.7249125555870767	-0.3092854944950021
YBR129C	-1.0049907145804606	1.027868428433855
YBR130C	-0.30953348144087356	0.18932897092918263
YBR131W	0.23535541810452576	-0.924098809252823
YBR133C	0.002132439844997287	-0.710778533610476
YBR134W	-0.70543343550671	-2.29940757823153
YBR137W	0.10321327918095553	0.6775375692488632
YBR138C	0.2927398529358771	-0.0664819287232252
YBR139W	-0.026296546218240853	0.2907861751981036
YBR141C	-0.026823008923115666	-0.6630849760481626
YBR144C	-0.17686487981242854	-0.23037433561917461
YBR145W	0.1706005054049276	-0.32142567278359097
YBR146W	-0.05735784580585302	0.2838489304617672
YBR147W	-0.29479252570437975	0.08700461106821952
YBR148W	1.3061805598198326	-0.1610018882558098
YBR149W	-0.08262805563984257	-0.26419340370881494
YBR150C	-0.3711296179112231	0.3324096436161225
YBR151W	-0.47484277077155523	0.21187501632227612
YBR156C	-0.2379345535779033	-0.18528224483298747
YBR157C	-0.05999015933022694	-0.3717206971220305
YBR158W	-0.014714366710995637	-0.45496763395806816
YBR159W	0.07267844229821814	-0.40380545402758666
YBR161W	-0.03208763597186349	0.10261341172497652
YBR162C	1.3114451868685808	-0.22690571325100642
YBR162W-A	-0.4353580679059466	0.4668187603826419
YBR163W	-3.1182120119478367	3.5504240456842076
YBR164C	-0.21055849292441467	-0.5633620829633257
YBR168W	0.051093471398352124	-0.7706122694613782
YBR169C	0.03845836648135734	0.10955065646131311
YBR170C	-0.3153245711944963	0.0653257212671679
YBR172C	0.18744731196092063	-0.32576145074380125
YBR173C	0.9903029368949631	-0.9041542306358554
YBR174C	-0.6211994027267448	1.060820340931453
YBR175W	0.23430249269477632	-0.020522682344996056
YBR176W	0.3411744217843569	-0.14452593200701064
YBR177C	-0.27110170398501454	-1.1885812648256513
YBR178W	-0.31427164578474664	-0.006648192872323042
YBR180W	0.0005530517303729977	0.11301927882948126
YBR181C	1.0545313868896866	-0.42201572146046984
YBR182C	0.012661693942493054	-0.5052626582965077
YBR183W	0.1448038328660633	-0.2138983793703754
YBR184W	0.33590979473560917	-0.5399488819781901
YBR185C	-0.6233052535462437	0.17718879264059378
YBR186W	-0.32901260152124057	0.09394185580455591
YBR187W	-0.09526316055683737	-0.1757435333205248
YBR188C	-0.20424094046591723	-0.06561477313118314
YBR189W	-0.1342214007175712	-0.1800793112807351
YBR191W	1.4104201753850392	-1.5874728371649993
YBR195C	0.3048484951479971	-1.0350947250342066
YBR197C	0.4691048590689291	0.46508444919855757
YBR199W	0.11005729434432776	-0.48531807967954044
YBR201W	-0.49590127896654645	0.5335897409698803
YBR203W	-0.05314614416685482	-0.15059602115130502
YBR204C	0.29379277834562656	-0.0083825040564072
YBR205W	-0.2163495826780372	-0.33790162903239007
YBR206W	-0.4506254863473151	0.3332767992081646
YBR207W	0.030561425908235542	-0.23991304713163722
YBR208C	-0.14685650563456598	-0.05174028365851016
YBR210W	-0.24319918062665108	0.3514870666410475
YBR212W	-0.12685092284932425	-0.6379374638789431
YBR213W	-0.4774750842959291	-0.043068727738089646
YBR214W	0.05161993410322684	-0.6986383553218871
YBR215W	-0.5522327883881482	-0.5000597247442554
YBR216C	-0.10263363842508429	0.1320967018544066
YBR217W	-0.18844705931967376	0.06272425449104178
YBR219C	-0.3658649908624754	0.08353598870005123
YBR220C	-0.10947765358845643	-0.01358543760865976
YBR221C	0.5754503254536351	0.12949523507828023
YBR222C	-0.019452531054868622	0.5049736064324925
YBR223C	-0.9955143858927147	0.7746589955575733
YBR224W	-0.4485196355278161	-0.350908962913021
YBR225W	0.23324956728502674	-0.31969136159950645
YBR226C	0.41645858858145085	-0.2537875366043102
YBR227C	-0.4095613953670822	-0.31448842804725446
YBR228W	0.1648094156513049	0.10955065646131311
YBR230C	-0.39797921585983703	-0.006648192872323078
YBR232C	-0.3742883941404718	0.42085951400441274
YBR233W	0.10689851811507899	0.12949523507828042
YBR238C	0.09268402508345985	-0.5234729257293911
YBR239C	-0.028928859742614766	0.04798260942632675
YBR240C	0.3501242877672283	-0.2997467829825394
YBR241C	-0.31427164578474664	-0.21042975700220723
YBR242W	0.21534983531928406	-0.18788371160911374
YBR244W	0.3954000803864596	-0.6535462645356998
YBR245C	0.14427737016118852	-0.3006139385745813
YBR246W	-0.8670574859032679	-0.06821623990730932
YBR249C	-0.5632885051905184	-0.19048517838523985
YBR250W	-0.2300376130047815	0.07139581041146242
YBR251W	-2.4875096915078467	2.0589164273718663
YBR255W	0.13848628040756603	0.5544014751788904
YBR258C	-0.2279317621852824	0.04364683146611656
YBR259W	0.21061167097541095	-0.9839325451037253
YBR260C	0.5328068463587776	0.037576742321822135
YBR261C	0.11795423491744941	-0.5234729257293911
YBR262C	0.06162272549584771	-0.25985762574860466
YBR263W	-0.30058361545800244	-0.07255201786751962
YBR264C	-0.4179847986450787	-0.007515348464365043
YBR267W	6.272303254903651	0.9541602031102819
YBR268W	-1.6320077960863257	3.6249994265998255
YBR269C	-0.28321034619713453	0.07573158837167268
YBR270C	0.01371461935224256	-0.1037696191810338
YBR271W	-0.745971063782068	-0.18528224483298747
YBR272C	-0.14633004292969118	0.6012278771491613
YBR273C	0.42277614103994826	-0.007515348464365091
YBR274W	0.8070939155985393	-0.38039225304245106
YBR275C	-0.17897073063192767	-0.2763335819974039
YBR276C	0.10531913000045463	-0.365650607977736
YBR277C	-0.25214904660952236	0.17632163704855167
YBR278W	0.30800727137724576	-0.31795705041542255
YBR280C	0.03845836648135734	-0.6379374638789431
YBR281C	-0.03945811384011043	0.2543656403323371
YBR283C	1.274066334822471	0.7460428610201852
YBR284W	-0.061569547444851574	0.12255799034194412
YBR285W	-0.327959676111491	-0.17921215568869306
YBR287W	-0.5022188314250439	-0.06214615076301489
YBR288C	-0.41587894782557944	-0.2928095382462029
YBR290W	-0.21898189620241126	-0.6838967102571719
YBR291C	0.4038234836644561	0.29598910875035617
YBR292C	-0.3606003638137275	0.07920021073984097
YBR294W	0.28431644965788055	0.07833305514779886
YBR295W	0.2032411931071641	0.55440147517889
YBR297W	0.08584000992008765	-0.41247700994800746
YBR298C	0.007923529598619982	0.4451398705815904
YBR300C	0.14059213122706504	0.6289768560945073
YBR301W	-0.21371726915366326	0.5439956080743853
YCL001W	-0.34164770643823533	-0.5052626582965077
YCL001W-A	0.041617142710606035	-0.6769594655208355
YCL002C	0.05530517303735032	0.2864503972378933
YCL005W	0.16954757999517808	-0.5763694168439566
YCL007C	6.208074804908928	0.7226296600350492
YCL008C	0.6344141483996109	-0.5737679500678303
YCL009C	0.46963132177380373	-0.8573278286655841
YCL010C	0.34117442178435675	-0.6552805757197842
YCL011C	0.23746126892402497	-0.09943384122082347
YCL014W	-0.26794292775576584	-0.21216406818629135
YCL016C	1.4267405192361573	-1.7305535098519391
YCL022C	-0.22319359784140938	0.3150665317752815
YCL023C	0.17323281892930156	0.028905186401401405
YCL024W	0.3606535418647239	-0.06474761753914107
YCL025C	-0.2158231199731624	0.3350111103922488
YCL026C-A	-0.06051662203510171	0.008960607784434046
YCL027W	0.0863664726249625	-0.12804997575821145
YCL028W	-0.5169597871615378	0.12949523507828042
YCL029C	-2.205325681694964	2.339007683601449
YCL030C	0.3832914381743396	-0.008382504056407164
YCL032W	0.06372857631534685	-0.2928095382462029
YCL033C	0.4748959488225516	-0.28153651554965614
YCL034W	0.21271752179491013	0.09220754462047182
YCL035C	-0.23846101628277805	0.2907861751981038
YCL036W	-0.33954185561873623	0.18499319296897213
YCL037C	0.8413139914154001	-1.4495950980303116
YCL038C	-0.34006831832361095	0.1702515479042572
YCL039W	0.5038513975906647	-0.06734908431526727
YCL040W	-0.01787314294024439	0.27777884131747277
YCL042W	-0.4064026191378335	0.25349848474029507
YCL044C	0.17428574433905106	0.16244714757587875
YCL045C	0.05161993410322684	-0.13498722049454803
YCL046W	0.17744452056829976	0.029772341993443488
YCL047C	-0.3627062146332266	0.050584076202452956
YCL048W	0.058990411971473804	-0.35784620764935754
YCL049C	-0.026823008923115694	-0.31969136159950673
YCL050C	-0.30532177980187536	-0.0014452593200707116
YCL051W	-0.4548371879863135	-0.5009268803362975
YCL055W	-0.04735505441323216	0.2482955511880425
YCL056C	-0.17739134251730343	-0.6795609322969616
YCL057W	0.13322165335881808	-0.25638900338043646
YCL058C	1.9895291507472999	-0.20089104548974457
YCL061C	-0.43430514249619695	-1.1153066172980972
YCL063W	0.5844001914365065	0.2864503972378934
YCL064C	-0.16107099866618507	0.14943981369524778
YCL069W	0.006870604188870386	-0.4185470990923017
YCL076W	0.016873395581491257	-0.3300972287040116
YCR001W	0.14217151934168934	-0.09509806326061321
YCR002C	-1.6267431690375787	0.9073338011400082
YCR003W	-2.3464176866014057	1.2767420833499268
YCR004C	-0.06736063719847389	-0.2399130471316376
YCR005C	-0.591191028548882	0.3072621314469028
YCR006C	-0.3411212437333605	0.28211461927768305
YCR007C	-0.5685531322392665	-0.10203530799694971
YCR008W	-0.32690675070174147	-0.3656506079777361
YCR009C	1.5246625823428677	-2.2664556657339334
YCR010C	-0.1494888191589396	-0.8174386714316495
YCR011C	0.25167576195564406	-0.1956881119374922
YCR014C	-0.52380380232491	-0.6752251543367517
YCR015C	-0.3516504978308562	-0.13065144253433766
YCR016W	0.17955037138779895	-0.19048517838523946
YCR017C	-0.3906087379915901	0.13036239067032296
YCR019W	0.03108788861311015	-0.9665894332628843
YCR020C	0.19745010335354143	-0.5564248382269893
YCR020C-A	0.889222097559005	-0.5616277717792417
YCR020W-B	-0.10737180276895748	-0.7931583148544716
YCR021C	0.07109905418359375	0.2968562643423981
YCR022C	-0.27636633103376235	0.04104536468999057
YCR023C	0.04582884434960418	-0.508731280664676
YCR024C	-1.0960687625237984	1.342645908345123
YCR024C-A	0.10216035377120594	0.5067079176165767
YCR025C	0.39697946850108395	-0.3318315398880959
YCR026C	0.2421994332678979	-0.1020353079969497
YCR027C	0.004764753369371258	-0.523472925729391
YCR028C	2.8997831674757983	2.2080671892030996
YCR028C-A	-2.894465362376053	1.8013712165353721
YCR030C	0.14059213122706504	-0.35784620764935743
YCR031C	0.9745090557487195	-0.10290246358899138
YCR032W	0.16533587835617974	-0.02745992708133245
YCR033W	-0.2816309580825102	-0.07775495141977194
YCR034W	-0.37692070766484614	0.6402498787910541
YCR036W	0.024770336154612993	0.19800052684960315
YCR037C	0.24325235867764758	0.36536155611372084
YCR043C	0.7096983151967046	0.10521487850110252
YCR045C	0.10005450295170684	0.23095243934720147
YCR046C	-2.419069539874125	-0.12804997575821184
YCR047C	-2.235860518577701	2.091868339869464
YCR048W	0.18902670007554515	-0.6995055109139294
YCR049C	0.23640834351427537	0.959363136662532
YCR050C	0.10847790622970324	0.5934234768207828
YCR051W	0.07109905418359386	-0.2685291816690252
YCR059C	-0.6770044494434716	0.8188839307517183
YCR060W	0.14585675827581285	0.13122954626236463
YCR061W	0.2737871955603849	0.21187501632227612
YCR065W	0.8576343352665181	-0.193086645161366
YCR066W	6.983027906484607	-11.099302526274359
YCR067C	-0.34375355725773454	0.37836888999435186
YCR068W	-0.7364947350943218	0.7876663294382039
YCR069W	0.22008799966315715	-0.012718282016617505
YCR071C	-1.8231137579558725	1.9912782911925835
YCR073C	-0.1989763134171694	-0.2451159806838896
YCR073W-A	-0.28952789865563194	-0.03786579418583718
YCR075C	0.18955316278041975	-0.1237141977980012
YCR076C	-0.012608515891496508	-0.20349251226587048
YCR077C	0.647049253316606	-0.6023840846052185
YCR081W	0.39487361768158447	-1.441790697701933
YCR082W	-0.3090070187359989	-0.6032512401972605
YCR083W	-0.07525757777159561	0.18325888178488817
YCR085W	0.06583442713484597	-0.07688779582772988
YCR087C-A	-0.15370052079793806	0.30986359822302906
YCR087W	0.22008799966315715	0.4451398705815905
YCR088W	0.058463949266599015	-0.17747784450460893
YCR089W	-0.349544647011357	0.08006736633188294
YCR092C	-0.16686208841980768	0.0618570988989997
YCR094W	3.6647334776588556	3.2816058121511698
YCR095C	-0.33690954209436225	1.4319629343254552
YCR098C	0.3427538098989813	0.2560999515164211
YCR099C	-0.10421302653970861	-0.09769953003673937
YCR100C	0.004238290664496476	0.11735505678969159
YCR101C	-0.31637749660424586	0.3133322205911971
YCR102C	0.07846953205184075	-0.04653735010625789
YCR102W-A	0.15743893778305806	-0.07515348464364581
YCR106W	0.12163947385157287	0.21534363869044443
YCR107W	-0.1447506548150668	0.005491985416265801
YDL001W	0.23009079105577807	-0.21216406818629147
YDL002C	0.2895810767066284	-0.2529203810122682
YDL006W	1.8863424605918426	-1.2752968240298572
YDL009C	0.12743056360519547	-0.16360335503193593
YDL010W	0.06267565090559725	-0.32489429515175916
YDL011C	0.044775918939854734	-0.949246321422043
YDL012C	0.2437788213825223	-0.13845584286271623
YDL013W	5.088288631640268	-4.7872769718002015
YDL018C	0.03635251566185818	-0.37345500830611444
YDL020C	0.6165144164338681	-1.4539308759905216
YDL021W	-0.33533015397973803	-0.6075870181574707
YDL022W	0.46963132177380384	0.31333222059119725
YDL023C	0.7391802266696923	-0.23037433561917464
YDL024C	-0.05735784580585303	-0.21910131292262797
YDL025C	0.06846674065921977	-0.2086954458181234
YDL026W	-0.2068732539902912	-0.14105730963884244
YDL027C	0.07846953205184093	-0.11937841983779102
YDL032W	-2.9350029906514123	1.8811495310032424
YDL033C	-1.9105065669650856	1.3573875534098383
YDL035C	0.22745847753140444	-2.3861231374357366
YDL040C	0.836049364366652	-0.5208714589532661
YDL041W	2.593381873238675	-1.4816798549358665
YDL044C	-1.8873422079505957	1.2117054139467713
YDL045W-A	-2.553317529617195	1.618401386614498
YDL046W	-0.06894002531309817	0.1832588817848882
YDL048C	-0.2189818962024111	0.002890518640139594
YDL049C	-0.11895398227620253	-0.11330833069349645
YDL050C	-0.10579241465433299	-0.047404505698299855
YDL054C	0.2474640603166458	-0.09683237444469733
YDL056W	-3.441460112740953	3.915496549933917
YDL057W	-0.19476461177817114	-0.2971453162064133
YDL059C	-0.1094776535884565	-1.3342634042887178
YDL062W	0.8228877967447822	-0.012718282016617795
YDL063C	1.2603783044957264	-0.5104655918487601
YDL065C	0.34485966071848045	-0.6630849760481626
YDL066W	-0.33269784045536394	-0.1688062885841883
YDL068W	0.3243276152283642	0.9177396682445133
YDL069C	-2.5496322906830713	2.6676596529853907
YDL070W	-0.08894560809833997	-0.6509447977595738
YDL071C	0.17744452056829976	-0.4020711428435025
YDL072C	-0.216876045382912	-0.38906380896287157
YDL073W	-0.6527871650192315	-0.34830749613689477
YDL076C	-0.9128597412273739	0.020233630480980827
YDL077C	0.2685225685116369	-0.41334416554004905
YDL078C	-0.14896235645406514	0.1988676824416452
YDL079C	0.20113534228766494	-0.12458135339004359
YDL080C	-0.23109053841453098	-1.0706481043079312
YDL081C	1.6099495405325819	-0.5815723503962084
YDL082W	-0.052093218757105604	-0.9934712566161882
YDL083C	1.6162670929910794	-0.6396717750630265
YDL085W	-0.3142716457847467	-0.50612981388855
YDL086W	0.10795144352482855	-0.40207114284350254
YDL088C	0.08320769639571379	0.2240151946108648
YDL089W	0.4059293344839552	-0.3751893194901987
YDL090C		
YDL091C	-0.03735226302061129	-0.04133441655400533
YDL093W	0.36539170620859696	0.16244714757587894
YDL094C	0.052146396808101625	-0.011851126424575349
YDL095W	0.1684946545854285	-1.0333604138501225
YDL096C	-0.17317964087830506	-0.35784620764935743
YDL100C	0.25378161277514316	0.5422612968903009
YDL101C	0.7818237057645494	-1.5935429263092935
YDL107W	-1.002884863760962	1.6869066783858204
YDL109C	-0.46115474044481086	-0.05867752839484665
YDL110C	-0.3627062146332266	0.42346098078053884
YDL112W	0.2527286873653936	-0.1523303323353892
YDL113C	-0.2605724498875188	0.21360932750636025
YDL114W	-0.09842193678608602	-0.12544850898208534
YDL115C	1.3151304258027041	-1.3143188256717502
YDL116W	0.09110463696883524	-2.091290236141435
YDL117W	0.18481499843654547	-1.3377320266568842
YDL118W	-0.1716002527636807	0.5691431202436051
YDL119C	-0.878639665410513	0.010694918968518192
YDL122W	-0.2137172691536632	-0.592845373092756
YDL123W	-0.10842472817870692	-0.12631566457412732
YDL124W	-0.20055570153179375	-0.06474761753914109
YDL125C	-0.9765617285172226	0.785064862662078
YDL127W	-0.4822132486398022	0.06445856567512588
YDL128W	-0.22003482161216067	0.4147894248601182
YDL129W	-0.03735226302061129	-0.22256993529079605
YDL130W	-0.03945811384011036	-0.11590979746962239
YDL131W	0.40698225989370473	-0.2138983793703754
YDL133C-A	0.125851175490571	-0.11590979746962278
