orf	hom | growth (lagVstall) | UVC [15 J/m2] | SC | Silva E~Ideker T, 2020	hom | growth (colony size) | UVC [15 J/m2] | SC | Silva E~Ideker T, 2020
YBL091C-A	1.042	-1.2329999999999997
YBL094C	0.034999999999999996	0.6459999999999999
YBL095W	-0.7169999999999999	0.32799999999999985
YBL096C	0.162	-0.15300000000000002
YBL098W	0.41700000000000004	-0.7139999999999995
YBL101C	0.6460000000000004	0.17799999999999971
YBL102W	0.2450000000000001	0.794
YBL104C	1.2539999999999998	-0.1499999999999999
YBL106C	0.16100000000000003	-0.006000000000000033
YBR001C	-0.567	0.41300000000000003
YBR005W	-0.404	-0.050000000000000266
YBR006W	0.33899999999999997	-0.04999999999999982
YBR007C	-0.1140000000000001	-0.264
YBR008C	0.02399999999999991	-0.6239999999999999
YBR009C	1.2469999999999999	-0.774
YBR010W	0.772	-0.249
YBR012C	-0.901	-0.6510000000000001
YBR013C	0.21399999999999997	0.538
YBR014C	-0.363	-0.2889999999999999
YBR015C	-0.41800000000000015	-0.402
YBR016W	0.23500000000000032	0.1140000000000001
YBR018C	-0.16999999999999993	0.496
YBR019C	0.094	0.15
YBR020W	-0.32199999999999995	0.33999999999999986
YBR022W	-0.271	0.051000000000000045
YBR023C	-0.09400000000000008	-0.8380000000000005
YBR024W	-0.17299999999999996	0.1619999999999997
YBR025C	0.49100000000000005	-0.14699999999999935
YBR027C	0.27099999999999946	-0.3380000000000001
YBR028C	-0.09799999999999998	0.10199999999999998
YBR030W	0.29300000000000004	-0.08900000000000008
YBR031W	-0.05699999999999994	0.09199999999999997
YBR032W	0.6789999999999999	-0.24300000000000005
YBR033W	-0.639	0.20400000000000001
YBR034C	0.15399999999999991	-0.681
YBR035C	4.033999999999999	1.6489999999999991
YBR040W	-0.7509999999999994	-1.29
YBR041W	0.609	0.1389999999999999
YBR042C	-0.355	0.235
YBR043C	-0.661	1.167
YBR044C	-1.0069999999999997	0.42399999999999993
YBR045C	-0.294	0.010999999999999899
YBR046C	-0.32299999999999995	0.09700000000000003
YBR047W	-0.16399999999999992	-0.17099999999999999
YBR048W	-0.4299999999999997	0.5510000000000002
YBR050C	-0.14900000000000002	-0.016000000000000125
YBR051W	0.7530000000000001	-0.14300000000000002
YBR052C	-0.10399999999999998	-0.22800000000000004
YBR053C	-1.1249999999999998	-0.726
YBR054W	0.267	-0.05699999999999999
YBR056W	0.01599999999999996	0.07299999999999995
YBR057C	-0.07300000000000006	-0.24300000000000005
YBR059C	0.16899999999999998	-1.0039999999999996
YBR062C	-0.135	0.25600000000000006
YBR063C	0.506	0.03999999999999998
YBR064W	-1.774	-0.7590000000000003
YBR065C	-0.43399999999999994	-0.488
YBR066C	-0.9799999999999999	-0.201
YBR067C	0.0810000000000004	0.2839999999999998
YBR068C	0.17500000000000027	-0.26099999999999995
YBR071W	0.381	0.849
YBR072W	0.1120000000000001	-0.6179999999999999
YBR073W	0.515	-1.256
YBR074W	0.24700000000000033	-0.18549999999999997
YBR076W	0.772	-0.188
YBR077C	0.21500000000000008	-0.7949999999999999
YBR078W	3.24	-2.092
YBR083W	-1.271	-0.08300000000000018
YBR084C-A	-0.08899999999999997	1.322
YBR084W	-0.7959999999999999	0.483
YBR089C-A	0.827	0.6040000000000001
YBR090C	-0.12099999999999955	-0.19600000000000006
YBR092C	-0.3380000000000001	0.18799999999999997
YBR093C	-0.773	-0.184
YBR094W	-0.129	0.30800000000000005
YBR098W	2.3525	-2.8395
YBR099C	4.346	-4.425000000000001
YBR101C	0.322	-0.30600000000000005
YBR103W	0.18000000000000016	-0.36
YBR104W	-0.5740000000000001	0.277
YBR105C	0.385	-0.45199999999999996
YBR106W	8.07	1.7039999999999997
YBR107C	0.136	-0.524
YBR108W	-0.3190000000000002	-0.5430000000000004
YBR113W	0.012000000000000038	-0.15400000000000003
YBR114W	-0.151	-0.16399999999999992
YBR116C	-0.34900000000000003	0.45499999999999985
YBR119W	0.2410000000000001	0.563
YBR120C	-0.20100000000000007	-0.512
YBR125C	-0.30500000000000005	-0.417
YBR126C	5.452999999999999	-1.8810000000000002
YBR128C	-1.384	-0.266
YBR129C	-1.916	1.276
YBR130C	-0.5949999999999999	0.30900000000000005
YBR131W	0.43999999999999995	-0.9750000000000001
YBR133C	-0.0030000000000001137	-0.729
YBR134W	-1.3470000000000004	-2.5609999999999995
YBR137W	0.18900000000000006	0.8720000000000008
YBR138C	0.5490000000000002	0.014000000000000012
YBR139W	-0.05699999999999994	0.426
YBR141C	-0.057999999999999996	-0.6739999999999999
YBR144C	-0.34299999999999997	-0.175
YBR145W	0.317	-0.28
YBR146W	-0.11599999999999999	0.41800000000000004
YBR147W	-0.5670000000000001	0.19100000000000006
YBR148W	2.474	-0.095
YBR149W	-0.164	-0.21399999999999997
YBR150C	-0.712	0.474
YBR151W	-0.909	0.33499999999999996
YBR156C	-0.4590000000000001	-0.123
YBR157C	-0.121	-0.338
YBR158W	-0.03499999999999992	-0.43399999999999994
YBR159W	0.131	-0.375
YBR161W	-0.068	0.20899999999999996
YBR162C	2.484000000000001	-0.17100000000000004
YBR162W-A	-0.8340000000000001	0.629
YBR163W	-5.9300000000000015	4.184999999999999
YBR164C	-0.40700000000000014	-0.5589999999999999
YBR168W	0.09000000000000008	-0.7979999999999999
YBR169C	0.06600000000000006	0.21700000000000008
YBR170C	-0.6060000000000001	0.16599999999999993
YBR172C	0.349	-0.285
YBR173C	1.8739999999999997	-0.952
YBR174C	-1.1870000000000003	1.3139999999999996
YBR175W	0.43800000000000017	0.06699999999999995
YBR176W	0.6409999999999999	-0.07599999999999998
YBR177C	-0.522	-1.28
YBR178W	-0.604	0.083
YBR180W	-0.006000000000000005	0.22099999999999997
YBR181C	1.996	-0.3959999999999999
YBR182C	0.017000000000000126	-0.492
YBR183W	0.268	-0.15599999999999992
YBR184W	0.631	-0.532
YBR185C	-1.1909999999999998	0.29500000000000004
YBR186W	-0.632	0.19899999999999995
YBR187W	-0.18800000000000006	-0.11199999999999999
YBR188C	-0.395	0.015000000000000013
YBR189W	-0.26199999999999996	-0.11699999999999999
YBR191W	2.6719999999999997	-1.7400000000000002
YBR195C	0.5720000000000002	-1.103
YBR197C	0.8840000000000001	0.6269999999999998
YBR199W	0.20200000000000018	-0.4690000000000001
YBR201W	-0.949	0.7059999999999997
YBR203W	-0.1080000000000001	-0.08299999999999996
YBR204C	0.5509999999999999	0.08099999999999996
YBR205W	-0.418	-0.299
YBR206W	-0.8629999999999998	0.47500000000000003
YBR207W	0.050999999999999934	-0.18599999999999994
YBR208C	-0.28600000000000003	0.031000000000000028
YBR210W	-0.469	0.49599999999999955
YBR212W	-0.248	-0.6450000000000002
YBR213W	-0.914	0.040999999999999925
YBR214W	0.09099999999999997	-0.7149999999999999
YBR215W	-1.056	-0.486
YBR216C	-0.202	0.243
YBR217W	-0.365	0.163
YBR219C	-0.7020000000000002	0.187
YBR220C	-0.21499999999999997	0.07499999999999973
YBR221C	1.086	0.23999999999999977
YBR222C	-0.04399999999999982	0.6729999999999999
YBR223C	-1.8980000000000001	0.984
YBR224W	-0.859	-0.314
YBR225W	0.4360000000000001	-0.2779999999999996
YBR226C	0.784	-0.20199999999999996
YBR227C	-0.7849999999999999	-0.272
YBR228W	0.3059999999999998	0.21700000000000008
YBR230C	-0.763	0.08299999999999996
YBR232C	-0.718	0.5760000000000001
YBR233W	0.196	0.24
YBR238C	0.16899999999999998	-0.5130000000000001
YBR239C	-0.061999999999999944	0.146
YBR240C	0.658	-0.2549999999999999
YBR241C	-0.604	-0.152
YBR242W	0.40199999999999997	-0.1260000000000001
YBR244W	0.744	-0.6629999999999996
YBR245C	0.267	-0.2559999999999998
YBR246W	-1.6540000000000001	0.01200000000000001
YBR249C	-1.0769999999999997	-0.129
YBR250W	-0.44399999999999995	0.17300000000000004
YBR251W	-4.731999999999999	2.4650000000000016
YBR255W	0.2560000000000002	0.7300000000000004
YBR258C	-0.44	0.14100000000000013
YBR259W	0.3929999999999998	-1.0440000000000003
YBR260C	1.005	0.13400000000000012
YBR261C	0.21700000000000003	-0.5130000000000001
YBR262C	0.10999999999999999	-0.20900000000000002
YBR263W	-0.5780000000000002	0.007000000000000006
YBR264C	-0.8009999999999999	0.08200000000000007
YBR267W	11.906999999999998	1.1910000000000025
YBR268W	-3.1069999999999993	4.271
YBR269C	-0.545	0.178
YBR270C	0.019000000000000017	-0.028999999999999998
YBR271W	-1.4240000000000002	-0.123
YBR272C	-0.285	0.784
YBR273C	0.796	0.08200000000000002
YBR274W	1.5260000000000002	-0.348
YBR275C	-0.347	-0.2280000000000001
YBR276C	0.193	-0.331
YBR277C	-0.486	0.294
YBR278W	0.5780000000000001	-0.2759999999999998
YBR280C	0.06600000000000006	-0.6450000000000002
YBR281C	-0.08199999999999999	0.384
YBR283C	2.4130000000000003	0.9509999999999998
YBR284W	-0.12400000000000055	0.2320000000000002
YBR285W	-0.63	-0.11600000000000002
YBR287W	-0.961	0.019000000000000017
YBR288C	-0.7969999999999997	-0.247
YBR290W	-0.42300000000000026	-0.6979999999999997
YBR291C	0.76	0.43200000000000016
YBR292C	-0.6920000000000001	0.18200000000000005
YBR294W	0.533	0.181
YBR295W	0.379	0.7300000000000001
YBR297W	0.15599999999999992	-0.38500000000000023
YBR298C	0.008000000000000063	0.604
YBR300C	0.26	0.8160000000000001
YBR301W	-0.4129999999999999	0.718
YCL001W	-0.656	-0.492
YCL001W-A	0.07200000000000006	-0.6899999999999998
YCL002C	0.09799999999999998	0.42099999999999993
YCL005W	0.31500000000000006	-0.5739999999999998
YCL007C	11.784999999999998	0.9239999999999995
YCL008C	1.1980000000000004	-0.5709999999999998
YCL009C	0.8849999999999998	-0.8979999999999999
YCL010C	0.6409999999999996	-0.665
YCL011C	0.44400000000000006	-0.023999999999999966
YCL014W	-0.516	-0.154
YCL016C	2.7029999999999994	-1.9050000000000002
YCL022C	-0.431	0.4540000000000002
YCL023C	0.32200000000000006	0.12399999999999997
YCL024W	0.6779999999999999	0.016000000000000014
YCL025C	-0.4169999999999999	0.4770000000000001
YCL026C-A	-0.12199999999999998	0.101
YCL027W	0.15700000000000003	-0.05699999999999994
YCL028W	-0.989	0.24
YCL029C	-4.196	2.7879999999999985
YCL030C	0.7210000000000001	0.081
YCL032W	0.114	-0.24699999999999997
YCL033C	0.8949999999999999	-0.234
YCL034W	0.3969999999999999	0.19699999999999998
YCL035C	-0.45999999999999996	0.42600000000000016
YCL036W	-0.652	0.3039999999999998
YCL037C	1.5910000000000002	-1.5810000000000002
YCL038C	-0.6529999999999999	0.2869999999999999
YCL039W	0.95	0.012999999999999998
YCL040W	-0.041000000000000036	0.41100000000000003
YCL042W	-0.7789999999999999	0.383
YCL044C	0.32399999999999995	0.278
YCL045C	0.09099999999999997	-0.06500000000000006
YCL046W	0.32999999999999996	0.125
YCL047C	-0.696	0.14900000000000002
YCL048W	0.10499999999999998	-0.32200000000000006
YCL049C	-0.05800000000000005	-0.2779999999999999
YCL050C	-0.587	0.08899999999999997
YCL051W	-0.871	-0.48700000000000004
YCL055W	-0.09699999999999998	0.3769999999999998
YCL056C	-0.3440000000000002	-0.6929999999999996
YCL057W	0.246	-0.20500000000000007
YCL058C	3.7720000000000002	-0.14100000000000001
YCL061C	-0.832	-1.1955
YCL063W	1.1030000000000002	0.42100000000000004
YCL064C	-0.31299999999999994	0.26299999999999996
YCL069W	0.006000000000000002	-0.392
YCL076W	0.025000000000000022	-0.29000000000000004
YCR001W	0.26299999999999996	-0.019000000000000003
YCR002C	-3.0970000000000004	1.1369999999999996
YCR003W	-4.464	1.5630000000000006
YCR004C	-0.135	-0.1860000000000004
YCR005C	-1.13	0.445
YCR006C	-0.6549999999999999	0.41600000000000004
YCR007C	-1.0870000000000002	-0.027000000000000024
YCR008W	-0.628	-0.33100000000000007
YCR009C	2.889000000000001	-2.5230000000000015
YCR010C	-0.2909999999999995	-0.8520000000000001
YCR011C	0.47100000000000003	-0.135
YCR014C	-1.002	-0.6880000000000002
YCR015C	-0.675	-0.06
YCR016W	0.3340000000000001	-0.12899999999999956
YCR017C	-0.7490000000000001	0.24100000000000055
YCR019W	0.0519999999999996	-1.0240000000000005
YCR020C	0.3679999999999999	-0.551
YCR020C-A	1.682	-0.557
YCR020W-B	-0.2110000000000003	-0.8239999999999998
YCR021C	0.1279999999999999	0.43300000000000005
YCR022C	-0.5319999999999999	0.13800000000000034
YCR023C	0.07999999999999985	-0.496
YCR024C	-2.0890000000000004	1.6390000000000002
YCR024C-A	0.187	0.675
YCR025C	0.7470000000000001	-0.29200000000000026
YCR026C	0.45299999999999985	-0.02700000000000001
YCR027C	0.0020000000000000018	-0.513
YCR028C	5.501000000000001	2.6370000000000005
YCR028C-A	-5.504999999999999	2.1679999999999993
YCR030C	0.26	-0.32199999999999995
YCR031C	1.8439999999999994	-0.02799999999999958
YCR032W	0.30699999999999994	0.05900000000000005
YCR033W	-0.542	0.0010000000000000564
YCR034W	-0.7230000000000008	0.8290000000000002
YCR036W	0.040000000000000036	0.31899999999999995
YCR037C	0.45500000000000007	0.512
YCR043C	1.3410000000000002	0.21199999999999974
YCR045C	0.18300000000000005	0.357
YCR046C	-4.601999999999999	-0.057000000000000384
YCR047C	-4.254	2.503000000000001
YCR048W	0.3520000000000003	-0.7160000000000002
YCR049C	0.442	1.1969999999999998
YCR050C	0.19899999999999984	0.7750000000000001
YCR051W	0.1280000000000001	-0.21899999999999986
YCR059C	-1.2930000000000001	1.035
YCR060W	0.27	0.2420000000000001
YCR061W	0.513	0.33499999999999996
YCR065W	1.6219999999999999	-0.13199999999999998
YCR066W	13.257	-12.709
YCR067C	-0.6600000000000001	0.5270000000000001
YCR068W	-1.406	0.9989999999999997
YCR069W	0.41100000000000003	0.07599999999999996
YCR071C	-3.4700000000000006	2.3869999999999996
YCR073C	-0.385	-0.19199999999999995
YCR073W-A	-0.557	0.04700000000000004
YCR075C	0.353	-0.05200000000000002
YCR076C	-0.030999999999999917	-0.14399999999999968
YCR077C	1.2220000000000013	-0.6040000000000001
YCR081W	0.7429999999999994	-1.572
YCR082W	-0.5940000000000001	-0.605
YCR083W	-0.15	0.302
YCR085W	0.11799999999999998	0.0020000000000000573
YCR087C-A	-0.2989999999999998	0.44800000000000006
YCR087W	0.41100000000000003	0.6040000000000001
YCR088W	0.10399999999999998	-0.11399999999999999
YCR089W	-0.6709999999999999	0.18299999999999994
YCR092C	-0.32399999999999995	0.16199999999999998
YCR094W	6.953999999999999	3.875
YCR095C	-0.6469999999999999	1.7420000000000002
YCR098C	0.6439999999999999	0.3859999999999999
YCR099C	-0.20499999999999996	-0.022
YCR100C	0.0010000000000000009	0.226
YCR101C	-0.6080000000000001	0.45199999999999985
YCR102C	0.14200000000000002	0.03699999999999992
YCR102W-A	0.29200000000000004	0.0040000000000000036
YCR106W	0.22399999999999998	0.339
YCR107W	-0.2819999999999999	0.097
YDL001W	0.43000000000000016	-0.15400000000000014
YDL002C	0.5430000000000001	-0.20100000000000007
YDL006W	3.5760000000000005	-1.38
YDL009C	0.235	-0.09799999999999998
YDL010W	0.11199999999999993	-0.284
YDL011C	0.07800000000000007	-1.0040000000000004
YDL012C	0.45599999999999996	-0.06899999999999999
YDL013W	9.658000000000001	-5.43
YDL018C	0.062	-0.33999999999999986
YDL020C	1.1640000000000001	-1.5859999999999999
YDL021W	-0.6440000000000001	-0.6099999999999999
YDL022W	0.885	0.45200000000000007
YDL023C	1.397	-0.17500000000000004
YDL024C	-0.116	-0.16200000000000014
YDL025C	0.12299999999999978	-0.15000000000000036
YDL026W	-0.40000000000000013	-0.07200000000000006
YDL027C	0.14200000000000035	-0.04700000000000015
YDL032W	-5.582000000000001	2.2600000000000002
YDL033C	-3.6359999999999992	1.6560000000000006
YDL035C	0.4250000000000007	-2.661
YDL040C	1.5809999999999997	-0.5100000000000016
YDL041W	4.9190000000000005	-1.6179999999999986
YDL044C	-3.5920000000000005	1.4879999999999995
YDL045W-A	-4.857	1.9569999999999999
YDL046W	-0.1379999999999999	0.30200000000000005
YDL048C	-0.42299999999999993	0.09399999999999997
YDL049C	-0.233	-0.03999999999999998
YDL050C	-0.20800000000000002	0.03600000000000003
YDL054C	0.463	-0.02100000000000002
YDL056W	-6.544000000000002	4.606000000000002
YDL057W	-0.377	-0.25200000000000006
YDL059C	-0.21500000000000008	-1.4480000000000004
YDL062W	1.5559999999999992	0.07599999999999962
YDL063C	2.387	-0.498
YDL065C	0.648	-0.6739999999999999
YDL066W	-0.6389999999999998	-0.10399999999999998
YDL068W	0.6090000000000004	1.149
YDL069C	-4.85	3.167
YDL070W	-0.17600000000000005	-0.6599999999999999
YDL071C	0.32999999999999996	-0.3729999999999999
YDL072C	-0.419	-0.35799999999999993
YDL073W	-1.2469999999999999	-0.31099999999999994
YDL076C	-1.741	0.114
YDL077C	0.5029999999999997	-0.3859999999999997
YDL078C	-0.29000000000000004	0.31999999999999995
YDL079C	0.37499999999999994	-0.05300000000000038
YDL080C	-0.44599999999999973	-1.1440000000000001
YDL081C	3.051	-0.5799999999999992
YDL082W	-0.10600000000000076	-1.0550000000000006
YDL083C	3.0630000000000006	-0.6469999999999994
YDL085W	-0.6040000000000001	-0.4930000000000003
YDL086W	0.198	-0.373
YDL088C	0.15100000000000002	0.34899999999999975
YDL089W	0.764	-0.34199999999999997
YDL090C		
YDL091C	-0.07799999999999996	0.04300000000000015
YDL093W	0.6869999999999999	0.27800000000000025
YDL094C	0.09199999999999997	0.07700000000000007
YDL095W	0.31300000000000006	-1.101
YDL096C	-0.33599999999999997	-0.32199999999999995
YDL100C	0.475	0.7159999999999997
YDL101C	1.4779999999999998	-1.747
YDL107W	-1.9120000000000008	2.0359999999999996
YDL109C	-0.883	0.02300000000000002
YDL110C	-0.696	0.579
YDL112W	0.473	-0.08500000000000002
YDL113C	-0.5019999999999999	0.33699999999999997
YDL114W	-0.19399999999999998	-0.05400000000000005
YDL115C	2.4910000000000005	-1.425
YDL116W	0.16599999999999948	-2.320999999999999
YDL117W	0.34399999999999764	-1.4519999999999982
YDL118W	-0.33299999999999996	0.7470000000000001
YDL119C	-1.676	0.10300000000000004
YDL122W	-0.4129999999999998	-0.5930000000000002
YDL123W	-0.21300000000000008	-0.05499999999999994
YDL124W	-0.388	0.016
YDL125C	-1.862	0.9959999999999999
YDL127W	-0.923	0.16499999999999998
YDL128W	-0.425	0.569
YDL129W	-0.07799999999999996	-0.16599999999999998
YDL130W	-0.08199999999999985	-0.042999999999999705
YDL131W	0.766	-0.15599999999999992
YDL133C-A	0.23199999999999976	-0.04300000000000015
YDL133W	-0.9920000000000004	0.35499999999999987
YDL135C	-0.264	0.34699999999999975
YDL136W	1.097	0.08699999999999974
YDL137W	-0.5810000000000002	0.29899999999999993
YDL138W	-0.061	0.11699999999999999
YDL142C	1.8949999999999996	-0.5830000000000001
YDL144C	-0.7629999999999999	0.18200000000000005
YDL146W	-0.15300000000000002	1.185
YDL151C	3.256000000000002	-0.6159999999999997
YDL155W	0.23199999999999976	-0.5880000000000001
YDL156W	-0.209	-0.04099999999999995
YDL157C	0.18399999999999972	0.39899999999999997
YDL160C	2.761	-4.875
YDL161W	0.053000000000000005	-0.06
YDL162C	0.22799999999999987	-0.9040000000000001
YDL167C	0.45200000000000007	-0.038000000000000034
YDL168W	-0.483	-0.05399999999999999
YDL169C	-1.084	-0.248
YDL170W	-0.3570000000000002	-1.0310000000000006
YDL171C	0.6859999999999999	0.10100000000000003
YDL172C	-0.355	-0.07200000000000006
YDL173W	-1.1119999999999999	-0.09799999999999964
YDL174C	0.265	0.03200000000000003
YDL175C	0.16800000000000015	-0.1629999999999998
YDL176W	-0.6250000000000004	-0.19500000000000006
YDL177C	0.20499999999999996	-0.7199999999999998
YDL178W	-0.623	-0.08499999999999996
YDL179W	-1.5710000000000002	-0.3390000000000002
YDL180W	0.08600000000000008	0.5499999999999999
YDL182W	0.5880000000000001	-0.559
YDL183C	0.015	0.08699999999999986
YDL184C	1.2489999999999999	-0.5900000000000003
YDL186W	1.128	-0.8170000000000004
YDL187C	-0.6379999999999999	0.484
YDL188C	-0.6030000000000002	0.28200000000000003
YDL189W	-0.6940000000000001	0.7950000000000004
YDL190C	0.605	-0.3560000000000001
YDL191W	7.489000000000002	-3.6560000000000006
YDL192W	0.11299999999999999	-0.07599999999999996
YDL194W	0.6319999999999999	-0.2740000000000009
YDL197C	0.31700000000000006	-0.119
YDL198C		
YDL199C	0.33299999999999996	0.05199999999999999
YDL200C	0.859	0.139
YDL201W	0.9969999999999999	-0.18699999999999983
YDL202W	4.376	4.332000000000001
YDL203C	0.2789999999999997	0.34099999999999986
YDL204W	-0.583	0.555
YDL206W	0.13899999999999998	-0.047000000000000014
YDL210W	-0.307	0.043999999999999984
YDL211C	0.2809999999999999	-0.04899999999999993
YDL213C	-0.0950000000000002	-0.20399999999999974
YDL214C	-1.514	0.633
YDL215C	0.892	0.32200000000000006
YDL216C	0.5639999999999996	-0.8869999999999996
YDL218W	-0.13000000000000012	-0.030999999999999917
YDL219W	-0.9580000000000001	0.637
YDL222C	-0.11399999999999999	0.129
YDL223C	-0.431	0.09500000000000003
YDL224C	0.6489999999999999	-0.366
YDL225W	1.4559999999999997	-1.1360000000000001
YDL226C	0.9430000000000002	-0.503
YDL227C		
YDL229W	0.024999999999999994	-0.2190000000000003
YDL230W	-0.629	-0.03700000000000003
YDL231C	-1.238	0.22300000000000003
YDL232W	-0.4970000000000001	0.28400000000000003
YDL233W	-0.34299999999999997	0.15500000000000025
YDL234C	0.42300000000000004	0.37500000000000044
YDL236W	-0.010999999999999996	0.0040000000000000036
YDL238C	-0.522	-0.1180000000000001
YDL240W	-0.489	0.43000000000000016
YDL241W	-0.032	-0.099
YDL242W	-0.833	0.5109999999999999
YDL243C	-1.148	0.9029999999999998
YDR003W	-0.019000000000000128	-0.7539999999999998
YDR004W	1.6099999999999994	-5.665999999999999
YDR005C	-0.8710000000000001	-0.5180000000000002
