orf	hom | growth (pooled culture, microarray) | standard | YPD | Berry DB~Gasch AP, 2011	hom | growth (pooled culture, microarray) | hydrogen peroxide [0.4 mM] | YPD | Berry DB~Gasch AP, 2011	hom | growth (pooled culture, microarray) | dithiothreitol [2.5 mM] | YPD | Berry DB~Gasch AP, 2011	hom | growth (pooled culture, microarray) | sodium chloride [0.7 M] | YPD | Berry DB~Gasch AP, 2011	hom | growth (pooled culture, microarray) | temperature [40 C] | YPD | Berry DB~Gasch AP, 2011	hom | growth (pooled culture, microarray) | dithiothreitol [2.5 mM], hydrogen peroxide [1-1.2 mM] | YPD | Berry DB~Gasch AP, 2011	hom | growth (pooled culture, microarray) | hydrogen peroxide [1-1.2 mM], sodium chloride [0.7 M] | YPD | Berry DB~Gasch AP, 2011	hom | growth (pooled culture, microarray) | hydrogen peroxide [1-1.2 mM], temperature [40 C] | YPD | Berry DB~Gasch AP, 2011	hom | growth (pooled culture, barseq) | standard | YPD | Berry DB~Gasch AP, 2011	hom | growth (pooled culture, barseq) | hydrogen peroxide [0.4 mM] | YPD | Berry DB~Gasch AP, 2011	hom | growth (pooled culture, barseq) | dithiothreitol [2.5 mM] | YPD | Berry DB~Gasch AP, 2011	hom | growth (pooled culture, barseq) | sodium chloride [0.7 M] | YPD | Berry DB~Gasch AP, 2011	hom | growth (pooled culture, barseq) | temperature [40 C] | YPD | Berry DB~Gasch AP, 2011	hom | growth (pooled culture, barseq) | tunicamycin [20 uM] | YPD | Berry DB~Gasch AP, 2011	hom | growth (pooled culture, barseq) | dithiothreitol [2.5 mM], hydrogen peroxide [1-1.2 mM] | YPD | Berry DB~Gasch AP, 2011	hom | growth (pooled culture, barseq) | hydrogen peroxide [1-1.2 mM], sodium chloride [0.7 M] | YPD | Berry DB~Gasch AP, 2011	hom | growth (pooled culture, barseq) | hydrogen peroxide [1-1.2 mM], temperature [40 C] | YPD | Berry DB~Gasch AP, 2011	hom | growth (pooled culture, barseq) | hydrogen peroxide [1-1.2 mM], tunicamycin [20 uM] | YPD | Berry DB~Gasch AP, 2011
YHL036W	0.08470379672625573	0.0819439705394235	0.067	0.03521023099898166	-0.3013333333333333	-0.01125	-0.0436465169254676	0.39425000000000004	0.7954921232437432	0.28487234383967985	0.0037567261153696324	0.11055180038676662	0.0863439373176495	0.08577100830875783	0.4416651423876461	0.1882258010514621	-0.06513587025109795	0.04455498080251803
YHL035C	-0.02007256148970275	0.06271551826306007	-0.0525	0.019849428580244632	0.13666666666666633	-0.04625	-0.0156383476489827	-0.011000000000000027	0.6181384122885194	0.05130409566373094	0.13727548330914194	-0.10393481291278558	-0.01778257222650209	0.0998857645757195	0.07644165646514467	0.15113414550022838	0.0009571365434805079	0.15682777731940162
YHL034C	0.09500234686599766	0.24053588115330934	-0.0095	-0.0625353378365525	-0.12999999999999995	0.1295	0.39614868747110654	0.847999999999999	0.6955894423671565	0.662234999286411	0.1322280360946895	-0.11083724127801416	-0.1665603761117617	-2.2088439012314005	0.6858786756276436	0.5572314488157982	1.6510384008674817	1.1757897196589697
YHL033C	-0.7525590592809372	-0.5844464082720248	-0.058	0.11265263621605248	-0.00899999999999999	-0.2015	-0.36621236453496553	0.0605	-1.12311812436966	-1.496532996029322	-0.11117287562536825	0.2084212192728566	-0.04499166139762453	0.49433995859083185	-0.19978929025065184	-0.354900720282995	-0.40980793945661653	-1.2756899758157805
YHL032C	0.06508493090174289	0.06261187732626394	-0.14150000000000001	0.18450474677212933	0.07566666666666633	-0.046	-0.08043319260604495	0.0615	0.31533017697621035	0.2020240764047586	-0.07218190363614457	0.32471107259107856	0.16803424711412773	0.15520648490639044	0.2711268509868396	0.1857787989323348	0.1742853583438747	0.19083839538501796
YHL031C	-0.3745	0.1995	-0.087			-0.29975			-0.12780930844002208	0.14603504807982337	-0.22919895012196703	-0.06027215762551617	-1.5031316135937984	-4.624422199938009	-0.18103019721511798	0.05750273418055726	-0.2850490047432529	-1.5179672160494526
YHL030W	-0.0031790066308430287	0.21779135145192452	-0.0865	-0.0010115209892424017	0.053000000000000005	0.24525	0.1451124718602945	0.00999999999999995	0.23511054236156662	0.46199073200693014	0.042421527104667255	0.07901907316672176	-0.14081338460250994	0.13875806200930288	0.1647360784752622	0.23007496931388963	0.5101486629561062	0.2175291372114449
YHL029C	-0.17498401611325173	0.046345874396163125	-0.3375	0.152291900991159	-0.2419999999999997	0.528	0.3149957358763905	0.16175	-0.45063681736962247	0.4042469599275399	-0.729076618820659	0.5760946522404986	0.11387448447161229	-1.6289267471492934	1.1527770327998434	0.45409071806858337	0.32846474857061625	0.715547457718098
YHL028W	0.044164410381921745	0.01616581413143411	-0.14150000000000001	-0.09593370117658284	0.008666666666666697	0.152	0.05925110834984423	0.022250000000000048	0.45927164031980927	0.1380595890294496	0.2634224556742528	0.04306755313106779	-0.4593446282411234	-0.6445567155643203	0.8326780606619073	0.13745601913727395	-0.40174954793386697	0.5934976579212013
YHL027W	-0.28212668394387985	-0.03459137386626137	-0.637	0.30635137171671933	-0.021	0.26249999999999996	-1.0487045903514187	-0.10149999999999998	-2.3077202721368004	0.34174213774331974	-0.8398218637209866	0.41549582444121974	0.47675932560575784	1.6135334190856552	-0.15208470428657284	-1.6435865773643341	-0.5327503279950611	0.5029036256345332
YHL026C	0.012915160961754543	-0.05443958865420713	-0.052500000000000005	-0.0268921194501977	-0.147	-0.13999999999999999	0.13514668511687813	-0.15975	0.7567491792015651	-0.032303141753577534	0.9015442934920455	0.05900617171321931	-1.2605705464976966	-1.6950259763648146	1.4137313259463862	0.06554019368345479	0.33476765117449736	0.5146383961917697
YHL023C	-0.012075655663613877	-0.3116367435904568	-0.1465	-0.00933090889653493	-0.3509999999999997	-0.6245	-0.4421394797346335	-0.6435	-0.49512312873502873	-0.5012075805930023	-0.7440759162520194	0.13892430043770546	-0.9726879245958782	-3.0206345374155967	-0.060274598329649445	-0.33465939894886765	-0.23842714030435264	
YHL022C	0.15036289198872263	-0.1490952905176089	-0.23149999999999998	-0.06007446543631434	-0.27166666666666667	-0.198	0.014527857829788996	-0.021999999999999974	0.46875603269369537	-0.11232682773754851	-0.22414224377862815	-0.027295542982365764	-0.40915524960098043	-0.681543600287361	0.4533938768587854	0.06514163969884701	0.018588897415871015	-0.15332821539827404
YHL021C	-0.043224201313168245	-0.0029766626921015685	-0.1185	0.07665108652638661	-0.07533333333333327	0.1255	0.027891465419069658	-0.010999999999999996	0.44752678614153407	0.0033796168817253266	0.004246568649494492	-0.1546421263819923	0.070729224002501	-0.1020628509943203	0.10181275011336069	0.12156570670482948	0.2763463313966216	0.12793024789986995
YHL020C	-0.52478	0.7813333333333334	-0.372	0.7866	-0.198		0.03453333333333333	1.435	-3.716814615575159	1.8198503822386976	-0.13754360666135493	0.7233389882624915	1.027689072150889	4.821102047020057	0.9064068051552054	-0.30915763584241784	1.485675041302669	-2.0022574214647144
YHL019C	0.11417518773721279	0.06082963002478012	0.111	0.13779823013833534	0.0773333333333333	-0.12775	0.028171817788427426	-0.03925000000000002	0.5268412571587084	0.13025454393936262		0.18311279371654113			0.03273125718373463	0.007053246002497386		
YHL017W	-0.01318734679942675	0.09329689284161821	-0.039999999999999994	-0.08608633458867283	0.06533333333333334	-0.06625	0.06614648814990072	0.0015000000000000221	0.5577436116225526	0.23972840433102394	-0.06270104034148934	-0.13471147211841988	0.1650035479603951	0.13948498414670268	0.17486772485819801	0.1313408066580683	0.1740176193354872	-0.054921800216983466
YHL016C	-0.012761456581008999	0.041084050979271744	-0.0255	-0.030249561347579664	0.106	0.07900000000000001	0.0760273731520901	-0.10349999999999998	0.3262452488859313	0.18450961675535427	0.22697754215017796	0.1263744411399455	-0.581941932381017	-1.0581093982442833	0.5155116094615848	0.22630362440882712	-0.25659180720638	0.36758118924483535
YHL014C	0.10664008302270563	-0.04117839950994234	0.009000000000000001	-0.10909789635118942	-0.08466666666666667	-0.03699999999999999	0.15086848242496456	0.30825	1.4423463287482985	0.172978349426746	-0.11484221143787629	0.039382201713847514	0.010446535091433229	-0.8520649770512896	0.28240862433977204	0.2586467889349763	0.3994569026980055	0.253344068222067
YHL013C	-0.018122979260167538	-0.18692895484471472	-0.196	-0.07116065147339067	0.23099999999999973	-0.18774999999999997	-0.03809828494961251	-0.672	-0.19529999358369646	-0.11604525768051982	-0.5206124673336585	0.4012917229583089	-0.26654544045422285	-0.16523407618323138	0.12235428317121447	-0.3680794244824752	-0.32195732233661967	0.3108964479503971
YHL012W	-0.05066277080441649	-0.22549074012028714	-0.055999999999999994	-0.08323677430479114	-0.07033333333333297	-0.16225	0.014337387034407068	-0.34825	0.7690537630787078	-0.08335871003349285	-0.19059197919193666	-0.2229732098951387	0.09233176377598303	0.003559985183624062	0.4449969092347234	0.08937386274884758	-0.018641406593205675	0.5698753091685501
YHL010C	0.034641168694133015	-0.09906015957318073	-0.14450000000000002	0.08567012981311355	-0.04	-0.0905	-0.028906317599376525	0.011999999999999997	0.17006430648652676	0.25190237404660976	0.06278018863526678	-0.21386105253158313	0.021704464920501154	-0.38561645191274174	0.28306720143414876	0.28033253097688426	0.20603173870665664	0.41199922747394013
YHL009C	-0.08351437987279486	-1.0048760930048335	-0.08249999999999999	-0.24866139009821064	-0.012999999999999998	-0.51325	0.012597984393619175	-0.48624999999999974	0.9334553275048187	-2.189761434311754	0.07865695244717692	-0.4956129772628946	-0.1839078983663842	-2.5627740411523376	-0.8525337931180741	-0.22269449413485382	-0.4827809234384428	-0.09900403283975967
YHL008C	-0.2123911164486502	-0.017949965184051852	0.12749999999999997	-0.06877667925820474	-0.29	-0.09325	0.107201238052549	-0.08825000000000027	0.44222201679583917	0.005694576655513595	-0.10645683805691712	-0.2663308743083968	-0.020031112051223085	-0.12646412531111637	0.3240700034378851	0.0827080049626481	-0.07139598518574211	0.07020878523953933
YHL007C	-0.215045260974167	0.4022982919513593	-0.41150000000000003	-0.197987910641759	0.026999999999999996	0.11474999999999998	-0.020361611738081653	-0.39	-0.2678386101467036	0.41110100615441986	-1.003853668606476	-0.8328366572434206	0.25984715986436885	-1.750350346734245	-0.14523709905080556	-0.22676221898471838	-0.07867646155794145	-2.3708926701906265
YHL006C	0.07022664971428097	-0.08507254618865703	-0.101	-0.003859443487410267	0.11233333333333367	-0.15725	-0.049102977068538944	-0.37124999999999975	0.6239776414680226	0.06712044789472986	-0.30939913272805114	0.11641379573932603	0.006016137041887849	-0.5055535521604705	0.4792469227641816	-0.05005350138647645	-0.5095098497108951	0.7221218304491996
YHL005C	-0.24947968334310403	0.4418869739650297		0.5057458875369135	0.048		0.13041537264623915	0.4939999999999995	-1.6564515629131333	0.47584619485667273	-0.5112942724205041	0.916017922330461	0.08324155210914376	1.9858740958174126	1.1586866890553702	0.14665272499065007	0.7116894649969392	-0.8614332928625892
YHL003C	-0.04483862623943494	0.031963298878974006	-0.2705	-0.03676511854204003	0.04566666666666663	0.059	0.06219790040403067	0.04499999999999997	0.417556449689247	0.48344582966266125	0.2244755956787417	0.09563196538303079	0.3810810080523009	-0.25613360979726907	0.1902695454185995	-0.11079106645144067	-0.021720349349727906	0.28095209591852616
YHR001W-A	0.03819061390842877	-0.3409975671122945	0.1575	-0.186874885068727	0.03	-0.4235	-0.07974411934228101	-0.540499999999999	0.4616467291749029	-0.4749006877770088		-0.061237034457413186			-0.6299585747572638	0.03739577889761817		
YHR010W	-2.1805								-2.625171613089608	1.4071611037042462	-0.896079365897681	0.19340764340825617	0.2738496594202867		0.9025457706327238			
YHR011W																		
YHR012W	-0.042063278822085486	-0.16384061562672972	-0.0555	-0.15631032514899448	-0.046	0.092	-0.09659823155578506	-0.1419999999999995		0.7046476325360176	1.8433845739114194	0.32426706979535225	0.6595727799671223		-0.11759588130021092	-1.5771232544894842	-1.3759975786679552	
YHR013C	0.28482387572200757								-3.080843257043006	0.5668934487104591	-0.9061918793836831	0.1304043870590933	0.25592775142302426	-0.7666997794672099	-0.07038626855418528	-0.2149154433911833	-0.8370556193924917	-0.5912847216515165
YHR014W	-0.016347998104794998	0.0334815128540885	-0.035500000000000004	0.09702428531310266	-0.0013333333333336698	0.023	0.16887079759776574	-0.010249999999999745	0.44162507062299117	-0.2434417564518413	0.1877558469201485	-0.08567926239595511	-0.7785138485053368	-2.0151539605462148	1.364192248633929	0.41621190831383525	0.36049458613493013	0.23470465097967816
YHR015W	0.18896560852699998	0.02015400867032233	-0.2	0.07075188705634751	0.053	0.27425	0.087610480028474	0.07449999999999946	0.24338234958854016	0.10859555937005684	-0.09557439570103898	0.15693987822370425	0.09805728571391732	0.24742198671019924	0.2618990592523352	0.11997200719323314	0.15492870020368382	0.22778888716276824
YHR018C	-0.02582195332297399	-0.005650243362171625	-0.22799999999999998	0.10915553475895134	-0.11566666666666668	0.16075	0.018768994162646824	0.0985	0.3021883696514801	0.28175063441311665	-0.45597826231851335	0.4394864064896812	-0.23749658384890077	-2.0085950271521735	0.1947275179803703	-0.05375467431422079	0.09447028171505682	0.3688508326532898
YHR021C	-0.677	0.696	0.15			-1.5470000000000002			-2.270481691562659	-0.5216274836929465		0.5536317579323656	-1.6330409361882319	0.19916638653390295		-1.1000290164997495	0.12975622620066676	
YHR022C	-0.23200773957652104	0.0992291323910469	0.0695	0.24215506507186269	-0.013666666666667002	-0.06075000000000001	-0.009853854867428404	0.07075000000000024	-0.2058125455789008	0.3510266765649979	-0.2743601273161846	0.28451033270203674	0.03702563344331586	0.2734505170726979	0.5528788294399587	0.04823739269753256	0.36017131987514434	0.6801685195507707
YHR028C	0.013991875156401823	0.09765258780273889	-0.15	0.01384321118417703	0.022999999999999965	0.13524999999999998	0.03070072620558325	-0.0635	0.3684066574683299	0.2039021579670547	-0.23817090345711225	0.013248578192594118	-0.08453375356427655	0.5235634739198649	0.5041297659631775	0.310206588200462	0.37398249360181657	0.29438557638295293
YHR029C	0.25248610948743483	-0.4769373701906648	0.13	-0.14584138832757215	0.016499999999999952	-0.5495	-0.06803011687470925	-0.553	0.7139754731169217	-0.8691564690835806	-0.31068810474996134	-0.2489468196739992	-0.16806368118838322	-0.06036997919269729	-0.5591923062729882	0.027384721285522363	-0.9555689344160967	-0.48420623425923826
YHR030C	2.99010545552781									-0.5780405445011091								
YHR031C	-0.13723462097479433	-0.014340520781481514	-0.2145	-0.17196214418939434	-0.010000000000000004	-0.14025	-0.10662156196358025	-0.11525	-0.5048407726684033	-0.03834360876279592	-0.19784329486347585	-0.2875953983406708	-0.25391331718223353	0.13332535422783212	-0.43240291771381306	-0.2674417111013823	0.39392926475082046	-1.034434083351705
YHR033W	-0.12829622387392314	0.07525169675207759	-0.028999999999999998	0.03486384933431233	0.05599999999999966	0.09225000000000001	0.058907989788065745	0.084	0.228052992512372	0.2408290055057654	-0.15146552462182858	0.061410772383044016	0.030494257807235674	0.057064866347988394	0.36701787216333914	-0.017761102195802583	0.0991828530924952	0.3365417964381339
YHR034C	-0.4920175930615525	0.3880333333333333	0.3195	0.34785	-0.14300000000000002	0.4575	-0.22049999999999997	0.367	-2.1429834873342286	0.3770736114380726	-0.07137621195817476	-0.32715692428826504	0.009121088651560263	0.38395125139379427	0.9550638044688002	-0.8790252224610283	1.7878672218095102	0.09001650731351024
YHR035W	-0.045025772026448016	-0.06392901630354614	-0.274	0.08483123065512947	-0.19000000000000003	-0.05050000000000001	-0.07481108249811277	0.16024999999999998	0.4649327971616659	0.18980138647754657	-0.19800874540641644	-0.03754358909589173	0.09680172812867203	0.3787877525404622	0.3263272662004648	0.1440233639320484	-0.033230517608866736	-0.07845846825125427
YHR037W	-0.1555126113131871	-0.04991723540648555	-0.5985	-0.08293390381872834	-0.21066666666666664	-0.05800000000000001	0.12678365146973186	0.2725000000000001	0.7416119763833031	0.08340866479082835	0.2032295800032562	0.0024961028888323966	0.4261659253534224	-1.0507868724489864	-0.3647321281200085	-0.11631688206591716	-0.795648515837592	0.13755566264942623
YHR038W																		
YHR039C	-0.10074108374892624	-0.09207203708598888	-0.185	0.18583888684092734	0.02733333333333333	-0.15775	0.020226634783507252	-0.11549999999999999	-1.037168913694939	0.05812788849431545	-0.4950392728696416	-0.4342300371136774	0.1747903946691871	0.3213097272636414	0.8348616640026073	-0.23159634025911824	0.05395892019219826	1.8619841965452917
YHR043C	-0.10432851960099017	-0.037167511294632166	0.0475	-0.0371867712271468	0.035	0.04174999999999999	0.1835913200949165	0.06499999999999995	0.5198104653817909	0.060705264355745595	-0.037630626994428554	0.060599948696349056	0.337276949022909	0.1716717132249806	0.2158696627259194	0.0674202480731285	-0.012362989094104212	0.26122094060786205
YHR044C	-0.05705230719055224	0.028955665568795814	-0.1325	0.010559377258880833	0.11466666666666665	-0.02875	0.04664509225546625	0.024750000000000293	0.5625361128189645	-0.00601575253678531	-0.1395451829476568	0.009536331992875206	-0.504890088449503	-0.2632858469818011	0.3546120266445781	0.07073929308315474	0.1671747575768614	0.17583618827682604
YHR046C	0.044141205125423716	-0.06502260591788094	0.061	0.04969700205272667	-0.20166666666666666	-0.079	0.028815712043941677	0.009250000000000003	0.5515598262374084	0.019034265740917485	-0.05639414618742052	0.12212098055527426	0.05848916390203894	-0.15276133164943276	0.20463607602402145	0.1459630251281252	-0.0407670301479978	0.476916800242179
YHR047C	-0.13813792872424283	0.1758103783670877	0.2815	-0.033942972036194397	-0.0415	0.16899999999999998	0.06356251477230745	0.15999999999999995	0.3102015891244893	0.34169512080948133	-0.14748708724565987	0.2041338405161719	-0.12719950090072765	0.8347108676502593	0.5510161545010394	-0.017572221767414267	0.23262214601377357	0.20548307338015503
YHR048W	-0.07336166292490749	0.019165701368152363	0.171	0.025857085480326933	-0.05133333333333367	0.023749999999999997	0.054400322911595266	0.000999999999999994	0.7148780489794991	0.14935050171772385	-0.09423984878673924	0.27947017696445864	0.4194050579597695	-0.22315799355157961	0.0014200754943436388	0.10436072421127195	-0.021474337473068483	0.3577079322659169
YHR049W	-0.11178847563002685	0.008854032262652465	-0.057999999999999996	0.1778365730259807	-0.31933333333333297	0.07349999999999998	-0.03984744422802365	0.28674999999999995	0.1596066727920868	0.45283120914012825	-0.06179260408587206	0.09556654859273304	0.1566275603210838	0.4289110292862522	0.16349343065494756	0.15358712267429467	0.13429148714336547	-0.10337859744156629
YHR049C-A	0.06599007991464226	-0.04405640537965952	0.052500000000000005	0.0314276694385267	0.09900000000000002	-0.08449999999999999	-0.1077653982290849	-0.05774999999999975	0.5931734770554387	0.03635561530745926	-0.21005416775327196	-0.1103046688502482	0.10549853587081637	0.08454404714798959	-0.0006444987055835433	-0.051781134070725876	0.29572037043938826	0.4225387147014684
YHR050W	0.1815	-0.0013166666666666698	-0.255	0.28225	-0.057499999999999496	-0.54725	-0.3753670158337153	-0.6532499999999974	0.405368806622353	0.27232493796302726		0.05485080239512932	-0.05874731336655395			-0.4228609239179921	0.0039813282242529	0.07262164970853298
YHR051W	-0.12128171948937339	-0.0030330474397384927	0.272	0.019686202446252733	-0.3566666666666663	-0.593	0.2852977007201083	-0.0024999999999997524	-0.2719289586491151	0.28457134516363547	0.2049482154250522	0.3230095147559759	-0.021252560391958497	0.6971866057065069	-0.4211591979030699	0.13351119476271692	0.20314171411568294	-0.4786160038543955
YHR057C	-0.09093978087595922	0.10912715852945726		0.009444598748659008	0.1259999999999995		0.0013201765978516009	-0.10999999999999945	0.40847964404161596	0.17454582311022568	0.03444829782526659	-0.07531707205423335	0.11479154837457643	0.47053339934757016	0.1793549588867388	0.03002844485698368	-0.05183752047741684	-0.03410473137048145
YHR060W																		
YHR061C	-0.10150565851298338	-0.05563347355067496	-0.056	-0.052378344702834	-0.1526666666666667	-0.13275	-0.0135653354420014	0.11949999999999997	0.27094808031482065	0.15852884662210603	-0.20187175964705167	0.16230382797713241	-0.08850847452702133	0.11125387184410493	0.3583263758049577	-0.0029973127349781463	0.47136152167480727	0.6655450341116189
YHR066W	0.2921960650007994	-0.7117	-0.13	-0.0972	-1.685	-0.1325	0.102572389887337		-0.9815676902703887	-0.12673670866626802	-0.821022062087558	-0.14810016766980894	1.3181720565683486	0.11920690704622178	0.6335392976385956	0.7461205814350513	0.4923112206484299	-0.6630169401906061
YHR073W	-0.062167206562671246	0.035354093185112775	-0.0745	-0.05984287090806134	0.0563333333333333	0.10075	0.06474022657073775	0.10950000000000001	1.2474870392731732	0.3776744281637543	1.3108139002199897	-0.15281880567904396	-0.8546487167997299	-4.284463811425237	0.566735919328447	-0.16982015354046848	-0.16897344560830035	3.5331115126213106
YHR075C	-0.10895238361721013	-0.07285338943311152	-0.04000000000000001	0.0542590339986578	-0.3056666666666667	0.11249999999999999	-0.14362704580916555	0.0025000000000000022	0.7031244872360847	0.1823995627715378	0.10051358402502293	0.03886312330149075	0.2719296567067062	0.31083800674638895	0.15483917746943807	0.07010799691618039	0.05767698794291822	0.3142929385788531
YHR076W	-0.003939026019066713	0.20972609540492215	-0.418	-0.07387844591594185	-0.12899999999999998	0.42125	0.0858144458810179	0.49749999999999894	-0.05224453346146704	0.5065834354793461	-0.20482807007099338	0.07642051445721679	-0.11448916058315457	0.5039952530116482	0.3646322580515532	0.11024256291870038	0.19956139714690807	0.02600010736638242
YHR077C	-0.19872647468424287	-0.028138200148864173	0.1465	-0.13967785755984605	-0.18699999999999997	-0.30600000000000005	0.0019379591213732478	0.22425	-0.4935607764094593	-0.1100724114403398	-0.052207470234274564	-0.058926939833913186	0.43580762687986935	0.9227947084889202	0.04067217655323462	0.19845721738288508	-0.08388124989415419	-0.7505724820943609
YHR078W	0.07288139059296064	0.00427125542982737	-0.163	-0.21977146473753015	-0.20299999999999999	-0.021500000000000002	0.07869195646631377	0.05600000000000025	0.5665048914046552	0.32874390807330744	0.23315344069922794	0.004787650820028841	-0.18125342483338847	-1.6916111087324572	0.42763133433383144	-0.1545224688729526	-0.24869346409413562	0.6615618537292032
YHR079C	0.027567901054800836	-0.14434843845337067	-5.1325	-0.061631023383911805	-0.07749999999999954		-0.05695817497809255	0.07049999999999995	0.4528101555806773	0.15264650167311355	-6.816297367009957	-0.16038830426280676	-0.17459086452082753			-1.1767775271389318	0.17905972896327005	
YHR080C	0.013029967443957183	0.050173262278013976	0.021500000000000005	-0.028409935059623304	-0.1406666666666667	-0.10525	0.0316037407149516	0.219	0.5039993184069907	0.3004911336012012	-0.08060017834617927	0.17769821587230344	-0.09473479605637618	0.15610170641663818	0.21412386414898976	0.12824486691245862	0.036882085693213024	0.3045518529438741
