orf	hom | growth (pooled culture, microarray) | standard | YPD | Berry DB~Gasch AP, 2011	hom | growth (pooled culture, microarray) | hydrogen peroxide [0.4 mM] | YPD | Berry DB~Gasch AP, 2011	hom | growth (pooled culture, microarray) | dithiothreitol [2.5 mM] | YPD | Berry DB~Gasch AP, 2011	hom | growth (pooled culture, microarray) | sodium chloride [0.7 M] | YPD | Berry DB~Gasch AP, 2011	hom | growth (pooled culture, microarray) | temperature [40 C] | YPD | Berry DB~Gasch AP, 2011	hom | growth (pooled culture, microarray) | dithiothreitol [2.5 mM], hydrogen peroxide [1-1.2 mM] | YPD | Berry DB~Gasch AP, 2011	hom | growth (pooled culture, microarray) | hydrogen peroxide [1-1.2 mM], sodium chloride [0.7 M] | YPD | Berry DB~Gasch AP, 2011	hom | growth (pooled culture, microarray) | hydrogen peroxide [1-1.2 mM], temperature [40 C] | YPD | Berry DB~Gasch AP, 2011	hom | growth (pooled culture, barseq) | standard | YPD | Berry DB~Gasch AP, 2011	hom | growth (pooled culture, barseq) | hydrogen peroxide [0.4 mM] | YPD | Berry DB~Gasch AP, 2011	hom | growth (pooled culture, barseq) | dithiothreitol [2.5 mM] | YPD | Berry DB~Gasch AP, 2011	hom | growth (pooled culture, barseq) | sodium chloride [0.7 M] | YPD | Berry DB~Gasch AP, 2011	hom | growth (pooled culture, barseq) | temperature [40 C] | YPD | Berry DB~Gasch AP, 2011	hom | growth (pooled culture, barseq) | tunicamycin [20 uM] | YPD | Berry DB~Gasch AP, 2011	hom | growth (pooled culture, barseq) | dithiothreitol [2.5 mM], hydrogen peroxide [1-1.2 mM] | YPD | Berry DB~Gasch AP, 2011	hom | growth (pooled culture, barseq) | hydrogen peroxide [1-1.2 mM], sodium chloride [0.7 M] | YPD | Berry DB~Gasch AP, 2011	hom | growth (pooled culture, barseq) | hydrogen peroxide [1-1.2 mM], temperature [40 C] | YPD | Berry DB~Gasch AP, 2011	hom | growth (pooled culture, barseq) | hydrogen peroxide [1-1.2 mM], tunicamycin [20 uM] | YPD | Berry DB~Gasch AP, 2011
YHL047C	0.33036823886325145	0.11430259241949771	0.3793717429499664	-0.07286599086360174	-0.49628703567438925	0.009478115014741424	0.16320478045689746	0.5348013872536446	0.14071832902258608	0.282097382746534	3.9581261873552362	0.5707073399747513	-0.5827403153632461	-2.042343484777616	-0.41636250102131456	-1.0177396938104388	-0.38202603111525957	1.357239556166529
YHL046C	0.20481995651225315	0.2368187181739545	-0.22419624577223102	0.34346022667818166	0.44405597088108684	0.512613149474725	0.19298721454262308	-0.7691263853273248	-0.02532554634040885	-0.09887751807821744	-1.3911120789794449	0.19308778860306192	-0.022869745518704496	0.3503875265244348	0.594404979850713	0.45130425341586045	-0.18863289128355804	-0.10557217402502458
YHL045W	-0.2130285728188125	0.04578169451011987	0.6027103565138375	-0.24785698741508438	-0.14306858733383765	0.06867047201003361	0.46115155629511084	0.48448906162350996	0.07019144284519307	-0.34131277727033926	0.2956179596477709	-0.41096771424419926	0.12454282782465007	0.05923098819584325	-0.05123138056608964	0.1080291388286476	-0.06361355664885937	0.11289698192141581
YHL044W	0.8120318794241908	-1.1482426095468083	-0.9938838644179686	-1.3131779174576799	-0.9411805011414963	-1.1373738017690447	-0.22858212731350408	-0.7677288207264877	-0.06353686451705175	-0.8601425141315376	-1.368833965757249	-1.4106347357087154	-0.47689684850966274	1.4090983486002704	0.8493851787569514	-1.4922645968233705	-0.5221097330372104	0.41967241130060295
YHL043W	-0.07465353200116669	-0.18359060994520407	0.22801830235296275	0.17430481774919207	-0.5084204938234922	0.16082220960497712	-0.11444047562976871	-0.03330862298661725	-0.03854259862563639	-0.1072986565293528	-0.41115648656485315	0.07596341237015317	-1.315437418628379	0.04035154642816766	0.7673352441384407	-0.2794874053851064	0.15571728085393252	0.11974959510100318
YHL042W	0.12035564598702524	0.0543848207755732	-0.10606673115993547	-0.1502643962961394	0.38136643711072193	0.21059760071465466	0.354155465250565	-0.15908943706195272	-0.007182693847349365	0.0699402923903485	0.7968769284193196	0.15431671853353865	-0.18534135630656381	0.1430669749630213	-0.03834304476653515	0.06841057939096515	0.07681350825977931	0.0737096923048048
YHL041W	0.181384416320392	-0.19771589231255993	0.06374444609523931	0.23533313070864464	0.16835683849313718	0.2845880469587699	-0.05858577870938088	-0.12834301584353758	-0.06476034982358383	0.1583241912259522	0.1982870359984765	0.033739874659509415	0.008539493230556344	0.03410819611734531	0.5391330196351174	0.2173635194729667	0.17985176727289592	0.1124539471069177
YHL040C	-0.1056816052509599	-0.3641664527175028	-0.008240726871628266	0.283829620552565	-0.8481573219983739	0.06396198906722628	0.11094507250084566	-0.30932763165193516	0.1795145967460574	-0.09745650006033767	0.2851699329987186	0.2922308214367071	-0.5771828464875931	-0.8520521147704251	0.7593255805500068	0.4344811562866907	-0.4730852609286801	-0.09979162614746773
YHL038C	-0.3731022995584608	-0.39211536316743234	0.9847855053379809	-0.09101405701486745	0.719755103269035	-1.0216796494600646	-0.1163983334660022	-0.2010163750870643	-0.11893358142479918	-0.9036627387806196	1.304588397253547	0.7674155082259811	0.7204261431706669	0.04740045176413116	-1.1489335829381224	-1.1152743316783869	-0.36019428999873887	-1.2657751076461845
YHL037C	0.4999145255896681	0.10985791979889278	0.9497158056874556	0.07103765049375002	-0.21586933622845383	-0.33020529728778764	-0.05642638154597046	-0.30233980864775056	0.03200293818227189	0.06803160464435089	0.09963925344236081	-0.08487878450459979	-0.009862601525050762	-0.10359059430232613	0.23387142974499292	-0.04547633329213492	-0.27300306192298535	0.04079209186442315
