ORF	hom | viral RNA replication (luciferase expression) | standard [standard] | Kushner DB~Ahlquist P, 2003
YKR102W	113.865
YKR103W	103.652
YKR104W	89.793
YKR105C	110.346
YKR106W	93.508
YLL001W	102.559
YLL002W	NaN
YLL005C	77.075
YLL006W	NaN
YLL007C	89.658
YLL009C	NaN
YLL010C	80.121
YLL012W	76.962
YLL013C	101.571
YLL014W	88.289
YLL015W	72.213
YLL016W	83.795
YLL017W	85.098
YLL018C-A	NaN
YLL019C	74.649
YLL020C	74.218
YLL021W	158.419
YLL023C	80.004
YLL024C	104.420
YLL025W	74.711
YLL026W	NaN
YLL027W	NaN
YLL028W	100.799
YLL029W	82.191
YLL030C	85.789
YLL032C	54.470
YLL033W	NaN
YLL038C	84.690
YLL039C	56.408
YLL040C	50.675
YLL041C	34.514
YLL042C	80.159
YLL043W	80.849
YLL044W	87.627
YLL045C	109.353
YLL046C	74.810
YLL047W	74.449
YLL048C	82.745
YLL049W	176.755
YLL051C	91.564
YLL052C	74.155
YLL053C	80.184
YLL054C	80.761
YLL055W	87.972
YLL056C	100.039
YLL057C	80.491
YLL058W	95.384
YLL059C	97.422
YLL060C	60.613
YLL061W	80.179
YLL062C	79.312
YLL063C	68.862
YLR001C	97.026
YLR003C	72.438
YLR004C	90.951
YLR006C	127.973
YLR011W	98.410
YLR012C	85.645
YLR013W	86.374
YLR014C	98.745
YLR015W	83.312
YLR016C	103.694
YLR017W	109.360
YLR018C	90.816
YLR019W	109.510
YLR020C	131.507
YLR021W	35.475
YLR023C	116.421
YLR024C	65.297
YLR025W	NaN
YLR027C	NaN
YLR028C	77.638
YLR030W	90.417
YLR031W	90.224
YLR032W	106.364
YLR034C	88.062
YLR035C	72.747
YLR036C	91.210
YLR037C	96.539
YLR038C	NaN
YLR039C	NaN
YLR040C	73.326
YLR041W	83.833
YLR042C	66.212
YLR043C	74.433
YLR044C	68.045
YLR046C	55.094
YLR047C	107.368
YLR048W	123.702
YLR049C	102.330
YLR050C	99.093
YLR052W	80.229
YLR053C	82.750
YLR054C	101.263
YLR055C	29.704
YLR056W	NaN
YLR057W	103.381
YLR058C	106.736
YLR059C	86.378
YLR061W	NaN
YLR062C	NaN
YLR063W	84.497
YLR064W	88.460
YLR065C	107.844
YLR067C	NaN
YLR068W	131.047
YLR069C	NaN
YLR070C	103.850
YLR072W	99.189
YLR073C	103.357
YLR074C	151.946
YLR077W	115.218
YLR079W	76.616
YLR080W	188.652
YLR081W	NaN
YLR082C	86.122
YLR083C	113.730
YLR084C	79.357
YLR085C	185.633
YLR087C	223.652
YLR089C	43.645
YLR090W	104.121
YLR091W	NaN
YLR092W	110.689
YLR093C	87.991
YLR094C	108.132
YLR095C	91.763
YLR096W	109.417
YLR097C	116.165
YLR098C	141.474
YLR099C	122.049
YLR102C	168.541
YLR104W	107.669
YLR107W	106.743
YLR108C	107.384
YLR109W	115.202
YLR110C	135.016
YLR111W	136.127
YLR112W	88.657
YLR113W	139.618
YLR114C	142.309
YLR118C	113.350
YLR119W	94.083
YLR120C	125.570
YLR121C	107.844
YLR122C	66.200
YLR123C	105.284
YLR124W	90.721
YLR125W	103.301
YLR126C	90.546
YLR128W	88.353
YLR130C	96.203
YLR131C	NaN
YLR133W	85.089
YLR134W	73.668
YLR135W	92.175
YLR136C	108.439
YLR137W	79.595
YLR138W	91.448
YLR139C	NaN
YLR142W	82.454
YLR143W	46.115
YLR144C	65.443
YLR146C	107.340
YLR148W	NaN
YLR149C	NaN
YLR150W	51.944
YLR151C	107.774
YLR152C	160.954
YLR154C	114.310
YLR164W	135.276
YLR165C	100.416
YLR168C	108.393
YLR169W	123.460
YLR170C	116.071
YLR171W	112.801
YLR172C	86.711
YLR173W	80.719
YLR174W	74.671
YLR176C	73.399
YLR177W	111.404
YLR178C	104.191
YLR179C	104.156
YLR180W	106.814
YLR181C	69.613
YLR182W	NaN
YLR183C	103.044
YLR184W	106.192
YLR185W	102.435
YLR187W	94.654
YLR188W	88.281
YLR189C	90.964
YLR190W	151.731
YLR191W	95.882
YLR192C	85.800
YLR193C	100.885
YLR194C	88.504
YLR199C	88.246
YLR200W	111.301
YLR201C	NaN
YLR202C	NaN
YLR203C	NaN
YLR204W	105.338
YLR205C	86.981
YLR206W	102.773
YLR207W	77.324
YLR209C	89.262
YLR210W	96.027
YLR211C	104.251
YLR213C	93.079
YLR214W	91.929
YLR216C	132.894
YLR217W	128.111
YLR218C	152.655
YLR219W	102.237
YLR220W	77.432
YLR221C	90.387
YLR224W	131.029
YLR225C	104.808
YLR226W	NaN
YLR227C	83.374
YLR228C	77.147
YLR231C	119.701
YLR232W	108.082
YLR233C	NaN
YLR234W	NaN
YLR235C	NaN
YLR236C	93.141
YLR237W	93.420
YLR238W	43.128
YLR239C	NaN
YLR240W	NaN
YLR241W	76.583
YLR242C	NaN
YLR244C	NaN
YLR246W	111.738
YLR247C	80.753
YLR248W	89.107
YLR250W	NaN
YLR251W	83.702
YLR252W	55.761
YLR253W	80.986
YLR254C	111.354
YLR255C	96.266
YLR257W	88.045
YLR258W	56.777
YLR260W	NaN
YLR261C	NaN
YLR262C	NaN
YLR262C-A	93.524
YLR263W	101.751
YLR264W	NaN
YLR265C	87.821
YLR266C	72.031
YLR267W	44.183
YLR268W	NaN
YLR269C	73.420
YLR270W	NaN
YLR271W	49.369
YLR273C	78.386
YLR278C	65.080
YLR279W	91.296
YLR280C	93.190
YLR281C	110.722
YLR282C	75.416
YLR283W	72.187
YLR284C	87.877
YLR285W	107.105
YLR286C	NaN
YLR287C	91.317
YLR287C-A	251.051
YLR288C	86.789
YLR289W	68.415
YLR290C	79.324
YLR292C	89.135
YLR294C	162.690
YLR295C	NaN
YLR296W	54.016
YLR297W	86.450
YLR299W	75.494
YLR300W	109.131
YLR303W	NaN
YLR304C	NaN
YLR306W	67.453
YLR307W	73.216
YLR308W	67.943
YLR309C	85.396
YLR311C	89.915
YLR312C	79.842
YLR312W-A	NaN
YLR313C	92.985
YLR315W	97.855
YLR318W	150.830
YLR319C	230.475
YLR320W	305.538
YLR322W	NaN
YLR324W	100.506
YLR325C	117.319
YLR326W	84.738
YLR327C	88.029
YLR328W	93.035
YLR329W	80.570
YLR330W	NaN
YLR331C	120.884
YLR332W	147.692
YLR333C	86.825
YLR334C	92.806
YLR335W	133.440
YLR337C	NaN
YLR338W	NaN
YLR341W	94.361
YLR342W	NaN
YLR343W	90.896
YLR344W	96.808
YLR345W	99.362
YLR346C	99.076
YLR348C	77.817
YLR349W	83.110
YLR350W	NaN
YLR351C	83.967
YLR352W	86.431
YLR353W	105.016
YLR354C	120.629
YLR356W	91.399
YLR357W	355.229
YLR358C	NaN
YLR360W	119.977
YLR361C	102.221
YLR363C	102.548
YLR364W	58.359
YLR365W	49.552
YLR366W	103.248
YLR367W	133.402
YLR368W	104.911
YLR369W	NaN
YLR370C	139.990
YLR371W	108.311
YLR372W	NaN
YLR373C	855.593
YLR374C	276.825
YLR375W	99.152
YLR376C	74.461
YLR377C	73.907
YLR380W	93.587
YLR381W	NaN
YLR382C	NaN
YLR384C	336.920
YLR385C	63.940
YLR386W	165.547
YLR387C	67.366
YLR388W	139.867
YLR389C	72.932
YLR390W	NaN
YLR390W-A	119.863
YLR391W	88.860
YLR392C	66.486
YLR393W	109.928
YLR394W	88.649
YLR395C	74.184
YLR396C	NaN
YLR398C	358.757
YLR399C	NaN
YLR400W	77.464
YLR401C	60.027
YLR402W	74.430
YLR403W	NaN
YLR404W	54.749
YLR405W	71.948
YLR406C	NaN
YLR407W	65.946
YLR408C	94.335
YLR410W	59.663
YLR412W	NaN
YLR413W	71.991
YLR414C	73.058
YLR415C	50.489
YLR416C	64.884
YLR417W	NaN
YLR418C	143.658
YLR420W	NaN
YLR421C	103.248
YLR422W	106.129
YLR423C	171.086
YLR425W	71.704
YLR426W	72.478
YLR427W	89.397
YLR428C	104.865
YLR429W	91.667
YLR431C	117.005
YLR432W	100.267
YLR433C	107.047
YLR434C	107.265
YLR435W	NaN
YLR436C	46.374
YLR437C	103.543
YLR438W	110.076
YLR439W	NaN
YLR441C	218.283
YLR443W	134.478
YLR444C	132.919
YLR445W	100.555
YLR446W	113.463
YLR447C	NaN
YLR448W	100.407
YLR449W	120.429
YLR450W	97.037
YLR451W	NaN
YLR452C	102.273
YLR453C	100.342
YLR454W	99.143
YLR456W	115.464
YLR460C	89.535
YLR461W	105.546
YML001W	110.783
YML002W	107.671
YML003W	106.314
YML004C	88.413
YML005W	101.909
YML006C	102.279
YML007W	58.305
YML008C	NaN
YML009C	119.288
YML010C-B	24.294
YML010W-A	28.700
YML011C	175.354
YML012W	53.419
YML013C-A	54.264
YML013W	20.523
YML014W	110.601
YML016C	150.727
YML017W	333.337
YML018C	83.299
YML019W	89.877
YML020W	105.198
YML021C	81.952
YML022W	73.285
YML024W	274.751
YML026C	149.392
YML027W	67.283
YML028W	88.631
YML029W	61.162
YML030W	94.647
YML032C	NaN
YML033W	291.764
YML034W	NaN
YML035C	NaN
YML035C-A	153.960
YML036W	262.510
YML037C	53.704
YML038C	97.763
YML041C	127.288
YML042W	102.776
YML047C	111.217
YML048W	101.085
YML048W-A	84.904
YML050W	74.830
YML051W	29.163
YML052W	88.459
YML053C	84.947
YML054C	75.766
YML055W	50.039
YML056C	76.333
YML057W	65.908
YML058C-A	72.462
YML058W	109.957
YML059C	64.773
YML060W	79.471
YML061C	NaN
YML062C	15.163
YML063W	86.528
YML066C	99.192
YML067C	71.994
YML068W	85.954
YML070W	92.168
YML071C	153.029
YML072C	154.596
YML073C	126.318
YML074C	95.029
YML075C	95.580
YML076C	96.191
YML078W	78.086
YML080W	129.221
YML081C-A	114.626
YML081W	71.042
YML082W	69.142
YML083C	86.815
YML084W	85.268
YML086C	122.604
YML087C	86.937
YML088W	72.526
YML089C	71.082
YML090W	101.271
YML094W	NaN
YML095C	106.832
YML095C-A	NaN
YML096W	100.863
YML097C	152.132
YML097W	107.309
YML099C	68.622
YML100W	118.260
YML100W-A	88.492
YML101C	100.809
YML102C-A	79.484
YML102W	104.740
YML103C	217.218
YML104C	89.987
YML106W	NaN
YML107C	108.900
YML108W	88.213
YML109W	66.846
YML110C	NaN
YML111W	67.552
YML112W	NaN
YML113W	132.083
YML115C	133.889
YML116W	81.474
YML117W	110.808
YML117W-A	130.651
YML118W	104.471
YML119W	126.605
YML120C	122.607
YML121W	94.388
YML122C	124.148
YML123C	101.293
YML124C	208.255
YML128C	63.872
YML129C	NaN
YML131W	148.567
YMR002W	88.122
YMR003W	71.546
YMR004W	112.985
YMR006C	82.116
YMR007W	124.806
YMR008C	107.001
YMR009W	87.630
YMR010W	79.703
YMR011W	78.364
YMR012W	58.947
YMR014W	NaN
YMR015C	NaN
YMR016C	87.594
YMR017W	84.673
YMR018W	104.210
YMR019W	74.372
YMR020W	83.404
YMR021C	NaN
YMR022W	31.131
YMR023C	93.854
YMR024W	148.096
YMR025W	104.379
YMR026C	117.424
YMR027W	101.772
YMR029C	46.296
YMR030W	67.594
YMR031C	100.260
YMR031W-A	89.555
YMR032W	339.405
YMR034C	72.782
YMR035W	NaN
YMR036C	61.096
YMR037C	113.904
YMR038C	NaN
YMR039C	33.764
YMR040W	93.427
YMR041C	106.166
YMR042W	80.119
YMR044W	77.851
YMR048W	82.113
YMR052C-A	43.556
YMR052W	49.072
YMR053C	106.873
YMR054W	126.039
YMR055C	74.407
YMR056C	83.622
YMR057C	108.312
YMR058W	116.296
YMR060C	NaN
YMR062C	96.272
YMR063W	106.343
YMR064W	NaN
YMR065W	81.493
YMR066W	NaN
YMR067C	71.038
YMR068W	93.447
YMR069W	95.481
YMR070W	79.830
YMR071C	76.046
YMR072W	NaN
YMR073C	58.981
YMR074C	115.271
YMR075C-A	89.738
YMR075W	85.591
YMR077C	NaN
YMR078C	96.827
YMR080C	161.490
YMR081C	77.314
YMR082C	113.848
YMR083W	75.864
YMR084W	116.252
YMR085W	88.744
YMR086C-A	105.211
YMR086W	92.321
YMR087W	99.486
YMR088C	90.025
YMR089C	NaN
YMR090W	99.908
YMR091C	NaN
YMR092C	103.093
YMR095C	82.846
YMR096W	108.328
YMR097C	NaN
YMR098C	NaN
YMR099C	149.268
YMR100W	129.813
YMR101C	86.195
YMR102C	68.984
YMR103C	126.848
YMR104C	73.661
YMR105C	NaN
YMR106C	115.651
YMR107W	111.030
YMR109W	80.681
YMR110C	76.239
YMR111C	68.849
YMR114C	81.017
YMR115W	69.014
YMR116C	NaN
YMR118C	95.567
YMR119W-A	68.903
YMR120C	72.279
YMR121C	271.000
YMR122C	99.652
YMR123W	89.195
YMR124W	143.686
YMR125W	16.290
YMR126C	93.518
YMR127C	73.057
YMR129W	79.943
YMR130W	88.208
YMR132C	75.364
YMR133W	38.341
YMR135C	71.146
YMR135W-A	94.616
YMR136W	45.461
YMR137C	72.035
YMR138W	NaN
YMR139W	101.436
YMR140W	72.435
YMR141C	87.050
YMR142C	NaN
YMR143W	136.318
YMR144W	62.109
YMR145C	115.195
YMR147W	95.905
YMR148W	89.130
YMR150C	NaN
YMR151W	NaN
YMR152W	66.477
YMR153C-A	117.830
YMR153W	95.408
YMR154C	80.513
YMR155W	92.950
YMR156C	117.759
YMR157C	110.952
YMR158C-B	95.756
YMR158W	NaN
YMR158W-A	97.643
YMR159C	82.463
YMR160W	86.550
YMR161W	42.484
YMR163C	94.307
YMR164C	90.291
YMR166C	91.685
YMR167W	110.301
YMR169C	92.011
YMR170C	113.451
YMR171C	112.771
YMR172C-A	87.809
YMR172W	68.545
YMR173W	75.833
YMR173W-A	104.951
YMR174C	91.329
YMR175W	93.093
YMR176W	74.892
YMR177W	88.443
YMR178W	87.181
YMR179W	152.858
YMR180C	87.387
YMR181C	107.037
YMR182C	92.885
YMR183C	101.594
YMR184W	103.619
YMR186W	53.766
YMR187C	109.542
YMR188C	NaN
YMR189W	108.480
YMR190C	188.657
YMR191W	110.057
YMR192W	64.829
YMR193C-A	84.057
YMR193W	NaN
YMR194C-A	94.615
YMR194W	101.736
YMR195W	82.291
YMR196W	93.132
YMR198W	111.652
YMR199W	105.217
YMR201C	76.659
YMR202W	NaN
YMR204C	86.175
YMR205C	NaN
YMR206W	76.355
YMR207C	93.294
YMR209C	85.831
YMR210W	90.064
YMR214W	254.848
YMR215W	116.080
YMR216C	141.058
YMR219W	120.977
YMR221C	99.549
YMR222C	94.408
YMR223W	100.327
YMR224C	97.712
YMR225C	103.458
YMR226C	100.631
YMR228W	NaN
YMR230W	189.313
YMR232W	86.033
YMR233W	84.442
YMR234W	107.447
YMR237W	87.525
YMR238W	116.979
YMR241W	107.100
YMR242C	164.125
YMR243C	85.366
YMR244C-A	97.381
YMR244W	103.841
YMR245W	100.936
YMR246W	76.291
YMR247C	81.652
YMR250W	100.098
YMR251W	53.304
YMR251W-A	102.641
YMR252C	108.588
YMR253C	88.242
YMR254C	103.385
YMR255W	83.641
YMR256C	NaN
YMR257C	NaN
YMR258C	75.411
YMR259C	109.709
YMR261C	78.527
YMR262W	84.591
YMR263W	220.758
YMR264W	47.202
YMR265C	109.245
YMR266W	91.043
YMR267W	NaN
YMR269W	146.530
YMR271C	78.112
YMR272C	124.237
YMR273C	106.241
YMR274C	76.503
YMR275C	93.161
YMR276W	78.550
YMR278W	76.279
YMR279C	114.567
YMR280C	98.099
YMR282C	NaN
YMR283C	142.960
YMR284W	83.826
YMR285C	126.985
YMR286W	NaN
YMR287C	NaN
YMR289W	103.662
YMR291W	88.579
YMR292W	88.021
YMR293C	NaN
YMR294W	74.061
YMR294W-A	124.309
YMR295C	108.711
YMR297W	94.055
YMR299C	95.541
YMR300C	NaN
YMR302C	74.390
YMR303C	68.760
YMR304C-A	98.212
YMR304W	NaN
YMR305C	84.427
YMR306C-A	65.516
YMR306W	112.436
YMR307W	NaN
YMR310C	96.399
YMR311C	107.553
YMR312W	324.302
YMR313C	55.819
YMR315W	82.265
YMR316C-A	92.102
YMR316C-B	94.762
YMR316W	69.000
YMR317W	123.785
YMR318C	106.227
YMR319C	112.437
YMR320W	70.655
YMR322C	98.113
YMR326C	88.177
YNL001W	138.134
YNL003C	NaN
YNL004W	57.807
YNL005C	NaN
YNL009W	110.603
YNL010W	147.490
YNL011C	133.876
YNL012W	116.038
YNL013C	99.446
YNL014W	130.786
YNL016W	122.990
YNL020C	95.355
YNL022C	67.849
YNL023C	100.727
YNL024C	104.161
YNL025C	NaN
YNL027W	101.271
YNL031C	67.617
YNL032W	19.841
YNL034W	90.659
YNL035C	83.150
YNL041C	164.650
YNL043C	117.001
YNL044W	110.577
YNL045W	73.572
YNL046W	119.402
YNL047C	137.046
YNL049C	78.208
YNL051W	NaN
YNL052W	96.092
YNL053W	108.219
YNL054W	124.110
YNL055C	NaN
YNL056W	20.357
YNL057W	121.909
YNL058C	87.837
YNL059C	NaN
YNL063W	72.586
YNL064C	NaN
YNL065W	100.927
YNL066W	95.559
YNL067W	72.196
YNL068C	90.483
YNL069C	231.360
YNL070W	88.979
YNL071W	NaN
YNL072W	85.814
YNL073W	NaN
YNL074C	93.179
YNL076W	92.879
YNL077W	39.565
YNL078W	98.524
YNL079C	NaN
YNL080C	NaN
YNL081C	NaN
YNL082W	136.833
YNL083W	85.379
YNL084C	78.111
YNL085W	120.893
YNL086W	110.631
YNL087W	119.614
YNL089C	111.050
YNL090W	112.723
YNL091W	168.991
YNL092W	79.355
YNL093W	102.993
YNL094W	85.642
YNL095C	127.120
YNL096C	123.537
YNL097C	199.984
YNL098C	111.366
YNL099C	30.502
YNL100W	99.268
YNL101W	95.757
YNL104C	33.615
YNL105W	69.998
YNL106C	66.708
YNL107W	88.016
YNL108C	94.003
YNL109W	111.572
YNL111C	157.780
YNL115C	83.220
YNL116W	88.999
YNL117W	119.213
YNL119W	427.677
YNL120C	333.032
YNL121C	90.178
YNL122C	105.719
YNL123W	63.855
YNL125C	99.864
YNL127W	47.491
YNL128W	90.305
YNL129W	69.556
YNL130C	94.142
YNL133C	83.478
YNL134C	67.574
YNL135C	151.122
YNL136W	53.101
YNL138W	NaN
YNL139C	NaN
YNL140C	57.576
YNL141W	47.183
YNL142W	103.763
YNL143C	91.274
YNL144C	78.426
YNL145W	82.906
YNL146W	91.151
YNL147W	NaN
YNL148C	339.705
YNL154C	118.399
YNL155W	62.227
YNL157W	102.730
YNL159C	88.206
YNL160W	95.828
YNL168C	82.176
YNL170W	150.533
YNL173C	83.688
YNL175C	54.898
YNL176C	89.076
YNL177C	NaN
YNL179C	71.697
YNL183C	72.946
YNL184C	NaN
YNL187W	60.982
YNL190W	80.658
YNL191W	83.689
YNL193W	67.611
YNL194C	85.864
YNL195C	81.060
YNL196C	77.805
YNL197C	39.726
YNL198C	108.223
YNL199C	NaN
YNL200C	85.905
YNL201C	58.597
YNL202W	101.899
YNL203C	80.161
YNL204C	74.326
YNL205C	66.763
YNL206C	78.384
YNL211C	91.062
YNL212W	86.356
YNL214W	NaN
YNL215W	NaN
YNL217W	85.143
YNL219C	104.637
YNL220W	159.437
YNL224C	147.606
YNL225C	NaN
YNL226W	111.311
YNL227C	84.474
YNL228W	97.808
YNL229C	13.420
YNL230C	71.227
YNL231C	98.810
YNL233W	293.594
YNL235C	49.032
YNL236W	NaN
YNL237W	99.868
YNL239W	77.491
YNL242W	129.175
YNL246W	NaN
YNL248C	NaN
YNL249C	78.769
YNL250W	NaN
YNL252C	NaN
YNL253W	74.651
YNL254C	94.361
YNL255C	79.855
YNL257C	74.957
YNL259C	99.531
YNL264C	181.083
YNL265C	100.588
YNL266W	92.485
YNL268W	122.987
YNL269W	79.523
YNL270C	71.031
YNL271C	211.397
YNL273W	73.923
YNL274C	92.585
YNL275W	91.385
YNL278W	99.121
YNL279W	104.670
YNL280C	NaN
YNL281W	94.154
YNL283C	104.091
YNL284C	NaN
YNL285W	77.375
YNL286W	115.687
YNL288W	99.418
YNL289W	127.867
YNL291C	86.356
YNL292W	77.159
YNL293W	123.559
YNL294C	69.341
YNL295W	101.387
YNL296W	NaN
YNL297C	NaN
YNL299W	203.785
YNL300W	100.974
YNL301C	88.405
YNL303W	68.985
YNL304W	79.719
YNL305C	91.569
YNL307C	62.368
YNL311C	62.476
YNL314W	51.815
YNL315C	77.877
YNL316C	92.808
YNL318C	91.542
YNL319W	77.847
YNL321W	85.417
YNL322C	172.158
YNL323W	97.201
YNL324W	99.089
YNL325C	96.585
YNL326C	82.741
YNL327W	70.185
YNL328C	57.942
YNL329C	110.063
YNL332W	91.583
YNL333W	95.812
YNL334C	64.999
YNL335W	74.958
YNL336W	79.852
YNL338W	82.842
YNL339C	74.680
YNR001C	69.363
YNR002C	99.852
YNR004W	99.813
YNR005C	139.866
YNR006W	74.185
YNR007C	101.670
YNR008W	101.239
YNR009W	72.940
YNR012W	94.344
YNR013C	63.974
YNR014W	97.357
YNR015W	122.734
YNR018W	129.642
YNR019W	42.297
YNR020C	134.026
YNR021W	127.198
YNR024W	96.993
YNR025C	179.812
YNR027W	83.240
YNR028W	132.103
YNR029C	122.676
YNR030W	132.968
YNR031C	122.169
YNR032C-A	164.143
YNR032W	51.648
YNR033W	113.030
YNR034W	80.238
YNR036C	NaN
YNR037C	NaN
YNR039C	130.018
YNR040W	136.021
YNR041C	NaN
YNR042W	NaN
YNR045W	NaN
YNR048W	57.080
YNR049C	99.645
YNR050C	NaN
YNR051C	74.559
YNR052C	NaN
YNR055C	94.095
YNR056C	82.734
YNR057C	82.546
YNR058W	73.325
YNR059W	83.790
YNR060W	78.465
YNR061C	107.718
YNR062C	103.987
YNR063W	103.146
YNR064C	73.653
YNR065C	84.012
YNR066C	92.720
YNR067C	117.122
YNR068C	NaN
YNR069C	99.644
YNR070W	71.784
YNR071C	90.358
YNR072W	140.598
YNR073C	66.615
YNR074C	NaN
YNR075W	94.674
YOL001W	NaN
YOL002C	91.381
YOL003C	200.772
YOL004W	209.570
YOL006C	44.478
YOL007C	143.192
YOL008W	206.660
YOL009C	NaN
YOL011W	95.198
YOL012C	136.515
YOL013C	56.969
YOL013W-A	97.058
YOL014W	114.872
YOL015W	111.145
YOL016C	109.975
YOL017W	103.738
YOL018C	NaN
YOL019W	111.283
YOL020W	93.347
YOL023W	NaN
YOL024W	87.290
YOL025W	128.278
YOL027C	117.373
YOL028C	90.476
YOL029C	98.792
YOL030W	104.350
YOL031C	86.476
YOL032W	90.368
YOL033W	NaN
YOL035C	96.098
YOL036W	106.110
YOL037C	129.246
YOL039W	131.399
YOL041C	82.787
YOL042W	111.815
YOL043C	98.553
YOL044W	119.336
YOL045W	57.127
YOL046C	72.733
YOL047C	92.472
YOL048C	91.878
YOL048W	44.243
YOL050C	63.779
YOL051W	132.464
YOL052C	113.942
YOL053C-A	86.549
YOL053W	96.455
YOL054W	182.015
YOL055C	93.148
YOL056W	79.374
YOL057W	52.990
YOL058W	68.003
YOL059W	86.046
YOL060C	118.434
YOL061W	49.480
YOL062C	69.720
YOL063C	55.293
YOL064C	398.899
YOL065C	87.155
YOL067C	62.717
YOL068C	60.180
YOL070C	79.164
YOL071W	104.068
YOL072W	NaN
YOL075C	74.130
YOL076W	NaN
YOL079W	88.236
YOL080C	65.804
YOL081W	NaN
YOL082W	94.824
YOL083W	87.524
YOL084W	32.116
YOL085C	87.167
YOL086C	NaN
YOL087C	47.277
YOL088C	99.757
YOL089C	62.675
YOL090W	68.404
YOL091W	101.603
YOL092W	66.176
YOL093W	93.577
YOL095C	NaN
YOL096C	104.878
YOL098C	115.348
YOL099C	81.849
YOL100W	79.707
YOL101C	69.543
YOL103W	76.307
YOL104C	65.071
YOL105C	84.385
YOL106W	66.549
YOL107W	73.347
YOL108C	NaN
YOL109W	117.730
YOL110W	97.116
YOL111C	67.695
YOL112W	91.758
YOL113W	113.036
YOL114C	70.652
YOL115W	156.362
YOL116W	99.629
YOL117W	99.034
YOL118C	80.897
YOL119C	77.122
YOL121C	207.791
YOL122C	214.430
YOL124C	148.659
YOL126C	94.258
YOL128C	113.273
YOL129W	95.040
YOL131W	75.656
YOL132W	79.339
YOL136C	77.328
YOL137W	81.394
YOL138C	225.052
YOL141W	77.888
YOL143C	NaN
YOL147C	111.938
YOL148C	NaN
YOL150C	93.498
YOL151W	110.993
YOL152W	93.745
YOL153C	112.042
YOL155C	103.735
YOL158C	93.647
YOL159C	106.798
YOL160W	102.107
YOL162W	99.224
YOL163W	92.709
YOR001W	NaN
YOR002W	107.785
YOR003W	102.030
YOR005C	126.664
YOR006C	152.885
YOR007C	61.483
YOR008C	NaN
YOR008C-A	117.391
YOR009W	98.987
YOR010C	100.614
YOR011W	83.631
YOR012W	90.730
YOR013W	77.034
YOR014W	336.533
YOR015W	NaN
YOR016C	104.412
YOR017W	90.387
YOR018W	99.475
YOR019W	94.755
YOR021C	101.077
YOR022C	127.723
YOR023C	94.622
YOR024W	80.302
YOR025W	77.778
YOR026W	NaN
YOR027W	60.347
YOR028C	94.851
YOR029W	93.541
YOR030W	77.143
YOR031W	92.512
YOR032C	81.067
YOR033C	81.433
YOR034C	93.469
YOR035C	NaN
YOR036W	NaN
YOR037W	101.720
YOR038C	88.844
YOR039W	242.227
YOR040W	78.998
YOR041C	59.598
YOR042W	68.217
YOR043W	62.178
YOR044W	103.469
YOR045W	86.385
YOR047C	96.219
YOR049C	115.943
YOR050C	93.801
YOR051C	353.938
YOR052C	63.014
YOR053W	112.637
YOR054C	94.949
YOR055W	98.029
YOR058C	80.030
YOR059C	76.318
YOR061W	57.152
YOR062C	100.200
YOR064C	69.113
YOR065W	NaN
YOR066W	89.974
YOR067C	72.433
YOR068C	107.148
YOR069W	83.918
YOR070C	NaN
YOR071C	98.311
YOR072W	105.820
YOR073W	NaN
YOR076C	453.514
YOR078W	134.466
YOR079C	85.955
YOR080W	NaN
YOR081C	93.625
YOR082C	70.127
YOR083W	84.478
YOR084W	76.945
YOR085W	NaN
YOR086C	110.002
YOR087W	59.079
YOR088W	82.501
YOR089C	NaN
YOR090C	95.994
YOR091W	202.718
YOR092W	90.203
YOR093C	111.022
YOR094W	108.429
YOR096W	52.197
YOR097C	88.779
YOR099W	102.036
YOR100C	97.890
YOR101W	91.115
YOR104W	NaN
YOR105W	82.709
YOR106W	77.165
YOR107W	78.781
YOR108W	94.407
YOR109W	52.653
YOR111W	56.629
YOR112W	122.429
YOR113W	136.379
YOR114W	104.037
YOR115C	104.451
YOR118W	103.278
YOR120W	78.144
YOR121C	100.303
YOR123C	228.646
YOR124C	87.198
YOR125C	NaN
YOR126C	105.727
YOR127W	131.368
YOR129C	140.805
YOR130C	126.142
YOR131C	86.654
YOR132W	128.412
YOR133W	73.804
YOR134W	103.096
YOR135C	157.764
YOR136W	211.569
YOR137C	79.835
YOR138C	82.389
YOR139C	77.804
YOR140W	56.128
YOR141C	NaN
YOR142W	94.356
YOR144C	69.050
YOR147W	NaN
YOR150W	NaN
YOR152C	111.230
YOR153W	106.796
YOR154W	41.584
YOR155C	65.797
YOR156C	111.923
YOR158W	NaN
YOR161C	72.727
YOR162C	84.326
YOR163W	73.488
YOR164C	62.042
YOR165W	93.361
YOR166C	96.829
YOR167C	145.224
YOR170W	86.310
YOR171C	88.275
YOR172W	75.186
YOR173W	41.229
YOR175C	89.150
YOR177C	94.847
YOR178C	77.861
YOR179C	NaN
YOR180C	85.141
YOR182C	190.456
YOR183W	132.360
YOR184W	NaN
YOR185C	79.250
YOR186W	91.495
YOR187W	NaN
YOR188W	133.885
YOR189W	88.980
YOR190W	101.359
YOR191W	101.332
YOR192C	102.309
YOR193W	76.406
YOR195W	70.445
YOR196C	NaN
YOR197W	96.846
YOR198C	252.290
YOR199W	258.673
YOR200W	NaN
YOR201C	NaN
YOR202W	97.699
YOR205C	NaN
YOR208W	78.967
YOR209C	137.988
YOR211C	NaN
