orf	hom | viral RNA replication (luciferase expression) | standard [standard] | Kushner DB~Ahlquist P, 2003
YDR319C	-0.03991755526202941
YDR320C	
YDR321W	-0.08214919060959691
YDR322W	
YDR323C	
YDR326C	-0.4194792683367475
YDR329C	0.5508830320870088
YDR330W	0.2729968278112846
YDR332W	
YDR333C	0.1327274907732731
YDR334W	1.5935733894732746
YDR335W	-0.5000792118882934
YDR336W	0.40768755433783604
YDR337W	
YDR338C	-0.5705471465140366
YDR340W	0.220961581428954
YDR344C	-0.053175802446142624
YDR345C	-0.16984257901526884
YDR346C	0.660305090410089
YDR347W	
YDR348C	-0.7427730371795793
YDR349C	0.8594822069718089
YDR350C	
YDR351W	0.4286112333741299
YDR352W	-0.26378818650578795
YDR354W	-0.5040970199406472
YDR357C	-0.3012153127654095
YDR358W	-0.4492216034713475
YDR359C	
YDR360W	-0.24674359870769613
YDR363W	1.020983628916284
YDR363W-A	-1.7206900407319774
YDR364C	
YDR368W	-0.07682319610723418
YDR369C	2.621148634640607
YDR370C	0.12180476748328949
YDR371W	0.08439770995464711
YDR372C	
YDR374C	-0.16376646938613876
YDR375C	
YDR377W	
YDR378C	-1.368903676355662
YDR379W	-0.5171992581116525
YDR380W	-0.2233889051368304
YDR382W	-0.27994573599086114
YDR383C	-0.3726787525827617
YDR384C	-0.29378562276881576
YDR385W	-0.18476819447345744
YDR386W	0.3610184335074415
YDR387C	-0.05393294837820167
YDR388W	
YDR389W	
YDR391C	-0.9347520112214119
YDR392W	-1.15033128735793
YDR393W	0.9626038821724241
YDR395W	0.5982112311038398
YDR399W	0.2760944300448645
YDR400W	0.14723240875234406
YDR401W	-0.02046675868761847
YDR402C	-0.7478516830424335
YDR403W	-1.0691333814628705
YDR405W	
YDR406W	-0.37506176488464316
YDR408C	
YDR409W	0.06063820720566561
YDR411C	-0.5609517389902083
YDR414C	0.8433872537079413
YDR415C	-0.47989219898354135
YDR417C	
YDR418W	0.6866130111909968
YDR419W	-0.3055265898886691
YDR420W	0.24205438105741872
YDR421W	-0.053313471026208176
YDR422C	-0.007859158911672062
YDR423C	-0.6218070104910358
YDR424C	1.9021177702311414
YDR425W	0.23074499578676844
YDR426C	0.03670157634276638
YDR428C	0.3574080795472765
YDR430C	-0.3124747556465848
YDR431W	1.493302936400251
YDR432W	
YDR433W	
YDR435C	-0.6140106754545939
YDR436W	0.44874908341044556
YDR438W	-0.2005026224749131
YDR439W	0.6027478085805463
YDR440W	-0.20569755503420148
YDR441C	-0.11385833610346069
YDR442W	
YDR443C	-1.0610318095529656
YDR444W	0.21832267921619566
YDR445C	-0.18633672220931474
YDR446W	-0.46005050986019097
YDR447C	1.0918338414257103
YDR448W	
YDR450W	0.302574553938154
YDR451C	-0.6443584983401949
YDR452W	0.24298358281842591
YDR453C	0.29535728768790737
YDR455C	0.1394343868539739
YDR456W	-0.23303970225785103
YDR457W	-0.21888994471264364
YDR458C	0.08805782495080208
YDR459C	-0.3018868224116356
YDR461W	0.10702712442986134
YDR462W	
YDR463W	0.033730961518417486
YDR465C	-0.877081749617996
YDR466W	-0.6934522354419602
YDR467C	-0.3637355038773119
YDR469W	-0.11175759393446018
YDR470C	1.633630308872331
YDR471W	0.33541632905478036
YDR475C	1.055883483561272
YDR476C	0.1968901663694164
YDR477W	-1.3411548340542678
YDR479C	-0.059350113790871954
YDR480W	0.34493963241544173
YDR481C	-0.10093517141732662
YDR482C	0.5783748278567857
YDR483W	-0.4677444600851921
YDR484W	
YDR485C	1.4110833925553785
YDR486C	-0.6527563606172714
YDR488C	-0.19611847691261508
YDR490C	0.8829403667386461
YDR491C	-0.18347606292867055
YDR492W	-0.319746605495427
YDR493W	0.3111356834599939
YDR494W	0.39057045465685347
YDR495C	
YDR496C	-0.2881993227722543
YDR497C	1.127204251103028
YDR500C	0.4589068874404576
YDR501W	-0.6504351755019155
YDR502C	-0.4574808118595973
YDR503C	-0.10756254068427745
YDR504C	-0.03119503710207722
YDR505C	-0.38804850389801787
YDR506C	-0.02268743163337639
YDR507C	
YDR508C	-0.42121160010461745
YDR509W	-0.019925270098117454
YDR511W	-0.07240532382846097
YDR512C	0.4776386130193807
YDR513W	-0.23066539124272983
YDR514C	-0.08195773211010672
YDR515W	-0.15320780061136705
YDR516C	0.6645248339735036
YDR517W	0.19062412393385894
YDR518W	
YDR519W	-0.0754699498343177
YDR520C	-0.2502885769859415
YDR521W	-0.3242967516162924
YDR522C	-0.15781729841964134
YDR523C	-0.0009174188391057407
YDR524C	0.5717318531844835
YDR525W	0.08198697807937172
YDR525W-A	0.08452611532409958
YDR528W	-0.3041159977321878
YDR529C	
YDR530C	-1.0077147461111673
YDR532C	
YDR533C	
YDR534C	0.4795622764903657
YDR535C	-0.286878428171585
YDR536W	-0.23112070318375214
YDR537C	-0.8710322120324372
YDR538W	0.2865853572862604
YDR539W	-0.5963968826778592
YDR540C	0.6237552703150616
YDR541C	-0.3553333322745288
YEL001C	0.13097848780446433
YEL003W	8.59642196090234
YEL004W	-0.14907656912571896
YEL005C	-0.10317492818185255
YEL006W	-0.045486988592513065
YEL007W	-0.6924079648201359
YEL008W	-0.24405621597752788
YEL009C	-0.10637931295797225
YEL010W	-0.17830663562695723
YEL011W	-0.7217422825746981
YEL012W	-0.3314539407159283
YEL013W	-0.8062369404915589
YEL014C	0.4179541568235102
YEL015W	0.8476035587264382
YEL016C	-0.07661516302525309
YEL017C-A	0.08713300051002446
YEL017W	-0.04814202704257828
YEL018W	-0.25063044473490576
YEL020C	-0.19843349083630865
YEL023C	-0.2850412595372861
YEL024W	
YEL025C	-0.5505681062480852
YEL027W	
YEL028W	0.11045482346698175
YEL029C	
YEL030W	-0.30719368013862847
YEL031W	-0.45951404798505285
YEL033W	
YEL036C	
YEL037C	-0.4130373129867516
YEL038W	-0.11843054460961756
YEL039C	-0.2483353089218839
YEL040W	-0.1038390212717451
YEL041W	0.011516759132319787
YEL042W	-0.46096706846589774
YEL043W	-0.2242155617782933
YEL044W	
YEL045C	
YEL046C	
YEL047C	0.028655945099028777
YEL048C	0.1819963855324024
YEL049W	0.008952593126863232
YEL050C	
YEL051W	
YEL052W	0.12607514504958253
YEL053C	0.1522668387244117
YEL054C	0.0018555429860890628
YEL056W	0.048302672559549384
YEL057C	-0.22898034613309098
YEL059W	0.4892016121510698
YEL060C	0.5180022107698321
YEL061C	0.6283662852430885
YEL062W	-0.508378608422319
YEL063C	-0.3443502102525475
YEL064C	0.226674790067911
YEL065W	0.05493044875102899
YEL066W	0.05055065579242555
YEL067C	-0.3789927967431988
YEL068C	-0.37045325849137456
YEL071W	0.2608417481294639
YEL072W	
YER001W	0.1326420374186063
YER002W	0.4384679660799486
YER004W	-0.29621241061178605
YER005W	0.6876391033058217
YER007C-A	-0.2599444585342001
YER007W	0.5660807011440507
YER010C	
YER011W	-0.2762024139387959
YER014C-A	
YER014W	
YER016W	
YER017C	
YER019C-A	0.3157489593120667
YER019W	0.49519365331583326
YER020W	0.4171304280748092
YER024W	0.03497106582044712
YER027C	0.046474091686644195
YER028C	0.09079540097322096
YER030W	-0.44055911683479654
YER031C	-0.23882164917399323
YER032W	
YER033C	0.03947887109749593
YER034W	0.016298203894276223
YER037W	0.051226715245933384
YER038W-A	-0.02521931386121808
YER039C	0.33702168903620355
YER039C-A	-0.16601189322719273
YER040W	0.3124497822538391
YER041W	-0.8263359888081048
YER042W	0.2214014177951578
YER044C	
YER044C-A	-0.2716516055664643
YER045C	-0.08223415291817668
YER046W	-0.7688789001144548
YER046W-A	0.44022096094511165
YER047C	0.4545141374729977
YER048C	0.0025115400459775217
YER049W	0.5311520949143771
YER050C	
YER051W	0.29204234896535736
YER052C	
YER053C	-0.021247336668621362
YER054C	
YER055C	0.14724298455505463
YER056C	0.4469761591115095
YER056C-A	1.4688841312053074
YER057C	-0.022766186209542752
YER058W	
YER059W	-1.1536211090615505
YER060W	-0.19265144739285764
YER060W-A	-0.09764800015100947
YER061C	
YER062C	0.1429452696376554
YER063W	0.06982472138522344
YER064C	-0.27606943640884424
YER065C	-0.3177819307881465
YER066C-A	0.10797797405188866
YER066W	-0.1728999451971538
YER067C-A	0.3720200586867804
YER067W	0.36415257730846007
YER068C-A	
YER068W	
YER069W	
YER070W	
YER071C	0.667651577505815
YER072W	0.441290794750309
YER073W	0.17098690692601112
YER074W	
YER075C	-0.34188051968221
YER077C	
YER078C	0.2129553680312848
YER079W	-0.17836242259070276
YER080W	-0.08414269188117567
YER081W	0.2100893632003659
YER083C	
YER084W	-0.3660295279206099
YER085C	-0.4947862804690754
YER086W	
YER087C-B	0.4199099552868434
YER087W	
YER088C	0.7878307189542714
YER089C	-0.6952310005871766
YER090W	
YER091C	
YER091C-A	-0.6541220626117368
YER092W	-0.0703109574615568
YER093C-A	-0.8100547283704542
YER095W	1.0356158506228634
YER096W	-0.24010114872060867
YER097W	-0.5802213155810115
YER098W	-0.14471438206026652
YER101C	-0.3535083148255629
YER103W	-0.13634631511519582
YER106W	-0.028173950610980835
YER110C	0.4690623436443692
YER111C	
YER113C	-0.43482101073434404
YER114C	0.3556383633017569
YER115C	1.0292616928780458
YER116C	
YER117W	0.4308137365093303
YER118C	0.3019257739186403
YER119C	-0.030702335435554402
YER119C-A	-1.47397435035773
YER120W	-1.382881993154759
YER121W	-0.01921243621653234
YER122C	
YER123W	0.8021334050881814
YER124C	0.20433568773230612
YER128W	-0.14434129990880393
YER129W	-0.2871260487816392
YER130C	0.6405739876283599
YER131W	2.169807595140159
YER132C	-0.35055936561704143
YER134C	0.08559758449847643
YER135C	-0.3482351103567958
YER137C	0.21312771248758428
YER139C	-0.5444108693044117
YER140W	-0.5165595605516428
YER141W	
YER142C	-0.06475273457569732
YER143W	-0.48143509217823166
YER144C	0.4251528254207141
YER145C	0.23372771015888333
YER149C	0.4118397946031027
YER150W	0.29859049906182605
YER151C	-0.6694716853914424
YER152C	0.002182642901310016
YER153C	
YER154W	
YER155C	0.3768061132705044
YER156C	
YER158C	0.22360043950757508
YER161C	-0.46323937216088584
YER162C	0.44106717387678074
YER163C	
YER164W	-0.49811017433116866
YER166W	-0.059422521889282424
YER167W	2.7397760443421566
YER169W	-0.04943364177985848
YER170W	0.06894704937358123
YER173W	0.1647145960741826
YER174C	-0.4468422171636448
YER175C	-0.04740272720808773
YER176W	-0.12792990876188526
YER177W	-1.3180619543827023
YER178W	0.3313863438108223
YER179W	0.09442139957224283
YER180C	-0.5913791718662799
YER181C	0.09237787009764996
YER182W	0.40051221524695874
YER183C	0.12487986134277054
YER184C	0.14524383704783406
YER185W	0.25927474063816874
YER186C	-0.14735015427072828
YER187W	-0.3122873768655313
YER188W	0.6085955875368891
YFL001W	0.17487415117638944
YFL003C	-0.18885333805194504
YFL004W	-0.14862929463878202
YFL007W	-0.28308933040435547
YFL010C	-0.03783286762034251
YFL010W-A	0.021042912576321605
YFL011W	-0.16658016971946196
YFL012W	0.28545926682571676
YFL012W-A	-0.07108724232180343
YFL013C	-0.559099442059802
YFL014W	-0.020410084012526194
YFL015C	-0.31151795320978637
YFL016C	
YFL018C	
YFL019C	0.5344798936614447
YFL020C	-0.08963080310542662
YFL021W	-0.216141190459042
YFL023W	2.2674020742786394
YFL025C	0.7441098691298782
YFL027C	-0.20337561865210946
YFL028C	-0.3503298315758564
YFL030W	-0.29722582944625014
YFL031W	
YFL032W	
YFL033C	-0.026940320842708684
YFL034C-A	0.10502489735335467
YFL034W	-0.1754158014397821
YFL036W	
YFL040W	-0.25658885461709496
YFL041W	-0.1348360944592097
YFL042C	-0.07635549628805684
YFL044C	-0.1430461143942531
YFL046W	-0.15043348526082959
YFL047W	-0.03758651685217341
YFL048C	0.26405633479716906
YFL049W	-0.12610251174192458
YFL050C	-0.5573596826483204
YFL051C	-0.27387389908605314
YFL052W	-0.21140352275496976
YFL053W	0.16012730676996467
YFL054C	-0.31061048782479256
YFL055W	0.03477550948119259
YFL063W	0.07795895557302993
YFR001W	
YFR006W	-0.5253597726714352
YFR007W	-0.9172033911748964
YFR008W	-1.0234146291920045
YFR009W	-0.4057611662080227
YFR010W	-1.5073919443398967
YFR011C	0.2574109872413427
YFR012W	0.34144531687501717
YFR013W	-0.4467259995849818
YFR014C	-0.9697946056458212
YFR015C	-0.1454268069432189
YFR016C	0.161595626323972
YFR017C	-0.3102215685794645
YFR018C	-0.19545865882969318
YFR019W	
YFR020W	0.25098058815341256
YFR021W	-0.039461163498438125
YFR022W	0.36834372811170446
YFR023W	-0.1913208119903093
YFR024C-A	-0.09832069534908522
YFR025C	-0.3179141677152216
YFR026C	-0.01873522691676905
YFR030W	-0.7985427452003943
YFR031C-A	-0.09055491416237262
YFR032C	-0.08082747242303727
YFR032C-A	1.0006340442902795
YFR033C	0.2789692424362242
YFR034C	0.18920961928783883
YFR035C	0.13627962477053748
YFR036W	1.0503426169914576
YFR038W	-0.5232544849340467
YFR039C	0.9124363000506351
YFR040W	-0.30354925485833545
YFR041C	-0.6396188100084312
YFR043C	-0.37587407895502617
YFR044C	-0.35322611348452193
YFR045W	-0.5460575234133794
YFR046C	-0.15286757426007924
YFR047C	0.11597309025646954
YFR048W	-0.2732299681604694
YFR049W	-0.2678054497563469
YFR053C	0.3565825371992589
YFR054C	-0.3585647952945482
YFR055W	0.5040605154564932
YFR056C	-0.4347355566964783
YFR057W	-0.2589736412717183
YGL002W	-0.5647238843619637
YGL003C	0.9688935090190474
YGL004C	-0.6524718419396216
YGL005C	0.33167386762524514
YGL006W	0.15096891579936694
YGL007W	-0.3813388976307834
YGL010W	-0.27549486800336104
YGL012W	
YGL013C	-0.5923602022365831
YGL014W	0.07595634115933787
YGL015C	-0.23956701936468128
YGL016W	-0.6710256158951436
YGL017W	-0.7356931264094377
YGL019W	2.792914198250101
YGL020C	
YGL021W	-0.46070224675986854
YGL023C	-0.7511469409725073
YGL025C	-1.7968864891564258
YGL026C	
YGL027C	0.49639260598049606
YGL028C	0.28859825488155955
YGL031C	0.5149734142063026
YGL032C	0.0458605375963341
YGL033W	-0.6014195757077825
YGL034C	0.0012737696272475825
YGL035C	0.4905210658525417
YGL036W	-0.7491657424451978
YGL037C	-0.875120600763708
YGL038C	
YGL039W	-1.0698978624801063
YGL041C	0.025272590509246136
YGL042C	-1.529703839285787
YGL043W	-1.4604448413191113
YGL045W	-0.1265744342803877
YGL049C	-0.17657197433962665
YGL050W	0.2575149205663943
YGL051W	-0.4547198233830959
YGL053W	-0.10062467414719768
YGL054C	-0.9501286361602344
YGL056C	-0.06991877356177213
YGL057C	-1.0131768067408882
YGL058W	
YGL059W	0.029399375130745056
YGL060W	0.08977049263299848
YGL062W	-0.09573996807309658
YGL063W	-0.4605481071233319
YGL064C	
YGL066W	0.1528413558887305
YGL067W	0.390324232975575
YGL070C	
YGL071W	
YGL072C	-0.668510452094381
YGL076C	
YGL077C	0.09130745201613226
YGL078C	0.4984418947781442
YGL079W	-0.42832591141448423
YGL080W	
YGL081W	
YGL082W	0.053207362555111805
YGL083W	-0.4489333330139068
YGL084C	
YGL085W	0.27514900002718223
YGL086W	-0.7470907680296714
YGL087C	-0.9164386362871991
YGL088W	
YGL089C	0.31875812201853787
YGL090W	-0.3279734644266117
YGL094C	-1.127308616566993
YGL095C	
YGL096W	0.1236591367299638
YGL101W	0.09959673871344127
YGL104C	0.2999987086836746
YGL105W	0.5870789380791105
YGL107C	
YGL108C	0.13228405726899337
YGL109W	0.31114455284046555
YGL110C	0.22954325497925626
YGL114W	-0.2773269289941591
YGL115W	-0.999870737868066
YGL117W	0.06625619640274702
YGL118C	-0.14546459483924898
YGL121C	0.07867496151015568
YGL124C	-0.14835034981723352
YGL125W	-1.5420720754312354
YGL126W	0.27427956349115257
YGL127C	-1.3922910659805443
YGL129C	
YGL131C	0.04149204556568958
YGL132W	0.8438398948780347
YGL133W	-0.12493221404817463
YGL135W	
YGL136C	-0.08620123689475476
YGL138C	0.34447341529466025
YGL139W	-0.3747725934489292
YGL140C	-0.8317528242387277
YGL141W	0.4406352319364895
YGL143C	
YGL144C	0.36019443192859835
YGL146C	-0.0587514066138559
YGL147C	5.789742780145153
YGL148W	
YGL149W	-0.0814280282879248
YGL151W	-1.2568037252514856
YGL152C	0.2605992535827045
YGL153W	-0.12827985216328003
YGL154C	0.5372537254860659
YGL156W	-0.07047657306469457
YGL157W	-0.3919327887181558
YGL158W	-0.35491202312637016
YGL159W	-0.15984583036594704
YGL160W	-0.13591643504113843
YGL161C	-0.7791144206560267
YGL162W	0.2304255462067337
YGL163C	
YGL164C	0.21950179459962496
YGL165C	0.38436199544663996
YGL166W	1.4895894557822547
YGL167C	
YGL168W	
YGL170C	0.25205716599537786
YGL175C	0.9113615042004525
YGL176C	0.013271856438665276
YGL177W	-0.32342697339023463
YGL179C	-0.14820974764472108
YGL180W	0.8069175786368507
YGL181W	-0.518716726659131
YGL194C	-1.4876090230881176
YGL195W	-1.1340266150854883
YGL196W	-0.7227033728793579
YGL197W	0.2691203389335428
YGL198W	-0.13298950577806407
YGL199C	0.33405638437733404
YGL200C	-1.0292399031958341
YGL202W	0.1730206449932871
YGL203C	2.1236801765237505
YGL206C	
YGL208W	0.19548826256068022
YGL209W	0.07386424546155317
YGL210W	1.4317933167699395
YGL211W	4.745438333986214
YGL212W	-0.6002998625241244
YGL213C	6.8143353555464765
YGL214W	9.115931790323607
YGL215W	-0.3398627520823882
YGL216W	1.0200779050068582
YGL217C	1.541153679881743
YGL218W	
YGL219C	
YGL220W	-0.36024776579558043
YGL221C	-0.39982666240799736
YGL222C	-0.19276113062153594
YGL223C	
YGL224C	-0.1796067235365383
YGL226C-A	-0.1594716096222385
YGL226W	-0.45067602182074673
YGL227W	-0.48469591318182587
YGL228W	-1.1950590425023542
YGL229C	-0.6135103220147448
YGL230C	0.11872837359204305
YGL231C	0.26371827853273117
YGL232W	0.34287547764130244
YGL234W	
YGL235W	0.4300055180738974
YGL236C	
YGL237C	1.3989761466217745
YGL240W	
YGL241W	-1.2879967671719812
YGL242C	0.20191848613540922
YGL243W	-0.45957871496810154
YGL244W	-1.1894430753154597
YGL246C	
YGL248W	-0.1581322862059096
YGL249W	-0.32865121354649757
YGL250W	0.06544148513810902
YGL251C	
YGL252C	-0.21411683966437536
YGL253W	-0.32697050983650394
YGL254W	-0.31430221465036334
YGL255W	-0.5584343865217026
YGL256W	-0.3965599434258927
YGL257C	-0.29987723415009226
YGL258W	-0.9824898197930348
YGL259W	-0.26658001637952217
YGL260W	-0.2631851330715294
YGL261C	-0.26592141239960587
YGL262W	-0.17072442316023154
YGL263W	-0.28144369710030903
YGR001C	-1.4156348126844178
YGR003W	-0.33861249779602304
YGR004W	-1.0713664510268304
YGR006W	
YGR007W	-0.20489104513290163
YGR008C	-0.08481716890541725
YGR010W	-0.7820156763833646
YGR011W	0.36537255426312704
YGR012W	-0.035945604724733855
YGR014W	-0.4976900159924089
YGR015C	-0.06886506975163392
YGR016W	-0.607787749910026
YGR017W	-0.7469352897887261
YGR018C	0.1592437489652497
YGR019W	-0.2392491732883619
YGR020C	
YGR021W	-0.6015143743546999
YGR022C	0.7880930943489514
YGR023W	0.21493023844066508
YGR025W	0.4420076086717583
YGR026W	-0.1023136284723274
YGR027C	2.41967930185888
YGR028W	-0.701900178317781
YGR031W	0.1513077272092878
YGR032W	0.21303361140617158
YGR033C	-0.36876454167038936
YGR034W	0.7167009958407435
YGR035C	-0.27349795643553265
YGR036C	
YGR037C	-1.776809229361216
YGR038W	0.36333049333940964
YGR039W	-0.05037121383280475
YGR040W	0.5359261079868921
YGR041W	-0.044861577948514565
YGR042W	0.15787038665037834
YGR043C	0.0065425539469776625
YGR044C	0.20030536342677016
YGR045C	0.08927642646845504
YGR049W	-0.4087771717290272
YGR050C	0.08285045600940327
YGR051C	-0.21098623118658874
YGR052W	-0.008639732594514222
YGR053C	-0.06719858762845768
YGR054W	2.773923154282047
YGR055W	-0.5729519313713632
YGR056W	1.2655973388170079
YGR057C	1.5722354691978968
YGR058W	0.5264931975650229
YGR059W	-0.37382640690792973
YGR061C	
YGR062C	
YGR063C	-1.940315080025472
YGR064W	
YGR066C	0.14835523621391689
YGR067C	0.4244798759462771
YGR068C	-0.6407644991346124
YGR069W	-0.5362300016452174
YGR070W	-0.35768228278905273
YGR071C	0.1205615765266638
YGR072W	3.2618482173656833
YGR076C	
YGR077C	0.3612548319495592
YGR078C	
YGR079W	-0.06473022510905735
YGR080W	0.13498825057193078
YGR081C	0.5846807251577244
YGR084C	-0.4281079263711238
YGR085C	-0.676765965310081
YGR086C	-0.35493937352136423
YGR087C	-0.7982978680811216
YGR088W	0.23352953703461926
YGR089W	-0.5745329429077373
YGR092W	-0.2731961909085809
YGR093W	-0.46422324870844733
YGR096W	0.5961846510350128
YGR097W	0.7746360195534917
YGR100W	-0.6442137908226966
YGR101W	
YGR102C	
YGR104C	
YGR105W	
YGR106C	-0.2388396466280029
YGR107W	-0.8825074529095375
YGR108W	-0.6429603639953972
YGR109C	-0.19400449960932467
YGR110W	-0.32570573386242013
YGR111W	-0.6473304641869715
YGR112W	0.8179541308111874
YGR117C	0.37310709714829754
YGR118W	1.5797422951843165
YGR121C	-0.12358316542935001
YGR122C-A	0.41635717551757984
YGR122W	-0.5589269312421226
YGR123C	-0.3048350491861371
YGR124W	0.7957364732387794
YGR125W	0.22639375299204917
YGR126W	-0.05133943511189421
YGR127W	0.04473278354036722
YGR129W	0.24916947132725745
YGR130C	0.14695246066396894
YGR131W	-0.16459168047873987
YGR132C	-0.0002500516296920096
YGR133W	-0.2017478203121441
YGR134W	-0.11096606915822134
YGR135W	-1.5617188291614494
YGR136W	-0.06790957465980564
YGR137W	-0.015211703605474143
YGR138C	0.044122959941655306
YGR139W	0.13623672953027896
YGR141W	0.6231156360925264
YGR142W	0.23611014617831436
YGR143W	-0.38799700205159665
YGR144W	-0.44106909989612536
YGR146C	0.6392501902247261
YGR148C	0.7752712973100355
YGR149W	-0.1477757206181169
YGR150C	
YGR151C	2.515045241355174
YGR152C	-0.23304652597725678
YGR153W	-0.6885645982692457
YGR154C	-0.7658275099983611
YGR155W	
YGR157W	-1.1454538059765391
YGR159C	
YGR160W	
YGR161C	0.040468403863585585
YGR162W	-0.8754703184891354
YGR163W	-0.0643182303073116
YGR164W	-0.25639379927363926
YGR165W	
YGR166W	0.2613149871387129
YGR167W	
YGR168C	-0.35554056907831355
YGR169C	-0.15196222042801122
YGR170W	0.5380988435919084
YGR171C	
YGR173W	-0.3824681709210089
YGR174C	0.33092577634277376
YGR176W	-0.40973933980963734
YGR177C	-0.15211380822011855
YGR178C	-0.28549764843151604
YGR180C	
YGR181W	-0.32251708324026246
YGR182C	0.31307139795068284
YGR183C	0.829997116835678
YGR184C	-1.5627308118102903
YGR187C	0.08129197482021365
YGR188C	-1.7288353916138548
YGR189C	0.3170321540281419
YGR192C	-0.22141528008957342
YGR193C	-0.39215403366244206
YGR194C	-0.5250322359644339
YGR196C	0.27021250441061456
YGR197C	-0.275506316816151
YGR199W	-0.5644045756392656
YGR200C	6.904117599030208
YGR201C	-0.6142601178131701
YGR202C	-0.3454813080308604
YGR203W	-0.41731045102149467
YGR204W	
YGR205W	-0.12269833693448808
YGR206W	-0.2975904136713399
YGR207C	0.2673646125138595
YGR208W	-0.2999837701972238
YGR209C	-0.2849656382206017
YGR210C	-0.3434449656625997
YGR212W	-0.34747214359389766
YGR213C	-0.20362277858844532
YGR214W	0.18429265973750736
YGR215W	
YGR217W	0.41079650968084275
YGR219W	
YGR220C	
YGR221C	0.9004678412459288
YGR222W	
YGR223C	-0.2246722279797804
YGR224W	-0.2145258597931831
YGR225W	-0.053301223355486184
YGR226C	0.21765637256476517
YGR227W	-0.08670575688119574
YGR228W	2.699373682724911
YGR229C	
YGR230W	-0.31659408511027104
YGR231C	-0.08814497205402724
YGR232W	-0.31537556366537295
YGR233C	1.3308824716336356
YGR234W	-0.4835433870929925
YGR235C	-0.0024919773955467414
YGR236C	0.3272927396563119
YGR237C	-0.6835862640461958
YGR238C	0.5795134759957945
YGR239C	-0.0036187310729400212
YGR240C	
YGR241C	-0.19361481601668026
YGR242W	0.037743682690148654
YGR243W	0.045488945319362
YGR244C	0.39858493377305254
YGR247W	-0.015577543382998939
YGR248W	-0.20476706481677986
YGR249W	0.3871664298261587
YGR250C	-0.3902312759270908
YGR252W	
YGR254W	0.17908389059370655
YGR255C	
YGR256W	0.18058897456053655
YGR257C	
YGR258C	-0.2052238020405169
YGR259C	1.0713215690209914
YGR260W	0.6446369037728635
YGR261C	0.6480750740504971
YGR262C	
YGR263C	-0.0681864287497036
YGR266W	-0.23371608112492376
YGR268C	0.04977797487189979
YGR269W	0.2071423277450356
YGR270W	-0.27015000398072275
YGR271C-A	
YGR271W	-0.007363680425414173
YGR273C	0.21690755352397673
YGR275W	0.12239437366610462
YGR276C	0.10549541678917218
YGR279C	0.5140418880695329
YGR281W	-0.09690067484223408
YGR282C	0.0408405563352597
YGR283C	0.3567527202743881
YGR284C	-0.4740415045196168
YGR285C	
YGR286C	0.14886300900804106
YGR287C	-0.20096288516881386
YGR288W	0.04330813768901264
YGR289C	-0.4732147885150468
YGR290W	0.17642432080822545
YGR291C	-0.40198997210254783
YGR292W	0.14028701528807566
YGR295C	-0.0016398592419245438
YHL002W	-0.7516189525538398
YHL003C	-0.2506656469552739
YHL005C	0.37999879659303526
YHL006C	-0.15019931942961556
YHL007C	
YHL008C	0.04719644716561003
YHL009C	-0.299955184871773
YHL010C	-0.1568380962598349
YHL011C	-1.57185421009466
YHL012W	-0.26872315625025867
YHL013C	-0.531169699087953
YHL014C	0.5774378860106462
YHL016C	-0.24587550304525255
YHL017W	0.10263422330793141
YHL019C	0.04540785465464079
YHL020C	-0.2472239638673713
YHL021C	-0.0888505731943152
YHL022C	0.2644923459354202
YHL023C	-0.7346188350169842
YHL024W	0.014115020320170191
YHL025W	-0.9691703333698661
YHL026C	-0.15517326997067826
YHL027W	-0.6714632503009355
YHL028W	-0.5090183798384001
YHL029C	-1.5093602515355902
YHL030W	-0.24175198556486924
YHL031C	
YHL032C	0.0982821472531677
YHL033C	0.030019293363121386
YHL034C	2.660281456437687
YHL035C	-0.2044075602482835
YHL036W	-0.26662778860473774
YHL037C	-0.5278206474591721
YHL038C	
YHL039W	-0.13383404663603896
YHL040C	-0.4146753971103374
YHL041W	-0.8285364319138847
YHL042W	-0.19888258406062595
YHL043W	-0.1123818696857267
YHL044W	0.7559984624656778
YHL045W	-0.008863848195805312
YHL046C	0.365353966099322
YHL047C	0.03713416518464495
YHR001W-A	0.6134185647916855
YHR003C	-0.13029561007047208
YHR004C	6.16183661265784
YHR006W	-0.3614366228504606
YHR008C	
YHR009C	-0.055939150701195116
YHR010W	
YHR011W	
YHR012W	0.08487261568422748
YHR013C	-1.1616527443627274
YHR014W	-0.2638558942210001
YHR015W	-0.5306856348128891
YHR016C	-0.1401828733019336
YHR017W	-0.22035114959589586
YHR018C	-0.08965500157625629
YHR021C	-0.014951315053988576
YHR021W-A	0.1911840524906088
YHR022C	0.2810957375857947
YHR025W	
YHR026W	
YHR028C	-0.28573667711351164
YHR029C	-0.1114640968540038
YHR030C	
YHR031C	0.540962311546772
YHR032W	-0.17780908172272664
YHR033W	-0.37190216957578875
YHR034C	0.31888610815861684
YHR035W	-0.20560448878583323
YHR037W	-0.35446591713301034
YHR038W	
YHR039C	-0.012814791218598893
YHR039C-A	
YHR041C	
YHR043C	-0.10404297567249733
YHR044C	-0.40575571384654807
YHR045W	0.20031264830704523
YHR046C	-0.1244924397600676
YHR047C	-0.3750180575554233
YHR048W	0.10376356891695593
YHR049C-A	-0.24276518985397547
YHR049W	-0.20340588209382357
YHR050W	0.1924619257670385
YHR051W	
YHR057C	-0.6154654460131076
YHR059W	
