orf	hom | growth (pooled culture, barseq) | mono(2-ethylhexyl) phthalate [2.3 mM] | YPD, 25 mM HEPES, pH 6.8, DMSO | Alfatah M~Arumugam P, 2019
YBL028C	-0.38607036644441883
YBL029W	0.22740135793129818
YBL031W	0.46205523313608354
YBL032W	-0.7981198794956542
YBL033C	2.554202850208011
YBL036C	-0.8212366038623964
YBL037W	-0.07273020411887383
YBL038W	-0.04960401003383875
YBL039C	-0.6081222172841847
YBL042C	-0.3624159162596001
YBL043W	-0.015307532558194704
YBL044W	-0.8591781018114311
YBL045C	-0.42066106369877815
YBL046W	-0.3069485863254466
YBL047C	0.5306779072058464
YBL048W	-0.029638804629276445
YBL049W	-0.724981860883979
YBL051C	0.20162927208762824
YBL052C	-0.3083924944963019
YBL053W	-0.19733989740702057
YBL054W	-0.3665847590290782
YBL055C	-0.15791500581149245
YBL056W	0.5392410606181346
YBL057C	-0.5369208556215508
YBL058W	-0.044116717251843005
YBL059W	-0.545198795892647
YBL060W	-0.31621773171225415
YBL061C	-0.259267939419831
YBL062W	0.5576773368446858
YBL063W	0.2801602994454652
YBL064C	0.480961480303237
YBL065W	-0.051372733989001704
YBL066C	-0.3631803549690247
YBL067C	-0.2180857145612796
YBL068W	-0.04397906102717865
YBL069W	0.4495402190888568
YBL070C	0.12781185540760326
YBL071C	-0.23740011360068317
YBL072C	-0.7567702953873117
YBL075C	-0.051372733989001704
YBL078C	-0.7572326385139216
YBL079W	-1.5932725265986214
YBL080C	-0.4131470041507857
YBL081W	-0.5434509521565064
YBL082C	-0.719045076188496
YBL083C	-0.6805471485347341
YBL085W	0.3766365424655878
YBL086C	-0.10905675653628674
YBL087C	-0.3166527499992522
YBL088C	0.14132975726824973
YBL089W	0.23610639488665042
YBL090W	0.09295880481195903
YBL091C	0.3277298060340701
YBL091C-A	0.28431442170201326
YBL093C	-0.051372733989001704
YBL094C	-0.6520810820943809
YBL095W	-1.5199707828872588
YBL096C	0.15469424226401313
YBL098W	0.140923764211836
YBL099W	-0.06152281276921895
YBL100C	-0.4201635253648151
YBL101C	-0.05803514637883267
YBL102W	-0.20687570823225293
YBL103C	0.45718740913176953
YBL104C	-0.3678080322654591
YBL106C	-0.14123777001745508
YBL107C	0.2211869960793939
YBR001C	0.36319324219122695
YBR003W	-0.051372733989001704
YBR005W	0.1284802909760749
YBR006W	-0.05742156617296971
YBR007C	0.19902370953332596
YBR008C	-0.40911637239881754
YBR009C	-0.4048827258314112
YBR010W	-1.1516771915914636
YBR012C	-0.051372733989001704
YBR013C	0.391906917273598
YBR014C	-3.2977381358843494
YBR015C	-3.538465759738564
YBR016W	0.6427292156433777
YBR017C	-0.051372733989001704
YBR018C	0.49517117875082683
YBR019C	-0.4451060415096967
YBR020W	0.6127813306323835
YBR021W	-0.051372733989001704
YBR022W	0.28899787184111275
YBR023C	-0.014266607571530907
YBR024W	-1.6137446918572098
YBR025C	0.5937024347809345
YBR026C	1.3364254221757013
YBR027C	-0.3372962362735078
YBR028C	-0.4936433173978349
YBR030W	0.4447114145183011
YBR031W	1.3615268319883755
YBR032W	0.21455490677284778
YBR033W	-0.15938525060833744
YBR034C	0.11131350521558922
YBR035C	-0.04403052193265701
YBR036C	-0.738123315553802
YBR037C	-0.1290705807783125
YBR039W	-0.051372733989001704
YBR040W	-0.3918977082422907
YBR041W	0.4523539051430757
YBR042C	0.08230484734488897
YBR043C	0.14742951218044553
YBR044C	-1.0817204280254686
YBR045C	0.2015106380734422
YBR046C	1.3537336094084336
YBR047W	-0.051372733989001704
YBR048W	-0.25960096523756543
YBR050C	0.05987715496205929
YBR051W	0.01605550447965898
YBR052C	0.0068848106678648
YBR053C	-0.011131430215439761
YBR054W	1.710250101814709
YBR056W	-0.336774485960924
YBR057C	-0.051372733989001704
YBR058C	-0.11576212349812649
YBR059C	0.2847931383609353
YBR061C	-0.051372733989001704
YBR062C	0.12603300178964527
YBR063C	-0.2679223257114723
YBR064W	-0.32029541780556753
YBR065C	-0.32278345819511584
YBR066C	0.429158388463947
YBR067C	0.5038385759945347
YBR068C	0.47722913270461254
YBR069C	1.74743152343687
YBR071W	-0.16950297940979442
YBR072W	-0.05062588440120032
YBR073W	-0.0661535439888977
YBR074W	-0.22170157261040335
YBR076W	-0.051372733989001704
YBR077C	0.06591057546979731
YBR078W	-0.5435191471108742
YBR081C	-1.7630336884120443
YBR082C	-0.051372733989001704
YBR083W	-0.28327395112550563
YBR084C-A	1.8059535749631104
YBR084W	0.18192069864843857
YBR085W	-0.051372733989001704
YBR086C	-0.051372733989001704
YBR089C-A	-0.0788349968271456
YBR090C	0.1542377356755122
YBR092C	0.1442245354840295
YBR093C	0.16579545441712584
YBR094W	-0.17182137962947502
YBR095C	-0.051372733989001704
YBR096W	-0.051372733989001704
YBR097W	-0.051372733989001704
YBR098W	0.6393324922601723
YBR099C	-0.24409513248168863
YBR101C	1.0796183828661328
YBR103W	0.4184079161354179
YBR104W	-0.3572959510213564
YBR105C	-1.1536087369000991
YBR106W	2.193276862781024
YBR107C	0.5524775637429407
YBR108W	-2.542253258538891
YBR111C	-0.057514094883441516
YBR112C	0.7703095276428295
YBR113W	-0.46141187034189934
YBR114W	-0.09185170047699863
YBR115C	-0.051372733989001704
YBR116C	-0.3065731016706421
YBR117C	-0.051372733989001704
YBR118W	-0.051372733989001704
YBR119W	-1.4237099331117478
YBR120C	0.41876881624502366
YBR121C	-0.04403052193265701
YBR122C	-0.051372733989001704
YBR125C	-0.21995235620618636
YBR126C	2.4851534547459577
YBR127C	-1.0838473822155108
YBR128C	0.0327848433985523
YBR129C	0.44673149491393493
YBR130C	-0.13603185256679606
YBR131W	-0.04751326913973729
YBR132C	-2.8161096025802674
YBR133C	-6.482645847833339
YBR134W	0.42187661566636947
YBR137W	0.07970648527772575
YBR138C	0.2605045656715269
YBR139W	1.571777218584252
YBR141C	-0.796460614927192
YBR144C	-0.052712092984356834
YBR145W	-0.7855086600712097
YBR146W	-2.7940203801461023
YBR147W	-0.010399465844655497
YBR148W	0.020128027948649065
YBR149W	-0.051372733989001704
YBR150C	0.003773590438505819
YBR151W	0.04627362778479559
YBR156C	4.210717473210519
YBR157C	0.448803655682382
YBR158W	2.1616115903488016
YBR159W	-0.051372733989001704
YBR160W	-0.051372733989001704
YBR161W	-0.12460084437193027
YBR162C	-1.7186988740970879
YBR162W-A	0.4542893946058711
YBR163W	-0.25986320521709444
YBR164C	0.05692291697852821
YBR165W	-0.051372733989001704
YBR166C	-0.051372733989001704
YBR168W	0.7404824325154229
YBR169C	-0.13207166580214036
YBR170C	-0.051372733989001704
YBR171W	-2.832330705094866
YBR172C	0.3066874924780661
YBR173C	2.4988889447273066
YBR174C	0.7221459058646433
YBR175W	-0.11725712205079562
YBR176W	0.7928181671094954
YBR177C	0.5051519449553731
YBR178W	0.19815449538410657
YBR179C	0.9058309503001313
YBR180W	0.6593668220534067
YBR181C	-0.33717626624295
YBR182C	-0.7646191118889614
YBR183W	-0.01766919858192418
YBR184W	0.38046783686073377
YBR185C	-0.149918308361629
YBR186W	0.42028190699027523
YBR187W	-0.9966799849050522
YBR188C	-0.09277008521333617
YBR189W	-1.1498019808538227
YBR191W	0.67871594736875
YBR194W	1.1043388510678762
YBR195C	1.6435591244481338
YBR197C	0.014759605269989276
YBR199W	-0.3275885331013417
YBR200W	1.5513078048233961
YBR201W	-0.051372733989001704
YBR203W	-0.5232129561618061
YBR204C	-0.257256790765322
YBR205W	-0.2902844498699501
YBR206W	0.44490020635807537
YBR207W	-0.13867584687611717
YBR208C	0.09475035527512246
YBR209W	-0.051372733989001704
YBR210W	0.22247364416877305
YBR212W	-0.7011978174526773
YBR213W	-0.9702389059723584
YBR214W	-0.3686713434992974
YBR215W	-0.17392656442242718
YBR216C	-0.05070898175055993
YBR217W	-0.12407006394760427
YBR218C	-0.08121492489567142
YBR219C	-0.37478362175307134
YBR220C	-0.15441722082942297
YBR221C	0.0985210738076165
YBR222C	0.12564294825826725
YBR223C	-0.022314405932278264
YBR224W	-0.49892261505732016
YBR225W	0.06444639583829086
YBR226C	0.43745944889183136
YBR227C	0.2201282387421603
YBR228W	-0.03262328795709332
YBR229C	-0.3679891768408232
YBR230C	-0.10672971320188634
YBR231C	1.1264873952813153
YBR232C	-0.6644002804890565
YBR233W	0.26564662351652446
YBR235W	-0.3028733447872185
YBR238C	-0.051372733989001704
YBR239C	0.163842489392549
YBR240C	-0.45010474660588257
YBR241C	0.12266200741317694
YBR242W	-0.2159176840286416
YBR244W	-0.1544790533748807
YBR245C	0.188973052783241
YBR246W	-0.14528687644093297
YBR248C	0.8374337912911737
YBR249C	-0.07336619315478984
YBR250W	0.018456290488149323
YBR251W	0.7915761787969184
YBR255W	-0.270776424814564
YBR258C	-0.09364971384587203
YBR259W	0.15793806260284876
YBR260C	-0.08956436411828324
YBR261C	-0.24950063728876617
YBR262C	0.2542295224722722
YBR263W	-0.35403640080129717
YBR264C	-0.5356064979496767
YBR266C	0.1579663577650765
YBR267W	-1.1185050140605022
YBR268W	0.05672392458515881
YBR269C	0.6036945960777754
YBR270C	0.47754144254233866
YBR271W	0.2550307099229252
YBR272C	-0.051372733989001704
YBR273C	-0.004098282627588284
YBR274W	-1.7052822718272491
YBR275C	0.16606620758301227
YBR276C	-0.07237916438014809
YBR277C	-0.05836555242020729
YBR278W	1.0149518422184112
YBR279W	-1.067878704698008
YBR280C	-3.956887102221021
YBR281C	0.23657182225776618
YBR282W	-1.4225666858081645
YBR283C	-4.185287467788712
YBR284W	0.21824925161514067
YBR285W	-0.46486484727899124
YBR286W	-0.30469094597013996
YBR287W	-3.47074432251842
YBR288C	-0.06079419897934073
YBR289W	-0.051372733989001704
YBR290W	-3.5165768252427467
YBR291C	-1.3427094748839454
YBR292C	-2.10113404601471
YBR293W	-1.1519190147941643
YBR294W	0.021600899620601032
YBR295W	0.4145447236192151
YBR296C	-0.6127953259536282
YBR297W	-0.059634165787525506
YBR298C	-0.04157395942134345
YBR299W	0.3212948800308483
YBR300C	2.2372104516731204
YBR301W	0.43488795032597993
YCL001W	-0.82809872683053
YCL001W-A	-0.18020518440947883
YCL002C	0.326162972761689
YCL005W	-0.5702132485482939
YCL007C	0.8121599381703031
YCL008C	-2.861449415265513
YCL009C	0.08652950070529758
YCL010C	0.19225662337020202
YCL011C	-0.28212511925805434
YCL014W	-0.2515402488133824
YCL016C	5.7745404244437095
YCL022C	-3.0694237682466983
YCL023C	-0.3169849799964952
YCL024W	-0.32874665530778635
YCL025C	-1.38229554585673
YCL026C-A	-0.5844228131335223
YCL027W	-0.3425250805457241
YCL028W	-0.050805605526862745
YCL029C	-1.2083583652973335
YCL030C	0.3394057703425204
YCL032W	-0.051372733989001704
YCL033C	0.6695588837666937
YCL034W	-0.051372733989001704
YCL035C	-0.23513653824080388
YCL036W	-2.363147973979444
YCL037C	-0.051372733989001704
YCL038C	-0.8790808124067527
YCL039W	-0.8518843920037932
YCL040W	0.5168738950010401
YCL041C	-0.051372733989001704
YCL042W	0.17376549573874336
YCL044C	1.5904595676908262
YCL045C	0.6919127449421124
YCL046W	-0.9614519596995429
YCL047C	-0.051372733989001704
YCL048W	-0.051372733989001704
YCL049C	-5.513856169969937
YCL050C	0.26769205302091664
YCL051W	-0.09195985473965763
YCL055W	-0.8144721311121308
YCL056C	-0.9167723700727684
YCL057W	0.08394792724038952
YCL058C	-1.663367723628301
YCL061C	0.6878939331777916
YCL063W	0.5448878598287151
YCL064C	0.19149717229561075
YCL069W	0.30187268116328286
YCL076W	0.27624712978335403
YCR001W	-0.5572395414504749
YCR002C	-0.44448326813459454
YCR003W	0.35533905125175724
YCR004C	0.4736048304594151
YCR005C	-0.3136712373770414
YCR006C	0.1654849836965148
YCR007C	0.07232663752862871
YCR008W	-1.1217352681113404
YCR009C	-2.607552649703325
YCR010C	-0.5013438518633757
YCR011C	-0.051372733989001704
YCR014C	-0.051372733989001704
YCR015C	0.1011775410423403
YCR016W	-0.043927170657415256
YCR017C	-0.9871431445945166
YCR019W	-0.20325676099450016
YCR020C	0.09315668173969982
YCR020C-A	0.11275273505688646
YCR020W-B	-2.293760981381972
YCR021C	-0.5631118694440967
YCR022C	-0.29798316644422546
YCR023C	-0.21002259843882853
YCR024C	-0.2263466309174726
YCR024C-A	-4.445457385838277
YCR025C	-0.6750639946259731
YCR026C	-0.051372733989001704
YCR027C	0.7439725400031563
YCR028C	0.9620156892381032
YCR028C-A	-0.051372733989001704
YCR030C	0.15228240560378162
YCR031C	-0.05353080528009768
YCR032W	-0.3606339826385725
YCR033W	-0.3798522065121841
YCR034W	-3.889933191140651
YCR036W	-0.09384892799191571
YCR037C	0.07431367773472324
YCR043C	-0.3778179408525464
YCR044C	-1.2387355769015607
YCR045C	-0.4388940494686734
YCR046C	0.6486945466234757
YCR047C	0.9208725954276634
YCR048W	2.3555372696968107
YCR049C	0.2329534307782734
YCR050C	0.27655684848089745
YCR051W	0.5159703707181305
YCR053W	-0.30936868868584233
YCR059C	-0.35351194427757354
YCR060W	-0.1237311523445942
YCR061W	-0.36554894600943655
YCR063W	-0.051372733989001704
YCR064C	-0.051372733989001704
YCR065W	0.14179766373467562
YCR066W	-0.051372733989001704
YCR067C	-0.38633042267513956
YCR068W	0.39820521441732115
YCR069W	-0.19961435084126491
YCR071C	0.009816223774455459
YCR073C	0.7201299471888195
YCR073W-A	-0.3437874907308027
YCR075C	-0.601137448424644
YCR076C	-0.49587594977688365
YCR077C	-0.21713752091065455
YCR079W	-1.3295083636568552
YCR081W	-0.1959276365295983
YCR082W	-0.45202417548433454
YCR083W	-0.8735297695361517
YCR084C	1.1000929851914307
YCR085W	0.4869074105372352
YCR086W	-0.5721885848390025
YCR087C-A	0.2663516081478558
YCR087W	0.2006961661897482
YCR088W	0.10875243794941428
YCR089W	0.15875752793286588
YCR090C	0.15736979834526935
YCR091W	0.4273453575033185
YCR092C	-0.20218966117463066
YCR094W	-0.6214998883002419
YCR095C	0.097613774999882
YCR098C	0.35783281642554043
YCR099C	-0.4951881859876695
YCR100C	-0.424551551536621
YCR101C	0.81410182090507
YCR102C	-0.214239896645116
YCR102W-A	0.08552815628520795
YCR105W	0.0846852966860542
YCR106W	0.440597512115318
YCR107W	-0.04781139788713583
YDL001W	-0.45644652100489147
YDL002C	-4.646893064078887
YDL005C	-0.051372733989001704
YDL006W	-2.036083224819856
YDL009C	-0.2649709268289767
YDL010W	-3.9614944023261645
YDL011C	-0.09359978769425603
YDL012C	-1.4324243688305325
YDL013W	-0.49407853022458736
YDL018C	-0.22387254940057225
YDL019C	-1.5467107733246546
YDL020C	-4.450278745961621
YDL021W	0.030353397439268844
YDL022W	0.5715462033418452
YDL023C	-0.051372733989001704
YDL024C	-0.7374678940925643
YDL025C	0.2422200114242486
YDL026W	-0.02712715227352011
YDL027C	-0.24355957948039839
YDL032W	0.3694184321560886
YDL033C	0.026125386859947957
YDL034W	-0.6114159496243363
YDL035C	-0.4024765185981827
YDL036C	-0.8985929974045442
YDL037C	0.193276773672073
YDL039C	1.0929810075843556
YDL040C	-1.0522021264562746
YDL041W	-0.4597046327834557
YDL042C	-0.051372733989001704
YDL044C	-1.0566372292427515
YDL045W-A	-0.051372733989001704
YDL046W	-0.5846579218679769
YDL047W	-8.327437417100134
YDL048C	-1.004574255229249
YDL049C	-0.5370102460015246
YDL050C	-0.16027046027313913
YDL051W	-0.12567148859409485
YDL052C	-0.3997861320006993
YDL053C	-0.07038918046820034
YDL054C	0.6841230688031706
YDL056W	1.2866839496482279
YDL057W	-0.5367918172374047
YDL059C	0.35647227208633503
YDL061C	-0.4512969615865997
YDL062W	0.1700991702466806
YDL063C	-0.42993081746624834
YDL065C	1.8931099157281692
YDL066W	-0.13860690547700136
YDL067C	-1.6926179829211632
YDL068W	0.19375997369442047
YDL069C	-0.26717755797035003
YDL070W	-0.20322421554687872
YDL071C	-0.07063044066842615
YDL072C	0.5706198204243743
YDL073W	-0.9235898788160438
YDL074C	-0.1350106522752689
YDL075W	0.5749072237262494
YDL076C	-1.6848611056955358
YDL077C	-0.542891749720124
YDL078C	0.06393975427685913
YDL079C	0.3516382471107806
YDL080C	-0.18632928946308014
YDL081C	-6.418967000314016
YDL082W	-0.051372733989001704
YDL083C	0.8111399202026375
YDL085W	0.25225477692747944
YDL086W	0.03341359753333886
YDL088C	0.07557620414910059
YDL089W	-0.4124367147138288
YDL090C	0.7946454507645032
YDL091C	2.202099024445171
YDL093W	0.40797239950915376
YDL094C	-2.893752967816581
YDL095W	0.09698697764103771
YDL096C	0.4574065217539993
YDL099W	0.28414468246188723
YDL100C	-0.6604396581792779
YDL101C	-1.100497703989375
YDL104C	-0.32728453922516615
YDL106C	-0.42088569033564455
YDL107W	-0.8066083537643486
YDL109C	0.057231647248811045
YDL110C	-0.01655718226851112
YDL112W	0.6851337186947759
YDL113C	-0.5734019948905957
YDL114W	-0.25577827858904667
YDL115C	0.04597589459745011
YDL116W	3.2406692127743133
YDL117W	-0.04224263730985666
YDL118W	1.4764490163158699
YDL119C	0.33167374117887244
YDL121C	0.3938010376157906
YDL122W	-0.9484356266187755
YDL123W	0.5420455520527929
YDL124W	-0.2312488651846505
YDL125C	0.2441488651025284
YDL127W	-0.044556427926799175
YDL128W	-0.975112206165562
YDL129W	0.2960145029185643
YDL130W	-1.5382120792145804
YDL130W-A	0.16388454712784292
YDL131W	-3.7770155517002
YDL133C-A	-0.34647619730481194
YDL133W	3.309072390400743
YDL134C	-0.6796414347997747
YDL135C	-0.05897008607290934
YDL136W	0.038751246363065386
YDL137W	-1.5525639384850436
YDL138W	-0.36611127878833866
YDL142C	3.3482377631826994
YDL144C	-0.051372733989001704
YDL146W	-0.051372733989001704
YDL149W	-0.35384496077744415
YDL151C	-1.1777190441990693
YDL154W	-0.2092157599629063
YDL155W	-0.1438807241409333
YDL156W	-0.4177190924707595
YDL157C	-0.17761543139185246
YDL158C	-0.051372733989001704
YDL159W	-0.051372733989001704
YDL160C	-0.4299704090424606
YDL161W	0.038699292042274375
YDL162C	-0.15039333197761715
YDL167C	-0.03118692576320025
YDL168W	0.03625428298172248
YDL169C	0.0717224560647141
YDL170W	-0.3069224367376235
YDL171C	0.046866412896131054
YDL172C	-0.320544511714503
YDL173W	-0.04994254778632433
YDL174C	-3.0172760010004955
YDL175C	-0.051372733989001704
YDL176W	-0.41415142385788933
YDL177C	-0.135852160198739
YDL178W	0.3731464314222127
YDL179W	0.042974381694329065
YDL180W	0.022951426049886155
YDL181W	-0.051372733989001704
YDL182W	-0.15188033794863043
YDL183C	-1.3382768814780173
YDL184C	-0.501632880574877
YDL185W	-0.6618327673089283
YDL186W	-0.5303772705812204
YDL187C	-0.26165677733295023
YDL188C	-0.23610017400647443
YDL189W	-0.12052701537534624
YDL190C	1.5341002450138245e-05
YDL191W	-0.044498013140084974
YDL192W	-1.1576589383394076
YDL194W	-1.2674748021604587
YDL197C	1.5731080934540824
YDL198C	0.42242018656524305
YDL199C	-0.22947023104165304
YDL200C	-0.2630701953031413
YDL201W	0.15294852362689312
YDL202W	0.6607250735749225
YDL203C	-0.8510102622391233
YDL204W	0.025567550054114048
YDL206W	-0.3587727989662283
YDL210W	-0.0668791015593995
YDL211C	0.02634807509758802
YDL213C	-5.5853917249487335
YDL214C	-0.04134218768627115
YDL215C	0.16892908611693344
YDL216C	-0.76839052362137
YDL218W	1.0023690650761037
YDL219W	0.5646840837773207
YDL222C	-0.8366041989563885
YDL223C	-1.011461722445356
YDL224C	0.27556121903415487
YDL225W	0.4002719132375579
YDL226C	-0.5748170263691391
YDL227C	0.07414599349079799
YDL229W	0.37332191423486544
YDL230W	-0.4656462304364451
YDL231C	0.7677597850396013
YDL232W	-0.057821348033881545
YDL233W	-1.7141917034603469
YDL234C	-0.03905845071265636
YDL236W	-0.7019804568885688
YDL237W	-0.08783207473778795
YDL238C	-0.051372733989001704
YDL239C	-0.3151555524444545
YDL240W	-0.10019237547547118
YDL241W	-0.14793003687632228
YDL242W	-0.20654633056661856
YDL243C	0.019648232326662803
YDR001C	-0.2008788609745745
YDR003W	-1.8267796477343903
YDR004W	1.5650151909693981
YDR005C	-3.970671069955018
YDR006C	-0.08439308282139037
YDR007W	-3.525163637929255
YDR008C	-3.17597768231164
YDR009W	-0.5818566025978332
YDR010C	-0.330436387795652
YDR011W	-0.2269412604828436
YDR014W	-0.4552288389706732
YDR015C	0.18525423707181796
YDR017C	1.4568834825762953
YDR018C	0.33905532939703426
YDR019C	-2.5680771652222214
YDR020C	-0.06420917205929652
YDR022C	-0.3581202509436232
YDR024W	0.13887088643321252
YDR025W	-0.09994603650388482
YDR026C	-0.3482808725517172
YDR027C	3.768599455475079
YDR028C	-2.073499877811709
YDR029W	-0.2615798729413837
YDR030C	0.15813432533733127
YDR031W	0.18208856127172665
YDR032C	0.34505980914460155
YDR033W	-0.5244416881032997
YDR034C	-3.5255965994365015
YDR035W	-0.07607223509877885
YDR036C	0.023286431265723013
YDR042C	0.09895614739506323
YDR043C	-0.035574888914685326
YDR046C	-0.2258405555694338
YDR048C	-0.7019936462494316
YDR049W	-0.6266764335121098
YDR051C	0.3606977251928112
YDR055W	-0.5097762159495062
YDR056C	-0.06361219090454882
YDR057W	-0.044769535492247214
YDR058C	-0.09945615385899213
YDR059C	-0.4954115589934185
YDR061W	-0.5224031642899902
YDR063W	-0.4750690744174881
YDR065W	0.19962425237385312
YDR066C	-0.005784637087575225
YDR067C	0.29990613324654136
YDR068W	-0.7363496692233322
YDR069C	-0.049785935525199145
YDR070C	-0.06970664738838721
YDR071C	0.19636485348628493
YDR072C	0.024292299143128804
YDR073W	-0.9626245853869401
YDR074W	-0.05774474084282759
YDR075W	-0.008416649546871907
YDR076W	0.11291242851147464
YDR077W	-0.08417978982364956
YDR078C	0.11662814440441073
YDR079W	1.3368811652851156
YDR080W	-0.6777270361356184
YDR083W	1.3701926392697137
YDR084C	0.7248928904868318
YDR085C	-0.025794366600688616
YDR089W	0.09024182031637538
YDR090C	-0.02218357008383485
YDR092W	-2.3058310455589064
YDR093W	-0.3219367928584527
YDR094W	0.35483756398734184
YDR095C	-0.4081893189884029
YDR096W	-0.35469316822779723
YDR097C	0.24575409163173798
YDR098C	-0.18022584788885898
YDR099W	-0.6392036590752412
YDR100W	-0.6931947925677877
YDR101C	1.385170732735219
YDR102C	-1.708545197545297
YDR103W	1.584668945439996
YDR104C	0.5041324144648724
YDR105C	0.6954593881202107
YDR107C	-0.5638554183461091
YDR108W	-1.1064618669211945
YDR109C	0.06319883135597011
YDR110W	0.07438447487341097
YDR111C	0.007804314187064501
YDR112W	-0.05525367233438909
YDR114C	-0.7896706182901758
YDR115W	0.2365329742982284
YDR116C	-0.47436673352026604
YDR117C	-0.350972686709728
YDR119W	-0.1396152943554701
YDR120C	-0.4753633060786166
YDR121W	0.788525527181133
YDR122W	-0.23583381545472765
YDR123C	0.32381210193919063
YDR124W	0.0995038788322929
YDR125C	0.27507577135135464
YDR126W	2.269896134442577
YDR127W	-0.051372733989001704
YDR128W	0.44029566453072455
YDR129C	-0.0844408039849424
YDR130C	-0.3922351302359827
YDR131C	-0.01719544450104538
YDR132C	-0.0489124220482464
YDR133C	0.14248942771253464
YDR135C	0.2838554899656968
YDR136C	-0.5806074965907337
YDR137W	1.4421022656805589
YDR138W	0.17121500372103318
YDR139C	0.42363976906524464
YDR140W	-0.15979026303798713
YDR142C	-0.16099275836803892
YDR143C	0.8527629215108034
YDR144C	-0.22366926033268172
YDR146C	-0.3643071814563736
YDR147W	-0.051372733989001704
YDR148C	0.23915873729976403
YDR149C	-0.03954318747259701
YDR150W	1.2156728265418382
YDR151C	-0.2860011664012797
YDR152W	-0.6663023379397383
YDR153C	0.4381364424449392
YDR154C	0.043367924744836216
YDR155C	-1.0096166771181438
YDR156W	0.5939372058459889
YDR157W	-0.4690656143641697
YDR158W	0.19967216238000046
YDR159W	-2.0561190733262382
YDR161W	-3.005354754338062
YDR162C	-1.237839657529586
YDR163W	-0.11740790836198488
YDR165W	-1.6660269996329082
YDR169C	0.44648738126261717
YDR171W	0.037968072783895385
YDR173C	2.2570371569397403
YDR174W	1.4617101598624065
YDR175C	0.4659104093784072
YDR176W	0.016850848829211174
YDR178W	-0.3441765361604387
YDR179C	-3.1885008379556163
YDR179W-A	-0.30678385781248213
YDR181C	1.1028751194429434
YDR183W	-0.6461451569666493
YDR184C	-0.28153588551708386
YDR185C	-0.314721339655464
YDR186C	-0.7072518909087199
YDR191W	-0.4601936740221968
YDR192C	-0.1375873541084207
YDR193W	0.23654563272565407
YDR194C	0.0005798411910623211
YDR195W	4.435763292775406
