orf	hom | growth (pooled culture, barseq) | 4-nitroquinoline N-oxide [25%IC10 (0.47 uM)] | YPD + DMSO | Guan M~Zhang X, 2022	hom | growth (pooled culture, barseq) | 4-nitroquinoline N-oxide [50%IC10 (0.95 uM)] | YPD + DMSO | Guan M~Zhang X, 2022	hom | growth (pooled culture, barseq) | 4-nitroquinoline N-oxide [IC10 (1.89 uM)] | YPD + DMSO | Guan M~Zhang X, 2022	hom | growth (pooled culture, barseq) | 4-nitroquinoline N-oxide [IC20 (2.66 uM)] | YPD + DMSO | Guan M~Zhang X, 2022	hom | growth (pooled culture, barseq) | 4-nitroquinoline N-oxide [IC50 (4.77 uM)] | YPD + DMSO | Guan M~Zhang X, 2022	hom | growth (pooled culture, barseq) | formaldehyde [IC10 (2.3 mM)] | YPD + DMSO | Guan M~Zhang X, 2022	hom | growth (pooled culture, barseq) | formaldehyde [IC20 (2.6 mM)] | YPD + DMSO | Guan M~Zhang X, 2022	hom | growth (pooled culture, barseq) | formaldehyde [IC50 (3.2 mM)] | YPD + DMSO | Guan M~Zhang X, 2022	hom | growth (pooled culture, barseq) | dichloroacetic acid [IC10 (57.7 mM)] | YPD | Guan M~Zhang X, 2022	hom | growth (pooled culture, barseq) | dichloroacetic acid [IC20 (60.8 mM)] | YPD | Guan M~Zhang X, 2022	hom | growth (pooled culture, barseq) | dichloroacetic acid [IC50 (66.5 mM)] | YPD | Guan M~Zhang X, 2022
YAL001C	0.06463024061391615	0.0074849557512021	-0.01496139508682004	-0.0400200232397854	0.022953489368268253	0.9897626260760896	-0.18436520379440227	0.005227430767787963	-0.23497434446456955	-0.7839662289763853	-0.008327170962263325
YAL003W	-0.2116142375852294	-0.17318737697290987	-0.07913628629206663	-0.12651358584629227	-0.04989809271802473	0.08253828936607013	-0.279460292474265	-0.10141615575530212	-0.15273224295664112	-0.49213098131216554	-1.0201869888469712
YAL024C	-1.198545146014357	-0.5343616637384855	-0.07428099690604457	-0.11100044916308581	-0.06203240896223027	0.6482404882960778	0.23723758996506744	1.0421977586364433	-1.787658000588894	-2.328951579881533	-1.9874091520605053
YAL033W	-0.348408820615418	0.015566227288828933	0.1431595417362982	0.01950339361692716	0.11378323351557611	0.025339795203066597	-0.6696083247166064	-0.1722576286538381	-0.48543244001844765	-0.004933443644835172	-0.27134138214896597
YAL037C-A	-0.47696675403379113	0.27437759822224767	0.22361093714495833	0.18789259657372082	0.1031681545128134	1.1054399221668534	0.06959661497663992	-0.15302651231028444	-0.23690511611610057	-0.7048191152898216	-0.3476965147549606
YAL038W	-0.4438061672445282	0.07372252067567879	0.031937824326356015	-0.035204353217121356	0.0821355315344901	1.2057900172742497	0.3947011817631065	0.3972177717278602	-1.0253742470684888	-0.965678920061474	-0.834695397821188
YAL043C	1.0031019168869617	0.7257355971850772	0.16761830114808232	0.1579347530110013	0.29075959778544963	0.3689561560170741	0.8057689190198618	0.8753550018952658	-0.3803294892056595	-0.0029523874518627576	0.10721022275861122
YAL051W	-0.06759127912972773	1.118871173522952	3.02721745670236	3.038144523123695	3.587283757992362	0.433834769597341	1.6439017505621196	2.4370540047988642	0.732834410432136	-0.6028628157708421	-1.2303899714584268
YAL064C-A	0.5462307607647013	0.607758139569481	1.108707782509692	0.9187446027555627	0.8607127738652607	0.37235926434361905	-0.17077247272811572	0.6137699072765169	-0.40109627962903877	0.4663215542596044	-0.0798405506694667
YAR007C	-1.4089299727520206	-0.7321088173092649	-0.1349316534864371	-0.1734862587573546	-0.08721439724831184	-0.43022591354929113	-1.5405909767593349	-0.5172586759080905	1.5998414781224386	1.4246499276093354	2.5209394215233956
