ORF	hap a | growth (colony size) | paromomycin [13 mg/ml] | Alamgir M~Golshani A, 2008
YPL205C	20.921
YPL081W	-5.604
YPL203W	38.373
YPL080C	12.981
YPL202C	28.251
YPL079W	23.935
YPL201C	16.428
YOL023W	-12.883
YOR280C	-66.481
YOL024W	15.882
YOR283W	-3.399
YOL025W	-37.889
YOR284W	23.312
YOL027C	-29.494
YOR285W	24.360
YOL028C	34.063
YOR286W	13.176
YOL029C	-16.793
YOR288C	-5.143
YOL030W	-14.297
YOR289W	14.615
YOL031C	17.301
YOR290C	16.066
YOL032W	15.062
YOR291W	5.286
YOL033W	0.000
YOR292C	10.240
YOL035C	-9.347
YOR293W	36.982
YOL036W	34.035
YOR295W	12.315
YDL039C	72.900
YDL041W	33.361
YDL042C	12.819
YDL044C	0.000
YDL045W-A	0.000
YDL046W	40.895
YDL048C	-5.910
YCL023C	2.323
YDL049C	0.000
YDL050C	-0.312
YDL051W	0.577
YDL052C	21.273
YDL053C	-3.260
YBR082C	33.358
YGR249W	0.394
YPR163C	0.000
YOR045W	-20.280
YPR164W	0.900
YPR166C	0.000
YPR167C	14.259
YPR170C	4.170
YPR171W	2.687
YPR172W	-12.755
YPR173C	0.000
YPR174C	-19.270
YPR179C	-44.756
YPR184W	-1.557
YPR185W	-10.579
YDL023C	1.752
YBR073W	-0.832
YDL024C	-17.187
YBR074W	0.477
YDL025C	-0.712
YBR075W	-18.592
YDL026W	20.746
YBR076W	-7.177
YDL027C	5.086
YBR077C	39.730
YDL032W	0.000
YDL033C	-3.393
YDL034W	2.082
YDL035C	-27.979
YCL006C	-2.656
YDL036C	-9.323
YDL037C	-16.737
YDL038C	-37.102
YGR232W	-12.929
YPR148C	-12.177
YGR233C	5.713
YPR149W	-4.095
YGR234W	-6.905
YPR150W	-20.005
YGR235C	-23.634
YPR152C	-9.985
YGR236C	-49.905
YPR153W	17.710
YGR237C	-11.432
YPR154W	-18.392
YGR240C	-22.240
YPR155C	-26.724
YGR241C	-56.199
YPR156C	-39.062
YGR242W	-9.982
YPR157W	-4.691
YGR243W	2.674
YPR158W	1.654
YGR244C	-7.774
YPR159W	4.218
YGR247W	13.291
YPR160W	-3.713
YDL002C	-4.490
YBR059C	35.467
YDL006W	-2.682
YBR061C	7.285
YDL009C	0.000
YBR062C	-3.868
YDL010W	-17.210
YBR063C	17.198
YDL011C	10.641
YBR064W	-30.617
YDL012C	-9.593
YBR065C	-8.388
YDL013W	-10.522
YBR066C	-36.818
YDL018C	2.431
YBR067C	2.777
YDL019C	-11.702
YBR068C	-27.651
YDL020C	-29.472
YBR069C	-10.441
YDL021W	0.000
YBR071W	25.358
YDL022W	0.000
YBR072W	16.893
YGR220C	-15.175
YPR130C	23.818
YGR221C	-24.596
YPR131C	35.365
YGR222W	-0.861
YPR132W	9.267
YGR223C	10.985
YPR134W	16.974
YGR224W	2.270
YPR135W	31.678
YGR225W	-38.740
YPR138C	-3.476
YGR226C	-9.653
YPR139C	45.074
YGR227W	1.183
YPR140W	17.502
YGR228W	15.488
YPR141C	4.116
YGR229C	6.068
YPR145W	-11.553
YGR230W	25.653
YPR146C	5.528
YGR231C	3.930
YPR147C	-11.493
YBR159W	22.479
YBR045C	25.402
YBR161W	-17.241
YBR046C	-18.004
YBR162C	-19.362
YBR047W	-24.566
YBR162W-A	-6.657
YBR048W	24.268
YBR163W	0.000
YBR050C	-25.444
YBR164C	0.395
YBR051W	-24.238
YBR165W	-30.784
YBR052C	2.949
YBR166C	-4.335
YBR053C	-1.683
YBR170C	-19.057
YBR054W	-9.824
YBR171W	39.411
YBR056W	-24.007
YBR172C	2.530
YBR057C	16.519
YDL001W	-17.018
YBR058C	11.014
YFR044C	19.538
YPR117W	2.783
YFR045W	-42.459
YPR119W	7.766
YFR046C	-33.548
YPR120C	1.030
YFR047C	-55.652
YPR121W	-12.419
YFR048W	-6.267
YPR122W	30.884
YFR049W	-17.934
YPR123C	-47.286
YFR053C	-23.854
YPR124W	0.000
YFR054C	2.090
YPR125W	-31.642
YFR055W	-57.119
YPR126C	-23.800
YFR056C	-41.101
YPR127W	-26.736
YFR057W	-9.015
YPR128C	8.995
YGR219W	3.354
YPR129W	15.265
YBR139W	-4.583
YBR031W	-0.594
YBR141C	-12.182
YBR032W	-14.684
YBR144C	1.415
YBR033W	8.782
YBR145W	-5.136
YBR034C	-1.816
YBR146W	-23.590
YBR035C	-3.115
YBR147W	24.323
YBR036C	14.921
YBR148W	-66.563
YBR037C	0.000
YBR149W	16.096
YBR040W	-8.549
YBR151W	-38.730
YBR041W	-17.476
YBR156C	-14.698
YBR042C	-0.581
YBR157C	13.368
YBR043C	-12.286
YBR158W	4.378
YBR044C	33.448
YER188W	-21.825
YPR096C	-33.580
YFL034C-A	-16.448
YPR097W	-19.913
YFR032C	4.287
YPR098C	25.873
YFR032C-A	-6.648
YPR099C	0.000
YFR033C	-26.896
YPR100W	-1.638
YFR034C	-20.886
YPR101W	-2.345
YFR035C	-26.389
YPR106W	-6.796
YFR036W	7.553
YPR109W	6.907
YFR038W	-2.197
YPR111W	-27.455
YFR040W	-0.747
YPR114W	9.459
YFR041C	3.361
YPR115W	27.128
YFR043C	7.687
YPR116W	9.326
YBR121C	24.846
YBR018C	7.221
YBR122C	13.068
YBR019C	9.731
YBR126C	15.846
YBR020W	1.034
YBR127C	0.000
YBR021W	11.033
YBR128C	-3.588
YBR022W	-34.892
YBR129C	-29.882
YBR023C	3.178
YBR130C	12.114
YBR024W	6.618
YBR132C	0.000
YBR025C	36.701
YBR133C	54.095
YBR026C	-8.273
YBR134W	66.933
YBR027C	11.028
YBR137W	-0.344
YBR028C	23.358
YBR138C	47.989
YBR030W	36.705
YDL130W-A	-29.186
YPR074C	-0.677
YDR363W-A	23.151
YPR075C	-13.891
YDR525W-A	-16.658
YPR076W	-3.491
YDR535C	12.272
YPR077C	16.462
YDR536W	1.921
YPR079W	-2.188
YDR538W	-36.306
YPR084W	11.906
YDR539W	-11.402
YPR087W	23.055
YDR540C	-29.276
YPR089W	-17.692
YDR541C	1.891
YPR090W	-6.515
YER039C-A	17.004
YPR092W	10.213
YER091C-A	1.210
YPR093C	-7.441
YER144C	32.642
YPR095C	42.134
YBR104W	35.282
YBR003W	0.000
YBR105C	-6.801
YBR005W	-27.510
YBR106W	5.762
YBR006W	-39.059
YBR107C	-13.281
YBR007C	18.176
YBR108W	-14.927
YBR008C	-21.845
YBR111C	17.753
YBR009C	8.322
YBR113W	-17.503
YBR010W	6.242
YBR114W	-9.868
YBR012C	18.320
YBR115C	4.904
YBR013C	16.418
YBR116C	-14.864
YBR014C	8.729
YBR119W	0.619
YBR015C	23.486
YBR120C	0.000
YBR016W	-6.121
YPR201W	-2.828
YPR060C	15.476
YCR090C	-6.913
YPR061C	-30.527
YCR091W	-21.565
YPR062W	-2.485
YCR092C	-10.211
YPR063C	1.728
YCR094W	9.811
YPR065W	10.111
YCR098C	39.574
YPR066W	3.363
YCR099C	-16.336
YPR068C	-12.892
YCR100C	-0.014
YPR069C	-3.886
YCR101C	16.281
YPR070W	-14.977
YCR102C	-31.915
YPR071W	-34.131
YCR105W	13.422
YPR072W	0.000
YCR106W	43.603
YPR073C	12.962
YBR084W	2.863
YBL095W	-9.056
YBR085W	22.679
YBL096C	-34.924
YBR090C-A	-12.970
YBL098W	-2.331
YBR092C	-27.011
YBL099W	0.000
YBL100C	-13.605
YBR094W	-11.386
YBL101C	24.636
YBR095C	-22.344
YBL102W	10.462
YBR097W	0.000
YBL103C	1.524
YBR098W	6.890
YBL104C	-5.430
YBR099C	1.592
YBL106C	-3.216
YBR100W	-13.112
YBL107C	-0.450
YBR103W	7.003
YBR001C	37.732
YPR188C	-6.156
YPR044C	14.322
YPR189W	-8.538
YPR045C	19.186
YPR191W	14.292
YPR046W	25.651
YPR192W	21.583
YPR047W	0.000
YPR193C	17.338
YPR049C	17.374
YPR194C	16.415
YPR051W	0.860
YPR195C	5.707
YPR052C	1.041
YPR196W	24.317
YPR053C	11.261
YPR197C	36.761
YPR054W	20.870
YPR198W	-0.205
YPR057W	25.017
YPR199C	9.418
YPR058W	9.581
YPR200C	11.868
YPR059C	9.248
YDL117W	-20.049
YJR092W	-17.015
YDL119C	-8.062
YJR102C	21.752
YDL121C	-5.207
YJR103W	-23.426
YDL122W	-41.384
YJR105W	-2.063
YDL123W	-18.621
YJR108W	-10.954
YDL124W	-4.275
YJR110W	-33.596
YDL125C	6.037
YJR111C	-6.334
YDL127W	-61.245
YJR115W	-13.242
YDL128W	-42.129
YJR127C	-20.153
YDL129W	-42.065
YJR128W	-25.558
YDL130W	-21.621
YJR129C	-22.024
YDL131W	-22.377
YJR130C	-18.960
YGL144C	-13.626
YDR511W	-12.850
YGL146C	13.796
YDR512C	12.625
YGL147C	14.008
YDR513W	10.264
YGL148W	-0.840
YDR514C	-20.005
YGL149W	-5.335
YDR516C	4.711
YGL151W	14.250
YDR517W	28.705
YGL152C	37.204
YDR518W	0.000
YGL153W	13.727
YDR519W	-13.809
YGL154C	25.700
YDR520C	12.701
YGL156W	-16.415
YDR522C	-50.749
YGL157W	-13.903
YDR524C	19.508
YGL158W	-3.313
YDR525W	17.034
YDL101C	2.891
YML051W	-1.630
YDL118W	-10.083
YML050W	30.525
YIR005W	-26.337
YML048W	-27.735
YDL104C	0.000
YML048W-A	-53.346
YDL106C	-20.707
YML049C	7.710
YDL107W	0.000
YJR073C	65.722
YDL109C	-28.939
YJR075W	3.025
YDL110C	22.334
YJR078W	-23.221
YDL112W	-22.886
YJR079W	27.066
YDL113C	13.763
YJR082C	8.941
YDL114W	-16.827
YJR083C	9.742
YDL116W	69.149
YJR088C	6.244
YGL127C	-11.194
YDR495C	31.142
YGL129C	0.000
YDR496C	3.560
YGL131C	-3.885
YDR497C	17.162
YGL132W	-26.760
YDR500C	-4.727
YGL133W	-72.325
YDR501W	23.388
YGL135W	0.000
YDR503C	11.499
YGL136C	1.678
YDR504C	-2.275
YGL138C	-63.930
YDR505C	12.359
YGL139W	0.673
YDR506C	-2.579
YGL140C	-29.853
YDR507C	0.000
YGL141W	-26.052
YDR508C	9.329
YGL143C	0.000
YDR509W	-0.681
YIR001C	1.132
YML062C	-11.751
YIR002C	-18.270
YML061C	0.000
YIR003W	-4.993
YML060W	-2.472
YML059C	11.820
YIR007W	-11.237
YML058W	-36.445
YIR009W	-4.406
YML057W	-10.235
YIR013C	-40.431
YML058C-A	-25.214
YIR014W	5.555
YML056C	-32.036
YIR016W	-25.074
YML055W	-12.581
YDL096C	24.335
YML054C	-37.970
YDL099W	12.050
YML053C	-10.586
YDL100C	-5.105
YML052W	-4.489
YGL107C	18.271
YDR479C	22.622
YGL108C	-20.658
YDR480W	-10.065
YGL109W	-7.223
YDR481C	7.634
YGL110C	29.768
YDR482C	-2.060
YGL114W	-7.535
YDR484W	0.116
YGL115W	-47.380
YDR485C	-20.595
YGL117W	17.574
YDR486C	-17.892
YGL118C	-11.170
YDR488C	-49.968
YGL121C	-29.862
YDR490C	15.594
YGL124C	0.000
YDR491C	-13.155
YGL125W	8.905
YDR492W	-20.985
YGL126W	0.764
YDR494W	-27.534
YIL159W	-13.222
YML089C	-5.313
YIL160C	-0.656
YML088W	0.000
YIL161W	21.154
YML087C	-34.360
YIL162W	9.299
YML086C	15.556
YIL163C	29.671
YML084W	-43.866
YIL164C	-1.325
YML083C	-8.380
YIL165C	12.970
YML082W	20.122
YIL166C	-26.140
YML081W	1.033
YIL167W	-27.299
YML080W	20.261
YIL168W	0.189
YML079W	24.286
YIL170W	10.025
YML078W	1.306
YIL173W	17.020
YML063W	34.022
YFR017C	8.304
YDR459C	23.978
YFR018C	5.437
YDR462W	14.392
YFR020W	5.949
YDR463W	19.822
YFR021W	-13.155
YDR465C	27.020
YFR022W	-5.598
YDR466W	48.436
YFR023W	34.510
YDR467C	25.649
YFR024C-A	20.888
YDR469W	32.452
YFR026C	8.930
YDR470C	0.000
YFR031C-A	32.794
YDR471W	-23.415
YGL101W	-5.779
YDR474C	5.979
YGL104C	-6.476
YDR475C	19.774
YGL105W	35.479
YDR476C	4.607
YIL140W	4.557
YIL069C	9.156
YIL141W	6.602
YIL070C	26.060
YIL145C	25.979
YIL071C	-1.621
YIL146C	-6.576
YIL074C	5.074
YIL148W	4.281
YIL089W	-16.376
YIL149C	12.946
YIL092W	10.410
YIL152W	12.903
YIL153W	-13.071
YIL154C	-11.318
YIL155C	-14.472
YIL156W	-5.214
YLR226W	23.699
YIL157C	10.228
YFL055W	15.195
YDR443C	6.293
YFL056C	14.096
YDR446W	-2.438
YFR001W	13.539
YDR447C	17.089
YFR006W	13.657
YDR448W	21.901
YFR007W	14.014
YDR450W	40.672
YFR008W	15.555
YDR451C	5.386
YFR009W	-0.386
YDR452W	-1.527
YFR010W	-8.486
YDR453C	6.484
YFR012W	14.526
YDR455C	-13.176
YFR014C	-12.205
YDR456W	10.391
YFR015C	-6.957
YDR457W	-7.856
YFR016C	21.284
YDR458C	35.566
YIL123W	24.348
YIL015C-A	15.846
YIL124W	11.926
YIL018W	32.292
YIL125W	8.467
YIL038C	-11.594
YIL128W	18.981
YIL042C	-27.120
YIL130W	-4.064
YIL047C	2.356
YIL132C	1.094
YIL052C	-4.409
YIL133C	-3.661
YIL054W	12.713
YIL134W	7.238
YIL055C	-15.156
YIL135C	-4.366
YIL059C	-5.559
YIL137C	-10.056
YIL060W	6.133
YIL138C	-22.093
YIL066C	22.546
YIL139C	-7.468
YIL067C	-4.391
YFL041W	13.823
YDL088C	-9.475
YFL043C	21.514
YDL089W	22.123
YFL044C	26.617
YDL090C	12.192
YFL046W	4.992
YDL091C	10.797
YFL047W	5.728
YDL093W	-10.643
YFL048C	5.688
YDL094C	16.200
YFL049W	10.785
YDL095W	20.661
YFL050C	0.062
YDR438W	-20.465
YFL051C	-0.943
YDR439W	0.516
YFL052W	8.255
YDR440W	23.890
YFL053W	13.715
YDR441C	-4.318
YFL054C	11.266
YDR442W	40.739
YIL105C	6.895
YGL174W	11.581
YIL107C	24.801
YGL175C	20.543
YIL108W	-6.097
YGL176C	-20.574
YIL110W	-2.351
YGL177W	14.629
YIL112W	-26.384
YGL179C	0.909
YIL113W	21.263
YGL180W	4.825
YIL114C	1.766
YGL181W	12.940
YIL116W	-5.988
YIL006W	-22.916
YIL117C	0.104
YIL007C	12.552
YIL119C	-13.343
YIL008W	4.659
YIL120W	-4.012
YIL009W	-0.271
YIL121W	25.576
YIL010W	-6.986
YFL023W	18.471
YDL071C	-13.988
YFL025C	0.000
YDL073W	0.000
YFL026W	4.977
YDL076C	12.525
YFL027C	-7.711
YDL077C	0.000
YFL028C	-1.778
YDL078C	8.227
YFL030W	2.438
YDL079C	28.624
YFL031W	23.185
YDL080C	-25.970
YFL032W	-14.067
YDL081C	8.857
YFL034W	1.520
YDL082W	5.957
YFL035C-B	-15.056
YDL083C	-6.987
YFL036W	9.867
YDL085W	5.370
YFL040W	36.744
YDL086W	32.141
YJR135C	-4.409
YGL159W	-13.561
YJR137C	-3.411
YGL160W	27.828
YJR146W	16.508
YGL161C	12.026
YJR147W	-5.076
YGL162W	-7.260
YJR149W	-13.348
YGL163C	28.015
YJR152W	7.302
YGL164C	6.841
YJR154W	8.156
YGL165C	-14.130
YIL098C	-39.272
YGL166W	-11.921
YIL099W	-24.212
YGL167C	5.443
YIL100W	-13.670
YGL168W	14.844
YIL101C	-13.482
YGL170C	0.422
YIL103W	7.571
YGL173C	-11.370
YDR528W	-6.520
YDL054C	-21.908
YDR529C	0.000
YDL056W	39.374
YDR530C	-1.225
YDL057W	0.000
YDR532C	10.715
YDL059C	25.394
YDR533C	43.366
YDL061C	21.917
YDR534C	3.061
YDL062W	0.000
YFL006W	14.163
YDL063C	0.000
YFL011W	-4.415
YDL065C	-31.040
YFL015C	-12.332
YDL066W	-13.885
YFL018C	-23.912
YDL068W	0.000
YFL020C	-22.362
YDL069C	0.000
YFL021W	-7.217
YDL070W	-0.123
YGR281W	-27.098
YGR282C	7.433
YGR283C	23.410
YGR284C	-33.121
YGR285C	-0.527
YGR286C	-42.472
YGR287C	-25.407
YGR288W	-30.998
YGR290W	-27.140
YHR021W-A	-38.140
YHR039C-B	0.000
YHR079C-B	-30.200
YNL094W	-18.357
YNL092W	-14.779
YNL089C	11.693
YNL084C	0.000
YNL081C	0.000
YNL077W	-8.581
YNL069C	-5.022
YNL064C	24.510
YNL063W	14.354
YNL057W	2.849
YNL058C	-7.254
YNL054W	7.257
YGR256W	-27.137
YGR259C	-14.088
YGR260W	4.216
YGR261C	63.625
YGR262C	10.671
YGR263C	11.766
YGR266W	-0.060
YGR268C	30.352
YGR269W	-21.342
YGR270W	-13.646
YGR275W	24.914
YGR279C	-17.090
YNL134C	-2.139
YNL133C	0.000
YNL129W	0.555
YNL128W	-16.234
YNL127W	-10.537
YNL123W	7.554
YNL122C	26.417
YNL117W	-13.846
YNL116W	14.490
YNL108C	1.887
YNL101W	2.479
YNL098C	8.259
YCR068W	-42.669
YNR034W	-21.963
YCR071C	0.000
YNR036C	0.000
YCR073W-A	-20.966
YNR037C	0.000
YCR076C	-19.736
YNR039C	-30.142
YCR077C	-13.223
YNR040W	-49.550
YCR079W	-14.910
YNR041C	0.000
YCR081W	34.214
YNR042W	-10.372
YCR082W	30.256
YNR045W	-19.313
YCR085W	-2.842
YNR047W	10.048
YCR086W	22.477
YNR048W	4.299
YCR087C-A	5.884
YNR049C	29.146
YCR087W	19.301
YNL146W	-15.319
YNL145W	-11.195
YNL144C	1.177
YNL143C	0.178
YNL141W	41.613
YNL139C	56.644
YNL136W	27.079
YNL135C	24.492
YCR034W	-32.116
YNR019W	-7.506
YCR036W	-21.681
YNR020C	5.846
YCR043C	9.543
YNR021W	-21.409
YCR044C	0.000
YNR022C	-8.722
YCR045C	-8.333
YNR024W	-16.584
YCR049C	-29.041
YNR025C	-11.432
YCR050C	5.681
YNR027W	12.179
YCR051W	7.626
YNR028W	2.601
YCR059C	11.148
YNR029C	52.194
YCR061W	10.953
YNR030W	32.333
YCR063W	35.430
YNR031C	17.930
YCR065W	23.485
YNR032W	12.165
YBR297W	-48.877
YNR004W	-25.933
YBR298C	-25.777
YNR005C	-5.025
YBR300C	-33.711
YNR006W	-5.527
YCL001W-A	-25.461
YNR007C	-1.484
YCR020W-B	31.531
YNR008W	-0.793
YCR024C	0.000
YNR009W	22.015
YCR024C-A	14.904
YNR010W	24.818
YCR025C	-11.569
YNR012W	7.815
YCR026C	19.335
YNR013C	15.959
YCR027C	16.232
YNR014W	3.725
YCR028C	45.475
YNR015W	11.660
YCR031C	49.757
YNR018W	-16.220
YDL183C	-2.583
YDL184C	-24.560
YDL186W	-22.328
YDL187C	-17.016
YDL188C	-8.538
YDL189W	-1.353
YDL190C	21.495
YBR281C	-43.940
YNL035C	-23.734
YBR282W	0.000
YNL037C	-8.780
YBR283C	-12.497
YNL040W	-27.081
YBR284W	-34.508
YNL041C	-17.410
YBR285W	-39.246
YNL043C	-12.930
YBR286W	-12.896
YNL044W	-3.576
YBR290W	-17.517
YNL045W	3.497
YBR291C	29.696
YNL046W	-17.634
YBR292C	23.654
YNL049C	11.888
YBR293W	-4.953
YNL050C	-1.304
YBR295W	23.689
YNR001C	-1.830
YBR296C	13.050
YNR002C	-2.126
YDL171C	-19.083
YDL172C	-8.906
YDL173W	3.020
YDL174C	-26.521
YDL175C	-5.580
YDL176W	-18.635
YDL177C	14.968
YDL178W	21.217
YDL179W	26.972
YDL180W	10.268
YDL181W	49.372
YDL182W	11.167
YNL021W	-15.537
YNL022C	-23.451
YNL023C	-22.313
YAL064C-A	-17.138
YNL024C	12.759
YBL091C-A	-30.013
YBR269C	-34.625
YNL027W	14.821
YBR271W	4.222
YNL028W	-30.942
YBR273C	39.784
YNL029C	-14.302
YBR274W	29.235
YNL030W	11.412
YBR277C	19.525
YNL031C	-7.010
YBR278W	54.160
YNL032W	0.393
YBR279W	34.635
YNL034W	13.269
YDL154W	-10.420
YDL155W	-9.539
YDL156W	7.617
YDL157C	-20.576
YDL159W	-3.941
YDL160C	-9.787
YDL161W	15.234
YDL162C	-16.375
YDL167C	19.973
YDL168W	27.265
YDL169C	32.338
YDL170W	13.000
YNL001W	0.000
YNL003C	0.000
YNL004W	-2.764
YNL005C	0.000
YNL008C	3.026
YNL009W	-12.132
YNL010W	9.490
YNL012W	10.609
YNL013C	38.978
YNL015W	5.593
YNL016W	52.049
YNL020C	11.562
YDL133W	-29.147
YDL134C	37.679
YDL134C-A	6.961
YDL135C	-14.341
YDL136W	-4.437
YDL137W	-9.506
YDL138W	-5.614
YDL142C	-8.616
YDL144C	-14.842
YDL146W	10.735
YDL149W	4.694
YDL151C	40.361
YJL013C	-71.850
YJL175W	-20.778
YJL016W	-30.362
YJL017W	-42.539
YJL020C	-12.206
YJL021C	3.553
YJL213W	-39.384
YJL022W	-48.734
YKL096W-A	-38.107
YJL023C	-18.562
YKL115C	-30.295
YJL024C	-0.713
YKL139W	-25.555
YJL027C	-35.298
YKL194C	0.000
YJL028W	-50.177
YKL201C	-72.959
YJL029C	-1.940
YKL202W	-23.415
YJR001W	16.575
YMR138W	-2.214
YER163C	-28.946
YMR139W	-11.624
YER164W	-38.822
YMR160W	-13.938
YER166W	-29.374
YER167W	8.396
YER169W	0.000
YOR298C-A	2.951
YER170W	21.378
YOR364W	5.331
YER173W	17.783
YPL148C	0.000
YER174C	-1.647
YPL183C	7.732
YER175C	1.060
YPL183W-A	-1.871
YER176W	4.433
YER177W	-6.543
YPL224C	-13.561
YER178W	-4.823
YML067C	-9.436
YJL132W	17.050
YML068W	-15.277
YJL136C	-15.227
YML072C	-2.235
YJL137C	25.964
YMR136W	10.735
YMR172W	-22.438
YOR300W	9.624
YJL141C	-32.180
YOR309C	6.504
YJL003W	0.000
YJL160C	-33.865
YJL004C	37.448
YJL006C	8.189
YJL007C	21.544
YJL012C	17.744
YML027W	-24.356
YER145C	-2.615
YML036W	-16.421
YER149C	-33.409
YML038C	10.778
YER150W	24.496
YML041C	-20.144
YER151C	8.656
YML042W	-47.616
YER152C	-12.490
YML047C	7.766
YER153C	0.000
YML075C	21.334
YER154W	0.000
YML076C	-16.354
YER155C	9.380
YER156C	11.931
YMR048W	-14.972
YER158C	6.865
YMR135W-A	-3.747
YER161C	1.818
YMR137C	5.179
YER162C	-2.034
YGR063C	21.528
YJR140C	-12.443
YGR086C	-52.460
YJR142W	-19.500
YGR089W	-1.138
YJR144W	0.000
YGR092W	-23.100
YJR145C	-4.699
YGR093W	10.018
YJR148W	-11.692
YGR106C	-13.909
YJR150C	-24.866
YGR110W	-24.349
YJR153W	-14.327
YGR117C	18.977
YKL005C	-28.483
YGR238C	8.861
YKL030W	-13.956
YGR239C	9.937
YLR146C	-18.359
YGR248W	-7.868
YLR286C	30.816
YGR250C	-8.425
YLR343W	25.462
YER037W	6.374
YER129W	-37.338
YLR237W	-11.935
YER130C	-47.445
YLR246W	-0.359
YER131W	9.803
YLR334C	-2.692
YER132C	14.917
YLR346C	10.876
YER134C	-27.996
YLR358C	-17.610
YER135C	-63.883
YLR361C	3.920
YER137C	-4.243
YLR370C	-48.240
YER139C	17.816
YLR382C	0.000
YER140W	13.141
YLR394W	18.919
YER141W	0.000
YLR406C	1.337
YER142C	-23.882
YML022W	1.792
YER143W	-9.283
YDR202C	19.339
YJR118C	23.063
YDR205W	13.389
YJR119C	5.497
YDR445C	4.678
YJR120W	2.367
YDR537C	12.345
YJR121W	-19.975
YFR039C	23.720
YJR122W	-21.306
YGL219C	-7.506
YJR124C	-40.135
YGR028W	36.585
YJR125C	-5.460
YGR032W	12.924
YJR126C	-11.505
YGR038W	5.738
YJR131W	12.752
YGR040W	3.842
YJR133W	-3.116
YGR050C	-5.657
YJR134C	10.380
YGR053C	-3.780
YJR139C	32.453
YOL158C	1.704
YER115C	3.800
YOL159C	-12.508
YER116C	8.019
YOL160W	0.568
YER117W	29.054
YOL162W	-14.768
YER118C	39.327
YOL163W	38.975
YER119C	19.675
YOR008C-A	-51.402
YER119C-A	50.278
YGR204W	18.411
YER120W	46.193
YBR191W	0.000
YER121W	-14.019
YCL035C	6.796
YER122C	0.000
YDR071C	11.178
YER123W	13.186
YDR074W	-1.238
YER124C	12.063
YER027C	19.713
YER128W	30.671
YJR058C	1.539
YJR096W	6.244
YJR059W	-3.186
YJR097W	30.167
YJR060W	26.002
YJR098C	-16.508
YJR061W	24.113
YJR099W	5.400
YJR062C	47.043
YJR100C	-25.379
YJR063W	16.732
YJR104C	-14.224
YBR189W	54.607
YJR106W	21.104
YCR095C	1.016
YJR107W	-10.551
YCR102W-A	8.721
YJR109C	16.514
YDL133C-A	0.812
YJR113C	0.000
YDR058C	26.013
YJR116W	19.524
YDR174W	27.822
YJR117W	12.771
YHR059W	13.251
YKR080W	-17.936
YHR067W	-2.019
YKR082W	34.602
YHR127W	-9.689
YKR084C	17.694
YHR131C	-6.238
YER101C	8.794
YHR180W	-8.660
YER103W	0.000
YHR185C	33.142
YER106W	12.933
YHR194W	-9.039
YER108C	29.754
YLL007C	-25.606
YER109C	-1.243
YMR154C	8.316
YER110C	0.000
YNL274C	14.593
YER111C	4.461
YOL141W	0.910
YER113C	14.485
YOL150C	-15.763
YER114C	4.797
YJR040W	50.048
YJR070C	3.329
YJR043C	27.449
YJR074W	5.435
YJR047C	-13.341
YJR077C	2.257
YJR048W	7.938
YJR080C	14.625
YJR049C	21.994
YJR084W	-14.604
YJR050W	-22.988
YJR051W	-25.539
YJR087W	16.431
YJR052W	2.149
YJR090C	0.000
YJR053W	-6.741
YJR091C	-20.992
YJR054W	2.549
YJR094C	0.838
YJR055W	11.393
YJR094W-A	16.293
YJR056C	13.219
YJR095W	-7.060
YKR035W-A	-0.449
YHL002W	0.342
YKR066C	-8.873
YHL011C	17.694
YKR067W	-2.365
YHL039W	-9.799
YKR069W	-16.318
YHR003C	-5.757
YKR070W	-18.411
YHR004C	15.819
YKR072C	-5.083
YHR005C	6.400
YKR073C	-1.578
YHR006W	-35.390
YKR074W	8.527
YHR008C	0.000
YKR075C	1.648
YHR025W	10.178
YKR076W	-5.668
YHR009C	17.154
YKR077W	2.316
YHR041C	17.249
YKR078W	30.173
YJR021C	10.616
YCL075W	14.119
YJR024C	13.986
YCL076W	2.548
YJR025C	16.962
YGL199C	0.873
YJR026W	-15.034
YGL214W	13.608
YJR030C	-16.767
YGL217C	-17.713
YJR031C	16.091
YGL218W	0.000
YJR032W	34.239
YGL235W	-25.738
YJR033C	21.792
YGR011W	-29.373
YJR035W	5.255
YGR018C	21.935
YJR036C	-9.455
YGR022C	-2.037
YJR037W	4.875
YGR025W	3.922
YJR038C	39.805
YJR069C	-1.670
YMR054W	7.195
YIR029W	9.235
YMR055C	2.650
YIR031C	17.685
YMR056C	2.040
YIR033W	34.181
YMR057C	-16.788
YIR034C	11.770
YMR058W	-2.416
YIR035C	-12.113
YEL012W	24.513
YIR036C	0.032
YER031C	11.551
YIR037W	-0.851
YER046W	-29.222
YIR038C	-3.697
YER063W	-26.415
YIR039C	-11.003
YER066W	-9.452
YIR042C	-5.571
YGR188C	3.389
YKL033W-A	-8.418
YGR201C	-5.846
YKL162C-A	19.494
YJR004C	0.000
YAL012W	22.734
YJR005W	31.067
YAL016W	0.000
YJR008W	-5.630
YAL047C	25.541
YJR009C	-2.159
YAL054C	-8.202
YJR010C-A	-4.720
YAL058C-A	9.132
YJR010W	0.110
YAR050W	-16.356
YJR011C	19.008
YJR014W	-25.230
YCL022C	-15.930
YJR015W	17.533
YJR018W	38.779
YCL038C	-15.990
YJR019C	-11.986
YCL058C	73.300
YJR020W	16.341
YCL074W	19.478
YER179W	-8.361
YIL009C-A	19.583
YER180C	0.481
