ORF	hap a | growth (colony size) | paromomycin [13 mg/ml] | Alamgir M~Golshani A, 2008
YKL101W	45.014
YJL162C	-2.256
YKL102C	-51.183
YJL161W	-52.820
YKL103C	10.381
YJL159W	-4.858
YKL105C	-50.922
YJL158C	18.373
YKL106W	-0.756
YJL157C	-45.577
YKL107W	-32.224
YJL155C	-6.235
YKL109W	0.407
YJL154C	16.626
YKL110C	-10.582
YJL153C	-44.078
YKL113C	15.747
YJL152W	28.929
YKL114C	10.273
YJL151C	22.434
YKL116C	37.213
YJL150W	17.977
YKL117W	9.527
YJL149W	12.646
YLR013W	6.124
YKL221W	-19.754
YLR014C	-38.920
YKL222C	-51.829
YLR015W	-62.579
YKR001C	-24.345
YLR016C	0.240
YKR003W	15.889
YLR017W	-6.128
YKR005C	23.289
YLR018C	-12.320
YKR006C	3.976
YLR019W	-6.383
YKR007W	-9.210
YLR020C	14.708
YKR009C	-6.430
YLR021W	20.283
YKR011C	43.865
YLR023C	43.111
YKR012C	-38.140
YLR024C	0.526
YKR013W	47.292
YLR025W	10.476
YKR014C	20.729
YKL084W	25.315
YJL179W	-8.358
YKL085W	-49.972
YJL178C	11.092
YKL086W	-99.782
YJL176C	-17.052
YKL090W	-104.020
YJL172W	-13.829
YKL091C	10.836
YJL171C	13.784
YKL092C	-30.774
YJL170C	9.644
YKL093W	-26.912
YJL169W	34.934
YKL094W	21.325
YJL168C	44.825
YKL096W	41.603
YJL166W	-2.255
YKL097C	30.107
YJL165C	26.254
YKL098W	64.528
YJL164C	36.494
YKL100C	10.077
YJL163C	20.974
YLL057C	-8.884
YKL200C	-56.228
YLL058W	-62.894
YKL205W	-54.734
YLL060C	6.046
YKL206C	-11.868
YLL061W	7.444
YKL207W	-14.430
YLL062C	-43.451
YKL208W	-38.285
YLL063C	-18.849
YKL211C	4.978
YLR001C	-4.504
YKL212W	3.591
YLR003C	16.713
YKL213C	-9.978
YLR004C	-21.344
YKL214C	-21.224
YLR006C	15.150
YKL216W	-14.982
YLR011W	2.932
YKL217W	-8.020
YLR012C	-9.840
YKL218C	22.363
YKL069W	-13.161
YJL192C	-6.147
YKL070W	4.284
YJL191W	-6.275
YKL071W	-5.944
YJL190C	-17.619
YKL072W	2.760
YJL189W	-21.025
YKL073W	-10.214
YJL188C	12.153
YKL074C	-97.569
YJL187C	-44.370
YKL075C	12.812
YJL186W	11.211
YKL076C	-13.629
YJL185C	-22.144
YKL077W	-12.455
YJL183W	19.986
YKL079W	38.920
YJL181W	33.149
YKL080W	-2.101
YJL182C	11.151
YKL081W	25.436
YJL180C	0.554
YLL041C	-22.702
YKL178C	-0.476
YLL042C	-33.215
YKL179C	-31.531
YLL043W	-28.482
YKL183W	-18.918
YLL045C	1.179
YKL184W	8.027
YLL046C	-12.769
YKL185W	-15.063
YLL047W	-26.365
YKL187C	-0.703
YLL051C	5.200
YKL188C	-4.508
YLL052C	0.483
YKL190W	25.885
YLL053C	15.532
YKL191W	-1.342
YLL054C	-8.387
YKL197C	-0.886
YLL055W	16.417
YKL198C	-19.363
YLL056C	10.654
YKL199C	-1.747
YKL053W	-5.205
YJL208C	-34.252
YKL054C	-22.957
YJL207C	-8.915
YKL055C	-30.469
YJL206C	-27.734
YKL056C	-15.958
YJL206C-A	-0.074
YKL061W	17.631
YJL204C	17.312
YKL062W	-5.915
YJL201W	-9.045
YKL063C	16.685
YJL200C	-11.559
YKL064W	6.798
YJL199C	-22.695
YKL065C	40.389
YJL198W	34.045
YKL066W	11.305
YJL197W	31.817
YKL067W	16.329
YJL196C	-20.457
YKL068W	23.060
YJL193W	25.944
YLL023C	-12.017
YKL163W	36.750
YLL024C	-8.026
YKL164C	6.774
YLL025W	-27.648
YKL166C	-6.371
YLL026W	39.783
YKL167C	-5.856
YLL027W	6.652
YKL168C	13.790
YLL028W	3.994
YKL169C	3.829
YLL029W	9.432
YKL170W	-1.866
YLL032C	-17.496
YKL171W	-3.561
YLL033W	14.274
YKL174C	-10.384
YLL038C	-14.304
YKL175W	22.352
YLL039C	-1.159
YKL176C	5.109
YLL040C	-32.839
YKL177W	34.502
YKL037W	-0.106
YIL095W	7.041
YKL038W	41.498
YIL096C	21.350
YKL039W	16.582
YIL097W	34.198
YKL040C	50.488
YJL218W	9.532
YKL041W	17.851
YJL217W	12.479
YKL043W	2.232
YJL216C	28.382
YKL044W	4.830
YJL215C	23.118
YKL046C	22.707
YJL214W	58.048
YKL047W	34.169
YJL212C	19.493
YKL048C	0.000
YJL210W	22.298
YKL050C	27.770
YJL211C	-47.351
YKL051W	-19.199
YJL209W	0.032
YMR231W	-4.972
YMR016C	25.029
YMR232W	-55.049
YMR017W	-25.044
YMR233W	-24.924
YMR018W	-55.161
YMR234W	-3.824
YMR019W	-25.267
YMR237W	-18.390
YMR020W	3.574
YMR238W	-22.377
YMR021C	20.256
YMR241W	3.033
YMR022W	-24.805
YMR242C	17.850
YMR023C	-10.251
YMR243C	-17.871
YMR024W	0.000
YMR244W	6.047
YMR025W	17.163
YMR245W	14.075
YMR026C	15.160
YMR244C-A	26.240
YMR027W	-26.937
YLR352W	-6.320
YLR221C	1.619
YLR353W	3.037
YLR224W	-2.788
YLR354C	-2.984
YLR225C	-11.525
YLR356W	15.262
YLR227C	-1.451
YLR357W	12.399
YLR228C	6.123
YLR360W	46.733
YLR231C	15.595
YLR362W	4.859
YLR232W	-18.358
YLR363C	6.918
YLR233C	31.660
YLR364W	9.756
YLR234W	-27.042
YLR365W	37.623
YLR235C	12.360
YLR366W	7.213
YLR236C	16.649
YLR367W	30.732
YMR266W	5.316
YMR214W	3.226
YML001W	15.901
YMR215W	5.012
YMR002W	19.030
YMR216C	-28.693
YMR003W	3.071
YMR219W	10.644
YMR006C	-31.489
YMR221C	17.564
YMR007W	27.657
YMR222C	-7.561
YMR008C	-37.555
YMR223W	6.546
YMR009W	-25.369
YMR224C	44.882
YMR010W	-2.787
YMR225C	-21.073
YMR011W	8.999
YMR226C	4.226
YMR012W	25.767
YMR228W	-1.923
YMR014W	7.731
YMR230W	63.268
YMR015C	12.804
YLR333C	-2.992
YLR206W	14.304
YLR335W	2.081
YLR207W	-7.061
YLR337C	29.155
YLR209C	-5.802
YLR338W	-14.797
YLR210W	-31.214
YLR341W	-21.390
YLR211C	26.433
YLR342W	24.008
YLR213C	-9.866
YLR344W	-9.294
YLR214W	-29.171
YLR345W	-31.354
YLR216C	0.732
YLR348C	-14.211
YLR217W	-3.561
YLR349W	-16.117
YLR218C	-13.279
YLR350W	27.191
YLR219W	18.211
YLR351C	4.196
YLR220W	14.476
YMR193C-A	6.799
YML013C-A	27.524
YMR195W	29.423
YML012W	-8.152
YMR196W	-2.244
YML011C	-13.065
YMR198W	-5.376
YML010W-A	27.086
YMR199W	-7.194
YML009C	-40.252
YMR201C	14.843
YML008C	-13.249
YMR202W	-21.488
YML007W	-15.376
YMR204C	9.123
YML006C	-36.683
YMR205C	-10.220
YML005W	-16.503
YMR206W	20.828
YML004C	30.152
YMR207C	12.856
YML003W	20.661
YMR210W	2.617
YML002W	7.589
YLR319C	-33.587
YLR189C	-8.219
YLR320W	27.794
YLR190W	-8.387
YLR322W	62.208
YLR191W	-43.756
YLR324W	6.461
YLR193C	-48.149
YLR325C	2.972
YLR194C	-4.356
YLR326W	-4.432
YLR199C	-0.509
YLR327C	13.002
YLR200W	-10.988
YLR328W	-10.995
YLR201C	0.000
YLR329W	19.188
YLR202C	0.000
YLR330W	27.710
YLR203C	0.000
YLR331C	10.575
YLR204W	0.000
YLR332W	27.216
YLR205C	-7.242
YMR182C	-8.820
YML030W	-28.615
YMR183C	8.680
YML029W	-5.165
YMR184W	0.000
YML028W	-25.292
YMR186W	-24.420
YML026C	33.823
YMR187C	-27.687
YML024W	34.340
YMR188C	13.658
YML020W	-6.330
YMR189W	1.753
YML019W	15.142
YMR190C	5.206
YML018C	8.425
YMR191W	11.301
YML017W	37.436
YMR192W	9.808
YML016C	27.328
YMR193W	0.000
YML014W	18.835
YMR194W	24.641
YML013W	-2.936
YLR303W	-12.301
YLR176C	35.555
YLR304C	0.000
YLR177W	48.562
YLR306W	-14.664
YLR178C	-40.076
YLR307W	-36.816
YLR179C	-46.124
YLR308W	12.478
YLR180W	-20.154
YLR309C	15.926
YLR181C	29.011
YLR311C	-2.762
YLR182W	21.503
YLR312C	7.681
YLR183C	-10.678
YLR312W-A	0.000
YLR184W	0.901
YLR313C	11.840
YLR185W	13.119
YLR315W	20.873
YLR187W	22.488
YLR318W	37.890
YLR188W	12.776
YMR167W	-22.501
YLR414C	1.319
YMR169C	-7.578
YLR415C	-19.415
YMR170C	-4.595
YLR416C	-21.203
YMR172C-A	-2.390
YLR417W	-13.986
YMR173W-A	-17.441
YLR418C	22.869
YMR174C	-30.722
YLR421C	-17.559
YMR175W	-22.422
YML037C	14.933
YMR176W	-20.670
YML035C	5.062
YMR177W	-6.262
YML034W	24.785
YMR178W	10.277
YML035C-A	6.755
YMR179W	5.083
YML033W	14.613
YMR180C	30.477
YML032C	9.984
YLR287C	11.860
YLR151C	-4.748
YLR287C-A	-18.250
YLR152C	-35.786
YLR288C	0.000
YLR154C	3.674
YLR289W	-46.355
YLR164W	-27.171
YLR290C	1.890
YLR165C	45.787
YLR292C	-37.653
YLR168C	16.156
YLR294C	-13.573
YLR169W	8.134
YLR295C	0.000
YLR170C	3.451
YLR296W	9.103
YLR171W	6.075
YLR297W	15.102
YLR172C	21.143
YLR299W	22.197
YLR173W	13.833
YLR300W	30.117
YLR174W	9.794
YMR153W	-12.131
YLR399C	63.797
YMR153C-A	-21.469
YLR400W	15.910
YMR155W	-44.407
YLR401C	-45.500
YMR156C	1.046
YLR402W	-9.483
YMR157C	-4.047
YLR403W	0.000
YMR158W-A	5.840
YLR404W	-3.658
YMR159C	3.965
YLR405W	17.467
YMR161W	12.101
YLR407W	21.623
YMR162C	-13.033
YLR408C	-11.026
YMR163C	-1.851
YLR410W	11.806
YMR164C	8.521
YLR412W	0.723
YMR166C	27.813
YLR413W	-4.407
YLR269C	-15.216
YLR134W	-9.575
YLR270W	0.000
YLR135W	-3.669
YLR271W	3.240
YLR136C	-19.329
YLR273C	-18.072
YLR137W	-6.463
YLR278C	-27.123
YLR138W	-11.508
YLR279W	19.226
YLR139C	0.000
YLR280C	8.867
YLR142W	14.475
YLR281C	-0.489
YLR143W	-3.830
YLR282C	-0.185
YLR144C	14.579
YLR283W	19.927
YLR148W	0.000
YLR284C	25.281
YLR149C	23.508
YLR285W	37.316
YLR150W	-22.792
YMR042W	-7.435
YLR385C	7.195
YMR044W	-15.921
YLR386W	-12.461
YMR140W	-20.221
YLR387C	-27.245
YMR141C	-6.868
YLR388W	-15.590
YMR143W	13.630
YLR389C	-5.120
YMR144W	-25.438
YLR390W	6.043
YMR145C	1.841
YLR391W	1.852
YMR147W	2.376
YLR392C	-17.241
YMR148W	27.750
YLR393W	16.211
YMR151W	0.000
YLR395C	1.302
YMR150C	0.000
YLR396C	0.000
YMR152W	-8.810
YLR398C	20.104
YLR255C	-12.798
YLR121C	-7.776
YLR257W	-19.248
YLR122C	-13.159
YLR258W	-17.038
YLR123C	-9.501
YLR260W	0.000
YLR124W	-33.304
YLR261C	19.742
YLR125W	21.258
YLR262C	20.861
YLR420W	13.013
YLR263W	-7.111
YLR451W	-8.603
YLR264W	24.598
YLR126C	-6.109
YLR265C	-7.851
YLR128W	16.597
YLR266C	0.128
YLR130C	31.653
YLR267W	11.018
YLR131C	26.083
YLR268W	17.363
YLR133W	16.364
YMR029C	-18.607
YLR368W	-10.650
YMR030W	-2.581
YLR369W	0.000
YMR031W-A	-18.100
YLR371W	-29.186
YMR031C	-21.663
YLR372W	16.723
YMR032W	40.193
YLR373C	15.259
YMR034C	2.273
YLR374C	25.330
YMR035W	5.269
YLR375W	-7.900
YMR036C	-2.683
YLR376C	-1.387
YMR038C	4.918
YLR377C	7.497
YMR039C	8.350
YLR380W	10.038
YMR040W	10.227
YLR381W	8.751
YMR041C	23.816
YLR384C	1.488
YLR239C	-2.989
YLR102C	4.926
YLR240W	0.000
YLR104W	22.994
YLR241W	13.694
YLR107W	-0.078
YLR242C	5.066
YLR108C	2.223
YLR244C	12.028
YLR109W	-0.085
YLR247C	-10.675
YLR111W	14.995
YLR248W	-5.956
YLR112W	26.630
YLR250W	18.273
YLR113W	-33.744
YLR251W	-11.285
YLR114C	-3.297
YLR252W	-12.788
YLR118C	-4.037
YLR253W	28.941
YLR119W	14.549
YLR254C	27.432
YLR120C	7.915
YOR245C	-37.025
YOR109W	-113.770
YOR246C	0.000
YOR111W	-112.520
YOR247W	0.000
YOR112W	-90.011
YOR251C	-93.945
YOR113W	-57.350
YOR252W	-74.925
YOR114W	-94.225
YOR253W	-43.932
YOR115C	-84.885
YOR255W	-65.257
YOR118W	-84.542
YOR258W	-78.357
YOR120W	3.981
YOR263C	-97.879
YOR121C	0.000
YOR264W	-9.136
YOR123C	5.060
YOR277C	-29.599
YOR124C	-61.264
YOR279C	-19.672
YOR126C	-22.689
YNL157W	12.830
YNL297C	-5.863
YNL156C	-13.794
YNL295W	-21.422
YNL155W	-39.833
YNL294C	-12.919
YNL154C	2.807
YNL293W	-0.981
YNL153C	32.271
YNL292W	25.947
YNL148C	58.752
YNL291C	-1.499
YOR001W	38.734
YNL289W	-10.742
YOR002W	30.169
YNL288W	-9.658
YOR003W	30.507
YNL286W	-13.315
YOR005C	30.378
YNL285W	6.819
YOR006C	-2.232
YNL283C	1.590
YOR007C	4.644
YNL281W	6.716
YOR230W	-21.382
YOR092W	13.532
YOR231W	16.352
YOR093C	-7.505
YOR233W	-40.265
YOR094W	-29.717
YOR234C	-14.681
YOR097C	-0.233
YOR235W	0.000
YOR099W	21.598
YOR237W	-45.954
YOR100C	-20.972
YOR238W	7.937
YOR101W	-14.623
YOR239W	37.749
YOR104W	24.409
YHR101C	-25.933
YOR105W	29.338
YOR241W	13.689
YOR106W	-5.192
YOR242C	27.449
YOR107W	7.904
YOR243C	15.021
YOR108W	48.139
YNL173C	15.750
YNL314W	16.207
YNL170W	-0.926
YNL311C	-20.041
YNL171C	7.447
YNL309W	20.135
YNL169C	-0.831
YNL307C	-43.966
YNL168C	-15.997
YNL305C	28.427
YNL167C	21.347
YNL304W	-7.746
YNL166C	8.430
YNL303W	-21.840
YNL165W	-3.894
YNL302C	27.790
YNL164C	-42.917
YNL301C	-6.466
YNL162W	-27.790
YNL299W	-18.315
YNL160W	4.935
YNL298W	15.764
YNL159C	2.265
YNL296W	18.897
YOR214C	2.737
YOR080W	49.878
YOR215C	4.174
YOR081C	26.112
YOR216C	0.000
YOR082C	17.498
YOR219C	0.000
YOR083W	26.913
YOR221C	46.423
YOR084W	-35.561
YOR222W	39.485
YOR085W	-5.487
YOR223W	-20.505
YOR086C	42.942
YOR225W	0.000
YOR087W	-4.262
YOR226C	-20.121
YOR088W	30.440
YOR227W	6.966
YOR089C	0.000
YOR228C	32.274
YOR090C	-15.039
YOR229W	23.182
YOR091W	-26.418
YNL194C	11.966
YNL329C	-16.309
YNL193W	-32.476
YNL328C	48.831
YNL192W	-11.525
YNL327W	-3.250
YNL191W	25.693
YNL326C	-37.069
YNL190W	-45.356
YNL324W	-11.149
YNL187W	-4.259
YNL325C	-2.078
YNL184C	8.152
YNL323W	-30.441
YNL183C	-23.311
YNL322C	-45.569
YNL179C	0.000
YNL321W	7.413
YNL177C	33.108
YNL320W	-7.575
YNL176C	8.533
YNL319W	-4.099
YNL175C	0.000
YNL318C	16.508
YOR197W	10.913
YOR065W	-17.732
YOR198C	-10.519
YOR066W	-29.453
YOR199W	-24.954
YOR067C	-29.228
YOR200W	15.556
YOR068C	0.000
YOR201C	11.573
YOR069W	-13.774
YOR202W	18.193
YOR070C	-8.839
YOR205C	8.914
YOR071C	9.792
YOR208W	-0.705
YOR072W	36.570
YOR209C	32.492
YOR073W	12.618
YOR211C	14.682
YOR076C	-12.492
YOR212W	0.000
YOR078W	-0.431
YOR213C	-15.507
YOR079C	-3.251
YNL206C	10.661
YMR305C	1.011
YNL205C	-8.735
YMR306C-A	22.371
YNL204C	4.578
YMR307W	37.492
YNL202W	-43.709
YMR310C	-26.869
YNL203C	33.798
YNL339C	17.807
YNL201C	-1.704
YNL338W	21.050
YNL200C	13.602
YNL336W	25.074
YNL199C	2.785
YNL335W	-39.267
YNL198C	-3.996
YNL334C	0.000
YNL197C	9.428
YNL333W	3.325
YNL196C	17.326
YNL332W	0.860
YNL195C	3.627
YNL330C	21.025
YOR184W	-6.992
YOR047C	-30.123
YOR185C	-16.145
YOR049C	-49.741
YOR186W	47.999
YOR050C	14.073
YOR187W	0.758
YOR051C	-6.046
YOR188W	21.059
YOR052C	31.017
YOR189W	33.241
YOR053W	6.231
YOR190W	-11.299
YOR055W	12.040
YOR191W	-25.275
YOR058C	-20.531
YOR192C	4.926
YOR059C	-15.525
YOR193W	-5.030
YOR061W	10.523
YOR195W	22.701
YOR062C	-14.653
YOR196C	46.369
YOR064C	23.061
YNL225C	1.541
YMR292W	8.797
YNL224C	34.296
YMR293C	5.763
YNL223W	0.706
YMR294W	7.293
YNL219C	11.809
YMR294W-A	32.317
YNL218W	3.590
YMR295C	18.490
YNL217W	-17.673
YMR297W	0.000
YNL215W	-18.359
YMR299C	1.980
YNL214W	24.722
YMR300C	0.000
YNL213C	8.014
YMR302C	0.000
YNL212W	11.685
YMR303C	0.000
YNL211C	33.661
YMR304W	81.990
YNL208W	0.000
YMR304C-A	40.685
YOR165W	3.640
YOR033C	10.993
YOR166C	24.575
YOR034C	-2.711
YOR167C	-21.953
YOR035C	0.000
YOR170W	30.424
YOR036W	-29.129
YOR171C	2.447
YOR037W	-28.809
YOR172W	17.544
YOR038C	0.000
YOR173W	-4.442
YOR039W	5.963
YOR175C	19.451
YOR040W	-14.687
YOR177C	-10.774
YOR041C	0.625
YOR178C	20.723
YOR042W	37.781
YOR182C	-3.331
YOR043W	17.422
YOR183W	37.796
YOR044W	-8.004
YNL238W	-10.100
YMR275C	4.814
YNL237W	0.690
YMR276W	5.357
YNL236W	11.506
YMR278W	-2.315
YNL235C	-2.953
YMR280C	-7.877
YNL234W	-11.737
YMR282C	-7.287
YNL233W	5.273
YMR283C	-20.838
YNL231C	8.145
YMR284W	-4.164
YNL230C	4.644
YMR285C	9.393
YNL229C	-9.241
YMR286W	7.875
YNL228W	-9.180
YMR287C	16.274
YNL226W	50.796
YMR289W	43.081
YNL227C	39.175
YMR291W	19.161
YOR140W	15.056
YOR021C	-7.192
YOR141C	-19.856
YOR022C	0.000
YOR142W	-43.851
YOR023C	-5.368
YOR144C	-41.018
YOR024W	-12.629
YOR152C	68.123
YOR025W	-17.873
YOR153W	19.509
YOR026W	-0.154
YOR154W	-5.676
YOR027W	-17.255
YOR156C	-14.335
YOR028C	0.635
YOR161C	6.023
YOR029W	15.229
YOR162C	-26.503
YOR030W	12.045
YOR163W	42.685
YOR031W	0.000
YOR164C	25.412
YOR032C	40.581
YNL264C	19.102
YMR259C	-14.220
YNL259C	31.348
YMR261C	15.289
YNL257C	41.797
YMR262W	0.000
YNL255C	13.482
YMR263W	17.674
YNL254C	7.074
YMR264W	7.560
YNL253W	-8.968
YMR265C	9.190
YNL249C	1.869
YNL248C	-24.197
YMR267W	16.324
YNL246W	-14.580
YMR269W	7.131
YNL242W	36.278
YMR272C	14.729
YNL241C	28.330
YMR273C	42.141
YNL239W	35.322
YMR274C	0.738
YOR127W	-8.129
YOR008C	2.008
YOR129C	34.000
YOR009W	13.366
YOR130C	-13.442
YOR010C	-10.638
YOR131C	29.552
YOR011W	1.043
YOR132W	-4.244
YOR012W	15.884
YOR133W	-3.034
YOR013W	-9.818
YOR134W	-14.249
YOR014W	27.643
YOR135C	1.946
YOR015W	16.306
YOR136W	24.617
YOR016C	-8.998
YOR137C	0.755
YOR017W	23.137
YOR138C	18.118
YOR018W	20.957
YOR139C	32.602
YOR019W	15.867
YNL280C	2.780
YMR246W	-25.257
YNL278W	-6.518
YMR247C	22.279
YNL277W	20.164
YMR250W	-26.184
YNL276C	12.481
YMR251W	1.803
YNL275W	0.749
YMR251W-A	19.694
YNL273W	-16.308
YMR252C	-10.388
YNL271C	-11.099
YMR253C	-10.375
YNL270C	-10.357
YMR254C	-29.821
YNL269W	3.394
YMR255W	40.521
YNL268W	-13.334
YMR256C	-0.219
YNL266W	5.261
YMR257C	17.110
YNL265C	16.174
YMR258C	4.950
YPR018W	-56.982
YPL107W	-61.060
YPR020W	-47.639
YPL106C	-23.511
YPR027C	-8.598
YPL105C	-0.109
YPR028W	14.775
YPL104W	0.000
YPR029C	-6.791
YPL103C	39.295
YPR030W	4.413
YPL101W	19.699
YPR032W	14.787
YPL102C	18.115
YPR036W	0.000
YPL100W	-5.672
YPR038W	-5.418
YPL099C	0.667
YPR039W	-18.292
YPL098C	-48.952
YPR040W	-0.672
YPL097W	0.000
YPR042C	12.010
YPL096W	-14.308
YPL234C	1.475
YOL007C	-40.097
YPL232W	11.846
YOL008W	-17.051
YPL230W	5.352
YOL009C	0.000
YPL229W	-7.924
YOL011W	45.950
YPL227C	-2.565
YOL012C	7.692
YPL226W	20.918
YOL013C	2.470
YPL225W	10.231
YOL014W	24.274
YPL223C	28.997
YOL015W	-37.233
YPL222W	3.249
YOL017W	-61.318
YPL221W	-18.044
YOL018C	-35.003
YPL220W	-85.533
YOL019W	-40.376
YPL219W	-88.364
YOL020W	7.152
YPL001W	-13.969
YPL120W	29.810
YPR001W	-11.963
YPL119C	-22.420
YPR002W	-45.801
YPL118W	0.000
YPR003C	34.596
YPL116W	40.544
YPR004C	-48.366
YPL115C	-18.156
YPR005C	9.950
YPL114W	-27.101
YPR006C	21.006
YPL113C	16.412
YPR009W	7.604
YPL112C	13.065
YPR012W	2.886
YPL111W	32.203
YPR014C	-17.795
YPL110C	-19.133
YPR015C	-47.511
YPL109C	-38.324
YPR017C	-14.958
YPL108W	-5.479
YPL253C	-17.199
YOR380W	10.405
YPL250C	18.462
YOR381W	24.115
YPL249C	7.500
YOR382W	40.116
YPL248C	1.442
YOR383C	5.004
YPL247C	-0.960
YOR384W	5.521
YPL246C	20.064
YOR385W	6.692
YPL245W	-2.494
YOR386W	22.893
YPL244C	6.030
YOL001W	0.000
YPL241C	-7.904
YOL002C	-16.181
YPL240C	-18.872
YOL003C	-28.095
YPL239W	-0.064
YOL004W	-29.910
YPL236C	-71.661
YOL006C	-16.504
YPL021W	5.423
YPL140C	39.993
YPL019C	7.416
YPL139C	34.527
YPL018W	3.049
YPL138C	34.306
YPL017C	6.413
YPL136W	19.819
YPL014W	17.528
YPL135W	-31.564
YPL013C	8.066
YPL133C	-25.218
YPL009C	39.228
YPL130W	-12.402
YPL008W	10.075
YPL129W	0.000
YPL006W	-9.881
YPL127C	7.921
YPL005W	0.000
YPL125W	7.670
YPL003W	-32.379
YPL123C	22.744
YPL002C	-4.102
YPL121C	-34.072
YPL267W	13.094
YOR360C	21.930
YPL265W	-34.053
YOR363C	-12.147
YPL264C	23.876
YOR365C	4.040
YPL263C	29.223
YOR367W	14.856
YPL262W	0.000
YOR368W	17.452
YPL260W	-52.684
YOR369C	41.555
YPL261C	62.170
YOR371C	-12.070
YPL259C	16.681
YOR374W	19.964
YPL258C	-3.556
YOR375C	13.626
YPL257W	27.041
YOR376W	-46.912
YPL256C	30.150
YOR377W	-15.372
YPL254W	0.000
YOR378W	11.737
YPL037C	-24.810
YPL159C	-11.582
YPL036W	-3.182
YPL157W	-16.377
YPL033C	-17.702
YPL156C	26.287
YPL032C	29.546
YPL155C	13.544
YPL031C	0.000
YPL154C	18.709
YPL030W	-12.725
YPL152W	-19.897
YPL029W	0.000
YPL150W	22.019
YPL026C	-13.738
YPL149W	5.121
YPL025C	31.085
YPL147W	-20.430
YPL024W	51.595
YPL145C	3.438
YPL023C	26.962
YPL144W	13.863
YPL022W	-7.325
YPL141C	9.483
YOL080C	-5.119
YOR347C	14.704
YOL081W	-22.738
YOR348C	26.656
YOL082W	8.900
YOR349W	31.410
YOL083W	-32.460
YOR350C	-4.654
YOL084W	-0.315
YOR351C	21.015
YOL085C	15.467
YOR352W	14.044
YPL274W	2.445
YOR354C	14.291
YPL273W	27.044
YOR355W	-43.947
YPL272C	29.784
YOR356W	-24.642
YPL271W	0.000
YOR357C	3.050
YPL270W	14.546
YOR358W	19.487
YPL269W	-4.076
YOR359W	18.014
YPL051W	18.927
YPL173W	0.000
YPL050C	0.000
YPL172C	0.000
YPL049C	25.607
YPL171C	-11.533
YPL048W	2.663
YPL170W	4.802
YPL047W	-11.232
YPL168W	17.806
YPL046C	22.743
YPL167C	28.899
YPL045W	0.000
YPL166W	-14.199
YPL042C	51.927
YPL165C	-14.140
YPL041C	-39.880
YPL164C	2.839
YPL040C	0.000
YPL163C	38.477
YPL039W	-8.600
YPL162C	-27.529
YPL038W	-7.098
YPL161C	-23.397
YOL062C	-38.216
YOR327C	-12.879
YOL063C	-4.582
YOR328W	-8.555
YOL064C	9.365
YOR330C	0.000
YOL065C	-1.645
YOR332W	0.000
YOL067C	2.457
YOR334W	-3.944
YOL068C	6.149
YOR337W	2.208
YOL070C	-26.558
YOR338W	7.391
YOL071W	31.770
YOR339C	-11.071
YOL072W	16.303
YOR342C	-11.460
YOL075C	-13.949
YOR343C	6.130
YOL076W	27.961
YOR344C	1.060
YOL079W	50.936
YOR346W	19.165
YPL064C	-5.878
YPL187W	-52.565
YPL062W	-21.637
YPL185W	2.121
YPL061W	-17.529
YPL186C	-21.384
YPL060W	5.703
YPL184C	12.269
YPL059W	0.000
YPL181W	-8.939
YPL058C	24.847
YPL182C	-7.676
YPL057C	24.497
YPL180W	28.982
YPL056C	16.565
YPL179W	20.350
YPL055C	17.393
YPL178W	71.836
YPL054W	-8.463
YPL177C	8.802
YPL053C	0.632
YPL176C	38.693
YPL052W	31.487
YPL174C	19.596
YOL051W	-11.327
YOR311C	-19.950
YOL052C	-16.166
YOR312C	94.481
YOL053C-A	15.913
YOR313C	-27.963
YOL053W	8.525
YOR314W	6.750
YOL054W	-14.163
YOR315W	-2.649
YOL055C	-7.198
YOR316C	-12.971
YOL056W	30.495
YOR318C	9.924
YOL057W	21.843
YOR320C	-3.372
YOL058W	3.285
YOR321W	1.774
YOL059W	8.656
YOR322C	-2.937
YOL060C	18.186
YOR323C	64.450
YOL061W	64.038
YOR324C	13.186
YPL078C	6.389
YPL200W	-26.124
YPL077C	47.172
YPL199C	-70.590
YPL074W	-10.262
YPL198W	-5.503
YPL072W-A	-3.972
YPL197C	-12.130
YPL073C	-6.390
YPL196W	9.173
YPL071C	28.168
YPL195W	-6.834
YPL070W	-33.656
YPL194W	36.518
YPL069C	20.934
YPL193W	24.163
YPL068C	-12.070
YPL192C	42.284
YPL067C	0.402
YPL191C	-5.554
YPL066W	10.873
YPL189W	-3.731
YPL065W	18.013
YPL188W	-1.576
YOL037C	-18.655
YOR296W	-22.688
YOL039W	-80.239
YOR297C	6.720
YOL041C	34.478
YOR298W	-5.722
YOL042W	-1.144
YOR299W	26.463
YOL043C	-25.187
YOR301W	6.618
YOL044W	-35.617
YOR302W	-0.614
YOL045W	13.690
YOR303W	-3.918
YOL046C	-16.333
YOR304C-A	-9.565
YOL047C	-3.719
YOR304W	-19.654
YOL048C	17.938
YOR305W	1.955
YOL049W	24.687
YOR307C	-3.676
YOL050C	26.898
YOR308C	11.176
YPL095C	-15.935
YPL216W	-6.614
YPL092W	13.439
YPL215W	0.129
YPL091W	4.916
YPL214C	1.406
YPL090C	6.558
YPL213W	23.587
YPL089C	-26.127
YPL212C	22.463
YPL088W	-41.478
YPL208W	15.896
YPL087W	-29.251
YPL207W	-1.525
YPL086C	1.022
YPL206C	-29.063
YPL084W	0.000
