orf	hap a | growth (colony size) | paromomycin [13 mg/ml] | Alamgir M~Golshani A, 2008
YBR099C	0.010311380685762409
YBR101C	0.9141378751217559
YBR103W	0.24688699606802728
YBR104W	1.4832968879491717
YBR105C	-0.35666086285744925
YBR106W	0.19265417097050908
YBR107C	-0.639962228144356
YBR108W	-0.7119287148506724
YBR111C	0.7169077283828776
YBR112C	-0.05928974336513993
YBR113W	-0.8245567037665116
YBR114W	-0.49072577062633027
YBR115C	0.15514502823335902
YBR116C	-0.7091742259913177
YBR119W	-0.03224241164809163
YBR120C	-0.05928974336513993
YBR121C	1.027036940718992
YBR122C	0.5120699457467337
YBR125C	0.3186479891610268
YBR126C	0.6335297878306628
YBR127C	-0.05928974336513993
YBR128C	-0.216160070007663
YBR129C	-1.3657919036070294
YBR130C	0.4703591144479331
YBR131W	-0.589026045268986
YBR132C	-0.05928974336513993
YBR133C	2.3058543018220967
YBR134W	2.8671579204950564
YBR137W	-0.0743143870417855
YBR138C	2.0388874926916176
YBR139W	-0.25968973839454557
YBR141C	-0.5919117002645006
YBR144C	0.0025594620387211467
YBR145W	-0.28383742406155565
YBR146W	-1.0906927940346456
YBR147W	1.0041615665727315
YBR148W	-2.9695602504323
YBR149W	0.6444602991773087
YBR150C	-0.6144285536385911
YBR151W	-1.7526445611875203
YBR156C	-0.7019163664571448
YBR157C	0.5251865593627089
YBR158W	0.13212099913278416
YBR159W	0.9235514501037143
YBR161W	-0.8131015278752267
YBR162C	-0.9058359861401704
YBR162W-A	-0.35032553848093334
YBR163W	-0.05928974336513993
YBR164C	-0.0420199726578933
YBR165W	-1.4052291885457275
YBR166C	-0.24880732129782493
YBR168W	-0.25464858656147255
YBR169C	0.6866957950207485
YBR170C	-0.8925007622972624
YBR171W	1.663839787365504
YBR172C	0.0513182870538391
YBR173C	-0.025005101475250435
YBR174C	1.583420371884448
YBR175W	0.7976404851892042
YBR176W	0.3365259335196008
YBR177C	-0.6452963176815191
YBR178W	0.5264107766335332
YBR179C	-0.33097853339737004
YBR180W	-0.5788475531029894
YBR181C	1.4718781470957087
YBR182C	0.19755541225834505
YBR183W	-0.4266642297259081
YBR184W	-0.15566843411305534
YBR185C	0.025377997525979117
YBR186W	0.5074397811402945
YBR187W	0.7921752295158812
YBR188C	0.22599660278231765
YBR189W	2.328239989060027
YBR191W	-0.05928974336513993
YBR194W	-0.6679574538053854
YBR195C	0.7105243097564364
YBR197C	-1.474025826961517
YBR199W	-0.640639919847848
YBR200W	-0.4682154755590478
YBR201W	0.41253015111736835
YBR203W	-0.788737418083553
YBR204C	-0.9447048844888433
YBR205W	1.1241851394657112
YBR206W	0.9767915661607304
YBR207W	-0.0679641971698381
YBR208C	-0.12506227364169042
YBR209W	0.6844135042515687
YBR210W	-0.4148111832216053
YBR212W	-0.8124609999103133
YBR213W	-0.870814627785517
YBR214W	-0.3479426870073644
YBR215W	-0.27919632894376983
YBR216C	0.1912878570521783
YBR217W	0.34659949277666974
YBR218C	0.9140941530763693
YBR219C	0.2532791591035457
YBR220C	-0.3856442067442155
YBR221C	-1.4335319259259758
YBR222C	-1.4502191732485221
YBR223C	-0.6250836160993015
YBR224W	0.07145666115889951
YBR225W	1.6487775427298261
YBR226C	-0.5333241594464786
YBR227C	0.3165296560620468
YBR228W	-1.0022430962175872
YBR229C	-0.5160014850643143
YBR230C	-0.3229839573984332
YBR231C	0.18472299193738279
YBR232C	-1.5192562829139373
YBR233W	0.2407833985320602
YBR235W	-0.4718465914284036
YBR238C	0.12170057831564839
YBR239C	-1.1955819809170594
YBR240C	-0.3152495275695466
YBR241C	0.1147218111711932
YBR242W	-0.2774627498441918
YBR244W	-0.36094999550987306
YBR245C	0.001833676085303843
YBR246W	-0.27206526334121806
YBR248C	0.8297980495710362
YBR249C	-0.6808073629445023
YBR250W	-0.23651049603284832
YBR251W	-0.05928974336513993
YBR255W	0.27170800123399075
YBR258C	-0.9629653967445497
YBR259W	-0.2374658227245452
YBR260C	-0.6750491695670893
YBR261C	-0.9989858038362867
YBR262C	-0.3816086619550338
YBR263W	0.13426993766353473
YBR264C	-0.23758824445162757
YBR266C	0.9001030985526626
YBR267W	1.895435461778237
YBR268W	-0.022106329866119958
YBR269C	-1.573165564875595
YBR270C	-0.19439086360968305
YBR271W	0.1253222210751704
YBR272C	-0.9423438940379676
YBR273C	1.6801481102946996
YBR274W	1.2189242535116298
YBR275C	0.3683949324018816
YBR276C	-0.7885100634475427
YBR277C	0.7943831928079036
YBR278W	2.3086962347722246
YBR279W	1.455023298599181
YBR280C	-1.7958419420294651
YBR281C	-1.9804145566289275
YBR282W	-0.05928974336513993
YBR283C	-0.6056841445612744
YBR284W	-1.5680500855653647
YBR285W	-1.7752051366069976
YBR286W	-0.6231292406705213
YBR287W	-1.46880104253782
YBR288C	0.16489504435456717
YBR289W	-0.05928974336513993
YBR290W	-0.8251688124019237
YBR291C	1.2390801164348448
YBR292C	0.9749115182091072
YBR293W	-0.27583191755127223
YBR294W	-0.28097800229327313
YBR295W	0.9764417897976375
YBR296C	0.5112829489297753
YBR297W	-2.1962921557251835
YBR298C	-1.186312907295104
YBR299W	-0.18475015260194141
YBR300C	-1.5332036153922575
YBR301W	0.3561571318981769
YCL001W	-0.5105187405728366
YCL001W-A	-1.1724967409529434
YCL002C	-1.0202565789168596
YCL005W	0.7405832159597125
YCL007C	-0.05928974336513993
YCL008C	0.37828923127286546
YCL009C	-0.3637466032729502
YCL010C	-3.5847512900442235
YCL011C	-0.8577767138512378
YCL014W	0.011435037252197617
YCL016C	-0.08527594104065588
YCL022C	-0.7557972290893009
YCL023C	0.04227511066638073
YCL024W	-0.42762174251987434
YCL025C	-0.17412350947073227
YCL026C-A	-0.19253704888529194
YCL027W	-0.5787207591713683
YCL028W	-0.11169935917003762
YCL029C	-0.747037517296099
YCL030C	0.34001932494598885
YCL032W	-1.1282063089763343
YCL033C	0.39235898547826803
YCL034W	1.261333180135103
YCL035C	0.23786276590023644
YCL036W	1.797891578520769
YCL037C	0.16179515133665842
YCL038C	-0.7584198231117395
YCL039W	-1.12518948784466
YCL040W	-0.4525564250038429
YCL042W	-1.750808235281284
YCL044C	-0.7724837477110906
YCL045C	0.5391776138864156
YCL046W	-0.644159544501468
YCL047C	-0.8431822951011961
YCL048W	-0.9310198842828424
YCL049C	-0.9813876805681868
YCL050C	0.0829692586697921
YCL051W	-0.07154678156881476
YCL055W	0.3970809663800191
YCL056C	-1.345155098184562
YCL057W	0.0016981377446054489
YCL058C	3.1455361834714335
YCL061C	0.17273440709238155
YCL063W	-1.6727425232435391
YCL064C	-0.7359321177679068
YCL069W	0.39471997592914354
YCL076W	0.05211402827987489
YCR001W	-1.5300993501698101
YCR002C	-1.5806857566820873
YCR003W	0.31859989491110163
YCR004C	-0.05928974336513993
YCR005C	0.15912810656807677
YCR006C	-0.6014431061587758
YCR007C	2.05690097539089
YCR008W	0.7189626645160471
YCR009C	1.2473873050582958
YCR010C	0.3202001217722506
YCR011C	0.8651691842887823
YCR014C	0.5629186845313304
YCR015C	-0.7457258559345015
YCR016W	-1.9628382943835208
YCR017C	1.2271439980443075
YCR019W	1.406929048673939
YCR020C	-0.1429431328032902
YCR020C-A	1.4214010456968982
YCR020W-B	1.3193100697192257
YCR021C	1.6942266089091795
YCR022C	-0.16900584405823266
YCR023C	0.9681783232195732
YCR024C	-0.05928974336513993
YCR024C-A	0.5923436210765012
YCR025C	-0.5651100864425249
YCR026C	0.7860760041844529
YCR027C	0.6504064973498841
YCR028C	1.9289702705897467
YCR028C-A	-0.2644860467734538
YCR030C	-1.2790036435146608
YCR031C	2.1161880689350974
YCR032W	-1.1270258137508966
YCR033W	0.8127901739156554
YCR034W	-1.463486627921081
YCR036W	-1.0072274093916578
YCR037C	0.7051027761285001
YCR043C	0.3579366191454108
YCR044C	-0.05928974336513993
YCR045C	-0.4236430363896952
YCR046C	-0.3169583308434056
YCR047C	1.8446741670844133
YCR048W	-1.4499568409762027
YCR049C	-1.3290216634369125
YCR050C	0.18909519647604117
YCR051W	0.2741302025484075
YCR053W	2.0893864551131216
YCR059C	0.42812361860449333
YCR060W	-0.9644235269581924
YCR061W	-0.31663770251057066
YCR063W	1.489782324681515
YCR065W	0.9675224925387744
YCR066W	1.2158199882891825
YCR067C	0.5828122151822259
YCR068W	-1.9248438369425798
YCR069W	0.6078212251433517
YCR071C	-0.05928974336513993
YCR073C	1.127370290472124
YCR073W-A	-0.9759661469402504
YCR075C	0.9475415177971057
YCR076C	-0.9221880311147527
YCR077C	-0.6374263495119341
YCR079W	-0.7111854400791006
YCR081W	1.4366163174914293
YCR082W	1.2635644618513318
YCR083W	1.2054141414871755
YCR084C	-0.05928974336513993
YCR085W	-0.1835696573765036
YCR086W	0.9234506707890983
YCR087C-A	0.19797514389405627
YCR087W	0.7845894546413089
YCR088W	0.6600253473349326
YCR089W	0.027498516727228407
YCR090C	-0.36152275430443737
YCR091W	-1.002155652126814
YCR092C	-0.5057355488075445
YCR094W	0.36968473274078584
YCR095C	-0.014850656434216424
YCR098C	1.670966480763517
YCR099C	-0.7735330768003685
YCR100C	-0.05990246410918751
YCR101C	0.6525488775738266
YCR102C	-1.4546788218779536
YCR102W-A	0.32201895886033244
YCR105W	0.5275475498135843
YCR106W	1.8471226016260622
YCR107W	1.0195080045034224
YDL001W	-0.8033515117540186
YDL002C	-0.2556170298667853
YDL006W	-0.1765697579101116
YDL009C	-0.05928974336513993
YDL010W	-0.8117461444682427
YDL011C	0.40595654159349553
YDL012C	-0.4787240691677131
YDL013W	-0.519333104922772
YDL018C	0.04698543235602867
YDL019C	-0.5709251184789406
YDL020C	-1.34786586499853
YDL021W	-0.05928974336513993
YDL022W	-0.05928974336513993
YDL023C	0.017302535743077104
YDL024C	-0.8107405374243513
YDL025C	-0.09042464910537994
YDL026W	0.8477678102249221
YDL027C	0.16309806828917858
YDL032W	-0.05928974336513993
YDL033C	-0.2076473877708952
YDL034W	0.03173955512972699
YDL035C	-1.2825888512363608
YDL036C	-0.4669191169133356
YDL037C	-0.7910656170003886
YDL039C	1.5248765531118127
YDL040C	1.051774873998721
YDL041W	1.3993214127766733
YDL042C	0.5011831564454745
YDL044C	-0.05928974336513993
YDL045W-A	-0.05928974336513993
YDL046W	1.728723302719194
YDL047W	0.32503796609427604
YDL048C	-0.3177045204180033
YDL049C	-0.05928974336513993
YDL050C	-0.07292271433713055
YDL051W	-0.034041573815749536
YDL052C	0.8708093281436516
YDL053C	-0.20184547234809558
YDL054C	-1.017152313694412
YDL056W	1.6622220716862004
YDL057W	-0.05928974336513993
YDL059C	1.0509878771817625
YDL061C	0.8989663253726116
YDL062W	-0.05928974336513993
YDL063C	-0.05928974336513993
YDL065C	-1.416422032164693
YDL066W	-0.6663703435578524
YDL067C	0.20448535645211857
YDL068W	-0.05928974336513993
YDL069C	-0.05928974336513993
YDL070W	-0.06466755494768976
YDL071C	-0.6708737142326705
YDL072C	1.655139100333574
YDL073W	-0.05928974336513993
YDL074C	1.8466853811721964
YDL075W	1.7870047892195098
YDL076C	0.48832887510181894
YDL077C	-0.05928974336513993
YDL078C	0.3004290128484374
YDL079C	1.1922100837804273
YDL080C	-1.1947512620547145
YDL081C	0.3279432960102145
YDL082W	0.20117122541181554
YDL083C	-0.36479753550389243
YDL085W	0.17550638476989097
YDL086W	1.3459805174050414
YDL088C	-0.4735517511984803
YDL089W	0.9079730667222478
YDL090C	0.4737694339880866
YDL091C	0.4127771806738026
YDL093W	-0.5246234724145485
YDL094C	0.6490073918975133
YDL095W	0.8440514363670626
YDL096C	1.0046862311173705
YDL099W	0.46756090354319174
YDL100C	-0.2824820406545716
YDL101C	0.06711068984747308
YDL104C	-0.05928974336513993
YDL106C	-0.9646421371851254
YDL107W	-0.05928974336513993
YDL109C	-1.324562014807481
YDL110C	0.9171984182988169
YDL112W	-1.0599124740824908
YDL113C	0.5424567672904094
YDL114W	-0.7950006010851812
YDL116W	2.9640459730717255
YDL117W	-0.9358730313207533
YDL118W	-0.5001391269980617
YDL119C	-0.41176375665816045
YDL121C	-0.2869722947157737
YDL122W	-1.8686828696435132
YDL123W	-0.873437950508712
YDL124W	-0.24621023180186188
YDL125C	0.2046383836109716
YDL127W	-2.737046413066449
YDL128W	-1.9012557934565177
YDL129W	-1.8984575825517764
YDL130W	-1.0046040866684627
YDL130W-A	-1.335361360017967
YDL131W	-1.0376579529807197
YDL133C-A	0.11062658579005888
YDL133W	-1.3336562002478902
YDL134C	1.5881132047559414
YDL135C	-0.6863075962541344
YDL136W	-0.253297575359027
YDL137W	-0.47491587901454174
YDL138W	-0.3047278173472653
YDL142C	-0.4359857698023277
YDL144C	-0.7082123409928127
YDL146W	0.41006641385983433
YDL149W	0.14595028208856053
YDL151C	1.7053975915054516
YDL154W	-0.5148734562933404
YDL155W	-0.47636745092137633
YDL156W	0.2737279597308509
YDL157C	-0.9589145492394828
YDL159W	-0.23160269643820433
YDL160C	-0.48720614597271034
YDL161W	0.6067718960540737
YDL162C	-0.7752382365704454
YDL167C	0.8139706691410931
YDL168W	1.1327918241000603
YDL169C	1.3545937603461986
YDL170W	0.5090779004407785
YDL171C	-0.8936375354773135
YDL172C	-0.4487001406007462
YDL173W	0.07273771708872638
YDL174C	-1.218842109062722
YDL175C	-0.30327187323589205
YDL176W	-0.8740500591441243
YDL177C	0.5951418319812425
YDL178W	0.868360893602003
YDL179W	1.1199812648017913
YDL180W	0.3896482186642999
YDL181W	2.0993550814612627
YDL182W	0.42894559305776114
YDL183C	-0.17222378659868523
YDL184C	-1.1331031780596317
YDL186W	-1.035515572756777
YDL187C	-0.8032640676632453
YDL188C	-0.4325885668757902
YDL189W	-0.11846315959134208
YDL190C	0.8805156222194733
YDL191W	0.7510546458297993
YDL192W	0.10593586615075926
YDL194W	0.5873593079024306
YDL197C	0.3216035994291599
YDL198C	-0.05928974336513993
YDL199C	0.04208419106819266
YDL200C	0.14368985234207415
YDL201W	1.719585395233398
YDL203C	1.08211797349701
YDL204W	0.32832805000961646
YDL206W	0.4636040584357059
YDL210W	-1.4547662659687268
YDL211C	-1.623751971387872
YDL213C	-0.038771424685670144
YDL214C	-0.1973377294687388
YDL215C	0.5982898192490764
YDL216C	0.3080891152001669
YDL218W	-1.7010088255859652
YDL219W	1.1302122234222518
YDL222C	1.0044238988450511
YDL223C	2.2403586778329947
YDL224C	-0.23638370210122722
YDL225W	1.6693706261069068
YDL226C	0.2029069906136629
YDL227C	-0.21356298051169995
YDL229W	-0.30782771036517403
YDL230W	-1.8492265594464834
YDL231C	-1.0468395825119023
YDL232W	0.4689162869501758
YDL233W	0.9626256234554772
YDL234C	0.3148529156214714
YDL236W	1.2667124491191657
YDL237W	1.7897155560334779
YDL238C	0.5700672389520368
YDL239C	0.2789439997454703
YDL240W	-2.44537664829255
YDL241W	-1.1866189616128098
YDL242W	-0.6219487454450835
YDL243C	2.234937144205058
YDR001C	-1.7985089867980466
YDR003W	0.20922045396748556
YDR004W	0.21456328791372606
YDR005C	0.8565996633930121
YDR006C	-2.6259924177845266
YDR007W	1.1243534693404496
YDR008C	0.39200920911517534
YDR009W	0.3056363084539796
YDR010C	-0.20817788192158573
YDR011W	-0.42152688939298455
YDR014W	0.8889539769790838
YDR015C	0.677820219807272
YDR017C	1.1309992202392103
YDR018C	0.49947799667539766
YDR019C	0.6000387010645398
YDR020C	0.4208657590703205
YDR022C	1.4954661905817708
YDR024W	1.454586078145315
YDR025W	0.5488270693032345
YDR048C	-0.4725242831318956
YDR049W	1.2847696538638247
YDR051C	1.5042105996590873
YDR055W	1.2151641576083838
YDR056C	-1.1682119805050581
YDR057W	-0.3628418046917051
YDR058C	1.0780518232760579
YDR059C	0.3386770581526208
YDR061W	0.15441049787086442
YDR063W	-0.4736129620620215
YDR065W	0.08936958315378275
YDR066C	-0.08501972985469047
YDR067C	0.332044423867476
YDR068W	-1.5126979761059498
YDR069C	-0.05928974336513993
YDR070C	0.2458464113878266
YDR071C	0.42943527996609093
YDR072C	3.200975737021621
YDR073W	0.19918624455126466
YDR074W	-0.11340451894011438
YDR075W	0.5319634763976293
YDR076W	1.7688601403840774
YDR077W	0.9283038178270091
YDR078C	-0.05928974336513993
YDR079W	-0.05928974336513993
YDR080W	-0.046978052604731875
YDR083W	0.11083710743859528
YDR084C	1.5323675968880475
YDR085C	0.47923468966140953
YDR089W	-0.7330901848177789
YDR090C	0.17764439278929495
YDR092W	-1.2886224934997093
YDR093W	0.7392059715300353
YDR094W	0.36755765523272854
YDR095C	-0.012843814550972237
YDR096W	0.2706761609628674
YDR097C	0.07478390881281849
YDR098C	-1.526120644039631
YDR099W	-2.1403279376303566
YDR100W	-0.9571219453786329
YDR101C	0.06544487991824424
YDR102C	-0.9621937026434766
YDR103W	-1.2295977322278215
YDR104C	-0.7336148493624179
YDR105C	-0.5248420826414815
YDR107C	0.28788384636566505
YDR108W	-0.567296188711854
YDR109C	0.43748013631722227
YDR110W	0.49646117554372343
YDR111C	-1.4954277681782495
YDR112W	0.21278817287103077
YDR114C	-0.05928974336513993
YDR115W	-0.05928974336513993
YDR116C	0.30901165035782385
YDR117C	0.36927374551415193
YDR119W	-0.22188328574876678
YDR120C	-0.5319687760394946
YDR121W	0.5328597783280543
YDR122W	-1.4968705956760069
YDR123C	0.0635604597620825
YDR124W	-1.9849835103718252
YDR125C	-0.65360350630497
YDR126W	-0.3603072814426903
YDR127W	0.5016640989447269
YDR128W	-0.9693203960414897
YDR129C	1.748966609733182
YDR130C	-0.4634913085550274
YDR131C	-1.0702745988391111
YDR132C	-2.1327640237784777
YDR133C	0.475325938803849
YDR135C	-1.2207658790597318
YDR136C	0.7223729840562005
YDR137W	1.611154722674671
YDR139C	-1.0636288479403504
YDR140W	1.3652182173751386
YDR142C	-1.1824653673010845
YDR143C	-1.0781882890540826
YDR144C	-0.4047900904190004
YDR146C	0.15795635575171635
YDR147W	-0.44194945679305775
YDR148C	-0.05819960703350112
YDR149C	1.7758993896913173
YDR150W	0.14142942259558777
YDR151C	1.171136057904094
YDR152W	0.5964972153882266
YDR153C	-0.6644465735608427
YDR154C	-1.2762928767006927
YDR155C	0.027306139727527424
YDR156W	-0.44165651908896764
YDR157W	0.8265188961670427
YDR158W	0.40801147772666496
YDR159W	2.3022253720550103
YDR161W	-2.360555880242578
YDR162C	1.3611520671541861
YDR163W	-1.9109183654869528
YDR165W	2.217142271732719
YDR169C	2.242632224193097
YDR171W	0.7117922490726474
YDR173C	3.23324260651692
YDR174W	1.1571450033803872
YDR175C	-0.05928974336513993
YDR176W	1.5537039550367002
YDR178W	0.15294580935041388
YDR179C	-0.982611897839011
YDR179W-A	-2.8455208076705625
YDR181C	-0.23657389299865889
YDR183W	-0.4919674767153093
YDR184C	0.3957693050184215
YDR185C	0.39948567887628117
YDR186C	-1.011381003703383
YDR191W	-0.829672183076742
YDR192C	-0.03824457403876181
YDR193W	-0.1671782625610735
YDR194C	-0.05928974336513993
YDR195W	-0.1721101092806801
YDR197W	-0.05928974336513993
YDR198C	-0.8190040040024156
YDR199W	-0.006963199446476748
YDR200C	-0.55890155599763
YDR202C	0.7862471759921413
YDR203W	0.23553238088113154
YDR204W	-0.05928974336513993
YDR205W	0.5261047223158271
YDR206W	0.42646218087980314
YDR207C	2.497925247205358
YDR209C	0.993187333180699
YDR210W	1.1491001470292561
YDR213W	0.4473613185745901
YDR214W	0.6358470562361517
YDR215C	0.8814337851725914
YDR216W	0.4509028042509034
YDR217C	0.3957693050184215
YDR218C	0.22388045578560703
YDR219C	1.6654137809994212
YDR220C	1.4438304549802154
YDR221W	1.3087293347356725
YDR222W	0.9041255267282283
YDR223W	1.3185667949476536
YDR225W	0.1680080539860919
YDR226W	-0.05928974336513993
YDR227W	0.33009442064323447
YDR229W	-0.07694208196951917
YDR230W	-0.23764828939395855
YDR231C	0.00420778314979534
YDR233C	0.5689086047492924
YDR234W	-0.6811483948985176
YDR237W	-0.05928974336513993
YDR239C	0.7267014665494723
YDR241W	0.293857589426834
YDR242W	0.0492502343070537
YDR244W	-0.10886179842444835
YDR245W	1.6997793086732755
YDR247W	-0.715426478481599
YDR248C	-0.7510599454716647
YDR249C	-0.18071023560822108
YDR250C	0.12986800213401348
YDR251W	0.5087470702973534
