orf	hap a | growth (colony size) | paromomycin [13 mg/ml] | Alamgir M~Golshani A, 2008
YER062C	-7.1026
YER063W	-26.4148
YER064C	12.85
YER065C	19.269
YER066C-A	5.3669
YER066W	-9.45225
YER067C-A	-9.5734
YER067W	-8.9134
YER068C-A	21.783
YER068W	17.456
YER069W	-1.1488
YER070W	0.0
YER071C	21.586
YER072W	4.6385000000000005
YER073W	-0.30608
YER074W	2.1652
YER075C	24.675
YER077C	-36.638
YER078C	14.943
YER079W	7.9512
YER080W	1.2529
YER081W	-4.996
YER083C	0.0
YER084W	12.613
YER085C	-16.019
YER086W	67.18
YER087C-B	-20.50372
YER087W	22.764
YER088C	7.3197
YER089C	-17.0144
YER090W	17.328
YER091C	8.2709
YER091C-A	1.2101
YER092W	-12.634
YER093C-A	-31.548
YER095W	-17.544
YER096W	-57.849000000000004
YER097W	3.9194999999999993
YER098W	22.582
YER101C	8.7936
YER103W	0.0
YER106W	12.933
YER110C	0.0
YER111C	4.4611
YER113C	14.485
YER114C	4.79655
YER115C	3.8005
YER116C	8.0193
YER117W	29.054
YER118C	39.327
YER119C	19.675
YER119C-A	50.278
YER120W	46.193
YER121W	-14.019
YER122C	0.0
YER123W	13.186
YER124C	12.063
YER128W	30.6705
YER129W	-37.338
YER130C	-47.445
YER131W	9.8031
YER132C	14.917
YER134C	-27.996
YER135C	-63.883
YER137C	-4.2426
YER139C	17.816
YER140W	13.141
YER141W	0.0
YER142C	-23.882
YER143W	-9.282599999999999
YER144C	32.642
YER145C	-2.6145
YER149C	-33.409
YER150W	24.496
YER151C	8.6562
YER152C	-12.49
YER153C	0.0
YER154W	0.0
YER155C	9.3799
YER156C	11.931
YER158C	6.8652
YER161C	1.8178
YER162C	-2.0345
YER163C	-28.946
YER164W	-38.822
YER166W	-29.374
YER167W	8.3956
YER169W	0.0
YER170W	21.378
YER173W	17.783
YER174C	-1.6466
YER175C	1.0596333333333336
YER176W	4.433400000000001
YER177W	-6.5425
YER178W	-4.822766666666666
YER179W	-8.360933333333334
YER180C	0.4812500000000002
YER181C	22.473
YER182W	-6.48447
YER183C	-6.59625
YER184C	-4.79095
YER185W	-12.7128
YER186C	1.2636666666666667
YER187W	36.16786666666667
YER188W	-21.825499999999998
YFL001W	4.2722
YFL003C	18.723
YFL004W	2.7689
YFL007W	15.6
YFL010C	41.442
YFL010W-A	32.195
YFL011W	-4.4146
YFL012W	-15.619
YFL012W-A	4.8441
YFL013C	-32.776
YFL014W	-1.5773
YFL015C	-12.332
YFL018C	-23.912
YFL019C	-12.0842
YFL020C	-22.362
YFL021W	-7.217
YFL023W	18.471
YFL025C	0.0
YFL026W	4.9769
YFL027C	-7.7107
YFL028C	-1.7784
YFL030W	2.4376
YFL031W	23.185
YFL032W	-14.067
YFL033C	-5.9147
YFL034C-A	-15.751999999999999
YFL034W	1.5205
YFL036W	9.8675
YFL040W	36.744
YFL041W	13.8226
YFL042C	-11.119000000000002
YFL044C	26.617
YFL046W	4.9919
YFL047W	5.7276
YFL048C	5.6883
YFL049W	10.785
YFL050C	0.061682
YFL051C	-0.94315
YFL052W	8.2547
YFL053W	13.715
YFL054C	11.266
YFL055W	15.1955
YFR001W	13.539
YFR006W	13.657
YFR007W	14.014
YFR008W	15.555
YFR009W	-0.38618
YFR010W	-8.4857
YFR011C	-9.6012
YFR012W	14.526
YFR013W	0.16492
YFR014C	-12.205
YFR015C	-6.9569
YFR016C	21.284
YFR017C	8.30375
YFR018C	5.437
YFR019W	8.115
YFR020W	5.9486
YFR021W	-13.155
YFR022W	-5.5979
YFR023W	34.51
YFR024C-A	-1.1244999999999994
YFR025C	-17.17
YFR026C	8.9296
YFR030W	6.4707
YFR031C-A	32.794
YFR032C	4.2869
YFR032C-A	-6.6484
YFR033C	-26.896
YFR034C	-20.886
YFR035C	-26.389
YFR036W	7.5531
YFR038W	-2.1975
YFR039C	23.72
YFR040W	-0.74684
YFR041C	3.3605
YFR043C	7.687
YFR044C	19.5375
YFR045W	-42.459
YFR046C	-33.548
YFR047C	-55.652
YFR048W	-6.2672
YFR049W	-17.934
YFR053C	-23.854
YFR054C	2.0901
YFR055W	-57.119
YFR056C	-41.101
YFR057W	-9.015
YGL002W	-5.1779
YGL003C	16.137
YGL004C	-6.3721
YGL005C	38.367
YGL006W	-10.318
YGL007W	-1.0928
YGL009C	-8.3234
YGL010W	-0.83946
YGL012W	14.789
YGL013C	-46.419
YGL014W	35.937
YGL015C	-15.052733333333334
YGL016W	-12.733
YGL017W	3.6541
YGL019W	65.201
YGL020C	5.7885
YGL021W	13.933
YGL023C	-8.5624
YGL024W	13.834
YGL025C	9.7202
YGL026C	0.63481
YGL027C	12.697
YGL028C	10.422
YGL031C	-15.985143333333333
YGL032C	-28.502
YGL033W	66.436
YGL034C	-6.5831
YGL035C	3.8783
YGL036W	-0.99411
YGL039W	3.7382
YGL041C	-16.889
YGL043W	4.3842
YGL045W	-14.102250000000002
YGL050W	-0.64242
YGL051W	-23.703
YGL053W	-7.1582
YGL054C	-16.385
YGL056C	-11.034
YGL057C	-36.647
YGL058W	-36.015
YGL059W	-0.89559
YGL060W	4.3142
YGL062W	2.2912
YGL066W	15.744
YGL067W	-9.63
YGL070C	-19.628
YGL072C	9.3385
YGL077C	-47.024
YGL078C	-26.369
YGL079W	-2.7353
YGL080W	-19.109
YGL081W	17.569
YGL082W	24.984
YGL083W	18.37
YGL084C	25.377
YGL085W	9.1727
YGL086W	9.3411
YGL087C	-29.457
YGL089C	-52.534
YGL090W	-55.266
YGL101W	-5.7795
YGL104C	-6.4756
YGL105W	35.479
YGL107C	18.2708
YGL108C	-20.658
YGL109W	-7.2231
YGL110C	29.768
YGL114W	-7.5352
YGL115W	-47.38
YGL117W	17.574
YGL118C	-11.17
YGL121C	-29.862
YGL124C	0.0
YGL125W	8.9053
YGL126W	0.76392
YGL127C	-11.193666666666667
YGL129C	0.0
YGL131C	-3.8849
YGL132W	-26.76
YGL133W	-72.325
YGL135W	0.0
YGL136C	1.6778
YGL138C	-63.93
YGL139W	0.673
YGL140C	-29.853
YGL141W	-26.052
YGL143C	0.0
YGL144C	-13.626
YGL146C	13.796
YGL147C	14.008
YGL148W	-0.84037
YGL149W	-5.3346
YGL151W	14.25
YGL152C	37.204
YGL153W	13.727
YGL154C	25.7
YGL156W	-16.415
YGL157W	-13.903
YGL158W	-3.3129
YGL159W	-13.561
YGL160W	27.828
YGL161C	12.026
YGL162W	-7.2597
YGL163C	28.015
YGL164C	6.8413
YGL165C	-14.13
YGL166W	-11.921
YGL167C	5.443
YGL168W	14.844
YGL170C	0.42199
YGL173C	-11.37
YGL174W	11.581
YGL175C	20.543
YGL176C	-20.574
YGL177W	14.629
YGL179C	0.90919
YGL180W	4.8255
YGL181W	12.94
YGL194C	-2.3842
YGL195W	1.4071
YGL196W	39.798
YGL197W	-10.529
YGL198W	8.7368
YGL199C	0.8726666666666674
YGL200C	0.0
YGL202W	-40.648
YGL203C	-2.1594
YGL205W	9.8748
YGL206C	0.0
YGL208W	-32.074
YGL209W	-19.979
YGL210W	-5.1728
YGL211W	26.022
YGL212W	-13.1
YGL213C	-29.76
YGL214W	13.60805
YGL215W	29.723
YGL216W	-5.4308
YGL217C	-17.7135
YGL218W	0.0
YGL219C	-7.5063
YGL220W	0.0
YGL221C	12.164
YGL222C	28.586
YGL223C	2.931
YGL224C	11.061
YGL226C-A	-1.3516
YGL226W	-16.728
YGL227W	3.5316
YGL228W	-2.6614
YGL229C	-4.0956
YGL230C	9.3241
YGL231C	3.3411
YGL232W	6.1121
YGL234W	-0.86411
YGL235W	-25.7375
YGL236C	-0.89255
YGL237C	1.8334000000000001
YGL240W	0.0
YGL241W	-32.309
YGL242C	-38.381
YGL243W	3.8212
YGL244W	30.908
YGL246C	0.0
YGL248W	-8.1222
YGL249W	-14.156
YGL250W	14.144
YGL251C	-13.283
YGL252C	-4.6987
YGL253W	2.926000000000002
YGL254W	18.822
YGL255W	15.843
YGL256W	8.1629
YGL257C	21.341
YGL258W	12.148
YGL259W	12.695
YGL260W	-24.455
YGL261C	-10.311
YGL262W	2.3375
YGL263W	10.02
YGR001C	7.6483
YGR003W	12.574000000000002
YGR004W	15.091
YGR006W	0.0
YGR007W	-28.611
YGR008C	-15.022
YGR010W	7.5523
YGR011W	-29.372999999999998
YGR012W	21.037
YGR014W	27.63
YGR015C	-18.651
YGR016W	36.717
YGR017W	48.542
YGR018C	21.9353
YGR019W	33.328
YGR020C	17.72665
YGR021W	24.664
YGR022C	-2.0373
YGR023W	11.268
YGR025W	3.9223000000000003
YGR026W	-7.7277
YGR027C	12.587
YGR028W	36.585
YGR031W	-2.4738
YGR032W	12.924
YGR033C	-13.931
YGR034W	-8.4688
YGR035C	-49.388
YGR036C	54.414
YGR037C	-9.909
YGR038W	5.7381
YGR039W	-35.056
YGR040W	3.8422
YGR041W	21.4001
YGR042W	1.2453
YGR043C	6.4271
YGR044C	-2.8849
YGR045C	-33.089
YGR049W	26.032
YGR050C	-5.6573
YGR051C	33.826
YGR052W	2.228
YGR053C	-3.7796
YGR054W	-19.479
YGR057C	-3.0454
YGR058W	-2.5323
YGR059W	39.668
YGR062C	-16.909750000000003
YGR063C	21.528000000000002
YGR064W	9.8417
YGR066C	-29.502
YGR069W	4.2023
YGR070W	27.255
YGR071C	48.802
YGR072W	32.605
YGR076C	0.0
YGR077C	19.34
YGR078C	34.596
YGR079W	-21.615
YGR080W	-10.55
YGR081C	6.338500000000002
YGR084C	44.678999999999995
YGR085C	-16.756
YGR086C	-52.46
YGR087C	-46.11
YGR088W	-18.465
YGR089W	-1.1382
YGR092W	-23.1
YGR093W	10.018
YGR096W	-10.58
YGR097W	-3.2254
YGR100W	-8.1387
YGR101W	-6.479
YGR102C	0.0
YGR104C	48.797
YGR105W	0.0
YGR106C	-13.909
YGR107W	-1.4071
YGR108W	2.1352
YGR109C	9.2851
YGR110W	-24.349
YGR111W	-43.798
YGR112W	-6.049
YGR117C	18.977
YGR118W	-15.19
YGR121C	-22.423
YGR122C-A	-46.52
YGR123C	13.193
YGR124W	-19.29
YGR125W	-4.6012
YGR126W	-21.093
YGR127W	7.7624
YGR129W	1.1448
YGR130C	-1.3604999999999992
YGR131W	11.037
YGR132C	21.004
YGR133W	9.9512
YGR134W	11.417
YGR135W	19.436
YGR136W	-5.3213
YGR137W	-20.312
YGR138C	-16.366
YGR139W	10.836
YGR141W	6.5502
YGR142W	-7.3886
YGR143W	15.354
YGR144W	-5.3679
YGR146C	-32.336
YGR148C	36.399
YGR149W	-7.1771
YGR150C	0.0
YGR151C	-0.11242
YGR152C	-29.103
YGR153W	0.88823
YGR154C	0.19963
YGR155W	42.345
YGR157W	11.202
YGR159C	46.826
YGR160W	56.042
YGR161C	12.7814
YGR163W	18.101
YGR164W	-7.4681
YGR165W	0.0
YGR166W	35.716
YGR167W	0.0
YGR168C	-1.2601
YGR169C	29.964
YGR170W	22.232
YGR171C	3.4685
YGR173W	24.892
YGR174C	-9.537
YGR176W	-12.046
YGR177C	-38.009
YGR178C	0.62719
YGR180C	0.0
YGR181W	-27.507
YGR182C	-44.421
YGR183C	-1.0201
YGR184C	-19.586
YGR187C	18.438
YGR188C	3.3892
YGR189C	27.794
YGR192C	33.622
YGR193C	26.514
YGR194C	-14.8354
YGR196C	12.992
YGR197C	-11.322
YGR199W	6.6192
YGR200C	7.8329
YGR201C	-5.845795000000001
YGR202C	17.82
YGR203W	31.007
YGR204W	18.411366666666666
YGR205W	-9.711
YGR206W	12.839
YGR207C	22.736
YGR208W	19.839
YGR209C	26.223
YGR210C	5.2253
YGR212W	-20.599
YGR213C	-30.99
YGR214W	27.121
YGR215W	7.237
YGR217W	25.498
YGR219W	3.35425
YGR220C	-15.174666666666667
YGR221C	-24.596
YGR222W	-0.86135
YGR223C	10.985
YGR224W	2.2703
YGR225W	-38.74
YGR226C	-9.6528
YGR227W	1.1829
YGR228W	15.488
YGR229C	6.0677
YGR230W	25.653
YGR231C	3.93
YGR232W	-12.92935
YGR233C	5.7127
YGR234W	-6.9051
YGR235C	-23.634
YGR236C	-49.905
YGR237C	-11.432
YGR238C	8.8606
YGR239C	9.937
YGR240C	-22.24
YGR241C	-56.199
YGR242W	-9.9824
YGR243W	2.6741
YGR244C	-7.774
YGR247W	13.291
YGR248W	-7.868
YGR249W	0.39409999999999995
YGR250C	-8.4252
YGR254W	13.674660000000001
YGR256W	-27.1365
YGR258C	-3.2632000000000003
YGR259C	-14.088
YGR260W	4.2164
YGR261C	63.625
YGR262C	10.671
YGR263C	11.766
YGR266W	-0.059769
YGR268C	30.352
YGR269W	-21.342
YGR270W	-13.646
YGR271W	2.1088
YGR273C	6.1182
YGR275W	24.914
YGR276C	2.5746
YGR279C	-17.09
YGR281W	-27.09786666666666
YGR282C	7.433
YGR283C	23.4105
YGR284C	-33.1215
YGR285C	-0.5267
YGR286C	-42.4725
YGR287C	-25.40695
YGR288W	-30.997500000000002
YGR289C	-2.1121
YGR290W	-27.139699999999998
YGR291C	-6.5183
YGR292W	-23.647
YGR295C	11.956
YHL002W	0.3415446666666668
YHL003C	2.9391
YHL005C	-3.6545
YHL006C	-30.951
YHL007C	-28.991
YHL008C	0.86273
YHL009C	-9.6165
YHL010C	-30.801
YHL011C	17.6943
YHL012W	-18.17395
YHL013C	-12.84
YHL014C	5.716
YHL016C	1.0413
YHL017W	-18.376
YHL019C	-6.2229
YHL020C	4.5983
YHL021C	10.569
YHL022C	22.459
YHL023C	-31.289
YHL024W	34.441
YHL025W	41.604
YHL026C	-25.48
YHL027W	35.557
YHL028W	17.693133333333332
YHL029C	-33.994
YHL030W	31.259
YHL031C	7.0662
YHL032C	-14.857
YHL033C	-17.094
YHL034C	-11.496
YHL035C	-9.555
YHL036W	-22.166
YHL037C	-30.041
YHL038C	0.0
YHL039W	-9.799
YHL040C	18.986
YHL041W	36.063
YHL042W	-24.124
YHL043W	47.316
YHL044W	23.45
YHL045W	-36.598
YHL046C	28.16
YHL047C	27.156
YHR001W-A	-54.627
YHR003C	-5.7570000000000014
YHR004C	15.81865
YHR005C	6.4002
YHR006W	-35.389545
YHR008C	0.0
YHR009C	17.1545
YHR010W	20.637
YHR011W	0.0
YHR012W	-23.413
YHR013C	19.9717
YHR014W	-36.423
YHR015W	1.6009
YHR016C	2.7733
YHR017W	9.1668
YHR018C	17.443
YHR021C	55.247
YHR021W-A	-38.14
YHR022C	-64.744
YHR025W	10.178
YHR026W	0.0
YHR028C	-54.7515
YHR029C	14.32
YHR030C	8.9535
YHR031C	-41.963
YHR032W	-24.72
YHR033W	-8.538499999999999
YHR034C	37.388
YHR035W	46.5135
YHR037W	4.2428
YHR038W	0.0
YHR039C	-19.479
YHR039C-A	0.0
YHR041C	17.24945
YHR043C	-11.918
YHR044C	-70.246
YHR045W	-12.104
YHR046C	4.2443
YHR047C	0.14111
YHR048W	7.0617
YHR049C-A	-2.6238
YHR049W	32.882
YHR050W	12.752
YHR057C	13.2535
YHR059W	13.25086
YHR060W	0.0
YHR061C	22.408
YHR064C	-1.612
YHR066W	-38.43
YHR067W	-2.01945
YHR073W	15.606
YHR075C	-64.668
YHR076W	12.704
YHR077C	-25.605
YHR078W	-47.741
YHR079C	-23.504
YHR079C-A	-30.20016666666667
YHR080C	-16.891
YHR081W	35.637
YHR082C	-22.224999999999998
YHR086W	39.279
YHR087W	12.577
YHR092C	10.512
YHR093W	13.685
YHR094C	46.418
YHR095W	33.871
YHR096C	-3.593
YHR097C	-7.8897
YHR101C	-25.933
YHR103W	21.16
YHR104W	-13.732
YHR105W	-26.443
YHR106W	46.334
YHR108W	-90.712
YHR109W	-83.41
YHR110W	-78.544
YHR111W	-22.279
YHR112C	-16.392
YHR113W	-24.32
YHR114W	-37.2
YHR115C	-50.087
YHR116W	0.0
YHR117W	-17.496
YHR120W	0.0
YHR121W	34.8185
YHR123W	21.64235
YHR124W	-3.7895
YHR125W	-33.055
YHR126C	-45.445
YHR127W	-9.689000000000002
YHR129C	13.172
YHR130C	-1.0606
YHR131C	-6.23806
YHR132C	0.31065
YHR132W-A	4.6343
YHR133C	-11.01
YHR134W	14.083
YHR135C	20.714
YHR136C	-3.8076
YHR137W	28.653
YHR138C	39.70166666666667
YHR139C	-1.6637
YHR139C-A	7.7203
YHR140W	-30.39255
YHR142W	17.286
YHR143W	8.868
YHR146W	14.671
YHR147C	0.0
YHR150W	7.3243
YHR151C	-21.071
YHR152W	-2.1287
YHR153C	-5.4188
YHR154W	-3.4385
YHR155W	4.5233
YHR156C	3.8077
YHR157W	12.479
YHR158C	-35.664
YHR159W	1.4178
YHR160C	-53.499
YHR161C	-34.866
YHR162W	-22.762500000000003
YHR163W	-18.06
YHR167W	-21.489
YHR168W	0.0
YHR171W	6.3948
YHR176W	3.0021
YHR177W	-22.442
YHR178W	-39.801
YHR179W	31.694
YHR180W	-8.6603
YHR181W	38.792
YHR182W	0.9557
YHR183W	77.935
YHR184W	24.259
YHR185C	33.1425
YHR189W	15.535
YHR191C	11.461
YHR193C	-6.2594
YHR194W	-9.039
YHR195W	15.06
YHR198C	28.968
YHR199C	1.0563
YHR200W	8.9115
YHR202W	8.1314
YHR203C	56.382
YHR204W	-16.657
YHR206W	8.0399
YHR207C	-1.222725
YHR209W	3.5032
YHR210C	3.1386
YIL001W	16.54
YIL002C	-3.2704
YIL005W	8.556
YIL006W	-22.916
YIL007C	12.552
YIL008W	4.6589
YIL009C-A	19.5826
YIL009W	-0.27095
YIL010W	-6.98595
YIL011W	21.772
YIL012W	-12.299
YIL013C	17.469
YIL014C-A	15.846
YIL014W	13.01
YIL015W	2.1679
YIL016W	48.233
YIL017C	4.97705
YIL018W	32.292
YIL020C	9.3751
YIL023C	-34.043
YIL024C	7.1908
YIL025C	31.147
YIL027C	-3.5405
YIL028W	-30.269
YIL029C	5.2824
YIL030C	2.4515
YIL032C	-19.661
YIL034C	31.787
YIL035C	32.699
YIL036W	14.913
YIL037C	8.56535
YIL038C	-11.594
YIL039W	-1.0216
YIL040W	-6.883
YIL041W	27.117
YIL042C	-27.12
YIL043C	5.4295
YIL044C	4.7754
YIL045W	16.72
YIL047C	2.356
YIL049W	-15.007
YIL050W	-42.784
YIL052C	-4.4087
YIL053W	30.403
YIL054W	12.713
YIL055C	-15.156
YIL056W	-29.483
YIL057C	21.206
YIL058W	19.104
YIL059C	-5.5586
YIL060W	6.1332
YIL064W	-2.7829
YIL065C	-17.866
YIL066C	22.546
YIL067C	-4.391
YIL069C	9.1563
YIL070C	26.06
YIL071C	-1.6211
YIL072W	-63.274
YIL073C	-85.056
YIL074C	5.0738
YIL076W	-34.611
YIL077C	-5.6888
YIL079C	-7.4906
YIL084C	15.073
YIL085C	9.9333
YIL086C	-47.321
YIL087C	60.858
YIL088C	-0.065911
YIL089W	-16.376
YIL090W	9.9002
YIL092W	10.41
YIL093C	13.352
YIL094C	0.36334999999999984
YIL095W	7.0414
YIL096C	21.35
YIL097W	34.198
YIL098C	-39.272
YIL099W	-24.212
YIL100W	-13.67
YIL101C	-13.482
YIL102C	10.902
YIL103W	7.5708
YIL105C	6.8953999999999995
YIL107C	24.801
YIL108W	-6.0973
YIL110W	-2.3508
YIL111W	-17.345
YIL112W	-26.384
YIL113W	21.263
YIL114C	1.7658
YIL116W	-5.9884
YIL117C	0.10418
YIL119C	-13.343
YIL120W	-4.012
YIL121W	25.576
YIL122W	6.5534
YIL123W	24.348
YIL124W	11.926
YIL125W	8.4668
YIL128W	18.981
YIL130W	-4.0636
YIL131C	-22.037
YIL132C	1.0938
YIL133C	-3.6612
YIL134W	7.2376
YIL135C	-4.3662
YIL136W	23.032
YIL137C	-10.056
YIL138C	-22.093
YIL139C	-7.4684
YIL140W	4.55685
YIL141W	6.6024
YIL145C	25.979
YIL146C	-6.5756
YIL148W	4.2808
YIL149C	12.946
YIL152W	12.903
YIL153W	-13.071
YIL154C	-11.318
YIL155C	-14.472
YIL156W	-5.2137
YIL157C	10.228
YIL158W	6.3865
YIL159W	-13.222000000000001
YIL160C	-0.65557
YIL161W	21.154
YIL162W	9.2988
YIL163C	29.671
YIL164C	-1.3246
YIL165C	12.97
YIL166C	-26.14
YIL173W	17.02
YIR001C	1.1319999999999997
YIR002C	-18.27
YIR003W	-4.9927
YIR004W	7.0156
YIR005W	-26.3365
YIR007W	-11.237
YIR009W	-4.4057
YIR013C	-40.431
YIR014W	5.5548
YIR016W	-25.074
YIR017C	11.5799
YIR018W	16.90755
YIR019C	25.421
YIR020C	1.5376499999999997
YIR020W-A	0.33038499999999993
YIR021W	15.35375
YIR023W	-14.87155
YIR024C	0.27149999999999963
YIR025W	-2.2802000000000002
YIR026C	12.98375
YIR027C	-24.9018
YIR028W	-1.410060000000001
YIR029W	9.235333333333331
YIR030C	1.3509
YIR031C	17.68545
YIR032C	26.061
YIR033W	34.1815
YIR034C	11.77
YIR035C	-12.113
YIR036C	0.031500000000000306
YIR037W	-0.8514999999999997
YIR038C	-3.6971
YIR039C	-11.00265
YIR042C	-5.5706999999999995
YJL003W	0.0
YJL004C	37.448
YJL006C	8.1894
YJL007C	21.544
YJL012C	17.74365
YJL013C	-71.85
YJL016W	-36.4505
YJL020C	-4.3267
YJL022W	-48.734
YJL023C	-18.562
YJL024C	-0.71314
YJL027C	-35.298
YJL028W	-50.177
YJL029C	-1.9397
YJL030W	2.3697
YJL036W	-36.727
YJL037W	-8.7981
YJL038C	-13.2105
YJL042W	-1.5349
YJL043W	7.9165
YJL044C	12.689
YJL045W	-0.60725
YJL046W	-6.0135
YJL047C	19.079
YJL048C	9.484
YJL049W	-8.4476
YJL051W	13.768
YJL052W	0.0
YJL053W	-23.902
YJL055W	-15.157
YJL056C	-10.452
YJL057C	14.5125
YJL058C	27.803
YJL059W	6.5521
YJL060W	20.393
YJL062W	-5.6849
YJL063C	0.0
YJL064W	29.426
YJL065C	20.66
YJL066C	12.861
YJL067W	-1.3375
YJL068C	10.69
YJL070C	12.33
YJL071W	7.051333333333333
YJL073W	31.624
YJL077C	11.866
YJL078C	1.2947
YJL079C	30.947
YJL080C	48.918
YJL082W	20.661
YJL083W	-75.424
YJL084C	-25.999
YJL088W	5.885
YJL089W	8.0637
YJL092W	-5.2027
YJL093C	2.5027
YJL094C	36.001
YJL095W	10.2175
YJL096W	0.0
YJL098W	-14.1
YJL099W	-23.607
YJL100W	46.729
YJL101C	2.97615
YJL102W	0.0
YJL105W	-32.159
YJL106W	8.0327
YJL107C	-53.373
YJL108C	4.3845
YJL110C	-52.181
YJL112W	-7.8524
YJL115W	17.2965
YJL116C	18.144
YJL117W	52.359
YJL118W	-16.155
YJL119C	17.98
YJL120W	-20.071
YJL121C	55.143
YJL122W	-5.9606
YJL123C	4.0869
YJL124C	9.2954
YJL126W	-36.541
YJL127C	27.759
YJL128C	-20.023
YJL129C	11.383299999999998
YJL130C	-25.802
YJL131C	17.975
YJL132W	17.05
YJL133W	-13.1445
YJL134W	-3.6676
YJL135W	-14.246
YJL136C	-15.227
YJL137C	25.964
YJL138C	-2.9666
YJL139C	8.2006
YJL140W	3.2361
YJL141C	-32.18
YJL142C	-35.35
YJL144W	41.047
YJL145W	-14.964
YJL146W	-9.8223
YJL147C	-28.339
YJL148W	-21.851
YJL149W	12.646333333333333
YJL150W	17.977
YJL151C	22.434
YJL152W	28.929
YJL153C	-44.078
YJL154C	16.626
YJL155C	-6.2349
YJL157C	-45.577
YJL158C	18.373
YJL159W	-4.8584
YJL160C	-33.865
YJL161W	-52.8204
YJL162C	-2.2562
YJL163C	20.9745
YJL164C	36.494
YJL165C	26.25435
YJL166W	-2.25495
YJL168C	44.825
YJL169W	34.934
YJL170C	9.6444
YJL171C	13.784
YJL172W	-13.828666666666665
YJL175W	-20.778
YJL176C	-17.052
YJL178C	11.092
YJL179W	-8.3577
YJL180C	0.5536333333333333
YJL181W	33.149
YJL182C	11.151
YJL183W	19.986
YJL185C	-22.144
YJL186W	11.211
YJL187C	-44.37
YJL188C	12.153
YJL189W	-21.025
YJL190C	-17.619
YJL191W	-6.2754
YJL192C	-6.1468
YJL193W	25.9435
YJL196C	-20.457
YJL197W	31.817
YJL198W	34.045
YJL199C	-22.695
YJL200C	-11.559000000000001
YJL201W	-9.0451
YJL204C	17.312
YJL205C	-0.073864
YJL206C	-27.734
YJL207C	-8.9149
YJL208C	-34.252
YJL209W	0.03166666666666688
YJL210W	22.298
YJL211C	-47.351
YJL212C	19.493
YJL213W	-39.384
YJL214W	58.048
YJL215C	23.118
YJL216C	28.382
YJL217W	12.479
YJL218W	9.5317
YJR001W	16.57535
YJR003C	-25.545
YJR004C	0.0
YJR005W	31.067
YJR008W	-5.6302
YJR009C	-2.1585
YJR010C-A	-4.7202
YJR010W	0.11007
YJR011C	19.008
YJR014W	-25.23
YJR015W	17.533
YJR018W	38.779
YJR019C	-11.986
YJR020W	16.341
YJR021C	10.61585
YJR024C	13.986
YJR025C	16.962
YJR030C	-16.767
YJR031C	16.091
YJR032W	34.239
YJR033C	21.792
YJR034W	-6.1391
YJR035W	5.2551
YJR036C	-9.4546
YJR037W	4.8752
YJR038C	39.805
YJR039W	12.803
YJR040W	50.048
YJR043C	27.449
YJR044C	1.0865
YJR047C	-13.341
YJR048W	7.9379
YJR049C	21.994
YJR050W	-22.988
YJR051W	-25.539
YJR052W	2.1488
YJR053W	-6.741
YJR054W	2.5487
YJR055W	11.392757500000002
YJR056C	13.219
YJR058C	1.5389999999999997
YJR059W	-3.1862
YJR060W	26.002
YJR061W	24.113
YJR062C	47.043
YJR063W	16.732
YJR066W	-1.1612
YJR069C	-1.6695166666666665
YJR070C	3.32945
YJR073C	65.7215
YJR074W	5.4353
YJR075W	3.0249
YJR077C	2.257
YJR078W	-23.22115
YJR079W	27.0659
YJR080C	14.625100000000002
YJR082C	8.9413
YJR083C	9.74155
YJR084W	-14.603649999999998
YJR087W	16.431
YJR088C	6.24415
YJR090C	0.0
YJR091C	-20.991500000000002
YJR092W	-17.015133333333335
YJR094C	0.8384
YJR094W-A	16.2927
YJR095W	-7.05985
YJR096W	6.2444
YJR097W	30.166549999999997
YJR098C	-16.508499999999998
YJR099W	5.400333333333333
YJR100C	-25.379
YJR102C	21.752499999999998
YJR103W	-23.426
YJR104C	-14.224
YJR105W	-2.0635
YJR106W	21.103699999999996
YJR107W	-10.55135
YJR108W	-10.953999999999997
YJR109C	16.51375
YJR110W	-33.5955
YJR111C	-6.3342
YJR113C	0.0
YJR115W	-13.241999999999999
YJR116W	19.5245
YJR117W	12.771412250000001
YJR118C	23.063000000000002
YJR119C	5.49705
YJR120W	2.3671
YJR121W	-19.974666666666668
YJR122W	-21.305666666666667
YJR124C	-40.1345
YJR125C	-5.46
YJR126C	-11.504999999999999
YJR127C	-20.1534
YJR128W	-25.5579
YJR129C	-22.02385
YJR130C	-18.959799999999998
YJR131W	12.751999999999999
YJR133W	-3.11585
YJR134C	10.38035
YJR135C	-4.40874
YJR137C	-3.41085
YJR139C	32.4525
YJR140C	-12.4428
YJR142W	-19.5005
YJR144W	0.0
YJR145C	-4.698666666666665
YJR146W	16.5075
YJR147W	-5.0763
YJR148W	-11.6918
YJR149W	-13.348099999999999
YJR150C	-24.86575
YJR152W	7.3020000000000005
YJR153W	-14.32715
YJR154W	8.15625
YKL001C	23.703
YKL002W	-8.7
YKL003C	-2.6576
YKL005C	-28.4835
YKL006W	34.641
YKL007W	27.327
YKL008C	22.494
YKL009W	17.717
YKL010C	18.847
YKL011C	-34.4225
YKL015W	-5.5459
YKL016C	-5.331500000000001
YKL017C	-64.05
YKL020C	-3.6144
YKL023W	18.752
YKL025C	8.7728
YKL026C	11.993
YKL027W	34.705
YKL029C	-22.919
YKL030W	-13.9559
YKL031W	12.456
YKL032C	49.927
