ORF	hap a | growth (colony size) | Chimaphylin [0.05 mg/mL] | Galvan IJ~Smith ML, 2008
YLR192C	1.151
YCR047C	1.033
YKL204W	1.147
YCR048W	0.787
YKL215C	0.986
YCR053W	1.042
YKL220C	0.746
YCR060W	0.845
YKR010C	0.967
YCR062W	1.122
YKR019C	1.282
YCR067C	0.936
YKR023W	1.314
YCR069W	1.201
YKR027W	0.989
YCR073C	1.141
YKR028W	0.723
YCR075C	1.410
YKR029C	1.129
YCR083W	1.408
YKR034W	1.365
YCR084C	NaN
YKR036C	1.130
YCR088W	1.328
YKR039W	1.307
YOL122C	0.991
YBR232C	0.842
YDR424C	1.021
YER096W	1.150
YER097W	1.177
YHR140W	1.119
YHR162W	1.090
YLR031W	1.276
YLR032W	1.531
YMR142C	1.847
YOL095C	1.233
YMR316C-A	0.997
YOL096C	NaN
YMR316C-B	0.806
YOL098C	NaN
YMR316W	0.861
YOL099C	1.650
YMR317W	0.922
YOL100W	NaN
YMR318C	0.912
YOL101C	1.333
YMR319C	1.142
YOL103W	1.444
YMR320W	1.360
YOL104C	1.459
YNL250W	2.008
YOL105C	1.464
YNL252C	NaN
YOL106W	1.199
YNL279W	1.122
YOL107W	0.989
YNL300W	1.000
YOL108C	1.549
YNL316C	1.260
YMR072W	1.176
YMR085W	1.036
YMR086C-A	0.927
YNR073C	1.082
YNR074C	1.109
YOL093W	0.990
YOL109W	1.045
YOL121C	1.479
YOL016C	1.086
YOL110W	1.088
YOR096W	1.049
YOL111C	1.098
YOR306C	NaN
YOL112W	1.362
YOR317W	1.300
YOL113W	1.529
YPL132W	NaN
YOL114C	1.210
YPL134C	1.586
YOL115W	0.985
YML070W	1.349
YOL116W	0.836
YML071C	1.655
YOL117W	1.286
YML074C	1.288
YOL118C	1.831
YML090W	1.087
YOL119C	1.285
YML094W	0.912
YML095C	1.183
YDR025W	0.957
YMR071C	1.284
YML095C-A	0.579
YOL124C	0.995
YML096W	0.808
YOL126C	1.239
YML097C	1.271
YOL128C	1.109
YML099C	0.879
YOL129W	1.163
YML100W	1.699
YOL131W	1.934
YML100W-A	1.071
YOL132W	1.243
YML101C	1.193
YOL136C	0.667
YML102C-A	0.741
YML102W	0.888
YOL137W	1.034
YJR044C	1.355
YOL138C	1.633
YML103C	1.352
YML104C	1.109
YML106W	1.433
YEL011W	0.787
YML107C	1.001
YER064C	1.286
YML108W	0.863
YER077C	1.140
YML109W	1.116
YER078C	1.109
YML113W	0.615
YER088C	0.716
YML116W	1.488
YER090W	1.383
YML117W	0.947
YER091C	0.857
YML117W-A	0.984
YER092W	1.439
YML118W	1.307
YER093C-A	1.744
YML119W	0.788
YER095W	0.333
YML120C	1.239
YML121W	0.987
YMR062C	1.177
YMR063W	0.761
YMR065W	1.007
YMR067C	1.425
YMR068W	0.760
YMR069W	NaN
YMR070W	0.858
YML122C	0.980
YER098W	0.779
YML123C	0.706
YGR134W	0.668
YML124C	1.090
YGR210C	0.898
YML128C	0.792
YHL024W	0.856
YML131W	0.682
YHL025W	0.541
YMR004W	0.733
YHR016C	0.878
YMR095C	0.878
YHR017W	0.850
YMR096W	0.799
YHR032W	0.702
YMR099C	1.053
YHR045W	0.738
YMR100W	0.670
YHR064C	1.132
YMR101C	0.905
YMR102C	1.135
YMR073C	0.894
YMR075C-A	0.769
YMR075W	0.976
YMR077C	NaN
YMR078C	0.613
YMR080C	0.807
YMR081C	NaN
YMR082C	NaN
YMR083W	NaN
YMR084W	NaN
YMR103C	0.992
YHR168W	NaN
YMR105C	0.680
YHR181W	0.643
YMR106C	0.679
YHR191C	0.649
YMR107W	0.812
YHR193C	0.630
YMR109W	0.743
YLL030C	0.668
YMR110C	0.688
YLL044W	0.602
YMR111C	0.912
YLL048C	0.811
YMR114C	0.853
YLL049W	0.822
YMR115W	0.724
YLL059C	0.657
YMR116C	0.666
YLR030W	0.851
YMR119W-A	0.854
YMR120C	0.618
YMR086W	0.704
YMR087W	0.693
YMR088C	0.459
YMR089C	NaN
YMR090W	NaN
YMR091C	0.441
YMR092C	0.868
YNR070W	NaN
YNR071C	0.942
YNR072W	0.711
YMR121C	0.747
YLR034C	0.432
YMR122C	0.631
YLR035C	0.581
YMR123W	0.312
YLR036C	0.450
YMR124W	0.487
YLR037C	0.711
YMR125W	0.520
YLR038C	NaN
YMR126C	0.654
YLR039C	0.787
YMR127C	0.668
YLR040C	0.854
YMR129W	0.913
YLR041W	0.775
YMR130W	0.682
YLR050C	0.862
YMR132C	0.771
YLR052W	0.961
YMR133W	0.951
YMR135C	0.758
YNR075W	0.693
YOL013W-A	0.000
YOL086C	NaN
YOL087C	0.553
YOL088C	0.785
YOL089C	0.846
YOL090W	0.750
YOL091W	0.851
YOL092W	0.934
YMR158W	NaN
YMR171C	0.735
YMR181C	0.626
YMR209C	0.506
YMR271C	0.681
YMR279C	0.731
YMR306W	0.740
YMR311C	0.714
YMR312W	0.636
YMR313C	0.648
YMR315W	0.778
YJL056C	0.753
YJL055W	1.499
YJL053W	1.371
YJL052W	NaN
YJL051W	1.102
YJL049W	1.157
YJL048C	0.843
YJL047C	0.493
YJL046W	0.900
YJL045W	1.062
YJL044C	1.135
YJL043W	1.823
YLR262C-A	0.561
YLR422W	1.264
YLR423C	1.474
YLR425W	1.581
YLR426W	1.150
YLR427W	1.145
YLR428C	1.210
YLR429W	1.249
YLR431C	0.889
YLR432W	0.864
YLR433C	0.605
YLR434C	0.626
YJL038C	0.619
YJL037W	1.573
YJL036W	1.433
YJL030W	1.512
YLR435W	0.597
YLR436C	1.037
YLR437C	1.183
YLR438W	1.395
YLR441C	1.189
YLR443W	1.095
YLR444C	0.975
YLR445W	1.224
YLR446W	1.113
YLR447C	NaN
YLR448W	0.866
YLR449W	0.574
YIL094C	1.351
YLR450W	0.597
YLR452C	1.305
YLR453C	1.487
YLR454W	1.165
YLR456W	1.230
YLR460C	0.878
YLR461W	1.412
YML010C-B	1.694
YML021C	1.048
YML081C-A	1.132
YMR060C	1.431
YAL024C	0.674
YMR158C-B	0.795
YER089C	0.831
YDL191W	1.220
YDL192W	0.903
YMR194C-A	0.940
YDL197C	0.901
YMR326C	0.828
YDL198C	NaN
YNR032C-A	0.939
YDL199C	1.057
YNR050C	1.205
YDL200C	1.188
YNR051C	1.119
YDL201W	1.199
YNR056C	1.040
YDL203C	1.448
YNR057C	0.736
YDL204W	0.925
YJL127C	0.784
YJL126W	0.865
YJL124C	0.979
YJL123C	1.154
YJL122W	0.956
YJL120W	0.905
YJL121C	0.768
YJL118W	1.081
YJL119C	1.116
YJL117W	0.788
YJL116C	0.954
YNR058W	0.757
YDL206W	0.797
YNR059W	0.863
YDL210W	0.744
YNR060W	0.783
YDL211C	1.074
YNR061C	0.968
YDL213C	0.938
YNR062C	1.020
YDL214C	0.822
YNR063W	0.928
YDL215C	1.105
YNR064C	1.316
YDL216C	1.346
YNR065C	1.578
YDL218W	0.794
YNR066C	1.102
YDL219W	1.073
YNR067C	1.052
YDL222C	1.163
YNR068C	1.216
YDL223C	0.854
YDL224C	0.905
YJL115W	0.571
YJL112W	0.854
YJL110C	1.157
YJL108C	0.906
YJL107C	0.936
YJL106W	0.990
YJL102W	NaN
YJL100W	1.020
YJL099W	1.053
YJL098W	0.989
YJL096W	NaN
YJL095W	1.017
YDL225W	0.761
YDL226C	0.683
YDL227C	1.130
YDL229W	0.992
YDL230W	0.833
YDL231C	1.225
YDL232W	1.048
YDL233W	1.158
YDL234C	1.068
YDL236W	1.034
YDL237W	0.918
YDL238C	0.897
YJL093C	0.765
YJL092W	0.925
YJL089W	1.082
YJL088W	0.930
YJL084C	0.843
YJL083W	0.927
YJL082W	1.109
YJL080C	0.577
YKR087C	1.050
YJL079C	1.112
YKR088C	0.977
YJL077C	1.128
YKR089C	1.035
YJL073W	0.940
YKR090W	1.142
YJL071W	0.876
YKR091W	0.887
YDL239C	0.532
YDL240W	0.755
YDL241W	0.889
YDL242W	0.783
YDL243C	0.664
YDR001C	0.812
YDR003W	0.981
YDR004W	1.018
YDR005C	1.264
YDR006C	1.018
YDR008C	1.101
YDR009W	0.956
YJL068C	0.449
YKR092C	0.575
YDL047W	0.534
YJL067W	0.716
YKR093W	0.827
YJL066C	0.698
YKR097W	0.800
YJL064W	0.528
YKR098C	0.676
YJL065C	0.849
YKR099W	1.050
YJL063C	NaN
YKR100C	0.951
YJL062W	1.030
YKR101W	0.988
YJL060W	1.058
YKR103W	0.734
YJL059W	0.864
YKR104W	1.023
YJL058C	1.030
YKR105C	0.988
YJL057C	1.099
YLL018C-A	0.829
YDR010C	0.768
YBR299W	0.887
YFL001W	0.729
YDR011W	0.804
YDR014W	1.046
YDR015C	0.850
YDR017C	0.566
YDR018C	1.208
YDR019C	1.030
YDR020C	0.926
YDR022C	1.033
YDR024W	0.878
YJR034W	0.982
YJR039W	0.740
YJR066W	1.260
YIL102C	1.140
YIL111W	1.029
YIL122W	1.339
YIL131C	1.020
YIL136W	0.943
YIL158W	0.795
YIR004W	0.997
YIL056W	1.014
YIL085C	0.914
YDL067C	1.307
YDL074C	0.646
YDL075W	1.157
YDR477W	0.840
YDR483W	0.996
YDR521W	NaN
YDR523C	NaN
YFL033C	0.882
YGR254W	0.823
YER014W	NaN
YCR107W	0.854
YDR242W	0.967
YDR326C	0.744
YDR417C	0.959
YDR444W	0.877
YDR461W	0.939
YDR493W	0.934
YDR502C	0.932
YDR515W	0.768
YFL003C	0.992
YFL004W	0.918
YFL007W	0.973
YFL010C	0.796
YFL010W-A	0.810
YFL012W	0.913
YFL013C	0.849
YGR122C-A	1.036
YOL148C	0.450
YGR258C	0.927
YGR271W	1.011
YNR033W	0.875
YGR273C	0.766
YGR276C	0.889
YGR289C	1.005
YGR291C	0.973
YGR292W	0.760
