orf	hom | abundance of calcium | YPD + mineral supplement stock [standard] | Eide DJ~Harper JF, 2005	hom | abundance of cobalt | YPD + mineral supplement stock [standard] | Eide DJ~Harper JF, 2005	hom | abundance of copper | YPD + mineral supplement stock [standard] | Eide DJ~Harper JF, 2005	hom | abundance of iron | YPD + mineral supplement stock [standard] | Eide DJ~Harper JF, 2005	hom | abundance of potassium | YPD + mineral supplement stock [standard] | Eide DJ~Harper JF, 2005	hom | abundance of magnesium | YPD + mineral supplement stock [standard] | Eide DJ~Harper JF, 2005	hom | abundance of manganese | YPD + mineral supplement stock [standard] | Eide DJ~Harper JF, 2005	hom | abundance of sodium | YPD + mineral supplement stock [standard] | Eide DJ~Harper JF, 2005	hom | abundance of nickel | YPD + mineral supplement stock [standard] | Eide DJ~Harper JF, 2005	hom | abundance of phosphorus | YPD + mineral supplement stock [standard] | Eide DJ~Harper JF, 2005	hom | abundance of sulphur | YPD + mineral supplement stock [standard] | Eide DJ~Harper JF, 2005	hom | abundance of selenium | YPD + mineral supplement stock [standard] | Eide DJ~Harper JF, 2005	hom | abundance of zinc | YPD + mineral supplement stock [standard] | Eide DJ~Harper JF, 2005
YAL053W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YAL054C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YAL055W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YAL056W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YAL056C-A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YAL058W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YAL059W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YAL060W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YAL061W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YAL062W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YAL064C-A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YAL065C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YAL066W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YAL067C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YAL068C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YAR002C-A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YAR002W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YAR003W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YAR014C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YAR015W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YAR018C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YAR020C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YAR023C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YAR027W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YAR028W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YAR030C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YAR031W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YAR035W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YAR042W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YAR047C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YAR050W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL001C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL002W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL003C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL005W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL007C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL008W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL009W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL010C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL011W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL012C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL013W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL015W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL017C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL019W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL022C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL024W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL027W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL028C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL029W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL031W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL032W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL033C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL036C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL037W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL038W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL039C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL042C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL043W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL044W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL045C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL046W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL047C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL048W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL049W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL051C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL052C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL053W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL054W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL055C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL056W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL057C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL058W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL059W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL060W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL061C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL062W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL063W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL064C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL065W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL066C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL067C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL068W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL069W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL070C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL071C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL072C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL075C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL078C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL079W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL080C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL082C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL083C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL085W	2.294981366903169	7.0515235979058835	3.0107805771547196	1.4117680705690776	5.573471573392745	5.421323793859615	2.4429335546617192	0.5610864909473556	5.006176998207783	5.049267288403483	4.68368105749208	6.048954152285559	3.625172731754197
YBL086C	1.7718630401150384	2.967315974529345	1.131638216930567	0.6020386089151852	2.2537816545943685	2.3454320112958214	0.8976779880837871	0.3072986236292966	1.9898013582594	2.2036716680353194	1.9491300868839398	2.3150047208280355	1.965071308718366
YBL087C	1.2295609730585555	2.3695202586292887	2.640883848893666	0.45656244335832763	3.3670688177728034	1.9692095917958967	1.3533529400587108	0.3019394386130713	1.7155078224744424	2.143072207729689	2.9128935074954967	1.6426476763741407	1.9364504019355064
YBL088C	1.2067566762426116	3.051856860868452	1.821586460951138	4.79709419008524	2.4390865925505585	2.2509800725120863	2.4435478255928005	0.28533803592910223	2.1020592666131153	2.227560706254052	2.1320710973487658	2.3859357261169305	1.9519778212578025
YBL089W	0.8030646211861803	2.509192651891152	6.559727008045204	0.4570370582916762	2.8551499811136805	1.889431834096609	1.4699349813036289	0.36304831591913633	2.22875367685025	2.0333830581541035	2.41679325302049	1.7196659449430398	1.9266080789325868
YBL090W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL091C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL091C-A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL093C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL095W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL096C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL098W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL100C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL101C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL102W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL104C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL106C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBL107C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBR001C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBR005W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBR006W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBR007C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBR008C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBR009C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBR010W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBR012C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBR013C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBR014C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBR015C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBR016W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBR018C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBR019C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBR020W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBR022W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBR023C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBR024W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBR025C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBR026C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBR027C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBR028C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBR029C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBR031W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBR032W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBR033W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBR034C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBR035C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBR036C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBR037C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
YBR038W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07958009912953284	0.0	0.0	0.0	-0.05021802824479347	0.0
