orf	hap a (post-SGA) | growth (colony size) | expression of yEVenus [prHSC82, 2u plasmid] | SC(MSG) - Leu | Farkas Z~Pal C, 2018
YBL017C	-1.815999944050087
YBL019W	-1.4768070026275641
YBL021C	-0.9426986246425434
YBL022C	0.46568765086382696
YBL024W	-0.6132272033905563
YBL025W	1.7994744027634393
YBL027W	-1.6109336913923964
YBL028C	-0.27430975667195484
YBL029C-A	0.16686541838162358
YBL029W	0.8447614648089199
YBL031W	-0.8735068048250174
YBL032W	0.613688911835956
YBL033C	
YBL036C	-0.1162879480458393
YBL037W	-0.8524275270995647
YBL038W	-1.4072629647975128
YBL039C	-0.9853228067612977
YBL039W-B	0.10356362762363931
YBL042C	-0.38395410213452197
YBL043W	-0.8476392834356018
YBL044W	0.059662389256834876
YBL045C	-1.535277094671166
YBL046W	-0.015410787952159805
YBL047C	-0.7732587113885246
YBL048W	0.7280529335350064
YBL049W	-0.6339744432678474
YBL051C	0.8036787442227422
YBL052C	0.7304142384223833
YBL053W	0.07154415411484577
YBL054W	0.2045801146668095
YBL055C	0.2054407374272335
YBL056W	-0.10656239828976798
YBL057C	-1.651120264392065
YBL058W	
YBL059W	0.2724220555664799
YBL060W	0.6234752599785935
YBL061C	0.3989506223181114
YBL062W	0.5618030336113436
YBL063W	-0.2881808473173487
YBL064C	-0.7430782440082814
YBL065W	0.19853983042180348
YBL066C	-0.28273258977928306
YBL067C	0.6898850539421065
YBL068W	0.06849320984050603
YBL069W	-1.7809853924408239
YBL070C	1.4093368942975002
YBL071C	-0.4825989685513433
YBL071C-B	-0.45976843295197106
YBL071W-A	-1.8797003736459708
YBL072C	-1.7736950662892006
YBL075C	1.3715339017340507
YBL078C	0.5322866741641077
YBL079W	0.351840544397327
YBL080C	0.7553410933642888
YBL081W	-1.8365275876340115
YBL082C	0.7451977884165355
YBL083C	-0.18772102333845553
YBL085W	0.3292067492821614
YBL086C	-1.1219942593837866
YBL087C	-0.5881417117252717
YBL088C	0.6220324104632526
YBL089W	-0.5723767481146701
YBL090W	-0.6026170467809511
YBL091C	0.39354994612605415
YBL091C-A	-0.8669193995742834
YBL093C	0.6547547726362514
YBL094C	1.3389656309119464
YBL095W	0.13802999441659294
YBL096C	0.5365638051986921
YBL098W	0.18798118803368966
YBL099W	-1.9062223319631073
YBL100C	-0.3686353587078282
YBL100W-C	0.700524836064572
YBL101C	-0.022397734667953237
YBL102W	-0.4033968845821184
YBL103C	-0.8887480190259996
YBL104C	-0.18465154297065048
YBL106C	-0.2700433926899226
YBL107C	-0.11122359718095377
YBR001C	0.3239688038723875
YBR003W	0.4896370895381349
YBR005W	0.38121577164075215
YBR006W	-0.25054480854182437
YBR007C	-0.3463222863646392
YBR008C	0.1705300201780606
YBR009C	-0.3949140912420153
YBR010W	-0.0608491681358462
YBR012C	-0.04998859696269544
YBR013C	-1.9198995189525119
YBR014C	-0.6203756558946302
YBR015C	-1.6299647146715883
YBR016W	-1.096829787841998
YBR018C	-0.5391727376417316
YBR019C	0.14520023891924522
YBR020W	0.5480186596466832
YBR021W	-0.09135522602739335
YBR022W	0.20097141128092705
YBR023C	0.23582639130296681
YBR024W	-0.7939372871282833
YBR025C	-0.141943577709433
YBR026C	-1.0643824690593404
YBR027C	-0.5462807331070247
YBR028C	-0.39916959146144276
YBR030W	0.4245159892657
YBR031W	-0.3130860392074131
YBR032W	0.7006513650504006
YBR033W	0.5020430228826609
YBR034C	-0.1912407857123887
YBR035C	-0.12398748666780843
YBR036C	-1.9520508405000412
YBR037C	-0.24445359033564407
YBR040W	0.432373261983888
YBR041W	0.5600236331120411
YBR042C	-0.16419514245900133
YBR043C	-0.24339036001447303
YBR044C	-0.6959748390811443
YBR045C	0.6016037657367752
YBR046C	0.6409793604698228
YBR047W	0.05635052125987192
YBR048W	0.31854907579991637
YBR050C	-0.055285986818295496
YBR051W	-0.1661911090033476
YBR052C	-0.6118740363309032
YBR053C	-0.593655280785704
YBR054W	0.3038331906060836
YBR056W	-0.6829292009736168
YBR056W-A	-0.1677819248995683
YBR057C	-1.4485378482587283
YBR058C	0.257830829630787
YBR058C-A	0.14924497569680076
YBR059C	0.6315192153354907
YBR061C	0.8799714674350182
YBR062C	-0.018729554599560286
YBR063C	-0.7075323028952228
YBR064W	-0.21876720687524018
YBR065C	-0.3430450083299168
YBR066C	0.7245018371039458
YBR067C	-0.5016812159218682
YBR068C	0.7928975075296231
YBR069C	0.4980468023149581
YBR071W	-0.17202091993664043
YBR072C-A	-0.25501851887719396
YBR072W	-0.28409323574969086
YBR073W	-0.09282592803795874
YBR074W	0.750212462550934
YBR076W	-0.23623178519153284
YBR077C	0.28503440040049893
YBR078W	1.0607692994273756
YBR081C	0.9639750121087639
YBR082C	-0.4144934605209381
YBR083W	1.571857299979255
YBR084C-A	0.8637655059833632
YBR084W	1.3592500487129215
YBR085C-A	-0.4516410812928222
YBR085W	
YBR089C-A	0.4448456351347306
YBR090C	0.4191823331402765
YBR092C	-0.2262826095565589
YBR093C	-1.5525330694034343
YBR094W	0.6904514847217227
YBR095C	-0.053688949242007324
YBR097W	
YBR098W	0.1411536001773168
YBR099C	1.1950759333639007
YBR101C	-5.551418160245991
YBR103W	-0.35946173322344355
YBR104W	-0.6625221225889276
YBR105C	-0.042035484582120676
YBR106W	-0.11213550850607922
YBR107C	-0.40163605241296535
YBR108W	0.22194569412565518
YBR111C	-0.012140086201032024
YBR111W-A	0.04857999745910169
YBR112C	-1.1685663392804968
YBR113W	-0.1410686740978696
YBR114W	0.08656493386866991
YBR115C	0.36798699692978715
YBR116C	-0.793703152090303
YBR119W	-0.40120301703293104
YBR120C	-0.18618662163973798
YBR121C	0.4343584292389979
YBR122C	-1.0603437283050623
YBR125C	0.28578577303787256
YBR126C	-0.06667781854850463
YBR127C	0.09247317665483423
YBR128C	-0.44410408003303076
YBR129C	-0.7314524706601977
YBR130C	0.31867886069085793
YBR131W	-0.5933690512659151
YBR132C	0.5412766794947906
YBR133C	-0.2723110822461284
YBR134W	0.6355058293712756
YBR137W	0.43528181682372974
YBR138C	0.2193480298690823
YBR139W	-1.2976803525853562
YBR141C	0.6110480181857536
YBR144C	1.7248923192028809
YBR145W	0.060403381681867874
YBR146W	-1.5814105944781442
YBR147W	-0.015017371457114874
YBR148W	1.2607386421690503
YBR149W	0.14355423381952434
YBR150C	-0.51648085202148
YBR151W	0.7835201139638569
YBR156C	0.7100605117501899
YBR157C	-0.4749940123610738
YBR158W	0.6104610526382465
YBR159W	0.16658276713379058
YBR161W	1.0872411297004452
YBR162C	0.2718929871039531
YBR162W-A	0.6251004401802648
YBR163W	0.01937617266603327
YBR164C	-0.4535617429426728
YBR165W	-0.40425141460921216
YBR166C	0.6206201535613006
YBR168W	0.19398082181980913
YBR169C	0.5990247020470362
YBR170C	-0.09824401203953127
YBR171W	0.3828611320067873
YBR172C	0.7253008555606963
YBR173C	-1.3114390016759552
YBR174C	-0.19674400679716456
YBR175W	0.23157901472797993
YBR176W	-0.201769770350958
YBR177C	-1.3804259573648343
YBR178W	-0.26156169539708535
YBR179C	-1.3751535831762414
YBR180W	-1.3024107958743916
YBR181C	-0.5646029361721026
YBR182C	-1.112585273867419
YBR182C-A	0.21059905822681718
YBR183W	-0.41203857253907467
YBR184W	0.24521671177913218
YBR185C	-0.2731238012937012
YBR186W	0.7522428578740993
YBR187W	0.5519632692828416
YBR188C	-0.13422882337248013
YBR189W	-0.3106189979955733
YBR191W	0.970710673870536
YBR194W	-1.8887095598038046
YBR195C	0.2857180437641844
YBR196C-A	0.5293088104530478
YBR196C-B	0.33145712773890484
YBR197C	-0.6745928911269162
YBR199W	-0.7808124434874613
YBR200W	-0.7183669557742064
YBR200W-A	0.3618004226114843
YBR201W	-0.1343932949357151
YBR203W	-0.702870201376877
YBR204C	-0.1794052160229618
YBR205W	0.20050188397427926
YBR206W	0.8831842076277969
YBR207W	0.5889228857119608
YBR208C	-0.24174364570769774
YBR209W	-0.8154228760224959
YBR210W	-0.03944813606451981
YBR212W	-0.1897788843166338
YBR213W	-0.4325545786799714
YBR214W	0.6535259424678952
YBR215W	0.3209492903652282
YBR216C	0.10901114371796636
YBR217W	0.938069000118309
YBR218C	0.7086550890253067
YBR219C	-0.16049794937474962
YBR220C	0.9359936990939313
YBR221C	-2.1842805937288743
YBR221W-A	0.13628553848305797
YBR222C	0.7450647153837966
YBR223C	-0.27803741342285826
YBR224W	0.48445185110717115
YBR225W	-2.169019844097214
YBR226C	-0.897183102073357
YBR227C	-0.7800418255495679
YBR228W	0.03923719385557609
YBR229C	0.02038411707365124
YBR230C	-0.46162197782513503
YBR230W-A	-1.3484341429311593
YBR231C	-0.7724973131423375
YBR232C	-0.6720655350787744
YBR233W	0.9423032241261066
YBR235W	-0.17838618219594896
YBR238C	-0.9422393486014993
YBR239C	1.42761873703385
YBR240C	-0.32892079523949724
YBR241C	-1.8439884458455158
YBR242W	-0.6717911686588034
YBR244W	-0.09158220452146183
YBR245C	-0.46571826106086633
YBR246W	-0.6873338280945581
YBR248C	
YBR249C	0.5491830486831485
YBR250W	-0.14176002202909982
YBR251W	-2.9545460234794243
YBR255W	-0.9139631021621198
YBR258C	-0.32374513110376685
YBR259W	0.580703143715644
YBR260C	-1.2183945499470366
YBR261C	-0.6529453773675274
YBR262C	-0.750407737731314
YBR263W	-0.03674293022916375
YBR264C	1.1556926340633082
YBR266C	-0.40149624191321037
YBR267W	0.22402508920893754
YBR268W	-0.06026294403207758
YBR269C	-0.578081222819453
YBR270C	0.9593382808609523
YBR271W	-0.5780929569725337
YBR272C	0.168026229146133
YBR273C	0.17945800212817437
YBR274W	1.0078469150928666
YBR275C	-0.27949502733960285
YBR276C	0.3980659832278932
YBR277C	-0.6692800276628582
YBR278W	-0.8467776291012807
YBR279W	
YBR280C	0.09937601786132151
YBR281C	0.9521927296584642
YBR282W	-2.2418599861856117
YBR283C	0.8361667779376549
YBR284W	0.6754796080179626
YBR285W	-0.30239928823594076
YBR286W	-0.46040133577458797
YBR287W	-0.15722418513861453
YBR288C	1.7701202260748539
YBR289W	-1.2913875906290102
YBR290W	0.2991609667688715
YBR291C	-0.6438764566337086
YBR292C	-0.7052356647965269
YBR293W	0.5930988902679352
YBR294W	0.5563110631293842
YBR295W	0.8020544988849153
YBR296C	0.9654406207232118
YBR296C-A	0.09757044117437735
YBR297W	-0.07825945987579865
YBR298C	0.2071332922990656
YBR299W	0.3643458634395114
YBR300C	-0.4852044018488295
YBR301W	0.3474304048033724
YCL001W	0.5980913210901753
YCL001W-A	-0.5903872224426878
YCL001W-B	0.557531576233194
YCL002C	-0.9958796438950913
YCL005W	1.3530148937113973
YCL005W-A	-0.1240514764861192
YCL007C	0.5883646752868381
YCL008C	-1.6425125216636638
YCL009C	0.8756861805193091
YCL010C	0.2613783477898918
YCL011C	-0.33427998281887644
YCL012C	-0.06477666009264794
YCL014W	0.11794681411728267
YCL016C	0.9502295155853542
YCL021W-A	0.18246968212105188
YCL022C	-0.25732195891627463
YCL023C	0.6989183209031034
YCL024W	-0.3933086398911282
YCL025C	-0.3539039031954846
YCL026C-A	0.64541109864225
YCL026C-B	0.4960847165257981
YCL027W	-2.589303906951526
YCL028W	-0.29347833388300165
YCL029C	0.2434249646297474
YCL030C	1.2680574655495838
YCL032W	0.4735807063015741
YCL033C	-0.5179265061283539
YCL034W	0.8037501162417547
YCL035C	1.7847031994193692
YCL036W	0.06118947322821912
YCL037C	1.0238979148031515
YCL038C	0.7162008586632244
YCL039W	0.7499773926491095
YCL040W	1.0816518689053058
YCL042W	-0.4466794042673924
YCL044C	-0.833440152290898
YCL045C	0.13579173695314167
YCL046W	-0.32834182438969334
YCL047C	-0.7227328021639499
YCL048W	-0.36262834272100697
YCL049C	-0.7721854876952243
YCL050C	0.9480209481081316
YCL051W	0.3471708672581736
YCL055W	0.038969435955883945
YCL056C	0.5943034139763383
YCL057C-A	-1.663498570898157
YCL057W	1.1416082977513526
YCL058C	0.5707262122954986
YCL061C	-0.11180326111946987
YCL063W	-0.40029341063073215
YCL064C	0.02393482666450047
YCL069W	-0.9776773290588786
YCL076W	-0.04410266196205808
YCR001W	0.4383547142800692
YCR002C	1.4420101922370132
YCR003W	0.28968048028675386
YCR004C	-0.12544310191012725
YCR005C	1.0015471900127146
YCR006C	-1.0804356608641565
YCR007C	-1.327349288259325
YCR008W	-0.972607369010927
YCR009C	1.1705805664411837
YCR010C	-0.27574083979753083
YCR011C	-0.15055180398809875
YCR014C	-0.7437367427582225
YCR015C	-0.8702103781998282
YCR016W	1.00940820218628
YCR017C	0.16208732927321126
YCR019W	-0.4595659221012769
YCR020C	0.1487338308307378
YCR020C-A	0.4259727327919689
YCR020W-B	
YCR021C	-0.7314439279388614
YCR022C	0.1073004073561961
YCR023C	0.2713332937913531
YCR024C	-0.8171385768336463
YCR024C-A	0.8513025459443325
YCR025C	0.3281884568988872
YCR026C	-0.20936160621072247
YCR027C	1.0189979710281323
YCR028C	2.7857269711811323
YCR028C-A	0.07252282761313067
YCR030C	0.843815189178344
YCR031C	-0.01604626970951975
YCR032W	0.526174792243299
YCR033W	0.41281458865627785
YCR034W	1.1788670383739757
YCR036W	0.3121257230355217
YCR037C	0.7377643958600442
YCR043C	-0.28101814619881976
YCR044C	0.7595622937516343
YCR045C	1.391777314472612
YCR046C	0.2561369208182149
YCR047C	-0.40519897970715957
YCR048W	1.3585704671714562
YCR049C	0.6346244784228549
YCR050C	1.0544747966900785
YCR051W	1.5331668959707387
YCR053W	1.1067635689949162
YCR059C	0.39775954130705604
YCR060W	1.450048312754054
YCR061W	1.1015923857583019
YCR063W	0.6378704868738184
YCR065W	-0.10773465307719948
YCR066W	0.34913685368613245
YCR067C	-0.43955500032979705
YCR068W	0.33308991579806785
YCR069W	0.12292085391113673
YCR071C	-0.9348948003469042
YCR073C	-0.25207537407511166
YCR073W-A	-0.20751170408288297
YCR075C	0.8785795518808515
YCR075W-A	-0.26437350794738024
YCR076C	-1.0269428806378642
YCR077C	0.16127757600059295
YCR079W	0.09201402956052705
YCR081W	-3.4182355889695675
YCR082W	-0.7026037651812406
YCR083W	0.8890980595970274
YCR084C	
YCR085W	-0.3390618758560348
YCR086W	0.5455273442115749
YCR087C-A	-0.298316737827716
YCR087W	0.2335687595922587
YCR088W	1.4628621691015544
YCR089W	-0.031237452576487735
YCR090C	-0.1505351376223221
YCR091W	0.5140280096037605
YCR092C	1.1573045649877376
YCR094W	0.909092701842942
YCR095C	-0.0333537908999636
YCR095W-A	0.03242081143634798
YCR098C	-0.17135864949463753
YCR099C	-0.7132649202253887
YCR100C	-0.4627167356235393
YCR101C	0.9041579746855766
YCR102C	0.1348918499112555
YCR102W-A	0.48854939157358956
YCR105W	-1.8664257583699486
YCR106W	-0.7412515845298131
YCR107W	-0.040295574021070216
YDL001W	0.1486177465306184
YDL002C	-0.2601660726242256
YDL006W	1.9881218029064402
YDL009C	-0.002101195873685967
YDL010W	0.7231676896880224
YDL011C	0.8264595386182588
YDL012C	-1.689738522701146
YDL013W	1.2273636483226509
YDL018C	0.8948527590559302
YDL019C	-0.023618312245131716
YDL020C	-1.254152286075864
YDL021W	0.006158229480988855
YDL022W	-1.0220317184967127
YDL023C	-0.2375223808469838
YDL024C	0.724558251301449
YDL025C	-0.4431032921693247
YDL026W	-0.26797392650540075
YDL027C	0.8361663588607592
YDL032W	0.7014905181790891
YDL033C	0.3247572809333761
YDL034W	0.5259270533245495
YDL035C	0.00014296090298994662
YDL036C	-0.05451111363807631
YDL037C	-0.5642731548918413
YDL039C	-0.5575301109293672
YDL040C	0.3767202370701199
YDL041W	
YDL044C	0.9600562240567198
YDL045W-A	0.8756970120452298
YDL046W	-0.9875977173347839
YDL047W	-0.8712828282127053
YDL048C	1.4865481695918648
YDL049C	0.13043480594166257
YDL050C	-0.38451234479632895
YDL051W	0.7697042447586475
YDL052C	-0.08656504816237323
YDL053C	0.10842069660855609
YDL054C	1.5387029340001193
YDL056W	1.1663531121370865
YDL057W	0.6459904563322654
YDL059C	1.0403499711026571
YDL061C	-0.24119056091537677
YDL062W	-0.6242374172521697
YDL063C	-1.1998080383074852
YDL065C	-0.7757517676045844
YDL066W	0.45899476718210436
YDL067C	0.06901238164095659
YDL068W	1.4923142163636367
YDL069C	-0.6026001869950686
YDL070W	0.7177426425626438
YDL071C	-0.2188419637461029
YDL072C	-15.330066087291268
YDL073W	
YDL074C	0.448439090568945
YDL075W	-0.8693085569568847
YDL076C	-0.08717042085660863
YDL077C	1.1828127118207155
YDL078C	-0.037440080763565725
YDL079C	-1.5018860469559914
YDL080C	0.019199032085873324
YDL081C	0.8206156080172481
YDL082W	-0.1482964933186594
YDL083C	0.6111891826262487
YDL085C-A	0.7909644992296904
YDL085W	0.5136747277806535
YDL086W	-1.200005004448482
YDL088C	-0.1883247841984765
YDL089W	0.06303824707210856
YDL091C	-0.22315181501523898
YDL093W	-0.16351768853869905
YDL094C	-0.07506902746854682
YDL095W	0.6520716811663165
YDL096C	0.5961077656692797
YDL099W	0.5174952584189892
YDL100C	-2.295058219827569
YDL101C	0.042800572463350305
YDL104C	0.6823137850869176
YDL106C	-0.4469185359914373
YDL107W	0.1517765225138999
YDL109C	0.8081973924960086
YDL110C	0.07704073444265844
YDL112W	0.03429853382272762
YDL113C	-0.002374369536338424
YDL114W	-0.8362027071876017
YDL115C	-1.056391639758149
YDL116W	0.12494202954259584
YDL117W	0.6151264100617053
YDL118W	-0.4014024976353023
YDL119C	-0.5035158700980397
YDL121C	-0.07487157777728572
YDL122W	-0.12067568314421405
YDL123W	-0.20707989369685156
YDL124W	0.8521184564236498
YDL125C	1.0646595580138256
YDL127W	-0.06672149925571422
YDL128W	0.8029528063292715
YDL129W	-0.16028012609901884
YDL130W	-0.9979817658407966
YDL130W-A	0.6741255060944653
YDL131W	-0.9792948369296895
YDL133C-A	-0.3352537079861233
YDL133W	0.062392449575776616
YDL134C	-0.34821586919968833
YDL135C	0.7466439260736738
YDL136W	-0.43620125687994454
YDL137W	-0.14753712598358248
YDL138W	-0.06493529681602683
YDL142C	1.7464948305510042
YDL144C	1.2476885231624066
YDL146W	1.5772961121688245
YDL149W	1.4647780274854463
YDL151C	-1.8030903447502526
YDL154W	0.5829558754503404
YDL155W	0.13806929093473946
YDL156W	0.07001155767044835
YDL157C	1.243869668831654
YDL159W	
YDL159W-A	-0.01917232545824941
YDL160C	-0.24456583847033325
YDL160C-A	
YDL161W	-0.17004996905930125
YDL162C	0.31851174571951135
YDL167C	0.8396949540861871
YDL168W	0.5607906083046097
YDL169C	-0.08432749990597625
YDL170W	0.5898047524473303
YDL171C	-0.19858739711477802
YDL172C	0.17836669365498883
YDL173W	-0.6222741064690067
YDL174C	0.4780491298207205
YDL175C	0.8684640349549541
YDL176W	-0.5519539704647329
YDL177C	0.456891710372555
YDL178W	0.5226255333032428
YDL179W	0.30037074505681366
YDL180W	0.6373735583855262
YDL181W	-0.6265239652686837
YDL182W	-0.3289030328264548
YDL183C	0.6194236245506006
YDL184C	-1.1969705653564975
YDL185W	-0.4108676716923833
YDL186W	-0.050283272493767676
YDL187C	1.1036663006052554
YDL188C	-0.7264117492848948
YDL189W	0.058007357885513464
YDL190C	0.924222570536395
YDL191W	0.6785137892164729
YDL192W	0.2708100279319981
YDL194W	-0.42769792877195034
YDL197C	0.08080404496638385
YDL198C	-0.3456600159226364
YDL199C	-0.2450224066298974
YDL200C	-0.0030328038129110828
YDL201W	0.9507741543663918
YDL202W	6.629791162727218
YDL203C	-0.01693661469285683
YDL204W	0.31222243308838427
YDL206W	-0.017129003224684775
YDL210W	0.18658114883508256
YDL211C	0.06760350959085469
YDL213C	0.113061167311745
YDL214C	-0.9287105148331858
YDL215C	0.12115802306755782
YDL216C	-0.4865528945892608
YDL218W	0.4703150334731952
YDL219W	-1.0131738190982402
YDL222C	0.8197572740614085
YDL223C	-1.0374526199759138
YDL224C	-0.01980945128650802
YDL225W	-1.4919256529548854
YDL226C	-0.568570756220948
YDL227C	0.4131940144303419
YDL229W	-0.4534103594732587
YDL230W	1.59699933478878
YDL231C	0.9152770195933446
YDL232W	-0.4058333654172537
YDL233W	0.1955178669266382
YDL234C	-0.6557277255883835
YDL236W	-0.0072505226383534115
YDL237W	1.0278187015296216
YDL238C	-0.3150767511722205
YDL239C	-0.05708040961247618
YDL240W	-0.11824403781172194
YDL241W	0.5044434953414471
YDL242W	-0.21127691657098133
YDL243C	0.5104336837790703
YDR001C	-0.06765616967994663
YDR003W	0.15901430287013454
YDR003W-A	0.29556654423412837
YDR004W	-0.8109754385848206
YDR005C	0.7602854592902563
YDR006C	0.25696591939135277
YDR007W	-0.19293801490344248
YDR008C	0.7656069621857033
YDR009W	-0.12393597244631695
YDR010C	-0.37670210540051646
YDR011W	-0.008283643896399967
YDR014W	0.9350448445286123
YDR015C	-0.18177335508740755
YDR017C	-1.0801788956738065
YDR018C	0.19682035791859132
YDR019C	0.10596361653216109
YDR020C	0.9046523564758099
YDR022C	0.642678749518724
YDR024W	-0.4216973278853023
YDR025W	-1.137286826622839
YDR026C	0.010916718685354385
YDR027C	-1.2798155880703181
YDR028C	-0.1195359551712287
YDR029W	-0.44288617810064823
YDR030C	0.22710085573017869
YDR031W	0.09142267982395674
YDR032C	0.750315394283864
YDR033W	1.1200719683160714
YDR034C	
YDR034W-B	0.4379476294308864
YDR035W	-1.2927395004579763
YDR036C	2.0163218418241637
YDR042C	0.4388247896103499
YDR043C	0.021568944167954855
YDR046C	-0.4613930651300094
YDR048C	-0.9741997645046778
YDR049W	-0.204650214802101
YDR050C	-0.4275051856365953
YDR051C	1.1448333845942136
YDR055W	-0.8021657007926735
YDR056C	0.14656810590693342
YDR057W	-0.26095284114094686
YDR058C	0.6088360013833124
YDR059C	0.6295830478404978
YDR061W	1.1143589186532679
YDR063W	1.3702568454860005
YDR065W	-2.3243872196657263
YDR066C	1.1473683807365314
YDR067C	0.5019283569966502
YDR068W	1.057753654322331
YDR069C	-0.20870813638353009
YDR070C	0.9054664939374913
YDR071C	0.7217287408114802
YDR072C	-0.6220721436419454
YDR073W	-0.2052282185513763
YDR074W	1.0601906509444148
YDR075W	0.7690884596153873
YDR076W	-0.8246434058825188
YDR077W	0.743307751616758
YDR078C	0.6991907208853329
YDR079C-A	-1.6304596767221389
YDR079W	-0.10729252695219607
YDR080W	-1.678928111808747
YDR083W	-0.341630656043486
YDR084C	-0.10856674637202902
YDR085C	-0.08582608664845032
YDR089W	-0.9529562408727805
YDR090C	-0.6522112191195634
YDR092W	0.7557755793951161
YDR093W	0.15520173469281778
YDR094W	0.24783513646038624
YDR095C	1.1582620589844452
YDR096W	0.8384114827379637
YDR097C	1.3055947955978198
YDR098C	-0.20758101295410114
YDR099W	-0.8991215583729345
YDR100W	0.9647137479658967
YDR101C	1.1405288523779846
YDR102C	-0.39630865020429357
YDR103W	
YDR104C	0.2843160058911515
YDR105C	0.6571383208357865
YDR107C	0.48066088150832703
YDR108W	0.054874339012977696
YDR109C	1.2194595679388773
YDR110W	0.17190681672729644
YDR111C	0.5716654280922155
YDR112W	-1.3250815019930662
YDR114C	0.10067360887726287
YDR115W	0.016959420681681964
YDR116C	-0.08944923206889362
YDR117C	-0.0474456383593585
YDR119W	-0.19654107686957462
YDR120C	0.2966966656751961
YDR121W	0.1904118340289689
YDR122W	0.730790472764703
YDR123C	0.6816864592106823
YDR124W	0.5577503021360849
YDR125C	0.5920504888215363
YDR126W	-1.2363590547632601
YDR127W	0.5279420717493096
YDR128W	1.3242087406556997
YDR129C	-0.1757782989104569
YDR130C	0.49571696043144603
YDR131C	0.00015098783737753688
YDR132C	0.47414565419371296
YDR133C	-0.08291076210490819
YDR135C	0.3812913989020907
YDR136C	-1.4389716444330902
YDR137W	0.908131403917488
YDR138W	-5.820588606970267
YDR139C	0.7123033145861258
YDR140W	-0.6827098948104088
YDR142C	-0.1199007777273106
YDR143C	-0.06837749772756428
YDR144C	0.12196203821037294
YDR146C	0.4104614074133415
YDR147W	0.1366230888042326
YDR148C	-1.7110805616402263
YDR149C	0.8128692617296934
YDR150W	-0.2757073136458718
YDR151C	-0.3682280159651711
YDR152W	-0.26422828168466495
YDR153C	-1.5857609350227455
YDR154C	0.06509175609790806
YDR155C	-0.4194346027784767
YDR156W	-0.45734046260148764
YDR157W	0.5318028337696363
YDR158W	1.7361113623053088
YDR159W	0.2994689238138702
YDR161W	-0.9220508671729636
YDR162C	-1.6290124107810506
YDR163W	-1.5758814873358855
YDR165W	0.40765842771454136
YDR169C	-0.8051054607429055
YDR169C-A	0.17201774315792978
YDR171W	0.268650170084734
YDR173C	0.3041381174027593
YDR174W	-0.8453070560374524
YDR175C	0.41418664641292335
YDR176W	-0.013588093585858966
YDR178W	-0.14097654165417584
