orf	hap a (post-SGA) | growth (colony size) | expression of yEVenus [prHSC82, 2u plasmid] | SC(MSG) - Leu | Farkas Z~Pal C, 2018
YDR419W	-0.003197341
YDR420W	0.009837293
YDR421W	-0.025628108
YDR422C	-0.002270538
YDR423C	0.011742284
YDR424C	0.00588039
YDR425W	0.02041832
YDR426C	0.008335
YDR428C	-0.007310682
YDR430C	0.015490052
YDR431W	0.052739253
YDR432W	-0.105596076
YDR433W	-0.044561578
YDR435C	0.008492689
YDR436W	0.000289629
YDR438W	0.021721696
YDR439W	-0.016599391
YDR440W	-0.013812008
YDR441C	0.034947383
YDR442W	-0.022961852
YDR443C	0.012668958
YDR444W	-0.005564367
YDR445C	-0.020687131
YDR446W	0.000803654
YDR447C	0.006837088
YDR448W	0.0124762
YDR450W	-0.04825048
YDR451C	-0.020065954
YDR452W	-0.001575918
YDR453C	-0.004759809
YDR455C	0.032408716
YDR456W	-0.010667325
YDR457W	0.015526183
YDR458C	-0.010126301
YDR459C	0.007233299
YDR461W	
YDR463W	-0.000971008
YDR465C	-0.026462576
YDR466W	-0.014776308
YDR467C	-0.010417128
YDR469W	-0.021823965
YDR470C	-0.037794858
YDR471W	-0.001307404
YDR475C	-0.008724278
YDR476C	-0.007269772
YDR477W	0.031486972
YDR479C	0.044863512
YDR480W	0.0110956
YDR481C	-0.010591975
YDR482C	-0.012997997
YDR483W	-0.019094247
YDR484W	-0.071610186
YDR485C	-0.028651514
YDR486C	0.009891801
YDR488C	0.011045538
YDR490C	-0.010254739
YDR491C	0.000475191
YDR492W	-0.009184369
YDR493W	0.022098803
YDR494W	0.022093932
YDR495C	0.035944124
YDR496C	-0.038752557
YDR497C	0.030042331
YDR500C	-0.00433979
YDR501W	0.000762696
YDR502C	0.00602096
YDR503C	-0.028008081
YDR504C	-0.005033045
YDR505C	-0.013758861
YDR506C	0.002099779
YDR507C	0.005488803
YDR508C	0.018888676
YDR509W	-0.030658133
YDR511W	-0.027629536
YDR512C	0.009265965
YDR513W	-0.038324264
YDR514C	-0.033775566
YDR515W	0.014247527
YDR516C	-0.000765975
YDR517W	-0.000851917
YDR518W	0.001827923
YDR519W	0.000583878
YDR520C	-0.022619353
YDR521W	-0.018696174
YDR522C	-0.008561789
YDR523C	0.01318289
YDR524C	-0.002907632
YDR524C-B	0.005025873
YDR524W-C	0.013431448
YDR525W	0.011912163
YDR525W-A	-0.008076224
YDR528W	-0.031154096
YDR529C	-0.032654091
YDR530C	-0.000362062
YDR532C	-0.076263135
YDR533C	-0.008922564
YDR534C	-0.023029218
YDR535C	-0.019089272
YDR536W	-0.002506363
YDR537C	0.015589141
YDR538W	-0.004349778
YDR539W	0.012686433
YDR540C	0.011722059
YDR541C	0.015357847
YEL001C	-0.000264175
YEL003W	-0.054712474
YEL004W	
YEL005C	0.017836175
YEL006W	-0.003200845
YEL007W	0.011479756
YEL008W	-0.020684697
YEL009C	0.037486592
YEL010W	0.01910502
YEL011W	-0.002092356
YEL012W	-0.01662981
YEL013W	0.028169084
YEL014C	-0.008601435
YEL015W	-0.016190416
YEL016C	0.010593849
YEL017C-A	-0.005663206
YEL017W	-0.025098065
YEL020C	-0.008715182
YEL022W	-0.015335726
YEL023C	0.015558286
YEL024W	0.023551863
YEL025C	0.011751996
YEL027W	0.019074499
YEL028W	-0.015191273
YEL029C	
YEL030W	0.00324668
YEL031W	0.044246555
YEL033W	0.009120717
YEL036C	0.015415566
YEL037C	0.000486107
YEL038W	0.003458825
YEL039C	-0.005605679
YEL040W	0.015299165
YEL041W	-0.028354475
YEL042W	0.033120939
YEL043W	0.016736336
YEL044W	-0.052290014
YEL045C	-0.056280219
YEL046C	-0.013103594999999999
YEL047C	-0.00459033
YEL048C	-0.029508011
YEL049W	0.025612098
YEL050C	-0.017900509
YEL051W	
YEL052W	-0.007374368
YEL053C	0.014255217
YEL054C	-0.04541791
YEL056W	-0.018522804
YEL057C	-0.004574229
YEL059C-A	-0.042082449
YEL059W	0.015024691
YEL060C	0.033284387
YEL061C	0.004026094
YEL062W	0.005371416
YEL063C	0.030515192
YEL064C	-0.036566929
YEL065W	0.060796523
YEL066W	-0.013145822
YEL067C	-0.066372958
YEL068C	0.002377198
YEL071W	0.039175443
YEL072W	
YER001W	0.01521417
YER002W	0.007160625
YER004W	0.025885617
YER005W	-0.010872109
YER007C-A	-0.023924249
YER007W	0.014405936
YER010C	-0.008964551
YER011W	0.020217893
YER014C-A	0.012553287
YER014W	
YER015W	0.01379696
YER016W	0.003664253
YER017C	0.02300962
YER019C-A	-0.000952013
YER019W	-0.003809188
YER020W	-0.013730803
YER024W	-0.001242368
YER026C	0.006924194
YER027C	0.008624198
YER028C	0.011281856
YER030W	0.017359383
YER031C	-0.002259494
YER032W	-0.012513396
YER033C	0.001392296
YER034W	0.001318807
YER035W	-0.005973537
YER037W	0.017275865
YER038W-A	0.022749255
YER039C	0.008154325
YER039C-A	-0.016147073
YER040W	0.014469358
YER041W	0.00115815
YER042W	0.006093773
YER044C	-0.008774745
YER044C-A	-0.022808641
YER045C	0.00844251
YER046W	-0.01139077
YER046W-A	0.012787554
YER047C	-0.029470398
YER048C	-0.041742487
YER049W	0.02873509
YER050C	0.034550579
YER051W	0.01143596
YER052C	-0.008192932
YER053C	0.002485643
YER053C-A	0.015688523
YER054C	0.02592855
YER055C	-0.007121374
YER056C	0.004798617
YER056C-A	-0.011115569
YER057C	0.000278459
YER058W	-0.012321438
YER059W	-0.012877621
YER060W	-0.010177184
YER060W-A	-0.003348337
YER061C	
YER062C	0.024130863
YER063W	0.004437851
YER064C	-0.022609344
YER065C	0.013951918
YER066C-A	0.019978027
YER066W	0.005202733
YER067C-A	0.01710666
YER067W	-0.01465951
YER068C-A	0.015025996
YER068W	-0.068679163
YER069W	-0.015061325
YER070W	0.390394181
YER071C	-0.000190489
YER072W	0.018922295
YER073W	0.027707819
YER074W	0.008090339
YER075C	0.024324145
YER076C	-0.010792461
YER077C	0.01715265
YER078C	0.019286434
YER079W	0.019555297
YER080W	-0.009009627
YER081W	0.01720043
YER083C	-0.006873979
YER084W	0.010517753
YER085C	-0.010007701
YER086W	0.014006442
YER087C-B	-0.004647674
YER087W	-0.029188209
YER088C	-0.001652139
YER089C	0.018166748
YER090W	0.018008721
YER091C	-0.01274227
YER091C-A	-0.036847847
YER092W	0.034574924
YER093C-A	-0.001759268
YER095W	-0.024885431
YER096W	0.023971255
YER097W	0.006395171
YER098W	-0.005735664
YER099C	-0.012817796
YER101C	-0.000753908
YER103W	0.002549382
YER105C	-0.014009151
YER106W	-0.010601444
YER110C	-0.033995661
YER111C	0.042248292
YER113C	-0.001180902
YER114C	0.001533848
YER115C	-0.008831004
YER116C	0.044593509
YER117W	-0.002481944
YER118C	-0.032379134
YER119C	0.01572665
YER119C-A	0.003973214
YER120W	0.005945579
YER121W	-0.017017198
YER122C	0.027780804
YER123W	-0.010368229
YER124C	0.030472917
YER128W	-0.043087972
YER129W	-0.01264614
YER130C	-0.003271576
YER131W	-0.042616708
YER132C	-0.012251784
YER134C	-0.041912833
YER135C	-0.018358983
YER137C	-0.012808413
YER139C	0.007464968
YER140W	0.012708793
YER141W	-0.032970585
YER142C	-0.016777926
YER143W	-0.015483393
YER144C	0.001671396
YER145C	-0.0347141
YER149C	0.004135968
YER150W	-0.0013031
YER151C	0.019011085
YER152C	0.00613831
YER153C	-0.003026596
YER154W	0.009233036
YER155C	-0.213794768
YER156C	0.002930287
YER158C	-0.013081136
YER161C	-0.007837899
YER162C	-0.023343633
YER163C	-0.000596072
YER164W	0.009427047
YER166W	0.002497771
YER167W	-0.011445363
YER169W	0.00344609
YER170W	-0.018206434
YER173W	-5.43e-05
YER174C	0.022116517
YER175C	0.037718318
YER175W-A	-0.019857656
YER176W	0.012576565
YER177W	0.037316326
YER178W	0.030542817
YER179W	-0.012725421
YER180C	-0.017032901
YER180C-A	0.011928062
YER181C	-0.002332073
YER182W	-0.003635821
YER183C	-0.002015428
YER184C	-0.005486542
YER185W	0.032934451
YER186C	0.048462786
YER187W	0.009476858
YER188W	-0.016313701
YFL001W	0.006405542
YFL003C	0.023019253
YFL004W	0.008748318
YFL007W	-0.009919243
YFL010C	-0.00305403
YFL010W-A	-0.013515968
YFL011W	-0.002442541
YFL012W	0.009312057
YFL012W-A	-0.037969444
YFL013C	0.023425015
YFL014W	-0.025512811
YFL015C	-0.000194641
YFL016C	-0.058313987
YFL018C	-0.096436557
YFL019C	0.001420856
YFL020C	-0.000723736
YFL021W	-0.000990916
YFL023W	-0.028244926
YFL025C	0.018796839
YFL026W	
YFL027C	0.004863714
YFL028C	-0.004005989
YFL030W	-0.003326966
YFL031W	-0.036379102
YFL032W	-0.029400754
YFL033C	0.036801124
YFL034C-A	-0.017872047000000002
YFL034W	-0.025065118
YFL036W	-0.010356235
YFL040W	0.004366584
YFL041W	0.006595642
YFL041W-A	-0.032091622
YFL042C	-0.0023846644999999996
YFL044C	-0.005120657
YFL046W	0.008712435
YFL047W	0.012269135
YFL048C	0.022193003
YFL049W	-0.006922238
YFL050C	-0.031145126
YFL051C	0.014640658
YFL052W	0.008518305
YFL053W	-0.000829033
YFL054C	0.002212257
YFL055W	0.007522376
YFL063W	0.015095636
YFR001W	-0.00876195
YFR006W	0.026796808
YFR007W	0.011911178
YFR008W	0.029348008
YFR009W	0.037936775
YFR010W	-0.012637187
YFR011C	0.014157949
YFR012W	0.046938037
YFR012W-A	-0.021755335
YFR013W	-0.018310355
YFR014C	0.024884764
YFR015C	0.010252463
YFR016C	0.022308262
YFR017C	-0.002627052
YFR018C	-0.027635678
YFR019W	0.000949504
YFR020W	0.001738105
YFR021W	0.009364593
YFR022W	0.004994702
YFR023W	0.017757136
YFR024C-A	0.005060183
YFR025C	0.003603281
YFR026C	-0.028391445
YFR030W	-0.024944156
YFR031C-A	-0.052689399
YFR032C	-0.036079164
YFR032C-A	0.00619143
YFR032C-B	-0.019280591
YFR033C	-0.026820108
YFR034C	0.026613008
YFR035C	0.027583537
YFR036W	0.003776285
YFR038W	0.014546643
YFR039C	-0.00712889
YFR040W	-0.038047438
YFR041C	-0.001496548
YFR043C	0.018857576
YFR044C	-0.01675463
YFR045W	-0.020033364
YFR046C	0.018519262
YFR047C	0.011488683
YFR048W	-0.007664014
YFR049W	0.032593287
YFR053C	-0.009226096
YFR054C	-0.005086417
YFR055W	0.019492329
YFR056C	-0.034096947
YFR057W	0.036727758
YGL002W	-0.03235998
YGL003C	-0.046563379
YGL004C	-0.052419089
YGL005C	0.011744161
YGL006W	-0.003118026
YGL006W-A	0.027081507
YGL007C-A	0.014349366
YGL007W	0.012553504
YGL010W	0.014709636
YGL012W	
YGL013C	-0.021935229
YGL014W	0.007159891
YGL015C	-0.018141616
YGL016W	0.025547055
YGL017W	-0.020852334
YGL019W	-0.013247124
YGL020C	-0.005291166
YGL021W	-0.028228181
YGL023C	-0.038760079
YGL024W	-0.002305092
YGL025C	0.014472209
YGL026C	-0.004386952
YGL027C	0.011689384
YGL028C	-0.003227281
YGL029W	-0.027867676
YGL031C	-0.012182763
YGL032C	0.002067186
YGL033W	-0.028026367
YGL034C	-0.009121184
YGL035C	0.010190028
YGL036W	-0.019708782
YGL037C	-0.011367221
YGL038C	0.011690804
YGL039W	0.012657674
YGL041C	0.008553815
YGL041C-B	0.012825215
YGL042C	-0.028423043
YGL043W	-0.057537318
YGL045W	-0.007511937999999999
YGL049C	-0.000928481
YGL050W	-0.003655859
YGL051W	0.004112393
YGL053W	0.012543388
YGL054C	-0.00653982
YGL056C	0.012459571
YGL057C	0.009691307
YGL058W	-0.058341894
YGL059W	0.012138057
YGL060W	-0.015246294
YGL062W	-0.016510301
YGL063W	0.025424726
YGL064C	-0.028358255
YGL066W	0.000137909
YGL067W	-0.016967804
YGL070C	-0.019308413
YGL071W	0.010035405
YGL072C	0.020610701
YGL076C	0.00140606
YGL077C	0.013725915
YGL078C	-0.005180892
YGL079W	-0.009609598
YGL080W	-0.041185016
YGL081W	0.000455886
YGL082W	-0.010360399
YGL083W	-0.015091197
YGL084C	0.012238553
YGL085W	0.008765201
YGL086W	0.009707713
YGL087C	0.011777636
YGL088W	-0.015513577
YGL089C	-0.039748509
YGL090W	0.0108475
YGL094C	-0.026016338
YGL095C	0.021673451
YGL096W	-0.005964441
YGL100W	-0.019180044
YGL101W	0.021727422
YGL104C	-0.01768757
YGL105W	-0.063050426
YGL107C	-0.018193096
YGL108C	-0.026271044
YGL109W	-0.002689727
YGL110C	-0.021757552
YGL114W	0.00480811
YGL115W	0.056074035
YGL117W	-0.055277374
YGL118C	-0.004506661
YGL119W	-0.031863849
YGL121C	-0.010240061
YGL124C	-0.063961256
YGL125W	-0.002242833
YGL126W	-0.039330985
YGL127C	0.054178507
YGL129C	-0.009099006
YGL131C	0.022943754
YGL132W	0.02723185
YGL133W	-0.032065527
YGL134W	-0.003566839
YGL135W	
YGL136C	0.074372308
YGL138C	-0.014842313
YGL139W	-0.019479217
YGL140C	0.005835277
YGL141W	-0.015065615
YGL143C	-0.011636894
YGL144C	0.013102484
YGL146C	-0.034905667
YGL147C	-0.049714479
YGL148W	0.000436815
YGL149W	-0.025110302
YGL151W	-0.022949589
YGL152C	0.011972288
YGL153W	-0.010831311
YGL154C	-0.000769621
YGL156W	-0.003548181
YGL157W	-0.017550223
YGL158W	0.00867644
YGL159W	0.020077516
YGL160W	0.009999002
YGL161C	-0.026880284
YGL162W	-0.005826948
YGL163C	-0.035806266
YGL164C	-0.005527588
YGL165C	-0.000816122
YGL166W	-0.002612505
YGL167C	-0.046516181
YGL168W	-0.02479817
YGL170C	-0.022000535
YGL173C	-0.001946812
YGL174W	0.015063704
YGL175C	-0.026187857
YGL176C	-0.010186926
YGL177W	-0.016495675
YGL178W	-0.021630462
YGL179C	-0.031849115
YGL180W	0.009580417
YGL181W	0.009123279
YGL184C	-0.021439844
YGL185C	-0.004787801
YGL186C	0.006083804
YGL188C-A	-0.034912571
YGL190C	-0.019575206
YGL191W	-0.01050239
YGL192W	-0.018385427
YGL194C	-0.018126628
YGL195W	0.022300044
YGL196W	-0.013015613
YGL197W	-0.003211586
YGL198W	0.005537005
YGL199C	-0.000626388
YGL200C	0.013423052
YGL202W	-0.016357577
YGL203C	0.016959823
YGL205W	-0.017954553
YGL206C	-0.008230801
YGL208W	-0.013952746
YGL209W	-0.005440721
YGL210W	0.01796644
YGL211W	0.014869099
YGL212W	-0.022478306
YGL213C	-0.030242821
YGL214W	-0.004175051
YGL215W	-0.013152456
YGL216W	-0.011030356
YGL217C	0.012403291
YGL218W	-0.023268445
YGL219C	-0.045498198
YGL220W	-0.004092033
YGL221C	-0.001389805
YGL222C	0.002225804
YGL223C	-0.01152457
YGL224C	-0.013302672
YGL226C-A	-0.010628688
YGL226W	0.013088077
YGL227W	-0.004863399
YGL228W	-0.009147101
YGL229C	0.009715862
YGL230C	-0.024694256
YGL231C	0.014165683
YGL232W	0.039041272
YGL234W	-0.003166452
YGL235W	-0.038212299
YGL236C	0.028609439
YGL237C	0.009006598
YGL240W	-0.002876433
YGL241W	-0.008327605
YGL242C	-0.045931248
YGL243W	0.0014138
YGL244W	-0.018473819
YGL246C	-0.068893145
YGL248W	0.032713368
YGL249W	-0.004356716
YGL250W	0.015287361
YGL251C	-0.025298148
YGL252C	-0.017577335
YGL253W	-0.004486901
YGL254W	-0.003570311
YGL255W	-0.035597935
YGL256W	-0.01218064
YGL257C	-0.013890977
YGL258W	-0.00878696
YGL259W	-0.005494815
YGL260W	-0.021271938
YGL261C	-0.017013587
YGL262W	0.021868393
YGL263W	-0.013922265
YGR001C	0.012117838
YGR003W	0.044573477
YGR004W	0.006811075
YGR006W	-0.002746998
YGR007W	-0.019763447
YGR008C	-0.050610891
YGR010W	-0.002727507
YGR011W	-0.00748114
YGR012W	0.012611047
YGR014W	-0.038645899
YGR015C	-0.003141677
YGR016W	-0.004372562
YGR017W	-0.008162184
YGR018C	-0.021317992
YGR019W	-0.038902108
YGR020C	-0.139801386
YGR021W	-0.005664432
YGR022C	0.030146283
YGR023W	0.008770559
YGR025W	0.028329718
YGR026W	0.02361362
YGR027C	-0.004075719
YGR028W	-0.018951932
YGR031W	-0.00883696
YGR032W	-0.007966291
YGR033C	0.011537705
YGR034W	0.009163164
YGR035C	0.030866602
YGR035W-A	-0.034525754
YGR036C	-0.005123162
YGR037C	-0.042606303
YGR038W	0.010329596
YGR039W	-0.019827792
YGR040W	0.012540249
YGR041W	-0.00835422
YGR042W	-0.061455487
YGR043C	-0.026601517
YGR044C	-0.010197416
YGR045C	0.009619192
YGR049W	-0.005586706
YGR050C	-0.008795876
YGR051C	0.00497252
YGR052W	0.00473802
YGR053C	0.000240328
YGR054W	0.007432026
YGR055W	0.019432895
YGR056W	-0.065009716
YGR057C	-0.03394442
YGR058W	-0.018356095
YGR059W	-0.001862794
YGR061C	-0.013844971
YGR062C	0.002823782
YGR063C	-0.038936227
YGR064W	
YGR066C	-0.001384696
YGR067C	0.038070842
YGR068C	0.006193778
YGR069W	-0.007800147
YGR070W	-0.012429127
YGR071C	-0.009351548
YGR072W	-0.005083937
YGR076C	-0.016547428
YGR077C	-0.025853365
YGR078C	-0.008236016
YGR079W	0.004432039
YGR080W	-0.027522456
YGR081C	-0.018568472
YGR084C	-0.016701376
YGR085C	-0.040791661
YGR086C	-0.01908664
YGR087C	0.009175859
YGR088W	0.009957851
YGR089W	-0.022198158
YGR092W	0.024562765
YGR093W	-0.001360991
YGR096W	-0.007766509
YGR097W	-0.036551041
YGR100W	0.045024363
YGR101W	-0.00761608
YGR102C	0.00730533
YGR104C	-0.069751636
YGR105W	0.014168872
YGR106C	-0.036193261
YGR107W	-0.015100501
YGR108W	-0.002186487
YGR109C	0.020629821
YGR110W	-0.027549425
YGR111W	-0.002759226
YGR112W	0.001795718
YGR117C	0.005046751
YGR118W	-0.029341304
YGR121C	-0.0044569
YGR121W-A	-0.003923297
YGR122C-A	0.02940889
YGR122W	-0.029264403
YGR123C	0.023988891
YGR124W	0.030692383
YGR125W	-0.020355498
YGR126W	0.04797853
YGR127W	0.003653636
YGR129W	-0.021528388
YGR130C	0.041862262
YGR131W	0.011546271
YGR132C	-0.020297504
YGR133W	0.013753075
YGR134W	-0.027376327
YGR135W	0.0063219
YGR136W	0.07077666
YGR137W	-0.013256827
YGR138C	0.016769242
YGR139W	0.027060799
YGR141W	0.037441845
YGR142W	0.009812906
YGR143W	0.01657975
YGR144W	-0.000145635
YGR146C	-0.013530704
YGR146C-A	0.014128206
YGR148C	-0.011193891
YGR149W	-0.01719564
YGR150C	0.02091063
YGR151C	0.020018605
YGR152C	0.022375713
YGR153W	0.007475741
YGR154C	0.021177339
YGR155W	-0.010224881
YGR157W	0.039430891
YGR159C	-0.063548349
YGR160W	-0.037035923
YGR161C	-0.005258719
YGR161W-C	0.002162545
YGR162W	-0.008578593
YGR163W	0.037087723
YGR164W	0.00344261
YGR165W	0.01226301
YGR166W	0.035403009
YGR167W	0.03577989
YGR168C	0.001747287
YGR169C	0.039671287
YGR169C-A	-0.046431904
YGR170W	0.087195595
YGR171C	0.016911511
YGR173W	0.026078032
YGR174C	0.025373737
YGR174W-A	-0.022615185
YGR176W	
YGR177C	-0.0020318
YGR178C	0.022240633
YGR180C	-0.116946366
YGR181W	0.002976741
YGR182C	0.043693614
YGR183C	0.036974578
YGR184C	-0.003837749
YGR187C	-0.017340121
YGR188C	-0.017139546
YGR189C	0.026646011
YGR192C	0.014266781
YGR193C	-0.02740503
YGR194C	0.03625402
YGR196C	0.008690485
YGR197C	0.007010694
YGR199W	0.029788038
YGR200C	-0.016839666
YGR201C	0.033238591
YGR202C	0.019743537
YGR203W	0.004673976
YGR204C-A	0.018667458
YGR204W	-0.022486849
YGR205W	0.014083407
YGR206W	0.01692097
YGR207C	0.018371283
YGR208W	0.044265626
YGR209C	0.030300071
YGR210C	-0.014642727
YGR212W	0.013119188
YGR213C	0.03337515
YGR214W	-0.012544846
YGR215W	0.018316597
YGR217W	0.038697229
YGR219W	0.045653086
YGR220C	-0.011502862
YGR221C	-0.030512851
YGR222W	-0.001233655
YGR223C	-0.026424818
YGR224W	-0.038435023
YGR225W	-0.004422681
YGR226C	-0.00037864
YGR227W	0.028956788
YGR228W	-0.02522886
YGR229C	0.026003348
YGR230W	0.029801025
YGR231C	0.007491107
YGR232W	-0.004234551
YGR233C	0.008623958
YGR234W	0.002017925
YGR235C	-0.010883953
YGR236C	-0.021442124
YGR237C	-0.001314832
YGR238C	-0.018554776
YGR239C	0.034161608
YGR240C	-0.026860511
YGR241C	-0.009354921
YGR242W	-0.023862739
YGR243W	-0.009476715
YGR244C	-0.000648147
YGR247W	-0.022903332
YGR248W	-0.055875678
YGR249W	-0.020420509
YGR250C	0.00842846
YGR252W	-0.056480483
YGR254W	0.026282551
YGR255C	-0.014533706
YGR256W	0.005112591
YGR257C	-0.019062395
YGR258C	-0.002313037
YGR259C	0.014912083
YGR260W	-0.001188546
YGR261C	0.022503373
YGR262C	0.007855881
YGR263C	-0.011063152
YGR266W	0.013587159
YGR268C	-4.1e-05
YGR269W	0.001561139
YGR270W	0.068867992
YGR271C-A	-0.02641587
YGR271W	0.020253004
YGR273C	0.01192295
YGR275W	-0.009955459
YGR276C	0.000945175
YGR279C	-0.016945818
YGR281W	-0.007855052
YGR282C	0.014503955
YGR283C	0.040875316
YGR284C	-0.01042806
YGR285C	-0.015419071
YGR286C	0.006955123
YGR287C	-0.019705866
YGR288W	-0.011807101
YGR289C	0.034463648
YGR290W	-0.01320806
YGR291C	-0.003645834
YGR292W	0.030896897
YGR295C	0.017100463
YHL001W	0.0023009
YHL002W	-0.024331694
YHL003C	0.031775706
YHL004W	0.036890624
YHL005C	0.003006578
YHL006C	-0.003097988
YHL007C	-0.30119519
YHL008C	-0.011816412
YHL009C	-0.001229803
YHL010C	0.006525072
YHL011C	-0.100048091
YHL012W	0.018809807
YHL013C	0.017126972
YHL014C	0.015424785
YHL015W-A	0.027205205
YHL016C	0.000855376
YHL017W	-0.002807682
YHL019C	-0.005041897
YHL020C	0.042831401
YHL021C	0.000922905
YHL022C	0.029423203
YHL023C	0.013444672
YHL024W	0.006676841
YHL025W	0.000264266
YHL026C	0.00583982
YHL027W	0.020428175
YHL028W	0.027811351
YHL029C	0.021780633
YHL030W	0.00582319
YHL031C	0.045620336
YHL032C	0.052277853
YHL033C	-0.02398686
YHL034C	-0.005877489
YHL035C	0.027501339
YHL036W	-0.014151613
YHL037C	0.020961343
YHL038C	-0.014373194
YHL039W	-0.010077942
YHL040C	0.01641773
YHL041W	0.01858574
YHL042W	-0.005745284
YHL043W	0.003515417
YHL044W	0.01351203
YHL045W	-0.001168248
YHL046C	-0.006575212
YHL047C	-0.005580755
YHR001W	-0.027625312
YHR001W-A	-0.001399488
YHR003C	-0.046254492
YHR004C	-0.00432384
YHR005C	
YHR006W	-0.026165837
YHR007C-A	-0.006886487
YHR008C	-0.023169741
YHR009C	0.024022569
YHR010W	-0.031805658
YHR011W	0.016707325
YHR012W	0.00823373
YHR013C	
YHR014W	0.024255414
YHR015W	0.010127199
YHR016C	0.002828496
YHR017W	0.024477864
YHR018C	0.056655043
YHR021C	0.014113762
YHR021W-A	-0.010641997
YHR022C	0.018720417
YHR022C-A	0.020097137
YHR025W	-0.006268974
YHR026W	-0.033017931
YHR028C	0.006314964
YHR029C	0.019110062
YHR030C	-0.002505128
YHR031C	0.023417491
YHR032W	0.002401084
YHR033W	0.016217404
YHR034C	-0.02797875
YHR035W	-0.016111791
YHR037W	-0.024408858
YHR038W	-0.009065274
YHR039C	-0.005212518
YHR039C-A	0.00958653
YHR041C	-0.009143982
YHR043C	-0.011902368
YHR044C	0.001832606
YHR045W	0.017962416
YHR046C	-0.008809638
YHR047C	-0.005252106
YHR048W	-0.010866828
YHR049C-A	0.008481855
YHR049W	-0.041417294
YHR050W	0.026715076
YHR050W-A	-0.023958733
YHR051W	-0.001636982
YHR057C	-0.004716827
YHR059W	-0.064624845
YHR060W	-0.002397584
YHR061C	-0.002534474
YHR063C	-0.013573078
YHR064C	0.003296826
YHR066W	0.023531465
YHR067W	-0.021052072
YHR071W	-0.01779553
YHR073W	-0.021325589
YHR075C	-0.000942613
YHR076W	-0.031798184
YHR077C	0.002960319
YHR078W	0.027185441
YHR079C	-0.001785585
YHR079C-A	0.000256255
YHR080C	-0.0060551
YHR081W	0.016947159
YHR082C	0.038349482
YHR086W	-0.009297939
YHR086W-A	-0.003344589
YHR087W	-0.029301779
YHR090C	-0.014074376
YHR091C	-0.020732998
YHR092C	-0.020908537
YHR093W	-0.021339752
YHR094C	0.030326698
YHR095W	-0.032972037
YHR096C	-0.030325885
YHR097C	-0.010631745
YHR098C	0.018340437
YHR100C	0.008777296
YHR103W	9.12e-05
YHR104W	-0.019763867
YHR105W	-0.009699188
YHR106W	-0.027335604
YHR108W	-0.033688332
YHR109W	-0.043622602
YHR110W	0.004194288
YHR111W	-0.0255274
YHR112C	-0.01951204
YHR113W	0.036942298
YHR114W	-0.018646013
YHR115C	-0.01919722
YHR116W	-0.0271879
YHR117W	-0.0171559
YHR120W	-0.035346925
YHR121W	-0.051307369
YHR123W	-0.021406993
YHR124W	-0.046420827
YHR125W	-0.030183667
YHR126C	-0.003341119
YHR127W	-0.024030467
YHR129C	0.038172343
YHR130C	-0.0346668
YHR131C	0.016672837
YHR132C	-0.006364618
YHR132W-A	-0.012193643
YHR133C	0.010878526
YHR134W	-0.037840335
YHR135C	-0.016168358
YHR136C	-0.017067849
YHR137W	0.017841867
YHR138C	-0.01420133
YHR139C	0.018130326
YHR139C-A	-0.005908032
YHR140W	0.004308486
YHR141C	-0.030235535
YHR142W	-0.012565993
YHR143W	-0.01937378
YHR146W	0.015642967
YHR147C	0.02524886
YHR149C	-0.014616817
YHR150W	-0.019993923
YHR151C	-0.002258392
YHR152W	-0.021804435
YHR153C	-0.033374425
YHR154W	-0.016036249
YHR155W	0.005750683
YHR156C	-0.016200963
YHR157W	-0.010121945
YHR158C	-0.023181246
YHR159W	-0.036947553
YHR160C	0.002769455
YHR161C	0.01744058
YHR162W	-0.023250833
YHR163W	-0.007631229
YHR167W	-0.012302125
YHR168W	0.005145957
YHR171W	-0.024042659
YHR175W-A	-0.063617561
YHR176W	-0.012323641
YHR177W	
YHR178W	-0.050559537
YHR179W	0.005815915
YHR180W	-0.009353238
YHR181W	0.00564829
YHR182W	-0.013156323
YHR183W	0.005608074
YHR184W	-0.04526304
YHR185C	-0.001445591
YHR187W	-0.004644977
YHR189W	0.002724042
YHR191C	
YHR192W	-0.01659354
YHR193C	0.018274447
YHR194W	-0.011363306
YHR195W	0.007580121
YHR198C	-0.031189842
YHR199C	-0.003264641
YHR200W	-0.031829104
YHR202W	-0.030442395
YHR203C	-0.059901179
YHR204W	-0.019747058
YHR205W	0.022575774
YHR206W	0.012341908
YHR207C	-0.017886894
YHR209W	-0.004141529
YHR210C	-0.026367687
YIL001W	-0.011198735
YIL002C	-0.002665694
YIL002W-A	-0.026707972
YIL005W	-0.012207358
YIL006W	-0.028930955
YIL007C	-0.024640561
YIL008W	0.000111063
YIL009C-A	0.009638395
YIL009W	-0.004190152
YIL010W	-0.002261999
YIL011W	-0.034313744
YIL012W	-0.014013235
YIL013C	0.021401897
YIL014C-A	0.011301636
YIL014W	0.001656986
YIL015W	-0.014684261
YIL016W	-0.022513467
YIL017C	0.018130883
YIL018W	-0.003013898
YIL020C	-0.034233559
YIL023C	0.004265262
YIL024C	-0.006463051
YIL025C	0.00427536
YIL027C	0.00105053
YIL028W	-0.049287377
YIL029C	-0.006094454
YIL030C	0.004495955
YIL032C	-0.001768919
YIL034C	-0.015938669
YIL035C	0.030218765
YIL036W	-0.010691927
