orf	hap a (post-SGA) | growth (colony size) | expression of yEVenus [prHSC82, 2u plasmid] | SC(MSG) - Leu | Farkas Z~Pal C, 2018
YLR439W	0.011203721
YLR441C	-0.004409852
YLR442C	
YLR443W	-0.008335749
YLR444C	0.016716024
YLR445W	0.00329506
YLR446W	0.005717712
YLR447C	-0.007628962
YLR448W	-0.035146633
YLR449W	-0.050293572
YLR450W	-0.025357287
YLR451W	-0.162845933
YLR452C	0.004995788
YLR453C	0.002756672
YLR454W	-0.019002243
YLR455W	-0.003471713
YLR456W	-0.026469921
YLR460C	-0.006524968
YLR461W	0.005753729
YML001W	0.035519874
YML002W	0.011740446
YML003W	-0.001547914
YML004C	-0.026973161
YML005W	0.015001751
YML006C	-0.026305224
YML007C-A	-0.029123394
YML007W	0.028179042
YML008C	0.025656974
YML009C	0.010500583
YML009C-A	0.005602631
YML009W-B	0.007402858
YML011C	0.024423271
YML012C-A	-0.112408349
YML012W	0.014157471
YML013W	-0.003187362
YML014W	-0.114016043
YML016C	-0.024602576
YML017W	0.001691986
YML018C	0.006118856
YML019W	-0.012189003
YML020W	0.023162688
YML021C	-0.002212139
YML022W	0.015195681
YML024W	-0.027594821
YML026C	-0.004306858
YML027W	0.007572531
YML028W	0.018734929
YML029W	-0.005545245
YML030W	0.015839107
YML032C	-0.004419564
YML034C-A	-1.98e-05
YML034W	0.0065501425
YML035C	0.031007018
YML036W	0.019447721
YML037C	-0.027422965
YML038C	0.01150678
YML041C	-0.026438446
YML042W	-0.00557272
YML047C	-0.009600919
YML047W-A	0.017916057
YML048W	-0.004277812
YML050W	0.033574746
YML051W	0.015981108
YML052W	0.019274732
YML053C	-0.032900653
YML054C	-0.004525888
YML054C-A	-0.013523169
YML055W	-0.005630219
YML056C	-0.017982363
YML057C-A	0.005109619
YML057W	0.019433436
YML058W	-0.030460496
YML058W-A	-0.005213216
YML059C	-0.010440004
YML060W	-0.017670811
YML061C	0.032485157
YML062C	-0.014404681
YML063W	0.007404601
YML066C	0.033299927
YML067C	-0.039692165
YML068W	-0.011527743
YML070W	0.017789469
YML071C	0.022210983
YML072C	0.004463415
YML073C	0.048722021
YML074C	0.029421633
YML075C	0.000543927
YML076C	-0.019693246
YML078W	0.019205731
YML079W	0.012074825
YML080W	0.024995832
YML081C-A	0.001010757
YML081W	0.027186635
YML082W	0.008593263
YML083C	0.01124179
YML084W	0.053677386
YML086C	-0.011355667
YML087C	0.049469553
YML088W	0.018190875
YML089C	0.031121303
YML090W	-0.006824725
YML094C-A	-0.067053034
YML094W	-0.124750592
YML095C	-0.010952125
YML096W	0.007762879
YML097C	-0.027125474
YML099C	0.00088066
YML100W	0.010347776
YML100W-A	0.047797788
YML101C	0.022593492
YML101C-A	0.027001098
YML102W	0.026513774
YML103C	-0.031239424
YML104C	0.005014723
YML106W	-0.01196335
YML107C	0.006342572
YML108W	-0.021105531
YML109W	0.00761376
YML110C	-0.003068526
YML111W	0.010685879
YML112W	-0.075784965
YML113W	-0.003648152
YML115C	0.005583045
YML116W	0.010854797
YML116W-A	-0.021396595
YML117W	0.023195025
YML118W	0.027209614
YML119W	0.01429431
YML120C	-0.018825909
YML121W	-0.018511635
YML122C	-0.024443286
YML123C	0.008436146
YML124C	-0.013086057
YML128C	0.018074635
YML129C	0.020326621
YML131W	0.008375288
YMR001C-A	-0.049850274
YMR002W	-0.03060005
YMR003W	0.002290694
YMR004W	0.01698466
YMR006C	0.004071115
YMR007W	0.019915259
YMR008C	0.022950623
YMR009W	0.025141572
YMR010W	-0.029166839
YMR011W	-0.000968203
YMR012W	0.003071641
YMR013W-A	-0.034491332
YMR014W	-0.002850467
YMR015C	0.049170618
YMR016C	-0.016811638
YMR017W	-0.014118054
YMR018W	0.015624643
YMR019W	-0.003510713
YMR020W	0.005826075
YMR021C	-0.030752155
YMR022W	0.033044018
YMR023C	-0.002887847
YMR024W	0.02946409
YMR025W	0.016630013
YMR026C	0.004819734
YMR027W	0.02459101
YMR029C	-0.003783037
YMR030W	-0.028328113
YMR031C	0.017607969
YMR031W-A	0.021463184
YMR032W	0.012371444
YMR034C	0.02957991
YMR035W	-0.007600027
YMR036C	0.005326124
YMR037C	0.026935884
YMR038C	0.013445229
YMR039C	-0.032201022
YMR040W	0.002946815
YMR041C	-0.009797457
YMR042W	0.005592051
YMR044W	-0.017643779
YMR048W	0.014025261
YMR052C-A	-0.000664833
YMR052W	0.015859561
YMR053C	0.006259049
YMR054W	-0.021863882
YMR055C	0.007742279
YMR056C	0.025866915
YMR057C	0.012161173
YMR058W	0.009382856
YMR060C	-0.055630743
YMR062C	
YMR063W	-0.03508044
YMR064W	0.016211109
YMR065W	-0.001832857
YMR066W	-0.035683546
YMR067C	-0.032222548
YMR068W	0.006343713
YMR069W	0.004049146
YMR070W	0.000336598
YMR071C	0.004317544
YMR072W	-0.009154785
YMR073C	-0.019574096
YMR074C	-0.005420314
YMR075C-A	-0.021806843
YMR075W	-0.005740378
YMR077C	-0.009061728
YMR078C	-0.035123115
YMR080C	0.003748108
YMR081C	-9.11e-05
YMR082C	-0.000126204
YMR083W	0.008993935
YMR084W	-0.029579328
YMR085W	0.014038605
YMR086C-A	-0.014718483
YMR086W	0.005269051
YMR087W	-0.010810482
YMR088C	-0.008520355
YMR089C	-0.008907196
YMR090W	-0.01223321
YMR091C	
YMR092C	-0.006296598
YMR095C	0.019167619
YMR096W	0.034195028
YMR097C	-0.005048336
YMR098C	-0.035016706
YMR099C	0.007004872
YMR100W	0.030815478
YMR101C	0.015853345
YMR102C	0.015700408
YMR103C	-0.030477816
YMR104C	-0.014833091
YMR105C	0.010516643
YMR105W-A	-0.031424573
YMR106C	-0.009286413
YMR107W	-0.014328991
YMR109W	0.020945445
YMR110C	-0.022568344
YMR111C	0.037804936
YMR114C	0.031137428
YMR115W	0.035635977
YMR116C	0.020972924
YMR118C	-0.01848844
YMR119W	-0.005334486
YMR119W-A	-0.011442983
YMR120C	0.018187986
YMR121C	-0.003179036
YMR122C	0.001245105
YMR123W	0.002088513
YMR124W	0.012125866
YMR125W	-0.015370701
YMR126C	0.052211746
YMR127C	0.02970277
YMR129W	0.004767368
YMR130W	0.039018051
YMR132C	0.00717513
YMR133W	0.00963477
YMR135C	-0.004423648
YMR135W-A	-0.002215282
YMR136W	0.022484148
YMR137C	-0.003401486
YMR138W	-0.009035908
YMR139W	0.027397626
YMR140W	-0.011131507
YMR141C	-0.035304188
YMR142C	0.012880254
YMR143W	-0.024240048
YMR144W	-0.015818287
YMR145C	0.001812526
YMR147W	-0.003588832
YMR148W	-0.020275714
YMR150C	-0.036107937
YMR151W	-0.016397028
YMR152W	-0.020655742
YMR153C-A	-0.007964754
YMR153W	-0.019509896
YMR154C	-0.032774931
YMR155W	-0.032082459
YMR156C	-0.023345778
YMR157C	-0.022293453
YMR158C-A	-0.006432005
YMR158W	0.009343147
YMR158W-B	-0.056416182
YMR159C	0.025950473
YMR160W	0.020751819
YMR161W	0.032479637
YMR162C	0.003447343
YMR163C	-0.058274528
YMR164C	-0.032445856
YMR166C	-0.003395194
YMR167W	-0.03939006
YMR169C	-0.01325048
YMR170C	-0.011314203
YMR171C	0.023884903
YMR172C-A	-0.027637208
YMR172W	-0.050972222
YMR173W	0.003758113
YMR173W-A	-0.004835324
YMR174C	-0.025849413
YMR175W	-0.02604605
YMR175W-A	0.012863851
YMR176W	-0.056378734
YMR177W	-0.013324575
YMR178W	-0.011016087
YMR179W	-0.034540379
YMR180C	-0.024335589
YMR181C	0.001158138
YMR182C	-0.043164015
YMR182W-A	-0.004540216
YMR183C	-0.013508573
YMR184W	-0.027210601
YMR186W	-0.035451222
YMR187C	-0.004695975
YMR188C	-0.020973907
YMR189W	-0.004379516
YMR190C	-0.01766333
YMR191W	0.016538245
YMR192W	-0.009495496
YMR193C-A	-0.037450436
YMR193W	-0.012890265
YMR194C-A	0.010783238
YMR194C-B	0.042393655
YMR194W	-0.025691784
YMR195W	-0.022507374
YMR196W	-0.007704509
YMR198W	0.046560293
YMR199W	0.012792284
YMR201C	-0.012752843
YMR202W	-0.025816895
YMR204C	-0.018742563
YMR205C	-0.007418381
YMR206W	-0.048704873
YMR207C	-0.01296368
YMR209C	-0.010231812
YMR210W	-0.033550906
YMR214W	-0.007418551
YMR215W	-0.025370697
YMR216C	0.02538251
YMR219W	-0.044402072
YMR221C	0.021145751
YMR222C	-0.035089771
YMR223W	0.054761196
YMR224C	-0.058550624
YMR225C	-0.015747067
YMR226C	0.011327089
YMR228W	-0.010414856
YMR230W	-0.025156383
YMR230W-A	-0.019215402
YMR231W	-0.023550183
YMR232W	-0.008372801
YMR233W	5.8e-05
YMR234W	0.002746736
YMR237W	-0.017905966
YMR238W	0.005763327
YMR241W	0.012312498
YMR242C	-0.00150682
YMR242W-A	-0.001158149
YMR243C	0.008470115
YMR244C-A	-0.017025981
YMR244W	0.004009114
YMR245W	-0.029641263
YMR246W	-0.004290662
YMR247C	-0.013280981
YMR247W-A	-0.047016502
YMR250W	-0.012439189
YMR251W	0.000965121
YMR251W-A	-0.016606233
YMR252C	0.01278657
YMR253C	-0.028257329
YMR254C	-0.012767406
YMR255W	0.037414988
YMR256C	-0.017533713
YMR257C	0.007983325
YMR258C	0.005426539
YMR259C	0.014886276
YMR261C	0.035237261
YMR262W	0.017482703
YMR263W	-0.029112398
YMR264W	0.014629384
YMR265C	0.022565642
YMR266W	-0.00714686
YMR267W	-0.062210703
YMR269W	0.00324011
YMR271C	0.000385858
YMR272C	0.039129742
YMR272W-B	-0.032321665
YMR273C	0.024558199
YMR274C	0.004857461
YMR275C	0.003811517
YMR276W	0.019818653
YMR278W	0.011941562
YMR279C	0.010444246
YMR280C	0.008072523
YMR282C	-0.013236945
YMR283C	-0.021450223
YMR284W	0.030832139
YMR285C	-0.011446319
YMR286W	0.007688658
YMR287C	-0.009456576
YMR289W	0.000879626
YMR291W	0.004695875
YMR292W	-0.000510004
YMR293C	-0.020513635
YMR294W	0.010399731
YMR294W-A	0.03248382
YMR295C	-0.003003282
YMR297W	0.017027527
YMR299C	0.019987702
YMR300C	-0.000852763
YMR302C	-0.013085771
YMR303C	-0.025048962
YMR304C-A	0.015979045
YMR304W	0.011040187
YMR305C	-0.012055433
YMR306C-A	0.033776592
YMR306W	-0.00193467
YMR307W	0.038634536
YMR310C	-0.000584798
YMR311C	0.024701314
YMR312W	0.024383905
YMR313C	-0.021778567
YMR315W	-0.001733341
YMR315W-A	-0.020233528
YMR316C-A	0.013070356
YMR316C-B	0.007484346
YMR316W	0.01246969
YMR317W	0.02846829
YMR318C	-0.020340373
YMR319C	0.025912722
YMR320W	0.019468449
YMR322C	0.031636895
YMR326C	0.012176631
YNL001W	-0.035337687
YNL003C	0.024765882
YNL004W	0.005260884
YNL005C	-0.079232716
YNL008C	0.021284933
YNL009W	-0.010384327
YNL010W	0.000993658
YNL011C	0.053586765
YNL012W	-0.020525532
YNL013C	0.018715247
YNL014W	0.004887653
YNL015W	-0.026944898
YNL016W	-0.023991767
YNL020C	-0.010067978
YNL021W	0.029839569
YNL022C	0.022693185
YNL023C	-0.005321974
YNL024C	-0.009818936
YNL025C	0.014427974
YNL027W	-0.013530415
YNL028W	-0.043763052
YNL029C	-0.023562891
YNL030W	-0.00541221
YNL031C	0.005562277
YNL032W	-0.035623176
YNL034W	-0.024041536
YNL035C	-0.006111398
YNL037C	-0.003886193
YNL040W	0.010866086
YNL041C	-0.021845106
YNL042W-B	0.022757462
YNL043C	-0.001605214
YNL044W	-0.019285895
YNL045W	-0.015053316
YNL046W	0.007880304
YNL047C	0.024851447
YNL049C	0.005516219
YNL050C	0.004743492
YNL051W	0.008505715
YNL052W	-0.009627699
YNL053W	0.028008476
YNL054W	-0.010656308
YNL055C	-0.059462479
YNL056W	-0.007132591
YNL057W	-0.005559942
YNL058C	-0.013846568
YNL059C	
YNL063W	0.011628925
YNL064C	-0.0701062
YNL065W	-0.00139697
YNL066W	0.000521583
YNL067W	-0.018943229
YNL067W-B	-0.049676785
YNL068C	-0.024146111
YNL069C	0.025993136
YNL070W	-0.005211913
YNL071W	0.010508051
YNL072W	0.014958791
YNL073W	0.003521668
YNL074C	-0.030794452
YNL076W	-0.039603231
YNL077W	-0.003726029
YNL078W	0.013416866
YNL079C	-0.044272159
YNL080C	-0.054810834
YNL081C	-0.022743144
YNL082W	-0.017457321
YNL083W	0.002807142
YNL084C	0.020283794
YNL085W	-0.016018816
YNL086W	0.007795754
YNL087W	0.014504457
YNL089C	-0.011412114
YNL090W	0.003867896
YNL091W	-0.037717682
YNL092W	-0.01447891
YNL093W	-0.040442584
YNL094W	-0.012205499
YNL095C	-0.030070549
YNL096C	0.015613931
YNL097C	-0.011816586
YNL097C-B	-0.011794287
YNL098C	0.00513429
YNL099C	-0.023277852
YNL100W	-0.029007047
YNL101W	-0.011120279
YNL104C	-0.032781353
YNL105W	-0.017149886
YNL106C	-0.005402011
YNL107W	-0.083538093
YNL108C	-0.012517379
YNL109W	-0.020242617
YNL111C	-0.005044539
YNL115C	-0.00126158
YNL116W	-0.016695726
YNL117W	-0.019134403
YNL119W	-0.011184729
YNL120C	-0.020165738
YNL121C	-0.016993086
YNL122C	-0.021750472
YNL123W	-0.029024565
YNL125C	-0.021367044
YNL127W	-0.031099134
YNL128W	-0.019018212
YNL129W	0.00196593
YNL130C	0.00574626
YNL130C-A	-0.020845316
YNL133C	0.152624394
YNL134C	0.005779618
YNL135C	0.000378374
YNL136W	-0.030699494
YNL138W	
YNL139C	-0.031732945
YNL140C	-0.017878379
YNL141W	-0.035207414
YNL142W	-0.00103942
YNL143C	-0.01555622
YNL144C	0.030717122
YNL145W	-0.038683196
YNL146C-A	-0.01019325
YNL146W	0.009181533
YNL147W	-0.025556372
YNL148C	0.010342738
YNL153C	-0.011932871
YNL154C	-0.00534302
YNL155W	0.009931978
YNL156C	-0.02561602
YNL157W	-0.014167455
YNL159C	-0.006461978
YNL160W	-0.000452908
YNL162W	-0.068627719
YNL162W-A	-0.020264375
YNL164C	0.011239049
YNL165W	-0.021608224
YNL166C	0.032589085
YNL167C	0.018890205
YNL168C	-0.007343588
YNL169C	-0.024179361
YNL170W	0.017554251
YNL171C	0.004702778
YNL173C	0.049797115
YNL175C	0.003939662
YNL176C	-0.022889216
YNL177C	-0.062592597
YNL179C	-0.01139867
YNL183C	-0.006959989
YNL184C	-0.029228898
YNL187W	-0.011636843
YNL190W	-0.022789329
YNL191W	-0.009028398
YNL192W	-0.010965147
YNL193W	0.01941907
YNL194C	-0.027671085
YNL195C	-0.006061534
YNL196C	-0.029296903
YNL197C	-0.001793036
YNL198C	-0.057847508
YNL199C	-0.060472202
YNL200C	-0.022543534
YNL201C	-0.005992949
YNL202W	-0.035291187
YNL203C	0.01049195
YNL204C	-0.002481894
YNL205C	-0.022750604
YNL206C	-0.02244595
YNL208W	-0.034901567
YNL209W	-0.040858266
YNL211C	-0.002415715
YNL212W	-0.021696328
YNL213C	0.011412805
YNL214W	-0.064428314
YNL215W	-0.059094311
YNL217W	-0.022583692
YNL218W	-0.019420484
YNL219C	-0.017173368
YNL220W	0.01215395
YNL223W	-0.044062409
YNL224C	-0.066332557
YNL225C	0.003932826
YNL226W	-0.023893146
YNL227C	-0.040295573
YNL228W	-0.019562523
YNL229C	-0.001586828
YNL230C	0.040375533
YNL231C	-0.001175736
YNL233W	-0.007698759
YNL234W	0.005036295
YNL235C	-0.049418246
YNL236W	0.018861008
YNL237W	-0.011968109
YNL238W	0.008389736
YNL239W	-0.013130783
YNL241C	-0.02067418
YNL242W	0.052429883
YNL246W	-0.038390163
YNL248C	-0.054207873
YNL249C	-0.025174674
YNL250W	-0.043600719
YNL252C	-0.059298942
YNL253W	-0.027291917
YNL254C	0.021911823
YNL255C	-0.031072076
YNL257C	-0.081570995
YNL259C	-0.048936383
YNL264C	-0.056749704
YNL265C	-0.100100685
YNL266W	-0.004705725
YNL268W	-0.007106644
YNL269W	0.003129642
YNL270C	-0.017895012
YNL271C	-0.00448452
YNL273W	-0.065911505
YNL274C	0.002171056
YNL275W	-0.015624857
YNL276C	-0.02250802
YNL277W	-0.002566059
YNL277W-A	-0.062543079
YNL278W	-0.065968036
YNL279W	-0.033600609
YNL280C	0.025128689
YNL281W	-0.029536303
YNL283C	-0.027252746
YNL284C	-0.032684794
YNL285W	0.019373381
YNL286W	-0.002028811
YNL288W	-0.016093555
YNL289W	0.006259073
YNL291C	-0.030202482
YNL292W	0.008756478
YNL293W	-0.055289216
YNL294C	-0.028153065
YNL295W	0.022096476
YNL296W	-0.07474599
YNL297C	0.01149432
YNL298W	-0.024767486
YNL299W	-0.025741222
YNL300W	0.014691881
YNL301C	-0.001670055
YNL302C	-0.049958464
YNL303W	-0.023966252
YNL304W	-0.062098776
YNL305C	-0.076851523
YNL307C	0.025487392
YNL309W	0.017645458
YNL311C	0.016875325
YNL314W	-0.007646098
YNL315C	0.005477716
YNL316C	-0.028559157
YNL318C	-0.000716769
YNL319W	-0.021194164
YNL320W	-0.060952431
YNL321W	0.018677977
YNL322C	0.010824724
YNL323W	-0.050427323
YNL324W	-0.002807967
YNL325C	-0.003054724
YNL326C	-0.008770374
YNL327W	-0.004007607
YNL328C	-0.015468246
YNL329C	0.014427892
YNL330C	0.02699704
YNL332W	-0.005809364
YNL333W	0.002084106
YNL334C	-0.00553164
YNL335W	0.013826851
YNL336W	-0.003461645
YNL338W	0.022260233
YNL339C	0.014127391
YNR001C	-0.010412894
YNR002C	-0.030769827
YNR004W	-0.037162258
YNR005C	0.026622388
YNR006W	0.041844902
YNR007C	0.027084742
YNR008W	-0.011562357
YNR009W	0.035735309
YNR010W	-0.047220565
YNR012W	-0.008748169
YNR013C	-0.016271185
YNR014W	-0.01358353
YNR015W	-0.022826586
YNR018W	-0.01550235
YNR019W	0.019683133
YNR020C	-0.012126843
YNR021W	-0.002798692
YNR022C	-0.030400964
YNR024W	-0.015208628
YNR025C	-0.025491685
YNR027W	-0.011951514
YNR028W	0.00088831
YNR029C	0.004818348
YNR030W	-0.00786931
YNR031C	0.004288082
YNR032C-A	0.006135761
YNR032W	-0.008440071
YNR033W	-0.010020239
YNR034W	0.010074618
YNR036C	-0.004824322
YNR037C	-0.030420203
YNR039C	-0.02730947
YNR040W	-0.009869679
YNR041C	-0.022721641
YNR042W	-0.028752596
YNR045W	-0.017588322
YNR047W	0.015059854
YNR048W	-0.006568308
YNR049C	0.003458985
YNR050C	0.006772433
YNR051C	0.043141823
YNR052C	-0.060493318
YNR055C	-0.016909558
YNR056C	-0.000769983
YNR057C	-0.019129161
YNR058W	-0.003214596
YNR059W	-0.03335547
YNR060W	0.003908246
YNR061C	0.017106258
YNR062C	-0.027246799
YNR063W	0.008756951
YNR064C	-0.012940847
YNR065C	0.017076754
YNR066C	-0.024947775
YNR067C	0.036241972
YNR068C	
YNR069C	0.013722739
YNR070W	-0.017415989
YNR071C	0.000624404
YNR072W	-0.025996171
YNR073C	0.006596799
YNR074C	-0.012077876
YNR075W	0.077395116
YOL001W	-0.181518574
YOL002C	0.007644197
YOL003C	0.016045772
YOL004W	-0.089059718
YOL006C	0.005398843
YOL007C	-0.026748925
YOL008W	-0.051539216
YOL009C	-0.041489972
YOL011W	0.011434676
YOL012C	-0.065783158
YOL013C	-0.009408487
YOL013W-A	0.0105872495
YOL014W	-0.039272749
YOL015W	0.002794035
YOL016C	-0.025331024
YOL017W	-0.006518841
YOL018C	0.006272022
YOL019W	0.001589221
YOL019W-A	0.008965452
YOL020W	0.005007164
YOL023W	-0.037036364
YOL024W	-0.051173567
YOL025W	0.00553998
YOL027C	-0.052309734
YOL028C	-0.042374927
YOL029C	0.002321335
YOL030W	-0.048503532
YOL031C	-0.000361555
YOL032W	-0.01836682
YOL033W	-0.039977158
YOL035C	-0.031873026
YOL036W	-0.026461649
YOL037C	-0.029055029
YOL038C-A	0.01497527
YOL039W	-0.050740462
YOL041C	0.019703092
YOL042W	-0.000428933
YOL043C	-0.028554605
YOL044W	-0.040741321
YOL045W	0.006258351
YOL046C	-0.004134886
YOL047C	-0.003803586
YOL048C	0.007746154
YOL049W	0.017592606
YOL050C	-0.011945615
YOL051W	-0.026899536
YOL052C	-0.030152526
YOL052C-A	-0.013324117
YOL053W	0.010015282
YOL054W	0.011313907
YOL055C	-0.011706669
YOL056W	-0.024195054
YOL057W	0.020273826
YOL058W	0.005326013
YOL059W	-0.015663906
YOL060C	0.001467106
YOL061W	0.016996354
YOL062C	-0.011425504
YOL063C	-0.016838532
YOL064C	-0.009276259
YOL065C	0.010051533
YOL067C	-0.002528851
YOL068C	-0.03486667
YOL070C	-0.004241277
YOL071W	0.008320082
YOL072W	-0.008469539
YOL073C	-0.004218582
YOL075C	-0.000720075
YOL076W	-0.016060997
YOL077W-A	-0.007587503
YOL079W	-0.016269346
YOL080C	-0.041513867
YOL081W	0.075739462
YOL082W	-0.007303197
YOL083W	-0.004601293
YOL084W	-0.005050632
YOL085C	-0.003929472
YOL086C	
YOL086W-A	-0.007679622
YOL087C	-0.028499908
YOL088C	-0.001155848
YOL089C	-0.011771768
YOL090W	-0.021332474
YOL091W	-0.023393236
YOL092W	-0.009889506
YOL093W	-0.009463097
YOL095C	0.020599327
YOL096C	0.000328109
YOL097W-A	-0.03093721
YOL098C	-0.037246487
YOL099C	-0.028805274
YOL100W	0.021135313
YOL101C	0.040503802
YOL103W	-0.022986045
YOL104C	-0.018317387
YOL105C	-0.016110176
YOL106W	-0.012894867
YOL107W	-0.058957334
YOL108C	-0.009421876
YOL109W	0.084966125
YOL110W	0.01960485
YOL111C	0.007820638
YOL112W	-0.015734806
YOL113W	-0.006603182
YOL114C	-0.062485473
YOL115W	0.003062519
YOL116W	0.004076616
YOL117W	0.027395616
YOL118C	0.028830117
YOL119C	-0.00071801
YOL121C	-0.029181598
YOL122C	-0.006109587
YOL124C	-0.009248274
YOL125W	-0.067629863
YOL126C	-0.019897899
YOL128C	-0.007240313
YOL129W	0.001740487
YOL131W	-0.018783311
YOL132W	0.004152756
YOL136C	-0.002089532
YOL137W	0.001630492
YOL138C	-0.030789481
YOL140W	0.005711607
YOL141W	-0.014853638
YOL143C	0.01488749
YOL145C	-0.000370925
YOL147C	-0.026617978
YOL148C	0.025805168
YOL150C	0.00956179
YOL151W	0.002498352
YOL152W	0.010228718
YOL154W	-0.026857509
YOL155C	0.014722764
YOL158C	-0.017415753
YOL159C	-0.016484627
YOL159C-A	-0.023362723
YOL160W	-0.009276602
YOL162W	-0.027048255
YOL163W	-0.02916956
YOL164W	-0.021032128
YOL164W-A	-0.012420968
YOR001W	-0.051687452
YOR002W	-0.015301446
YOR003W	-0.029395262
YOR005C	-0.006464966
YOR006C	0.029550915
YOR007C	0.014855198
YOR008C	0.018159275
YOR008C-A	0.040154265
YOR009W	0.005458492
YOR010C	0.014447117
YOR011W	-0.015264823
YOR012W	0.009731321
YOR013W	-0.007782552
YOR014W	-0.027241158
YOR015W	-0.012225715
YOR016C	-0.009879679
YOR017W	0.026451523
YOR018W	0.000636083
YOR019W	0.031279074
YOR020W-A	0.015904812
YOR021C	0.027314085
YOR022C	-0.007939196
YOR023C	0.046709952
YOR024W	-0.038944906
YOR025W	-0.003080814
YOR026W	0.012726995
YOR027W	-0.054368276
YOR028C	0.017482219
YOR029W	0.003865353
YOR030W	-0.022300121
YOR032C	0.027102621
YOR033C	-0.005177851
YOR034C	0.008915657
YOR034C-A	-0.001543497
YOR035C	-0.081953813
YOR036W	-0.01094451
YOR037W	-0.059239233
YOR038C	0.000545615
YOR039W	-0.013823266
YOR040W	-0.01623725
YOR041C	0.006777164
YOR042W	-0.022957653
YOR043W	0.024646943
YOR044W	0.027766665
YOR045W	0.018357336
YOR047C	0.015279612
YOR049C	0.006111359
YOR050C	-0.02232229
YOR051C	-0.00725464
YOR052C	-0.04433014
YOR053W	-0.001411481
YOR054C	-0.024154455
YOR055W	-0.01589916
YOR058C	0.013108754
YOR059C	-0.012188608
YOR061W	0.042688412
YOR062C	0.016670587
YOR064C	-0.026497069
YOR065W	0.024749312
YOR066W	-0.003988394
YOR067C	-0.036533267
YOR068C	0.018023005
YOR069W	-0.031853552
YOR070C	-0.004668043
YOR071C	-0.013957237
YOR072W	0.018408809
YOR073W	-0.056402159
YOR076C	-0.00567322
YOR078W	-0.047346185
YOR079C	-0.005001311
YOR080W	0.003144769
YOR081C	-0.001692757
YOR082C	-0.024611615
YOR083W	-0.008543083
YOR084W	-0.040903522
YOR085W	0.017096498
YOR086C	0.004862263
YOR087W	-0.0128357905
YOR089C	0.023403781
YOR090C	-0.008062493
YOR091W	-0.043343332
YOR092W	-0.041655686
YOR093C	-0.027188628
YOR094W	-0.012948469
YOR096W	-0.037272658
YOR097C	0.01256675
YOR099W	0.020240652
YOR100C	0.004885708
YOR101W	-0.019049442
YOR104W	0.002657554
YOR105W	-0.003892051
YOR106W	0.008612287
YOR107W	0.025409734
YOR108W	0.016267268
YOR109W	0.028067351
YOR111W	0.020264661
YOR112W	-0.005171626
YOR113W	0.008896608
YOR114W	-0.038143334
YOR115C	0.01498584
YOR118W	0.011947124
YOR120W	-0.025499256
YOR121C	0.018851869
YOR123C	-0.004415688
YOR124C	-0.009614895
YOR125C	0.014726052
YOR126C	-0.005710255
YOR127W	-0.017657205
YOR128C	0.000330822
YOR129C	0.006369439
YOR130C	0.003378382
YOR131C	-0.016698016
YOR132W	0.004503613
YOR133W	0.010443496
YOR134W	0.001092597
YOR135C	0.005230046
YOR136W	0.003842208
YOR137C	-0.021647149
YOR138C	0.01826394
YOR139C	0.04337268
YOR140W	0.01950392
YOR141C	0.017746177
YOR142W	0.017443566
YOR144C	-0.042414777
YOR147W	
YOR150W	-0.09624695
YOR152C	0.00020851
YOR153W	0.027965039
YOR154W	0.041438122
YOR155C	0.010391394
YOR156C	-0.043861562
YOR158W	-0.139263307
YOR161C	0.030760153
YOR161C-C	-0.002872837
YOR162C	0.015885077
YOR163W	0.027134093
YOR164C	0.023947337
YOR165W	0.007133822
YOR166C	0.025841315
YOR167C	-0.007032634
YOR170W	-0.008715474
YOR171C	-0.027238887
YOR172W	-0.021458658
YOR173W	-0.016075155
YOR175C	0.018347366
YOR177C	0.003595692
YOR178C	0.024751659
YOR179C	0.006900637
YOR180C	-0.010534597
YOR182C	0.011827981
YOR183W	0.028699085
YOR184W	0.021053489
YOR185C	-0.00131784
YOR186W	0.015138732
YOR187W	-0.061039274
YOR188W	0.036945191
YOR189W	-0.044802832
YOR190W	0.001575575
YOR191W	0.051933908
YOR192C	0.02716237
YOR193W	0.012991222
YOR195W	-0.024116026
YOR196C	-0.02936012
YOR197W	0.03210104
YOR199W	-0.007297963
YOR200W	-0.021958182
YOR201C	0.003643932
YOR202W	-0.009371365
YOR205C	-0.007128297
YOR208W	-0.013522859
YOR209C	0.011354414
YOR211C	0.008924762
YOR212W	
YOR213C	0.022935961
YOR214C	-0.011013136
YOR215C	0.005749026
YOR216C	-0.015127645
YOR219C	0.01204035
YOR220W	-0.019369299
YOR221C	-0.053252139
YOR222W	-0.033519949
YOR223W	0.024795323
YOR225W	-0.009654532
YOR226C	0.014029546
YOR227W	0.036207733
YOR228C	0.004340617
YOR229W	0.002537272
YOR230W	0.007712676
YOR231W	-0.001604449
YOR233W	-0.039139303
YOR234C	-0.023750159
YOR235W	0.039208468
YOR237W	-0.024850522
YOR238W	-0.021333284
YOR239W	-0.0162788995
YOR241W	0.006472509
YOR242C	-0.001671906
YOR243C	-0.028074891
YOR245C	0.007585248
YOR246C	-0.014813592
YOR247W	0.029963314
YOR248W	0.004983246
YOR252W	0.024222324
YOR253W	0.031114986
YOR255W	-0.000345106
YOR258W	0.120204692
YOR263C	0.00325374
YOR264W	-0.01895119
YOR265W	-0.012347865
