orf	hom | growth (culture turbidity) | chitosan [25 ug/ml], time [5 h] | Zakrzewska A~Klis FM, 2007	het | growth (culture turbidity) | chitosan [25 ug/ml], time [5 h] | Zakrzewska A~Klis FM, 2007	hom | growth (culture turbidity) | chitosan [25 ug/ml], time [9 h] | Zakrzewska A~Klis FM, 2007	het | growth (culture turbidity) | chitosan [25 ug/ml], time [9 h] | Zakrzewska A~Klis FM, 2007
YGL165C	-0.102769114		0.089679058	
YGL166W	0.002972558		0.135187982	
YGL167C	1.694121753		3.141922312	
YGL168W	0.315433562		-0.199340186	
YGL170C	0.043735053		-0.001150319	
YGL175C	-0.01213553		-0.096908813	
YGL176C	0.140668783		-0.118348937	
YGL177W	-0.096955882		-0.253205021	
YGL179C	-0.117320691		0.020801604	
YGL180W	0.307735037		-0.143090004	
YGL181W	-0.056994967		-0.178832079	
YGL194C	-0.114736977		-0.34084952	
YGL196W	-0.128119199		-0.305980782	
YGL197W	-0.179018275		-0.193275457	
YGL198W	-0.20257789		-0.334172952	
YGL199C	-0.228569095		-0.559273663	
YGL200C	0.421882637		0.037148254	
YGL202W	-0.097546118		-0.42971519	
YGL203C	-0.646416725		-0.735494488	
YGL205W	0.025717151		-0.159060725	
YGL208W	-0.132224954		0.119194928	
YGL209W	-0.125899023		-0.25639319	
YGL210W	-0.22463357		-0.311516408	
YGL211W	0.335303076		-0.027052539	
YGL212W	-0.492469882		-1.085890988	
YGL213C	-0.177315621		-0.180117857	
YGL214W	-0.132840486		-0.296950728	
YGL215W	-0.071215497		0.251280463	
YGL216W	-0.021318334		-0.11115361	
YGL217C	-0.205040939		-0.098320296	
YGL218W	0.188112127		-0.136781201	
YGL219C	0.107291077		-0.029433769	
YGL220W	1.63347224			
YGL221C	-0.037988115		-0.039861614	
YGL222C	-0.139233803		-0.164235333	
YGL223C	1.721986006		0.079072672	
YGL224C	-0.100111974		-0.231711456	
YGL226C-A	1.068650492		0.164348498	
YGL226W	-0.06772359		0.126242565	
YGL227W	0.078834797		-0.293078919	
YGL228W	-0.21421198		-0.559416569	
YGL229C	-0.106866116		-0.172472689	
YGL230C	-0.198066602		-0.040480381	
YGL231C	0.380602503		1.024507243	
YGL232W	-0.126210727		-0.167798277	
YGL235W	-0.200349588		-0.258526935	
YGL236C	0.779337022		0.040747861	
YGL237C	1.312664618		-0.004368121	
YGL240W	0.079090986		0.918716168	
YGL241W	-0.213923965		-0.367055949	
YGL242C	-0.079702177		-0.319002998	
YGL243W	0.043865212		-0.143879899	
YGL244W	1.160038014		3.426407561	
YGL246C	-0.335027278		-1.735887551	
YGL248W	-0.182209032		-0.098492877	
YGL249W	-0.122902689		-0.09960273	
YGL250W	1.215224424		2.049835776	
YGL252C	-0.318957469		-0.438391687	
YGL253W	0.11768389		0.382755668	
YGL254W	-0.105321264		-0.091550485	
YGL255W	-0.097935248		-0.272567571	
YGL256W	-0.027234121		-0.484873818	
YGL257C	0.011607949		-0.145197754	
YGL258W	-0.197022695		-0.118942671	
YGL259W	-0.029438313		-0.200611385	
YGL260W	-0.108969692		-0.082952161	
YGL261C	0.049446711		-0.306961966	
YGL262W	-0.123979125		-0.122514163	
YGL263W	-0.04722924		-0.157362237	
YGR001C	0.065238631		0.054428497	
YGR003W	0.123076418		-0.139596372	
YGR004W	0.171069415		-0.276597381	
YGR007W	0.227790693		0.562939202	
YGR008C	0.100615256		0.241886284	
YGR010W	-0.253216102		0.033470985	
YGR011W	-0.093732458		-0.023972242	
YGR012W	0.145749395		0.214343963	
YGR014W	-0.024018057		-0.038311472	
YGR015C	0.186574946		-0.048698626	
YGR017W	0.301859028		0.34279396	
YGR018C	-0.029063098		0.170815461	
YGR019W	-0.001845139		0.073416944	
YGR020C	0.363219019		-0.45817058	
YGR021W	0.251011129		-0.246135713	
YGR022C	0.049287976		0.007176329	
YGR023W	0.370309773		0.442415635	
YGR025W	-0.06740845		-0.005267984	
YGR026W	0.114827301		-0.24242128	
YGR027C	0.064091222		0.354659777	
YGR028W	-0.059420035		-0.123990906	
YGR031W	0.007537993		0.1416091	
YGR032W	0.436294801		0.160040349	
YGR033C	0.14519645		-0.182966852	
YGR034W	-0.133182625		-0.368412947	
YGR035C	0.215130059		-0.15130026	
YGR037C	-0.064472787		0.10726286	
YGR038W	0.194245966		0.040663236	
YGR039W	0.210237672		-0.053833043	
YGR040W	0.183743729		-0.002837993	
YGR041W	0.054864106		0.032511341	
YGR042W	0.026607108		0.042245026	
YGR043C	0.234435718		-0.095992977	
YGR044C	0.155767389		-0.090612835	
YGR045C	0.129030178		-0.055229814	
YGR049W	0.119859319		-0.037426349	
YGR050C	0.323101595		-0.055737145	
YGR051C	0.265429252		0.269168623	
YGR052W	0.319717706		0.276261907	
YGR053C	0.189255742		-0.024697814	
YGR054W	0.158267882		-0.104573612	
YGR055W	0.173924267		0.159968468	
YGR056W	2.362434293		3.507446823	
YGR057C	0.479384705		0.671870743	
YGR058W	0.053615528		-0.137801488	
YGR059W	0.092764323		-0.10157664	
YGR062C	0.281801266		0.008495661	
YGR063C	0.241896884		0.045083749	
YGR064W	0.293346866		0.038943241	
YGR066C	0.057197403		0.077559945	
YGR067C	0.090067116		-0.081902289	
YGR068C	0.342660604		0.526637139	
YGR069W	0.034523774		-0.034561439	
YGR070W	-0.204580767		0.195457166	
YGR071C	0.562297932		0.79994414	
YGR072W	0.055498934		0.21354799	
YGR076C	0.292561015		0.175387759	
YGR077C	0.268344477		0.400340991	
YGR078C	-0.58289822		-0.518860209	
YGR079W	0.095919606		0.187406843	
YGR080W	-0.028161048		0.196898834	
YGR081C	0.136197187		0.308152966	
YGR084C	-0.166438851		0.013484379	
YGR085C	-0.374007569		-1.128431658	
YGR086C	0.958748718		0.164498573	
YGR087C	-0.060845497		-0.009303487	
YGR088W	-0.035807508		-0.101059061	
YGR089W	-0.00294268		0.20131554	
YGR092W	0.464502237		1.086291847	
YGR093W	0.006956315		-0.096312086	
YGR096W	-0.168838551		0.120688502	
YGR097W	-0.424177479		-0.251108163	
YGR100W	0.281175116		0.434952751	
YGR101W	0.247775152		-0.41187022	
YGR102C	0.442421467		0.426422199	
YGR104C	0.924820796		2.328799882	
YGR105W	-0.848306882		-0.154920577	
YGR106C	1.747480539		0.765000813	
YGR107W	0.263380794		-0.03350896	
YGR108W	0.082944192		-0.011183316	
YGR109C	-0.066516638		0.047616772	
YGR110W	0.176599416		-0.179609353	
YGR111W	-0.177380683		-0.15908345	
YGR112W	-0.113625505		-0.011666775	
YGR117C	-0.266493842		-0.257524833	
YGR118W	0.786072176		1.180258343	
YGR121C	-0.106367416		-0.131638965	
YGR122C-A	0.360912285		0.539417685	
YGR122W	1.418578285		1.529799348	
YGR123C	0.052139871		0.131007057	
YGR124W	0.063762469		0.126421504	
YGR125W	0.009813264		0.043210373	
YGR126W	0.124887624		0.084829868	
YGR127W	0.060502677		0.039913566	
YGR129W	-0.004164167		0.105864362	
YGR130C	0.073711879		-0.274992566	
YGR131W	0.104397336		-0.115596733	
YGR132C	0.057689169		0.009089833	
YGR133W	0.165057093		0.545552072	
YGR134W	0.031127606		-0.126964402	
YGR135W	0.028186812		-0.11446849	
YGR136W	0.301902667		0.496062922	
YGR137W	0.500965801		0.435044556	
YGR138C	0.212153938		0.070631991	
YGR139W	0.186804127		0.055486004	
YGR141W	0.112578192		8.46188e-05	
YGR142W	0.309428564		-0.145186673	
YGR143W	0.309797906		0.149179702	
YGR144W	0.183953391		0.277913486	
YGR146C	-0.040890571		-0.035004313	
YGR148C	-0.208960382		-0.710451291	
YGR149W	-0.11643607		-0.173835832	
YGR150C	0.325549942		0.10729313	
YGR151C	0.015100454		-0.037539198	
YGR152C	0.007304247		-0.152857754	
YGR153W	0.16279974		-0.155996316	
YGR154C	-0.023842396		-0.002807164	
YGR155W	0.277440645		1.991289747	
YGR157W	-0.014664242		0.195032384	
YGR159C	-0.269168661		0.287794443	
YGR161C	0.00424452		0.01329445	
YGR162W	-0.482684088			
YGR163W	0.321582856		1.100302186	
YGR164W	1.469717809		2.446247718	
YGR165W	6.313245852			
YGR166W	-0.165664688		-0.436644385	
YGR168C	0.173531509		0.055521836	
YGR169C	0.176840743		-0.094314716	
YGR170W	0.344728569		0.655548895	
YGR171C	0.377542873		-0.212941453	
YGR173W	0.041200386		0.015830551	
YGR174C	0.165878712		0.062286142	
YGR176W	-0.151155883		0.038279623	
YGR177C	-0.127776058		0.200468007	
YGR178C	0.122711454		0.095629859	
YGR181W	0.242564024		-0.12757215	
YGR182C	0.053520577		0.098873814	
YGR183C	0.197375819		0.199867159	
YGR184C	0.016207676		-0.110663891	
YGR187C	0.065471241		-0.022494308	
YGR189C	0.129525405		-0.115276139	
YGR192C	0.15623476		-0.021437686	
YGR193C	0.073909957		0.025784679	
YGR194C	0.157753894		0.004472228	
YGR196C	0.040883744		-0.179654872	
YGR197C	0.122079877		-0.257543051	
YGR199W	0.26824981		0.377992391	
YGR200C	0.58289751		0.033184882	
YGR201C	-0.056967461		-0.17530228	
YGR202C	1.684485352		1.076010953	
YGR203W	0.067424705		-0.260764606	
YGR204W	0.838951767			
YGR205W	0.067919029		0.005935958	
YGR206W	-0.054837089		0.307449928	
YGR207C	0.342723454		0.844060664	
YGR208W	-0.563109394		-0.430011199	
YGR209C	0.104839529		-0.124548087	
YGR210C	0.088034283		-0.238361569	
YGR212W	0.086220058		-0.058874845	
YGR213C	-0.094126193		0.150922218	
YGR214W	0.690617913		1.431396793	
YGR215W	0.063630012		-0.057148031	
YGR217W	0.034552243		-0.063803186	
YGR219W	0.127162638		-0.207819921	
YGR220C	0.170591528		0.065336667	
YGR221C	-0.046662057		-0.004914323	
YGR222W	0.099947455		0.357591424	
YGR223C	-0.052741138		0.106662728	
YGR224W	0.050930101		0.048992986	
YGR225W	-0.329904633		0.101864478	
YGR226C	0.038406844		0.175664961	
YGR227W	0.398671183		0.887324177	
YGR228W	0.91124525		1.326049531	
YGR229C	1.057012102		3.082475235	
YGR230W	-0.118630522		0.150408796	
YGR231C	-0.03015049		-0.025505854	
YGR232W	0.293465466		0.049708968	
YGR233C	0.602532956		0.840514339	
YGR234W	0.190859664		0.163936038	
YGR235C	-0.012398524		0.074815913	
YGR236C	0.232033206		-0.106820563	
YGR237C	0.084593979		0.20243494	
YGR238C	0.119292947		0.102916737	
YGR239C	-0.074306706		0.049708579	
YGR241C	0.182986894		0.051835379	
YGR242W	0.464968213		-0.031530599	
YGR243W	-0.063220181		-0.009188434	
YGR244C	0.055657626		-0.225504949	
YGR247W	-0.08386017		0.110769596	
YGR248W	0.075451887		0.074956205	
YGR249W	0.354800367		0.197318864	
YGR250C	0.175787071		-0.000297638	
YGR252W	1.269121411		0.581163136	
YGR254W	0.238122439		0.171881582	
YGR255C	0.094155366		0.258554498	
YGR256W	0.054468177		0.136446126	
YGR257C	-0.018808959		0.461368534	
YGR258C	0.068684993		0.271177997	
YGR259C	0.157838467		0.193618395	
YGR260W	0.106206063		0.119781198	
YGR261C	-0.058065721		-0.183996842	
YGR263C	-0.009401044		-0.168278083	
YGR266W	0.255902414		0.215782526	
YGR268C	0.068153602		0.097336561	
YGR269W	0.059834335		-0.012704268	
YGR270W	-0.117876857		-0.226782045	
YGR271C-A	6.910551865			
YGR271W	0.016317288		-0.092437845	
YGR273C	0.087236746		0.035209682	
YGR275W	0.106076399		-0.087469549	
YGR276C	-0.132910034		-0.088412215	
YGR279C	-0.106602419		-0.30301623	
YGR281W	0.149105966		0.122476931	
YGR282C	0.821902475		1.077432213	
YGR283C	0.283236046		-0.060347969	
YGR284C	0.132747801		-0.368592531	
YGR285C	0.670481739		2.211653414	
YGR286C	0.059818117		-0.096710091	
YGR287C	0.028158632		0.063269358	
YGR288W	0.098313841		0.041576644	
YGR289C	0.099519125		0.130106873	
YGR290W	0.030309976		-0.188233952	
YGR291C	0.064840205		-0.155099657	
YGR292W	0.073389036		0.099239324	
YGR295C	0.008711079		0.246151771	
YHL002W	0.022176616		0.074351112	
YHL003C	0.166472831		0.055003955	
YHL005C	0.306553858		0.101967052	
YHL006C	0.06178734		0.076887563	
YHL007C	0.097013999		0.429537033	
YHL008C	0.180076528		0.022734134	
YHL009C	3.031630476		3.80363241	
YHL010C	0.193717779		0.070428563	
YHL011C	0.222879883		1.569799592	
YHL012W	0.090551712		0.007336516	
YHL013C	-0.104653679		-0.433434773	
YHL014C	0.125325199		0.05254561	
YHL016C	0.069722629		-0.175551218	
YHL017W	1.051574465		-0.07413049	
YHL019C	0.019398011		0.094456442	
YHL020C	1.794809142		3.314844997	
YHL021C	0.175540079		-0.195471789	
YHL022C	0.148726602		0.093316453	
YHL023C	0.447977595		0.232539436	
YHL024W	0.150869122		-0.136817634	
YHL025W	0.449648817		1.222404234	
YHL026C	0.141564474		0.167349964	
YHL027W	1.192222443		1.907361451	
YHL028W	0.310163633		-0.03406807	
YHL029C	1.008253984		1.172126629	
YHL030W	0.275003234		-0.197992013	
YHL032C	0.091697841		-0.194546302	
YHL033C	0.069297031		0.126092038	
YHL034C	-0.163587971		-0.367733823	
YHL035C	-0.080137803		0.095229673	
YHL036W	0.077636271		-0.041032042	
YHL037C	0.0773663		-0.114780165	
YHL038C	0.24180752		-0.057822174	
YHL039W	0.139775046		-0.121565287	
YHL040C	-0.038526763		-0.297212646	
YHL041W	0.045936931		-0.11144047	
YHL042W	-0.120110193		-0.147537744	
YHL043W	-0.058139998		0.028589225	
YHL044W	0.581787511		1.336957874	
YHL045W	0.741452205		-0.235322997	
YHL046C	-0.253125998		-0.18912369	
YHL047C	-0.156989009		-0.147489035	
YHR001W-A	-0.09471005		-0.075422578	
YHR003C	0.03352396		0.04790435	
YHR004C	0.616983205		0.931354913	
YHR006W	0.10736148		0.019810978	
YHR008C	-0.006695329		-0.708290795	
YHR009C	-0.040874205		0.096945753	
YHR010W	-0.185358678		0.189033824	
YHR011W	0.822668727		0.913997482	
YHR012W	0.896169685		1.381410756	
YHR013C	0.038733814		-0.314841818	
YHR014W	-0.079518498		0.062278873	
YHR015W	0.533763924		0.117617216	
YHR016C	0.032525634		0.052139465	
YHR017W	-0.042717396		0.010961961	
YHR018C	-0.156078812		-0.00021779	
YHR021C	1.885497314		1.1755497	
YHR021W-A	0.222123496		0.076076852	
YHR022C	0.064533654		0.118393887	
YHR025W	-1.119774867		0.291071864	
YHR026W	-0.453438728		-0.482085463	
YHR028C	-0.099518299		0.065809795	
YHR029C	-0.31762689		0.061219257	
YHR030C	-0.38658737		0.047459986	
YHR031C	0.487049463		0.692495484	
YHR032W	0.148939697		0.074224298	
YHR033W	-0.053086234		0.104555046	
YHR034C	-0.745321911		-0.547091371	
YHR035W	0.070404328		0.102665165	
YHR037W	0.028627805		-0.047264717	
YHR038W	-0.075245044		0.000822595	
YHR039C	-0.094850097		-0.341717679	
YHR039C-A	0.189219422			
YHR041C	0.716130504		1.757876423	
YHR043C	-0.30476193		0.038240955	
YHR044C	-0.290741498		0.100373865	
YHR045W	-0.039466974		-0.17400811	
YHR046C	0.026317323		-0.189154252	
YHR047C	-0.080633637		-0.03554204	
YHR048W	0.313461136		-0.213095412	
YHR049C-A	-0.02860537		0.108058489	
YHR049W	0.012612925		-0.087262787	
YHR051W	0.259162292		0.280434629	
YHR057C	-0.139692791		-0.10320592	
YHR059W	1.276819972		1.185959826	
YHR060W	-0.17379606		-0.574842098	
YHR061C	0.080650832		-0.11645217	
YHR064C	0.182710899		0.256247577	
YHR066W	-0.567949802		-0.739204708	
YHR067W	0.208440985		0.12766112	
YHR073W	-0.149668696		-0.307513016	
YHR075C	0.115532903		-0.194083284	
YHR076W	0.244019405		0.016107088	
YHR077C	0.179374017		0.151061518	
YHR078W	0.367403404		0.335733718	
YHR079C	-0.166570253		-0.0439992	
YHR079C-A	0.282754866		0.33575564	
YHR080C	-0.055242133		-0.119857904	
YHR081W	-0.992269208		-0.108133742	
YHR082C	-0.022744466		-0.021526392	
YHR086W	0.23777918		-0.111931858	
YHR087W	-0.008127554		-0.01069932	
YHR091C	0.200769507		0.2906728	
YHR092C	-0.2873268		-0.095980194	
YHR093W	-0.005301158		-0.104586497	
YHR094C	-0.033080081		-0.021066935	
YHR095W	0.16455243		-0.105173251	
YHR096C	-0.048217032		-0.041390621	
YHR097C	0.088407451		-0.126676422	
YHR100C	-0.060963377		-0.24657433	
YHR103W	0.141001877		0.065745392	
YHR104W	0.040719043		0.074125405	
YHR105W	-0.034084299		-0.028450964	
YHR106W	-0.14127216		0.059452842	
YHR108W	-0.297984383		-0.625563727	
YHR109W	-0.08122945		0.057369936	
YHR110W	0.049800583		-0.146276625	
YHR111W	0.081394909		0.017817174	
YHR112C	-0.087682873		0.114798735	
YHR113W	-0.051411044		0.026661581	
YHR114W	-0.30743075		0.005430843	
YHR115C	0.039466677		-0.172389765	
YHR116W	-0.004872581		0.110154569	
YHR117W	-0.086878759		-0.159996081	
YHR120W	1.353153204			
YHR121W	-0.022771152		-0.080656173	
YHR123W	0.124207782		-0.133748597	
YHR124W	0.074748176		-0.0338288	
YHR125W	-0.108068233		-0.02201539	
YHR126C	-0.14479598		-0.026650478	
YHR127W	-0.070936056		-0.008690746	
YHR129C	0.733831102		1.214387251	
YHR130C	-0.096428263		-0.040335934	
YHR131C	0.044397569		0.41763167	
YHR132C	0.052031794		-0.050856926	
YHR132W-A	0.103908915		0.087632003	
YHR133C	-0.079105676		-0.007136246	
YHR134W	0.1758912		0.009626038	
YHR135C	0.26181637		0.268836995	
YHR136C	0.108110384		0.248434169	
YHR137W	0.266440761		0.130713996	
YHR138C	-0.00106109		-0.093592037	
YHR139C	0.041132531		-0.153652646	
YHR139C-A	0.016569863		-0.02674799	
YHR140W	0.616459673		-0.044246123	
YHR142W	0.267564388		0.18309273	
YHR143W	-0.563238881		-0.02884543	
YHR146W	0.006956282		0.026814955	
YHR147C	0.174604902		-0.467431191	
YHR150W	-0.147072269		-0.310619085	
YHR151C	-0.33182958		-0.059342017	
YHR152W	0.215674566		-0.212994857	
YHR153C	-0.075247757		-0.18612347	
YHR154W	0.835438532		1.072544534	
YHR155W	0.042369875		0.137509884	
YHR156C	-0.056729313		-0.019282716	
YHR157W	-0.046716521		0.014689706	
YHR158C	-0.147498304		-0.229827694	
YHR159W	0.233254437		0.019864276	
YHR160C	0.065779507		-0.007480312	
YHR161C	-0.113967925		-0.173300677	
YHR162W	-0.053659228		-0.154270036	
YHR163W	-0.04364173		-0.120883752	
YHR167W	0.255530151		-0.184563606	
YHR168W	-0.024093596		-0.375041539	
YHR171W	-0.07731788		-0.055065237	
YHR176W	-0.123210232		-0.079713821	
YHR177W	-0.005509482		-0.099332693	
YHR178W	-0.02201597		0.119981995	
YHR179W	-0.063198835		-0.117719945	
YHR180W	0.053825654		-0.03648076	
YHR181W	0.201591306		0.097902632	
YHR182W	0.19399052		0.038309281	
YHR184W	-0.058720125		0.015793607	
YHR185C	-0.042365634		-0.035573497	
YHR189W	-0.054853737		-0.03885289	
YHR191C	0.004025977		0.52748131	
YHR193C	-0.133573844		-0.077400072	
YHR194W	-0.304154812		-0.402252513	
YHR195W	0.052439824		-0.174988659	
YHR198C	0.192278143		-0.104855871	
YHR199C	0.05672138		-0.1925488	
YHR200W	-0.233254222		-0.966111326	
YHR202W	-0.151529796		-0.167161125	
YHR203C	0.255230669		0.46426926	
YHR204W	-0.167718113		-0.010010862	
YHR206W	0.527869472		1.067376769	
YHR207C	0.578960897		0.801605367	
YHR209W	0.008771604		-0.17740191	
YHR210C	-0.148667618		-0.216854623	
YIL001W	-0.118971495		0.251429485	
YIL002C	0.42730152		1.133087753	
YIL005W	-0.099101779		0.372025939	
YIL006W	0.013297762		0.312041947	
YIL007C	-0.150719196		-0.027946791	
YIL008W	-0.098224728		0.028387807	
YIL009C-A	0.682574612		0.971500546	
YIL009W	-0.213521501		0.055403165	
YIL010W	-0.233381506		0.112197691	
YIL011W	0.210677236		0.962488532	
YIL012W	-0.239861308		-0.013961081	
YIL013C	-0.131259631		0.088944904	
YIL014C-A	-0.215537826		-0.330433618	
YIL014W	-0.190566077		-0.012262749	
YIL015W	-0.094875086		0.438598557	
YIL016W	-0.011603068		0.54123909	
YIL017C	1.881989885		0.659993126	
YIL018W	-0.313503695		-0.391744009	
YIL020C	0.085588964		0.479295144	
YIL023C	0.106419164		0.306681883	
YIL024C	0.025076642		0.203655692	
YIL025C	0.137579888		-0.225375145	
YIL027C	1.799411908		1.478113463	
YIL028W	0.273357758		0.166408875	
YIL029C	0.525541058		1.124939195	
YIL030C	0.120902655		0.07487019	
YIL032C	0.011801216		0.131861841	
YIL034C	2.498625746		4.306071806	
YIL035C	0.137502964		0.706467644	
YIL036W	-0.756135663		-0.637530494	
YIL038C	-0.003247966		-0.002812375	
YIL041W	0.823530463		2.977819087	
YIL042C	0.085931402		0.084404663	
YIL043C	0.093515681		0.601518176	
YIL044C	-0.183339647		-0.546446601	
YIL045W	0.327947187		0.55270112	
YIL047C	-0.1425906		0.27475444	
YIL049W	1.785027571		0.63410016	
YIL050W	-0.032980844		0.448934285	
YIL052C	0.944944723		2.041074241	
YIL053W	0.603067859		0.780344953	
YIL054W	-0.135550035		0.040531051	
YIL055C	0.046045569		0.379640333	
YIL056W	-0.132041331		0.141704841	
YIL057C	0.315342892		0.516022423	
YIL058W	0.177749544		-0.037575845	
YIL059C	-0.174783871		0.158985652	
YIL060W	0.509197183		0.223758068	
YIL064W	0.14033092		0.40474828	
YIL065C	0.595571476		0.945966684	
YIL066C	-0.12616106		0.173656746	
YIL067C	0.620765587		1.285468274	
YIL069C	0.12030375		0.69237689	
YIL070C	-0.157821004		0.106212726	
YIL071C	-0.140431528		0.209849447	
YIL072W	-0.05697704		0.120450934	
YIL073C	0.003256886		0.373430302	
YIL074C	0.096208627		0.090928731	
YIL076W	0.41975106		0.611723314	
YIL077C	0.565984402		1.113512066	
YIL079C	0.14174321		0.319875566	
YIL084C	-0.015973962		0.306749647	
YIL085C	-0.106200987		0.036126645	
YIL086C	-0.213575224		0.085422707	
YIL087C	0.092595167		0.219246525	
YIL088C	0.039637782		-0.017323408	
YIL089W	0.034555532		0.033618227	
YIL090W	0.002038045		-0.027253929	
YIL092W	0.554599499		0.188393813	
YIL093C	-0.064686397		0.243680381	
YIL094C	0.064798304		-0.157259233	
YIL095W	0.435920859		0.274773893	
YIL096C	0.285734501		0.153718686	
YIL098C	0.738441383		1.364224945	
YIL099W	-0.164368383		-0.029038734	
YIL100W	0.155742776		-0.077282592	
YIL101C	-0.136946379		0.518057839	
YIL102C	-0.32706583		0.029847953	
YIL105C	-0.128991045		-0.133379797	
YIL107C	0.30372154		0.738551435	
YIL108W	-0.034827991		0.160844619	
YIL110W	-0.270737888		0.014646045	
YIL111W	0.060433807		0.117219519	
YIL112W	-0.070698099		0.414942339	
YIL113W	-0.01413111		-0.0100433	
YIL114C	-0.1090062		-0.008777427	
YIL116W	0.282621416		0.371439756	
YIL117C	-0.079353455		-0.050641008	
YIL119C	0.096032714		0.349772452	
YIL120W	-0.090564853		0.081577844	
YIL121W	-0.10111374		0.716455978	
YIL122W	-0.615688571		1.403775021	
YIL123W	0.205944102		-0.026787527	
YIL124W	0.228178674		0.504548174	
YIL125W	0.294544502		0.422492506	
YIL130W	-0.023653564		0.090143087	
YIL131C	-0.04533427		-0.132660625	
YIL132C	0.093397078		-0.074139502	
YIL133C	-0.201124985		-0.440062961	
YIL134W	0.108073001		0.409285083	
YIL135C	0.215289037		0.387476502	
YIL136W	-0.102111288		0.013910649	
YIL137C	0.24057613		0.370048948	
YIL138C	0.228236292		-0.210479388	
YIL139C	0.429867118		-0.252361832	
YIL140W	-0.042238651		0.103434804	
YIL141W	-0.097676117		0.021356426	
YIL145C	-0.104884292		-0.172043547	
YIL146C	0.077044565		0.234702488	
YIL148W	0.681220144		1.619848463	
YIL149C	0.272410817		-0.156611295	
YIL152W	-0.0173795		-0.100173954	
YIL153W	0.346207105		1.143156371	
YIL154C	0.944284781		2.249936945	
YIL155C	0.057777246		-0.091127365	
YIL156W	-0.337550802		-0.035631662	
YIL157C	-0.085673379		0.123477592	
YIL158W	0.271064473		0.300371923	
YIL159W	0.120106877		0.040911773	
YIL160C	0.273243641		0.250660641	
YIL161W	-0.005153908		0.075749051	
YIL162W	-0.047802562		-0.076844924	
YIL163C	-0.116737346		-0.137951768	
YIL164C	-0.012103282		-0.121678151	
YIL165C	-0.054648193		0.181729848	
YIL166C	-0.126483278		-0.10946702	
YIL173W	-0.30922594		-0.05734715	
YIR001C	-0.03684658		-0.059978716	
YIR002C	0.094869295		0.115930897	
YIR003W	0.179942306		0.249057041	
YIR004W	0.073044907		-0.15946026	
YIR005W	0.225541127		0.478423386	
YIR007W	-0.018169367		0.095381261	
YIR009W	0.556905641		1.590154479	
YIR013C	0.019776528		0.029442661	
YIR014W	-0.045956707		0.104145074	
YIR016W	0.083833155		-0.093871587	
YIR017C	0.043338577		0.196196513	
YIR018W	0.104375265		0.005107763	
YIR019C	0.398644112		0.037269543	
YIR020C	0.110890207		0.066824365	
YIR020W-A	0.108886646		0.0973173	
YIR021W	0.207144559		0.111020365	
YIR023W	0.27523133		0.180992073	
YIR024C	-0.01654793		0.031422652	
YIR025W	0.026580685		-0.038580048	
YIR026C	0.241238615		-1.575064911	
YIR027C	-0.16292904		-0.15399466	
YIR028W	0.13175402		0.166582162	
YIR029W	0.088971148		0.039428327	
YIR030C	0.106654424		-0.122424654	
YIR031C	0.159911987		-0.154212219	
YIR032C	0.137211382		-0.048410529	
YIR033W	-0.227403777		-0.028781002	
YIR034C	0.4909455		-0.185580995	
YIR035C	0.001940474		-0.038720891	
YIR036C	0.011237826		-0.055279253	
YIR037W	1.149979984		-0.196854989	
YIR038C	0.09563081		-0.034344215	
YIR039C	0.187275042		-0.079299047	
YIR042C	0.063392756		-0.073558658	
YJL003W	0.182686376		0.267343403	
YJL004C	0.823995547		1.356341693	
YJL007C	-0.112384952		-0.091799195	
YJL012C	-0.113250027		-0.104085343	
YJL013C	-0.271316883		-0.238178614	
YJL016W	-0.014737756999999997		-0.1463062165	
YJL020C	0.300304167		0.6089153365	
YJL022W	0.067014686		0.231412527	
YJL023C	0.015128935		0.130866519	
YJL024C	-0.418907622		-0.670308574	
YJL027C	0.143473501		0.172482346	
YJL028W	-0.014324006		-0.143245733	
YJL030W	-0.086928643		-0.049114361	
YJL036W	-0.15798773		-0.049228624	
YJL037W	0.01698997		0.014113714	
YJL038C	-0.043179317		-0.099997721	
YJL042W	0.111031964		0.051809122	
YJL043W	0.027009186		-0.094684348	
YJL044C	-0.160462013		-0.418385197	
YJL045W	0.033039657		-0.017849749	
YJL046W	0.402595576		0.167120193	
YJL047C	0.483255003		0.18505838	
YJL048C	-0.020098136		-0.083936532	
YJL049W	0.040247741		0.047137504	
YJL051W	-0.245880485		-0.206830742	
YJL052W	0.294415113		0.222334289	
YJL053W	0.715596589		1.331497491	
YJL055W	0.002640723		-0.017460672	
YJL056C	1.544263613		0.257874442	
YJL057C	-0.13590747		0.03141596	
YJL058C	0.011796958		-0.07954048699999999	
YJL059W	-0.859998663		-0.252010313	
YJL060W	-0.105837208		-0.161661778	
YJL062W	2.879715899		4.157294421	
YJL063C	0.139546068		-0.332996309	
YJL064W	0.018705909		0.135174074	
YJL065C	-0.025767061		0.144485845	
YJL066C	-0.164412952		-0.119395863	
YJL067W	-0.149199032		0.01559537	
YJL068C	-0.18627306		-0.026898787	
YJL070C	-0.19619005		-0.136517654	
YJL071W	-0.075400226		0.169856684	
YJL073W	0.373297685		0.610268207	
YJL077C	-0.03206623		0.000119001	
YJL078C	-0.044960778		0.007255829	
YJL079C	-0.142809345		-0.108183399	
YJL080C	1.713862878		2.985835796	
YJL082W	-0.26331448		-0.18638279	
