orf	hom | growth (relative abundance in pooled culture) | cisplatin [500 uM], time [5 generations] | Lee W~Giaever G, 2005	hom | growth (relative abundance in pooled culture) | cisplatin [500 uM], time [overnight + 20 generations] | Lee W~Giaever G, 2005	hom | growth (relative abundance in pooled culture) | carboplatin [15 mM], time [5 generations] | Lee W~Giaever G, 2005	hom | growth (relative abundance in pooled culture) | oxaliplatin [4 mM], time [5 generations] | Lee W~Giaever G, 2005	hom | growth (relative abundance in pooled culture) | psoralen [0.5 uM], time [5 generations], radiation [unknown] | Lee W~Giaever G, 2005	hom | growth (relative abundance in pooled culture) | angelicin irradiated (angelicin [62.5 uM], time [5 generations], radiation [unknown]) | Lee W~Giaever G, 2005	hom | growth (relative abundance in pooled culture) | mechlorethamine [62.5 uM], time [overnight + 5 generations] | Lee W~Giaever G, 2005	hom | growth (relative abundance in pooled culture) | mechlorethamine [62.5 uM], time [overnight + 20 generations] | Lee W~Giaever G, 2005	hom | growth (relative abundance in pooled culture) | mitomycin C [1 mM], time [5 generations] | Lee W~Giaever G, 2005	hom | growth (relative abundance in pooled culture) | streptozocin [2 mM], time [5 generations] | Lee W~Giaever G, 2005	hom | growth (relative abundance in pooled culture) | streptozocin [2 mM], time [overnight + 20 generations] | Lee W~Giaever G, 2005	hom | growth (relative abundance in pooled culture) | methyl methanesulfonate [0.002%], time [5 generations] | Lee W~Giaever G, 2005	hom | growth (relative abundance in pooled culture) | camptothecin [30 ug/ml], time [5 generations] | Lee W~Giaever G, 2005	hom | growth (relative abundance in pooled culture) | camptothecin [30 ug/ml], time [overnight + 20 generations] | Lee W~Giaever G, 2005	hom | growth (relative abundance in pooled culture) | 2-dimethylaminoethyl chloride [240 mM], time [5 generations] | Lee W~Giaever G, 2005	hom | growth (relative abundance in pooled culture) | 4-nitroquinoline N-oxide [0.0313 uM], time [5 generations] | Lee W~Giaever G, 2005
YDR162C	-0.952733	0.735691	-0.93719	-0.8264755	-0.5339254999999999	-0.304408	-0.8112493333333334	-0.13252740000000002	0.010977500000000001	-0.6950295	-0.6896075	-0.0013634999999999967	-0.5234765	-0.731989	-2.0282999999999998	-1.439485
YDR163W	0.461192	0.098482	0.7073555	0.574946	0.6142875	0.4753675	-0.14014433333333332	-0.2355936	0.56386	0.1743295	-0.004305	0.6928135	0.5886635	0.10570850000000001	0.2257155	0.272718
YDR165W	0.3416495	0.182612	0.360661	0.0745025	0.3141185	0.38678049999999997	0.019979999999999994	-0.4172336	1.0938949999999998	0.2902515	-0.299607	0.325062	0.3193825	0.24511149999999998	0.0265265	0.6417325
YDR169C	-0.029499	0.11619449999999999	-0.022073500000000003	-0.10583150000000001	0.038055500000000006	0.25644449999999996	-0.09863733333333334	-0.043984800000000004	-0.119036	-0.024551500000000004	0.102014	-0.24770999999999999	-0.08336350000000001	-0.1150505	0.0452825	0.027034000000000002
YDR171W	0.0	0.3261555	0.0	0.0	0.0	0.0	0.0	-0.1367982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR173C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR174W	1.0586119999999999	0.0	0.6141845	1.4672049999999999	0.030880999999999995	-0.071373	0.821227	0.0	2.215305	0.5910595000000001	0.0	1.0148899999999998	0.612936	0.0	0.17023149999999998	0.5928605
YDR175C	0.697981	0.0	0.40777250000000004	0.8471895	-0.654746	-0.725636	0.8251946666666669	0.0	0.8639425000000001	-0.48719650000000003	0.076326	0.44908899999999996	0.38674549999999996	-0.40348100000000003	-0.740749	0.251474
YDR176W	-0.4553865	-1.0673499999999998	0.1200685	0.493251	-0.2219505	-0.897274	-0.5293463333333334	-0.4526022	-0.15535849999999998	-0.19727050000000002	0.0	0.2126625	-0.1338005	0.0	-0.498012	0.0067670000000000004
YDR178W	-0.3782535	-0.03336049999999999	0.183575	0.098893	0.30734249999999996	0.2655755	-0.7698016666666666	-0.21288359999999998	0.1621255	-0.31340650000000003	-0.339258	-0.054659999999999986	-0.07857	0.131324	-0.43987350000000003	0.2576825
YDR179C	-0.315387	0.268768	0.052811	-0.023342	0.4300335	0.1581825	-0.3742126666666666	-0.4221612	-0.18882649999999998	0.404036	-0.066913	0.1694485	0.39543049999999996	-0.29391	-0.407802	0.610689
YDR179W-A	-0.4395325	-0.0720735	-0.39055	-0.3370235	-0.027864999999999997	-0.1563215	0.15703699999999998	-0.039951999999999994	-0.366204	0.0757275	-0.3824535	-0.367917	-0.2528135	0.019222000000000003	0.25600399999999995	0.4317745
YDR181C	-0.058097499999999996	0.6254715	-0.083176	0.1437825	-0.018668999999999998	-0.475991	0.01548433333333333	-0.38563559999999997	0.2894365	-0.049457	0.135114	-0.055951	0.1938705	0.19446750000000002	0.011392	-0.0516795
YDR183W	-0.4029725	0.518581	-0.233934	-0.14417649999999999	-0.208875	-0.103383	-0.24316266666666664	0.11716820000000001	-0.412432	-0.222844	0.1385245	-0.211447	-0.315393	0.275411	-0.06957450000000001	-0.3219685
YDR184C	0.444614	0.1087825	0.41944499999999996	0.3419975	0.1046805	0.10924149999999999	0.167785	-0.2804166	-0.097452	0.213102	-0.06236649999999999	0.108464	0.1472505	0.3143475	0.010758	-0.181158
YDR185C	0.0	0.676912	0.0	0.0	0.0	0.0	0.0	-0.08804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR186C	0.0	-0.1417765	0.0	0.0	0.0	0.0	0.0	-0.2904522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR191W	0.0	0.289036	0.0	0.0	0.0	0.0	0.0	-0.304512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR192C	0.0	0.5813695	0.0	0.0	0.0	0.0	0.0	-0.013009999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YDR193W	-0.5531555	0.7750205	-0.16515849999999999	-0.21100200000000002	-0.02788850000000001	0.1077505	-0.1577356666666667	0.20463	-0.3963945	-0.11466100000000001	0.2651485	-0.398405	-0.2995135	0.0630065	0.1698665	-0.10558100000000001
YDR194C	0.6319315	0.0	0.5489545	0.6995505	0.10455249999999999	0.06573300000000001	0.7420526666666666	0.0	0.9534255	0.569337	0.0	0.3645075	0.051754	0.0	0.317978	0.7938915
YDR195W	0.514023	0.0	0.45865500000000003	0.4072095	-0.0712855	0.078833	0.755598	0.0	1.20317	0.005981000000000007	0.0	1.0845099999999999	0.372834	0.0	-0.09505999999999998	0.2794095
YDR197W	0.094487	-1.6037235	0.06837349999999999	0.2001775	0.09537549999999999	-0.01811050000000001	0.024306666666666667	0.20917239999999998	0.1959385	0.21687299999999998	0.26712199999999997	-0.2305465	-0.0282445	0.2282795	0.096235	0.094488
YDR198C	-0.0815355	0.1932335	-0.0749175	0.15336650000000002	0.041375	0.1210545	-0.11725833333333331	0.12549700000000003	-0.17956499999999997	-0.19568349999999998	-0.16329349999999998	-0.0928315	0.052981999999999994	0.0895235	-0.126039	-0.053670499999999996
YDR199W	0.0205645	0.53695	-0.058678499999999995	0.059016	0.2763425	0.152895	0.16717800000000002	0.16646080000000002	-0.060475	0.25398350000000003	0.19047699999999998	-0.0827725	0.10434399999999999	0.0939815	0.288159	0.44170849999999995
YDR200C	-0.621093	-0.43288550000000003	-0.3302525	-0.2212845	0.09755750000000002	-0.8213714999999999	0.30904466666666663	0.0023266000000000064	0.174183	0.2851615	0.425932	0.14313	0.2977075	-0.446835	-0.3203465	-0.065945
YDR202C	0.24299500000000002	0.3765215	-0.004450999999999997	0.334944	0.0512745	0.072632	0.31921	0.11579160000000002	0.2539755	-0.04847199999999999	-0.1156345	0.1539295	0.28786449999999997	0.014241000000000004	0.030509499999999995	-0.1415555
YDR203W	0.1055595	0.8791230000000001	-0.18591950000000002	0.006117499999999998	-0.0599345	0.016883499999999996	0.23116699999999998	-0.10464900000000003	-0.11583500000000001	0.117446	0.040757	-0.2632775	-0.059759999999999994	0.07593349999999999	-0.3404665	-0.0226825
YDR204W	0.501613	-1.3937	0.5661905	0.564563	0.028656	0.225522	0.26232933333333336	-0.066541	1.510625	0.2815985	0.14359850000000002	0.7421610000000001	0.3763215	0.10504999999999998	-0.10093649999999998	0.7430965
YDR205W	0.2708785	-0.4990235	0.4091025	0.484201	0.2911185	0.008488	0.32574033333333335	-0.24364	0.186803	0.244568	-0.1814875	0.098224	0.1271895	-0.20450500000000002	0.296719	-0.484815
YDR206W	0.09934200000000001	0.548269	-0.1402295	0.14017249999999998	0.084625	0.057526999999999995	0.26124233333333335	0.2898034	0.010394500000000001	0.12578	0.296419	-0.4162075	-0.040769	0.1067185	0.24983	-0.030216500000000004
YDR207C	0.0966315	0.0	0.46517549999999996	-0.533217	-1.170145	-0.5203935	-1.5333866666666667	0.0	-0.603686	-0.220206	0.07708400000000001	-0.1661155	-0.619772	-0.5414895	-0.08165299999999998	-1.1674355
YDR209C	-0.2291825	0.145998	-0.14048549999999999	-0.294607	-0.129023	0.09549899999999999	-0.11753033333333333	0.08352199999999999	-0.345216	0.1090235	0.010155500000000001	-0.3066615	-0.23629	0.11915400000000001	0.10033899999999998	-0.1572675
YDR210W	-0.207286	0.6033855	-0.297198	-0.0925015	-0.2729235	-0.07996249999999999	-0.08297466666666667	0.3525172	-0.3870035	-0.21176699999999998	0.2845545	-0.6663805	-0.4701075	0.18530749999999999	0.239937	-0.5427514999999999
YDR213W	0.1436655	0.5908884999999999	0.2091885	0.3322345	0.1316715	0.3015525	-0.08521833333333333	0.05302900000000001	-0.010102999999999997	0.2618335	0.1439165	0.0013330000000000009	0.0943285	0.174392	0.33238049999999997	0.258125
YDR214W	-0.1262845	0.4709605	-0.14247	0.0321425	0.2382325	0.10576999999999999	0.059968	0.314335	-0.134536	0.098385	0.224192	-0.3134705	-0.2887535	0.01344200000000001	0.3240465	0.07330049999999999
YDR215C	0.3027785	0.4035745	0.3097065	0.42777750000000003	0.267378	0.2621325	0.152473	0.24092419999999998	0.313189	0.38543150000000004	0.18453599999999998	0.094751	0.2535015	0.1744885	0.322453	0.1472095
YDR216W	0.4884005	0.0378045	0.684327	0.4710135	0.11600750000000001	0.023079000000000002	-0.41053066666666665	-0.3700986	0.37884450000000003	-0.2752825	-0.2796195	0.56312	0.435538	-0.14406349999999998	-0.229864	-0.0725655
YDR217C	0.7050655	-2.3773	0.5673185000000001	1.152115	-2.232105	-1.0306415	-1.4390266666666667	-3.8627100000000008	0.7845795	0.1554085	-3.48445	0.243311	0.020951499999999998	-0.934565	0.328593	-0.8485849999999999
YDR218C	-0.159268	0.43383099999999997	-0.2148855	0.085012	-0.1346705	0.09672900000000001	0.17916833333333335	0.4473926	-0.120909	0.09821049999999999	0.22799950000000002	-0.49999499999999997	-0.33356199999999997	0.171176	0.388071	0.008556000000000001
YDR219C	-0.133406	0.284236	-0.2347455	-0.011994000000000001	-0.04908499999999999	-0.1022005	0.232241	0.4028162	-0.1987675	0.0888655	0.18009	-0.454894	-0.310989	0.054350499999999996	0.358714	0.31245999999999996
YDR220C	0.2720445	0.461665	0.301109	0.5996254999999999	-0.273716	-0.2101515	0.2793676666666667	-0.05960799999999998	0.2716325	-0.284701	0.10747999999999999	0.168251	-0.015041500000000006	0.2648965	0.1621225	0.0429145
YDR221W	-0.030430000000000002	-0.10745700000000001	-0.044657	0.018520500000000002	-0.04061399999999998	0.09164249999999999	0.25051933333333337	-0.1567372	-0.0238745	0.10147300000000001	0.0962565	-0.13228499999999999	-0.1783425	0.117227	0.223478	-0.1688555
YDR222W	-0.059061	0.41387399999999996	-0.12267700000000001	0.165151	0.22325899999999999	0.065239	0.07476866666666666	0.1479086	-0.05702	0.2991265	0.1560945	-0.117623	-0.0501625	-0.0500605	0.45199849999999997	-0.11369850000000001
YDR223W	0.19200050000000002	0.328159	0.13971699999999998	0.388434	0.161406	0.108069	-0.014516666666666673	0.017397799999999998	0.2105575	0.076933	0.129165	-0.0681145	-0.01228449999999999	0.0896545	0.143073	0.08915200000000001
YDR225W	0.2897465	-0.294508	0.576353	0.010929000000000001	-0.261711	-1.177465	-0.5798456666666666	-0.6535964	-0.1724085	-0.04373400000000001	-0.521088	0.106732	-0.224364	0.2586335	0.1738935	-0.6578975
YDR226W	0.4666405	0.0	0.0174775	-0.040160999999999995	-0.30201100000000003	-0.5800350000000001	0.8171206666666667	0.0	1.589055	0.33209849999999996	0.0	1.254585	1.011565	0.0	-0.9289035	0.31911
YDR229W	0.07448350000000001	0.6446295	-0.175361	0.0370805	-0.0169475	-0.034679499999999995	-0.048440000000000004	0.3425972	-0.12074800000000001	0.068657	0.2906035	-0.1958885	-0.05422699999999999	0.225102	0.16634849999999998	0.174128
YDR230W	0.352043	-1.498344	0.1538505	0.37314800000000004	0.283906	0.264957	0.03685666666666667	-0.17310580000000003	0.0876805	0.44187	0.157743	0.0034210000000000004	0.0605465	0.346138	0.2349735	0.22840149999999998
YDR231C	0.628201	-0.8651655	0.3827875	0.37973599999999996	0.4856845	0.0998905	0.16199133333333335	-0.4120082	0.543071	0.27704	-0.0205295	0.524312	0.272201	0.3606065	-0.007111499999999993	0.5166445
YDR233C	-0.119702	0.7281085	-0.093989	-0.10462099999999999	0.115144	0.143635	0.18432933333333335	-0.15606360000000002	-0.11314	0.0493755	0.298333	-0.356379	-0.29553799999999997	0.013424499999999999	0.0636575	-0.0200925
YDR234W	0.007749500000000006	0.03173899999999999	0.429045	0.2381245	0.282847	0.23680800000000002	-0.019473666666666667	-0.16834359999999998	-0.019004	0.20896050000000002	-0.22709300000000002	0.2430455	0.23525300000000002	0.0974275	0.20388	0.226064
YDR237W	0.7123550000000001	0.0	0.598793	0.7985825	0.3669845	0.1738675	0.4544503333333334	0.0	-0.021524499999999995	0.5971875	0.4620775	0.4139765	0.39764900000000003	-0.037474	0.4689635	0.3399365
YDR239C	-0.367011	0.876398	-0.22753800000000002	-0.0017374999999999995	-0.0204555	0.23852250000000003	-0.06250166666666666	0.16089380000000003	-0.40293100000000004	-0.212753	-0.033167	-0.4073085	-0.2699995	-0.005886500000000003	0.23303649999999998	0.2308715
YDR241W	0.9357530000000001	0.0	0.70685	1.0011855	0.3189385	0.480199	1.0322173333333333	0.0	1.32159	0.7381425	0.0	0.5339324999999999	-0.1315435	0.0	1.2758	0.45166049999999996
YDR242W	0.246911	0.37070400000000003	0.327216	0.3610785	0.24736249999999999	0.36972550000000004	-0.21000433333333335	0.3912888	0.18543749999999998	0.0566715	0.1333595	0.22748049999999997	0.1889515	0.0704795	0.496044	0.14236549999999998
YDR244W	0.0194465	-0.6056745	-0.3306135	0.019547	0.1969155	0.233018	0.31091566666666665	0.142297	0.339529	0.610529	0.34112750000000003	-0.09030450000000001	0.151851	-0.4602605	0.2484095	0.1885615
YDR245W	0.1027705	0.0	-0.0461845	-0.855409	-0.1980625	-0.1380315	0.06645066666666666	0.0	0.39192550000000004	0.42112150000000004	0.0	0.2730905	0.5051209999999999	0.0	-0.798778	0.225427
YDR247W	-0.068061	0.6417565000000001	-0.0583065	0.1052805	-0.122652	-0.005873000000000003	0.10139366666666666	-0.034992399999999986	-0.08498399999999999	-0.177174	-0.133888	-0.19256050000000002	-0.1895015	0.036383	0.14748850000000002	-0.318377
YDR248C	0.574277	0.452208	0.9291775	1.0028015	0.2246755	0.33666799999999997	-0.18200000000000002	-0.04131619999999999	0.638172	0.1441885	-0.1194235	0.695308	0.564767	-0.01741799999999999	0.4118485	-0.0522885
YDR249C	0.0697505	0.39039900000000005	0.0598475	0.1091445	0.33390949999999997	0.2405735	0.08544566666666666	-0.5530422	-0.0028145000000000114	-0.1427455	-0.08448549999999999	-0.012438999999999999	0.29785649999999997	0.12964799999999999	0.011059999999999993	0.07717149999999999
YDR250C	0.1106385	0.3274565	0.053946999999999995	0.1389925	0.16866550000000002	-0.144029	0.18634566666666666	-0.26275719999999997	0.10021849999999999	0.100602	0.0907985	-0.045005	-0.0944155	-0.17519200000000001	0.05936250000000001	-0.1729395
YDR251W	-0.127813	0.4266225	0.33832249999999997	0.2440535	0.0877015	0.13771550000000002	-0.289066	0.1060432	0.0810955	0.052719999999999996	0.24604399999999998	0.20355249999999997	0.291331	0.200067	0.013091499999999999	-0.07569000000000001
YDR252W	0.11474300000000001	0.2355955	-0.040060500000000006	0.1171215	0.0466825	0.26930149999999997	-0.20746566666666666	-0.32283239999999996	0.1504055	-0.060524999999999995	-0.313181	0.015018	0.27382449999999997	0.14117749999999998	-0.1902865	-0.1864535
YDR253C	-0.7535085	-1.537515	-0.09158349999999998	-0.417698	-0.1827205	0.2426785	-0.7145043333333333	-0.45144839999999997	-0.5462480000000001	-0.9224	-0.775817	0.110714	-0.1341375	-0.500218	-0.22311749999999997	-0.72712
YDR254W	-0.121697	-0.07646399999999999	-0.2916515	0.077531	-0.30656350000000004	0.07288	-0.025210999999999994	-0.5749000000000001	-0.37461099999999997	-0.139543	-1.0502115	-0.20202849999999997	0.0602115	-0.047461	-0.009513000000000008	0.203699
YDR255C	0.4594935	0.224382	0.289151	0.461936	-0.2437105	-0.21211249999999998	0.164882	-0.3201632	0.112625	-0.13338650000000002	-0.23554899999999998	0.366078	0.5584065	-0.14566300000000001	-0.28843050000000003	0.346886
YDR256C	0.5719855	0.8574404999999999	0.4619605	0.5763325	0.015032000000000004	0.0818915	-0.11225166666666668	0.147099	0.214483	-0.15417599999999998	-0.00974599999999999	0.2023	0.505903	0.07690250000000001	-0.1862675	-0.07295750000000001
YDR257C	-0.279669	0.020462000000000036	0.18338949999999998	-0.37230050000000003	-0.4023215	-0.4095685	-1.097304	-0.7651592	-0.8052615	-0.376554	-0.9850395000000001	-0.4277175	-0.3390305	-0.393468	-0.1416685	-1.0750795
YDR258C	0.1358335	0.745248	-0.019498500000000002	0.13490249999999998	0.296057	0.290236	0.5047913333333334	0.14091740000000003	-0.250365	-0.007290000000000019	-0.05774800000000001	0.017323500000000002	-0.029376999999999997	-0.046748	0.135723	-0.03351499999999999
YDR259C	-0.2038785	0.6342545	-0.3123225	0.0311355	-0.07013749999999999	0.027311	-0.12901133333333334	0.10397699999999999	-0.38664350000000003	-0.1589335	-0.13898049999999998	-0.391648	-0.1376975	-0.029679999999999998	-0.002632500000000003	0.156123
YDR260C	-0.578059	-0.36568449999999997	0.184587	-0.5155105	0.1207335	0.2628235	0.058308	0.005870599999999992	-1.580595	-0.3844135	-0.25861	0.016155000000000017	0.0399925	-0.4205545	-0.7618995	-0.5444305
YDR261C	-0.08269399999999999	-0.055909000000000014	0.207728	-0.29594149999999997	0.0001825000000000021	-0.14024	-0.304868	-0.16133820000000001	-0.275437	-0.2036715	0.04556199999999999	-0.135965	0.338917	0.216789	-0.035304	-0.172437
YDR262W	0.18377300000000002	0.413667	-0.12408150000000001	-0.04134500000000001	0.181676	0.203515	-0.01655766666666666	-0.010398600000000004	-0.140166	-0.160718	-0.41578600000000004	-0.0316375	0.31544700000000003	0.2983975	0.188689	0.1805135
YDR263C	0.028496500000000008	0.053780999999999995	-0.12370249999999999	0.0276345	0.32636750000000003	0.1125525	-0.028968333333333336	0.06415380000000001	-0.21510100000000001	0.03350449999999999	-0.068639	-0.1110115	-0.007514000000000007	0.07776650000000002	0.065256	-0.13019350000000002
YDR264C	-1.2810815	0.0	-0.023876999999999995	-1.66811	-1.3796205000000001	-0.41902300000000003	-1.0932946666666667	0.0	0.004793999999999993	-0.5202935	0.0	0.006509500000000001	-0.07264000000000001	0.0	-0.181506	-0.713435
YDR265W	0.052750500000000006	0.19097050000000002	0.2606065	0.099652	0.12627549999999998	0.257966	0.193657	-0.101499	0.7499085000000001	-0.022957000000000005	0.0801135	0.11854550000000001	0.49220200000000003	-0.017688500000000003	-0.1537195	0.5121605
YDR266C	-0.25683300000000003	0.13480599999999998	0.36299200000000004	0.8821749999999999	0.373856	-0.611005	0.24219666666666664	-0.1902302	-0.12306349999999999	-0.1357005	-0.46423250000000005	0.08469650000000001	0.769034	-0.8654094999999999	0.20806800000000003	0.256039
YDR268W	0.288975	0.0	0.7601535	1.193465	0.4281995	0.255891	0.5559366666666666	0.0	1.148349	0.690538	0.0	0.08565700000000001	0.052184999999999995	0.0	0.282612	0.7837975
YDR269C	0.16779000000000002	0.7194405	-0.0160825	0.115202	0.19163449999999999	0.5985465000000001	0.14663433333333334	0.45935059999999994	-0.1264675	0.059079	0.21402100000000002	0.018949	0.01684949999999999	-0.0788755	0.12125299999999999	-0.280911
YDR270W	-0.350112	-0.11165900000000001	-0.5336315	-0.5664545	0.084021	-0.06974349999999999	0.26848200000000005	0.23905659999999998	-0.47212050000000005	-0.010606500000000005	-0.0032179999999999986	-0.195991	-0.554447	0.0473965	-0.1665145	0.3092145
YDR271C	0.74779	0.3905435	0.3819135	0.6718215	0.17712	0.524123	0.457554	0.262278	0.06592399999999998	0.1140905	0.094966	0.7735315	0.4225845	-0.16178399999999998	0.2714155	0.0007194999999999979
YDR272W	0.2121425	-0.2790035	0.4829465	0.19597699999999998	0.2236885	0.026843500000000003	-0.030791333333333327	-0.005544399999999994	0.2685505	0.1179885	-0.16511	0.42186199999999996	0.18417850000000002	-0.074325	0.09712599999999999	0.5388135000000001
YDR273W	-0.464476	-0.017263500000000015	-0.136344	-0.014319499999999999	-0.1623305	0.008191499999999997	-0.01611466666666667	-0.21764579999999997	-0.2828345	-0.2876155	0.011748999999999996	-0.1236845	0.1365125	0.170182	0.197437	-0.12355100000000001
YDR274C	-0.090051	0.554943	-0.25080199999999997	-0.060849	-0.095139	-0.0637485	0.3975903333333333	0.4695253999999999	-0.294857	-0.0395165	0.039661999999999996	-0.1433855	-0.09991449999999999	-0.0743555	-0.2273305	-0.18819100000000002
YDR275W	-0.15054	0.23741	-0.233271	-0.1804865	-0.079961	0.1638165	0.08773233333333334	-0.09325979999999998	-0.22469050000000002	-0.232234	0.009341000000000002	0.039283	0.0193465	-0.1484415	-0.15229	0.3891095
YDR276C	-0.48747850000000004	-0.22551150000000003	-0.2226015	-0.46888450000000004	-0.1555855	-0.091632	-0.13743966666666665	-0.41400240000000005	-0.6309899999999999	-0.15284799999999998	-0.23906	0.015345500000000012	-0.125754	-0.271467	-3.388095	-0.5679035
YDR277C	-0.080968	-0.0613745	-0.117507	0.159931	0.144085	0.25796800000000003	0.3188596666666667	0.25200560000000005	-0.077695	0.140617	0.009752999999999998	-0.325191	-0.015395000000000006	0.0962605	0.158977	-0.0605505
YDR278C	0.262843	0.397377	0.14143	0.362527	-0.054942000000000005	-0.306355	0.4076573333333333	-0.433756	0.2765515	0.0405585	0.2450235	0.1598725	0.259964	0.401946	-0.1273275	0.303747
YDR279W	-0.272144	-0.2204175	-0.2863	-0.42979900000000004	-0.27781900000000004	-0.2239785	-0.09474733333333334	-0.17056659999999998	-0.541363	-0.7294775	-0.179175	-0.39953000000000005	-0.14650449999999998	-0.131551	-0.4808705	-0.127642
YDR281C	1.0367125	0.023451499999999986	0.6844245	1.05058	-0.45066799999999996	-0.07191800000000001	0.32240699999999994	-0.32741600000000004	0.8128945	0.1366215	-0.3073005	0.2218495	-0.052053	0.6793264999999999	0.11867450000000002	-0.41998199999999997
YDR282C	0.205526	0.215134	0.29261550000000003	0.35572349999999997	0.378065	0.161753	-0.17047133333333334	-0.10351420000000003	-0.151652	0.3380645	0.2900165	0.5763469999999999	0.5415885	0.374307	0.274652	0.2756645
YDR283C	0.199484	0.1786815	0.6593385	0.4257525	-0.037513000000000005	0.127965	-0.4786643333333333	-0.8210382	0.514247	-0.11553450000000001	-0.05591850000000001	0.6671075	0.4644655	0.1263785	-0.0259535	0.00648
YDR284C	-0.0523845	-0.340418	0.5751569999999999	0.368261	0.3650015	0.24185199999999998	0.016526333333333337	-0.21918	-0.132502	-0.144299	0.0884495	0.5096855	0.1868595	0.3202735	-0.10798850000000002	0.022653
YDR285W	0.43386199999999997	0.17760800000000002	0.5043785000000001	0.5385325	-0.03397499999999999	0.040630499999999986	0.12884266666666666	0.1520994	0.17475400000000002	-0.361927	-0.2241155	0.6015675	0.540923	0.10575100000000001	-0.019530000000000006	0.3442555
YDR286C	-0.2092445	-0.677555	0.032491	0.123919	-0.323748	-0.133074	0.04533033333333333	-0.021463600000000006	-0.22785149999999998	-0.29569449999999997	0.141854	0.171622	-0.02908899999999999	-0.1210215	0.031896	-0.463113
YDR287W	-0.23840699999999998	-0.1191	-0.047531	-0.1594475	-0.0382685	0.4561965	-0.1973676666666667	-0.010053399999999999	-0.11273649999999999	0.07086400000000001	0.281877	-0.20887450000000002	-0.232306	0.35013150000000004	0.26957949999999997	0.053812
YDR289C	-0.5343425	-1.5158200000000002	-0.282476	-0.026135999999999996	0.37074050000000003	0.27548300000000003	-0.9031790000000001	-0.4342212	-0.142582	0.08870450000000002	-0.576802	-0.0976085	-0.2904095	-0.7600335	-0.054544999999999996	-0.21055000000000001
YDR290W	-0.1974925	0.09226700000000002	-0.34027450000000004	0.38681200000000004	-0.157707	-0.0826775	-0.25823466666666667	-0.05452560000000004	-0.322961	0.0968405	0.41616600000000004	-0.2970985	-0.0954975	-0.1729705	-0.04274249999999999	-0.7794955
YDR291W	-1.198385	-2.60292	-0.26462600000000003	-1.9818850000000001	-0.2018555	0.134737	-2.822243333333333	-1.4439922	-2.0766299999999998	0.139633	-0.00630650000000002	-0.21804749999999998	0.053414500000000004	0.29914850000000004	0.198914	-0.5454764999999999
YDR293C	-1.16459	-0.9206105	0.23549399999999998	-1.1104729999999998	-0.4972075	-0.8685505	-1.4366866666666667	-0.8059428000000001	-1.41193	-1.03602	-0.6421650000000001	-0.441366	-1.073645	-0.766812	-0.076679	-1.33806
YDR294C	-0.282733	0.5193295	-0.1967385	0.050037	0.0726285	-0.093289	0.08891933333333334	-0.34560899999999994	0.179481	-0.032731500000000004	0.2573985	-0.25562799999999997	-0.2133025	0.12456300000000003	-0.133888	-0.011922500000000003
YDR295C	0.0322195	0.1616545	0.19119799999999998	0.045669999999999995	-0.0700705	-0.2626135	0.272671	-0.3581458	-0.110705	-0.023332999999999993	0.4630035	0.106759	-0.162656	-0.233621	-0.1408645	0.12872
YDR296W	1.09701	0.0	1.0737524999999999	1.1491950000000002	0.4501815	0.341493	0.631456	0.0	1.0483825	0.7505165	0.0	0.7169825	0.5076825	0.0	0.10586800000000002	0.7784135
YDR297W	0.129194	0.7287135	0.028991500000000003	-0.0012674999999999909	0.0925755	0.07506950000000001	0.07453633333333333	0.6665684000000001	0.07629350000000001	-0.24369049999999998	0.265493	0.027758000000000005	-0.0579815	0.38556599999999996	0.086041	-0.18968100000000002
YDR298C	0.651417	0.0	0.6182845	0.7205385	0.0631865	-0.37148950000000003	0.5134949999999999	0.0	0.9426395000000001	0.41688400000000003	0.0	0.4303325	0.34045099999999995	0.0	-0.1617715	0.9952570000000001
YDR300C	-1.0495785	0.0	-0.46697299999999997	-0.6175875	0.77313	0.4461425	1.0654963333333334	0.0	-0.06408849999999999	0.161886	0.0	1.0775885	0.833807	0.0	-0.41325999999999996	0.6919605
YDR304C	-0.15651350000000003	-0.0929715	0.397799	0.036332	-0.2135955	0.2512605	0.10293433333333334	-0.25016120000000003	0.0877745	0.006044500000000008	-0.1732845	-0.018486500000000003	0.4500065	-0.047916499999999994	0.2531675	-0.2726715
YDR305C	0.27073899999999995	0.522179	0.613961	0.1895365	0.3374635	-0.3005935	0.15800733333333333	-0.09627820000000001	0.4108925	-0.30663450000000003	0.170759	0.4446475	-0.3151195	0.4853385	-0.11065	0.144169
YDR306C	0.16413699999999998	0.13803500000000002	0.043943499999999996	0.10894399999999999	0.2721635	0.15042	-0.021319000000000005	-0.33148599999999995	0.16909249999999998	0.0899915	0.0875195	0.256633	0.23462	0.37925200000000003	0.068161	0.088673
