,Unnamed: 0,gene,area.24_mean,area.24_std,area.24_count,mean_intensity.24_mean,mean_intensity.24_std,mean_intensity.24_count,area.48_mean,area.48_std,area.48_count,mean_intensity.48_mean,mean_intensity.48_std,mean_intensity.48_count,corrected_area.24_mean,corrected_area.24_std,corrected_area.24_count,corrected_mean_intensity.24_mean,corrected_mean_intensity.24_std,corrected_mean_intensity.24_count,corrected_area.48_mean,corrected_area.48_std,corrected_area.48_count,corrected_mean_intensity.48_mean,corrected_mean_intensity.48_std,corrected_mean_intensity.48_count
333,333,BDH1,388.4666666666666,89.65239751926538,15.0,0.4342441526740047,0.0529130397877987,15.0,457.26666666666665,90.67246129942234,15.0,0.5502113888138233,0.0293713225809786,15.0,0.9785406061816696,0.4061131385373384,15.0,0.2690042185648779,0.3602509865243241,15.0,0.8061271979968779,0.3718660802571835,15.0,0.2335682018784399,0.4571488572736225,15.0
334,334,BDH2,349.0,122.28466159555114,14.0,0.4033296305468941,0.0801932029305479,14.0,415.0,141.9067949801505,14.0,0.513503670493742,0.0936426714033727,14.0,0.4536971153646213,1.1220228307493108,14.0,-0.2976617449540013,1.293194574425049,14.0,0.3633000603358424,1.0950964848083211,14.0,-0.5479012501206784,2.125979976479721,14.0
335,335,BEM1,231.9375,52.93451142685648,16.0,0.4088894984146499,0.1177514780618275,16.0,239.1875,40.56799847170181,16.0,0.5459374111401015,0.0328504916245408,16.0,-0.0289332210136311,0.4313951351248966,16.0,0.1717973798299402,1.0064446098193989,16.0,-0.0610276385426715,0.4026847867930795,16.0,0.3089336319804409,0.3127692950671814,16.0
336,336,BEM2,124.7,46.878211001132144,10.0,0.342188394140731,0.1308387496301935,10.0,139.0,66.59496143770104,10.0,0.5057254296185805,0.0957788341983748,10.0,-1.7820443445682854,0.9807699565440569,10.0,-0.9485192961807222,1.202249888709726,10.0,-1.5466039265881322,1.1339173649681582,10.0,-0.4899117322051374,1.321145586215942,10.0
337,337,BEM3,272.61538461538464,66.46871251641439,13.0,0.356383181294535,0.1256625157245757,13.0,285.9230769230769,65.38534690390186,13.0,0.537330071439508,0.0416192415652972,13.0,0.5653581660824492,0.849178474158359,13.0,-0.6240290823716618,1.2364688922075295,13.0,0.6221274744251689,0.8646129174260768,13.0,0.176990771828807,0.7365147470842088,13.0
338,338,BEM4,227.0,46.76619423340885,14.0,0.3805704212591487,0.1244769277349283,14.0,232.57142857142856,32.260273940642136,14.0,0.5245782895169139,0.0426503735437092,14.0,-0.1534058242624435,0.5042124613851284,14.0,-0.2119416125825979,1.1043199929879195,14.0,-0.1840632900620029,0.421197289775137,14.0,-0.1527602790223566,0.5767330834209062,14.0
339,339,BER1,202.25,56.21447026048247,16.0,0.4586258792493771,0.0569515418758913,16.0,205.0,45.34166590087607,16.0,0.5667757837441162,0.0361972379731948,16.0,-0.5417317832446849,0.5171810069410625,16.0,0.7664966203685485,0.5959790592136172,16.0,-0.6016903488604461,0.4579239307535926,16.0,0.7296518600176828,0.4214342769532989,16.0
340,340,BFA1,256.15384615384613,44.81972436670815,13.0,0.409465746069281,0.0288898398044585,13.0,282.0769230769231,35.40353451860784,13.0,0.5224060961910383,0.0349263243189884,13.0,0.2192581951971147,0.4716612143128652,13.0,0.0119343103693523,0.3104609031094172,13.0,0.2267845321043486,0.4166448853586493,13.0,-0.0430253275679352,0.3501562610126483,13.0
341,341,BFR1,165.1875,70.28439253015802,16.0,0.3622901314555528,0.0518821286443035,16.0,175.125,60.52423756920308,16.0,0.5168814680663173,0.0308030429034928,16.0,-1.160635796442965,0.8242696564609758,16.0,-0.6335805953938873,0.4970301438303107,16.0,-1.0568602824674749,0.7746834402207525,16.0,-0.2768062696546217,0.3510857588665177,16.0
342,342,BGL2,251.33333333333331,35.01156271590179,15.0,0.3853819710217657,0.0480490991032697,15.0,277.3333333333333,41.486084873066034,15.0,0.5055606206172745,0.0563055122361305,15.0,0.2599230365130097,0.5086275975204605,15.0,-0.2975413515381135,0.9890804670628156,15.0,0.2344533999391393,0.49891359328759,15.0,-0.4515327852938042,1.3699629720257358,15.0
343,343,BIK1,215.9375,25.13554919498146,16.0,0.401838753255337,0.0530672272825786,16.0,227.375,20.84506336441957,16.0,0.5332511124887873,0.0441758849647858,16.0,-0.2486291010876561,0.360132955701291,16.0,-0.0669382822662612,0.6384520536551997,16.0,-0.2163920702883047,0.3870915296720733,16.0,0.0884581189926532,0.4971195340355541,16.0
344,344,BIM1,196.0,64.84486982681932,15.0,0.3660809794502925,0.116449384285968,15.0,205.06666666666663,56.83116180741823,15.0,0.5182339455015597,0.0500941807009346,15.0,-0.643478201356844,0.8106293976204182,15.0,-0.4941260914864812,0.9818761274839156,15.0,-0.593011449586799,0.7757533775557269,15.0,-0.1504847835679056,0.6327653204308065,15.0
345,345,BIO2,282.46666666666664,49.33104885315517,15.0,0.4156477701763273,0.0641151445715852,15.0,312.1333333333333,49.475631327332216,15.0,0.5387926614333222,0.0681087654216715,15.0,0.7159514368942831,0.4384434299737392,15.0,0.2183083642974696,0.7376939205175576,15.0,0.698434191733806,0.399428319126378,15.0,0.2825684430087029,1.068572285138413,15.0
346,346,BIO3,352.4166666666667,124.67737152224925,12.0,0.3929008258552044,0.0460326706853452,12.0,424.9166666666667,132.77353127058348,12.0,0.5096590529542951,0.0398309574601677,12.0,0.3518463475182634,0.9002958019110108,12.0,-0.375499515138515,0.6418247274591106,12.0,0.3550772471792713,0.8946859396868853,12.0,-0.6399154910082595,0.7173659184661699,12.0
347,347,BIO4,234.6153846153846,109.96631185772188,13.0,0.3940146335750229,0.0541950990156131,13.0,255.23076923076923,107.27002831340624,13.0,0.5176050988951132,0.0383146035376204,13.0,-0.2179423406870545,1.553714024851897,13.0,0.0475563986774833,0.8722095794229807,13.0,-0.2492623685694676,1.4404992665311116,13.0,-0.0243972940526653,0.5830729667673427,13.0
348,348,BIO5,240.3125,54.1746788946029,16.0,0.4368986143650958,0.0558614453239022,16.0,253.875,46.54585552620841,16.0,0.5550200959328389,0.0248949940691221,16.0,0.1250052886149904,0.5429526556278501,16.0,0.4361781519335774,0.4926862672361888,16.0,0.1709347481206309,0.5109746105474343,16.0,0.534452992012872,0.3814307094981067,16.0
349,349,BIT2,391.75,102.88861291059698,16.0,0.4379813751662611,0.0583415839583279,16.0,478.5,89.50828639479886,16.0,0.5597047085009247,0.0574769573372602,16.0,1.1000811468345997,0.7555874432314953,16.0,0.299717021140438,0.8873562652403938,16.0,1.1621501511913137,0.802316962950199,16.0,0.3976504678035143,1.3331810999556122,16.0
350,350,BIT61,312.0,93.0638968069191,10.0,0.4065252269219677,0.0708672234415956,10.0,394.9,97.94720800286018,10.0,0.5034857869401376,0.0792740310091329,10.0,-0.0674098026053386,0.6594021582026397,10.0,-0.0634399010413155,0.7701943887655744,10.0,0.0579106452405833,0.6099167179437041,10.0,-0.4134433095474831,1.4942347317007367,10.0
351,351,BLM10,258.0,65.38995453314028,14.0,0.3876753525803575,0.1276991906337011,14.0,273.2142857142857,56.90772364968582,14.0,0.5384077569070367,0.0359768709385266,14.0,0.3769879671920781,0.8912508624122759,14.0,-0.1523532017846995,1.0856811678005596,14.0,0.455049656368358,0.8192487445458654,14.0,0.19637624384974,0.4733695829222011,14.0
352,352,BMH1,270.3333333333333,25.57994005726623,3.0,0.4598463935812562,0.0666846871448679,3.0,292.6666666666667,36.66515148384544,3.0,0.5652420874216547,0.034640205808948,3.0,-0.6600824004543369,1.413130135905626,3.0,0.8692463707479706,0.4999733440931762,3.0,-0.7386510724847827,1.229241781281545,3.0,0.7642676661568003,0.6091995497673582,3.0
353,353,BMH2,319.6,101.7727159620186,15.0,0.3830104994715161,0.1152801041110906,15.0,375.1333333333333,104.46042768618626,15.0,0.530145351732451,0.0585823271191853,15.0,0.1275600708954646,0.7012661103850789,15.0,-0.1885844998338782,1.11251262228003,15.0,0.0585482050957305,0.6223586893821055,15.0,-0.1336431105407755,0.9494646172014748,15.0
354,354,BNA1,299.85714285714283,115.10119771003998,14.0,0.410480389002362,0.0427532093542937,14.0,365.6923076923077,98.31444842560408,13.0,0.5339956222641405,0.0447777160679121,13.0,-0.1049810360308022,0.7193331976787402,14.0,0.1943478819790657,0.4535171384293833,14.0,-0.196971733536082,0.3641941511097935,13.0,0.1999962804849349,0.6080703799333268,13.0
355,355,BNA2,264.4,83.31077789989548,15.0,0.4085565862044401,0.1283400257646997,15.0,270.53333333333336,70.52037868250432,15.0,0.5542079932436257,0.0347093478596844,15.0,0.4808895090268017,0.8288194236078714,15.0,0.1651627520659632,1.124804306307746,15.0,0.3953753894915138,0.6830104033140438,15.0,0.448546216673162,0.5135250098310271,15.0
356,356,BNA3,323.2142857142857,93.15593095733342,14.0,0.4054931214686387,0.1256185631942494,14.0,383.3571428571428,95.49595814471952,14.0,0.5522866576810669,0.0479262439150304,14.0,-0.0200985639128277,0.5789195943939,14.0,0.0074848365735305,1.1094693676375302,14.0,-0.0352731630680486,0.5046255235452352,14.0,0.2927995872369963,0.4901565287002192,14.0
357,357,BNA4,269.7333333333333,65.97777403540276,15.0,0.3979439387451464,0.0460319152061712,15.0,289.4,60.53900749575788,15.0,0.5212647179278712,0.0305766303528746,15.0,0.6230406558625502,0.9068118129975044,15.0,-0.2061192984177843,0.7500033870485612,15.0,0.7275937010254004,0.8580961257856085,15.0,-0.2269780248662774,0.7894958365173672,15.0
358,358,BNA5,235.6,38.57978745405423,15.0,0.4037391510785906,0.0401675133804341,15.0,230.875,65.44705239097226,16.0,0.5182597354786639,0.0488503964988816,16.0,0.0354365961235387,0.5189124917983645,15.0,-0.0076379369429262,0.3726797896162191,15.0,-0.2133767684701019,1.0712535752351016,16.0,-0.3115143685144073,0.7073631791560542,16.0
359,359,BNA6,239.4,53.45331741676229,15.0,0.4160910803087408,0.0456920560681821,15.0,252.06666666666663,44.99756607174383,15.0,0.5169440551296397,0.0346611656476573,15.0,0.0732425705807884,0.4878474516665773,15.0,0.1243141131536889,0.2435885341168207,15.0,0.113235985995647,0.4649386368955807,15.0,-0.2862126076889892,0.3267192105920659,15.0
360,360,BNA7,336.93333333333334,109.20587809053048,15.0,0.4275704495151757,0.13222800803467,15.0,385.7142857142857,74.82536444839522,14.0,0.5590803581663673,0.0420026450967791,14.0,0.2580892450154485,0.8181379949240772,15.0,0.3511446494606883,1.1453127522340147,15.0,0.2212767945751191,0.6766528506889641,14.0,0.3621608425566842,0.6559981830612973,14.0
361,361,BNI1,374.25,103.89516131877627,12.0,0.3629829911152024,0.122372419487118,12.0,437.3333333333333,104.02738567174016,12.0,0.5113537950860902,0.0772446319946507,12.0,0.6601982372633278,0.4916315605948448,12.0,-0.6585159651077347,0.9833085077327378,12.0,0.5802480228272964,0.4113380048393645,12.0,-0.5682778532678509,0.9107301800690348,12.0
362,362,BNI4,253.9375,61.003244449236746,16.0,0.437942817114734,0.0383464661391325,16.0,265.0,55.79008275073029,16.0,0.5510466132118609,0.0376275397575213,16.0,0.3462348632068058,0.5774952804322295,16.0,0.4473330086497178,0.2539993464677281,16.0,0.3384710411725214,0.5765345616414326,16.0,0.4691710245514961,0.5381928204502449,16.0
363,363,BNI5,317.53333333333336,81.30618204106769,15.0,0.4058644112390031,0.0686958008247009,15.0,384.26666666666665,89.4750297702155,15.0,0.5133983344973546,0.0629287769717718,15.0,0.2904807785330077,0.3971459367116021,15.0,-0.0632610341642746,0.7114740553925308,15.0,0.2979880762924814,0.2662545292558219,15.0,-0.3359573144405606,0.8816109711824454,15.0
364,364,BNR1,247.33333333333331,57.49989648023808,15.0,0.4154762433679284,0.0410938879629254,15.0,259.1333333333333,49.30642766946121,15.0,0.537411298985781,0.0509843192423326,15.0,0.2085779944192278,0.5783217089828424,15.0,0.1884805233001216,0.4944505451616839,15.0,0.2125502638530494,0.5327920482746427,15.0,0.2322026065621988,0.6897446618415646,15.0
365,365,BNS1,252.6875,59.09621392272097,16.0,0.4373182948476073,0.0407790046311355,16.0,264.75,50.508745117388656,16.0,0.5516761474683555,0.0356148840337016,16.0,0.3080456415223798,0.7082407457510213,16.0,0.4141453256155047,0.3289177776260917,16.0,0.3166821599678287,0.6838279863217508,16.0,0.4963933482955145,0.4460437360052427,16.0
366,366,BOI1,239.6875,50.7946437464949,16.0,0.4145692708842448,0.0413904690248453,16.0,252.5625,43.54456529426682,16.0,0.5291752301799973,0.0647343109419566,16.0,0.0942784326354058,0.4255772995506809,16.0,0.0819449268771347,0.4843112966849628,16.0,0.1341533058974346,0.4318946267278413,16.0,0.0889373244535792,0.850092279280382,16.0
367,367,BOI2,273.25,60.75798987238907,16.0,0.4067148234982589,0.1162925626856902,16.0,283.875,46.65743956398239,16.0,0.5658044589691503,0.0278475226325558,16.0,0.6450449268262288,0.541078717500785,16.0,0.1401353236638149,0.9965895861192896,16.0,0.6114591011473509,0.5025456613885082,16.0,0.7058828655972114,0.2856864632952215,16.0
368,368,BOP2,254.4375,50.75426911436448,16.0,0.4440737817479423,0.0485679027465094,16.0,267.1875,53.90636171486008,16.0,0.5524035411148078,0.0378547168981373,16.0,0.3960497354488637,0.7250451476797177,16.0,0.5264314469865775,0.3819636523606952,16.0,0.3993199936505871,0.7588524526255924,16.0,0.4716878807259314,0.4168068277862085,16.0
369,369,BOR1,296.875,148.3359483450609,8.0,0.3313322299496994,0.137568837470097,8.0,347.625,171.4417331256974,8.0,0.5026465873559299,0.0801585853186922,8.0,-0.6543622155496752,1.4737468885480458,8.0,-1.0592382154946258,1.3104463817560923,8.0,-0.6059388774892513,1.4019798739098053,8.0,-1.1204694800879902,2.0766312302175383,8.0
370,370,BPH1,381.07142857142856,137.9350261121932,14.0,0.4512573428884399,0.0561614741110648,14.0,445.3571428571428,146.28244920377475,14.0,0.5640797225390305,0.0377388010375838,14.0,0.7738917086768107,0.7948922221504613,14.0,0.4884187557147332,0.6386356568056142,14.0,0.6313805921169251,0.7790999234926619,14.0,0.492682488178478,0.4044848318160309,14.0
371,371,BPT1,252.2,75.3830219611817,15.0,0.4425216653520463,0.0570834222689129,15.0,262.8,72.569375674001,15.0,0.5675434712686036,0.0391880547103338,15.0,0.2947399873863301,0.8221915266879809,15.0,0.4572885655436053,0.6517902080407113,15.0,0.286184513786229,0.8020921280348048,15.0,0.8612708582539261,0.5213000615786372,15.0
372,372,BRE1,159.8125,28.040967054175105,16.0,0.2763182017697846,0.0836141202695565,16.0,169.5,22.771326999833214,16.0,0.4134132668486782,0.059366053549887,16.0,-1.2098848570853251,0.3437419302871976,16.0,-1.8563084249087227,0.8932701205585639,16.0,-1.1194661820700795,0.3966922716997923,16.0,-2.42941700188606,0.937599313634636,16.0
373,373,BRE2,237.3846153846154,56.84414138903332,13.0,0.4080046572128382,0.0582163633823777,13.0,247.6153846153846,48.637328705324094,13.0,0.5215006159647584,0.0518690491644324,13.0,-0.0084107909591493,0.6064582981920635,13.0,-0.1275807024530273,1.0572492434229013,13.0,-0.0018095315034032,0.5098009454915521,13.0,-0.1380525936293301,1.1377185506715013,13.0
374,374,BRE4,269.6875,66.2235796374675,16.0,0.4522024969299337,0.0468973764024587,16.0,280.875,57.6007812447019,16.0,0.5644323213979172,0.0324947685682175,16.0,0.5863845023213804,0.6325172392248823,16.0,0.6888676479202425,0.4256526021652561,16.0,0.5620465655488049,0.6089123335447891,16.0,0.6913262545477175,0.2588097437204446,16.0
375,375,BRE5,190.25,49.23887353165856,16.0,0.424212755156763,0.0441560249419338,16.0,197.5,43.65317857842656,16.0,0.5546121886140759,0.0387792307706079,16.0,-0.7029594205973438,0.6122160843537203,16.0,0.2479476758544868,0.4409181969107804,16.0,-0.6862837035238241,0.5902961175657626,16.0,0.5126492173739216,0.3604843879078353,16.0
376,376,BRO1,201.33333333333331,50.62560993165792,15.0,0.3822618820669438,0.0594413225021465,15.0,213.4,48.09187635587295,15.0,0.5118753266941198,0.0256243070157967,15.0,-0.5296650519191232,0.5841063948414355,15.0,-0.3978225892163485,0.8360569738440016,15.0,-0.479740129147291,0.5357297148849889,15.0,-0.3275204469192878,0.534567103314937,15.0
377,377,BRP1,192.375,98.25400755185512,16.0,0.3804346093221928,0.0600472855477384,16.0,204.125,108.57186560062416,16.0,0.5227266727180069,0.0369306971047374,16.0,-0.6702188780204379,1.6891130000939458,16.0,-0.4538464995710176,1.0417192941606823,16.0,-0.6416715511324782,1.670980292083289,16.0,-0.1784257168237693,1.066497168338523,16.0
378,378,BRR1,232.0625,45.525771089936896,16.0,0.3582038466272298,0.1127435578338368,16.0,238.25,39.75676043140336,16.0,0.5030162774262962,0.0620026804453844,16.0,-0.0122724994220702,0.4005861958081749,16.0,-0.6226757782035635,1.2220642902295142,16.0,-0.0806882038091483,0.3768074818392431,16.0,-0.5787851390909592,1.3001091098511195,16.0
379,379,BSC1,263.42857142857144,70.60149735360737,14.0,0.4064733848084061,0.0524524208108214,14.0,279.85714285714283,78.00084530395723,14.0,0.5282375155647486,0.0302546280828706,14.0,0.5170382960584078,1.1393861417835764,14.0,-0.0650186912918073,0.9204695788468944,14.0,0.5939806460150246,1.1911226193947313,14.0,-0.1164795435705101,0.8797670056328454,14.0
380,380,BSC2,240.2,26.36068501169336,15.0,0.4002648980825171,0.0460296971242497,15.0,253.9333333333333,32.613464937631136,15.0,0.5216737404089945,0.0347946289198438,15.0,0.1684278378782765,0.5109814682409101,15.0,-0.1128648839718204,0.4850226380041346,15.0,0.1627239083163818,0.5081147367294558,15.0,-0.1470790952053594,0.3748051024075388,15.0
381,381,BSC4,344.0625,114.35061215402392,16.0,0.3884439296523259,0.1343072691501526,16.0,401.875,119.38893025178952,16.0,0.5288679698888484,0.0735127104894833,16.0,0.5418440836465171,0.977693536257488,16.0,-0.2334489687417466,1.2843287335627347,16.0,0.4486278714652887,0.9124110836033452,16.0,-0.125293990948549,1.189600854761537,16.0
382,382,BSC5,243.14285714285717,64.05989642256948,14.0,0.4311811681779099,0.0545672616881947,14.0,250.5,51.935981302428026,14.0,0.5534388265858101,0.0399321367960812,14.0,0.1145497715501508,0.6361244681722662,14.0,0.3320862774718844,0.5616344816602838,14.0,0.0853498518195443,0.6171947044817422,14.0,0.5222135283273304,0.4341381914417922,14.0
383,383,BSC6,279.6,75.9415188530904,15.0,0.4155738212688272,0.1201099381175534,15.0,290.6,66.64382942178517,15.0,0.5731443320266215,0.0286815357369577,15.0,0.6945700778719329,0.8469617838507218,15.0,0.2882929369466744,1.0415477358552143,15.0,0.6737508090162029,0.8067812632524197,15.0,0.8782058394659671,0.4124633535004712,15.0
384,384,BSD2,185.6,54.20964595241066,15.0,0.3874591277324271,0.0974031781398296,15.0,197.7333333333333,51.2702457107248,15.0,0.4893451027267069,0.0943797698447461,15.0,-0.6926698510908802,0.7391697908140478,15.0,-0.3058766078726561,1.2204324126621715,15.0,-0.6200729589049835,0.666144275044361,15.0,-0.7314120619916873,1.3981168078112038,15.0
385,385,BSP1,369.3571428571428,87.47800351460417,14.0,0.4371065232558894,0.0481905194569693,14.0,436.07142857142856,84.76888424571682,14.0,0.5496094177832975,0.0496237162412494,14.0,0.6017006935630647,0.7112575656443039,14.0,0.3639762133242136,0.554680266872281,14.0,0.5354025220619364,0.6691878618218242,14.0,0.1389933893477384,0.6970180615874504,14.0
386,386,BST1,203.125,36.97003290955167,16.0,0.4279390693060626,0.0463211476527782,16.0,216.5,38.232621324378655,16.0,0.5609101945338973,0.0378059935796054,16.0,-0.4599327718589588,0.6837575013543779,16.0,0.337086007238798,0.5329480085975484,16.0,-0.3827555334907489,0.6652492087226306,16.0,0.5811110994852544,0.5869236836538106,16.0
387,387,BTN2,283.7857142857143,97.59348856859768,14.0,0.3994418219048568,0.0628551415044049,14.0,321.2142857142857,110.09448988617324,14.0,0.5156090216789753,0.079883349808331,14.0,0.7916458289282042,1.3889124560814088,14.0,-0.0591472510504164,0.6831509381074612,14.0,0.8494609930220748,1.372308677422696,14.0,-0.1165872055192251,1.2633761283904577,14.0
388,388,BTS1,345.3333333333333,95.1627678294005,15.0,0.466334465375208,0.0377218118935204,15.0,406.6,102.70053553901263,15.0,0.5756317260367413,0.0256027925350695,15.0,0.5007508550103642,0.5842352044314407,15.0,0.879131171256402,0.2832319754673456,15.0,0.4411901925282581,0.6203977246378106,15.0,0.8499988182864101,0.2477328789650236,15.0
389,389,BTT1,288.1875,66.10317062491532,16.0,0.4218088502346265,0.0411329467998823,16.0,324.5625,60.83416666095899,16.0,0.5429653268109021,0.0327552062551046,16.0,0.8553803404424964,0.9529979537136356,16.0,0.279287100141967,0.7612279755562872,16.0,0.926952206959932,0.9592963998859428,16.0,0.4197574464806103,0.796081859836638,16.0
390,390,BUB1,202.8125,39.475255962860246,16.0,0.3824059796496892,0.1129875122171996,16.0,215.4375,39.45118291424648,16.0,0.5347156546208052,0.0783901439950917,16.0,-0.4818362839642767,0.6424071507393198,16.0,-0.2578939409976021,1.0670658733979397,16.0,-0.4142638733198827,0.6288159072456521,16.0,0.1875699656470271,1.1416988149051548,16.0
391,391,BUB2,269.1875,57.59076170127752,16.0,0.3978490979982848,0.1105168234326616,16.0,281.0625,48.04368671670952,16.0,0.5466051680728974,0.0435118486013989,16.0,0.5934070663594536,0.6450525744322139,16.0,0.0328017201613669,1.060715221711656,16.0,0.5293270798464862,0.6017077931907506,16.0,0.45216646833967,0.7524206627751268,16.0
392,392,BUB3,157.1875,55.046911811653885,16.0,0.3600987046425378,0.1092346214466051,16.0,164.375,51.370387059731854,16.0,0.5052519731176974,0.0574829256985322,16.0,-1.2753593075740757,0.5905991890852778,16.0,-0.5606414107050176,0.9733300883045276,16.0,-1.2119413454532926,0.5861281365303727,16.0,-0.4484557708017169,0.7206408847562115,16.0
393,393,BUD13,227.33333333333331,73.35302765848635,15.0,0.352179299699164,0.1056377357383623,15.0,259.1333333333333,67.21167699001063,15.0,0.4988103960672605,0.0251810036247357,15.0,-0.2266547178940118,0.8798097781251646,15.0,-0.6838383654870166,1.09393562496661,15.0,-0.0730743068296304,0.7512492969907792,15.0,-0.5654256548412966,0.6065359053836711,15.0
394,394,BUD14,208.13333333333333,64.43254131999126,15.0,0.4216747544856632,0.0626795948766071,15.0,220.46666666666667,54.31767229741647,15.0,0.5522104745576804,0.0576069637676468,15.0,-0.4442098359543827,0.7570055782962757,15.0,0.1794895005695163,0.7030205956644691,15.0,-0.3614885547698316,0.69267027387832,15.0,0.5828811165843587,0.8917478465518659,15.0
395,395,BUD16,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
396,396,BUD17,257.92857142857144,75.57722925867012,14.0,0.3887323757824551,0.0614835941648825,14.0,269.2142857142857,66.2921025246813,14.0,0.523971018845549,0.0300268537801926,14.0,0.3093504913205703,0.6580191481045595,14.0,-0.1801422060256981,0.6821411222845783,14.0,0.3222743703781049,0.5881560580540234,14.0,-0.1662232030675302,0.5352629157552079,14.0
397,397,BUD19,40.0,20.808652046684813,3.0,0.3148051959378576,0.0782730471064609,3.0,52.0,39.59797974644666,2.0,0.3806863344645227,0.0037361011210779,2.0,-3.150322354913784,0.4187520444953948,3.0,-1.523468024781771,0.7163390052240848,3.0,-2.848472260979345,0.0652530180798639,2.0,-2.2958166516505365,0.4337436618878111,2.0
398,398,BUD2,261.9375,51.00518764465696,16.0,0.3999055632129636,0.0600306398345022,16.0,276.875,54.092359287919145,16.0,0.528032186849157,0.0417981043456318,16.0,0.5354275410306708,0.9642616551405158,16.0,-0.1317067271791162,0.8285464371678835,16.0,0.5595390394776255,1.036205423610845,16.0,-0.0640227978069444,0.8519362453999977,16.0
399,399,BUD20,97.5625,30.85010804951365,16.0,0.3402249542947282,0.0586654727653555,16.0,108.75,46.30838656946133,16.0,0.4643510171764947,0.0895422988237909,16.0,-2.19084167114504,0.7251747563057637,16.0,-0.9924458024583624,0.9532302442648102,16.0,-2.010044273997386,0.8000836699938974,16.0,-1.2705821297598503,1.222436026102534,16.0
400,400,BUD21,141.3125,68.8309220723748,16.0,0.3442086427636797,0.1247659776028112,16.0,165.6875,69.99306513267344,16.0,0.4812638059497846,0.0762517406401572,16.0,-1.52759820109061,0.8857955474701801,16.0,-0.6299857490717518,1.2109127451296662,16.0,-1.3215065426674864,0.8381102309400974,16.0,-0.7897033563597454,1.0555084475803744,16.0
401,401,BUD22,130.0,21.283796653792763,15.0,0.3771913513716483,0.0600994673325975,15.0,146.13333333333333,20.538697505881316,15.0,0.5157573607891794,0.040827935254972,15.0,-1.704661062283184,0.3556136479531161,15.0,-0.4955288287097908,0.7322351171854705,15.0,-1.5102181211333665,0.3382901101115837,15.0,-0.2289301888140495,0.6092012977749341,15.0
402,402,BUD23,215.0625,143.11509063221342,16.0,0.3682778597802525,0.0713390230525579,16.0,256.75,147.48401043276974,16.0,0.5053037458318824,0.079712544461251,16.0,-1.202793330845433,1.2949693634796562,16.0,-0.7057770274825995,0.940846321223463,16.0,-1.1441018916750427,1.1589783943012144,16.0,-0.5639397935863859,0.9743449393511928,16.0
403,403,BUD25,66.33333333333333,22.67681845493532,15.0,0.2267084044560934,0.072655595110625,15.0,64.6,34.3611075823483,15.0,0.2826725661210731,0.0281539265948826,15.0,-2.7227454002316005,0.4258281537511492,15.0,-2.522346333070117,1.0816340553990116,15.0,-2.7083602212110995,0.4539192103412699,15.0,-5.076749500228119,1.094106768754668,15.0
404,404,BUD26,309.1333333333333,95.77120553446017,15.0,0.4099895616516788,0.0615283538931771,15.0,364.6,108.77355245778136,15.0,0.5311411868747288,0.0514066776935981,15.0,-0.0342995029450437,1.0616450616225388,15.0,-0.0182741672408349,0.7496764809484434,15.0,-0.0409482399730639,0.9317581850215731,15.0,-0.1413946959402457,0.608324060666755,15.0
405,405,BUD27,142.5,66.7203117498712,16.0,0.3278966417139492,0.0505933259435989,16.0,157.125,63.08499557475349,16.0,0.470893640722645,0.0613504477261018,16.0,-1.5301956655023887,0.82379544396391,16.0,-1.1673395144651495,0.690398903081423,16.0,-1.333831912661591,0.7936613094250875,16.0,-1.1526832703580328,0.7358433984716883,16.0
406,406,BUD28,284.7142857142857,79.13516049376298,14.0,0.4274248850896261,0.0595642085459613,14.0,290.7142857142857,67.85666859290598,14.0,0.5464291326554458,0.0411314271119485,14.0,0.7740808255499223,0.6562950324117279,14.0,0.2967117747072234,0.5426339923519778,14.0,0.6681042392584684,0.6318736767735187,14.0,0.2804645332790242,0.585617576593444,14.0
407,407,BUD3,235.0625,42.95807064258511,16.0,0.4311082955554696,0.0379110150847266,16.0,244.1875,40.46763109778811,16.0,0.5546151824326357,0.0368456155051165,16.0,0.0573163218799889,0.3540737814716462,16.0,0.3443911234055037,0.4598202559834029,16.0,-0.0021855331481126,0.4438533720584174,16.0,0.5458654326268938,0.5304119379971275,16.0
408,408,BUD30,151.07692307692307,50.92062702294873,13.0,0.34870930579922,0.0826108351534845,13.0,171.69230769230768,51.870647793950894,13.0,0.4666126495188581,0.0933933355374114,13.0,-1.465738370891155,0.7899666100985572,13.0,-0.9072176262410624,1.183305463932898,13.0,-1.3158853480373949,0.7723952538717647,13.0,-1.0540746520936737,1.526084505282389,13.0
409,409,BUD31,70.4,18.161008293104825,10.0,0.2749985179000734,0.1101548779755157,10.0,81.9,33.46789506377717,10.0,0.443996992570573,0.0563268678050476,10.0,-2.7484138557823927,0.4341969098235645,10.0,-1.5753507507892994,1.208947030286719,10.0,-2.512017680793012,0.5476378614215469,10.0,-1.5102355959737848,0.7322608195877565,10.0
410,410,BUD32,156.125,43.01453242800624,16.0,0.3348656394253423,0.1083985515468417,16.0,169.6875,38.14134895359628,16.0,0.509055395507827,0.0374026982671924,16.0,-1.2650401818766364,0.4842144679564088,16.0,-0.9580873602638156,1.0020846907085357,16.0,-1.1005320753261283,0.4834335327925344,16.0,-0.4809759295038451,0.6523559163320028,16.0
