ORF	hap a | growth (culture turbidity) | NaD1 [4 uM] | Bleackley MR~Anderson MA, 2014
YMR255W	-101.963
YML131W	-101.964
YDR138W	-101.964
YPL222W	-101.964
YGR042W	-101.964
YCR073C	-101.966
YHR032W	-101.966
YAL029C	-101.967
YLR429W	-101.967
YMR225C	-101.967
YHR207C	-101.968
YKL184W	-101.971
YCL002C	-102.237
YKL155C	-101.971
YPL193W	-101.971
YGL165C	-101.972
YER097W	-101.973
YOL129W	-101.974
YOL109W	-101.975
YLR099C	-101.976
YDL036C	-103.946
YNL166C	-101.980
YDL127W	-101.981
YAL004W	-101.981
YGR160W	-101.981
YNL054W	-101.981
YLR292C	-101.982
YKR051W	-101.982
YDR227W	-101.985
YBR233W	-101.985
YIR043C	-101.985
YMR201C	-101.987
YHR041C	-101.987
YGL205W	-101.989
YKR024C	-101.989
YOR038C	-101.989
YGL227W	-101.990
YLR020C	-101.991
YKR007W	-101.992
YGL158W	-101.993
YLR391W	-101.993
YIL014W	-101.999
YDR276C	-101.999
YML035C	-102.299
YMR030W	-102.000
YPL138C	-102.000
YDR436W	-102.001
YMR068W	-102.005
YPL167C	-102.006
YDR319C	-102.006
YHR199C	-102.009
YNL209W	-102.011
YOL110W	-102.011
YJL128C	-102.011
YJR129C	-102.012
YGR169C-A	-102.013
YJR126C	-102.013
YHL026C	-102.015
YBR300C	-102.016
YPL137C	-102.016
YBL075C	-102.017
YGR127W	-102.017
YMR024W	-102.018
YJR119C	-102.020
YDR107C	-102.020
YBR214W	-102.021
YOR371C	-102.021
YLR150W	-102.024
YLL044W	-102.025
YGL188C-A	-102.026
YLR079W	-102.027
YGR284C	-102.027
YMR189W	-102.029
YDR317W	-102.029
YCR071C	-102.030
YML116W	-102.031
YMR241W	-102.032
YBR171W	-102.034
YOL037C	-102.036
YBR169C	-102.038
YGR252W	-102.039
YOR030W	-102.039
YNL328C	-102.040
YGR163W	-102.041
YGR224W	-102.041
YMR115W	-102.042
YOR360C	-102.043
YGL156W	-102.045
YOR314W	-102.046
YHR178W	-102.047
YDR283C	-102.048
YMR221C	-102.048
YBR090C	-102.048
YER063W	-102.048
YNL298W	-102.049
YGL226C-A	-102.052
YOL036W	-102.052
YLR315W	-102.052
YJR030C	-102.052
YCR063W	-102.055
YGR226C	-102.056
YBR204C	-102.057
YBL103C	-102.057
YIL073C	-102.057
YCR060W	-102.057
YLR104W	-102.059
YLR303W	-102.059
YJL089W	-102.061
YBR267W	-102.063
YJR047C	-102.064
YNL065W	-102.064
YJL147C	-102.064
YOL095C	-102.065
YPL273W	-102.066
YNL333W	-102.068
YER074W	-102.069
YPR121W	-102.070
YFR038W	-102.753
YPL121C	-102.072
YCR087C-A	-102.072
YHR161C	-102.073
YLR039C	-102.074
YGR152C	-102.075
YIL023C	-102.075
YHL037C	-102.075
YPL184C	-102.076
YGR130C	-102.076
YDR273W	-102.076
YOR020W-A	-102.077
YGL228W	-102.078
YGR257C	-102.078
YCR081W	-102.079
YGR084C	-102.079
YAL035W	-102.080
YIR023W	-102.080
YIL111W	-102.086
YJL020C	-102.622
YEL030W	-102.087
YJL214W	-102.088
YOR384W	-102.089
YDR169C-A	-102.089
YDL211C	-102.092
YER040W	-102.094
YDR048C	-102.095
YML066C	-102.095
YGR153W	-102.095
YOR052C	-102.095
YBR189W	-102.097
YDR525W	-102.099
YOL007C	-102.099
YJL130C	-102.099
YPR053C	-102.100
YMR060C	-102.100
YDR262W	-102.101
YDR519W	-102.101
YPR046W	-102.102
YPL059W	-102.102
YEL054C	-102.102
YIL136W	-102.102
YDR090C	-102.456
YPR021C	-102.103
YHL040C	-102.103
YER020W	-102.104
YBR229C	-102.105
YMR083W	-102.106
YOL017W	-102.107
YLR280C	-102.107
YER035W	-102.108
YKR058W	-102.108
YNL099C	-102.112
YDL001W	-102.113
YPL148C	-102.114
YPL051W	-102.114
YJL062W-A	-102.119
YOR324C	-102.121
YCR007C	-102.121
YOL150C	-102.122
YBL079W	-102.122
YLR194C	-102.825
YOR002W	-102.123
YNL276C	-102.125
YGL135W	-102.126
YOL159C	-102.126
YPL060W	-102.127
YOL029C	-102.128
YPL199C	-102.128
YDL107W	-102.129
YDR347W	-102.130
YAL011W	-102.130
YDL135C	-102.131
YER140W	-102.132
YBR108W	-102.132
YDR524W-A	-102.133
YDR051C	-102.133
YDR130C	-102.133
YGL141W	-102.134
YDR078C	-102.136
YDL213C	-102.136
YDR034W-B	-102.137
YJR094C	-102.140
YDR220C	-102.140
YMR086W	-102.140
YFR040W	-102.141
YNL277W-A	-102.141
YMR242W-A	-102.142
YDL155W	-102.142
YJR001W	-102.143
YLL053C	-102.144
YIL133C	-102.144
YPL166W	-102.145
YPR070W	-102.145
YML118W	-102.145
YMR187C	-102.145
YER047C	-102.147
YML029W	-102.147
YGL175C	-102.147
YGL046W	-102.148
YGL039W	-102.150
YGL152C	-102.151
YBR133C	-102.800
YOL115W	-102.153
YGR036C	-102.154
YOL055C	-102.155
YJR120W	-102.155
YIL071C	-102.159
YNL206C	-102.161
YMR118C	-102.161
YPR101W	-102.162
YOR153W	-102.163
YJR099W	-102.164
YDL101C	-102.166
YDL204W	-102.166
YDR010C	-102.169
YCL047C	-102.169
YNL079C	-102.169
YER048C	-102.169
YBR078W	-102.170
YMR150C	-102.171
YPL274W	-102.171
YMR303C	-102.171
YAL066W	-102.172
YOR288C	-102.172
YDR127W	-102.172
YOL052C	-102.172
YPR139C	-102.173
YJR088C	-102.173
YHR026W	-102.173
YLL028W	-102.173
YLL047W	-102.175
YPL104W	-102.175
YLR092W	-102.180
YIR021W-A	-102.180
YGR162W	-102.180
YDL189W	-102.180
YJR091C	-102.181
YPL098C	-102.181
YBR165W	-102.183
YDR358W	-102.184
YKR061W	-102.185
YJR033C	-102.185
YBR287W	-102.185
YFR048W	-102.188
YNL173C	-102.191
YDL052C	-102.192
YMR075W	-102.193
YJR094W-A	-102.195
YOL126C	-102.195
YJR026W	-102.196
YKR094C	-102.197
YLR426W	-102.197
YBR163W	-102.199
YJR051W	-102.200
YMR244W	-102.200
YMR272W-B	-102.202
YBR128C	-102.202
YDR521W	-102.204
YJR140C	-102.205
YOL097W-A	-102.205
YDR263C	-102.209
YJR113C	-102.209
YOR067C	-102.210
YMR063W	-102.213
YJR137C	-102.214
YOL068C	-102.215
YPL152W	-102.216
YOL023W	-102.218
YOR096W	-102.218
YKL023W	-102.219
YGL062W	-102.219
YBR081C	-102.220
YPR108W-A	-102.220
YLR082C	-102.221
YAL012W	-102.222
YPL120W	-102.223
YPR141C	-102.611
YMR141C	-102.227
YBL005W	-102.227
YBR282W	-102.228
YOL117W	-102.230
YLR248W	-102.230
YPL139C	-102.232
YDR043C	-102.233
YOR017W	-102.234
YNL208W	-102.234
YPR063C	-102.235
YIL086C	-102.235
YDL234C	-102.236
YOL057W	-102.240
YHL029C	-102.241
YCR088W	-102.241
YJR109C	-102.241
YKL215C	-102.242
YKR069W	-102.243
YBR277C	-102.243
YPR159W	-102.244
YBR025C	-102.244
YPL264C	-102.244
YNL082W	-102.245
YNL097C	-102.247
YPL004C	-102.247
YGL006W	-102.248
YER046W-A	-102.249
YPL050C	-102.249
YGL162W	-102.250
YDL178W	-102.251
YBR215W	-102.252
YHR007C-A	-102.252
YOR016C	-102.253
YMR285C	-102.254
YER066W	-102.254
YNL303W	-102.254
YNL072W	-102.255
YJR038C	-102.256
YCR090C	-102.256
YPR002W	-102.257
YBR022W	-102.257
YFR047C	-102.258
YJR084W	-102.260
YML128C	-102.261
YMR148W	-102.261
YMR156C	-102.262
YML012W	-102.262
YPR196W	-102.263
YLR438W	-102.264
YLR124W	-102.264
YKR089C	-102.265
YIL134W	-102.265
YJL052W	-102.265
YBR157C	-103.473
YDL095W	-102.266
YOR382W	-102.266
YMR318C	-102.267
YEL017W	-102.267
YMR054W	-102.267
YAL067C	-102.268
YCR028C	-102.270
YOR042W	-102.271
YBR266C	-102.271
YDR399W	-102.271
YNL293W	-102.271
YDL047W	-102.272
YKR035C	-102.272
YCL069W	-102.272
YDL231C	-102.272
YFR022W	-102.274
YBR262C	-102.274
YDL091C	-102.275
YJR135C	-102.275
YMR306C-A	-102.275
YML101C	-102.276
YDR133C	-102.276
YLR396C	-102.278
YPL212C	-102.279
YLR436C	-102.280
YIL099W	-102.282
YOR085W	-102.283
YBR001C	-102.284
YLR296W	-102.284
YBR178W	-102.285
YNL190W	-102.286
YDL142C	-102.286
YML051W	-102.288
YGR032W	-102.290
YGL104C	-102.854
YIL108W	-102.292
YDR018C	-102.293
YIR032C	-102.294
YOL104C	-102.294
YBR244W	-102.296
YKL011C	-102.296
YOR332W	-102.297
YER156C	-102.300
YOL137W	-102.300
YDR055W	-102.301
YER086W	-102.301
YIR031C	-102.302
YBR205W	-102.302
YDR457W	-102.302
YDL118W	-102.306
YER011W	-102.306
YDR532C	-102.306
YDR363W	-102.308
YOL138C	-102.308
YGR290W	-102.309
YNL042W-B	-102.310
YCR014C	-102.311
YML102W	-102.312
YLR299W	-102.313
YLR017W	-102.314
YGL151W	-102.314
YDR382W	-102.314
YNL016W	-102.314
YMR193C-A	-102.316
YAR050W	-102.317
YFL048C	-102.318
YNR070W	-102.319
YLR023C	-102.320
YHR125W	-102.320
YDR179W-A	-102.981
YOL009C	-102.322
YHL036W	-102.322
YGR121C	-102.325
YNL327W	-102.325
YOR083W	-102.325
YBR105C	-103.406
YMR230W	-102.327
YDL117W	-102.327
YDL056W	-102.328
YJR130C	-102.328
YAL059W	-102.329
YBR007C	-102.330
YJL007C	-102.331
YJR097W	-102.332
YMR053C	-102.332
YMR164C	-102.333
YNL329C	-102.333
YJL215C	-102.334
YMR008C	-102.335
YIL122W	-102.335
YPL073C	-102.335
YDL119C	-102.336
YPR100W	-102.336
YJL132W	-102.773
YPL096C-A	-102.337
YDR217C	-102.337
YCR082W	-102.337
YIL139C	-102.341
YJR144W	-102.343
YAL044W-A	-102.343
YOL054W	-102.345
YDR026C	-102.345
YDL154W	-102.345
YNL014W	-102.347
YDR104C	-102.348
YCR065W	-102.348
YDR304C	-102.348
YJL084C	-102.349
YDR401W	-102.350
YDL167C	-102.350
YLR221C	-102.351
YLR084C	-103.231
YNL279W	-102.352
YIR002C	-102.353
YKL120W	-102.353
YMR102C	-102.354
YOR352W	-102.354
YMR237W	-102.354
YMR105C	-102.354
YKL214C	-102.354
YPL152W-A	-102.356
YDL134C-A	-102.357
YGR161C	-102.358
YMR299C	-102.358
YOL016C	-102.361
YGR107W	-102.361
YAL024C	-102.362
YJL068C	-102.363
YOL086W-A	-102.368
YBR228W	-102.369
YJL216C	-102.370
YOL071W	-102.371
YGR180C	-104.130
YLR447C	-102.372
YER081W	-102.373
YGL153W	-102.373
YLR093C	-102.374
YGR276C	-102.375
YNL271C	-102.377
YGR230W	-102.377
YMR106C	-102.379
YGR049W	-102.379
YDL237W	-102.379
YCR102C	-102.380
YJL077W-B	-102.382
YML054C	-102.382
YGR038W	-102.383
YER007W	-102.732
YIL042C	-102.386
YBR068C	-102.388
YIL034C	-102.389
YNL288W	-102.390
YLR055C	-102.392
YER166W	-102.392
YFR044C	-102.392
YJR080C	-102.393
YLR435W	-102.393
YDR351W	-102.393
YNL230C	-102.394
YDR182W-A	-102.394
YIL100W	-102.394
YKR072C	-102.394
YKR032W	-102.397
YIR021W	-102.398
YOR012W	-102.399
YOL031C	-102.399
YKL074C	-102.400
YDL242W	-102.402
YAL055W	-102.402
YGL163C	-102.403
YPL062W	-102.406
YGL058W	-102.406
YOR337W	-102.406
YIL001W	-102.406
YOR327C	-102.407
YMR055C	-102.407
YBR206W	-102.408
YDL149W	-102.410
YMR269W	-102.594
YBR084W	-102.411
YNR058W	-102.411
YIL027C	-102.412
YIR038C	-102.412
YMR304W	-102.412
YLR102C	-102.414
YKL216W	-102.416
YLR427W	-102.416
YKR104W	-102.417
YNL141W	-102.418
YER144C	-102.419
YLR108C	-102.419
YER187W	-102.421
YOR307C	-102.421
YNL011C	-102.421
YIL120W	-102.423
YCR047C	-102.424
YNR014W	-102.427
YML058W	-102.428
YPR039W	-102.428
YIL046W-A	-102.429
YML026C	-102.429
YMR041C	-102.429
YLR013W	-102.430
YOL060C	-102.431
YDR099W	-102.431
YBL071C-B	-102.431
YGR122C-A	-102.433
YFR021W	-102.433
YDR089W	-102.434
YIL006W	-102.434
YPL106C	-102.434
YMR182C	-102.434
YJL047C-A	-102.434
YJR146W	-102.434
YBR149W	-102.435
YLR168C	-102.438
YPL245W	-102.438
YDL113C	-102.440
YKR013W	-102.441
YDR093W	-102.442
YDR205W	-102.442
YDR336W	-102.443
YOR061W	-102.443
YOR313C	-102.443
YIL140W	-102.443
YEL049W	-102.445
YGR263C	-102.447
YCR077C	-102.448
YGR196C	-102.451
YOL158C	-102.451
YCR075C	-102.451
YJR151C	-102.454
YMR250W	-102.454
YDL157C	-102.456
YOR058C	-102.457
YKL217W	-102.458
YJL053W	-102.459
YPL056C	-102.459
YML011C	-102.459
YHR050W	-102.460
YFR054C	-102.461
YMR075C-A	-102.461
YML097C	-102.462
YFL028C	-102.462
YDL100C	-102.463
YBR115C	-102.463
YGR026W	-102.464
YER056C-A	-102.464
YER073W	-102.464
YGL186C	-102.465
YPL066W	-102.466
YBR296C-A	-102.469
YGR035W-A	-102.470
YOL140W	-102.471
YBL029W	-102.471
YPR122W	-102.472
YEL025C	-102.472
YDL041W	-102.473
YDL190C	-102.475
YDR126W	-102.477
YOR303W	-102.715
YIL025C	-102.478
YNL165W	-102.478
YLR304C	-102.478
YMR158W-A	-102.479
YPR171W	-102.479
YOR339C	-102.480
YLR421C	-102.484
YNL280C	-102.768
YDR287W	-102.492
YOR296W	-102.495
YOR344C	-102.496
YPL099C	-102.496
YDL227C	-102.496
YPL038W-A	-102.497
YKR092C	-102.497
YDL106C	-102.497
YOR317W	-102.497
YMR082C	-102.500
YLR025W	-102.502
YKL007W	-102.504
YBR261C	-102.507
YLR080W	-102.509
YLR428C	-102.509
YNL213C	-102.509
YMR129W	-102.510
YMR023C	-102.512
YOR097C	-102.512
YCR032W	-102.512
YEL024W	-102.513
YNR033W	-102.514
YJR061W	-102.515
YMR171C	-102.515
YFL015C	-102.517
YML074C	-102.517
YBR023C	-102.521
YER005W	-102.522
YLR107W	-102.522
YDR424C	-102.523
YPL111W	-102.523
YMR025W	-102.524
YOL046C	-102.525
YDR058C	-102.526
YBR298C	-102.527
YPL226W	-102.529
YMR233W	-102.529
YEL011W	-102.529
YGR220C	-102.529
YMR267W	-102.530
YGL146C	-102.530
YOR071C	-102.531
YBR069C	-102.533
YDR285W	-102.535
YCL013W	-102.536
YLR053C	-102.536
YGR056W	-102.537
YDR131C	-102.537
YGR125W	-102.540
YMR122C	-102.540
YLR322W	-102.544
YJR095W	-102.545
YHR109W	-102.546
YDL134C	-102.548
YHR168W	-102.548
YNR072W	-102.549
YGL035C	-102.551
YML013C-A	-102.552
YBR221C	-102.552
YOR300W	-102.694
YGL160W	-102.553
YLR036C	-102.555
YBR162C	-102.555
YDR321W	-102.557
YNL030W	-102.558
YDR144C	-102.560
YDR422C	-102.561
YOL151W	-102.685
YJL177W	-102.563
YKR066C	-102.564
YBR242W	-102.565
YGR221C	-102.566
YPL110C	-102.570
YDR229W	-102.573
YIL036W	-102.574
YER069W	-102.574
YJL058C	-102.575
YLL018C-A	-102.576
YCR005C	-102.576
YJR122W	-102.576
YER162C	-102.577
YBR181C	-102.578
YIL032C	-102.582
YIL164C	-102.583
YJL021C	-102.583
YGR040W	-102.583
YDR246W-A	-102.583
YDR284C	-102.584
YOR121C	-102.584
YOR086C	-102.586
YNL242W	-102.587
YNL008C	-102.588
YIL043C	-102.588
YMR172W	-102.589
YHR121W	-102.589
YJR020W	-102.589
YGR182C	-102.590
YLL061W	-102.590
YDR022C	-102.591
YML071C	-102.592
YKR067W	-102.592
YPR148C	-102.592
YBR180W	-102.593
YOR367W	-102.597
YDR448W	-104.996
YIR035C	-102.602
YBL051C	-102.603
YDR360W	-102.605
YPL236C	-102.605
YLR011W	-102.606
YMR101C	-102.606
YER123W	-102.608
YBL007C	-102.609
YGL095C	-102.609
YDL232W	-102.610
YOL152W	-102.858
YDR005C	-102.611
YGL032C	-103.545
YDR264C	-102.613
YER060W	-102.615
YGR028W	-102.615
YCL026C-A	-102.615
YKR012C	-102.616
YMR319C	-102.618
YOR345C	-102.618
YDL230W	-102.618
YMR155W	-102.620
YBR231C	-102.622
YNL096C	-102.839
YML008C	-102.628
YPR030W	-102.629
YOL008W	-102.629
YDR340W	-102.630
YGR288W	-102.630
YDR027C	-102.630
YKL069W	-102.631
YKL062W	-102.631
YBR284W	-102.632
YFR041C	-102.632
YIL131C	-102.634
YGL198W	-102.634
YLR281C	-102.634
YBR020W	-103.368
YDR300C	-102.636
YBR278W	-102.637
YOL047C	-102.638
YLR032W	-102.639
YDR120C	-102.639
YDR008C	-102.639
YPL250C	-102.640
YDR111C	-102.642
YNL196C	-102.642
YDL112W	-102.644
YDR421W	-102.645
YJL071W	-102.647
YKR015C	-102.647
YEL040W	-102.648
YMR020W	-102.649
YLR262C-A	-102.650
YPR036W	-102.650
YMR294W	-102.651
YOR006C	-102.657
YBR027C	-102.657
YDL168W	-102.658
YJL092W	-102.658
YIL110W	-102.658
YJR035W	-102.659
YCR089W	-102.659
YMR010W	-102.661
YDR199W	-102.662
YLL063C	-102.664
YIL056W	-102.664
YBR072C-A	-102.665
YLR449W	-102.666
YGR171C	-102.666
YKR041W	-102.666
YOR180C	-102.667
YLR290C	-102.667
YNL265C	-102.668
YKR093W	-102.668
YGL041C	-102.670
YNL125C	-102.670
YNL154C	-102.671
YHL016C	-102.672
YJL048C	-102.673
YIL160C	-102.675
YLR283W	-102.676
YLR285W	-102.676
YBL048W	-102.677
YGL174W	-102.677
YGL027C	-102.677
YJL056C	-102.679
YDR143C	-102.679
YJL059W	-103.138
YDR265W	-102.682
YDR233C	-102.683
YKR059W	-102.686
YLL057C	-102.686
YBR024W	-102.687
YNL117W	-102.687
YGL118C	-102.688
YPR188C	-102.690
YDR438W	-102.691
YIR003W	-102.691
YGL144C	-102.695
YNL169C	-102.695
YDR072C	-102.695
YNL252C	-102.695
YLR437C	-102.695
YLR352W	-102.696
YDL169C	-102.700
YNL057W	-102.700
YNL167C	-102.700
YDR414C	-102.702
YKR073C	-102.702
YJL162C	-102.702
YMR121C	-102.704
YLR333C	-102.704
YPR147C	-102.705
YDR112W	-102.706
YLR349W	-102.708
YJL055W	-102.708
YLR361C	-102.708
YHR050W-A	-102.709
YPL220W	-102.709
YNL339C	-102.712
YMR232W	-102.714
YBR230W-A	-102.714
YPR065W	-102.714
YMR032W	-105.321
YPR135W	-102.717
YMR184W	-102.719
YBR008C	-102.722
YOR325W	-102.722
YLR119W	-102.722
YOL032W	-102.723
YJR150C	-102.724
YDL210W	-102.724
YLR095C	-102.726
YDR458C	-102.727
YGR050C	-102.727
YMR283C	-102.728
YLL055W	-102.730
YNR071C	-102.730
YIL098C	-102.732
YCR036W	-102.733
YPL113C	-102.733
YAL060W	-102.735
YML095C	-102.736
YHR034C	-102.737
YNL291C	-102.737
YER093C-A	-102.738
YMR127C	-102.739
YNL300W	-102.739
YLL045C	-102.739
YHR182W	-102.739
YEL016C	-102.741
YOR011W	-102.741
YGL140C	-102.742
YOL033W	-102.743
YDR305C	-102.743
YMR133W	-102.743
YDL184C	-102.743
YOR140W	-102.744
YPL216W	-102.744
YBL013W	-102.746
YBR249C	-102.746
YJL049W	-102.749
YIL065C	-102.749
YMR153C-A	-102.749
YDL099W	-102.749
YOL013W-A	-102.750
YOR330C	-102.752
YDL188C	-102.754
YLR113W	-102.754
YLR052W	-102.755
YDR079W	-102.757
YHR114W	-102.757
YJR025C	-102.757
YPL045W	-102.758
YML057W	-102.761
YLR369W	-102.761
YIL135C	-102.763
YBL001C	-102.765
YGR229C	-102.766
YDR146C	-102.766
YCL005W	-102.766
YMR119W	-102.767
YKL029C	-102.768
YMR006C	-102.769
YDR474C	-102.769
YJL116C	-102.770
YMR310C	-102.772
YBR043C	-102.773
YBR146W	-102.774
YLR049C	-102.777
YPL112C	-102.777
YBR134W	-102.779
YDR011W	-102.779
YKR075C	-102.779
YGR159C	-102.780
YCL048W	-102.781
YMR287C	-102.782
YOR302W	-103.311
YOR299W	-102.783
YIL064W	-102.783
YER001W	-102.784
YJL148W	-102.784
YOR297C	-102.787
YEL031W	-102.787
YEL013W	-102.787
YER098W	-102.788
YHR045W	-102.789
YPR042C	-102.789
YNL314W	-102.789
YHL033C	-102.790
YLL058W	-102.791
YPL259C	-102.792
YHR192W	-102.792
YBR251W	-102.793
YMR056C	-102.796
YOR001W	-102.797
YBR148W	-102.800
YIL077C	-102.801
YBR250W	-102.801
YDL038C	-102.802
YMR126C	-102.803
YPR013C	-102.803
YOR144C	-102.804
YOR320C	-102.805
YHL013C	-102.807
YDL130W	-102.808
YPL102C	-102.809
YFL054C	-102.810
YBR041W	-102.810
YPR020W	-102.810
YLL042C	-102.812
YGR255C	-102.812
YIL101C	-102.814
YLR404W	-102.815
YFL043C	-102.815
YPL215W	-102.815
YDR110W	-102.818
YGL157W	-102.819
YLR307W	-102.820
YDR237W	-102.820
YHR061C	-102.821
YPL258C	-102.822
YJR008W	-102.823
YBR281C	-102.823
YOL081W	-102.823
YMR264W	-102.823
YEL028W	-102.824
YHR124W	-102.824
YGR008C	-102.824
YKL001C	-102.826
YOR179C	-102.827
YNL012W	-102.829
YMR275C	-102.830
YMR100W	-102.830
YGL132W	-102.831
YIL054W	-102.831
YOL025W	-102.831
YJL115W	-102.831
YML121W	-102.831
YLR448W	-102.832
YJR062C	-102.832
YLR288C	-102.832
YEL015W	-102.832
YGR062C	-103.048
YDL226C	-102.835
YDR003W	-102.835
YMR132C	-102.836
YCR102W-A	-102.837
YHR039C	-102.837
YJR021C	-102.839
YDR345C	-102.839
YDR406W	-102.841
YLR431C	-102.843
YPR091C	-102.843
YDR391C	-102.844
YJR010C-A	-102.845
YIL127C	-102.846
YDR439W	-102.846
YIR018C-A	-102.847
YDR370C	-102.847
YOL020W	-102.847
YLR308W	-102.848
YKR074W	-102.849
YJR100C	-102.851
YHR179W	-102.851
YPL241C	-102.851
YOR368W	-102.852
YPR032W	-102.855
YOR112W	-102.856
YLR174W	-102.857
YOL125W	-102.857
YHR015W	-102.858
YMR044W	-102.859
YDR147W	-103.145
YOR376W	-102.864
YOR349W	-102.866
YML129C	-102.867
YPL064C	-102.868
YHL047C	-102.869
YAL014C	-102.870
YIL035C	-102.871
YIL103W	-102.876
YDL224C	-102.876
YPL061W	-102.876
YNL332W	-102.877
YBR207W	-102.877
YOL118C	-102.878
YCL029C	-102.878
YHR193C	-102.880
YPR174C	-102.881
YGR142W	-102.882
YBR226C	-102.883
YMR304C-A	-102.883
YCR053W	-102.884
YLR012C	-102.885
YDR377W	-102.887
YNL259C	-102.888
YKL055C	-102.889
YNL080C	-102.889
YLL041C	-102.889
YGR061C	-102.891
YBR245C	-102.891
YDR097C	-102.891
YDR400W	-102.893
YJR054W	-102.893
YCR087W	-102.895
YJR098C	-102.895
YDL238C	-102.895
YBR103W	-102.897
YNL214W	-102.899
YIL076W	-102.899
YFL003C	-102.899
YOR356W	-102.901
YPL017C	-102.901
YPR163C	-102.902
YDL089W	-102.904
YGR273C	-102.904
YLR047C	-102.906
YJL179W	-102.906
YMR313C	-102.906
YKR105C	-102.907
YPL038W	-102.908
YNL324W	-102.908
YPR006C	-102.910
YHR209W	-102.911
YDR079C-A	-102.911
YBR176W	-102.913
YDR222W	-102.913
YIR005W	-102.913
YOR275C	-102.914
YDR306C	-102.915
YLR136C	-102.916
YJR102C	-102.917
YKR056W	-102.917
YDR075W	-102.917
YGR045C	-102.917
YJL131C	-102.919
YKR052C	-102.919
YOR375C	-102.919
YDR411C	-102.920
YOR079C	-102.920
YNL087W	-102.921
YDR274C	-102.921
YGL036W	-102.923
YER178W	-102.925
YGR279C	-102.925
YFL036W	-102.926
YPL260W	-102.927
YKL032C	-102.927
YGR292W	-102.928
YEL071W	-102.930
YER076C	-102.931
YOL113W	-102.931
YDR354W	-102.933
YMR251W	-102.934
YNL176C	-102.938
YPL225W	-102.939
YNL316C	-102.940
YPL158C	-102.940
YDR423C	-102.940
YJR096W	-102.940
YDR036C	-102.940
YGL003C	-102.941
YJR135W-A	-102.944
YGR282C	-102.944
YDL082W	-102.945
YML103C	-102.945
YBR188C	-102.947
YJL012C-A	-102.947
YOR321W	-102.947
YDR334W	-102.948
YLR418C	-102.948
YKL002W	-103.721
YLL048C	-102.948
YOR354C	-102.952
YPR045C	-102.953
YER030W	-102.953
YMR271C	-102.954
YLR182W	-102.954
YLR332W	-103.551
YJL036W	-102.955
YDR135C	-102.955
YER088C	-102.957
YPL239W	-102.958
YDR337W	-102.958
YDR405W	-102.959
YEL068C	-102.959
YOR139C	-102.960
YFR057W	-102.960
YJR053W	-102.960
YIR037W	-102.960
YPL067C	-102.961
YMR292W	-102.961
YFL051C	-102.962
YOL052C-A	-102.963
YDL053C	-102.963
YDR359C	-102.964
YOR364W	-103.503
YMR238W	-102.966
YGR249W	-102.967
YPL195W	-102.968
YLR240W	-102.968
YJR049C	-102.969
YNL307C	-102.969
YLR031W	-102.970
YLL040C	-102.971
YGR124W	-102.971
YJL046W	-102.971
YHR046C	-102.972
YGR109C	-102.973
YDR296W	-102.973
YDR258C	-102.974
YLL056C	-102.975
YJR040W	-102.978
YDL116W	-102.979
YEL056W	-102.979
YBR258C	-102.979
YLR434C	-102.980
YJL137C	-102.980
YAL021C	-103.611
YHR157W	-102.980
YOR358W	-102.982
YER010C	-102.982
YMR219W	-102.983
YPL214C	-102.984
YJL192C	-102.984
YDL054C	-102.985
YLR450W	-102.987
YLR432W	-102.988
YIL161W	-102.988
YMR065W	-102.989
YAL049C	-104.271
YLR024C	-102.990
YPL034W	-102.992
YPR118W	-102.993
YJR015W	-102.993
YBL090W	-102.994
YMR305C	-102.994
YFR016C	-102.995
YPL261C	-102.995
YCL026C-B	-102.996
YKR076W	-102.997
YLR120C	-102.997
YER169W	-102.998
YDL239C	-102.998
YJR024C	-102.999
YDR134C	-103.002
YDR034C	-103.002
YER034W	-103.003
YPL096W	-103.004
YPR099C	-103.005
YIR019C	-103.005
YDL009C	-103.005
YDL024C	-103.007
YIR025W	-103.007
YHR077C	-103.009
YEL008W	-103.010
YJL060W	-103.010
YML030W	-103.012
YKR031C	-103.012
YOL019W	-103.012
YPR185W	-103.012
YPR001W	-103.013
YFR013W	-103.013
YNL294C	-103.014
YFL046W	-103.015
YJR070C	-103.016
YHR018C	-103.017
YHL017W	-103.018
YGR210C	-103.019
YDL187C	-103.019
YBR013C	-103.020
YHR176W	-103.020
YOR342C	-103.021
YLR225C	-103.023
YGR283C	-103.023
YHR149C	-103.023
YGR089W	-103.024
YNL171C	-103.024
YML052W	-103.024
YHR038W	-103.026
YJL017W	-103.026
YIR020C	-103.027
YDR049W	-103.029
YLR050C	-103.030
YNL162W	-103.175
YKR039W	-103.031
YLR040C	-103.032
YGL037C	-103.033
YIL052C	-103.033
YDL076C	-103.033
YDL171C	-103.033
YGR054W	-103.034
YDR387C	-103.035
YMR140W	-103.035
YPL207W	-103.036
YMR188C	-103.036
YJR050W	-103.036
YMR293C	-103.036
YCR062W	-103.037
YJR010W	-103.038
YMR312W	-103.039
YIL159W	-103.039
YMR119W-A	-103.040
YPL108W	-103.041
YGL028C	-103.041
YGR254W	-103.041
YOR138C	-103.042
YCR002C	-103.043
YDR084C	-103.043
YOR338W	-103.044
YEL072W	-103.046
YML120C	-103.046
YPL119C-A	-103.048
YBR126C	-103.048
YOR366W	-103.050
YGL109W	-103.053
YMR090W	-103.054
