orf	hap a | growth (culture turbidity) | NaD1 [4 uM] | Bleackley MR~Anderson MA, 2014
YDR200C	-100.94199305899852
YDR202C	-96.83908045977012
YDR203W	-98.87071651090342
YDR204W	-100.63742032245968
YDR205W	-102.44196563159483
YDR206W	-97.0464135021097
YDR207C	-101.59914712153517
YDR209C	-100.45719035743974
YDR210W	-99.9616122840691
YDR213W	-100.18832391713748
YDR214W	-100.3349460364719
YDR215C	-100.90786819098855
YDR216W	-103.08324768756422
YDR217C	-102.33735878457344
YDR218C	-101.67330677290836
YDR219C	-103.12
YDR220C	-102.13973799126639
YDR221W	-101.90174326465926
YDR222W	-102.91306326809284
YDR223W	-100.49638989169674
YDR225W	-98.89821615949633
YDR226W	-103.34760607240172
YDR227W	-101.98484301696138
YDR229W	-102.57339615802827
YDR230W	-101.38121546961325
YDR231C	-98.79969992498123
YDR233C	-102.68282128948508
YDR234W	-103.4965034965035
YDR237W	-102.82030620467366
YDR239C	-104.14634146341461
YDR241W	-103.29545454545455
YDR242W	-99.96251874062969
YDR244W	-103.82142857142857
YDR245W	-103.24532453245325
YDR246W-A	-102.58346581875995
YDR247W	-103.25174825174825
YDR248C	-103.12231452305929
YDR249C	-87.1421639980592
YDR250C	-103.96975425330814
YDR251W	-104.69330855018588
YDR252W	-104.49484536082471
YDR253C	-103.3446072904923
YDR254W	-104.43234836702955
YDR255C	-101.25
YDR256C	-103.64798796540052
YDR257C	-100.76045627376426
YDR258C	-102.97353553374964
YDR259C	-99.9732905982906
YDR260C	-101.59918339571281
YDR261C	-103.24580598103574
YDR262W	-102.10116731517512
YDR263C	-102.20897615708273
YDR264C	-102.61274158911952
YDR265W	-102.68169452001554
YDR266C	-101.19969040247679
YDR268W	-101.06735369893265
YDR269C	-103.36658354114712
YDR270W	-103.51839896707553
YDR271C	-103.57948139797068
YDR272W	-103.11495673671199
YDR273W	-102.07612456747404
YDR274C	-102.92143703118832
YDR275W	-101.74461766889382
YDR276C	-101.99907019990701
YDR277C	-72.58418740849196
YDR278C	-101.12891478514203
YDR279W	-100.58309037900874
YDR281C	-101.14401076716018
YDR282C	-103.18388564002599
YDR283C	-102.0475319926874
YDR284C	-102.5843050740624
YDR285W	-102.53481894150418
YDR286C	-103.5046035046035
YDR287W	-102.49204665959704
YDR289C	-103.16312697695436
YDR290W	-79.57692307692308
YDR291W	-100.3617945007236
YDR293C	-100.31601817104485
YDR294C	-100.36363636363636
YDR296W	-102.97306750612103
YDR297W	-70.11781506604784
YDR298C	-80.5329866753331
YDR300C	-102.6364193746168
YDR304C	-102.34839476813318
YDR305C	-102.74255381893246
YDR306C	-102.91462470982718
YDR307W	-101.93990110308103
YDR309C	-99.71326164874552
YDR310C	-100.37402244134648
YDR312W	-100.35663338088445
YDR313C	-99.74838245866282
YDR314C	-100.70684523809523
YDR315C	-101.44715814928253
YDR316W	-101.16558107644842
YDR317W	-102.02908353060533
YDR318W	-101.94378836278011
YDR319C	-102.00564971751412
YDR320C	-103.07242136064374
YDR321W	-102.55725190839694
YDR322C-A	-100.1905487804878
YDR322W	-99.63859775930611
YDR323C	-99.78494623655915
YDR326C	-98.65269461077844
YDR329C	-101.24172185430464
YDR330W	-100.8988764044944
YDR332W	-101.58618258724003
YDR333C	-101.18563685636856
YDR334W	-102.94751976994966
YDR335W	90.47619047619023
YDR336W	-102.44265713434615
YDR337W	-102.95758928571428
YDR338C	-103.12249799839873
YDR340W	-102.62968299711817
YDR344C	-103.32954975406734
YDR345C	-102.83933518005539
YDR346C	-103.48918353105374
YDR347W	-102.1297836938436
YDR348C	-101.58362302047121
YDR349C	-101.64594001463058
YDR350C	-101.48038490007403
YDR351W	-102.3932987634623
YDR352W	-103.35917312661498
YDR354W	-102.9328621908127
YDR357C	-103.23033707865167
YDR358W	-102.18438805011243
YDR359C	-102.96442687747036
YDR360W	-102.6047565118913
YDR363W	-102.30794592812398
YDR363W-A	-52.88505224897773
YDR364C	-106.7725752508361
YDR368W	-103.0700112317484
YDR369C	-104.26019239578561
YDR370C	-102.84658040665433
YDR371W	-103.33811916726489
YDR372C	-104.15197806502154
YDR374C	-100.73019350127782
YDR375C	-103.51079136690646
YDR377W	-102.88730208009935
YDR378C	-104.4483209768862
YDR379C-A	-99.5279307631786
YDR379W	-103.41807909604519
YDR380W	-104.47993767043242
YDR382W	-102.31404958677686
YDR383C	-103.816499614495
YDR384C	-103.77842993396918
YDR385W	-103.54558610709117
YDR386W	-103.8091419406576
YDR387C	-103.03495966192855
YDR388W	-105.02024291497976
YDR389W	-103.48475420037335
YDR391C	-102.84360189573461
YDR392W	-105.20977408944215
YDR393W	-104.71001757469243
YDR395W	-100.0
YDR399W	-102.27091633466136
YDR400W	-102.8927458834001
YDR401W	-102.34976887519261
YDR402C	-101.25600295530108
YDR403W	-101.75898203592814
YDR405W	-102.95878830574145
YDR406W	-102.84090909090908
YDR408C	-107.18105423987777
YDR409W	-104.24392253811288
YDR410C	-103.25831373866308
YDR411C	-102.92028413575376
YDR414C	-102.70157938487114
YDR415C	-101.69811320754718
YDR417C	-101.3147273816979
YDR418W	-101.64072360117795
YDR419W	-101.14601018675722
YDR420W	-103.81447767663632
YDR421W	-102.6450848795894
YDR422C	-102.5611620795107
YDR423C	-102.93994120117598
YDR424C	-102.52270433905146
YDR425W	-103.65053322395408
YDR426C	-104.88313856427378
YDR428C	-103.66355140186919
YDR430C	-103.66002440016267
YDR431W	-101.06257378984651
YDR432W	-100.05455537370432
YDR433W	-100.06579477167713
YDR435C	-101.15768463073853
YDR436W	-102.00080032012806
YDR438W	-102.69058295964126
YDR439W	-102.84617844579469
YDR440W	-103.27044025157232
YDR441C	-104.31654676258995
YDR442W	-92.608
YDR443C	-101.65706051873198
YDR444W	-99.54163483575246
YDR445C	-101.81445712613404
YDR446W	-103.38628762541806
YDR447C	-101.39697322467987
YDR448W	-104.99554023250855
YDR450W	-103.16133720930232
YDR451C	-103.54046242774567
YDR452W	-100.06816632583504
YDR453C	-104.1061046511628
YDR455C	-105.25739320920044
YDR456W	-105.07285483000541
YDR457W	-102.30185718022496
YDR458C	-102.72695892302382
YDR459C	-101.60305343511449
YDR461W	-98.62504645113341
YDR462W	-101.86757215619693
YDR463W	-91.0158013544018
YDR465C	-100.2241314904744
YDR466W	-101.15107913669064
YDR467C	-101.51975683890578
YDR469W	-101.37614678899081
YDR470C	-101.51975683890578
YDR471W	-99.67020886771711
YDR475C	-102.59927508378242
YDR476C	-103.43118566526879
YDR477W	-100.04137360364086
YDR479C	-101.93621867881548
YDR480W	-101.39805825242718
YDR481C	-101.06257378984654
YDR482C	-100.93914350112698
YDR483W	-100.73901205756515
YDR484W	-101.51515151515152
YDR485C	-102.77775024203915
YDR486C	-99.91896272285251
YDR488C	-100.30429821224803
YDR490C	-101.56958493198465
YDR491C	-100.66500415627597
YDR492W	-103.17164179104479
YDR493W	-99.10220994475138
YDR494W	-101.08353722474659
YDR495C	-101.00565681961031
YDR496C	-100.72325846973736
YDR497C	-100.27100271002709
YDR500C	-99.28020390202187
YDR501W	-102.55425931676034
YDR502C	-100.59171597633136
YDR503C	-99.06542056074767
YDR504C	-99.91779695848746
YDR505C	-101.65152766308833
YDR506C	-101.56279074094749
YDR507C	-92.91970802919707
YDR508C	-103.30414012738855
YDR509W	-101.62755488266464
YDR511W	-100.71149057274991
YDR512C	-100.35498414527324
YDR513W	-99.58557811852465
YDR514C	-99.4367417677643
YDR515W	-103.20536712635109
YDR516C	-64.04367469879519
YDR517W	-97.92217604835662
YDR518W	-103.14791737309031
YDR519W	-102.10116731517512
YDR520C	-101.57853196527229
YDR521W	-102.20440881763525
YDR522C	-103.26900354470263
YDR523C	-98.6495611073599
YDR524C	-103.43364197530865
YDR524C-B	-100.19880715705764
YDR524W-C	-102.13270142180096
YDR525W	-102.09863588667368
YDR525W-A	-100.23273855702095
YDR528W	-101.88679245283016
YDR529C	-100.93859992178334
YDR530C	-101.21802679658953
YDR532C	-102.30632761679482
YDR533C	-101.12359550561798
YDR534C	-101.05263157894737
YDR535C	-98.51851851851853
YDR536W	-98.57965451055662
YDR537C	-103.70634354953671
YDR538W	-99.96200607902736
YDR539W	-99.69765684051397
YDR540C	-100.11240164855752
YDR541C	-99.74102848686644
YEL001C	-101.8695306284805
YEL003W	-101.86688311688312
YEL004W	-103.77162629757784
YEL005C	-103.24650811627029
YEL006W	-103.63774156877605
YEL007W	-104.63821892393321
YEL008W	-103.00952380952381
YEL009C	-101.77541056369286
YEL010W	-101.30581297388375
YEL011W	-102.52904989747095
YEL012W	-101.45691258524488
YEL013W	-102.78696268304203
YEL014C	-101.83451890677648
YEL015W	-102.8324154209284
YEL016C	-102.74126924521217
YEL017C-A	-103.65384615384616
YEL017W	-102.26691042047531
YEL020C	-103.15110098709188
YEL022W	-104.14201183431953
YEL023C	-104.60134867116224
YEL024W	-102.51308900523559
YEL025C	-102.47191011235954
YEL027W	-104.17070805043647
YEL028W	-102.8235294117647
YEL029C	-104.03926009815024
YEL030W	-102.08743599842455
YEL031W	-102.78688524590164
YEL033W	-82.7414537006306
YEL036C	21.15384615384592
YEL037C	-100.64223649414433
YEL038W	-103.36906584992343
YEL039C	-103.54914196567861
YEL040W	-102.64803236484002
YEL041W	-101.9272692158113
YEL042W	-103.57845064883995
YEL043W	-103.15750371471026
YEL044W	-104.36835891381347
YEL045C	-103.82978723404254
YEL046C	-103.56357237131544
YEL047C	-103.99680255795364
YEL048C	-103.76749192680302
YEL049W	-102.4450744153083
YEL050C	-103.78078390565383
YEL051W	120.93023255813951
YEL052W	-104.39607341015791
YEL053C	-103.4805890227577
YEL054C	-102.10198520825224
YEL056W	-102.97932001402033
YEL057C	-104.06868234415828
YEL059C-A	-100.26168224299063
YEL059W	-103.85525870815013
YEL060C	-103.50707850707852
YEL061C	-104.56874466268147
YEL062W	-88.84091663899036
YEL063C	-101.8250289687138
YEL064C	-103.27813450490031
YEL065W	-100.55126791620728
YEL066W	-103.09615957130099
YEL067C	-101.6016713091922
YEL068C	-102.9591836734694
YEL071W	-102.9296875
YEL072W	-103.04568527918782
YER001W	-102.78388278388277
YER002W	-103.41479745564111
YER004W	-101.1690363349131
YER005W	-102.52156602521565
YER007C-A	-97.85226163358281
YER007W	-102.7320697244684
YER010C	-102.9824038174769
YER011W	-102.30601433468371
YER014C-A	-101.93115029387067
YER014W	-99.9168744804655
YER015W	-103.06859205776173
YER016W	-100.503802786545
YER017C	-103.47682119205297
YER019C-A	-103.16846986089642
YER019W	-101.64424514200299
YER020W	-102.1043771043771
YER024W	-101.67810831426394
YER026C	-107.17100078802207
YER027C	-99.96470172961526
YER028C	-99.84939759036145
YER030W	-102.95327102803738
YER031C	-101.86517452704503
YER032W	-103.19148936170212
YER033C	-104.04809619238478
YER034W	-103.003300330033
YER035W	-102.10815765352885
YER037W	-101.11160515784793
YER038W-A	-101.51515151515152
YER039C	-103.3264887063655
YER039C-A	-101.14899925871015
YER040W	-102.09424083769633
YER041W	-100.9789156626506
YER042W	-101.94975628046497
YER044C	-99.35410334346506
YER044C-A	-100.62316715542524
YER045C	-100.43824701195219
YER046W	-100.96720924746403
YER046W-A	-102.24852071005917
YER047C	-102.14655810510733
YER048C	-102.16911764705883
YER049W	-103.52898811667266
YER050C	-100.7701786814541
YER051W	-101.13079532604598
YER052C	-100.58061634658328
YER053C	-101.23681338668607
YER053C-A	23.809523809523448
YER054C	-101.83235867446395
YER055C	-100.76502732240438
YER056C	-101.12443778110945
YER056C-A	-102.46376811594202
YER057C	-101.95063694267516
YER058W	-101.67109760729207
YER059W	-101.95865070729053
YER060W	-102.61484098939928
YER060W-A	-101.71532846715327
YER061C	-101.51924375422013
YER062C	-101.76385889128869
YER063W	-102.04813108038915
YER064C	-101.53594771241829
YER065C	-100.07598784194529
YER066C-A	-100.85736554949338
YER066W	-102.25415610030994
YER067C-A	-100.83238743851683
YER067W	-99.66777408637874
YER068C-A	-103.05658818669971
YER068W	-93.73177842565597
YER069W	-102.57441673370877
YER070W	-105.52486187845302
YER071C	-101.50679897096654
YER072W	-103.9370008449036
YER073W	-102.46386333771353
YER074W	-102.06868018204385
YER075C	-101.3063632532659
YER076C	-102.93103448275862
YER077C	-100.15757957768673
YER078C	-101.31030375223347
YER079W	-100.70726915520626
YER080W	-100.19334880123742
YER081W	-102.37252124645893
YER083C	-101.24770642201835
YER084W	-103.0951471150172
YER085C	-103.08101939901103
YER086W	-102.30055658627086
YER087C-B	-104.00725066822531
YER087W	-83.00536672629696
YER088C	-102.95698924731185
YER089C	-103.07482063546294
YER090W	-53.65168539325842
YER091C	-101.38263665594853
YER091C-A	-101.7702186740715
YER092W	-96.86653771760156
YER093C-A	-102.73809523809523
YER095W	-103.47517730496453
YER096W	-103.5512256442489
YER097W	-101.97278911564625
YER098W	-102.78779927845196
YER099C	-100.53191489361704
YER101C	-99.35421375524702
YER103W	-99.67938441808272
YER105C	-104.24333458505444
YER106W	-101.00486223662885
YER110C	-103.51232691658225
YER111C	-100.48947626040136
YER113C	-100.2814919071077
YER114C	-100.53898670499461
YER115C	-100.58694057226705
YER116C	-99.23400995787055
YER117W	-99.93348852677087
YER118C	-99.89946380697052
YER119C	-100.45217391304348
YER119C-A	-101.14942528735634
YER120W	-101.85351270553065
YER121W	-103.43899521531101
YER122C	-104.28134556574922
YER123W	-102.60801868431295
YER124C	-100.4121393780442
YER128W	-100.91463414634147
YER129W	-97.68618944323933
YER130C	-99.34306569343066
YER131W	-100.9621993127148
YER132C	-99.48805460750853
YER134C	-100.38009675190047
YER135C	-100.09826400262038
YER137C	-101.68539325842696
YER139C	-103.92729633235962
YER140W	-102.13153106316611
YER141W	-103.95100750691427
YER142C	-100.74247753028527
YER143W	-101.24804992199688
YER144C	-102.41884150222789
YER145C	-100.55025678650036
YER149C	-43.24991187874514
YER150W	-100.18642803877704
YER151C	-101.80995475113122
YER152C	-101.29263913824059
YER153C	-100.23026315789474
YER154W	-100.6859993763642
YER155C	-104.32256603508094
YER156C	-102.29960578186596
YER158C	-104.82889733840304
YER161C	-103.28812166050143
YER162C	-102.57749912922324
YER163C	-101.8483591097699
YER164W	-101.33849947164492
YER166W	-102.39197530864197
YER167W	-103.13390313390313
YER169W	-102.99793246037214
YER170W	-100.85959885386819
YER173W	-103.60275689223057
YER174C	-104.2344277385701
YER175C	-101.81338608638313
YER175W-A	-101.12359550561798
YER176W	-103.67746288798921
YER177W	-104.40015043249342
YER178W	-102.92487684729063
YER179W	-103.33557951482479
YER180C	-104.04582885785894
YER180C-A	-101.0901467505241
YER181C	-101.52485513876182
YER182W	-101.75658720200754
YER183C	-103.48484848484848
YER184C	-103.70256093798211
YER185W	-97.74774774774775
YER186C	-103.89610389610388
YER187W	-102.42079031683873
YER188W	-101.70364500792395
YFL001W	-103.24524802967083
YFL003C	-102.89911093931194
YFL004W	-101.41509433962264
YFL007W	-101.73668897261769
YFL010C	-101.3157894736842
YFL010W-A	-102.34793115610867
YFL011W	-101.23787219805955
YFL012W	-99.50607902735561
YFL012W-A	-101.92727272727271
YFL013C	-103.20452403393026
YFL014W	-100.97708894878707
YFL015C	-102.51690458302028
YFL016C	-100.98973607038121
YFL018C	-100.73217726396916
YFL019C	-100.94709340300459
YFL020C	-101.88884852887759
YFL021W	-103.14444808385194
YFL023W	-105.66973777462793
YFL025C	-103.32633053221289
YFL026W	-101.89141856392294
YFL027C	-101.41509433962264
YFL028C	-102.46174318030606
YFL030W	-99.27750410509032
YFL031W	-101.39574944112196
YFL032W	-103.40795188773807
YFL033C	-102.80958410354553
YFL034C-A	-101.09158071114594
YFL034W	-103.62246593552675
YFL036W	-102.9263370332997
YFL040W	-103.85026737967912
YFL041W	-103.41344479275514
YFL041W-A	-100.99364069952306
YFL042C	-102.49063384122788
YFL044C	-103.07369891721972
YFL046W	-103.01540478531628
YFL047W	-69.43629846855653
YFL048C	-102.31756968368306
YFL049W	-103.16293929712461
YFL050C	-103.53437094682232
YFL051C	-102.96247531270572
YFL052W	-88.22371012209533
YFL053W	-101.67250097238427
YFL054C	-102.8100412139378
YFL055W	-95.32505478451425
YFL063W	-103.57648725212465
YFR001W	-101.36411332633787
YFR006W	-103.05985205110962
YFR007W	-96.6622162883845
YFR008W	-72.57617728531855
YFR009W	-84.89157483114114
YFR010W	-103.53518821603929
YFR011C	-103.16534777176176
YFR012W	-39.834024896265554
YFR012W-A	-100.38850038850038
YFR013W	-103.01270417422867
YFR014C	-97.85425101214575
YFR015C	-101.66998011928432
YFR016C	-102.9949436017114
YFR017C	-103.62431800467655
YFR018C	-104.18586789554529
YFR019W	-101.5322076297686
YFR020W	-85.22364217252397
YFR021W	-102.4330900243309
YFR022W	-102.27434257285005
YFR023W	-100.39104159260575
YFR024C-A	-103.92211493224534
YFR025C	-103.32428765264588
YFR026C	-96.32302405498282
YFR030W	-101.93436960276338
YFR031C-A	-103.42026507054297
YFR032C	-97.72012578616352
YFR032C-A	-100.98386462022826
YFR032C-B	-99.2584352984798
YFR033C	-100.26923076923076
YFR034C	-98.62681744749595
YFR035C	-100.91813312930375
YFR036W	-98.9753320683112
YFR038W	-102.75329457100914
YFR039C	-103.50170436938333
YFR040W	-102.14078374455733
YFR041C	-102.63157894736842
YFR043C	-103.44272844272844
YFR044C	-102.3921568627451
YFR045W	-101.81211288341456
YFR046C	-100.8130081300813
YFR047C	-102.25779967159279
YFR048W	-102.18839200761181
YFR049W	-100.95351609058403
YFR053C	-100.15552099533438
YFR054C	-102.46066962484872
YFR055W	-101.12316034082107
YFR056C	-101.82311869666407
YFR057W	-102.95991007868118
YGL002W	-103.79068809229501
YGL003C	-102.94117647058823
YGL004C	-92.85417532197758
YGL005C	-100.38948393378773
YGL006W	-102.24812656119902
YGL006W-A	-100.35785288270378
YGL007C-A	-56.020529016975914
YGL007W	-26.634906886097898
YGL010W	-101.24895920066612
YGL012W	-104.11633109619687
YGL013C	-103.24752475247524
YGL014W	-101.93122939236929
YGL015C	-103.21252059308075
YGL016W	-103.62374710871242
YGL017W	-104.18088737201366
YGL019W	-104.13188647746246
YGL020C	-100.70103092783505
YGL021W	-104.43991853360488
YGL023C	-104.92517004280501
YGL024W	-100.80283353010626
YGL025C	-100.85331166192604
YGL026C	-100.39793076004774
YGL027C	-102.67722473604826
YGL028C	-103.0413223140496
YGL029W	-96.44776119402985
YGL031C	-103.6008230452675
YGL032C	-103.54507606661227
YGL033W	-102.0448911123317
YGL034C	-103.30739299610896
YGL035C	-102.55102040816327
YGL036W	-102.92283710054559
YGL037C	-103.03260045489007
YGL038C	-198.03921568627473
YGL039W	-102.1501320256507
YGL041C	-102.67011197243754
YGL041C-B	-100.69759330310428
YGL042C	-104.08071748878925
YGL043W	-104.32937181663837
YGL045W	-103.12940970360421
YGL049C	-100.79597821533307
YGL050W	-101.6750418760469
YGL051W	-100.787728026534
YGL053W	-101.45611963793782
YGL054C	-100.66765578635015
YGL056C	-98.81756756756756
YGL057C	-100.4734158776402
YGL058W	-102.40572171651496
YGL059W	-103.32950631458093
YGL060W	-103.8517441860465
YGL062W	-102.21920289855073
YGL063W	-100.0
YGL064C	-99.06367041198502
YGL066W	-98.66429207479965
YGL067W	-99.45263157894738
YGL070C	-101.45565335138794
YGL071W	-99.72868217054263
YGL072C	-100.9158307893589
YGL076C	-96.12856099342586
YGL077C	-101.20952009364026
YGL078C	-100.52654673102236
YGL079W	-103.65808137364687
YGL080W	-103.2233009708738
YGL081W	-102.31785622977921
YGL082W	-100.67085953878406
YGL083W	-99.72078181092941
YGL084C	-99.00811541929667
YGL085W	-98.36978131212723
YGL086W	-100.77071290944124
YGL087C	-100.84355828220859
YGL088W	-100.36173633440515
YGL089C	-100.42323970757982
YGL090W	-99.65095986038395
YGL094C	-101.21820136151918
YGL095C	-102.60869565217392
YGL096W	-104.33450087565674
YGL100W	-105.49586776859503
YGL101W	-103.09193536062
YGL104C	-102.85376848040943
YGL105W	-101.81747873163185
YGL107C	-100.39412396990326
YGL108C	-104.52436194895591
YGL109W	-103.05259286502391
YGL110C	-76.88047992616521
YGL114W	-104.05671524222133
YGL115W	-99.69827586206897
YGL117W	-103.72720063441714
YGL118C	-102.68752507019656
YGL119W	-101.60093713393206
YGL121C	-99.10591471801926
YGL124C	-104.4894366197183
YGL125W	-103.32665330661324
YGL126W	-103.92817059483725
YGL127C	-104.4556536359815
YGL129C	-101.78013741411618
YGL131C	-103.13611380536696
YGL132W	-102.83052669294162
YGL133W	-103.65699873896594
YGL134W	-103.0952380952381
YGL135W	-102.12581344902387
YGL136C	-103.15831030398736
YGL138C	-99.97053624042428
YGL139W	-100.7543103448276
YGL140C	-102.7415852334419
YGL141W	-102.13399503722084
YGL143C	-101.88538824113122
YGL144C	-102.69507186858316
YGL146C	-102.53036437246963
YGL147C	-100.72297075254681
YGL148W	-100.23640661938533
YGL149W	-83.37254901960785
YGL151W	-102.31399074403701
YGL152C	-102.1513353115727
YGL153W	-102.37336167198016
YGL154C	-101.65884194053207
YGL156W	-102.0451127819549
YGL157W	-102.81882868089764
YGL158W	-101.99256110520723
YGL159W	-103.68366821226172
YGL160W	-102.55319148936171
YGL161C	-101.53133903133904
YGL162W	-102.24956063268893
YGL163C	-102.40346729708432
YGL164C	-100.42075736325384
YGL165C	-101.97163611207196
YGL166W	-100.11792452830188
YGL167C	-97.07702888583218
YGL168W	-98.6462093862816
YGL170C	-101.84194890077242
YGL173C	-101.80600058258082
YGL174W	-102.6770775237033
YGL175C	-102.14701601164484
YGL176C	-100.1794687724336
YGL177W	-98.25684809676272
YGL178W	-101.95907705703091
YGL179C	-98.48866498740556
YGL180W	-98.77369007803792
YGL181W	-99.56942949407967
YGL184C	-100.62942564909521
YGL185C	-101.57766990291263
YGL186C	-102.46498599439775
YGL188C-A	-102.02593192868721
YGL190C	-100.4599463395937
YGL191W	-101.81607418856262
YGL192W	-100.29354207436401
YGL194C	-103.21565886053827
YGL195W	-85.04801097393691
YGL196W	-101.28647317203004
YGL197W	-104.49146250927987
YGL198W	-102.63379097786496
YGL199C	-102.17466196084618
YGL200C	-104.48536355051937
YGL202W	-101.91114741921402
YGL203C	-60.998278829604125
YGL205W	-101.98883461270063
YGL206C	-112.52927400468383
YGL208W	-101.93798449612403
YGL209W	-99.96351696461147
YGL210W	-103.20206109679792
YGL211W	-104.80370079725228
YGL212W	-101.9322033898305
YGL213C	-98.22087948976166
YGL214W	-83.84685409679976
YGL215W	-99.91126885536823
YGL216W	-102.10529413818051
YGL217C	-101.78903929923277
YGL218W	-100.82367352060956
YGL219C	-103.94366197183098
YGL220W	-99.85358711566617
YGL221C	-100.03933910306844
YGL222C	-101.17733627667404
YGL223C	12.499999999999984
YGL224C	-100.83638168155395
YGL226C-A	-102.05167173252279
YGL226W	-100.6562158220926
YGL227W	-101.98961937716263
YGL228W	-102.07772220084648
YGL229C	-99.36472346786249
YGL230C	-99.19903884661593
YGL231C	-100.5008347245409
YGL232W	-98.1203007518797
YGL234W	-98.52713178294573
YGL235W	-99.42441135693733
YGL236C	-99.29603556872915
YGL237C	-101.28357491207478
YGL240W	-101.35510771369007
YGL241W	-100.03684598378777
YGL242C	-101.01522842639594
YGL243W	-103.13490665727369
YGL244W	-104.48717948717949
YGL246C	-96.93471337579619
YGL248W	-98.94818854694194
YGL249W	-98.53733641262508
YGL250W	-99.2465466722478
YGL251C	-98.80647911338448
YGL252C	-99.60063897763578
YGL253W	-99.22834093300597
YGL254W	-92.00603318250377
YGL255W	-100.89668615984407
YGL256W	-100.52395209580838
YGL257C	-101.8018018018018
YGL258W	-101.25094768764215
YGL259W	-100.04012841091492
YGL260W	-98.26158940397352
YGL261C	-99.1414554374489
YGL262W	-98.67549668874172
YGL263W	-97.90532048596565
YGR001C	-99.13725490196079
YGR003W	-99.12210694333598
YGR004W	-99.32634730538922
YGR006W	-100.39577836411611
YGR007W	-101.7550410754294
YGR008C	-102.82445477297104
YGR010W	-101.68627450980392
YGR011W	-101.30982417409132
YGR012W	-99.5249406175772
YGR014W	-99.49769778149854
YGR015C	-100.38510911424905
YGR016W	-99.33804060017653
YGR017W	-100.64467197573002
YGR018C	-100.79689419437315
YGR019W	-100.86542622241454
YGR020C	-115.57971014492759
YGR021W	-101.09130592942887
YGR022C	-101.63413257095084
YGR023W	-101.87549880287312
YGR025W	-101.66749251351875
YGR026W	-102.46370435547733
YGR027C	-93.18607263197305
YGR028W	-102.6152787336545
YGR031W	-103.375
YGR032W	-102.28983688833124
YGR033C	-103.08204914618908
YGR034W	-72.34130255564716
YGR035C	-98.16378993756885
YGR035W-A	-102.47003269160916
YGR036C	-102.15376909591785
YGR037C	-111.96956278689541
YGR038W	-102.38252812706816
YGR039W	-101.90889370932756
YGR040W	-102.58327668252889
YGR041W	-101.19152691968225
YGR042W	-101.96445275958838
YGR043C	-104.06794814483685
YGR044C	-100.55668016194332
YGR045C	-102.9174147217235
YGR049W	-102.37885462555067
YGR050C	-102.72727272727273
YGR051C	-99.5615957913196
YGR052W	-79.41550190597206
YGR053C	-101.62059103908486
YGR054W	-103.03366629670737
YGR055W	-97.95191451469279
YGR056W	-102.5368731563422
YGR057C	-100.23507287259051
YGR058W	-100.04930966469428
YGR059W	-100.63663075416258
YGR061C	-102.89069557362241
YGR062C	-103.04788302267059
YGR063C	-103.45182895414735
YGR064W	-107.71259063941989
YGR066C	-99.39591078066914
YGR067C	-101.84659090909089
YGR068C	-104.64801444043322
YGR069W	-82.213608957795
YGR070W	-104.3106651802304
YGR071C	-101.26820103334899
YGR072W	-67.04213600333752
YGR076C	-85.51569506726457
YGR077C	-101.51673640167364
YGR078C	-84.88180318856514
YGR079W	-101.72492056286882
YGR080W	-95.81550166428912
YGR081C	-103.54791514264814
YGR084C	-102.07920792079206
YGR085C	-100.33975084937711
YGR086C	-103.05907172995781
YGR087C	-103.7872340425532
YGR088W	-105.75396825396825
YGR089W	-103.02412504247367
YGR092W	-104.25373134328359
YGR093W	-104.14731254147314
YGR096W	-101.54772141014617
YGR097W	-97.69911504424779
YGR100W	-99.60019990004997
YGR101W	-103.44036697247707
YGR102C	-100.97821253890618
YGR104C	-100.97402597402598
YGR105W	-104.74844544940645
YGR106C	-103.10413885180239
YGR107W	-102.36148955495004
YGR108W	-101.26715945089757
YGR109C	-102.97297297297297
YGR110W	-101.92370394522334
YGR111W	-103.605227579991
YGR112W	-104.12249705535925
YGR117C	-101.25217391304349
YGR118W	-101.0559662090813
YGR121C	-102.32454179704962
YGR121W-A	-103.85732061385315
YGR122C-A	-102.43253515773472
YGR122W	-101.48936170212765
YGR123C	-101.23791102514505
YGR124W	-102.97104174501692
YGR125W	-102.53991291727141
YGR126W	-101.35187331015835
YGR127W	-102.01698513800423
YGR129W	-101.50119413169567
YGR130C	-102.0760028149191
YGR131W	-103.51951032899768
YGR132C	-103.49946977730646
YGR133W	-103.63849765258217
YGR134W	-103.86759581881533
YGR135W	-104.21094057457694
YGR136W	-100.93271152564958
YGR137W	-103.72928176795581
YGR138C	-104.2003853564547
YGR139W	-104.08950617283949
YGR141W	-103.11626048741512
YGR142W	-102.88215979569502
YGR143W	-103.08056872037913
YGR144W	-103.90432641575799
YGR146C	-103.56191744340879
YGR146C-A	-100.63586265366682
YGR148C	-101.80722891566265
YGR149W	-99.83514671941973
YGR150C	-103.08166409861326
YGR151C	-103.12764158918004
YGR152C	-102.07458631760929
YGR153W	-102.09491235570758
YGR154C	-99.06380027739252
YGR155W	-100.31369815266645
YGR157W	-96.65198237885463
YGR159C	-102.78009452321379
YGR160W	-101.98107628622117
YGR161C	-102.35756385068761
YGR161W-C	-104.28571428571428
YGR162W	-102.18005651998385
YGR163W	-102.04081632653062
YGR164W	-99.88868274582559
YGR165W	-80.96005154639175
YGR166W	-103.43631778058008
YGR167W	-110.47865459249677
