orf	hom | growth (culture turbidity) | chromium trioxide [0.05 mM] | SC, pH 4.3 | Johnson AJ~Wu MJ, 2016	hom | growth (culture turbidity) | chromium trioxide [0.1 mM] | SC, pH 4.3 | Johnson AJ~Wu MJ, 2016
YBL008W-A	0.23192878424555596	0.10317532032691916
YBL009W	0.10364373649088796	-0.16739710978196556
YBL010C	-0.10206009065059185	-0.3236272063413039
YBL011W	0.04485500841974508	0.0947359108555514
YBL012C	-0.03048546009493945	-0.02168810610376764
YBL013W	-0.2706145849460836	-0.4924082014002489
YBL015W	-0.33227602733672157	-0.49334981527175764
YBL017C	-0.3636444254848315	-0.5790874327444077
YBL019W	-0.33694979291476884	-0.5474630983300027
YBL021C	-0.5945381549220939	-0.6842709794364557
YBL022C	-0.8212771274153488	-0.3976855984614422
YBL024W	0.6502585723511225	-0.5777565320222805
YBL027W	2.126134970776334	2.1925816126415807
YBL028C	-0.11147056854111884	-0.2956205726694978
YBL029C-A	-0.11000503543520494	0.061676799130071555
YBL029W	0.46657301837007903	-0.3284494766224913
YBL031W	-0.7330037767800373	-0.41485434679977284
YBL032W	-0.6096996433454833	-0.5892690998022778
YBL033C	0.26388156652610395	2.087835074756833
YBL036C	0.3118310003384011	-0.052224725134782234
YBL037W	-0.40435545126162464	-0.39719228188996625
YBL038W	1.5294997581574534	2.7513314575706915
YBL039C	0.39051278934020306	0.3317323070616066
YBL039W-B	0.5040342889100252	-0.02325627132045121
YBL042C	-0.9233336300083371	-0.6501077452642695
YBL043W	-0.6120514124029002	-0.47506146715803194
YBL044W	-0.14650896654610543	-0.5473678433639806
YBL045C	-0.21961858151468142	0.8618171759280617
YBL046W	-0.7911735823513726	-0.4675808077415057
YBL047C	1.1843535047033922	0.1411297356460849
YBL048W	0.3396284422203518	-0.2710230260848746
YBL049W	0.3665064921073617	-0.22171377271872034
YBL051C	2.6687302681695155	1.8235077045436738
YBL052C	-0.11209259273720386	-0.04327770872061386
YBL053W	-0.26175921087328863	-0.16671713135866195
YBL054W	0.12530825899627385	-0.4126123103153435
YBL055C	-0.4140234050236255	-0.3098000145960461
YBL056W	0.7185796764014087	-0.048744715261277896
YBL057C	-0.1645338670289695	-0.4967457415927006
YBL058W	0.7234822023672189	1.4238759692874055
YBL059W	0.4897958828898342	0.09749622362628631
YBL060W	0.7102594919055998	-0.19432641325180486
YBL061C	-0.3720475847968588	-0.522859501861504
YBL062W	-0.6937815936871539	-0.6152973236580951
YBL063W	-0.5578034337510618	-0.44527384337865206
YBL064C	-0.2541666178143203	-0.47025213961596857
YBL065W	0.09956451418211097	-0.3748573225200085
YBL066C	-0.4876799551687242	-0.5027948798621998
YBL067C	0.16190286875901827	0.6166751157633776
YBL068W	-0.4490823290688793	-0.36333232195487175
YBL069W	-0.3039422806471489	-0.46222957455063374
YBL070C	-0.3438297782089887	-0.42632630650017356
YBL071C	-0.1917527256130431	-0.5574120389339408
YBL071C-B	0.6346595216000752	0.35913482351492554
YBL071W-A	0.40660362200598943	-0.19021716479413467
YBL072C	-0.5375885478681413	0.43889245723876935
YBL075C	-0.2702006072612488	-0.4695369281877041
YBL078C	-0.16975399489339016	-0.5756270478841411
YBL079W	0.04003736416955109	-0.039510158050513555
YBL080C	0.1893250449345694	-0.28214873098729815
YBL081W	0.30502215391344717	-0.6407736262477011
YBL082C	-0.41242612096823444	-0.5173079648484645
YBL083C	0.1788145822915663	-0.3312678241245312
YBL085W	0.07035028019031506	-0.35407759796222416
YBL086C	-0.10562532255918525	-0.624701899923029
YBL087C	-0.1343467794087547	-0.34022997238942404
YBL088C	-0.18792944253434204	-0.5840840512019192
YBL089W	1.0833204429912109	0.11091012605142093
YBL090W	0.9251384477208267	0.3866501551610724
YBL091C	-0.28942219721959983	-0.46349150138264994
YBL091C-A	-0.4358525886854828	0.07303192365878265
YBL093C	0.6916873197243598	2.02928708635388
YBL094C	-0.06190193429659872	-0.39837926943293245
YBL095W	0.12065241815861213	1.442625185438009
YBL096C	0.04870116646133422	1.348777614719044
YBL098W	0.33533121136330224	1.5829136088576206
YBL099W	0.4360248008136596	0.9600004653429921
YBL100C	0.19413249956973588	0.9249030606482368
YBL100W-C	-1.1173997417299375	0.58635070852351
YBL101C	0.5128589689266819	1.9293205832848765
YBL102W	0.5283577692693538	1.4387654177476368
YBL104C	0.2380490309553186	0.7856427384779515
YBL106C	0.11655186696705387	1.0794525727400366
YBL107C	0.30672649124373735	1.140126707608463
YBR001C	0.19195405904653998	0.8850196069595991
YBR003W	0.3559591533475187	0.7927457318412362
YBR005W	0.13836675730396192	1.3163071880634905
YBR006W	-0.08718542349637075	0.8714237249088336
YBR007C	0.097675158182796	1.368859013863705
YBR008C	0.2850422241808972	1.464914062694658
YBR009C	-0.23830094733036697	0.8964555766195477
YBR010W	0.14148920668599255	1.576405475100007
YBR012C	0.3133980641326854	1.2813340030108478
YBR013C	0.17633770338319318	1.7893787650839703
YBR014C	0.1630043106765143	1.5524436696291106
YBR015C	0.10287011515610926	1.6893713671379575
YBR016W	0.1812457941692572	1.5114281141448667
YBR018C	0.45529192940431235	1.6323826530755348
YBR019C	0.42377672937159633	1.728742836537101
YBR020W	0.40934533891079267	0.9398758085196277
YBR022W	0.01992380361280215	1.5773020066544376
YBR023C	0.025251058299777362	0.7664213449348299
YBR024W	0.35868669183378454	1.4077106278177813
YBR025C	0.1935152456063788	1.5489222961854519
YBR026C	0.14871234742623068	1.410697717113052
YBR027C	-0.07181090348814712	0.7588346508483513
YBR028C	0.2788608946172575	1.4881656462886537
YBR030W	0.6677111233760299	1.6775607597344082
YBR031W	1.3179768154878493	2.344245086495659
YBR032W	0.24472662482349458	1.728084375471388
YBR033W	0.290878335059063	1.2419592750364117
YBR034C	0.17581674619380466	1.6476403072632833
YBR035C	0.7572357130477777	2.372405162801193
YBR036C	0.771784474600664	1.0881129890436816
YBR037C	0.3836927651801789	0.7449033455867121
YBR038W	0.24254921779411748	1.4097662759043261
YBR040W	0.01064876990040209	1.0490444843099107
YBR041W	0.3382683973549385	1.1308261104394246
YBR042C	0.7091849155199053	1.4839899102704954
YBR043C	0.40925539788202697	1.4485726792105889
YBR044C	0.28072541456713535	1.6788782754937825
YBR045C	-0.1990023440767278	1.385973361539451
YBR046C	0.13690235490014435	1.273015794351166
YBR047W	0.08104311057557687	0.7622086257527623
YBR048W	0.4114341770469145	1.262350471912347
YBR050C	0.21515801821833863	1.3620806828888106
YBR051W	0.10639317669045632	1.143077376971196
YBR052C	-0.1299427390014647	0.9206862011726382
YBR053C	0.3892477921511348	1.6377240553114276
YBR054W	0.1150230067673672	1.4733765687404423
YBR056W	-0.07401323444396674	1.3427920704905358
YBR056W-A	0.6229017456413671	-0.06368410188934386
YBR057C	0.0008349648787612569	1.345371199907509
YBR058C	0.27246570230340605	1.1924673043671639
YBR058C-A	0.3775449528737183	2.1519886230559377
YBR059C	0.3954180385354485	1.3706269452316153
YBR062C	0.13175003469959057	0.7410629325716684
YBR063C	0.49077804948990966	1.7735684732326384
YBR064W	0.3016324613994045	1.4996802382593002
YBR065C	0.23798550474892605	1.4723585118283347
YBR066C	0.7956770185940994	1.8281543411204288
YBR067C	0.47554816497217084	1.4322805382947723
YBR068C	-0.007511118135172766	0.7951068161799351
YBR069C	0.11647715016283694	0.05108496336563324
YBR071W	0.10587486492502673	0.6294744297675442
YBR072C-A	0.27691273833165825	0.13791217660773467
YBR072W	0.1932770864435121	1.2507600756150024
YBR073W	0.2429643324148069	1.4431229056251589
YBR074W	0.23048260899011366	0.8556366990862327
YBR076W	0.0993879878447038	1.1552515066593592
YBR077C	0.9333489112993594	1.9228037234665922
YBR078W	0.9862178474326896	2.581673060144823
YBR083W	1.6547098895696442	2.68048605993625
YBR084C-A	-0.13041160278574102	1.68141799347745
YBR084W	0.3489269059386508	0.4659802240061227
YBR085C-A	0.09302851537131589	-0.4918429239104715
YBR089C-A	0.25513033914571753	1.2118275217647774
YBR090C	4.878260214827354	3.739489038896655
YBR092C	0.25011543472470593	2.092977365240079
YBR093C	0.3069777937377427	0.619495093556104
YBR094W	-0.010679918369840514	0.3665745609881724
YBR098W	-0.06631438046254054	0.7333536213190811
YBR099C	0.1746072759128477	0.27133694898754146
YBR101C	0.5770250688297371	1.5921531410779868
YBR103W	-0.6373766268090831	-0.1082250494929236
YBR104W	0.03611860023442142	0.4278855736442912
YBR105C	-0.18590819516314083	0.1445876817607702
YBR106W	-0.5176703556760947	1.60235951690202
YBR107C	0.2841404650342987	1.1642288165548587
YBR108W	0.3442934682802678	0.5422487988508583
YBR111W-A	0.2346474578872753	-0.5205873104782685
YBR112C	0.40840426336141633	2.937861064261797
YBR113W	0.4084860110691003	1.6482665250159125
YBR114W	0.020093733927941976	0.5613892288603223
YBR116C	0.2958877323148628	0.19615302394189865
YBR119W	0.3503025977772624	0.49665832859118575
YBR120C	0.6297667323635023	2.140964129117501
YBR122C	0.44447863567386164	0.26898728234750213
YBR125C	-1.2209291830773745	0.5967685278783714
YBR126C	-0.6040174777084809	1.6423236506112868
YBR127C	0.20836480377079128	2.141128989811889
YBR128C	-0.9548484141948922	0.13335786761173926
YBR129C	-0.12614723633880612	0.9893421395211708
YBR130C	0.37209926899978907	1.6466112423362298
YBR131W	-0.2951855033587821	1.56506376940644
YBR133C	-0.05131254457456789	0.0006829463791506714
YBR134W	-0.5345588146884535	-0.2798635313981933
YBR137W	0.8174833720743633	1.6867932331948976
YBR138C	0.1156406570483317	1.5901447444728332
YBR139W	0.561811783593915	2.3716151797221543
YBR141C	-0.07032525588297917	1.3187640999822123
YBR144C	0.08305509428103085	1.9400345515598056
YBR145W	0.6382324948153051	1.8719852751235433
YBR146W	0.2949076855418119	2.02017116578996
YBR147W	0.49784727373763615	1.7636677414565198
YBR148W	0.28899871392598725	1.8184207378737411
YBR149W	0.2082586257136844	1.5349966364226557
YBR150C	0.13210012131113422	1.4533645302465463
YBR151W	0.45051343008991446	1.9650302289756987
YBR156C	0.1375388972210578	1.3523098511073173
YBR157C	0.5816210577586469	1.841612791263135
YBR158W	0.20752020032614077	1.846894032167153
YBR159W	0.7656364512763443	2.0634627666006753
YBR161W	-0.04949328666215056	1.3816130891215952
YBR162C	0.13122614836365215	1.70157733043574
YBR162W-A	0.2973239145859976	2.0542083032443355
YBR163W	-1.1106926848134904	-0.06939415551777374
YBR164C	0.05266660096775452	0.8283861582300948
YBR168W	-0.9224600836120138	0.6577511260406257
YBR169C	0.9313581025326122	2.5567301127472124
YBR170C	0.5610921056818443	2.030706576097527
YBR171W	0.6160092506069264	0.7364003680511509
YBR172C	0.13896682564529703	1.4525385936388164
YBR173C	-1.0183304615511115	0.5288054439409953
YBR174C	-0.24304096680899565	1.002762942162512
YBR175W	-0.867998138817217	0.8347147509847157
YBR176W	0.6498053331068556	1.9569346336553217
YBR177C	0.4453971424077505	1.9371141616542489
YBR178W	0.4079389962402397	1.656172817017672
YBR179C	-0.47215383747966005	1.6438633598232553
YBR180W	0.4647474311072265	1.5578854774464794
YBR181C	-0.6724688717181057	0.6064204157475267
YBR182C	0.19721541076318166	1.0080366710687283
YBR182C-A	-0.06339288610655923	-0.5646139488315853
YBR183W	0.35659310522680715	0.9604955877415596
YBR184W	0.45610734695130944	1.865442324600487
YBR185C	0.6682208514398326	2.189008237107922
YBR186W	0.6472469765495285	2.224949576409215
YBR187W	0.5586911356542987	2.1003869140481397
YBR188C	0.45673259593835586	1.875484782752944
YBR189W	0.04748250236812552	2.1207969461774407
YBR191W	0.7161806669889427	2.9573739736352205
YBR194W	0.7331749984594368	3.2824470578152347
YBR195C	0.11354355165146458	1.3345544744710471
YBR196C-A	0.37196325215842174	-0.03810674137628436
YBR196C-B	0.29171131715819104	-0.301689457026659
YBR197C	0.5815871375160014	1.971462678996275
YBR199W	0.17765631073754448	1.841144813263888
YBR200W	0.9125154627915005	2.406174543297672
YBR200W-A	0.36309310097230496	-0.23371256253312694
YBR201W	0.19393220163590497	1.3418389514347606
YBR203W	0.3171568276192356	1.6223528760255386
YBR204C	0.09911274633939435	1.4315467498452548
YBR205W	-0.32988508258157273	0.41160055665867396
YBR206W	0.16344445640494165	1.5624849748326495
YBR207W	-0.03556880588493342	1.1483247053851946
YBR208C	0.2996760963360374	1.20853316615642
YBR210W	-0.07338357935872819	1.5102524481407564
YBR212W	0.1310354353443529	1.2174493463685065
YBR213W	0.19064696551263044	1.1197255402951836
YBR214W	0.5406157789659556	1.8723914835890534
YBR215W	0.2927393171177137	1.4056286291222158
YBR216C	0.6946013877972141	1.71736116687792
YBR217W	-0.12082986044082808	0.6679602428386026
YBR218C	0.44830484690758204	1.650629930014792
YBR219C	-0.006043166924517751	0.1753964779048002
YBR220C	0.5130230654778006	0.9217879688142907
YBR221C	0.9579312192727422	2.9327505271316854
YBR221W-A	2.52862293342366	0.7552424616128297
YBR222C	-0.024455847906682066	1.6531281579859383
YBR223C	-0.474327729933983	0.8883741681868598
YBR224W	0.10066104874554417	1.5078366698136825
YBR225W	0.15275671128881155	1.6197633064126977
YBR226C	0.3044060307479708	2.027992172356722
YBR227C	0.14325834549300193	1.5319827933686874
YBR228W	0.16031839289683936	0.7554449457311244
YBR229C	-0.9725012883922455	0.10872045524003981
YBR230C	0.08601798182705953	1.1786858924697263
YBR230W-A	-0.07683348220642211	0.718700165061306
YBR231C	-0.7402035514501288	0.4175035244773074
YBR232C	0.4710755801785366	1.2307230309102983
YBR233W	0.6486799847241412	2.5478519414651974
YBR235W	-0.0904202489298552	1.857775268833991
YBR238C	0.17702326687890446	1.6855699491880927
YBR239C	0.09932443526056348	1.495876360442725
YBR240C	0.4768883971563297	0.9113866688742263
YBR241C	0.10091026090589034	0.6854252233555761
YBR242W	0.1634822842825174	0.8471946215417056
YBR244W	0.3173072586013647	0.15026243956357307
YBR245C	0.41127331937982214	2.198850733172239
YBR246W	-0.06104705786827563	1.9448270980589235
YBR248C	0.08788383056609331	1.848197893622932
YBR249C	0.03125581376837653	1.373147937388306
YBR250W	0.3225829684283648	1.1165052758605067
YBR251W	0.01150557553487206	1.698049237558567
YBR255W	-0.1599743869259169	0.28445992152169763
YBR258C	0.36000635576939355	2.1901749136542894
YBR259W	0.2217220693723664	2.0359757095143682
YBR260C	0.3300904874554622	2.011816136646922
YBR261C	0.09668383379422882	1.7727076831569204
YBR262C	0.27615139622625684	1.813219703502669
YBR263W	0.19738256798770484	1.8319837922362947
YBR264C	0.1476318587483119	1.6461613719551746
YBR266C	-0.553307125125052	1.3508026311439139
YBR267W	-0.2071960781524792	1.6862270493183602
YBR268W	0.18174702663449951	1.2391037204377682
YBR269C	-0.6705819983436682	-0.22638079946204578
YBR270C	0.013056319072376425	2.3711907668184087
YBR271W	-1.3042268583877876	-0.21550668733388603
YBR272C	1.003778569554292	2.396227813017951
YBR273C	-1.0040379040583116	-0.3001429913742295
YBR274W	-0.3535168279243966	-0.21597579990229115
YBR275C	1.4109216953461998	3.1158414837286745
YBR276C	0.9829892459877427	2.8269874656915093
YBR277C	-1.342990065276137	-0.25621308360282274
YBR278W	-1.309309839710576	-0.08540786980694157
YBR279W	-0.0012583795831061853	1.6668802871834738
YBR280C	2.314751827412436	3.6815400046571862
YBR281C	-0.6690021176006686	0.20070599728979716
YBR282W	-0.8638994655129019	0.40749286211799396
YBR283C	-0.8762920446412097	0.20219219958780466
YBR284W	0.3289953189043247	0.20244927568617888
YBR285W	-0.3241614409181342	-0.2414583456032213
YBR286W	-0.1591887179935856	-0.00845618737933144
YBR287W	0.7255388773554751	2.7874076359454203
YBR288C	1.0396006264861206	3.116710826600046
YBR289W	0.7938431021979531	3.7155784839403556
YBR290W	-0.7061295490008946	0.880642888515064
YBR291C	-1.3633399491136389	-0.19729419034246637
YBR292C	-0.41002929767644075	0.16247177306322394
YBR293W	-0.01913778003511473	0.5177434243091737
YBR294W	-0.2645373312969566	3.0126291948674524
YBR295W	0.5913812597164212	0.8417141889804696
YBR296C	0.2570699123427266	0.11836623716725549
YBR296C-A	-0.04455988473285962	-0.4098059688476287
YBR297W	-0.1777147637756343	0.03644007918141883
YBR298C	-0.6188375077313336	-0.29211455631292427
YBR299W	0.4269495424945597	1.5680357242878704
YBR300C	-1.1499799690144994	-0.18651155716161658
YBR301W	0.9091477119085765	1.9211718564598246
YCL001W	0.982258396559092	1.5192137560965682
YCL001W-A	-1.5302371745310792	-0.27625867362942697
YCL001W-B	-0.018662348074213034	-0.40165574672054594
YCL002C	0.39353533493720605	1.2984319784835547
YCL005W	0.6021917217661228	0.595078965898052
YCL005W-A	-0.08313893251950322	1.645764870186225
YCL007C	-1.1065442554491105	0.6793449044120922
YCL008C	-2.0034748301186	-0.3102587101184114
YCL009C	0.4848941634976429	1.390923941396798
YCL010C	0.16076192551388435	0.4184743065696905
YCL011C	0.375280473796217	0.4578780457466616
YCL012C	0.5560279709262831	1.5576515177986112
YCL014W	0.4869803668869921	0.9639718724453253
YCL016C	-0.7301913273260212	0.16394231948929294
YCL021W-A	-0.11885805403219839	0.29929840912686445
YCL022C	0.4063920896287762	1.3152056591812384
YCL023C	0.4053037091774877	0.5204865943514124
YCL024W	0.2940538488478613	1.5185631831724085
YCL025C	0.5044767221068617	0.35644324441371306
YCL026C-A	1.5503634246273998	2.8138924617471797
YCL026C-B	0.5947079221080789	0.7619118098644586
YCL027W	0.6577664518053254	1.677163055356614
YCL028W	0.15826490252689016	1.47371128622359
YCL029C	0.5577294011615619	1.0962977327038963
YCL030C	-0.2768661116929448	0.3614361277480931
YCL032W	0.1675539085768923	1.1265818457925976
YCL033C	0.512522153710157	1.2377247933162634
YCL034W	0.4955543375843443	1.1156446296943265
YCL035C	0.6069182312693143	1.657244212281343
YCL036W	0.5404132631637883	1.2333548424003897
YCL037C	-0.19624325759769579	-0.21643276093964492
YCL038C	0.372426216979874	0.6925463470325876
YCL039W	0.4804047906939768	1.6949584993434086
YCL040W	0.2577756370235778	0.651841307487936
YCL042W	0.49051261498313525	0.7867682581390226
YCL044C	0.499499520616467	1.7082278501283699
YCL045C	0.07493256819181138	1.4155129055965627
YCL046W	0.7960857692349238	2.5770864354422165
YCL047C	0.13027867998363515	1.0728184729820933
YCL048W	-1.0498418573563562	0.2554622937299659
YCL049C	-0.3005030300302366	0.14127777054319265
YCL050C	0.6378171828767338	2.56983076430158
YCL051W	0.44434289448705994	0.6480937770586492
YCL055W	0.17862520667452084	0.6589247136545279
YCL056C	0.6261735449503889	1.3031855611007994
YCL057C-A	-1.2478084124456597	-0.4372789182511744
YCL057W	0.4388580862833193	1.1327721537494315
YCL058C	0.46283778034427464	1.6023455149339427
YCL061C	-0.8443040523050142	0.17134456569060486
YCL063W	0.4130006731145513	1.166677871153458
YCL064C	0.11608317568430716	0.39896645197060526
YCL069W	-0.21248941328646123	0.17194752459617046
YCL076W	0.08735421049789803	0.7300170670997628
YCR001W	0.44189966815916704	2.0270712032636076
YCR002C	0.23248525297031689	0.1721926266954359
YCR003W	0.4865983760989671	1.6703229955809797
YCR004C	0.6487549807476157	1.659890881124529
YCR005C	0.15513715063424247	1.1102706581915458
YCR006C	0.4508700590284192	1.208929385181862
YCR007C	0.1750104256202498	1.0161491721272713
YCR008W	0.46611810533010883	1.5025330972073996
YCR009C	-0.8561596318331214	-0.015424980223330626
YCR010C	-0.17122556252833254	1.131086850932837
YCR011C	-0.5112533607046584	1.8225371175851146
YCR014C	0.43709929616950666	1.4969062007651877
YCR015C	0.6360160408217297	1.432502160754235
YCR016W	0.6142931686436023	1.7609025273097436
YCR017C	0.5018712902038042	0.1910131928478696
YCR019W	0.7607139643814347	0.7270402854429406
YCR020C	0.6960716710419447	1.4701452304271538
YCR020C-A	0.29407610443615767	0.43829632237296806
YCR020W-B	-1.0056649890010227	0.4470830604589325
YCR021C	0.25930343647087567	0.7635072534819963
YCR022C	0.20014227589421835	0.7792593960801864
YCR023C	0.46699369614167574	1.0248062129699924
YCR024C	0.3276382885717242	0.7220022916212688
YCR024C-A	-0.4444900060860788	0.1290914771889009
YCR025C	-0.25646595529938826	0.4155652532072657
YCR026C	-0.15227005558055473	0.47550403742912445
YCR027C	-0.8139754979312265	-0.1585894663630391
YCR028C	0.34990015389515583	2.070712637255858
YCR028C-A	-0.14916121713889366	4.345613303756033
YCR030C	0.0579735114816451	2.037934475987771
YCR031C	-0.9864019345114662	-0.30831902186420973
YCR032W	-0.6031009976736609	1.5636457390656862
YCR033W	0.3603076687310964	3.8541787026446395
YCR034W	-2.02988117864778	-0.4876516282925856
YCR036W	-0.707422180221885	0.04426777116929173
YCR037C	-0.16635228518573172	0.0307063772013635
YCR043C	-0.27868572422583454	0.1167269374907243
YCR044C	-1.26522391089522	0.3840122966220854
YCR045C	-1.2667484285895345	-0.4037150082262442
YCR046C	-1.2933993320712713	1.500326521447401
YCR047C	0.12485428259484592	2.396502613459115
YCR048W	1.257913686334944	2.880874365765715
YCR049C	0.16147902401495268	0.07026846272721678
YCR050C	-0.8781505790733254	0.02120732911914154
YCR051W	-0.8968281552722163	-0.1489001624981038
YCR053W	0.45741361492199323	3.8467332659076425
YCR059C	-0.03756573538916928	-0.04637366416729961
YCR060W	0.9426247690828393	1.6870143787113001
YCR061W	1.2678889990793918	1.536863282636641
YCR063W	-1.5103804070090523	-0.23291448467418807
YCR065W	-1.5360043567758974	-0.45585229558240664
YCR066W	-2.0169655261547876	-0.6291859946325019
YCR067C	-1.1803820824163465	0.8277767475181191
YCR068W	-0.2672107074899743	-0.12164127812615622
YCR069W	-0.8086924509127814	1.4604263319521196
YCR071C	-0.5027818457573057	0.6883271975664081
YCR073C	-0.18776400339019098	1.5938582389532412
YCR073W-A	-0.42706210884168855	-0.36258928508538785
YCR075C	0.2575115590397817	2.0155741934503353
YCR075W-A	0.3370106504036658	-0.5090565778286942
YCR076C	-0.4626971725304333	-0.2516065876947736
YCR077C	-1.4015506981816668	-0.288671327985144
YCR079W	0.42529491781952317	-0.0808371677570452
YCR081W	-1.4639103868395709	-0.4859383683003615
YCR082W	0.22288143219776357	0.31949075561261836
YCR083W	0.31420703506223757	3.326222716795513
YCR084C	-0.7416550100371981	2.55450852093797
YCR085W	-0.05226923641228929	-0.07384148565463394
YCR086W	-1.9805610757670653	-0.6561686831325821
YCR087C-A	-1.3298081645758635	-0.6790290056871566
YCR087W	-1.570506393521153	-0.7274314290833963
YCR088W	2.0024456778145234	3.7592495943405693
YCR089W	0.737846421309643	3.748182226465385
YCR090C	0.49955768663594585	-0.05316222785622435
YCR091W	-0.43641178701599226	-0.12638186545518662
YCR092C	-0.151049649511591	0.08102542874968884
YCR094W	-1.0354852043216698	0.9537258509885582
YCR095C	0.4210854930745547	1.1622680660057505
YCR095W-A	0.4108962916484646	0.07569519933605301
YCR098C	-1.1740195784469687	-0.40245068447369675
YCR099C	-0.11394925561235641	-0.15454363200632285
YCR100C	-0.0866824297366987	-0.14491229368184
YCR101C	-0.07812106969502837	0.008663019219845143
YCR102C	0.2743226612738494	0.10980791592522583
YCR102W-A	0.011673069316160746	0.628530159439696
YCR105W	0.04804727076844291	-0.09554457133847112
YCR106W	-0.13978191556634006	-0.11403818934142845
YCR107W	0.49630539060111123	1.613606747627838
YDL001W	-0.23568299782469013	0.6429234105359926
YDL002C	-0.48225195488793365	0.22812676227741696
