orf	hap a | cell size | standard | YPD | Shimasawa M~Mizushima N, 2023
YBL001C	0.4719532493547372
YBL002W	-0.7679793648243003
YBL003C	1.7269457738274472
YBL005W	1.1898089733531274
YBL006C	3.0622578198664105
YBL007C	6.756955811914069
YBL008W	0.9162206030180766
YBL009W	0.020155940544561764
YBL010C	0.21844475941124983
YBL011W	-0.4366613383635048
YBL012C	-0.28606223542677944
YBL013W	-0.1354631324900544
YBL015W	0.07537561162136105
YBL016W	1.4935171642755232
YBL017C	2.454841438021619
YBL019W	2.020614024554061
YBL021C	0.7656215000813513
YBL022C	0.4418334287673921
YBL024W	3.9332226318504713
YBL027W	-0.14299308763689067
YBL028C	-0.07522349131536428
YBL029W	-0.21076268395841707
YBL031W	-0.02000382023856499
YBL032W	1.1295693321784372
YBL033C	5.396543915385652
YBL036C	-0.742879514334846
YBL037W	1.3931177623177062
YBL039C	2.454841438021619
YBL042C	2.151133247099223
YBL043W	1.1295693321784372
YBL044W	-0.37391171213986923
YBL045C	-0.4567412187550682
YBL046W	0.18330496872601393
YBL047C	1.1145094218847647
YBL048W	0.3464539969074661
YBL049W	-0.40152154767826886
YBL051C	1.3730378819261428
YBL052C	1.0492498106121837
YBL053W	1.3830778221219246
YBL054W	1.5537568054502133
YBL055C	1.1797690331573456
YBL056W	1.6441162672122485
YBL057C	0.020155940544561764
YBL059W	-0.4969009795381949
YBL060W	0.047765776082961134
YBL061C	0.645142217731971
YBL062W	-0.007453894993838157
YBL063W	1.624036386820685
YBL064C	1.9704143235751528
YBL065W	1.4131976427092696
YBL066C	1.2199287939404724
YBL067C	1.6039565064291217
YBL068W	3.3659660107888065
YBL069W	0.12808529764921464
YBL070C	0.38661375769059286
YBL071C	-0.35383183174830585
YBL072C	-0.5722005310065573
YBL075C	-0.14299308763689067
YBL078C	-0.21829263910525334
YBL079W	0.9563803638012034
YBL080C	-0.08526343151114596
YBL081W	1.4935171642755232
YBL082C	1.5135970446670866
YBL083C	2.3343621556722387
YBL085W	1.2902083753109443
YBL086C	-0.1906828035668537
YBL087C	-0.3688917420419784
YBL088C	0.0327058657892886
YBL089W	-0.17060292317529033
YBL090W	-0.7002097685027738
YBL091C	-0.027533775385401534
YBL091C-A	-0.20072274376263538
YBL093C	0.21091480426441386
YBL094C	12.888849286487732
YBL095W	0.1255753126002695
YBL096C	-0.9035185574673528
YBL098W	-0.7052297386006647
YBL099W	-1.0164678846698967
YBL100C	-0.22833257930103504
YBL101C	-0.1455030726858361
YBL102W	-0.36387177194408754
YBL103C	-0.5772205011044481
YBL104C	-0.2584523998883798
YBL106C	-0.2885722204757249
YBL107C	-0.8884586471736802
YBR001C	-1.0591376305019689
YBR003W	-1.172086957704513
YBR005W	-0.6600500077196471
YBR006W	-1.0666675856488053
YBR007C	-0.2459024746436527
YBR008C	-0.32371201116096077
YBR009C	0.07286562657241535
YBR010W	-0.24088250454576185
YBR012C	-0.14048310258794525
YBR013C	-0.4467012785592865
YBR014C	0.7806814103750238
YBR015C	1.8875848169599543
YBR016W	0.5598027260678267
YBR018C	0.5522727709209907
YBR019C	0.3564939371032478
YBR020W	0.13687024532052375
YBR021W	0.23099468465597722
YBR022W	0.10047546211081528
YBR023C	0.3464539969074661
YBR024W	0.0352158508382343
YBR025C	0.01262598539772522
YBR026C	-0.0777334763643097
YBR027C	0.8459410216476049
YBR028C	1.0417198554653477
YBR030W	0.5999624868509534
YBR031W	0.42175354837582874
YBR032W	1.0492498106121837
YBR033W	0.871040872137059
YBR034C	-0.03757371558118322
YBR035C	-0.45423123370612273
YBR036C	-0.0551436109238009
YBR037C	-0.07271350626641913
YBR040W	0.10298544715976042
YBR041W	-0.06769353616852829
YBR042C	-0.1128732670495456
YBR043C	0.33139408661379355
YBR044C	0.23350466970492237
YBR045C	0.8057812608644781
YBR046C	2.003044129211444
YBR047W	0.2586045201943766
YBR048W	0.5447428157741547
YBR050C	0.04525579103401599
YBR051W	-0.0576535959727466
YBR052C	-0.1229132072453273
YBR053C	-0.1229132072453273
YBR054W	0.055295731229797675
YBR056W	0.10047546211081528
YBR057C	0.381593787592702
YBR058C	-0.4165814579719414
YBR059C	-0.34379189155252415
YBR061C	-0.5320407702234309
YBR062C	-0.2132726690073625
YBR063C	-0.11789323714743645
YBR064W	0.055295731229797675
YBR065C	-0.27351231018205235
YBR066C	-0.02000382023856499
YBR067C	-0.03757371558118322
YBR068C	0.010116000348780078
YBR069C	-0.3287319812588516
YBR071W	0.047765776082961134
YBR072W	-0.14048310258794525
YBR073W	0.08792553686608788
YBR074W	-0.34379189155252415
YBR076W	-0.2132726690073625
YBR077C	-0.03757371558118322
YBR078W	1.6767460728485388
YBR081C	2.286672439742276
YBR082C	0.10549543220870612
YBR083W	0.055295731229797675
YBR084C-A	-0.1354631324900544
YBR084W	0.09294550696397873
YBR085W	0.07286562657241535
YBR090C	-0.11789323714743645
YBR092C	-0.47682109914663157
YBR093C	-0.6625599927685925
YBR094W	-0.09781335675587308
YBR095C	-0.42160142806983225
YBR097W	0.3665338772990295
YBR098W	0.1682450584323414
YBR099C	-0.0902834016090368
YBR101C	-0.12040322219638187
YBR103W	-0.12040322219638187
YBR104W	0.1707550434812871
YBR105C	0.5999624868509534
YBR106W	0.16573507338339624
YBR107C	0.04525579103401599
YBR108W	-0.09781335675587308
YBR111C	-0.11538325209849103
YBR112C	1.4960271493244683
YBR113W	-0.07271350626641913
YBR114W	-0.20072274376263538
YBR115C	-0.45423123370612273
YBR116C	-0.10283332685376392
YBR119W	-0.21829263910525334
YBR120C	-0.44419129351034103
YBR121C	-0.2559424148394344
YBR122C	-0.5671805609086664
YBR125C	-0.08275344646220055
YBR126C	-0.4241114131187777
YBR127C	-0.007453894993838157
YBR128C	-0.07522349131536428
YBR129C	-0.3086521008672883
YBR130C	0.10549543220870612
YBR131W	0.06784565647452451
YBR132C	-0.3463018766014696
YBR133C	-0.16558295307739948
YBR134W	0.07537561162136105
YBR137W	-0.25092244474154357
YBR138C	-0.29359219057361574
YBR139W	-0.23837251949681643
YBR141C	-0.12040322219638187
YBR144C	-0.64750008247492
YBR145W	-0.12793317734321813
YBR146W	0.5020730699420822
YBR147W	-0.2684923400841615
YBR148W	-0.35132184669936045
YBR149W	-0.012473865091729002
YBR150C	0.21342478931335898
YBR151W	-0.18064286337107202
YBR156C	-0.047613655776964914
YBR157C	-0.2459024746436527
YBR158W	-0.09279338665798223
YBR159W	-0.04510367072801921
YBR161W	0.017645955495616063
YBR162C	0.32888410156484843
YBR162W-A	-0.12793317734321813
YBR163W	-0.4743111140976861
YBR164C	-0.3362619364056879
YBR165W	-0.3814416672867055
YBR166C	-0.44419129351034103
YBR168W	0.40669363808215625
YBR169C	0.1356152527960512
YBR170C	-0.08275344646220055
YBR171W	1.2751484650172717
YBR172C	-0.10785329695165477
YBR173C	0.1707550434812871
YBR174C	0.5974525018020083
YBR175W	0.22095474446019553
YBR176W	0.4744632344036829
YBR177C	0.3941437128374294
YBR178W	0.04525579103401599
YBR179C	-0.414071472922996
YBR180W	0.15067516308972373
YBR181C	-0.1229132072453273
YBR182C	0.1682450584323414
YBR183W	0.4092036231311019
YBR184W	0.5547827559699359
YBR185C	0.07035564152347021
YBR186W	0.4594033241100104
YBR187W	0.3665338772990295
YBR188C	0.3364140567116844
YBR189W	0.20840481921546816
YBR191W	0.13812523784499633
YBR194W	3.4989952183829134
YBR195C	0.08792553686608788
YBR197C	0.2560945351454309
YBR199W	0.15067516308972373
YBR200W	3.140067356383719
YBR201W	0.36904386234797515
YBR203W	0.2586045201943766
YBR204C	0.7631115150324062
YBR205W	-0.16307296802845406
YBR206W	1.001560094682221
YBR207W	0.20087486406863217
YBR208C	0.43179348857161043
YBR209W	0.5572927410188816
YBR210W	-0.027533775385401534
YBR212W	0.11804535745343295
YBR213W	0.637612262585135
YBR214W	0.20087486406863217
YBR215W	0.9212405731159675
YBR216C	0.24354460990070406
YBR217W	0.1707550434812871
YBR218C	0.7631115150324062
YBR219C	0.27115444543910344
YBR220C	0.07035564152347021
YBR221C	0.1356152527960512
YBR222C	-0.0099638800427833
YBR223C	0.1682450584323414
YBR224W	0.0778855966703062
YBR225W	0.09545549201292443
YBR226C	0.21593477436230468
YBR227C	0.15067516308972373
YBR228W	1.3705278968771977
YBR229C	1.5738366858417767
YBR230C	0.22095474446019553
YBR231C	2.269102544399658
YBR232C	-0.8307289910479358
YBR233W	0.24354460990070406
YBR235W	0.943830438556476
YBR238C	-0.18817281851790826
YBR239C	0.5246629353825913
YBR240C	0.37908380254375684
YBR241C	0.3389240417606301
YBR242W	0.12808529764921464
YBR244W	0.17577501357917794
YBR245C	0.6903219486129887
YBR246W	0.2586045201943766
YBR248C	-0.04510367072801921
YBR249C	-0.1103632820006002
YBR250W	0.8082912459134237
YBR251W	-0.10534331190270935
YBR255W	0.17577501357917794
YBR258C	-0.2132726690073625
YBR259W	-0.22080262415419877
YBR260C	0.1356152527960512
YBR261C	-0.2684923400841615
YBR262C	0.01262598539772522
YBR263W	0.35147396700535694
YBR264C	-0.8859486621247348
YBR266C	-0.5119608898318675
YBR267W	0.878570827283895
YBR268W	-0.958738228544152
YBR269C	-0.29610217562256114
YBR270C	0.38661375769059286
YBR271W	-0.1003233418048185
YBR272C	0.13059528269816034
YBR273C	0.14314520794288718
YBR274W	0.6476522027809167
YBR275C	-0.03255374548329238
YBR276C	0.3941437128374294
YBR277C	0.21091480426441386
YBR278W	0.45689333906106466
YBR279W	0.3489639819564118
YBR280C	-0.014983850140674144
YBR281C	0.1707550434812871
YBR282W	-0.052633625874855754
YBR283C	-0.12793317734321813
YBR284W	-0.32371201116096077
YBR285W	-0.3362619364056879
YBR286W	-0.25092244474154357
YBR287W	-0.04510367072801921
YBR288C	0.1356152527960512
YBR289W	0.504583054991028
YBR290W	-0.21829263910525334
YBR291C	-0.17311290822423575
YBR292C	0.534702875578373
YBR293W	0.542232830725209
YBR294W	7.606015299838835e-05
YBR295W	0.04274580598507029
YBR296C	0.22095474446019553
YBR297W	0.07537561162136105
YBR298C	0.6526721728788076
YBR299W	0.286214355732776
YBR300C	-0.26598235503521606
YBR301W	-0.12793317734321813
YCL001W	0.14816517804077803
YCL001W-A	-0.42160142806983225
YCL002C	0.29876428097750335
YCL005W	1.3228381809472345
YCL008C	0.35147396700535694
YCL009C	-0.1555430128816178
YCL010C	-0.08275344646220055
YCL011C	0.44685339886528297
YCL014W	0.8835907973817859
YCL016C	0.44685339886528297
YCL022C	-0.2333525493989256
YCL023C	0.871040872137059
YCL024W	-0.027533775385401534
YCL025C	-0.25092244474154357
YCL026C-A	-0.18315284842001742
YCL027W	-0.027533775385401534
YCL028W	-0.1229132072453273
YCL029C	0.2586045201943766
YCL030C	0.4041836530332111
YCL032W	-0.20072274376263538
YCL033C	1.0643097209058563
YCL034W	-0.13044316239216355
YCL035C	0.10549543220870612
YCL036W	0.42426353342477446
YCL037C	1.0843896012974197
YCL038C	1.0768596461505837
YCL039W	-0.08777341656009138
YCL040W	-0.15052304278372694
YCL042W	-0.040083700630128366
YCL044C	-0.4492112636082319
YCL045C	-0.1354631324900544
YCL046W	-0.040083700630128366
YCL047C	0.015135970446670921
YCL048W	-0.03255374548329238
YCL049C	0.07035564152347021
YCL050C	0.18079498367706878
YCL051W	-0.20072274376263538
YCL055W	0.46693327925684636
YCL056C	0.12808529764921464
YCL057W	-0.11538325209849103
YCL058C	1.3705278968771977
YCL061C	1.3228381809472345
YCL063W	-1.0214878547677877
YCL064C	-0.8608488116352806
YCL069W	-0.9436783182504795
YCL076W	0.8258611412560415
YCR001W	-0.9160684827120799
YCR002C	3.067277789964301
YCR003W	-1.3553158662775284
YCR004C	-0.2584523998883798
YCR005C	-0.09530337170692765
YCR006C	0.06784565647452451
YCR007C	-0.23837251949681643
YCR008W	0.1356152527960512
YCR009C	0.6501621878298619
YCR010C	-0.7152696787964464
YCR011C	-1.209736733438694
YCR014C	-0.7278196040411735
YCR015C	-1.0566276454530235
YCR016W	-0.8608488116352806
YCR017C	-0.7855492601669182
YCR019W	0.5146229951868097
YCR020C	0.3464539969074661
YCR020C-A	-0.10283332685376392
YCR020W-B	1.2048688836468
YCR021C	-0.3864616373845963
YCR022C	-0.02000382023856499
YCR023C	0.06784565647452451
YCR024C	-0.6801298881112104
YCR024C-A	-0.4592512038040136
YCR025C	0.32135414641801185
YCR026C	0.23350466970492237
YCR027C	0.052785746180851974
YCR028C	0.40669363808215625
YCR028C-A	-0.20574271386052623
YCR030C	-0.10785329695165477
YCR031C	0.15569513318761458
YCR032W	-0.3814416672867055
YCR033W	0.3238641314669576
YCR034W	0.57988260645939
YCR036W	-0.6625599927685925
YCR037C	-0.4391713234124502
YCR043C	-0.41909144302088686
YCR044C	1.2149088238425816
YCR045C	-0.5144708748808129
YCR046C	0.1707550434812871
YCR047C	-0.10534331190270935
YCR048W	0.06533567142557936
YCR049C	0.6024724718998992
YCR050C	0.5698426662636084
YCR051W	0.4794832045015737
YCR053W	0.03772583588717944
YCR059C	0.28872434078172166
YCR060W	0.13059528269816034
YCR061W	0.2661344753412126
YCR063W	0.0025860452019435317
YCR065W	0.10298544715976042
YCR066W	-0.8432789162926629
YCR067C	-0.16307296802845406
YCR068W	-0.629930187132302
YCR069W	-0.31869204106307
YCR071C	-0.2710023251331069
YCR073C	-0.15303302783267236
YCR073W-A	-0.0099638800427833
YCR075C	-0.6224002319854658
YCR076C	0.9538703787522577
YCR077C	-0.3864616373845963
YCR079W	0.9538703787522577
YCR081W	1.2575785696746535
YCR082W	-0.30614211581834283
YCR083W	-0.1555430128816178
YCR084C	1.2952283454088351
YCR085W	-0.48937102439135866
YCR086W	0.6602021280256442
YCR087C-A	-0.8031191555095362
YCR087W	-0.7579394246285186
YCR088W	0.34394401185852097
YCR089W	-0.12793317734321813
YCR090C	-0.6374601422791383
YCR091W	-0.32371201116096077
YCR092C	-0.34379189155252415
YCR094W	-1.0039179594251697
YCR095C	0.3062942361243393
YCR098C	-0.4040315327272143
YCR099C	0.45689333906106466
YCR100C	0.7053818589066612
YCR101C	0.7781714253260787
YCR102C	0.7857013804729147
YCR102W-A	0.3364140567116844
YCR105W	0.9388104684585852
YCR106W	0.10298544715976042
YCR107W	0.1356152527960512
YDL001W	-0.24339248959470727
YDL002C	-0.19821275871368996
YDL006W	-0.21578265405630792
YDL009C	-0.23084256434998046
YDL010W	-0.5471006805171031
YDL011C	-0.42913138321666855
YDL012C	-0.1103632820006002
YDL013W	-0.012473865091729002
YDL018C	0.027685895691397754
YDL019C	-0.14299308763689067
YDL020C	-0.08275344646220055
YDL021W	0.3665338772990295
YDL022W	-0.05012364082591005
YDL023C	0.2460545949496492
YDL024C	-0.6826398731601558
YDL025C	-0.4642711739019044
YDL026W	-0.5747105160555027
YDL027C	-0.5169808599297583
YDL032W	-0.26347236998627066
YDL033C	-0.18315284842001742
YDL034W	-0.20825269890947165
YDL035C	0.0327058657892886
YDL036C	-0.10534331190270935
YDL037C	-0.12793317734321813
YDL039C	-0.30614211581834283
YDL040C	-0.6249102170344112
YDL041W	-0.19570277366474453
YDL042C	-0.42913138321666855
YDL044C	-0.6098503067407386
YDL045W-A	-0.6098503067407386
YDL046W	-0.1580529979305632
YDL047W	1.5135970446670866
YDL048C	-0.5169808599297583
YDL049C	0.3640238922500843
YDL050C	0.973950259143821
YDL051W	-0.1781328783221266
YDL052C	-0.24841245969259812
YDL053C	-0.05012364082591005
YDL054C	-0.03255374548329238
YDL056W	0.43430347362055616
YDL057W	-0.6374601422791383
YDL059C	-0.19570277366474453
YDL061C	-0.14801305773478152
YDL062W	-0.5471006805171031
YDL063C	-0.4341513533145594
YDL065C	-0.24339248959470727
YDL066W	-0.12040322219638187
YDL067C	-0.20825269890947165
YDL068W	-0.21829263910525334
YDL069C	-0.2810422653288886
YDL070W	0.09294550696397873
YDL071C	0.09294550696397873
YDL072C	0.027685895691397754
YDL073W	-0.5897704263491753
YDL074C	0.4744632344036829
YDL075W	-0.13295314744110898
YDL076C	0.017645955495616063
YDL077C	-0.10534331190270935
YDL078C	-0.5521206506149939
YDL079C	-0.28355225037783405
YDL080C	0.055295731229797675
YDL081C	0.2460545949496492
YDL082W	-0.1580529979305632
YDL083C	-0.08275344646220055
YDL085W	-0.14048310258794525
YDL086W	-0.07271350626641913
YDL088C	-0.13295314744110898
YDL089W	-0.20072274376263538
YDL090C	-0.1580529979305632
YDL091C	0.030195880740343455
YDL093W	-0.08777341656009138
YDL095W	1.2098888537446908
YDL096C	1.1571791677168373
YDL099W	-0.17562289327318117
YDL100C	-0.2810422653288886
YDL101C	0.22848469960703152
YDL104C	-0.03506373053223752
YDL106C	-0.15303302783267236
YDL107W	-0.47682109914663157
YDL109C	-0.11538325209849103
YDL110C	0.22848469960703152
YDL112W	0.07286562657241535
YDL113C	-0.02000382023856499
YDL114W	-0.0902834016090368
YDL115C	0.6175323821935716
YDL116W	1.9126846674494085
YDL117W	2.4975111838536908
YDL118W	-0.2910822055246703
YDL119C	-0.3688917420419784
YDL121C	-0.31869204106307
YDL122W	-1.0616476155509142
YDL123W	-0.3588518018461967
YDL124W	0.15067516308972373
YDL125C	0.8359010814518232
YDL127W	-0.301122145720452
YDL128W	-0.25343242979048897
YDL129W	0.017645955495616063
YDL130W	0.010116000348780078
YDL130W-A	-0.9210884528099708
YDL131W	-0.3588518018461967
YDL133C-A	0.3489639819564118
YDL133W	-0.007453894993838157
YDL134C	-0.08526343151114596
YDL135C	0.13059528269816034
YDL136W	-0.564670575859721
YDL137W	0.06533567142557936
YDL138W	0.25107456504754005
YDL142C	-0.02000382023856499
YDL144C	0.32888410156484843
YDL146W	1.001560094682221
YDL149W	-0.13044316239216355
YDL151C	-0.2810422653288886
YDL154W	-0.04510367072801921
YDL155W	-0.31869204106307
YDL156W	-0.017493835189619847
YDL157C	-0.2910822055246703
YDL159W	-0.4567412187550682
YDL160C	0.38661375769059286
YDL161W	0.0803955817192519
YDL162C	0.48701315964840974
YDL167C	-0.6098503067407386
YDL168W	0.1130253873555421
YDL169C	0.3916337277884837
YDL170W	-1.1745969427534582
YDL171C	0.672752053270371
YDL172C	-0.16307296802845406
YDL173W	-0.21076268395841707
YDL174C	-0.26096238493732526
YDL175C	-0.2986121606715066
YDL176W	0.3841037726416477
YDL177C	0.052785746180851974
YDL178W	0.2837043706838308
YDL179W	0.12055534250237865
YDL180W	0.07286562657241535
YDL181W	-1.2674663895644387
YDL182W	-0.9486982883483703
YDL183C	-0.8708887518310623
YDL184C	-0.4366613383635048
YDL185W	-0.4918810094403041
YDL186W	-0.5922804113981207
YDL187C	0.10047546211081528
YDL188C	0.052785746180851974
YDL189W	-0.04510367072801921
YDL190C	-0.8708887518310623
YDL191W	-0.21829263910525334
YDL192W	1.7470256542190106
YDL194W	-0.35383183174830585
YDL197C	1.3228381809472345
YDL198C	-0.6725999329643741
YDL199C	0.6953419187108795
YDL200C	0.5823925915083358
YDL201W	0.5572927410188816
YDL202W	-0.4492112636082319
YDL203C	0.5472528008230999
YDL204W	1.1546691826678914
YDL206W	0.5296829054804821
YDL210W	1.091919556444256
YDL211C	0.6702420682214253
YDL213C	-0.3161820560141245
YDL214C	1.2826784201641077
YDL215C	1.3830778221219246
YDL216C	1.4157076277582155
YDL218W	1.4784572539818506
YDL219W	0.9312805133117492
YDL222C	0.48450317459946457
YDL223C	0.645142217731971
YDL224C	0.5472528008230999
YDL225W	5.105385649707983
YDL226C	-0.629930187132302
YDL227C	0.31131420622223016
YDL229W	0.28119438563488514
YDL230W	0.36151390720113863
YDL231C	-0.11789323714743645
YDL232W	0.7882113655218604
YDL233W	0.9614003338990943
YDL234C	1.0467398255632385
YDL236W	1.0868995863463653
YDL237W	1.1195293919826557
YDL238C	0.6351022775361893
YDL239C	-0.599810366544957
YDL240W	-0.04510367072801921
YDL241W	-0.366381756993033
YDL243C	-0.37391171213986923
YDR001C	-0.33124196630779706
YDR003W	0.7882113655218604
YDR004W	1.5512468204012677
YDR005C	0.13812523784499633
YDR006C	0.4418334287673921
YDR007W	-0.4943909944892495
YDR008C	-0.04259368567907407
YDR009W	0.30880422117328504
YDR010C	-0.13295314744110898
YDR011W	-0.4040315327272143
YDR014W	-0.301122145720452
YDR015C	-0.599810366544957
YDR017C	0.4794832045015737
YDR018C	0.615022397144626
YDR019C	1.199848913548909
YDR020C	0.5296829054804821
YDR022C	0.8685308870881133
YDR024W	0.5296829054804821
YDR025W	-0.1354631324900544
YDR026C	-0.12793317734321813
YDR027C	-0.10283332685376392
YDR028C	-0.02000382023856499
YDR029W	-0.24841245969259812
YDR030C	-0.10785329695165477
YDR031W	-0.20574271386052623
YDR032C	0.6576921429766984
YDR033W	-0.0024339248959473125
YDR034C	-0.24841245969259812
YDR035W	0.1331052677471055
YDR036C	-0.04259368567907407
YDR042C	-0.4567412187550682
YDR043C	-0.45172124865717733
YDR046C	-0.39901156262932347
YDR048C	-0.4391713234124502
YDR049W	-0.928618407956807
YDR051C	0.4518733689631738
YDR055W	0.04525579103401599
YDR056C	0.2636244902922674
YDR057W	-0.07522349131536428
YDR058C	0.09294550696397873
YDR059C	-0.9060285425162982
YDR061W	-0.8482988863905537
YDR063W	-0.958738228544152
YDR065W	-0.9863480640825517
YDR066C	-0.8282190059989903
YDR067C	-1.0741975407956414
YDR068W	-1.101807376334041
YDR069C	-0.5019209496360858
YDR070C	-0.6550300376217563
YDR071C	-0.017493835189619847
YDR072C	-1.1469871072150588
YDR073W	-0.8206890508521542
YDR074W	-0.25343242979048897
YDR075W	-0.28606223542677944
YDR076W	-0.12542319229427273
YDR077W	-0.582240471202339
YDR078C	-0.7403695292859006
YDR079W	-0.725309618992228
YDR080W	-0.6926798133559375
YDR083W	-1.1821268979002943
YDR084C	-0.9060285425162982
YDR085C	-0.9712881537888791
YDR089W	-0.9512082733973157
YDR090C	-0.9210884528099708
YDR092W	-0.8056291405584816
YDR093W	-0.5069409197339766
YDR094W	-0.5496106655660485
YDR095C	-0.5671805609086664
YDR096W	-0.42913138321666855
YDR097C	-0.46929114399979527
YDR098C	-0.6926798133559375
YDR099W	-0.9788181089357154
YDR100W	-0.7830392751179728
YDR101C	-0.30614211581834283
YDR102C	-0.6249102170344112
YDR103W	-0.993878019229388
YDR104C	-0.8357489611458266
YDR105C	-0.5496106655660485
YDR107C	-0.21829263910525334
YDR108W	-0.13044316239216355
YDR109C	-0.39148160748248717
YDR110W	-0.25092244474154357
YDR111C	-0.64750008247492
YDR112W	-0.9712881537888791
YDR114C	-1.3126461204454563
YDR115W	-1.2398565540260391
YDR116C	-1.023997839816733
YDR117C	-1.0867474660403686
YDR119W	-1.0014079743762243
YDR120C	-0.4341513533145594
YDR121W	-0.1455030726858361
YDR122W	-0.6600500077196471
YDR123C	-0.5119608898318675
YDR124W	-0.42913138321666855
YDR125C	-0.4843510542934678
YDR126W	-0.414071472922996
YDR127W	-0.7127596937475009
YDR128W	-1.0867474660403686
YDR129C	-1.0516076753551327
YDR130C	-0.3789316822377601
YDR131C	-0.9010085724184074
YDR132C	-0.6751099180133197
YDR133C	-0.3864616373845963
YDR135C	0.050275761131906835
YDR136C	-0.24339248959470727
YDR137W	0.30127426602644847
YDR138W	1.2274587490873083
YDR139C	-0.7052297386006647
YDR140W	-0.9436783182504795
YDR142C	-0.7780193050200819
YDR143C	-0.9060285425162982
YDR144C	-0.5320407702234309
YDR146C	-0.40905150282510516
YDR147W	-0.36387177194408754
YDR148C	0.015135970446670921
YDR149C	0.4619133091589555
YDR150W	1.0417198554653477
YDR151C	-0.1931927886157991
YDR152W	0.7003618888087704
YDR153C	0.44685339886528297
YDR154C	-0.863358796684226
YDR155C	-0.31869204106307
YDR156W	-1.227306628781312
YDR157W	-0.8332389760968812
YDR158W	-0.3262219962099062
YDR159W	-0.31869204106307
YDR161W	0.030195880740343455
YDR162C	0.05780571627874282
YDR163W	0.23852463980281322
YDR165W	0.4092036231311019
YDR169C	0.28119438563488514
YDR171W	0.37908380254375684
YDR173C	-1.2724863596623295
YDR174W	0.35147396700535694
YDR175C	-1.3578258513264738
YDR176W	-1.0917674361382594
YDR178W	-1.0691775706977507
YDR179C	-0.8332389760968812
YDR179W-A	-0.4391713234124502
YDR181C	-0.052633625874855754
YDR183W	0.45438335401211954
YDR184C	0.11051540230659697
YDR185C	0.08792553686608788
YDR186C	0.5271729204315365
YDR191W	0.11804535745343295
YDR192C	-0.49941096458714035
YDR193W	-0.7278196040411735
YDR194C	-1.4933650439695265
YDR195W	1.5010471194223591
YDR197W	-1.3026061802496747
YDR198C	-0.7955892003626999
YDR199W	0.16322508833445054
YDR200C	1.8474250561768275
YDR202C	0.18581495377495963
YDR203W	0.21593477436230468
YDR204W	-0.35132184669936045
YDR205W	0.5221529503336456
YDR206W	0.6325922924872442
YDR207C	0.22346472950914067
YDR209C	-0.7654693797753548
YDR210W	-0.9461883032994249
YDR213W	-0.582240471202339
YDR214W	-0.5897704263491753
YDR215C	-1.0767075258445868
YDR216W	-0.33375195135674246
YDR217C	-0.3287319812588516
YDR218C	0.28119438563488514
YDR219C	0.2661344753412126
YDR220C	0.22346472950914067
YDR221W	0.7154217991024429
YDR222W	-0.18817281851790826
YDR223W	-0.8934786172715711
YDR225W	-0.8031191555095362
YDR226W	-0.5220008300276492
YDR227W	-0.9612482135930974
YDR229W	-0.5897704263491753
YDR230W	-1.4180654925011638
YDR231C	0.4092036231311019
YDR233C	0.3263741165159027
YDR234W	0.7154217991024429
YDR237W	-0.4391713234124502
