orf	hap alpha | lipid particle number (BODIPY 493/503) | growth phase [log] | YPD | Szymanski KM~Goodman JM, 2007	hap alpha | lipid particle size (BODIPY 493/503) | growth phase [log] | YPD | Szymanski KM~Goodman JM, 2007	hap alpha | lipid particle aggregation (BODIPY 493/503) | growth phase [log] | YPD | Szymanski KM~Goodman JM, 2007	hap alpha | lipid particle staining intensity (BODIPY 493/503) | growth phase [log] | YPD | Szymanski KM~Goodman JM, 2007	hap alpha | lipid particle resolution (BODIPY 493/503) | growth phase [log] | YPD | Szymanski KM~Goodman JM, 2007	hap alpha | lipid particle ring shape (BODIPY 493/503) | growth phase [log] | YPD | Szymanski KM~Goodman JM, 2007	hap alpha | lipid particle number (BODIPY 493/503) | growth phase [stationary] | YPD | Szymanski KM~Goodman JM, 2007	hap alpha | lipid particle size (BODIPY 493/503) | growth phase [stationary] | YPD | Szymanski KM~Goodman JM, 2007	hap alpha | lipid particle size variation (BODIPY 493/503) | growth phase [stationary] | YPD | Szymanski KM~Goodman JM, 2007	hap alpha | lipid particle aggregation (BODIPY 493/503) | growth phase [stationary] | YPD | Szymanski KM~Goodman JM, 2007	hap alpha | lipid particle centralization around nuclear envelope (BODIPY 493/503) | growth phase [stationary] | YPD | Szymanski KM~Goodman JM, 2007	hap alpha | lipid particle staining intensity (BODIPY 493/503) | growth phase [stationary] | YPD | Szymanski KM~Goodman JM, 2007	hap alpha | lipid particle resolution (BODIPY 493/503) | growth phase [stationary] | YPD | Szymanski KM~Goodman JM, 2007
YJL127C	14.952122357792884	0.14467285588406792	0.20992987301321997	0.0	-12.12169476067467	0.0	10.8951733173796	0.22041913193731774	0.0	-17.56627301848883	0.0	0.0	0.0
YJL154C	0.1495212235779282	-14.17793987663872	0.20992987301321997	-19.4828984838841	0.0	0.0	0.10895173317379551	0.22041913193731774	0.0	0.17924768386213008	0.0	0.0	-6.924403831453841
YJR074W	0.1495212235779282	0.14467285588406792	0.20992987301321997	0.0	0.0	0.0	10.8951733173796	0.22041913193731774	0.0	-17.56627301848883	0.0	0.0	0.0
YKL041W	0.1495212235779282	-14.17793987663872	0.20992987301321997	-19.4828984838841	0.0	0.0	0.10895173317379551	0.22041913193731774	0.0	0.17924768386213008	0.0	0.0	-6.924403831453841
YKL114C	14.952122357792884	0.14467285588406792	0.20992987301321997	0.0	-24.24338952134934	0.0	10.8951733173796	0.22041913193731774	0.0	0.17924768386213008	25.50910201701122	0.0	0.0
YKL213C	0.1495212235779282	-7.016633510377326	0.20992987301321997	-19.4828984838841	0.0	0.0	10.8951733173796	-21.60107492985724	0.0	0.17924768386213008	0.0	0.0	0.0
YKR020W	14.952122357792884	0.14467285588406792	0.20992987301321997	0.0	-24.24338952134934	0.0	10.8951733173796	0.22041913193731774	0.0	0.17924768386213008	0.0	-38.9657969677682	0.0
YLR226W	14.952122357792884	14.467285588406854	0.20992987301321997	0.0	0.0	0.0	0.10895173317379551	0.22041913193731774	47.72315999596003	0.17924768386213008	0.0	0.0	0.0
YLR268W	14.952122357792884	-14.17793987663872	0.20992987301321997	0.0	0.0	0.0	10.8951733173796	0.22041913193731774	0.0	0.17924768386213008	0.0	0.0	-6.924403831453841
YLR386W	0.1495212235779282	-14.17793987663872	0.20992987301321997	-19.4828984838841	0.0	0.0	10.8951733173796	0.22041913193731774	0.0	-17.56627301848883	0.0	0.0	0.0
YLR404W	-14.653079910637029	14.467285588406854	20.99298730132209	0.0	0.0	0.0	-10.67726985103201	22.041913193731872	0.0	17.924768386213085	0.0	0.0	0.0
YLR447C	0.1495212235779282	14.467285588406854	0.20992987301321997	0.0	0.0	0.0	0.10895173317379551	0.22041913193731774	0.0	17.924768386213085	0.0	0.0	-13.848807662907682
YMR125W	14.952122357792884	0.14467285588406792	0.20992987301321997	0.0	-24.24338952134934	0.0	10.8951733173796	0.22041913193731774	0.0	0.17924768386213008	25.50910201701122	0.0	0.0
YMR231W	0.1495212235779282	0.14467285588406792	20.99298730132209	0.0	-24.24338952134934	0.0	10.8951733173796	0.22041913193731774	0.0	-17.56627301848883	0.0	0.0	0.0
YNL138W	14.952122357792884	0.14467285588406792	0.20992987301321997	0.0	-24.24338952134934	0.0	10.8951733173796	0.22041913193731774	0.0	0.17924768386213008	0.0	0.0	-13.848807662907682
YNL220W	0.1495212235779282	0.14467285588406792	0.20992987301321997	0.0	-12.12169476067467	0.0	10.8951733173796	0.22041913193731774	0.0	0.17924768386213008	0.0	0.0	-13.848807662907682
YNL225C	0.1495212235779282	0.14467285588406792	0.20992987301321997	0.0	0.0	0.0	10.8951733173796	0.22041913193731774	0.0	-17.56627301848883	0.0	0.0	0.0
YNL243W	0.1495212235779282	0.14467285588406792	0.20992987301321997	0.0	0.0	0.0	0.10895173317379551	0.22041913193731774	0.0	17.924768386213085	0.0	0.0	-13.848807662907682
YOL076W	14.952122357792884	0.14467285588406792	0.20992987301321997	0.0	-12.12169476067467	0.0	0.10895173317379551	0.22041913193731774	0.0	0.17924768386213008	0.0	0.0	-13.848807662907682
YOL116W	0.1495212235779282	-14.17793987663872	0.20992987301321997	-19.4828984838841	0.0	0.0	10.8951733173796	0.22041913193731774	0.0	-17.56627301848883	0.0	0.0	0.0
YOR089C	0.1495212235779282	0.14467285588406792	0.20992987301321997	0.0	0.0	0.0	0.10895173317379551	0.22041913193731774	0.0	0.17924768386213008	0.0	0.0	-13.848807662907682
YOR332W	0.1495212235779282	14.467285588406854	0.20992987301321997	0.0	0.0	0.0	10.8951733173796	0.22041913193731774	0.0	0.17924768386213008	0.0	-38.9657969677682	0.0
YOR333C	0.1495212235779282	-14.17793987663872	0.20992987301321997	-19.4828984838841	0.0	0.0	0.10895173317379551	0.22041913193731774	0.0	17.924768386213085	0.0	0.0	-13.848807662907682
YPL045W	0.1495212235779282	0.14467285588406792	20.99298730132209	0.0	0.0	0.0	10.8951733173796	0.22041913193731774	0.0	-17.56627301848883	0.0	0.0	0.0
YPL268W	0.1495212235779282	0.14467285588406792	0.20992987301321997	0.0	0.0	0.0	10.8951733173796	0.22041913193731774	0.0	0.17924768386213008	0.0	0.0	-13.848807662907682
YPR133W-A	0.1495212235779282	14.467285588406854	0.20992987301321997	0.0	0.0	0.0	0.10895173317379551	0.22041913193731774	0.0	0.17924768386213008	0.0	0.0	-6.924403831453841
YPR139C	0.1495212235779282	-14.17793987663872	0.20992987301321997	-19.4828984838841	0.0	0.0	0.10895173317379551	0.22041913193731774	0.0	0.17924768386213008	0.0	0.0	-6.924403831453841
YPR173C	0.1495212235779282	0.14467285588406792	0.20992987301321997	0.0	0.0	0.0	10.8951733173796	0.22041913193731774	0.0	0.17924768386213008	25.50910201701122	0.0	0.0
