YBL015W	-0.453	-0.356	2.188	1.605
YBL017C	-1.081	-0.614	1.234	1.089
YBL019W	-2.380	0.182	9.899	6.570
YBL021C	-4.764	-3.279	11.247	6.631
YBL022C	-4.221	-4.130	0.724	1.773
YBL024W	0.986	0.704	-0.846	-0.287
YBL028C	3.820	3.569	-3.392	-2.129
YBL029W	-0.263	0.065	0.747	0.581
YBL031W	0.553	-0.652	-3.162	-2.341
YBL036C	3.933	3.518	0.327	0.701
YBL037W	-0.303	-0.079	-0.395	-0.836
YBL039C	1.031	-0.017	-1.553	-0.690
YBL043W	1.623	1.467	-1.365	-1.021
YBL044W	0.002	0.274	0.124	0.358
YBL045C	-3.429	-1.432	9.884	6.664
YBL046W	-0.495	-1.264	-2.171	-3.287
YBL047C	4.085	2.474	-0.249	0.118
YBL048W	-0.589	0.126	0.048	1.265
YBL049W	-0.270	-0.407	0.029	0.586
YBL051C	-12.926	-8.923	-3.498	-5.504
YBL052C	4.366	3.630	-2.044	-1.759
YBL053W	0.167	-0.006	-0.202	-0.168
YBL054W	-0.392	0.081	0.616	0.664
YBL055C	2.927	2.394	-0.542	-0.587
YBL056W	2.266	1.283	-1.129	-1.609
YBL057C	-0.076	0.686	-0.174	-0.359
YBL059W	-1.305	-0.264	5.011	2.737
YBL060W	-0.110	-0.000	-0.173	0.162
YBL061C	-0.092	-0.357	-0.398	-0.182
YBL062W	2.772	1.765	-0.303	-0.104
YBL063W	0.156	0.283	1.053	0.345
YBL064C	2.530	2.863	-1.776	-2.517
YBL065W	-0.518	-0.299	0.660	0.766
YBL066C	0.309	0.564	2.645	2.210
YBL067C	-1.314	-0.634	-0.383	-0.602
YBL068W	0.455	-0.174	-1.565	-1.092
YBL069W	0.620	0.018	-0.865	-1.762
YBL070C	-0.368	-0.574	0.613	0.135
YBL071C	0.250	0.706	-0.792	-0.691
YBL072C	-1.514	-2.305	-3.294	-0.783
YBL075C	2.956	3.168	1.571	0.844
YBL078C	-1.851	-1.307	0.371	-0.733
YBL080C	-5.574	-3.683	14.938	11.255
YBL081W	1.283	1.349	1.110	0.776
YBL083C	-1.775	-2.395	4.423	5.419
YBL085W	0.088	-0.084	1.152	0.938
YBL086C	4.747	4.221	-0.341	-0.019
YBL087C	0.387	0.530	-0.561	1.389
YBL088C	1.798	1.272	0.429	0.056
YBL089W	-3.679	-1.195	8.469	5.027
YBL090W	-14.408	-9.250	10.831	7.340
YBL091C	-1.352	-1.034	0.177	-0.102
YBL091C-A	3.844	2.611	-0.211	0.831
YBL094C	-0.661	-0.015	0.038	0.073
YBL095W	1.163	1.491	0.928	0.211
YBL096C	0.607	0.454	-0.321	-0.159
YBL098W	4.839	4.125	0.170	0.587
YBL101C	1.738	1.916	1.812	2.458
YBL102W	-0.741	0.053	1.720	1.965
YBL104C	2.797	2.647	-1.487	-0.233
YBL106C	-0.219	-0.225	0.396	0.557
YBR001C	-0.675	-0.262	-0.456	-1.023
YBR005W	3.060	3.010	0.140	-0.264
YBR006W	2.481	2.431	-0.164	0.175
YBR007C	0.377	0.113	0.724	0.610
YBR008C	-0.381	-1.005	0.807	0.831
YBR009C	0.036	-0.738	0.565	1.812
YBR010W	0.149	-0.100	-0.674	0.098
YBR012C	1.549	0.898	0.307	-0.594
YBR013C	1.513	2.051	0.675	0.889
YBR014C	0.928	0.639	-0.427	-0.790
YBR015C	0.607	0.205	-4.505	-4.923
YBR016W	1.362	1.476	-1.373	-1.138
YBR018C	0.257	0.753	0.980	0.810
YBR019C	-0.092	0.058	-0.068	0.026
YBR020W	1.062	1.402	0.575	0.253
YBR022W	-0.325	-0.274	0.206	-0.065
YBR023C	3.487	2.649	-1.305	-1.399
YBR024W	1.370	1.532	0.333	0.160
YBR025C	4.895	4.748	0.001	0.492
YBR027C	0.749	0.411	-2.937	-2.666
YBR028C	-0.164	-0.062	-0.772	-0.870
YBR030W	-0.575	-0.664	-0.028	0.265
YBR031W	-0.355	-0.263	-2.469	-2.526
YBR032W	0.532	0.289	-1.416	-0.737
YBR033W	-0.106	0.098	0.044	-0.595
YBR034C	-1.062	-1.743	-0.883	-0.729
YBR035C	-14.161	-12.512	-20.756	-16.722
YBR040W	3.420	2.130	-3.338	-4.089
YBR041W	0.542	0.681	0.553	1.162
YBR042C	0.557	0.792	-0.689	-1.044
YBR043C	-0.000	1.167	0.870	0.209
YBR044C	-2.307	-1.883	5.278	4.271
YBR045C	1.556	1.567	0.746	0.452
YBR046C	-0.238	-0.141	0.977	0.654
YBR047W	0.433	0.262	0.693	0.529
YBR048W	-2.661	-2.110	-4.085	-4.515
YBR050C	0.692	0.676	0.316	0.167
YBR051W	1.210	1.067	-0.391	0.362
YBR052C	0.518	0.290	-0.200	-0.304
YBR053C	0.780	0.054	-1.760	-2.885
YBR054W	-0.059	-0.116	-0.184	0.083
YBR056W	-0.843	-0.770	0.452	0.468
YBR057C	0.684	0.441	-0.338	-0.411
YBR059C	3.147	2.143	0.288	0.457
YBR062C	0.409	0.665	0.808	0.673
YBR063C	-0.251	-0.211	0.198	0.704
YBR064W	3.086	2.327	0.577	-1.197
YBR065C	0.701	0.213	1.156	0.722
YBR066C	-0.314	-0.515	0.786	-0.194
YBR067C	1.328	1.612	2.645	2.726
YBR068C	0.618	0.357	-2.261	-2.086
YBR071W	-0.254	0.595	-0.209	0.172
YBR072W	1.547	0.929	-3.472	-3.360
YBR073W	-1.176	-2.432	0.017	0.532
YBR074W	1.101	0.669	-2.956	-2.661
YBR075W	-0.008	0.053	-2.413	-2.214
YBR076W	-0.336	-0.524	-0.833	-0.061
YBR077C	-2.301	-3.096	-2.202	-1.987
YBR078W	-0.408	-2.500	-0.205	3.035
YBR083W	4.482	4.399	0.295	-0.976
YBR084C-A	-5.400	-4.078	0.858	0.769
YBR084W	-1.280	-0.797	1.436	0.640
YBR090C	0.977	0.781	-2.518	-2.639
YBR090C-A	-0.540	0.064	0.155	0.982
YBR092C	-0.024	0.164	0.827	0.489
YBR093C	0.129	-0.055	0.231	-0.542
YBR094W	-0.507	-0.199	0.221	0.092
YBR098W	0.460	-3.679	-1.800	1.595
YBR099C	0.110	-4.315	-0.151	4.195
YBR100W	0.535	-1.005	-0.605	0.705
YBR101C	-0.886	-1.192	-0.318	0.004
YBR103W	-0.694	-1.054	-1.549	-1.369
YBR104W	-1.063	-0.786	0.572	-0.002
YBR105C	0.248	-0.204	-0.327	0.058
YBR106W	-9.004	-7.300	-10.071	-2.001
YBR107C	-0.474	-0.998	-0.415	-0.279
YBR108W	2.409	1.866	-1.089	-1.408
YBR113W	-0.975	-1.129	0.224	0.236
YBR114W	0.906	0.742	0.117	-0.034
YBR116C	1.718	2.173	0.777	0.428
YBR119W	0.478	1.041	2.582	2.823
YBR120C	0.900	0.388	-1.143	-1.344
YBR125C	-0.067	-0.484	0.494	0.189
YBR126C	-13.440	-15.321	-19.976	-14.523
YBR128C	2.534	2.268	-0.571	-1.955
YBR129C	-0.242	1.034	2.230	0.314
YBR130C	-0.551	-0.242	-0.561	-1.156
YBR131W	-2.344	-3.319	2.241	2.681
YBR133C	-0.366	-1.095	-3.113	-3.116
YBR134W	6.043	3.482	-3.749	-5.096
YBR137W	3.199	4.071	1.640	1.829
YBR138C	1.246	1.260	-2.366	-1.817
YBR139W	-0.484	-0.058	0.414	0.357
YBR141C	3.872	3.198	-0.446	-0.504
YBR144C	0.117	-0.058	-0.025	-0.368
YBR145W	0.079	-0.201	-0.255	0.062
YBR146W	0.123	0.541	1.093	0.977
YBR147W	1.511	1.702	1.258	0.691
YBR148W	0.029	-0.066	3.511	5.985
YBR149W	-0.081	-0.295	0.153	-0.011
YBR150C	1.712	2.186	0.101	-0.611
YBR151W	-0.364	-0.029	-0.151	-1.060
YBR156C	0.267	0.144	0.994	0.535
YBR157C	0.195	-0.143	0.748	0.627
YBR158W	1.649	1.215	-1.611	-1.646
YBR159W	0.561	0.186	-0.536	-0.405
YBR161W	0.528	0.737	0.004	-0.064
YBR162C	-0.634	-0.805	2.502	4.986
YBR162W-A	-0.254	0.375	0.920	0.086
YBR163W	-12.633	-8.448	16.999	11.069
YBR164C	0.319	-0.240	-0.892	-1.299
YBR168W	1.682	0.884	-1.121	-1.031
YBR169C	0.865	1.082	-0.421	-0.355
YBR170C	-1.041	-0.875	0.421	-0.185
YBR172C	0.299	0.014	-1.545	-1.196
YBR173C	-1.053	-2.005	-4.300	-2.426
YBR174C	-3.607	-2.293	-2.799	-3.986
YBR175W	1.655	1.722	-3.966	-3.528
YBR176W	0.289	0.213	-1.273	-0.632
YBR177C	1.264	-0.016	0.124	-0.398
YBR178W	-0.079	0.004	0.320	-0.284
YBR180W	-0.146	0.075	-0.330	-0.336
YBR181C	-1.501	-1.897	-5.479	-3.483
YBR182C	1.955	1.463	-0.930	-0.913
YBR183W	0.801	0.645	-0.171	0.097
YBR184W	0.716	0.184	-1.382	-0.751
YBR185C	-0.492	-0.197	3.469	2.278
YBR186W	0.794	0.993	0.810	0.178
YBR187W	0.436	0.324	0.694	0.506
YBR188C	-0.354	-0.339	0.082	-0.313
YBR189W	0.475	0.358	-0.077	-0.339
YBR191W	-4.612	-6.352	-2.106	0.566
YBR195C	0.664	-0.439	-1.267	-0.695
YBR197C	2.125	2.752	-2.436	-1.552
YBR199W	1.878	1.409	-1.898	-1.696
YBR201W	1.631	2.337	0.721	-0.228
YBR203W	1.210	1.127	-1.465	-1.573
YBR204C	0.143	0.224	-0.153	0.398
YBR205W	0.320	0.021	-0.051	-0.469
YBR206W	0.419	0.894	1.502	0.639
YBR207W	0.708	0.522	-1.140	-1.089
YBR208C	-0.920	-0.889	-1.190	-1.476
YBR210W	4.111	4.607	0.971	0.502
YBR212W	2.598	1.953	0.903	0.655
YBR213W	0.550	0.591	-0.030	-0.944
YBR214W	3.813	3.098	-0.800	-0.709
YBR215W	-1.229	-1.715	-0.968	-2.024
YBR216C	-0.075	0.168	0.188	-0.014
YBR217W	-0.370	-0.207	1.594	1.229
YBR219C	0.061	0.248	-0.896	-1.598
YBR220C	2.663	2.738	-0.739	-0.954
YBR221C	2.961	3.201	0.442	1.528
YBR222C	0.499	1.172	-1.298	-1.342
YBR223C	1.457	2.441	0.712	-1.186
YBR224W	0.223	-0.091	-0.327	-1.186
YBR225W	3.104	2.826	0.293	0.729
YBR226C	2.375	2.173	-0.391	0.393
YBR227C	1.526	1.254	0.516	-0.269
YBR228W	0.708	0.925	-1.315	-1.009
YBR230C	1.784	1.867	1.570	0.807
YBR232C	-0.004	0.572	1.079	0.361
YBR233W	-0.097	0.143	-0.480	-0.284
YBR238C	-0.631	-1.144	0.018	0.187
YBR239C	0.031	0.177	0.394	0.332
YBR240C	3.030	2.775	0.095	0.753
YBR241C	0.318	0.166	0.290	-0.314
YBR242W	-0.711	-0.837	-0.884	-0.482
YBR244W	2.152	1.489	0.373	1.117
YBR245C	-1.259	-1.515	-0.335	-0.068
YBR246W	-1.072	-1.060	0.205	-1.449
YBR249C	1.800	1.671	-1.800	-2.877
YBR250W	3.497	3.670	0.691	0.247
YBR251W	-11.734	-9.269	15.657	10.925
YBR255W	-8.982	-8.252	-5.891	-5.635
YBR258C	-0.694	-0.553	0.387	-0.053
YBR259W	2.326	1.282	-2.883	-2.490
YBR260C	1.071	1.205	-0.956	0.049
YBR261C	2.426	1.913	-0.544	-0.327
YBR262C	0.252	0.043	-0.274	-0.164
YBR263W	0.763	0.770	1.152	0.574
YBR264C	1.650	1.732	0.223	-0.578
YBR267W	-18.271	-17.080	-13.781	-1.874
YBR268W	-10.821	-6.550	11.191	8.084
YBR269C	-0.191	-0.013	0.452	-0.093
YBR270C	-0.116	-0.145	0.152	0.171
YBR271W	0.300	0.177	1.769	0.345
YBR272C	0.240	1.024	0.688	0.403
YBR273C	0.227	0.309	-0.168	0.628
YBR274W	0.409	0.061	-2.538	-1.012
YBR275C	0.827	0.599	0.453	0.106
YBR276C	0.084	-0.247	-0.306	-0.113
YBR277C	0.191	0.485	-0.717	-1.203
YBR278W	3.174	2.898	-0.406	0.172
YBR280C	2.197	1.552	-1.089	-1.023
YBR281C	0.270	0.654	-0.024	-0.106
YBR283C	-2.247	-1.296	-2.443	-0.030
YBR284W	3.380	3.612	-2.622	-2.746
YBR285W	0.143	0.027	1.240	0.610
YBR287W	-0.545	-0.526	0.350	-0.611
YBR288C	-0.114	-0.361	-1.080	-1.877
YBR290W	-0.824	-1.522	-1.076	-1.499
YBR291C	-1.428	-0.996	-0.636	0.124
YBR292C	-0.770	-0.588	-0.505	-1.197
YBR294W	-0.062	0.119	-0.446	0.087
YBR295W	-1.334	-0.604	-0.292	0.087
YBR297W	3.637	3.252	-1.246	-1.090
YBR298C	-0.350	0.254	0.329	0.337
YBR300C	0.595	1.411	-0.897	-0.637
YBR301W	0.413	1.131	0.448	0.035
YCL001W	0.406	-0.086	0.541	-0.115
YCL001W-A	1.352	0.662	-1.786	-1.714
YCL002C	-1.136	-0.715	0.705	0.803
YCL005W	3.267	2.693	0.448	0.763
YCL006C	0.195	0.092	0.565	0.234
YCL007C	-17.384	-16.460	-22.025	-10.240
YCL008C	-0.866	-1.437	2.644	3.842
YCL009C	0.943	0.045	-2.198	-1.313
YCL010C	-3.151	-3.816	-4.247	-3.606
YCL011C	0.489	0.465	0.775	1.219
YCL012W	-0.544	-0.759	0.684	0.371
YCL013W	0.355	0.220	0.053	0.123
YCL014W	0.270	0.177	-0.524	-1.243
YCL016C	-5.176	-7.081	-7.118	-4.415
YCL022C	1.470	1.924	0.479	0.048
YCL023C	0.103	0.227	-0.942	-0.620
YCL024W	0.581	0.597	-1.003	-0.325
YCL025C	-1.205	-0.728	1.011	0.594
YCL026C	0.381	0.831	-0.303	-0.270
YCL026C-A	-0.165	-0.064	0.172	0.050
YCL027W	0.706	0.649	-1.207	-1.050
YCL028W	-0.218	0.022	0.693	-0.296
YCL029C	-16.200	-13.412	12.450	8.254
YCL030C	-0.092	-0.011	-0.017	0.704
YCL032W	0.338	0.091	-0.036	0.078
YCL033C	0.100	-0.134	-0.019	0.876
YCL034W	-0.295	-0.098	0.694	1.091
YCL035C	2.134	2.560	1.689	1.229
YCL036W	3.061	3.365	0.445	-0.207
YCL037C	0.123	-1.458	-1.378	0.213
YCL038C	-1.045	-0.758	0.666	0.013
YCL039W	0.067	0.080	-0.259	0.691
YCL040W	0.643	1.054	0.340	0.299
YCL042W	-0.047	0.336	0.408	-0.371
YCL044C	3.558	3.836	0.364	0.688
YCL045C	-0.674	-0.739	-0.323	-0.232
YCL046W	2.750	2.875	-1.232	-0.902
YCL047C	-0.074	0.075	0.548	-0.148
YCL048W	1.473	1.151	-2.356	-2.251
YCL049C	1.251	0.973	0.967	0.909
YCL050C	0.904	0.993	-0.148	-0.735
YCL051W	0.417	-0.070	-0.999	-1.870
YCL055W	4.230	4.607	0.237	0.140
YCL056C	2.172	1.479	-0.945	-1.289
YCL057W	0.482	0.277	-0.044	0.202
YCL058C	-5.069	-5.210	-10.503	-6.731
YCL060C	-1.479	-3.470	-1.622	-3.670
YCL061C	3.199	2.799	-1.112	-0.728
YCL062W	-0.388	-0.500	-5.231	-3.144
YCL063W	-2.556	-1.602	-0.583	-0.464
YCL064C	-0.615	-0.352	-0.252	-0.565
YCL069W	-0.089	-0.481	0.021	0.027
YCL074W	-0.622	-0.201	-0.306	-0.039
YCL075W	-0.563	-0.332	0.053	0.277
YCL076W	-0.679	-0.969	-0.499	-0.474
YCR001W	0.081	0.062	0.341	0.604
YCR002C	-2.006	-0.869	4.708	1.611
YCR003W	-12.685	-11.122	13.595	9.131
YCR004C	2.078	1.892	-0.660	-0.795
YCR005C	-0.084	0.361	1.532	0.402
YCR006C	-0.620	-0.204	1.162	0.507
YCR007C	0.410	0.383	1.112	0.025
YCR008W	0.674	0.343	0.674	0.046
YCR009C	-6.068	-8.591	-15.055	-12.166
YCR010C	2.080	1.228	-2.586	-2.877
YCR011C	-0.293	-0.428	0.423	0.894
YCR014C	3.365	2.677	0.977	-0.025
YCR015C	0.215	0.155	1.506	0.831
YCR016W	3.519	3.390	-1.748	-1.414
YCR017C	2.882	3.123	-0.686	-1.435
YCR019W	2.856	1.832	-4.334	-4.282
YCR020C	1.330	0.779	-1.191	-0.823
YCR020C-A	-0.681	-1.238	-0.796	0.886
YCR020W-B	-2.249	-3.073	-6.245	-6.456
YCR021C	-0.152	0.281	1.409	1.537
YCR022C	2.030	2.168	-0.819	-1.351
YCR023C	-0.097	-0.593	-1.098	-1.018
YCR024C	-7.290	-5.651	8.230	6.141
YCR024C-A	-0.531	0.144	0.027	0.214
YCR025C	1.938	1.646	-1.860	-1.113
YCR026C	0.128	0.101	-2.787	-2.334
YCR027C	-0.130	-0.643	-1.223	-1.221
YCR028C	-15.319	-12.682	-19.553	-14.052
YCR028C-A	-7.158	-4.990	15.427	9.922
YCR030C	0.569	0.247	-0.238	0.022
YCR031C	-4.317	-4.345	-6.714	-4.870
YCR032W	-0.767	-0.708	0.804	1.111
YCR033W	0.345	0.346	1.260	0.718
YCR034W	-2.159	-1.330	5.115	4.392
YCR036W	-2.585	-2.266	-2.203	-2.163
YCR037C	0.078	0.590	-2.618	-2.163
YCR043C	2.477	2.689	-0.969	0.372
YCR045C	-0.727	-0.370	-1.345	-1.162
YCR046C	-11.080	-11.137	12.304	7.702
YCR047C	-8.711	-6.208	14.153	9.899
YCR048W	2.083	1.367	-3.201	-2.849
YCR049C	-0.029	1.168	-0.460	-0.018
YCR050C	-1.923	-1.148	-0.906	-0.707
YCR051W	-0.842	-1.061	-1.690	-1.562
YCR059C	-1.194	-0.159	3.640	2.347
YCR060W	-0.888	-0.646	1.405	1.675
YCR062W	3.912	4.247	-0.715	-0.202
YCR065W	-0.032	-0.164	-1.032	0.590
YCR066W	-1.373	-14.082	-3.073	10.184
YCR067C	1.847	2.374	1.756	1.096
YCR068W	-2.332	-1.333	1.041	-0.365
YCR069W	-0.591	-0.515	-0.145	0.266
YCR071C	-8.247	-5.860	14.908	11.438
YCR073C	1.228	1.036	-1.119	-1.504
YCR073W-A	0.713	0.760	0.637	0.080
YCR075C	0.208	0.156	0.082	0.435
YCR076C	3.059	2.915	0.678	0.647
YCR077C	-4.228	-4.832	-7.236	-6.014
YCR081W	-2.107	-3.679	-3.504	-2.761
YCR082W	0.686	0.081	0.347	-0.247
YCR083W	0.462	0.764	0.064	-0.086
YCR085W	-0.346	-0.344	0.101	0.219
YCR087C-A	-1.089	-0.641	-0.577	-0.876
YCR087W	-1.915	-1.311	-1.348	-0.937
YCR088W	0.490	0.376	0.632	0.736
YCR089W	-0.656	-0.473	0.951	0.280
YCR092C	-0.282	-0.120	-0.402	-0.726
YCR094W	-25.987	-22.112	0.214	7.168
YCR095C	1.091	2.833	-0.178	-0.825
YCR098C	0.432	0.818	-1.086	-0.442
YCR099C	0.020	-0.002	-0.652	-0.857
YCR100C	0.145	0.371	0.030	0.031
YCR101C	0.955	1.407	0.547	-0.061
YCR102C	2.487	2.524	-1.063	-0.921
YCR102W-A	-0.539	-0.535	0.716	1.008
YCR106W	-0.280	0.059	0.627	0.851
YCR107W	-0.113	-0.016	-0.604	-0.886
YDL001W	-1.584	-1.738	2.875	3.305
YDL002C	-0.791	-0.992	1.108	1.651
YDL006W	-0.217	-1.597	4.364	7.940
YDL009C	0.525	0.427	-0.093	0.142
YDL010W	-0.066	-0.350	0.446	0.558
YDL011C	2.771	1.767	-0.547	-0.469
YDL012C	0.058	-0.011	-0.214	0.242
YDL013W	-13.302	-18.732	-11.584	-1.926
YDL018C	3.553	3.213	-0.299	-0.237
YDL020C	-1.066	-2.652	-2.499	-1.335
YDL021W	1.900	1.290	-2.539	-3.183
YDL022W	0.941	1.393	-1.357	-0.472
YDL023C	1.862	1.687	-0.262	1.135
YDL024C	1.464	1.302	0.070	-0.046
YDL025C	3.714	3.564	-3.096	-2.973
YDL026W	1.245	1.173	-1.427	-1.827
YDL027C	1.257	1.210	-1.343	-1.201
YDL032W	-5.059	-2.799	16.852	11.270
YDL033C	-10.384	-8.728	15.630	11.994
YDL035C	0.306	-2.355	-5.309	-4.884
YDL040C	-9.950	-10.460	-3.280	-1.699
YDL041W	-11.742	-13.360	-3.526	1.393
YDL044C	-9.579	-8.091	15.637	12.045
YDL045W-A	-0.920	1.037	10.512	5.655
YDL046W	2.157	2.459	1.076	0.938
YDL048C	0.140	0.234	-0.528	-0.951
YDL049C	-0.247	-0.287	0.341	0.108
YDL050C	2.144	2.180	-0.383	-0.591
YDL054C	-0.316	-0.337	-0.021	0.442
YDL056W	-12.424	-7.818	17.164	10.620
YDL057W	-0.455	-0.707	0.057	-0.320
YDL059C	2.746	1.298	-0.811	-1.026
YDL062W	-2.546	-2.470	-4.304	-2.748
YDL063C	-1.462	-1.960	-4.936	-2.549
YDL065C	-0.623	-1.297	-0.660	-0.012
YDL066W	-0.566	-0.670	-2.499	-3.138
YDL068W	-3.738	-2.589	2.207	2.816
YDL069C	-6.334	-3.167	15.000	10.150
YDL070W	0.064	-0.596	0.640	0.464
YDL071C	-0.186	-0.559	-0.174	0.156
YDL072C	-0.310	-0.668	0.359	-0.060
YDL073W	-1.180	-1.491	0.407	-0.840
YDL076C	0.022	0.136	-0.157	-1.898
YDL077C	-2.721	-3.107	1.519	2.022
YDL078C	0.171	0.491	2.414	2.124
YDL079C	3.182	3.129	0.308	0.683
YDL080C	0.278	-0.866	-3.356	-3.802
YDL081C	-4.618	-5.198	-7.689	-4.638
YDL082W	-4.107	-5.162	-4.004	-4.110
YDL083C	-4.993	-5.640	-10.299	-7.236
YDL085W	3.250	2.757	1.068	0.464
YDL086W	1.431	1.058	-0.013	0.185
YDL088C	2.805	3.154	1.893	2.044
YDL089W	1.272	0.930	-1.943	-1.179
YDL090C	-1.665	NaN	9.794	NaN
YDL091C	1.141	1.184	0.975	0.897
YDL093W	1.950	2.228	0.390	1.077
YDL094C	-0.748	-0.671	-0.789	-0.697
YDL095W	2.891	1.790	-0.947	-0.634
YDL096C	0.458	0.136	-0.288	-0.624
YDL100C	-2.049	-1.333	-0.608	-0.133
YDL101C	-0.707	-2.454	7.020	8.498
YDL107W	-5.449	-3.413	10.089	8.177
YDL109C	0.524	0.547	0.765	-0.118
YDL110C	-0.176	0.403	1.005	0.309
YDL112W	-0.415	-0.500	-0.196	0.277
YDL113C	-0.438	-0.101	0.913	0.411
YDL114W	-0.498	-0.552	0.207	0.013
YDL115C	-0.244	-1.669	-7.665	-5.174
YDL116W	-6.257	-8.578	-7.969	-7.803
YDL117W	-21.003	-22.455	-18.798	-18.454
YDL118W	0.418	1.165	0.895	0.562
YDL119C	0.239	0.342	2.219	0.543
YDL122W	1.174	0.581	-1.237	-1.650
YDL123W	1.064	1.009	-1.685	-1.898
YDL124W	0.045	0.061	-0.421	-0.809
YDL125C	0.541	1.537	0.652	-1.210
YDL127W	-0.024	0.141	0.962	0.039
YDL128W	0.167	0.736	0.051	-0.374
YDL129W	0.174	0.008	-0.539	-0.617
YDL130W	2.381	2.338	-1.016	-1.098
YDL131W	0.836	0.680	-3.238	-2.472
YDL133W	-1.285	-0.930	-3.701	-4.693
YDL134C-A	2.767	2.724	-1.690	-1.458
YDL135C	-1.542	-1.195	0.003	-0.261
YDL136W	-1.302	-1.215	-4.865	-3.768
YDL137W	3.566	3.865	-0.833	-1.414
YDL138W	1.149	1.266	-0.365	-0.426
YDL142C	0.967	0.384	3.371	5.266
YDL144C	0.300	0.482	0.012	-0.751
YDL146W	0.247	1.432	0.811	0.658
YDL151C	-7.968	-8.584	-14.227	-10.971
YDL155W	1.750	1.162	-2.025	-1.793
YDL156W	-0.241	-0.282	0.154	-0.055
YDL157C	-0.568	-0.169	1.453	1.637
YDL160C	-8.752	-13.627	-4.569	-1.808
YDL161W	-0.188	-0.248	0.106	0.159
YDL162C	-0.464	-1.368	-1.116	-0.888
YDL167C	1.238	1.200	0.407	0.859
YDL168W	0.145	0.091	0.867	0.384
