orf	hap a | growth (spot assay) | methyl methanesulfonate [0.01%] | Begley TJ~Samson LD, 2002	hap a | growth (spot assay) | methyl methanesulfonate [0.02%] | Begley TJ~Samson LD, 2002	hap a | growth (spot assay) | methyl methanesulfonate [0.025%] | Begley TJ~Samson LD, 2002	hap a | growth (spot assay) | methyl methanesulfonate [0.03%] | Begley TJ~Samson LD, 2002	hap a | growth (spot assay) | Di-tert-butyl peroxide [0.25 mM] | Begley TJ~Samson LD, 2002	hap a | growth (spot assay) | Di-tert-butyl peroxide [0.50 mM] | Begley TJ~Samson LD, 2002	hap a | growth (spot assay) | Di-tert-butyl peroxide [0.75 mM] | Begley TJ~Samson LD, 2002	hap a | growth (spot assay) | Di-tert-butyl peroxide [1 mM] | Begley TJ~Samson LD, 2002	hap a | growth (spot assay) | 4-nitroquinoline N-oxide [0.1 ug/ml] | Begley TJ~Samson LD, 2002	hap a | growth (spot assay) | 4-nitroquinoline N-oxide [0.2 ug/ml] | Begley TJ~Samson LD, 2002	hap a | growth (spot assay) | 4-nitroquinoline N-oxide [0.3 ug/ml] | Begley TJ~Samson LD, 2002	hap a | growth (spot assay) | 4-nitroquinoline N-oxide [0.4 ug/ml] | Begley TJ~Samson LD, 2002	hap a | growth (spot assay) | ultraviolet light [25 J/m2] | Begley TJ~Samson LD, 2002	hap a | growth (spot assay) | ultraviolet light [50 J/m2] | Begley TJ~Samson LD, 2002	hap a | growth (spot assay) | ultraviolet light [75 J/m2] | Begley TJ~Samson LD, 2002	hap a | growth (spot assay) | ultraviolet light [100 J/m2] | Begley TJ~Samson LD, 2002
YAL021C	1.4843115947102747	0.6794069021400508	0.28105567048812047	0.22408097440587885	1.716807325549193	1.5439663509196666	1.70975561157411	1.777246540071617	1.0420486589606617	0.7341336353747125	-0.1486827884957967	0.10792008705073532	1.4986736713435287	1.5127178230704337	1.5434241471392471	1.4463933589689082
YAL022C	1.532087269470516	1.4864524331840299	0.8429820649259451	0.5846161731507743	1.6537351558055673	1.5673170414224313	1.6648726240660117	1.4953136236091682	1.424206404096652	1.372216446102011	0.6101811546318698	1.3102919767842773	1.504955257562498	1.5305498890254952	1.6089406356704727	1.575154548203987
YAL023C	1.6854331664184623	1.5688423406472451	0.9498897472837502	0.5749797666310614	1.675637834637761	1.4902685683033179	1.616024996043758	1.4560791956069588	1.4399209030867939	1.4346482091774293	0.6187302249388773	1.453819840914178	1.5206834053036353	1.5664522048185958	1.661201284283464	1.5864407110990264
YAL026C	1.4726088078883872	0.9343273177941452	0.6061438950773247	0.3079022291525434	1.5964395236942084	1.4070825221709682	1.3622246689121758	1.1917991105755161	1.3843946531662412	1.3279768768375637	0.3980936408894992	0.9952850120489228	1.5796214226874783	1.5325042523324628	1.6542899368212864	1.5686714379049629
YAL027W	1.509171685599416	0.9285386252548036	0.5846883092937584	0.4829936594764755	1.6756224812442422	1.5686009465808797	1.726899321914846	1.681309173131039	1.3610361504406991	1.363804375865114	0.4587380798644	1.1259750171468534	1.4924222030382939	1.5016784280403788	1.5537745847719904	1.487405417214024
YAL028W	1.522940233684606	1.201889056897168	0.8132404612071895	0.5229394063602155	1.6815193168396076	1.5622445078894225	1.6669753604841386	1.570313061306709	1.4377137199832684	1.4019111454875293	0.6198086797887892	1.3537398325186971	1.5673209287531003	1.5646411550731871	1.6083903917305216	1.4873969984990518
YAL029C	1.5142219511271686	1.2674092954432052	0.9253922306667374	0.5493924750818129	1.661972209027827	1.560174757905532	1.6819112590459326	1.583547276460549	1.4144662762861948	1.4124139434257006	0.6068787414085591	1.4092157906882872	1.5033540249954496	1.698228664039233	1.5216306362253234	1.5500506970023977
YAL030W	1.4895680325833576	1.3391965696664838	0.8771547719488855	0.5350543269606519	1.5418882166065393	1.497337665212566	1.660926140268525	1.5260101774590877	1.3102165716642733	1.3426777349545058	0.5349159613896189	1.1627098379581933	1.515271999446288	1.4614368272551472	1.5896899021704127	1.5035290707284699
YAL031C	1.6074532833271413	1.4666260915354052	0.9417934899766178	0.5375369851587263	1.7071998826475214	1.6280001324234026	1.7760109236056631	1.6269698433059507	1.468244551270764	1.4396638448765482	0.5634395778827178	1.2979840657083614	1.657379969124717	1.5771239982990664	1.6386931460094891	1.5800321749782698
YAL034C	1.5571703993556194	1.3743668221041314	0.803448305811299	0.49080207476531473	1.7037473382973618	1.579025559878867	1.7548164939983035	1.637010273072381	1.4549941752892588	1.3939278597383318	0.5816315267759757	1.346037658929325	1.6206246934547033	1.594842144070908	1.6617142682349475	1.587791728385235
YAL035W	1.3392997594957432	0.88169237961533	0.5859869759962881	0.2978303096773782	1.4988423864166507	1.526836471153226	1.6321443663930764	1.452586610510588	1.2761343310019764	1.3664591553026133	0.5284120336478375	1.2750939952654459	1.4386477177085262	1.4999485334080054	1.520805099917275	1.4307288659979394
YAL036C	1.6784016257853842	1.1464945689611334	0.806242289830491	0.4707170134496999	1.6442528070588383	1.5985791371599498	1.729385358488191	1.6149138180151368	1.4070046209001645	1.402205765086361	0.6064437132412898	1.4434610706561184	1.582490701909083	1.5303624080379412	1.600261403252944	1.5850944950532102
YAL037W	1.5259350673405403	1.2042591477739586	0.9207721215927187	0.5034755112386001	1.5676132200622956	1.578286568703138	1.6921533710204966	1.6846788087841087	1.4635617688475742	1.4422872641229971	0.6114237438848626	1.3854029981019576	1.5841587197718594	1.6134353580377936	1.7197336689999347	1.564687120519573
YAL039C	1.7129396556454437	1.4319022811758542	0.9129948845626814	0.6785761488066696	1.5985670989204883	1.4696430791014536	1.6684848840362398	1.6797427150071655	1.3773150429946364	1.3378847906003077	0.4596341767128331	1.3858513026744657	1.4956172272927946	1.582734404061033	1.5874948058042755	1.3352191799466446
YAL040C	1.4218186801540953	0.9266874954684837	0.5401649500299752	0.35765967780285124	1.7079348304760795	1.6541244332337213	1.9012538443589353	1.929428892599315	1.4243087782541277	1.4561910225205295	0.6248393686069668	1.3453123999793222	1.565362020577297	1.6370925762441089	1.618931419744658	1.5840157126184593
YAL042C-A	1.5516729563351566	1.192174304393558	0.6509561108119655	0.3927493509817451	1.6457641034824426	1.5606875937447215	1.7002091175426866	1.6516783452412116	1.221355834707265	1.4237423814419106	0.6467411811670901	1.325388482566881	1.5770013545350277	1.5067058975934777	1.5942249433740678	1.5122098194870977
YAL042W	1.5045825606230274	1.3211884235035227	0.7966108283254087	0.42512074578790776	1.6507139734202858	1.5553771234557698	1.6935932687756843	1.5940277493624475	1.4187926373256154	1.3883606877251407	0.5647586915323516	1.2808479951803915	1.50809072329879	1.56827088833993	1.6166333083987985	1.5378626805859792
YAL044C	1.4261822805939623	1.1776221166963197	0.5109159764069935	0.36439262309886755	1.8366409799047534	1.5925366682681785	1.7866749940553315	1.7452260709266352	1.5015699526951856	1.4538290116451622	0.6011507778561508	1.4026816224260754	1.5677005385650373	1.6212131186095389	1.6876710476246728	1.5648442459969107
YAL045C	1.643434035059482	1.2763801351858597	0.8897561655274747	0.3651637021115344	1.5932928528377688	1.5319321520553104	1.7096128321435802	1.6785789026164608	1.3789112602194291	1.3997100788718855	0.5728647817455778	1.4886167283310632	1.542011095880168	1.504783684201852	1.6117445999893127	1.5594393466355199
YAL046C	1.5146307939429597	1.3393222244006913	0.8819342267462335	0.45117857408914874	1.562904612953849	1.5925791203132917	1.7418398568555427	1.699237781887908	1.357888325772188	1.3533511263398161	0.5432494866395284	1.338322096527364	1.4720190769155015	1.5419547818569186	1.5714366381924054	1.5247144988369596
YAL048C	1.8703511682904306	2.5007075901313316	1.8227590611970832	1.220332469631337	1.7360950793071428	1.6332700946975078	1.782505781666644	1.7459603880374843	1.5171203526534176	1.4731903116415526	0.5397580963592902	1.5179600406560574	1.5991923559751933	1.7556411173384077	1.656262379267444	1.4420272660048437
YAL049C	1.4247286970971353	1.1423452815428614	0.6901574653243491	0.4198780907704432	1.5182103174619748	1.4740873876945297	1.6256380439740334	1.6169159736063559	1.3279519377328355	1.3273265370991592	0.5209970919203928	1.1599731396383393	1.509676717163574	1.547495022094193	1.580322976673155	1.417152383732401
YAL051W	0.7955579486484875	0.7552008098817835	0.349855806233402	0.6423929576740885	10.974023937169346	15.035840544747103	5.30948370999289	12.448499847982486	32.21574918123501	26.405528169982276	16.218462282616564	24.60373886023257	1.3112120267351903	1.4794524960089197	2.523888232136809	1.1977314678699027
YAL053W	1.5512477764181225	1.1311924486306641	0.9020310801305617	0.3100425194675169	1.6880175392591226	1.513773602608118	1.7133295506563802	1.6425286256552833	1.2183712733184395	1.4548726453872824	0.5275443091717297	1.0483300070656787	1.5987512177670407	1.5089474535138343	1.6714534335814073	1.5857770534219464
YAL055W	1.2552515949934366	0.9957536070953684	0.5637595991187766	0.3979636838584366	1.7231572655461493	1.6063142992145123	1.8083993424428186	1.7577636596274981	1.4873919670096853	1.4861979745079614	0.7188786857532062	1.5938558485936791	1.5584215059680597	1.5584667034499013	1.6674529008591965	1.593033788373877
YAL056W	1.43969222368478	1.237378994178533	0.6054837807852008	0.3934642103872912	1.6591112543956306	1.5091886002292054	1.530907895688179	1.3195917841408022	1.4480589383512557	1.4015693886294727	0.5782751028917297	1.2323353012926772	1.5141283972862272	1.522816096438391	1.6273579266898477	1.5995789053630194
YAL058W	1.6366920903646325	1.360745261068499	0.6070135445774607	0.2737543655716811	1.6206426814660335	1.443845048166023	1.6233924955551455	1.5090049851584162	1.4134812862872654	1.3438996461034152	0.4989830987941517	1.1173355694310263	1.494669180922561	1.516890496586005	1.598209546091579	1.5365849872303217
YAL059W	1.7966902337177009	1.6912707631797428	1.5824329237423214	1.203805761991421	1.5710499674360674	1.5364117104008532	1.7923408239309646	1.8275969974322923	1.338732927280884	1.334602826625213	0.5131503275495338	1.4619820047478542	1.566215392598508	1.6486700949780473	1.667966525982432	1.6393903166751695
YAL060W	1.5231630346783918	1.2126664637269273	0.952486094917362	0.5485609789591346	1.5580747911013328	1.4978726044033825	1.6124017419509349	1.6725421194409849	1.3799848697359822	1.4085792794159377	0.571666636285235	1.6540924717037448	1.5657392937286236	1.5504480721716851	1.6119292007282158	1.6002210370352872
YAL061W	1.5454465333022542	1.200728238153415	0.8150121123744178	0.503122258527088	1.6363942380486691	1.5171264248875356	1.654708641660202	1.7061807080951596	1.4054278011085164	1.412347528326862	0.5445181692765593	1.3869684687309303	1.4679050349072025	1.6073359128817803	1.6186398039928807	1.5161506369958027
YAL062W	1.4774537168937976	1.2353287024990132	0.9416076506500077	0.5395807199028387	1.5758601137998431	1.5706893887255728	1.7457915936567245	1.7488290794884835	1.442213189543757	1.4236470112559274	0.5398004759091133	1.3818499579548356	1.49680346108135	1.572149419817184	1.5703537975107895	1.60679217584976
YAL065C	1.6276059977842743	1.6651578598236325	1.1625168152070973	0.777810833713014	1.7315189904027575	1.6386134672778643	1.801085451143539	1.7869197056504618	1.5408713473549631	1.506944515187981	0.6783910867152828	1.5072694989500335	1.4499105341332321	1.6603156854888081	1.6652583213488346	1.8264654882518767
YAL066W	1.5475648377132911	1.5254655555209216	0.9896429770630293	0.6397940900504044	1.574382196642727	1.4846898349071416	1.6641621479912723	1.692464426254671	1.3781016629340268	1.4034242478508583	0.5345325131269653	1.2833717663412245	1.5303054495294226	1.500905736886148	1.583753590445395	1.5742534693019543
YAL067C	1.503867816901288	1.4627824935996168	0.9210144267652566	0.5590908432305238	1.6022473955824748	1.5016897387754953	1.7044142605675792	1.678672694052896	1.3956238388628317	1.2294444253602808	0.5602136416529436	1.3233505406312447	1.5324634358628293	1.5558638399933857	1.6300901470858316	1.5814340992183644
YAL068C	1.617429138337113	1.4667177175324229	0.8974544069379302	0.49297344862719367	1.6497115641704614	1.5086575028196305	1.6685117283393083	1.6128988427028008	1.4262623721822927	1.3589221084364003	0.5814475678141281	1.3672611711887777	1.5230016344634072	1.5777770694337316	1.617728299104708	1.585320532970204
YAR002W	1.5739096976053737	0.8732529904921532	0.550671250919083	0.41852191338641853	1.6120456489280608	1.5259506915819252	1.6946229610204966	1.6517436657202258	1.3110655127304462	1.2494538569864495	0.3515398425606035	0.8763280077333967	1.461776092915402	1.488040241585472	1.5254174762308346	1.4867977475162613
YAR014C	1.5205678565280674	1.3864616646662427	0.9889364903643503	0.8058640005245187	1.66110902984255	1.4962597829100521	1.5527301110265288	1.1898880277729036	1.3156826221904236	1.2544183510763578	0.3581514187073059	0.9253177458913474	1.5074932087885398	1.5787963992053438	1.5494247421781076	1.537307995477661
YAR015W	1.8235134821700554	2.1052388796180908	1.647232917232967	1.269962348676885	1.6993590691560798	1.6260756363093924	1.8709127571310373	1.8385466555609362	1.4497311919300027	1.4259727825128725	0.6672805483963176	1.7316562056540703	1.498880416042657	1.5224115228051358	1.4888684362094449	1.3662604784938173
YAR018C	1.639253004768283	1.5865916266579143	1.2116887527781037	0.9329024673759985	1.691748138157266	1.562455119525882	1.7216159919742449	1.6008875958811026	1.381840487797229	1.3970255732193682	0.49520812101551875	1.1781736107987975	1.5838813390032076	1.6471249501261065	1.6606180645200102	1.5577943726820296
YAR020C	1.5957511320568032	1.2699101140862514	0.9732026235122012	0.7695307844113028	1.6476416773685778	1.555606628089394	1.7561841446454112	1.7083675191415009	1.3569495255734243	1.3853969035393134	0.5481651695930547	1.3375694123483854	1.4961039577907287	1.53341999013431	1.5529873760800137	1.4972942798506892
YAR023C	1.558690606804603	1.3283726849863886	1.0202949884461594	0.8160066153680838	1.59783891765789	1.5275227363301382	1.7081495641303217	1.6430848765448776	1.365617066159768	1.3868262659182544	0.5716616466380724	1.3822091209419385	1.5062620663061972	1.52540438529727	1.5200676482793019	1.5102041761292437
YAR027W	1.5210713732520182	1.3857469616413234	1.0394188797575068	0.8144477111597085	1.5985596282648906	1.49816679566763	1.6563229478090225	1.5645149121902862	1.3534675465085235	1.3860561097320019	0.5927040535195948	1.506057941883797	1.471362461562136	1.4713897477507598	1.5268613790417573	1.4802814752113733
YAR028W	1.6685293448493939	1.4856661070716355	1.009969252539295	0.7331486146786397	1.6309318412235565	1.5693691123052427	1.7061228041786474	1.5988839085033573	1.3738131988626006	1.405944454100442	0.6159824827746978	1.4976593258272952	1.4940965277145075	1.525747835703795	1.6199353962163303	1.551646487427308
YAR029W	1.5128426927807002	1.3315446209850899	0.8708419517127693	1.043458968788305	1.6883998942748013	1.5837330311740285	1.7947952456047014	1.7856191458646768	1.6053803514548999	1.5862458726173128	0.6788307387769424	1.6625698493793222	1.4042603325019127	1.4625054674830917	1.6224019434968309	1.5633476880793766
YAR030C	1.7725700219524971	1.5524401848394749	1.1221889502891411	1.2337857090317257	1.5526450015886404	1.685506641089835	1.7566435216669813	1.836825502969894	1.6731364207478154	1.6316292649698727	0.6614745299985961	1.6833881729475422	1.5187317558966962	1.7690703961620444	1.5649370600621222	1.6763521497981688
YAR031W	1.5301268907688494	1.534043391790615	1.0942524364827801	0.9451239458087421	1.6221380325820491	1.566443790433334	1.6179753027133323	1.7078004543244356	1.4759604367142103	1.4226130065855949	0.509459819583818	1.1642724171970962	1.4466669903959157	1.5595813464987063	1.6239547989209007	1.5966729199769083
YAR035W	1.7549159370232563	1.4688632236733694	1.2573163716002542	1.5296601714525973	1.2534463642405564	1.5283780540824585	1.5776816465718382	1.8515439305723216	1.5656991755095846	1.5493052110364423	0.5188868024828898	1.3053621365686607	1.4094125119392942	1.3762646688284832	1.4034769960417215	1.6578472284849166
YAR042W	1.5930315342207897	1.44288719616266	1.1598213934705432	1.1728596733372632	1.569269502057408	1.5519419120274964	1.615701008020786	1.7228182999925281	1.448767821617506	1.477849688300271	0.5612792179930762	1.3745599275115667	1.4564997659340775	1.4927578362192837	1.5056908779199762	1.5813085081807126
YAR047C	1.5087948665123871	1.3773017516478476	1.0869344563596786	0.9722009917846799	1.64160374683056	1.6126230264357364	1.6927793411233087	1.751065057022509	1.4386081843706269	1.5157687060682672	0.6049431435190472	1.5481082916161766	1.5220496264183245	1.5689185601882936	1.5902726506515905	1.5991905335523682
YBR173C	1.5971855047200605	1.770413941159856	1.4485372408398076	0.9612800111143517	1.6304240647663948	1.6653351474575646	1.7938447001102449	1.8406225030141263	1.5826026265143147	1.5434053306652211	0.7454474118207791	1.8910278221329948	1.6126225153621165	1.6505415807346715	1.6231244311988626	1.5968164432737049
YBR174C	1.690144143784083	1.4182859747965433	0.7320127941196417	0.455057121451719	1.7233021230521524	1.7415855387959402	1.7630762351915223	1.7687575374854403	1.4856194590705152	1.5504033502919128	0.6120645925940008	1.150372178207506	1.6297333879501812	1.672461232735362	1.6829359885424278	1.77495993403303
YBR175W	1.7017368763636231	1.5447344051253091	0.8402115597668406	0.5558825242601144	1.7043716746519393	1.7146876725270588	1.786261145961304	1.842155853593368	1.5182755423178833	1.6001204748928888	0.6816832667140005	1.3690193743041321	1.595749372259064	1.6962162289467009	1.6001980244857639	1.7620504431491353
YBR176W	1.5935769933749095	1.6441490980258515	1.0847152931726654	0.7284960214271858	1.6581260398840458	1.7834909130627286	1.706598320565329	1.6924997729340059	1.4645181802067133	1.5160241435217259	0.6039090201893754	1.4285624500075977	1.6216572717213151	1.6626316929268017	1.6496331853553994	1.7591480806075026
YBR177C	1.5516700226645765	1.8213256892624847	1.1716684367673977	0.8487313385892502	1.6305328470654525	1.6436172740846757	1.7795609264069405	1.7775231573502113	1.549028564973948	1.62517340162027	0.7282835139803218	1.7114319418476502	1.6740025690327713	1.5725073953624313	1.695943352066722	1.871343701491962
YBR178W	1.6792726486396663	1.7709982475885864	1.1488819946433586	0.8771348000245444	1.6325300810879793	1.7142619776250316	1.661911260836111	1.58031687402716	1.5261786492833636	1.5564035213181902	0.7596627108605325	1.5755614595993155	1.6455983611401892	1.650884793637643	1.4986307187859356	1.7502619048167527
YBR179C	1.483396661094754	2.149257290266109	1.6149806869878431	0.9005575951013378	1.542285268848979	1.6011237280896595	1.6840710879529224	1.6856566485056854	1.3729703050121838	1.432155092274105	0.6735264492538999	1.6422789877898307	1.3917731987769468	1.3532825281880339	1.2481863465834058	1.4504636048980724
YBR180W	1.4745320886833437	1.6813675751029524	1.1587969574661625	0.6652418586695183	1.685710735145122	1.821611879972514	1.7900825245542256	1.7846559272879314	1.6108254626676692	1.6116924179388425	0.6913343767371143	1.514848519370877	1.682164579758708	1.8216399496185232	1.754092018633136	1.8616702521240203
YBR181C	1.7659454027751509	1.9678700545509706	2.0959617185739403	0.7428710436325912	1.678611689301065	1.7129424431911786	1.8076984122713142	1.7462327539224154	1.4564486503530965	1.4687249364813237	0.545858166428268	1.1644007631370148	1.5474825202397027	1.700972395785751	1.6160212050525429	1.7250912838311703
YBR182C	1.4883590847223458	1.486679322426613	1.0839788304821873	0.49759033560127874	1.7186834962108455	1.8509797152872358	1.844859997439108	1.8075439304184178	1.574987988351256	1.6660892481293534	0.8265991791610661	1.5706661113107006	1.6433034198034253	1.6285285643632748	1.7214851020383044	1.7824416253562316
YBR183W	1.4540719274226235	1.519255845562523	1.0039645258305971	0.48547136530004187	1.7547155000720411	1.8164536369490942	1.7618055305576676	1.8000753883123441	1.5381468790475958	1.6445122292390095	0.7019385564096525	1.668238928984905	1.5536653811907395	1.6772795606584336	1.753437988212423	1.8346150091322724
YBR184W	1.5759598024160693	1.6577745228074086	1.3068060506306742	0.5929059946847776	1.7478637991086934	1.857194593307124	1.8339852447431764	1.869589155248593	1.550389865133014	1.6534253802513608	0.8035236616336064	1.8514811142114393	1.6441938317445433	1.8237031116437488	1.7640672369100598	1.817248118673182
YBR185C	1.6265430226072726	1.484818525877416	0.711028964558445	0.37435539175236715	1.7464784680365875	1.6799719939521984	1.7069846603305079	1.7131809331155272	1.4044189256849182	1.494002609148776	0.5573377471144636	1.2647541978875882	1.5336608516202654	1.6736586310959172	1.5058723951760942	1.5603944553160003
YBR186W	1.3731469366799112	1.2124655062089262	0.7845600142805353	0.4838898839294957	1.5985897834640952	1.7131131501023351	1.7577387515283707	1.5710117523713771	1.5340848327649865	1.5385736936260825	0.6634629005487519	1.3677533847123677	1.6163740131564648	1.5798694568017226	1.5669670915977816	1.7560261056534394
YBR187W	1.5798920093022732	1.4381825995496798	0.8306902067442188	0.43777418486730524	1.7328502028282555	1.8029437539406317	1.8077246964121518	1.8854798539580564	1.3918705796767257	1.5145801711565643	0.6290762619678071	1.2327538398339908	1.6681605203329581	1.6489108645033868	1.614610309428534	1.6662327785066617
YBR188C	1.5071997487898523	1.4773250815868986	0.9212994835249138	0.425032900710263	1.688836438074177	1.7934997369239327	1.7460310719363448	1.7006397315036537	1.4591521301453307	1.609455646406327	0.6184219895414005	1.227052873750715	1.6347628606209361	1.635718064154511	1.568662330707417	1.6784852525787417
YBR194W	1.543198530575609	0.9638812653908055	0.27328057256582783	0.10040210308944489	1.7294098631230927	1.8136518646512323	1.7007848182160885	1.4711602530549237	1.557611881614917	1.5236760360973007	0.7090453712813591	1.1751627364014987	1.6207591167171325	1.6981867899201881	1.467391135555516	1.4873924383405293
YBR195C	1.3706359253399965	0.4339172014622688	0.30704830176560016	0.23081452675876277	1.6983290868466705	1.7544059950442066	1.709821131589183	1.7545736986766898	1.3602240262517507	1.4591504766866528	0.3290108246557829	0.623587077772107	1.5657435550774568	1.5849667195631256	1.5644979013764129	1.6921911645572745
YBR197C	1.5385487379696017	1.36121886717318	0.8011545259961149	0.4103040507062351	1.7141463517445341	1.7142830686263042	1.7388816229957635	1.7204810934452177	1.4579250612431227	1.5818244715662606	0.6805303099376717	1.361093717090246	1.6216649564096122	1.6171519406420107	1.6516468268469608	1.7319053848351122
YBR199W	1.4778338047401771	1.388533143240175	0.7895460552441605	0.406860231143892	1.7450227007836459	1.764465236619939	1.7519156389449626	1.6682074538296057	1.4430649416200703	1.5399489461719051	0.5987110935605101	0.9383009544101633	1.646433747037534	1.6932205099661273	1.5812082764914286	1.6765728907788957
