orf	hap a | growth (spot assay) | methyl methanesulfonate [0.01%] | Begley TJ~Samson LD, 2002	hap a | growth (spot assay) | methyl methanesulfonate [0.02%] | Begley TJ~Samson LD, 2002	hap a | growth (spot assay) | methyl methanesulfonate [0.025%] | Begley TJ~Samson LD, 2002	hap a | growth (spot assay) | methyl methanesulfonate [0.03%] | Begley TJ~Samson LD, 2002	hap a | growth (spot assay) | Di-tert-butyl peroxide [0.25 mM] | Begley TJ~Samson LD, 2002	hap a | growth (spot assay) | Di-tert-butyl peroxide [0.50 mM] | Begley TJ~Samson LD, 2002	hap a | growth (spot assay) | Di-tert-butyl peroxide [0.75 mM] | Begley TJ~Samson LD, 2002	hap a | growth (spot assay) | Di-tert-butyl peroxide [1 mM] | Begley TJ~Samson LD, 2002	hap a | growth (spot assay) | 4-nitroquinoline N-oxide [0.1 ug/ml] | Begley TJ~Samson LD, 2002	hap a | growth (spot assay) | 4-nitroquinoline N-oxide [0.2 ug/ml] | Begley TJ~Samson LD, 2002	hap a | growth (spot assay) | 4-nitroquinoline N-oxide [0.3 ug/ml] | Begley TJ~Samson LD, 2002	hap a | growth (spot assay) | 4-nitroquinoline N-oxide [0.4 ug/ml] | Begley TJ~Samson LD, 2002	hap a | growth (spot assay) | ultraviolet light [25 J/m2] | Begley TJ~Samson LD, 2002	hap a | growth (spot assay) | ultraviolet light [50 J/m2] | Begley TJ~Samson LD, 2002	hap a | growth (spot assay) | ultraviolet light [75 J/m2] | Begley TJ~Samson LD, 2002	hap a | growth (spot assay) | ultraviolet light [100 J/m2] | Begley TJ~Samson LD, 2002
YAL002W	0.8385848960254455	0.3185354979940231	0.19573976256621992	0.5311434640923237	0.9898223130354628	0.9290840536603918	0.9330967621395777	0.3993080442627708	0.895401262799734	0.874470648275243	0.8930559262655849	0.7821301693663455	0.8796668039596761	0.9110130598249948	0.9280640153628529	0.8659011870812047
YAL004W	0.7769696489170501	0.5096739776821292	0.4317774666497302	0.9919114683020215	0.9830772488681426	0.9303857497400289	1.0431486380320643	0.904319404694863	0.9269815806470985	0.904787455814105	1.051203818224224	1.0128464376323192	0.8922655762534012	0.9033894740103379	0.9082282805090593	0.8577400289441685
YAL005C	0.7959086305334903	0.40666226817367185	0.3719821809955836	0.8620504993069887	0.9914440800275025	0.9112594675971132	1.1020009646618203	0.9745232859286629	0.9211402887852427	0.9515303280950919	1.055040268552176	1.0329555402921207	0.883056509877775	0.8997030113546916	0.9129806034194203	0.841260669710131
YAL007C	0.7956358476433155	0.6536698131283453	0.5869893217762545	1.019509105791409	1.008560614390756	0.9891973078371775	1.0940170555162232	0.991350903541683	0.9467957656999834	0.9169566104609664	1.0575710992777885	1.0191110030878496	0.9307576757856634	0.9470150427496677	0.9438777680972567	0.8906671184532392
YAL008W	0.8562435244202623	0.6960043582789912	0.5828303810406333	0.9397772386270021	1.0280111790997488	0.9866143096807917	1.118635508055448	0.9828028335688169	0.9667361613634512	0.9320292354367682	1.026638009242906	0.9829003387192174	0.9344168217377704	0.9430220041273344	0.9594408166529814	0.9041482974323064
YAL009W	0.8710051299076252	0.40953567084776643	0.2772646257468145	0.7807726620354813	1.0829219152257792	1.0116058799348895	1.154525722197753	1.1206230811564382	0.9756843647720664	0.9435390044931123	0.8653979140934402	0.6626323671596724	0.9585020376349241	0.9786079344872755	0.9373681192439826	0.816516232193071
YAL010C	0.9726176645875054	0.44263677686454495	0.32687449948370945	0.8090059424504092	1.111845508271858	1.0393595340017914	1.1871754674106512	1.0851962289046475	1.0327082313951457	1.012341238040633	1.1046125292822593	1.1029945340860483	0.9035758027775307	0.9232975354135317	0.9381577242336981	0.8154177969447854
YAL011W	0.6375046209380607	0.17035776162091662	0.1785761567348774	0.6414696286833864	1.0111756074398839	0.9342594047274773	1.1223644999986326	1.0570231181982483	0.9541768860402996	0.9111744945927337	0.943447137993711	0.8211806015757322	0.9310565622496769	0.9263562737875715	0.9606657760402162	0.8761339591082137
YAL013W	0.9293349518399276	0.3105087821936914	0.23027881775862669	0.39045491102299806	1.082040715991879	1.0536185998862242	1.0847163652326142	1.0921660910126556	0.9048768579087031	0.4618248033253596	0.2197562401796366	0.14740227548795468	1.0233182996530004	1.0443748103203851	1.0549297551474153	0.9803158087290779
YAL014C	0.8494112322241109	0.5415725983995651	0.4874096454253191	0.7342619579192685	1.0549507731156726	1.002064858082815	1.1492977022967048	0.9761235210133944	0.981063471335173	1.0291427727435365	1.1352258925622178	1.1314444586623382	0.9215757447161265	0.9719181774328011	0.9692617121191164	0.916419365730235
YAL015C	0.8453900021023865	0.6378853659979867	0.6192294572554746	0.810868217510779	1.0546474634894982	1.014619789535848	1.1829204886921751	1.0626273548977154	0.9780420269220315	0.958489203778241	1.0686457357087809	1.068778156083665	0.9247095811901658	0.9409709690343959	0.9631393187582956	0.9064060141819038
YAL017W	0.8663419764496064	0.608718421952208	0.515782533275076	0.8234955947530086	0.9948301243071844	0.9800272907856922	1.1355233741250175	1.0058466973998532	0.9475041991112407	0.9234858236351474	1.0819551346611036	1.035604125163388	0.9423668431327474	0.9316480127978748	0.9595967529710708	0.896670263184795
YAL018C	0.8302587475292601	0.6209196028511523	0.5611283579798311	0.8597171584681997	1.0394914324699673	0.9973329579185899	1.1219213442775817	1.0048151070068145	0.9463564574940967	0.9225320214200136	1.0189338042861664	0.9557108477994066	0.938280227800027	0.9653617967008311	0.9555938897634747	0.9133243028669212
YAL019W	0.7837797437195161	0.5769203365956489	0.6144693882042387	1.1789907652851648	1.0748144037429084	1.0156314509084978	1.1270601998645327	0.983668437160314	0.9689451933917629	0.947787798441967	1.0118723392133746	0.9410437736207342	0.9746114969360699	0.9988814539756373	1.0146843449788443	0.9491812208103174
YAL020C	0.8313409276880855	0.6300474950645972	0.4938458158907406	0.7931550804173749	0.9960510332482008	0.9372713092930588	1.036252435748312	0.8545154758371712	0.9462855841829757	0.9544048772013336	1.0259273454441995	0.9883164897760089	0.9426145004651024	0.9355759821576881	0.9522431758096891	0.8643630361011682
YAL021C	0.797725323130002	0.29379180494496865	0.14633071150845176	0.32136205279333313	1.0651420069665452	0.9722570327191241	1.10431271792387	1.1017230467973136	0.7024727069322365	0.4388922933391746	0.1321430929053399	0.013823956256050152	0.9142966339251414	0.9148175234915414	0.910709090803925	0.8415052615538468
YAL022C	0.8237950060662982	0.7110378739486408	0.5070552175174124	0.8162949406277867	1.026580319522212	0.9860421862944945	1.0762700386865502	0.9211763436550623	0.9666108695707413	0.903722983932703	1.0772809248821975	0.9778601493854238	0.918329580608238	0.9253699071533101	0.9474479670077299	0.918757862499849
YAL023C	0.9074710385467807	0.7536338164230804	0.5756838160114616	0.8030663445746095	1.0399713961056527	0.9405563778740103	1.0457502707258097	0.8960510524533363	0.9774723500532673	0.9492032868925029	1.0879284854212854	1.0929377363826072	0.9284274729323655	0.9466156232441728	0.9767535287490029	0.9255291997601026
YAL026C	0.7913394804716044	0.42558677468213063	0.3550187005138268	0.43642958522316483	0.9915503488333249	0.8914472339227205	0.8871770215009528	0.7268090261682074	0.9390939531245275	0.8714953338737489	0.8131335309479685	0.7252942688241207	0.9662672594816083	0.9265264299859185	0.9728779373596169	0.9148682033890975
YAL027W	0.8112906927558593	0.4225939953235896	0.3412454454051166	0.6767903254420577	1.039962009195951	0.9868001437426189	1.115024027413597	1.0402858243310364	0.9229491226966746	0.8975949573634224	0.8886640052751007	0.8300787336560358	0.9102830237497456	0.9082848013692404	0.9165131785285491	0.8661111865876688
YAL028W	0.8188037563572711	0.5639173639267153	0.4879628142853207	0.731626757309734	1.04356727491082	0.9830476001703512	1.0775838184986344	0.969205149172765	0.975946798636366	0.9253549843412466	1.0892716622686787	1.0126957154856313	0.9583700127538161	0.9455439082902094	0.9471394134749483	0.8661061356275769
YAL029C	0.8140464637986199	0.5977916137948149	0.5599578158313864	0.7679408085869502	1.031616370653959	0.9818257167580738	1.0869156975856484	0.9776801933239833	0.9598787295147996	0.9330060646347276	1.073167887621121	1.0571751581444813	0.9173015463912367	1.0245962542484497	0.8984882114884637	0.903696353588623
YAL030W	0.8005935959364731	0.6349059485156888	0.5289921348465433	0.7482577898955475	0.9581982307415396	0.9447296414664349	1.0738042941942025	0.9408340752352261	0.887823862683192	0.8822046178662557	0.983540825344575	0.8595319312171511	0.9249532053600483	0.8844712504481279	0.9366529697368664	0.8757848637115188
YAL031C	0.8649198691953859	0.7007875686097198	0.5704864833242178	0.7516659153594589	1.0592681134280884	1.0218666399130083	1.1457087248793818	1.0054875220470043	0.9970489685720706	0.9528570781662872	1.0190659669678757	0.9679919282133284	1.0161903300253952	0.9529308118178851	0.964131916630222	0.9216842827744339
YAL034C	0.8374820810565767	0.6530891228360923	0.4816768123233032	0.6875095049889358	1.057157262689011	0.9929543469881114	1.1324665450670441	1.0119173015676293	0.9878906301357299	0.9195393187793189	1.0417233870391769	1.006520276614081	0.9925924580974333	0.9634157815589569	0.9770411884559042	0.9263397669807274
YAL035W	0.7185969259901395	0.3983742814551962	0.34207911492015874	0.4226031288626397	0.9318804450000386	0.9621443543261637	1.0558215774126014	0.8938144398133309	0.864267044741588	0.8995289116066024	0.9754404165415608	0.9496391568630752	0.8757583631487321	0.9072611111304738	0.8980252856372304	0.8321070660906283
YAL036C	0.903634147999908	0.5352781714069537	0.4834703897652887	0.6599372806017599	1.0207829072864218	1.0044978628312804	1.1165772913576688	0.9977669775764691	0.954721414324952	0.9255696088841509	1.0726260756367918	1.0846322948379827	0.9681094136312568	0.9252589625597368	0.9425810204957895	0.924721513130363
YAL037W	0.82043794288104	0.5651427112751395	0.5569919708738804	0.7049072529323978	0.9739262379878024	0.9925180812234197	1.0933149209163946	1.0424437015153891	0.9938123429612062	0.9547681871313651	1.0788285252435628	1.0380825678163823	0.9691803257977915	0.9744185855962672	1.0095760148776207	0.9124777402158054
YAL039C	0.9224804645033307	0.6828352067961183	0.5519994309014852	0.9452806326049301	0.9928511268345194	0.9283800554572844	1.0785269617055147	1.039282681975669	0.9342006983188212	0.8787130528269173	0.8897800617701276	1.038442008882107	0.9123343149396509	0.9562508507997768	0.9354220525210803	0.7748043050115273
YAL040C	0.7636249053667674	0.42163695312851246	0.3126640031819667	0.5047352536780124	1.0597174531062372	1.0372892030563456	1.2239599119866433	1.199178932296825	0.9666816281048846	0.9648967997645813	1.0955372048155627	1.0059387794224355	0.9571123412111985	0.9884180875896051	0.9530503762257622	0.9240742781255107
YAL042C-A	0.8344822993219797	0.5588947943968011	0.38378557201879904	0.552905400005072	1.0217068986531317	0.9821284710085892	1.098348113408275	1.0213105717993005	0.8264054769792066	0.9412586073735278	1.1228151270661868	0.9899642064483696	0.9645851055165792	0.91125987939474	0.9391960290658296	0.8809930357060974
YAL042W	0.8087865516068358	0.625595658194374	0.47728754406173196	0.5973439679186027	1.0247331991309665	0.9789934181722728	1.0942145622532369	0.9843917715729938	0.9628690053116612	0.9154837442237295	1.0207088757214626	0.9542525915421746	0.9203426336334366	0.9476918555957589	0.9517616925656504	0.8963839330204818
YAL044C	0.766005984870069	0.5513712497162157	0.2938878402078556	0.5139780573504124	1.1384070927144219	1.0009306723176807	1.1523715858783354	1.0812174945910153	1.020082677592687	0.9631761216207289	1.0660339143936501	1.0519362010875548	0.9586137324256564	0.9790211882217434	0.9915966526760919	0.9125720104836659
YAL045C	0.8845534336438009	0.6024295771739598	0.5370815065483455	0.5150365735890939	0.9896265060584618	0.9651526055724383	1.1042235100080353	1.0385373894683083	0.9353039649418192	0.9237515509031544	1.0308047204368684	1.1208371401898265	0.9421204218103089	0.9101223817408314	0.9490203116235537	0.9093292434977496
YAL046C	0.8142695564630761	0.6349709125628001	0.5320602706163363	0.6331154439262837	0.9710474431666931	1.0009557340160233	1.1243588032883163	1.0517671059195635	0.9207734226491647	0.8899799721074299	0.99391993224345	1.0003341028775286	0.897183670027077	0.9321189179006809	0.9264173111929295	0.8884954439201823
YAL048C	1.0083749755860427	1.2354122257346278	1.1360158366967907	1.6889889343234668	1.0769343447748143	1.024977778715364	1.1497666816110532	1.0816877430993779	1.0308307368052503	0.9772804452238869	0.9895715308337728	1.1443639835476354	0.978832323103508	1.0585709061874364	0.9739839996726785	0.8388857452271511
YAL049C	0.7652128100782135	0.5331329716656196	0.4089505925291968	0.5901469940953907	0.9437218023918804	0.931003767012394	1.0517564578039995	0.9990491357427028	0.9000821174659239	0.8710215742540869	0.9662053724839558	0.8573377047448404	0.9213608841952259	0.9353974354156689	0.9314003940270128	0.8239616103602119
YAL051W	0.42189412316982144	0.33297758671710215	0.1904964514091286	0.8956093346549463	6.724910729571213	8.937227394493519	3.3534058823954056	7.9354749453478535	22.24897826229244	19.13999479823079	20.516835432358615	19.65405014527529	0.7939412345917704	0.8951322837289735	1.460511887756853	0.6923160690831361
YAL053W	0.8342502920152576	0.5273669082753057	0.5449612974788473	0.43936771739467434	1.0475402224549375	0.9544326487983179	1.1065456982324946	1.0154511931689394	0.8243426205499965	0.9639363881330384	0.974359696818969	0.7678246169611289	0.9785491005524932	0.9125863526217076	0.9825025005318931	0.9251310263508884
YAL055W	0.6727344863501193	0.4573444348865845	0.327810414208855	0.5600634939658703	1.0690242961354166	1.0090643400769916	1.1659448564490649	1.0892464269118565	1.0102831978319133	0.9867562700095585	1.212659802526373	1.205215627189169	0.9526563448439466	0.9418900869890692	0.9802591709560029	0.9294848355440367
